Dependency=Geometry Building Type FPL	Dependency=Vintage FPL	Dependency=Location EPW	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+	Counts
50 or more Unit	2000-09s	USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw	0.85231836	0.040733344	0.040445381	0.066502915	138.447686
50 or more Unit	<1940	USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw	0.794196262	0.068601246	0.068601246	0.068601246	6.512918076
50 or more Unit	2010s	USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw	0.737935272	0.087354909	0.087354909	0.087354909	2.539547296
50 or more Unit	1940-59s	USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	0.682559695	0.105813435	0.105813435	0.105813435	31.52811264
50 or more Unit	1960-79s	USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	0.617851748	0.127382751	0.127382751	0.127382751	221.6582387
50 or more Unit	1980-99s	USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	0.874992003	0.046059346	0.039474326	0.039474326	386.111783
50 or more Unit	2000-09s	USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	0.55585845	0.148040665	0.148040665	0.148060221	50.56759019
50 or more Unit	<1940	USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	0.332877094	0.222374302	0.222374302	0.222374302	15.058444
50 or more Unit	2010s	USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	0.292333443	0.235888852	0.235888852	0.235888852	21.7687147
50 or more Unit	1940-59s	USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	0.812540672	0.062486443	0.062486443	0.062486443	26.93161577
50 or more Unit	1960-79s	USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	0.966073747	0.011311073	0.01130759	0.01130759	407.6265841
50 or more Unit	1980-99s	USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	0.947792636	0.03186023	0.010173567	0.010173567	627.966176
50 or more Unit	2000-09s	USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	0.883522792	0.035712663	0.035712663	0.045051883	167.4497171
50 or more Unit	<1940	USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	0.544357848	0.151880717	0.151880717	0.151880717	8.341806476
50 or more Unit	2010s	USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	0.52510767	0.158297443	0.158297443	0.158297443	22.38402274
50 or more Unit	1940-59s	USA_OR_Portland.Intl.AP.726980_TMY3.epw	0.283544726	0.238818425	0.238818425	0.238818425	340.9311709
50 or more Unit	1960-79s	USA_OR_Portland.Intl.AP.726980_TMY3.epw	0.512936406	0.162392479	0.162335558	0.162335558	4590.20256
50 or more Unit	1980-99s	USA_OR_Portland.Intl.AP.726980_TMY3.epw	0.562765851	0.145958058	0.145638045	0.145638045	12042.47544
50 or more Unit	2000-09s	USA_OR_Portland.Intl.AP.726980_TMY3.epw	0.511711765	0.20432397	0.141980008	0.141984257	2713.822898
50 or more Unit	<1940	USA_OR_Portland.Intl.AP.726980_TMY3.epw	0.255309856	0.248230048	0.248230048	0.248230048	235.707395
50 or more Unit	2010s	USA_OR_Portland.Intl.AP.726980_TMY3.epw	0.347216146	0.217594618	0.217594618	0.217594618	353.2090383
50 or more Unit	1940-59s	USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	0.461287194	0.179570935	0.179570935	0.179570935	12.48207818
50 or more Unit	1960-79s	USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	0.985651561	0.004783206	0.004782617	0.004782617	72.94806208
50 or more Unit	1980-99s	USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	0.887012343	0.084041485	0.014473086	0.014473086	325.0854817
50 or more Unit	2000-09s	USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	0.832859304	0.071170354	0.035976691	0.059993651	139.647122
50 or more Unit	<1940	USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	0.987645188	0.004118271	0.004118271	0.004118271	0.763458024
50 or more Unit	2010s	USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	0.308831974	0.230389342	0.230389342	0.230389342	7.404648316
50 or more Unit	1940-59s	USA_OR_Salem-McNary.Field.726940_TMY3.epw	0.479298212	0.173567263	0.173567263	0.173567263	54.55220638
50 or more Unit	1960-79s	USA_OR_Salem-McNary.Field.726940_TMY3.epw	0.851228187	0.051250509	0.048760652	0.048760652	986.4221856
50 or more Unit	1980-99s	USA_OR_Salem-McNary.Field.726940_TMY3.epw	0.914465023	0.039221061	0.023156958	0.023156958	2145.658479
50 or more Unit	2000-09s	USA_OR_Salem-McNary.Field.726940_TMY3.epw	0.791405608	0.071227481	0.062894596	0.074472315	299.4353411
50 or more Unit	<1940	USA_OR_Salem-McNary.Field.726940_TMY3.epw	0.841683574	0.052772142	0.052772142	0.052772142	17.43839673
50 or more Unit	2010s	USA_OR_Salem-McNary.Field.726940_TMY3.epw	0.468660462	0.177113179	0.177113179	0.177113179	28.81937234
50 or more Unit	1940-59s	USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	0.410263064	0.218132174	0.183701199	0.187903563	284.9700444
50 or more Unit	1960-79s	USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	0.767440781	0.078802406	0.076350787	0.077406026	2998.193703
50 or more Unit	1980-99s	USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	0.551691874	0.160368221	0.144132842	0.143807062	3686.55303
50 or more Unit	2000-09s	USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	0.428363093	0.189641382	0.186991064	0.195004461	728.109325
50 or more Unit	<1940	USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	0.454387206	0.183325097	0.180382349	0.181905347	88.05627828
50 or more Unit	2010s	USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	0.25	0.25	0.25	0.25	41.47717271
50 or more Unit	1940-59s	USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	0.420205962	0.193264679	0.193264679	0.193264679	36.32406461
50 or more Unit	1960-79s	USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	0.904645892	0.031784703	0.031784703	0.031784703	367.3370022
50 or more Unit	1980-99s	USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	0.75474049	0.107891896	0.068683807	0.068683807	289.7194597
50 or more Unit	2000-09s	USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	0.341804225	0.224327588	0.216934094	0.216934094	29.70745767
50 or more Unit	<1940	USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	0.489251306	0.170249565	0.170249565	0.170249565	35.2588855
50 or more Unit	2010s	USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	0.371970843	0.336281014	0.16628762	0.125460524	0
50 or more Unit	1940-59s	USA_PA_Erie.Intl.AP.725260_TMY3.epw	0.263815238	0.245394921	0.245394921	0.245394921	51.23291699
50 or more Unit	1960-79s	USA_PA_Erie.Intl.AP.725260_TMY3.epw	0.521288541	0.160073759	0.159381248	0.159256452	531.5791338
50 or more Unit	1980-99s	USA_PA_Erie.Intl.AP.725260_TMY3.epw	0.427844992	0.193229628	0.188014346	0.190911035	713.7806512
50 or more Unit	2000-09s	USA_PA_Erie.Intl.AP.725260_TMY3.epw	0.373369485	0.208876859	0.208876828	0.208876828	34.42940377
50 or more Unit	<1940	USA_PA_Erie.Intl.AP.725260_TMY3.epw	0.277114349	0.240961884	0.240961884	0.240961884	49.04381899
50 or more Unit	2010s	USA_PA_Erie.Intl.AP.725260_TMY3.epw	0.25	0.25	0.25	0.25	14.78985132
50 or more Unit	1940-59s	USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	0.396767498	0.201116959	0.201057771	0.201057771	194.2613708
50 or more Unit	1960-79s	USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	0.720455114	0.093452167	0.093046359	0.093046359	1476.311963
50 or more Unit	1980-99s	USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	0.607816755	0.141129575	0.125526835	0.125526835	2931.547233
50 or more Unit	2000-09s	USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	0.566066145	0.163308538	0.135312658	0.135312658	369.5422256
50 or more Unit	<1940	USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	0.398862508	0.200379164	0.200379164	0.200379164	116.323843
50 or more Unit	2010s	USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	0.25	0.25	0.25	0.25	40.37278007
50 or more Unit	1940-59s	USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	0.506388809	0.191476397	0.150219795	0.151914998	2084.936293
50 or more Unit	1960-79s	USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	0.783910029	0.08124377	0.06988075	0.064965451	11841.68949
50 or more Unit	1980-99s	USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	0.620590109	0.156583296	0.111060931	0.111765664	12596.57621
50 or more Unit	2000-09s	USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	0.440131788	0.188466267	0.185674287	0.185727658	2170.444339
50 or more Unit	<1940	USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	0.606804715	0.186036822	0.103579232	0.103579232	727.9797721
50 or more Unit	2010s	USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	0.280250849	0.239918027	0.239915562	0.239915562	351.7850112
50 or more Unit	1940-59s	USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	0.355678299	0.2147739	0.2147739	0.2147739	729.8699048
50 or more Unit	1960-79s	USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	0.700773742	0.099913134	0.099665475	0.099647649	5849.683083
50 or more Unit	1980-99s	USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	0.428572339	0.261919273	0.152530242	0.156978146	6386.862087
50 or more Unit	2000-09s	USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	0.345043313	0.222897895	0.216029396	0.216029396	813.3612874
50 or more Unit	<1940	USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	0.4066223	0.197872334	0.197752683	0.197752683	264.8700997
50 or more Unit	2010s	USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	0.263641539	0.245501323	0.245428569	0.245428569	92.50346783
50 or more Unit	1940-59s	USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	0.43730441	0.187565197	0.187565197	0.187565197	70.24919394
50 or more Unit	1960-79s	USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	0.88488804	0.038395295	0.038246894	0.038469771	1223.005416
50 or more Unit	1980-99s	USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	0.766819662	0.091484734	0.070868488	0.070827116	944.0628862
50 or more Unit	2000-09s	USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	0.653916402	0.119227199	0.105411847	0.121444552	96.52934716
50 or more Unit	<1940	USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	0.433554871	0.188815043	0.188815043	0.188815043	38.42753385
50 or more Unit	2010s	USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	0.25	0.25	0.25	0.25	7.59386208
50 or more Unit	1940-59s	USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	0.528160298	0.157279901	0.157279901	0.157279901	57.0622242
50 or more Unit	1960-79s	USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	0.889840926	0.036719691	0.036719691	0.036719691	957.9232479
50 or more Unit	1980-99s	USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	0.887804326	0.051251295	0.030472189	0.030472189	1068.708342
50 or more Unit	2000-09s	USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	0.718579546	0.113236354	0.08409205	0.08409205	50.973796
50 or more Unit	<1940	USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	0.390305346	0.203231551	0.203231551	0.203231551	13.10644067
50 or more Unit	2010s	USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	0.25	0.25	0.25	0.25	7.582395565
50 or more Unit	1940-59s	USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	0.441118927	0.187708327	0.185586373	0.185586373	417.945476
50 or more Unit	1960-79s	USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	0.633314039	0.121911514	0.121750433	0.123024014	3388.561113
50 or more Unit	1980-99s	USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	0.442671383	0.186172601	0.185578294	0.185577721	4572.961465
50 or more Unit	2000-09s	USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	0.26808799	0.236904413	0.236904413	0.258103184	518.4971015
50 or more Unit	<1940	USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	0.271501003	0.243031456	0.242641182	0.24282636	343.8055731
50 or more Unit	2010s	USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	0.281702518	0.239432494	0.239432494	0.239432494	46.00061509
50 or more Unit	1940-59s	USA_SC_Charleston.Intl.AP.722080_TMY3.epw	0.250239138	0.249920287	0.249920287	0.249920287	27.97258755
50 or more Unit	1960-79s	USA_SC_Charleston.Intl.AP.722080_TMY3.epw	0.313943281	0.229979336	0.228401886	0.227675497	341.8638983
50 or more Unit	1980-99s	USA_SC_Charleston.Intl.AP.722080_TMY3.epw	0.32968302	0.227579684	0.2208864	0.221850896	741.4845707
50 or more Unit	2000-09s	USA_SC_Charleston.Intl.AP.722080_TMY3.epw	0.325264867	0.228498722	0.223118205	0.223118205	178.2225762
50 or more Unit	<1940	USA_SC_Charleston.Intl.AP.722080_TMY3.epw	0.30134894	0.232919932	0.232865564	0.232865564	10.43911489
50 or more Unit	2010s	USA_SC_Charleston.Intl.AP.722080_TMY3.epw	0.263332194	0.246057807	0.245304999	0.245304999	67.86503109
50 or more Unit	1940-59s	USA_SC_Columbia.Metro.AP.723100_TMY3.epw	0.335260221	0.221579926	0.221579926	0.221579926	57.19108727
50 or more Unit	1960-79s	USA_SC_Columbia.Metro.AP.723100_TMY3.epw	0.522511475	0.159361506	0.15906351	0.15906351	650.6038665
50 or more Unit	1980-99s	USA_SC_Columbia.Metro.AP.723100_TMY3.epw	0.440328123	0.185574364	0.175229839	0.198867674	1593.027501
50 or more Unit	2000-09s	USA_SC_Columbia.Metro.AP.723100_TMY3.epw	0.325752271	0.231172558	0.221537585	0.221537585	313.9065999
50 or more Unit	<1940	USA_SC_Columbia.Metro.AP.723100_TMY3.epw	0.325830083	0.225139079	0.224515419	0.224515419	19.65986096
50 or more Unit	2010s	USA_SC_Columbia.Metro.AP.723100_TMY3.epw	0.250058243	0.250012012	0.249964872	0.249964872	59.01142487
50 or more Unit	1940-59s	USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	0.273744009	0.24208533	0.24208533	0.24208533	67.97956405
50 or more Unit	1960-79s	USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	0.610723115	0.129820981	0.129728728	0.129727176	440.3376501
50 or more Unit	1980-99s	USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	0.344384443	0.218444015	0.213687753	0.22348379	1585.659725
50 or more Unit	2000-09s	USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	0.300871576	0.234770828	0.232178798	0.232178798	263.041085
50 or more Unit	<1940	USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	0.295214889	0.235174528	0.234805291	0.234805291	26.2646612
50 or more Unit	2010s	USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	0.251543892	0.249497629	0.249479239	0.249479239	45.84650651
50 or more Unit	1940-59s	USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	0.452628271	0.182457243	0.182457243	0.182457243	5.957961489
50 or more Unit	1960-79s	USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	0.881369886	0.039543371	0.039543371	0.039543371	167.151274
50 or more Unit	1980-99s	USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	0.956559813	0.014480062	0.014480062	0.014480062	118.9692066
50 or more Unit	2000-09s	USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	0.666878522	0.111040493	0.111040493	0.111040493	9.539199144
50 or more Unit	<1940	USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	0.250432442	0.249855853	0.249855853	0.249855853	8.388710952
50 or more Unit	2010s	USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	0.25	0.25	0.25	0.25	11.45319895
50 or more Unit	1940-59s	USA_SD_Pierre.Muni.AP.726686_TMY3.epw	0.327450094	0.224183302	0.224183302	0.224183302	7.986690956
50 or more Unit	1960-79s	USA_SD_Pierre.Muni.AP.726686_TMY3.epw	0.751728161	0.08275728	0.08275728	0.08275728	22.25272807
50 or more Unit	1980-99s	USA_SD_Pierre.Muni.AP.726686_TMY3.epw	0.767714072	0.077428643	0.077428643	0.077428643	103.2851404
50 or more Unit	2000-09s	USA_SD_Pierre.Muni.AP.726686_TMY3.epw	0.640546781	0.129869741	0.114791739	0.114791739	11.81507703
50 or more Unit	<1940	USA_SD_Pierre.Muni.AP.726686_TMY3.epw	0.25	0.25	0.25	0.25	0.015986681
50 or more Unit	2010s	USA_SD_Pierre.Muni.AP.726686_TMY3.epw	0.371970843	0.336281014	0.16628762	0.125460524	0
50 or more Unit	1940-59s	USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	0.25856607	0.247144643	0.247144643	0.247144643	10.52795403
50 or more Unit	1960-79s	USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	0.711300283	0.096233239	0.096233239	0.096233239	123.4852026
50 or more Unit	1980-99s	USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	0.713255116	0.095581628	0.095581628	0.095581628	299.4914633
50 or more Unit	2000-09s	USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	0.817889691	0.060703436	0.060703436	0.060703436	74.33404836
50 or more Unit	<1940	USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	0.252987856	0.249004048	0.249004048	0.249004048	2.831047614
50 or more Unit	2010s	USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	0.25	0.25	0.25	0.25	2.18920387
50 or more Unit	1940-59s	USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	0.280182195	0.239939268	0.239939268	0.239939268	15.93317023
50 or more Unit	1960-79s	USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	0.857911684	0.047362772	0.047362772	0.047362772	448.3908089
50 or more Unit	1980-99s	USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	0.808679032	0.063773656	0.063773656	0.063773656	946.6428909
50 or more Unit	2000-09s	USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	0.848678849	0.050440384	0.050440384	0.050440384	266.1062918
50 or more Unit	<1940	USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	0.273436542	0.242187819	0.242187819	0.242187819	9.58523352
50 or more Unit	2010s	USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	0.25	0.25	0.25	0.25	50.1468562
50 or more Unit	1940-59s	USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	0.30437106	0.231876313	0.231876313	0.231876313	27.43337507
50 or more Unit	1960-79s	USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	0.707890595	0.09771377	0.097204984	0.097190651	528.5769251
50 or more Unit	1980-99s	USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	0.533809987	0.148931839	0.144609001	0.172649172	854.8387119
50 or more Unit	2000-09s	USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	0.462059533	0.19760549	0.170167488	0.170167488	71.64517203
50 or more Unit	<1940	USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	0.533450403	0.156217159	0.155166219	0.155166219	15.28468674
50 or more Unit	2010s	USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	0.356596076	0.224144631	0.209629647	0.209629647	2.16340506
50 or more Unit	1940-59s	USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	0.422805893	0.192398036	0.192398036	0.192398036	61.21390437
50 or more Unit	1960-79s	USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	0.418559288	0.196132425	0.192847068	0.192461219	750.7679862
50 or more Unit	1980-99s	USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	0.473390781	0.17653665	0.16720703	0.182865539	1188.824639
50 or more Unit	2000-09s	USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	0.52401066	0.172779193	0.151605073	0.151605073	210.5324809
50 or more Unit	<1940	USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	0.413639963	0.198165973	0.194097032	0.194097032	24.7698579
50 or more Unit	2010s	USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	0.390916164	0.211013894	0.199034971	0.199034971	35.10583109
50 or more Unit	1940-59s	USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	0.59609552	0.134634827	0.134634827	0.134634827	86.59051212
50 or more Unit	1960-79s	USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	0.315319113	0.228894201	0.227940175	0.227846511	1029.677282
50 or more Unit	1980-99s	USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	0.570490741	0.143984646	0.137257462	0.148267151	1554.525537
50 or more Unit	2000-09s	USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	0.299114459	0.238484546	0.231200498	0.231200498	126.1687813
50 or more Unit	<1940	USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	0.271844105	0.242967726	0.242594085	0.242594085	13.88684673
50 or more Unit	2010s	USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	0.27725139	0.243666181	0.239541215	0.239541215	60.92399164
50 or more Unit	1940-59s	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.469672151	0.17677595	0.17677595	0.17677595	241.2327206
50 or more Unit	1960-79s	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.431188472	0.315111252	0.126930315	0.126769961	1689.46122
50 or more Unit	1980-99s	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.553376358	0.145829026	0.144340106	0.156454511	2950.880102
50 or more Unit	2000-09s	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.355470644	0.21971645	0.212406453	0.212406453	495.8906176
50 or more Unit	<1940	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.291270751	0.236767776	0.235980737	0.235980737	73.12663528
50 or more Unit	2010s	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.279986208	0.240754085	0.239629853	0.239629853	113.6714236
50 or more Unit	1940-59s	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.545984599	0.151338467	0.151338467	0.151338467	168.2818384
50 or more Unit	1960-79s	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.585287086	0.138325802	0.138193556	0.138193556	2006.031516
50 or more Unit	1980-99s	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.555801491	0.145531803	0.143613611	0.155053095	3946.080424
50 or more Unit	2000-09s	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.45743371	0.186174899	0.178195695	0.178195695	784.563874
50 or more Unit	<1940	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.280041688	0.240534254	0.239712029	0.239712029	43.16080203
50 or more Unit	2010s	USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.256620077	0.248554702	0.247412611	0.247412611	234.2184839
50 or more Unit	1940-59s	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.542828919	0.15239036	0.15239036	0.15239036	7.12772143
50 or more Unit	1960-79s	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.798729715	0.067090095	0.067090095	0.067090095	103.5260293
50 or more Unit	1980-99s	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.689465438	0.103511521	0.103511521	0.103511521	399.9545476
50 or more Unit	2000-09s	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.560350026	0.146549991	0.146549991	0.146549991	59.13501957
50 or more Unit	<1940	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.282467318	0.239177561	0.239177561	0.239177561	8.808256113
50 or more Unit	2010s	USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.549926422	0.150024526	0.150024526	0.150024526	7.707523959
50 or more Unit	1940-59s	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.319447367	0.226850878	0.226850878	0.226850878	29.14986313
50 or more Unit	1960-79s	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.735176037	0.088274654	0.088274654	0.088274654	353.522469
50 or more Unit	1980-99s	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.693689404	0.102103532	0.102103532	0.102103532	800.2970286
50 or more Unit	2000-09s	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.565070694	0.144976435	0.144976435	0.144976435	93.61481603
50 or more Unit	<1940	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.346090632	0.217969789	0.217969789	0.217969789	9.546854913
50 or more Unit	2010s	USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.295938558	0.234687147	0.234687147	0.234687147	25.27327363
50 or more Unit	1940-59s	USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.251770858	0.249409714	0.249409714	0.249409714	131.1888171
50 or more Unit	1960-79s	USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.447504768	0.184165077	0.184165077	0.184165077	3065.173305
