Dependency=Location EPW	Option=Single-Family Attached	Option=Single-Family Detached	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Count
USA_CA_Arcata.AP.725945_TMY3.epw	0.030637759	0.682403584	0.016825527	0.034030161	0.013660749	0.055706386	0.033502798	0.015303044	0.117929991	158379.2749
USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	0.028544685	0.722565578	0.018882292	0.031692158	0.012391431	0.056693033	0.040331967	0.020718599	0.068180258	293006.4559
USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	0.040397804	0.697344198	0.027539941	0.02262164	0.015671754	0.038766718	0.031503387	0.027184974	0.098969584	547509.7672
USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	0.026711219	0.722263352	0.021487013	0.027155756	0.012720137	0.063910789	0.051751736	0.023414428	0.05058557	585237.4152
USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	0.082549851	0.604556034	0.048574827	0.018173418	0.037556119	0.056570009	0.058407858	0.061251501	0.032360384	2830131.33
USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	0.065668517	0.4605578	0.086702579	0.02401011	0.105399449	0.056056176	0.084854715	0.104796645	0.011954008	2355178.741
USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	0.048841273	0.711896959	0.031180533	0.017768186	0.019317247	0.043585822	0.043712423	0.036802567	0.046894991	1649532.844
USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw	0.083909406	0.548455079	0.059034451	0.018417539	0.043605307	0.048970805	0.07375965	0.070757191	0.053090573	1330334.752
USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw	0.090835262	0.536955131	0.056005176	0.0350214	0.054460962	0.064130642	0.060417265	0.080766948	0.021407213	2679551.181
USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw	0.06054994	0.633717342	0.041942078	0.03015353	0.029139891	0.056738471	0.05984431	0.024744067	0.063170372	240702.2476
USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	0.031589116	0.679334662	0.017190782	0.026926809	0.011411278	0.024362636	0.024018134	0.007538443	0.177628139	88353.91977
USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw	0.074884839	0.611755509	0.068643857	0.015671493	0.059444692	0.030899168	0.050608609	0.061562285	0.026529546	1230394.356
USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw	0.072678057	0.688650381	0.05192252	0.009806447	0.044028741	0.033093266	0.040421893	0.031435831	0.027962864	425025.3356
USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw	0.100053199	0.580693013	0.048682209	0.026620278	0.033880387	0.043311739	0.062359789	0.009512572	0.094886813	88732.20771
USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw	0.033988661	0.712927839	0.012820562	0.020416518	0.015420882	0.040372905	0.022723488	0.008861825	0.13246732	116475.5038
USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	0.034773688	0.77700874	0.016707293	0.016824303	0.019893112	0.031391622	0.022634262	0.021540566	0.059226414	81245.43257
USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	0.060746766	0.687993334	0.02819251	0.057781704	0.023309848	0.056872651	0.04114296	0.036258303	0.007701925	1168593.719
USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	0.049084982	0.607362391	0.037324824	0.084993453	0.032939889	0.082331681	0.057118305	0.040537746	0.008306729	908033.9318
USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	0.144687367	0.638414563	0.045303007	0.021510164	0.015808755	0.02783876	0.034630993	0.027791086	0.044015305	527523.9133
USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	0.036022992	0.672548031	0.026058969	0.014988474	0.016059893	0.024520993	0.02946674	0.025056137	0.155277771	459063.3882
USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	0.04113609	0.624668207	0.053637342	0.016765252	0.034399149	0.033872389	0.046048367	0.02656582	0.122907383	740180.7022
USA_FL_Key.West.Intl.AP.722010_TMY3.epw	0.087975326	0.525803616	0.03195476	0.055622847	0.030789373	0.052772249	0.049263827	0.055387286	0.110430715	21244.58162
USA_FL_Miami.Intl.AP.722020_TMY3.epw	0.095810708	0.465788597	0.067512402	0.024144234	0.086547012	0.042683884	0.056567508	0.134753991	0.026191664	1645618.952
USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.055061976	0.62482835	0.053101866	0.018915773	0.036936268	0.032103374	0.046250756	0.0375329	0.095268736	2916966.823
USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.031938284	0.602705074	0.027724416	0.029162801	0.016118915	0.039574423	0.039416842	0.025325221	0.188034025	460014.2577
USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	0.08487081	0.556143837	0.053985018	0.02825429	0.060965062	0.053474566	0.050044536	0.057379642	0.054882239	1023611.208
USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	0.021186342	0.712252676	0.025322415	0.028282274	0.014048881	0.020340418	0.023906092	0.012045356	0.142615546	348180.3926
USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	0.051613264	0.685701856	0.063364951	0.012023188	0.034435375	0.025572134	0.053777497	0.044483977	0.029027757	1916827.699
USA_GA_Augusta-Bush-Field.722180_TMY3.epw	0.03115873	0.676843408	0.016761155	0.021514003	0.007505106	0.03173664	0.035870796	0.009722243	0.168887919	255847.5887
USA_GA_Columbus.Metro.AP.722255_TMY3.epw	0.015628736	0.661299527	0.034630061	0.03443749	0.017323034	0.036829688	0.053789336	0.016665492	0.129396636	281448.2676
USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	0.012814652	0.660133404	0.017918837	0.032415392	0.008026226	0.031292735	0.043817458	0.010140687	0.183440609	352927.5247
USA_GA_Savannah.Intl.AP.722070_TMY3.epw	0.036008467	0.628606905	0.033392179	0.027456681	0.019796259	0.042043598	0.048154799	0.015373659	0.149167455	317797.9649
USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	0.054180141	0.710905358	0.042137773	0.01868903	0.052825293	0.026601141	0.036467696	0.023598575	0.034594993	395701.9909
USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	0.018499154	0.829039935	0.019203534	0.019325677	0.022279364	0.028886794	0.032928599	0.009096285	0.020740658	135890.8309
USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	0.024468026	0.772760229	0.030603532	0.020551937	0.032056053	0.029838849	0.033066926	0.015600431	0.041054017	105394.9125
USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	0.036007981	0.759190654	0.041165091	0.021051656	0.022222689	0.034324565	0.033784129	0.014743705	0.037509529	270106.4025
USA_ID_Boise.Air.Terminal.726810_TMY3.epw	0.03454154	0.76127772	0.015642843	0.021272331	0.015228198	0.040060643	0.022064414	0.017277285	0.072635024	284015.1765
USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	0.030326095	0.737954725	0.016191508	0.023944274	0.014820771	0.055644308	0.027214834	0.008893973	0.085009513	192199.1817
USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	0.074984901	0.536928692	0.044393255	0.061368619	0.043457286	0.074968882	0.071407775	0.083470292	0.0090203	3296952.233
USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	0.035199015	0.728643551	0.039723101	0.030847634	0.023841706	0.038389574	0.038810346	0.023876864	0.04066821	384702.3719
USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	0.03063741	0.761320685	0.036929662	0.024427667	0.017945488	0.035692298	0.037374958	0.022570045	0.033101786	391305.3756
USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	0.045457074	0.74277763	0.022903436	0.043257908	0.017220794	0.042608637	0.038576542	0.020779522	0.026418457	335956.231
USA_IL_Springfield-Capital.AP.724390_TMY3.epw	0.029116268	0.735588475	0.037886434	0.027132572	0.022757863	0.032092743	0.036299847	0.025469281	0.053656517	328237.11
USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	0.01160329	0.747900989	0.019289021	0.02675142	0.013198273	0.032113373	0.030894745	0.014449732	0.103799157	543031.6324
USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	0.018234865	0.783469912	0.02266989	0.027659747	0.01813688	0.027920019	0.030519199	0.015371146	0.056018341	426667.5365
USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw	0.047711256	0.712770166	0.044552341	0.020019265	0.021513348	0.039846652	0.055880174	0.023494829	0.034211969	1137253.519
USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw	0.020120617	0.775619726	0.026336588	0.024003074	0.020318086	0.02877589	0.035361456	0.015344525	0.054120039	466592.5794
USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw	0.016159619	0.756630072	0.018175991	0.023726252	0.010817288	0.030438286	0.019536271	0.009162306	0.115353915	113223.7903
USA_KS_Goodland-Renner.Field.724650_TMY3.epw	0.011841466	0.803016237	0.014147196	0.018869167	0.008125626	0.032216501	0.012135869	0.00489478	0.094753157	32853.8611
USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw	0.046915879	0.708068501	0.039462316	0.030362664	0.028779043	0.035273533	0.037024161	0.019673661	0.054440242	268290.5597
USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw	0.029209812	0.771889978	0.033694094	0.026575635	0.022610866	0.029672315	0.022795249	0.019017727	0.044534325	382437.3732
USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw	0.041360677	0.684051414	0.063300685	0.0334781	0.019975199	0.042954352	0.050297932	0.026656016	0.037925625	850986.2044
USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw	0.027127628	0.675602252	0.031225309	0.039351795	0.017293798	0.037903361	0.044321082	0.01532781	0.111846965	467302.0606
USA_KY_Louisville-Standiford.Field.724230_TMY3.epw	0.031708086	0.716525174	0.035284475	0.019505635	0.018521677	0.042566377	0.053633994	0.019553603	0.062700979	656436.0992
USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw	0.015019711	0.685556837	0.031969352	0.021231019	0.017245776	0.03338133	0.029869772	0.017984934	0.147741269	609049.8886
USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw	0.016869382	0.693207324	0.010304125	0.031200166	0.00882756	0.024463903	0.018115442	0.008519988	0.18849211	185610.8774
USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw	0.047467402	0.657099337	0.029221232	0.056992078	0.023043133	0.048555317	0.029728173	0.028414325	0.079479003	670181.1269
USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw	0.017372314	0.680163304	0.01974191	0.027060109	0.010367307	0.033265271	0.033689243	0.014512974	0.163827568	566411.9334
USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	0.059164146	0.483329179	0.047149457	0.108342253	0.051608406	0.112402864	0.059153711	0.073353906	0.005496079	1595155.844
USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw	0.05669354	0.597452168	0.03402911	0.084596473	0.028177632	0.100499588	0.050621437	0.035566921	0.012363131	416477.699
USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw	0.232676448	0.479699606	0.091270163	0.016205921	0.023078767	0.025662747	0.052635025	0.068509881	0.010261443	1665771.712
USA_ME_Caribou.Muni.AP.727120_TMY3.epw	0.009419297	0.71766639	0.014706824	0.035231146	0.016398275	0.058139855	0.036953106	0.004011523	0.107473584	46609.07837
USA_ME_Portland.Intl.Jetport.726060_TMY3.epw	0.025383343	0.675215852	0.017039589	0.057705653	0.017719532	0.063500787	0.041475783	0.014378376	0.087581086	510388.6996
USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw	0.017226203	0.838796728	0.010459162	0.015868974	0.010903655	0.01418609	0.014799525	0.004198504	0.07356116	50901.36626
USA_MI_Detroit.Metro.AP.725370_TMY3.epw	0.066048355	0.694759744	0.038728698	0.022737192	0.020584079	0.027943424	0.057463328	0.044853119	0.02688206	1526895.555
USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw	0.045255212	0.764657293	0.032084089	0.014120408	0.015027456	0.022341364	0.038172742	0.019816745	0.048524692	684876.4483
USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw	0.045876073	0.685885105	0.053518336	0.028345415	0.031405224	0.031615259	0.042079931	0.024118588	0.057156069	484319.0298
USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw	0.012792365	0.789722937	0.008641922	0.014938489	0.010124714	0.014561711	0.016323418	0.006791479	0.126102964	133164.0238
USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw	0.038500926	0.723382777	0.053758744	0.019787663	0.026889505	0.022016499	0.040930261	0.025046332	0.049687293	336966.5278
USA_MI_Muskegon.County.AP.726360_TMY3.epw	0.040652669	0.739731527	0.023423962	0.023384543	0.014813409	0.023283463	0.026986197	0.022654615	0.085069615	183743.0687
USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw	0.025376026	0.783428664	0.022102616	0.027891924	0.016320368	0.019307141	0.01865217	0.013883752	0.07303734	35251.96775
USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw	0.020612637	0.7796239	0.017968979	0.02284213	0.013805045	0.02118755	0.02816343	0.016172479	0.079623851	127454.3874
USA_MN_Duluth.Intl.AP.727450_TMY3.epw	0.017199218	0.767952526	0.020671639	0.033409967	0.030984986	0.027925938	0.020540264	0.025153809	0.056161654	208265.3143
USA_MN_International.Falls.Intl.AP.727470_TMY3.epw	0.019384023	0.742137795	0.020147347	0.014018399	0.034355097	0.019826618	0.01400462	0.017327378	0.118798722	39368.63547
USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw	0.106795434	0.612432342	0.039374574	0.025329938	0.058806456	0.02118487	0.024538676	0.095359746	0.016177963	1320278.556
USA_MN_Rochester.Intl.AP.726440_TMY3.epw	0.053120349	0.750786818	0.026514979	0.018185366	0.035181429	0.02393932	0.0247702	0.031487762	0.036013776	126602.3922
USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw	0.038067	0.776948747	0.027530656	0.014173872	0.042510803	0.014763217	0.017285497	0.024101747	0.044618461	349711.3482
USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw	0.027024256	0.724969176	0.020676603	0.040650655	0.011918542	0.046162374	0.031030475	0.009885197	0.087682723	345788.4891
USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw	0.058817394	0.718862773	0.039664693	0.021050155	0.02261123	0.038921304	0.047518838	0.030310278	0.022243336	896485.5272
USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw	0.02407656	0.739650638	0.032057099	0.026296177	0.015490532	0.02858015	0.02624827	0.011607207	0.095993368	593597.5365
USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw	0.035593741	0.723294476	0.029898285	0.031964247	0.016890427	0.048363595	0.040185485	0.026827262	0.046982481	1283179.281
USA_MS_Jackson.Intl.AP.722350_TMY3.epw	0.012343588	0.708981282	0.021273168	0.018340405	0.007387077	0.027563061	0.050176445	0.009956087	0.143978887	376407.9144
USA_MS_Meridian-Key.Field.722340_TMY3.epw	0.009871284	0.675631512	0.013303247	0.027248142	0.008781348	0.029265549	0.037513509	0.007946831	0.190438576	220014.4737
USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw	0.041178645	0.683519026	0.014769651	0.036482506	0.014131929	0.037357636	0.033011809	0.022783759	0.116765039	86150.05767
USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw	0.022789114	0.721217099	0.028234555	0.02578598	0.013395516	0.024762938	0.038480348	0.005948891	0.119385559	9995.664755
USA_MT_Glasgow.Intl.AP.727680_TMY3.epw	0.018355025	0.782185594	0.012969592	0.017569914	0.004909956	0.031100831	0.022858074	0.008971579	0.101079436	17463.41725
USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw	0.038533129	0.680875996	0.034781976	0.025056902	0.027494923	0.045469477	0.032433572	0.015664646	0.099689379	39012.57033
USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	0.036858489	0.677664602	0.023392106	0.037385727	0.017867714	0.066076503	0.028029036	0.01486039	0.097865433	102393.0171
USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw	0.027980389	0.733422045	0.012281837	0.029137768	0.012359107	0.025508234	0.016579859	0.00847399	0.134256771	53237.90049
USA_MT_Lewistown.Muni.AP.726776_TMY3.epw	0.015183672	0.757209204	0.020686953	0.020861817	0.016773211	0.023688892	0.027808845	0.009373312	0.108414094	18374.6828
USA_MT_Miles.City.Muni.AP.742300_TMY3.epw	0.011990866	0.745144424	0.014437849	0.020081255	0.020906906	0.027222391	0.019413912	0.007917489	0.132884909	19433.63155
USA_MT_Missoula.Intl.AP.727730_TMY3.epw	0.026224948	0.67568499	0.025671518	0.037556423	0.022264624	0.048875055	0.027496681	0.013809981	0.122415781	85771.73746
USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw	0.022382093	0.674258134	0.015427138	0.019596519	0.013231943	0.02868253	0.027557431	0.013512152	0.18535206	297202.0302
USA_NC_Cape.Hatteras.723040_TMY3.epw	0.018245457	0.703221678	0.007576114	0.017995086	0.010470998	0.026205162	0.02165518	0.003275222	0.191355102	62643.48915
USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw	0.040048719	0.692748521	0.043646511	0.016317219	0.026953625	0.022997198	0.045171556	0.019691864	0.092424787	1065766.63
USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw	0.031134347	0.69157352	0.047245387	0.016150785	0.01970376	0.028278941	0.048910353	0.013714883	0.103288024	700356.9103
USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw	0.053941773	0.645354563	0.048902336	0.021764941	0.026289118	0.029158138	0.046766663	0.018106633	0.109715835	1115352.631
USA_NC_Wilmington.Intl.AP.723013_TMY3.epw	0.042721072	0.605787123	0.034870714	0.022993344	0.021120932	0.030167443	0.040697658	0.009095827	0.192545888	654507.0609
USA_ND_Bismarck.Muni.AP.727640_TMY3.epw	0.041572115	0.669097431	0.038448132	0.022109684	0.044030902	0.038313662	0.035927277	0.021288468	0.089212329	87663.26377
USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw	0.053714007	0.629244564	0.060172943	0.016465265	0.097490742	0.028017088	0.031868322	0.037784494	0.045242576	228660.8928
USA_ND_Minot.Intl.AP.727676_TMY3.epw	0.044097713	0.651863731	0.039752	0.022074162	0.045290822	0.047100829	0.032194542	0.013214466	0.104411735	79218.44587
USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw	0.028096802	0.805946582	0.019272021	0.02232584	0.01623706	0.031779946	0.024740494	0.011653677	0.039947577	120382.3944
USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw	0.016996147	0.825474104	0.020894901	0.015587337	0.015084699	0.026354611	0.027966983	0.014382307	0.037258911	68863.44334
USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw	0.017959042	0.807593681	0.014959991	0.018577283	0.018235018	0.024758538	0.016224832	0.016794793	0.064896823	52544.28189
USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw	0.043389885	0.722573259	0.057446867	0.017436381	0.041207696	0.022662332	0.043688733	0.032492992	0.019101855	562296.0959
USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw	0.022207645	0.77694111	0.018697217	0.018423207	0.020433686	0.032278987	0.024627402	0.008535093	0.077855652	54674.68064
USA_NH_Concord.Muni.AP.726050_TMY3.epw	0.051754041	0.644221546	0.0303107	0.056946241	0.043008591	0.059066256	0.043562027	0.019699449	0.051431149	471089.5343
USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw	0.092241329	0.678202055	0.033075479	0.035793867	0.017765396	0.028669099	0.036146224	0.036456537	0.041650014	392766.6734
USA_NJ_Newark.Intl.AP.725020_TMY3.epw	0.076360643	0.404417234	0.056823127	0.111728195	0.087204016	0.07220634	0.051923292	0.135164639	0.004172515	2905862.313
USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw	0.045761896	0.656702057	0.032666168	0.014533332	0.018530809	0.039184287	0.029660601	0.028408055	0.134552796	503744.1178
USA_NM_Tucumcari.AP.723676_TMY3.epw	0.0263508	0.733892957	0.011429464	0.026515528	0.007914198	0.038051211	0.019611151	0.010806053	0.125428638	59606.0013
USA_NV_Elko.Muni.AP.725825_TMY3.epw	0.007769012	0.654817548	0.013018765	0.023776706	0.006286268	0.05451634	0.038072349	0.007191769	0.194551242	18564.71406
USA_NV_Ely-Yelland.Field.724860_TMY3.epw	0.006936639	0.785347472	0.003273739	0.019328589	0.015212639	0.026613831	0.007857032	0.004362468	0.131067591	4580.683856
USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw	0.046121494	0.61495666	0.053642242	0.011392121	0.023816428	0.061491332	0.084206667	0.046536817	0.057836239	802542.8965
USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw	0.038786801	0.665171968	0.032381118	0.020260743	0.02349985	0.043576463	0.058035422	0.036806723	0.081480912	293463.2113
USA_NV_Tonopah.AP.724855_TMY3.epw	0.016024818	0.514547353	0.030303792	0.022309006	0.018487701	0.03863043	0.018083076	0.004328978	0.337284847	7032.159769
USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw	0.013080117	0.591324006	0.003194331	0.019625481	0.01036266	0.026890251	0.021853972	0.001696055	0.311973126	10612.25309
USA_NY_Albany.County.AP.725180_TMY3.epw	0.032421805	0.629544927	0.027433002	0.106072278	0.018381622	0.068431739	0.045118383	0.026834719	0.045761525	626167.0002
USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw	0.018366327	0.646144076	0.019583731	0.074792725	0.018114762	0.054625168	0.044109381	0.021959286	0.102304545	313105.1182
USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw	0.027848902	0.636039653	0.021191069	0.148295319	0.016094138	0.053399862	0.041653854	0.032272688	0.023204515	514338.917
USA_NY_Massena.AP.726223_TMY3.epw	0.014818426	0.692607711	0.014126925	0.048771376	0.011967528	0.049684109	0.025841739	0.018877279	0.123304907	62526.19658
USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw	0.059531378	0.253543911	0.053090667	0.121315445	0.116880978	0.090432143	0.059532363	0.243237451	0.002435664	3383085.401
USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw	0.04464874	0.667193186	0.023301434	0.062324965	0.02008338	0.055312439	0.059765109	0.033773863	0.033596883	445753.7708
USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw	0.028386795	0.649237024	0.025700453	0.085601058	0.021016113	0.052922165	0.044954933	0.030334034	0.061847424	466966.599
USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw	0.045743317	0.734418773	0.029688552	0.04617129	0.013466957	0.032985118	0.037692437	0.027226988	0.032606568	512034.4869
USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw	0.052415479	0.679584672	0.042171132	0.05569079	0.026484966	0.028840837	0.038024865	0.066567068	0.010220191	871898.638
USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw	0.058885068	0.655074413	0.038376271	0.028365731	0.0236345	0.058439342	0.071692453	0.02657067	0.038961552	898200.3495
USA_OH_Dayton.Intl.AP.724290_TMY3.epw	0.043076471	0.746510693	0.02954843	0.029999252	0.013465585	0.046899978	0.04156739	0.018421342	0.030510859	660422.9462
USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw	0.024112481	0.786473614	0.014472544	0.039209016	0.01270696	0.032727721	0.029591011	0.008789359	0.051917295	169865.4722
USA_OH_Toledo.Express.AP.725360_TMY3.epw	0.032746882	0.745675094	0.034024714	0.03662521	0.019360754	0.029083262	0.038574069	0.019976564	0.043933451	455975.9603
USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw	0.02912029	0.767778496	0.018779545	0.032450431	0.012095901	0.031408841	0.036360608	0.019176183	0.052829707	350589.364
USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw	0.02469006	0.746781071	0.036035083	0.020740265	0.017601537	0.026206864	0.041192839	0.022636144	0.064116137	664245.7941
USA_OK_Tulsa.Intl.AP.723560_TMY3.epw	0.018919095	0.737273454	0.037352875	0.016122084	0.021132975	0.024542012	0.031635745	0.02055262	0.092469141	547756.339
USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw	0.01948017	0.709337194	0.021816779	0.028494899	0.022447105	0.031556629	0.020483899	0.011106029	0.135277296	42405.04386
USA_OR_Burns.Muni.AP.726830_TMY3.epw	0.014469769	0.695049799	0.01877838	0.027854508	0.017239699	0.017349102	0.020465307	0.005545274	0.183248161	13501.07849
USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw	0.047291184	0.65687433	0.026750771	0.031073799	0.022919267	0.038514648	0.036788816	0.030755249	0.109031935	170311.7157
USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw	0.03679931	0.685465863	0.0130222	0.022994003	0.014440623	0.041252096	0.023659114	0.020517318	0.141849473	184856.3669
USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	0.028172664	0.642038842	0.024615357	0.026370037	0.026793108	0.032353572	0.031892595	0.036279318	0.151484505	63519.67368
USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	0.024160151	0.666158214	0.031180285	0.034206429	0.025596365	0.038568348	0.039428226	0.02240614	0.118295842	170525.8477
