Dependency=Location EPW	Dependency=Vintage FPL	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Total
USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	429622.3581
USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	952041.6089
USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	526865.239
USA_KY_Louisville-Standiford.Field.724230_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	729918.9184
USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	685256.8795
USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	211997.3813
USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	764994.9716
USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	668880.9174
USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1718205.359
USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	461346.3706
USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1797482.646
USA_ME_Caribou.Muni.AP.727120_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	71179.09611
USA_ME_Portland.Intl.Jetport.726060_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	662298.4625
USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	88905.7113
USA_MI_Detroit.Metro.AP.725370_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1752209.7
USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	759848.1982
USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	533267.9018
USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	212603.4268
USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	374992.7713
USA_MI_Muskegon.County.AP.726360_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	221787.6301
USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	57579.44876
USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	188297.1656
USA_MN_Duluth.Intl.AP.727450_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	309388.5401
USA_MN_International.Falls.Intl.AP.727470_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	55826.94261
USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1372354.533
USA_MN_Rochester.Intl.AP.726440_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	135664.4317
USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	414185.1672
USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	433559.4323
USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	982974.1733
USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	684263.7004
USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1436044.687
USA_MS_Jackson.Intl.AP.722350_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	437812.8639
USA_MS_Meridian-Key.Field.722340_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	264854.268
USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	95912.51631
USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	12417.11721
USA_MT_Glasgow.Intl.AP.727680_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	22661.77331
USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	44166.78551
USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	118911.9228
USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	68968.63624
USA_MT_Lewistown.Muni.AP.726776_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	22728.75565
USA_MT_Miles.City.Muni.AP.742300_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	23396.45211
USA_MT_Missoula.Intl.AP.727730_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	99566.28006
USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	380565.084
USA_NC_Cape.Hatteras.723040_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	98952.36303
USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1162565.946
USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	786236.2619
USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1210086.655
USA_NC_Wilmington.Intl.AP.723013_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	830768.3132
USA_ND_Bismarck.Muni.AP.727640_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	94999.89823
USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	261695.4443
USA_ND_Minot.Intl.AP.727676_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	86511.35031
USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	136345.6141
USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	77170.49713
USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	62453.05678
USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	595693.0512
USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	63409.43317
USA_NH_Concord.Muni.AP.726050_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	555524.6635
USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	598709.334
USA_NJ_Newark.Intl.AP.725020_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	3111443.134
USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	580551.5928
USA_NM_Tucumcari.AP.723676_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	72635.91178
USA_NV_Elko.Muni.AP.725825_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	20991.06802
USA_NV_Ely-Yelland.Field.724860_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	6412.163939
USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	941894.8034
USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	371320.1198
USA_NV_Tonopah.AP.724855_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	9925.772557
USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	12507.14758
USA_NY_Albany.County.AP.725180_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	756518.4302
USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	386203.4579
USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	569958.3301
USA_NY_Massena.AP.726223_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	83073.16293
USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	3628647.174
USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	488148.0686
USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	546671.2871
USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	555779.27
USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1004164.306
USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	985512.945
USA_OH_Dayton.Intl.AP.724290_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	734361.7652
USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	188739.6871
USA_OH_Toledo.Express.AP.725360_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	512178.47
USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	401060.7403
USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	741561.1691
USA_OK_Tulsa.Intl.AP.723560_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	628978.5499
USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	64812.86062
USA_OR_Burns.Muni.AP.726830_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	16431.71391
USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	183747.0853
USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	209196.3851
USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	73192.31214
USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	181217.3212
USA_OR_Portland.Intl.AP.726980_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	921975.1038
USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	106333.1438
USA_OR_Salem-McNary.Field.726940_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	294567.4062
USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	835991.961
USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	277869.6949
USA_PA_Erie.Intl.AP.725260_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	205201.566
USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	841069.3337
USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1971557.162
USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1515213.208
USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	494411.2029
USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	283975.4475
USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	961348.8755
USA_SC_Charleston.Intl.AP.722080_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	441983.064
USA_SC_Columbia.Metro.AP.723100_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	571576.4637
USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	589848.4092
USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	82927.19164
USA_SD_Pierre.Muni.AP.726686_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	37332.86969
USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	95682.63658
USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	223310.1028
USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	609060.8523
USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	599620.9003
USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	669926.3911
USA_TN_Memphis.Intl.AP.723340_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1148816.997
USA_TN_Nashville.Intl.AP.723270_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1122952.036
USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	149226.7093
USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	169994.827
USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	830344.4333
USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	418855.3245
USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	310549.1981
USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	2796402.007
USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	438194.926
USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	2417218.385
USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	199519.1313
USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	287019.697
USA_TX_Midland.Intl.AP.722650_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	183470.2818
USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	184220.8648
USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	77738.68299
USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	956015.4319
USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	125952.0526
USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	342300.2481
USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	234575.3415
USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	116757.3481
USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	836299.7731
USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	248513.038
USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	833207.7248
USA_VA_Richmond.Intl.AP.724010_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	705227.0528
USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	372960.9725
USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1827851.854
USA_VT_Burlington.Intl.AP.726170_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	332942.3647
USA_WA_Olympia.AP.727920_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	255000.141
USA_WA_Quillayute.State.AP.727970_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	90397.79743
USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	1678366.875
USA_WA_Spokane.Intl.AP.727850_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	417040.4285
USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	224823.5486
USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	315972.0697
USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	644218.2743
USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	167598.4185
USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	512805.1776
USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	925098.358
USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	365290.8357
USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	319313.8702
USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	352688.6808
USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	43507.48338
USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	72531.69974
USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	52096.00084
USA_WY_Lander-Hunt.Field.725760_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	41651.35287
USA_WY_Sheridan.County.AP.726660_TMY3.epw	<1940	1	0	0	0	0	0	0	0	0	49864.43178
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw	1940-59s	0	0.35301105	0.64698895	0	0	0	0	0	0	718615.5032
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw	1940-59s	0	0.329786741	0.670213259	0	0	0	0	0	0	560362.5616
USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw	1940-59s	0	0.295142112	0.704857888	0	0	0	0	0	0	813853.1705
USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw	1940-59s	0	0.347484605	0.652515395	0	0	0	0	0	0	429625.9272
USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw	1940-59s	0	0.385111473	0.614888527	0	0	0	0	0	0	351789.8623
USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw	1940-59s	0	0.351692256	0.648307744	0	0	0	0	0	0	643952.2791
USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	1940-59s	0	0.235649664	0.764350336	0	0	0	0	0	0	159063.4879
USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw	1940-59s	0	0.213830326	0.786169674	0	0	0	0	0	0	1806022.958
USA_AZ_Prescott-Love.Field.723723_TMY3.epw	1940-59s	0	0.261133626	0.738866374	0	0	0	0	0	0	159347.0742
USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	1940-59s	0	0.272036632	0.727963368	0	0	0	0	0	0	541526.3515
USA_CA_Arcata.AP.725945_TMY3.epw	1940-59s	0	0.292421604	0.707578396	0	0	0	0	0	0	182752.1311
