Dependency=Location EPW	Dependency=Vintage FPL	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Total
USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	1940-59s	0	0.415317752	0.584682248	0	0	0	0	0	0	365290.8357
USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	1940-59s	0	0.422670141	0.577329859	0	0	0	0	0	0	319313.8702
USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	1940-59s	0	0.398964127	0.601035873	0	0	0	0	0	0	352688.6808
USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	1940-59s	0	0.223847677	0.776152323	0	0	0	0	0	0	43507.48338
USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	1940-59s	0	0.315023665	0.684976335	0	0	0	0	0	0	72531.69974
USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	1940-59s	0	0.44713443	0.55286557	0	0	0	0	0	0	52096.00084
USA_WY_Lander-Hunt.Field.725760_TMY3.epw	1940-59s	0	0.353275133	0.646724867	0	0	0	0	0	0	41651.35287
USA_WY_Sheridan.County.AP.726660_TMY3.epw	1940-59s	0	0.341083327	0.658916673	0	0	0	0	0	0	49864.43178
USA_AL_Birmingham.Muni.AP.722280_TMY3.epw	1960-79s	0	0	0	0.404944224	0.595055776	0	0	0	0	718615.5032
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw	1960-79s	0	0	0	0.451119894	0.548880106	0	0	0	0	560362.5616
USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw	1960-79s	0	0	0	0.372679243	0.627320757	0	0	0	0	813853.1705
USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw	1960-79s	0	0	0	0.390878067	0.609121933	0	0	0	0	429625.9272
USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw	1960-79s	0	0	0	0.363043183	0.636956817	0	0	0	0	351789.8623
USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw	1960-79s	0	0	0	0.376982645	0.623017355	0	0	0	0	643952.2791
USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw	1960-79s	0	0	0	0.326497123	0.673502877	0	0	0	0	159063.4879
USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw	1960-79s	0	0	0	0.290203194	0.709796806	0	0	0	0	1806022.958
USA_AZ_Prescott-Love.Field.723723_TMY3.epw	1960-79s	0	0	0	0.249008615	0.750991385	0	0	0	0	159347.0742
USA_AZ_Tucson.Intl.AP.722740_TMY3.epw	1960-79s	0	0	0	0.297687054	0.702312946	0	0	0	0	541526.3515
USA_CA_Arcata.AP.725945_TMY3.epw	1960-79s	0	0	0	0.374156344	0.625843656	0	0	0	0	182752.1311
USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw	1960-79s	0	0	0	0.391302948	0.608697052	0	0	0	0	321702.4125
USA_CA_Barstow.Daggett.AP.723815_TMY3.epw	1960-79s	0	0	0	0.384386732	0.615613268	0	0	0	0	666873.9619
USA_CA_Fresno.Air.Terminal.723890_TMY3.epw	1960-79s	0	0	0	0.362205167	0.637794833	0	0	0	0	637167.1927
USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw	1960-79s	0	0	0	0.458781262	0.541218738	0	0	0	0	2951871.708
USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw	1960-79s	0	0	0	0.504158879	0.495841121	0	0	0	0	2493298.723
USA_CA_Sacramento.Exec.AP.724830_TMY3.epw	1960-79s	0	0	0	0.358395436	0.641604564	0	0	0	0	1790891.037
USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw	1960-79s	0	0	0	0.339732811	0.660267189	0	0	0	0	1461594.383
USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw	1960-79s	0	0	0	0.453235165	0.546764835	0	0	0	0	2805576.074
USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw	1960-79s	0	0	0	0.45078216	0.54921784	0	0	0	0	263828.7434
USA_CO_Alamosa.Muni.AP.724620_TMY3.epw	1960-79s	0	0	0	0.299259275	0.700740725	0	0	0	0	130976.556
USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw	1960-79s	0	0	0	0.340515275	0.659484725	0	0	0	0	1294339.97
USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw	1960-79s	0	0	0	0.324375682	0.675624318	0	0	0	0	433876.2049
USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw	1960-79s	0	0	0	0.227387825	0.772612175	0	0	0	0	150011.7246
USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw	1960-79s	0	0	0	0.240185379	0.759814621	0	0	0	0	132162.4594
USA_CO_Pueblo.Mem.AP.724640_TMY3.epw	1960-79s	0	0	0	0.382193088	0.617806912	0	0	0	0	94213.2465
USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw	1960-79s	0	0	0	0.507609306	0.492390694	0	0	0	0	1323820.282
USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw	1960-79s	0	0	0	0.489108828	0.510891172	0	0	0	0	981130.5502
USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw	1960-79s	0	0	0	0.456861186	0.543138814	0	0	0	0	566094.3047
USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw	1960-79s	0	0	0	0.309460121	0.690539879	0	0	0	0	585421.1152
USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw	1960-79s	0	0	0	0.387396213	0.612603787	0	0	0	0	857016.3479
USA_FL_Key.West.Intl.AP.722010_TMY3.epw	1960-79s	0	0	0	0.385545125	0.614454875	0	0	0	0	36350.18984
USA_FL_Miami.Intl.AP.722020_TMY3.epw	1960-79s	0	0	0	0.367018473	0.632981527	0	0	0	0	2047602.288
USA_FL_Orlando.Intl.AP.722050_TMY3.epw	1960-79s	0	0	0	0.346532553	0.653467447	0	0	0	0	3534843.094
USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	1960-79s	0	0	0	0.365947778	0.634052222	0	0	0	0	572005.0802
USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	1960-79s	0	0	0	0.305006045	0.694993955	0	0	0	0	1315850.91
USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	1960-79s	0	0	0	0.371335125	0.628664875	0	0	0	0	428179.681
USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	1960-79s	0	0	0	0.380669344	0.619330656	0	0	0	0	2105819.912
USA_GA_Augusta-Bush-Field.722180_TMY3.epw	1960-79s	0	0	0	0.387680459	0.612319541	0	0	0	0	299295.1133
USA_GA_Columbus.Metro.AP.722255_TMY3.epw	1960-79s	0	0	0	0.405561015	0.594438985	0	0	0	0	328507.5935
USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	1960-79s	0	0	0	0.403233136	0.596766864	0	0	0	0	420425.7727
USA_GA_Savannah.Intl.AP.722070_TMY3.epw	1960-79s	0	0	0	0.361591039	0.638408961	0	0	0	0	372178.2909
USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	1960-79s	0	0	0	0.381880489	0.618119511	0	0	0	0	422079.2642
USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	1960-79s	0	0	0	0.401936134	0.598063866	0	0	0	0	153387.7366
USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	1960-79s	0	0	0	0.423859432	0.576140568	0	0	0	0	114392.3734
USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	1960-79s	0	0	0	0.42707728	0.57292272	0	0	0	0	290553.0119
USA_ID_Boise.Air.Terminal.726810_TMY3.epw	1960-79s	0	0	0	0.241581837	0.758418163	0	0	0	0	311523.6732
USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	1960-79s	0	0	0	0.300698089	0.699301911	0	0	0	0	222651.1389
USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	1960-79s	0	0	0	0.469577897	0.530422103	0	0	0	0	3627870.613
USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	1960-79s	0	0	0	0.44891463	0.55108537	0	0	0	0	416916.8254
USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	1960-79s	0	0	0	0.40777128	0.59222872	0	0	0	0	428352.4351
USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	1960-79s	0	0	0	0.459376756	0.540623244	0	0	0	0	378414.0223
USA_IL_Springfield-Capital.AP.724390_TMY3.epw	1960-79s	0	0	0	0.419316188	0.580683812	0	0	0	0	365628.7598
USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	1960-79s	0	0	0	0.392114532	0.607885468	0	0	0	0	624021.9414
USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	1960-79s	0	0	0	0.459136949	0.540863051	0	0	0	0	485560.6012
USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw	1960-79s	0	0	0	0.463123268	0.536876732	0	0	0	0	1258827.337
USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw	1960-79s	0	0	0	0.41207385	0.58792615	0	0	0	0	542913.0777
USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw	1960-79s	0	0	0	0.409989693	0.590010307	0	0	0	0	128787.3239
USA_KS_Goodland-Renner.Field.724650_TMY3.epw	1960-79s	0	0	0	0.401351886	0.598648114	0	0	0	0	39580.044
USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw	1960-79s	0	0	0	0.385856235	0.614143765	0	0	0	0	299832.1458
USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw	1960-79s	0	0	0	0.384425355	0.615574645	0	0	0	0	429622.3581
USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw	1960-79s	0	0	0	0.452027167	0.547972833	0	0	0	0	952041.6089
USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw	1960-79s	0	0	0	0.394647395	0.605352605	0	0	0	0	526865.239
USA_KY_Louisville-Standiford.Field.724230_TMY3.epw	1960-79s	0	0	0	0.43040309	0.56959691	0	0	0	0	729918.9184
USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw	1960-79s	0	0	0	0.384909779	0.615090221	0	0	0	0	685256.8795
USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw	1960-79s	0	0	0	0.397852267	0.602147733	0	0	0	0	211997.3813
USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw	1960-79s	0	0	0	0.414268176	0.585731824	0	0	0	0	764994.9716
USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw	1960-79s	0	0	0	0.408654416	0.591345584	0	0	0	0	668880.9174
USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	1960-79s	0	0	0	0.493281358	0.506718642	0	0	0	0	1718205.359
USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw	1960-79s	0	0	0	0.427003863	0.572996137	0	0	0	0	461346.3706
USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw	1960-79s	0	0	0	0.479747668	0.520252332	0	0	0	0	1797482.646
USA_ME_Caribou.Muni.AP.727120_TMY3.epw	1960-79s	0	0	0	0.347888658	0.652111342	0	0	0	0	71179.09611
USA_ME_Portland.Intl.Jetport.726060_TMY3.epw	1960-79s	0	0	0	0.341362448	0.658637552	0	0	0	0	662298.4625
USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw	1960-79s	0	0	0	0.393377826	0.606622174	0	0	0	0	88905.7113
USA_MI_Detroit.Metro.AP.725370_TMY3.epw	1960-79s	0	0	0	0.486224418	0.513775582	0	0	0	0	1752209.7
USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw	1960-79s	0	0	0	0.414248875	0.585751125	0	0	0	0	759848.1982
USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw	1960-79s	0	0	0	0.425812259	0.574187741	0	0	0	0	533267.9018
USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw	1960-79s	0	0	0	0.381196079	0.618803921	0	0	0	0	212603.4268
USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw	1960-79s	0	0	0	0.42913586	0.57086414	0	0	0	0	374992.7713
USA_MI_Muskegon.County.AP.726360_TMY3.epw	1960-79s	0	0	0	0.420118128	0.579881872	0	0	0	0	221787.6301
USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw	1960-79s	0	0	0	0.340992806	0.659007194	0	0	0	0	57579.44876
USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw	1960-79s	0	0	0	0.341636882	0.658363118	0	0	0	0	188297.1656
USA_MN_Duluth.Intl.AP.727450_TMY3.epw	1960-79s	0	0	0	0.349230149	0.650769851	0	0	0	0	309388.5401
USA_MN_International.Falls.Intl.AP.727470_TMY3.epw	1960-79s	0	0	0	0.332508335	0.667491665	0	0	0	0	55826.94261
USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw	1960-79s	0	0	0	0.401550786	0.598449214	0	0	0	0	1372354.533
USA_MN_Rochester.Intl.AP.726440_TMY3.epw	1960-79s	0	0	0	0.405351433	0.594648567	0	0	0	0	135664.4317
USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw	1960-79s	0	0	0	0.336465187	0.663534813	0	0	0	0	414185.1672
USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw	1960-79s	0	0	0	0.387427634	0.612572366	0	0	0	0	433559.4323
USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw	1960-79s	0	0	0	0.431777742	0.568222258	0	0	0	0	982974.1733
USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw	1960-79s	0	0	0	0.340251897	0.659748103	0	0	0	0	684263.7004
USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw	1960-79s	0	0	0	0.468311657	0.531688343	0	0	0	0	1436044.687
USA_MS_Jackson.Intl.AP.722350_TMY3.epw	1960-79s	0	0	0	0.394465005	0.605534995	0	0	0	0	437812.8639
USA_MS_Meridian-Key.Field.722340_TMY3.epw	1960-79s	0	0	0	0.399668587	0.600331413	0	0	0	0	264854.268
USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw	1960-79s	0	0	0	0.296429515	0.703570485	0	0	0	0	95912.51631
USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw	1960-79s	0	0	0	0.320741448	0.679258552	0	0	0	0	12417.11721
USA_MT_Glasgow.Intl.AP.727680_TMY3.epw	1960-79s	0	0	0	0.473245405	0.526754595	0	0	0	0	22661.77331
USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw	1960-79s	0	0	0	0.45874184	0.54125816	0	0	0	0	44166.78551
USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	1960-79s	0	0	0	0.29600987	0.70399013	0	0	0	0	118911.9228
USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw	1960-79s	0	0	0	0.279599165	0.720400835	0	0	0	0	68968.63624
USA_MT_Lewistown.Muni.AP.726776_TMY3.epw	1960-79s	0	0	0	0.337373926	0.662626074	0	0	0	0	22728.75565
USA_MT_Miles.City.Muni.AP.742300_TMY3.epw	1960-79s	0	0	0	0.312858684	0.687141316	0	0	0	0	23396.45211
USA_MT_Missoula.Intl.AP.727730_TMY3.epw	1960-79s	0	0	0	0.287192318	0.712807682	0	0	0	0	99566.28006
USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw	1960-79s	0	0	0	0.381179623	0.618820377	0	0	0	0	380565.084
USA_NC_Cape.Hatteras.723040_TMY3.epw	1960-79s	0	0	0	0.32081279	0.67918721	0	0	0	0	98952.36303
USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw	1960-79s	0	0	0	0.417866423	0.582133577	0	0	0	0	1162565.946
USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw	1960-79s	0	0	0	0.43266546	0.56733454	0	0	0	0	786236.2619
USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw	1960-79s	0	0	0	0.390306647	0.609693353	0	0	0	0	1210086.655
USA_NC_Wilmington.Intl.AP.723013_TMY3.epw	1960-79s	0	0	0	0.361231488	0.638768512	0	0	0	0	830768.3132
USA_ND_Bismarck.Muni.AP.727640_TMY3.epw	1960-79s	0	0	0	0.31532407	0.68467593	0	0	0	0	94999.89823
USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw	1960-79s	0	0	0	0.338206001	0.661793999	0	0	0	0	261695.4443
USA_ND_Minot.Intl.AP.727676_TMY3.epw	1960-79s	0	0	0	0.361253256	0.638746744	0	0	0	0	86511.35031
USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw	1960-79s	0	0	0	0.391741683	0.608258317	0	0	0	0	136345.6141
USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw	1960-79s	0	0	0	0.399690337	0.600309663	0	0	0	0	77170.49713
USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw	1960-79s	0	0	0	0.353971684	0.646028316	0	0	0	0	62453.05678
USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw	1960-79s	0	0	0	0.426829803	0.573170197	0	0	0	0	595693.0512
USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw	1960-79s	0	0	0	0.372667673	0.627332327	0	0	0	0	63409.43317
USA_NH_Concord.Muni.AP.726050_TMY3.epw	1960-79s	0	0	0	0.363545495	0.636454505	0	0	0	0	555524.6635
USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw	1960-79s	0	0	0	0.418615036	0.581384964	0	0	0	0	598709.334
USA_NJ_Newark.Intl.AP.725020_TMY3.epw	1960-79s	0	0	0	0.559707443	0.440292557	0	0	0	0	3111443.134
USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw	1960-79s	0	0	0	0.331016732	0.668983268	0	0	0	0	580551.5928
USA_NM_Tucumcari.AP.723676_TMY3.epw	1960-79s	0	0	0	0.462697237	0.537302763	0	0	0	0	72635.91178
USA_NV_Elko.Muni.AP.725825_TMY3.epw	1960-79s	0	0	0	0.207585269	0.792414731	0	0	0	0	20991.06802
USA_NV_Ely-Yelland.Field.724860_TMY3.epw	1960-79s	0	0	0	0.173150718	0.826849282	0	0	0	0	6412.163939
USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw	1960-79s	0	0	0	0.295179342	0.704820658	0	0	0	0	941894.8034
USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw	1960-79s	0	0	0	0.295562397	0.704437603	0	0	0	0	371320.1198
USA_NV_Tonopah.AP.724855_TMY3.epw	1960-79s	0	0	0	0.283181821	0.716818179	0	0	0	0	9925.772557
USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw	1960-79s	0	0	0	0.298974362	0.701025638	0	0	0	0	12507.14758
USA_NY_Albany.County.AP.725180_TMY3.epw	1960-79s	0	0	0	0.431223429	0.568776571	0	0	0	0	756518.4302
USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw	1960-79s	0	0	0	0.426317374	0.573682626	0	0	0	0	386203.4579
USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw	1960-79s	0	0	0	0.510660164	0.489339836	0	0	0	0	569958.3301
USA_NY_Massena.AP.726223_TMY3.epw	1960-79s	0	0	0	0.40354487	0.59645513	0	0	0	0	83073.16293
USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw	1960-79s	0	0	0	0.649706113	0.350293887	0	0	0	0	3628647.174
USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw	1960-79s	0	0	0	0.483249113	0.516750887	0	0	0	0	488148.0686
USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw	1960-79s	0	0	0	0.460655754	0.539344246	0	0	0	0	546671.2871
USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw	1960-79s	0	0	0	0.444500919	0.555499081	0	0	0	0	555779.27
USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw	1960-79s	0	0	0	0.518662145	0.481337855	0	0	0	0	1004164.306
USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw	1960-79s	0	0	0	0.446043972	0.553956028	0	0	0	0	985512.945
USA_OH_Dayton.Intl.AP.724290_TMY3.epw	1960-79s	0	0	0	0.481697603	0.518302397	0	0	0	0	734361.7652
USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw	1960-79s	0	0	0	0.4480396	0.5519604	0	0	0	0	188739.6871
USA_OH_Toledo.Express.AP.725360_TMY3.epw	1960-79s	0	0	0	0.426246518	0.573753482	0	0	0	0	512178.47
USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw	1960-79s	0	0	0	0.440537846	0.559462154	0	0	0	0	401060.7403
USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw	1960-79s	0	0	0	0.410859508	0.589140492	0	0	0	0	741561.1691
USA_OK_Tulsa.Intl.AP.723560_TMY3.epw	1960-79s	0	0	0	0.353163721	0.646836279	0	0	0	0	628978.5499
USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw	1960-79s	0	0	0	0.295547502	0.704452498	0	0	0	0	64812.86062
USA_OR_Burns.Muni.AP.726830_TMY3.epw	1960-79s	0	0	0	0.323833803	0.676166197	0	0	0	0	16431.71391
USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw	1960-79s	0	0	0	0.360378913	0.639621087	0	0	0	0	183747.0853
USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw	1960-79s	0	0	0	0.329036869	0.670963131	0	0	0	0	209196.3851
USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	1960-79s	0	0	0	0.319084276	0.680915724	0	0	0	0	73192.31214
USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	1960-79s	0	0	0	0.288637397	0.711362603	0	0	0	0	181217.3212
USA_OR_Portland.Intl.AP.726980_TMY3.epw	1960-79s	0	0	0	0.345806368	0.654193632	0	0	0	0	921975.1038
USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	1960-79s	0	0	0	0.233279829	0.766720171	0	0	0	0	106333.1438
USA_OR_Salem-McNary.Field.726940_TMY3.epw	1960-79s	0	0	0	0.315031847	0.684968153	0	0	0	0	294567.4062
USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	1960-79s	0	0	0	0.426585696	0.573414304	0	0	0	0	835991.961
USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	1960-79s	0	0	0	0.368411455	0.631588545	0	0	0	0	277869.6949
USA_PA_Erie.Intl.AP.725260_TMY3.epw	1960-79s	0	0	0	0.401014114	0.598985886	0	0	0	0	205201.566
USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	1960-79s	0	0	0	0.399165837	0.600834163	0	0	0	0	841069.3337
USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	1960-79s	0	0	0	0.503686035	0.496313965	0	0	0	0	1971557.162
USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	1960-79s	0	0	0	0.462012818	0.537987182	0	0	0	0	1515213.208
USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	1960-79s	0	0	0	0.360454547	0.639545453	0	0	0	0	494411.2029
USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	1960-79s	0	0	0	0.366159811	0.633840189	0	0	0	0	283975.4475
USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	1960-79s	0	0	0	0.445026889	0.554973111	0	0	0	0	961348.8755
USA_SC_Charleston.Intl.AP.722080_TMY3.epw	1960-79s	0	0	0	0.371730184	0.628269816	0	0	0	0	441983.064
USA_SC_Columbia.Metro.AP.723100_TMY3.epw	1960-79s	0	0	0	0.381769723	0.618230277	0	0	0	0	571576.4637
USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	1960-79s	0	0	0	0.400909936	0.599090064	0	0	0	0	589848.4092
USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	1960-79s	0	0	0	0.380541597	0.619458403	0	0	0	0	82927.19164
USA_SD_Pierre.Muni.AP.726686_TMY3.epw	1960-79s	0	0	0	0.357611147	0.642388853	0	0	0	0	37332.86969
USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	1960-79s	0	0	0	0.285090072	0.714909928	0	0	0	0	95682.63658
USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	1960-79s	0	0	0	0.37454295	0.62545705	0	0	0	0	223310.1028
USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	1960-79s	0	0	0	0.372628223	0.627371777	0	0	0	0	609060.8523
USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	1960-79s	0	0	0	0.405220091	0.594779909	0	0	0	0	599620.9003
USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	1960-79s	0	0	0	0.371265945	0.628734055	0	0	0	0	669926.3911
USA_TN_Memphis.Intl.AP.723340_TMY3.epw	1960-79s	0	0	0	0.399537491	0.600462509	0	0	0	0	1148816.997
USA_TN_Nashville.Intl.AP.723270_TMY3.epw	1960-79s	0	0	0	0.404623972	0.595376028	0	0	0	0	1122952.036
USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	1960-79s	0	0	0	0.433016245	0.566983755	0	0	0	0	149226.7093
USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	1960-79s	0	0	0	0.481209036	0.518790964	0	0	0	0	169994.827
USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	1960-79s	0	0	0	0.281691063	0.718308937	0	0	0	0	830344.4333
USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	1960-79s	0	0	0	0.308142741	0.691857259	0	0	0	0	418855.3245
USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	1960-79s	0	0	0	0.40279455	0.59720545	0	0	0	0	310549.1981
USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	1960-79s	0	0	0	0.384932438	0.615067562	0	0	0	0	2796402.007
USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	1960-79s	0	0	0	0.371684987	0.628315013	0	0	0	0	438194.926
USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	1960-79s	0	0	0	0.316959789	0.683040211	0	0	0	0	2417218.385
USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	1960-79s	0	0	0	0.463080494	0.536919506	0	0	0	0	199519.1313
USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	1960-79s	0	0	0	0.328053342	0.671946658	0	0	0	0	287019.697
USA_TX_Midland.Intl.AP.722650_TMY3.epw	1960-79s	0	0	0	0.468438081	0.531561919	0	0	0	0	183470.2818
USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	1960-79s	0	0	0	0.432527863	0.567472137	0	0	0	0	184220.8648
USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	1960-79s	0	0	0	0.425023035	0.574976965	0	0	0	0	77738.68299
USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	1960-79s	0	0	0	0.365705978	0.634294022	0	0	0	0	956015.4319
USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	1960-79s	0	0	0	0.424497519	0.575502481	0	0	0	0	125952.0526
USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	1960-79s	0	0	0	0.369591737	0.630408263	0	0	0	0	342300.2481
