Dependency=Location EPW	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	Total
USA_FL_Orlando.Intl.AP.722050_TMY3.epw	0.020447327	0.016916163	0.070298668	0.096308434	0.181611874	0.224746429	0.175173281	0.211734355	0.002763469	3534843.094
USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw	0.043524872	0.039130932	0.079284171	0.092888422	0.160941298	0.195051963	0.202604313	0.183523556	0.003050472	572005.0802
USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw	0.012938235	0.011679561	0.051801173	0.089046511	0.202903476	0.256542582	0.168251917	0.205596527	0.001240019	1315850.91
USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw	0.049771663	0.02939865	0.052366629	0.07896077	0.133679416	0.170788106	0.239266791	0.244127898	0.001640077	428179.681
USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw	0.032947744	0.022279177	0.054156304	0.085558262	0.139199164	0.189242715	0.220402876	0.25340106	0.002812697	2105819.912
USA_GA_Augusta-Bush-Field.722180_TMY3.epw	0.061952326	0.039392525	0.082554112	0.111754794	0.176510429	0.17548863	0.18926165	0.156072708	0.007012826	299295.1133
USA_GA_Columbus.Metro.AP.722255_TMY3.epw	0.075968361	0.050301655	0.092291186	0.11308136	0.165745637	0.149845736	0.180620526	0.166363703	0.005781836	328507.5935
USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw	0.064921787	0.040278513	0.087309654	0.117057208	0.173239391	0.167491284	0.197773991	0.14958683	0.002341343	420425.7727
USA_GA_Savannah.Intl.AP.722070_TMY3.epw	0.056143878	0.032196298	0.064295605	0.076622035	0.135280437	0.181194013	0.208519751	0.241104519	0.004643465	372178.2909
USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	0.233215893	0.053079287	0.095577405	0.094539431	0.153023442	0.085626231	0.128613687	0.151427933	0.004896691	422079.2642
USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	0.344761559	0.082085919	0.148357021	0.100648077	0.149760056	0.0593033	0.05832579	0.055890538	0.00086774	153387.7366
USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	0.313218083	0.068400708	0.111757365	0.108924334	0.148057877	0.068340899	0.10670913	0.072175084	0.00241652	114392.3734
USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	0.26022474	0.054218042	0.115587362	0.114790272	0.15399076	0.063313137	0.113365741	0.121584625	0.002925321	290553.0119
USA_ID_Boise.Air.Terminal.726810_TMY3.epw	0.06799024	0.042752664	0.062311141	0.060786615	0.190832529	0.107520069	0.21347044	0.2510793	0.003257	311523.6732
USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	0.118452038	0.05087326	0.098609534	0.091103418	0.211869635	0.102510704	0.147748416	0.173795507	0.005037489	222651.1389
USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	0.231602108	0.065950368	0.139038477	0.121922712	0.137720497	0.088473053	0.102763601	0.111357698	0.001171485	3627870.613
USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	0.27435775	0.082908917	0.120171552	0.121358013	0.148978494	0.07080749	0.092979958	0.085955917	0.002481909	416916.8254
USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	0.242004841	0.072253944	0.125996216	0.114294716	0.16599652	0.071814337	0.103733279	0.101503794	0.002402354	428352.4351
USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	0.215986946	0.057708205	0.117341688	0.118126283	0.139018384	0.078706005	0.13059506	0.140591845	0.001925585	378414.0223
USA_IL_Springfield-Capital.AP.724390_TMY3.epw	0.216937746	0.072747911	0.122527041	0.121163605	0.167791624	0.08902583	0.111989161	0.095792523	0.002024559	365628.7598
USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw	0.172041762	0.075196024	0.116933879	0.111727805	0.173208855	0.116335628	0.130408095	0.101246867	0.002901085	624021.9414
USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	0.234853643	0.061289252	0.112631697	0.119765778	0.141084015	0.100326862	0.133363916	0.094722258	0.001962579	485560.6012
USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw	0.168110528	0.054040588	0.111870606	0.118965536	0.137911076	0.102927868	0.154091128	0.148595928	0.003486741	1258827.337
USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw	0.196155746	0.073246388	0.129223689	0.106332358	0.151709636	0.100862609	0.135510335	0.105417142	0.001542097	542913.0777
USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw	0.193564007	0.085765096	0.127428036	0.129579595	0.186476143	0.12675734	0.090587442	0.058256365	0.001585975	128787.3239
USA_KS_Goodland-Renner.Field.724650_TMY3.epw	0.274791718	0.093707968	0.126453902	0.118417256	0.176628713	0.10160432	0.070437595	0.03644383	0.001514696	39580.044
USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw	0.214470086	0.052824383	0.104772544	0.106190244	0.169016515	0.110275118	0.121345154	0.117199163	0.003906793	299832.1458
USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw	0.186919101	0.078319042	0.175135426	0.090307985	0.144608843	0.111062715	0.115126471	0.096001486	0.002518931	429622.3581
USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw	0.194564926	0.054697181	0.122949495	0.111602492	0.135290837	0.109373052	0.14762615	0.121480514	0.002415352	952041.6089
USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw	0.088563228	0.039598808	0.082457324	0.111680175	0.17130706	0.15080343	0.194152373	0.157689541	0.003748061	526865.239
USA_KY_Louisville-Standiford.Field.724230_TMY3.epw	0.127751525	0.058642417	0.115518547	0.123222171	0.163072639	0.108957809	0.157397487	0.14287187	0.002565535	729918.9184
USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw	0.051093421	0.047438152	0.090261424	0.123739255	0.197736742	0.166466995	0.148610615	0.16833935	0.006314047	685256.8795
USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw	0.06221363	0.055805353	0.11825804	0.116987059	0.177059422	0.146694414	0.145439325	0.172053824	0.005488933	211997.3813
USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw	0.105571451	0.055262089	0.097670747	0.135037926	0.190929488	0.146048039	0.114509142	0.150198124	0.004772993	764994.9716
USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw	0.054929057	0.055717879	0.119220957	0.139647781	0.202078077	0.162453461	0.133448263	0.127978312	0.004526213	668880.9174
USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw	0.376867231	0.060076528	0.11675636	0.107186383	0.110106205	0.097133327	0.062107586	0.068155975	0.001610404	1718205.359
USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw	0.308590038	0.056504692	0.102847289	0.091085812	0.122227977	0.133237242	0.098599802	0.085396387	0.001510761	461346.3706
USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw	0.134201107	0.075271812	0.134509765	0.130012533	0.140989374	0.143603159	0.13149754	0.107223431	0.002691279	1797482.646
USA_ME_Caribou.Muni.AP.727120_TMY3.epw	0.26504453	0.06889689	0.094799027	0.089167981	0.167143856	0.133075963	0.10481393	0.075344209	0.001713615	71179.09611
USA_ME_Portland.Intl.Jetport.726060_TMY3.epw	0.271340024	0.047983275	0.075682187	0.073043574	0.14093302	0.158331172	0.121737368	0.108784109	0.002165271	662298.4625
USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw	0.114206273	0.066402899	0.123238998	0.145061892	0.223697815	0.12542934	0.129538355	0.071548787	0.000875642	88905.7113
USA_MI_Detroit.Metro.AP.725370_TMY3.epw	0.139104692	0.116706856	0.209358295	0.132260848	0.139755207	0.084460471	0.096861911	0.080655544	0.000836176	1752209.7
USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw	0.142569089	0.064069043	0.138418527	0.122357024	0.173013782	0.09603795	0.149860083	0.112780039	0.000894462	759848.1982
USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw	0.172183576	0.057727905	0.11729045	0.107312477	0.144705812	0.119261995	0.154361695	0.125174348	0.001981743	533267.9018
USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw	0.105997771	0.055748092	0.098923967	0.132592968	0.215241061	0.124337578	0.167705168	0.098034319	0.001419076	212603.4268
USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw	0.203204583	0.065167796	0.118183965	0.12067193	0.160525568	0.099029646	0.125282222	0.106826547	0.001107744	374992.7713
USA_MI_Muskegon.County.AP.726360_TMY3.epw	0.154491488	0.065458621	0.116282823	0.102130858	0.140969478	0.115171438	0.173225052	0.130832836	0.001437407	221787.6301
USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw	0.195618594	0.070249076	0.10541993	0.084827129	0.163938028	0.108676452	0.166182417	0.102558761	0.002529614	57579.44876
USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw	0.15985638	0.048117038	0.081628041	0.088344512	0.170247334	0.135533098	0.18037658	0.134552485	0.001344532	188297.1656
USA_MN_Duluth.Intl.AP.727450_TMY3.epw	0.239595546	0.069349024	0.111926939	0.086703925	0.161567667	0.096042419	0.121428331	0.111703384	0.001682764	309388.5401
USA_MN_International.Falls.Intl.AP.727470_TMY3.epw	0.128555154	0.058150017	0.084202661	0.092738851	0.186167995	0.141550155	0.161229338	0.144440113	0.002965714	55826.94261
USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw	0.160634795	0.04293698	0.10632908	0.105044287	0.15655223	0.144660048	0.140257216	0.141521646	0.002063718	1372354.533
USA_MN_Rochester.Intl.AP.726440_TMY3.epw	0.201445373	0.05157579	0.113034331	0.095989765	0.140816515	0.103540796	0.130496351	0.160422413	0.002678666	135664.4317
USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw	0.168239079	0.047873622	0.079515872	0.082722275	0.163134587	0.120915081	0.156583276	0.17898001	0.002036199	414185.1672
USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw	0.128927073	0.042238375	0.085614721	0.108718377	0.171897582	0.141800961	0.16549346	0.151527119	0.003782332	433559.4323
USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw	0.142961174	0.051311381	0.120817076	0.120885663	0.159086302	0.12281067	0.139974182	0.140236603	0.001916948	982974.1733
USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw	0.097739364	0.040218331	0.065674197	0.087597352	0.169851182	0.143559412	0.200763776	0.190776158	0.003820227	684263.7004
USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw	0.170855368	0.066753756	0.132471139	0.125417958	0.142390789	0.116006333	0.126132851	0.117703799	0.002268007	1436044.687
USA_MS_Jackson.Intl.AP.722350_TMY3.epw	0.05316223	0.044045336	0.087709965	0.129102216	0.198182117	0.164831547	0.171679819	0.146673493	0.004613277	437812.8639
USA_MS_Meridian-Key.Field.722340_TMY3.epw	0.066352759	0.046932834	0.085086695	0.133750746	0.200903391	0.175278812	0.173981369	0.113600948	0.004112445	264854.268
USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw	0.12695828	0.064116496	0.122671159	0.08340652	0.197963977	0.131494034	0.128684362	0.136625956	0.008079216	95912.51631
USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw	0.179451728	0.084281974	0.142045861	0.095573384	0.202403022	0.131441772	0.11225352	0.050769341	0.001779398	12417.11721
USA_MT_Glasgow.Intl.AP.727680_TMY3.epw	0.183919932	0.099762691	0.17327608	0.158042654	0.175912314	0.116496759	0.051733425	0.03888005	0.001976095	22661.77331
USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw	0.179584501	0.086301154	0.150394341	0.14706993	0.173524176	0.082255759	0.088045276	0.089225277	0.003599587	44166.78551
USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	0.181902398	0.044412802	0.070420554	0.070559534	0.167809322	0.105769494	0.17080951	0.183295386	0.005021	118911.9228
USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw	0.085304812	0.048550748	0.068490356	0.070188261	0.180843465	0.161048965	0.188546106	0.193729347	0.00329794	68968.63624
USA_MT_Lewistown.Muni.AP.726776_TMY3.epw	0.295209799	0.076894728	0.128392362	0.087864003	0.17257107	0.083136654	0.092990169	0.061823334	0.00111788	22728.75565
USA_MT_Miles.City.Muni.AP.742300_TMY3.epw	0.227493849	0.079397043	0.142693523	0.09848429	0.216304127	0.118596703	0.061851365	0.052148478	0.003030622	23396.45211
USA_MT_Missoula.Intl.AP.727730_TMY3.epw	0.121955518	0.048133234	0.075225031	0.083348757	0.206870555	0.11561844	0.178739302	0.166318579	0.003790584	99566.28006
USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw	0.080111712	0.045879442	0.073541029	0.100854711	0.163731077	0.172235111	0.198705925	0.162098466	0.002842526	380565.084
USA_NC_Cape.Hatteras.723040_TMY3.epw	0.070359864	0.039522713	0.067335438	0.08078817	0.171035238	0.22377993	0.188761373	0.156256051	0.002161223	98952.36303
USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw	0.053109237	0.040634121	0.079491161	0.099482267	0.138589666	0.153504919	0.203888371	0.227290647	0.004009613	1162565.946
USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw	0.069196341	0.054266705	0.1082577	0.122681747	0.160866995	0.15160645	0.182485642	0.147930324	0.002708096	786236.2619
USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw	0.051802016	0.030637386	0.063425308	0.087892093	0.137295189	0.167062223	0.225583708	0.230501996	0.00580008	1210086.655
USA_NC_Wilmington.Intl.AP.723013_TMY3.epw	0.037426651	0.032130631	0.063274877	0.0819303	0.144878001	0.188371062	0.228195848	0.218757095	0.005035534	830768.3132
USA_ND_Bismarck.Muni.AP.727640_TMY3.epw	0.162720031	0.054779203	0.109860829	0.108080165	0.234678842	0.111521569	0.10198643	0.111950046	0.004422886	94999.89823
USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw	0.18111116	0.051165616	0.100552057	0.096996225	0.189800061	0.108783598	0.129934795	0.138041246	0.003615242	261695.4443
USA_ND_Minot.Intl.AP.727676_TMY3.epw	0.168626037	0.056650503	0.115031799	0.124159965	0.219532342	0.136304957	0.082994952	0.085730502	0.010968943	86511.35031
USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw	0.323757549	0.070017227	0.103517108	0.103909206	0.161340091	0.086317897	0.083454442	0.065275882	0.002410598	136345.6141
USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw	0.32397805	0.059541036	0.099145291	0.111016498	0.166739774	0.086881711	0.085875949	0.063463028	0.003358662	77170.49713
USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw	0.298284515	0.079159208	0.108772544	0.106362731	0.194120996	0.076259939	0.082318252	0.053640064	0.001081751	62453.05678
USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw	0.212088782	0.045430371	0.104248116	0.119714636	0.160759303	0.095309072	0.122693146	0.136350002	0.003406571	595693.0512
USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw	0.269198029	0.084455035	0.147594555	0.101133572	0.170243795	0.094077916	0.074797597	0.056697699	0.001801801	63409.43317
USA_NH_Concord.Muni.AP.726050_TMY3.epw	0.215410947	0.040802054	0.073388498	0.087521183	0.153222229	0.206015739	0.109430999	0.111956657	0.002251695	555524.6635
USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw	0.093762628	0.043260014	0.103629975	0.125325034	0.17405512	0.177739831	0.117800987	0.161391709	0.003034702	598709.334
USA_NJ_Newark.Intl.AP.725020_TMY3.epw	0.260710997	0.09400634	0.159638764	0.135996496	0.106981327	0.09075919	0.073032271	0.076895703	0.001978913	3111443.134
USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw	0.045753548	0.037263425	0.096043985	0.093701009	0.189369301	0.175362199	0.189766583	0.17006974	0.00267021	580551.5928
USA_NM_Tucumcari.AP.723676_TMY3.epw	0.101532963	0.096497037	0.174031124	0.149265865	0.173333565	0.124582188	0.108201829	0.069587582	0.002967847	72635.91178
USA_NV_Elko.Muni.AP.725825_TMY3.epw	0.070150972	0.034398631	0.040506436	0.049877605	0.190397657	0.24028838	0.272121487	0.101010246	0.001248585	20991.06802
USA_NV_Ely-Yelland.Field.724860_TMY3.epw	0.267353672	0.070393915	0.077390515	0.034649504	0.165462308	0.161197822	0.161520941	0.057159784	0.00487154	6412.163939
USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw	0.003875041	0.007498016	0.024218758	0.054379734	0.129846349	0.161819685	0.282342891	0.33192296	0.004096567	941894.8034
USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw	0.040679361	0.027230877	0.062354417	0.094215469	0.224551295	0.168931725	0.188194675	0.191603021	0.002239159	371320.1198
USA_NV_Tonopah.AP.724855_TMY3.epw	0.100287192	0.079596899	0.083930512	0.097742478	0.247415547	0.211418609	0.101908508	0.073906795	0.00379346	9925.772557
USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw	0.086513642	0.039591176	0.060806262	0.068726033	0.161146631	0.203015092	0.286509908	0.093425568	0.000265688	12507.14758
USA_NY_Albany.County.AP.725180_TMY3.epw	0.320943774	0.064867791	0.106604456	0.094615169	0.124795843	0.115273071	0.090938408	0.080488079	0.001473409	756518.4302
USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw	0.336176863	0.064040093	0.104287044	0.098832528	0.132995997	0.112236312	0.090366317	0.059646639	0.001418206	386203.4579
USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw	0.33894811	0.09121455	0.174161003	0.104879097	0.10050034	0.067800579	0.071762488	0.049404322	0.001329512	569958.3301
USA_NY_Massena.AP.726223_TMY3.epw	0.34227325	0.059931453	0.095868166	0.081281582	0.120137363	0.113196047	0.118270983	0.067422208	0.001618946	83073.16293
USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw	0.35933617	0.11627619	0.185896519	0.132297669	0.071329273	0.046444013	0.03565168	0.051338252	0.001430235	3628647.174
USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw	0.308554878	0.05494067	0.111869733	0.124849724	0.133505068	0.103258967	0.091114996	0.070090099	0.001815864	488148.0686
USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw	0.325012851	0.064668281	0.132058734	0.100465612	0.11762699	0.108750008	0.0861851	0.063270245	0.00196218	546671.2871
USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw	0.22152444	0.071399388	0.147064201	0.121720403	0.152115708	0.084802451	0.108755159	0.091196123	0.001422127	555779.27
USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw	0.246693343	0.086993152	0.189232787	0.1316389	0.122165819	0.067019958	0.085803556	0.06898046	0.001472026	1004164.306
USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw	0.157965991	0.048622294	0.112619045	0.115431533	0.143358049	0.114234542	0.162487056	0.143041199	0.002240291	985512.945
USA_OH_Dayton.Intl.AP.724290_TMY3.epw	0.200454785	0.072070385	0.145643553	0.147186228	0.158371091	0.084151393	0.106045621	0.084338098	0.001738846	734361.7652
USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw	0.261458496	0.062507967	0.121241441	0.113102657	0.139336317	0.082088429	0.121532594	0.097424564	0.001307537	188739.6871
USA_OH_Toledo.Express.AP.725360_TMY3.epw	0.263168242	0.066967688	0.138893971	0.105465918	0.141963477	0.086624576	0.105877738	0.089609292	0.001429098	512178.47
USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw	0.22842599	0.082717722	0.168924683	0.120179816	0.152622662	0.074317655	0.100862836	0.071137556	0.00081108	401060.7403
USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw	0.086128895	0.060247735	0.111394025	0.136081959	0.195130916	0.157712312	0.105850361	0.14163663	0.005817167	741561.1691
USA_OK_Tulsa.Intl.AP.723560_TMY3.epw	0.093406164	0.059349173	0.112229375	0.113384609	0.207669345	0.154725231	0.125729891	0.129271062	0.00423515	628978.5499
USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw	0.173026022	0.065742396	0.063731581	0.077310879	0.184274411	0.1196604	0.183155769	0.129398174	0.003700369	64812.86062
USA_OR_Burns.Muni.AP.726830_TMY3.epw	0.231632411	0.087752909	0.133780123	0.083319933	0.173972333	0.096186786	0.112929269	0.078177364	0.002248871	16431.71391
USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw	0.082471651	0.076269506	0.099662588	0.132532439	0.235226146	0.09033119	0.158918464	0.121780933	0.002807083	183747.0853
USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw	0.095545442	0.05958711	0.082671473	0.104917	0.213943924	0.1255025	0.161364572	0.154258592	0.002209386	209196.3851
USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	0.097896444	0.072109318	0.131095598	0.105642965	0.225438736	0.115570137	0.13615399	0.113454688	0.002638125	73192.31214
USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	0.101273435	0.08011236	0.101036154	0.090281013	0.222502479	0.089964361	0.146262123	0.164332779	0.004235296	181217.3212
USA_OR_Portland.Intl.AP.726980_TMY3.epw	0.130572638	0.052412023	0.080060204	0.095658332	0.180965643	0.113069429	0.188557233	0.156070549	0.00263395	921975.1038
