Column Type,Import From Raw,Publish In Full,Data Type,Timeseries Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Calculated,yes,yes,string,no,,,in.nhgis_county_gisjoin,in.nhgis_county_gisjoin,,,,,,,,,"County identifier where the model is located, according to format of https://www.nhgis.org/geographic-crosswalks#details"
Calculated,yes,yes,string,no,,,in.nhgis_puma_gisjoin,in.nhgis_puma_gisjoin,,,,,,,,,"Census PUMA identifier where the model is located, according to format of https://www.nhgis.org/geographic-crosswalks#details"
Calculated,yes,yes,string,no,,,in.nhgis_state_gisjoin,in.nhgis_state_gisjoin,,,,,,,,,"State identifier where the model is located, according to format of https://www.nhgis.org/geographic-crosswalks#details"
Calculated,yes,yes,string,no,,,in.nhgis_tract_gisjoin,in.nhgis_tract_gisjoin,,,,,,,,,"Census tract identifier where the model is located, according to format of https://www.nhgis.org/geographic-crosswalks#details"
Calculated,yes,yes,string,no,,,in.reeds_balancing_area,in.reeds_balancing_area,,,,,,,,,Balancing area ID for the NREL ReEDS modeling tool.
Calculated,yes,yes,string,no,,,in.resstock_county_id,in.resstock_county_id,,,,,,,,,State abbreviation and county name.
Calculated,yes,yes,string,no,,,in.resstock_custom_region,in.resstock_custom_region,,,,,,,,,ResStock custom geographic region where the dwelling unit is located.
Calculated,yes,yes,string,no,,,in.resstock_puma_id,in.resstock_puma_id,,,,,,,,,State abbreviation and PUMA identifier.
Calculated,yes,yes,string,no,,,in.state,in.state,,,,,,,,,Postal abbreviation of state.
Calculated,yes,yes,string,no,,,in.state_name,in.state_name,,,,,,,,,Full name of state.
Calculated,yes,yes,string,no,,,in.weather_file_2018,in.weather_file_2018,,,,,,,,,Weather file used for the 2018 AMY simulations.
Calculated,yes,yes,string,no,,,in.weather_file_TMY3,in.weather_file_TMY3,,,,,,,,,Weather file used for the TMY3 simulations.
Input,yes,yes,string,no,build_existing_model.ahs_region,,in.as_simulated_ahs_region,in.as_simulated_ahs_region,,,,,,,,,American Housing Survey region where the model was simulated.
Input,yes,yes,boolean,no,build_existing_model.aiannh_area,,in.as_simulated_aiannh_area,in.as_simulated_aiannh_area,,,,,,,,,Whether the dwelling unit model was simulated in an American Indian/Alaska Native/Native Hawaiian (AIANNH) Area or not.
Input,yes,yes,string,no,build_existing_model.area_median_income,,in.area_median_income,in.area_median_income,,,,,,,,,Area median income of the household occupying the dwelling unit. Zero for vacant units.
Input,yes,yes,string,no,build_existing_model.ashrae_iecc_climate_zone_2004,,in.as_simulated_ashrae_iecc_climate_zone_2004,in.as_simulated_ashrae_iecc_climate_zone_2004,,,,,,,,,Climate zone of the dwelling unit according to ASHRAE 169 in 2004 and IECC in 2012.
Input,yes,yes,string,no,build_existing_model.ashrae_iecc_climate_zone_2004_sub_cz_split,,in.as_simulated_ashrae_iecc_climate_zone_2004_sub_cz_split,in.as_simulated_ashrae_iecc_climate_zone_2004_sub_cz_split,,,,,,,,,"Climate zone of the dwelling unit according to ASHRAE 169 in 2004 and IECC in 2012. Climate zone 2A is split between counties in TX, LA and FL, GA, AL, and MS and climate zone 1A is split between counties in FL and HI."
Input,yes,yes,string,no,build_existing_model.bathroom_spot_vent_hour,,in.bathroom_spot_vent_hour,in.bathroom_spot_vent_hour,,,,,,,,,Bathroom spot ventilation daily start hour.
Input,yes,yes,string,no,build_existing_model.battery,,in.battery,in.battery,,,,,,,,,"The presence, size, location, and efficiency of an onsite battery (not used in baseline models)."
Input,yes,yes,integer,no,build_existing_model.bedrooms,,in.bedrooms,in.bedrooms,,,,,,,,,The number of bedrooms in the dwelling unit.
Input,yes,yes,string,no,build_existing_model.building_america_climate_zone,,in.as_simulated_building_america_climate_zone,in.as_simulated_building_america_climate_zone,,,,,,,,,The Building America Climate Zone where the model was simulated.
Input,yes,yes,string,no,build_existing_model.cec_climate_zone,,in.as_simulated_cec_climate_zone,in.as_simulated_cec_climate_zone,,,,,,,,,The California Energy Commission Climate Zone where the model was simulated.
Input,yes,yes,string,no,build_existing_model.ceiling_fan,,in.ceiling_fan,in.ceiling_fan,,,,,,,,,Presence and energy usage of ceiling fans at medium speed.
Input,yes,yes,string,no,build_existing_model.census_division,,in.as_simulated_census_division,in.as_simulated_census_division,,,,,,,,,The 2010 U.S. Census Division where the model was simulated.
Input,yes,yes,string,no,build_existing_model.census_division_recs,,in.as_simulated_census_division_recs,in.as_simulated_census_division_recs,,,,,,,,,"Census Division as used in RECS 2015 where the model was simulated. RECS 2015 split the Mountain Census Division into north (CO, ID, MT, UT, WY) and south (AZ, NM, NV)."
Input,yes,yes,string,no,build_existing_model.census_region,,in.as_simulated_census_region,in.as_simulated_census_region,,,,,,,,,The 2010 U.S. Census Region where the model was simulated.
Input,yes,yes,string,no,build_existing_model.city,,in.as_simulated_city,in.as_simulated_city,,,,,,,,,The census-designated city where the model was simulated.
Input,yes,yes,string,no,build_existing_model.clothes_dryer,,in.clothes_dryer,in.clothes_dryer,,,,,,,,,"The presence, rated efficiency, and fuel type of the clothes dryer in a dwelling unit."
Input,yes,yes,string,no,build_existing_model.clothes_dryer_usage_level,,in.clothes_dryer_usage_level,in.clothes_dryer_usage_level,,,,,,,,,Clothes dryer energy usage level multiplier.
Input,yes,yes,string,no,build_existing_model.clothes_washer,,in.clothes_washer,in.clothes_washer,,,,,,,,,Presence and rated efficiency of the clothes washer.
Input,yes,yes,string,no,build_existing_model.clothes_washer_presence,,in.clothes_washer_presence,in.clothes_washer_presence,,,,,,,,,The presence of a clothes washer in the dwelling unit.
Input,yes,yes,string,no,build_existing_model.clothes_washer_usage_level,,in.clothes_washer_usage_level,in.clothes_washer_usage_level,,,,,,,,,Clothes washer energy usage level multiplier.
Input,yes,yes,string,no,build_existing_model.cooking_range,,in.cooking_range,in.cooking_range,,,,,,,,,Presence and fuel type of the cooking range.
Input,yes,yes,string,no,build_existing_model.cooking_range_usage_level,,in.cooking_range_usage_level,in.cooking_range_usage_level,,,,,,,,,Cooking range energy usage level multiplier.
Input,yes,yes,string,no,build_existing_model.cooling_unavailable_days,,in.cooling_unavailable_days,in.cooling_unavailable_days,,,,,,,,,Length of time in a year the cooling system is unavailable.
Input,yes,yes,string,no,build_existing_model.cooling_setpoint,,in.cooling_setpoint,in.cooling_setpoint,,,,,,,,,Baseline cooling setpoint with no offset applied.
Input,yes,yes,boolean,no,build_existing_model.cooling_setpoint_has_offset,,in.cooling_setpoint_has_offset,in.cooling_setpoint_has_offset,,,,,,,,,Presence of a cooling setpoint offset.
Input,yes,yes,string,no,build_existing_model.cooling_setpoint_offset_magnitude,,in.cooling_setpoint_offset_magnitude,in.cooling_setpoint_offset_magnitude,,,,,,,,,The magnitude of cooling setpoint offset.
Input,yes,yes,string,no,build_existing_model.cooling_setpoint_offset_period,,in.cooling_setpoint_offset_period,in.cooling_setpoint_offset_period,,,,,,,,,The period and offset for the dwelling unit’s cooling setpoint. Default for the day is from 9am to 5pm and for the night is 10pm to 7am.
Input,yes,yes,string,no,build_existing_model.corridor,,in.corridor,in.corridor,,,,,,,,,Type of corridor attached to multi-family units.
Input,yes,yes,string,no,build_existing_model.county,,in.as_simulated_county,in.as_simulated_county,,,,,,,,,The U.S. County where the model was simulated.
Input,yes,yes,string,no,build_existing_model.county_and_puma,,in.as_simulated_county_and_puma,in.as_simulated_county_and_puma,,,,,,,,,The GISJOIN identifier for the County and the Public Use Microdata Area (PUMA) where the model was simulated.
Input,yes,yes,string,no,build_existing_model.county_metro_status,,in.as_simulated_county_metro_status,in.as_simulated_county_metro_status,,,,,,,,,Whether the county is part of a census-defined metro area.
Input,yes,yes,string,no,build_existing_model.custom_state,,in.as_simulated_custom_state,in.as_simulated_custom_state,,,,,,,,,A custom selection of states to be able to have more fine tuned probability distributionin states where we have more data.
Input,yes,yes,string,no,build_existing_model.dehumidifier,,in.dehumidifier,in.dehumidifier,,,,,,,,,"Presence, water removal rate, and humidity setpoint of the dehumidifier."
Input,yes,yes,string,no,build_existing_model.dishwasher,,in.dishwasher,in.dishwasher,,,,,,,,,The presence and rated efficiency of the dishwasher.
Input,yes,yes,string,no,build_existing_model.dishwasher_usage_level,,in.dishwasher_usage_level,in.dishwasher_usage_level,,,,,,,,,Dishwasher energy usage level multiplier.
Input,yes,yes,string,no,build_existing_model.door_area,,in.door_area,in.door_area,,,,,,,,,Area of exterior doors.
Input,yes,yes,string,no,build_existing_model.doors,,in.doors,in.doors,,,,,,,,,Exterior door material and properties.
Input,yes,yes,string,no,build_existing_model.duct_leakage_and_insulation,,in.duct_leakage_and_insulation,in.duct_leakage_and_insulation,,,,,,,,,Dcuct insulation and leakage to outside from the portion of ducts in unconditioned spaces.
Input,yes,yes,string,no,build_existing_model.duct_location,,in.duct_location,in.duct_location,,,,,,,,,Location of duct System.
Input,yes,yes,string,no,build_existing_model.eaves,,in.eaves,in.eaves,,,,,,,,,Depth of roof eaves.
Input,yes,yes,integer,no,build_existing_model.electric_panel_service_max_current_rating,amp,in.electric_panel_service_rating..a,in.electric_panel_service_rating,amp,1,,,,,,,Electric panel service or max current rating in Ampere (A).
Input,yes,yes,string,no,build_existing_model.electric_panel_service_max_current_rating_bin,amp,in.electric_panel_service_rating_bin..a,in.electric_panel_service_rating_bin,amp,,,,,,,,Electric panel service or max current rating in bins of Ampere (A).
Input,yes,yes,string,no,build_existing_model.electric_vehicle_battery,,in.electric_vehicle_battery,in.electric_vehicle_battery,,,,,,,,,The type of electric vehicle and battery range.
Input,yes,yes,string,no,build_existing_model.electric_vehicle_charge_at_home,,in.electric_vehicle_charge_at_home,in.electric_vehicle_charge_at_home,,,,,,,,,Percentage of EV charging that occurs at the dwelling units.
Input,yes,yes,string,no,build_existing_model.electric_vehicle_charger,,in.electric_vehicle_charger,in.electric_vehicle_charger,,,,,,,,,Type of EV charger used at the dwelling unit.
Input,yes,yes,integer,no,build_existing_model.electric_vehicle_miles_traveled,,in.electric_vehicle_miles_traveled,in.electric_vehicle_miles_traveled,,,,,,,,,"The number of miles an electric vehicle is driven in a year if the unit owns an electric vehicle. EVs are driven fewer miles than internal combustine engine (ICE) cars, so the max value is capped at 22,500 miles/yr and the distribution is shifted to reduce the mean."
Input,yes,yes,boolean,no,build_existing_model.electric_vehicle_outlet_access,,in.electric_vehicle_outlet_access,in.electric_vehicle_outlet_access,,,,,,,,,If the dwelling unit has an electric outlet within 20 feet of EV parking.
Input,yes,yes,boolean,no,build_existing_model.electric_vehicle_ownership,,in.electric_vehicle_ownership,in.electric_vehicle_ownership,,,,,,,,,If the dwelling unit owns an EV.
Input,yes,yes,string,no,build_existing_model.energystar_climate_zone_2023,,in.as_simulated_energystar_climate_zone_2023,in.as_simulated_energystar_climate_zone_2023,,,,,,,,,"Climate zones for windows, doors, and skylights per 2023 ENERGYSTAR guidelines."
Input,yes,yes,string,no,build_existing_model.federal_poverty_level,,in.federal_poverty_level,in.federal_poverty_level,,,,,,,,,Federal poverty level of the household occupying the dwelling unit.
Input,yes,yes,string,no,build_existing_model.generation_and_emissions_assessment_region,,in.generation_and_emissions_assessment_region,in.generation_and_emissions_assessment_region,,,,,,,,,The generation and carbon emissions assessment (GEA) region from Cambium 2023 and 2024.
Input,yes,yes,string,no,build_existing_model.geometry_attic_type,,in.geometry_attic_type,in.geometry_attic_type,,,,,,,,,The dwelling unit attic type.
Input,yes,yes,string,no,build_existing_model.geometry_building_horizontal_location_mf,,in.geometry_building_horizontal_location_mf,in.geometry_building_horizontal_location_mf,,,,,,,,,"Location of the multi-family attached unit horizontally within the building (left, middle, right)."
Input,yes,yes,string,no,build_existing_model.geometry_building_horizontal_location_sfa,,in.geometry_building_horizontal_location_sfa,in.geometry_building_horizontal_location_sfa,,,,,,,,,"Location of the single-family attached unit horizontally within the building (left, middle, right)."
Input,yes,yes,string,no,build_existing_model.geometry_building_level_mf,,in.geometry_building_level_mf,in.geometry_building_level_mf,,,,,,,,,"Location of the multi-family unit vertically within the building (bottom, middle, top)."
Input,yes,yes,integer,no,build_existing_model.geometry_building_number_units_mf,,in.geometry_building_number_units_mf,in.geometry_building_number_units_mf,,,,,,,,,The number of dwelling units in the multi-family building where the dwelling unit is located.
Input,yes,yes,integer,no,build_existing_model.geometry_building_number_units_sfa,,in.geometry_building_number_units_sfa,in.geometry_building_number_units_sfa,,,,,,,,,Number of dwelling units in the single-family attached building where the dwelling unit is located.
Input,yes,yes,string,no,build_existing_model.geometry_building_type_acs,,in.geometry_building_type_acs,in.geometry_building_type_acs,,,,,,,,,The building type classification according to the U.S. Census American Community Survey (ACS).
Input,yes,yes,string,no,build_existing_model.geometry_building_type_height,,in.geometry_building_type_height,in.geometry_building_type_height,,,,,,,,,"The 2009 Residential Energy Consumption Survey (RECS) building type, with multi-family buildings split out by low-rise, mid-rise, and high-rise."
Input,yes,yes,string,no,build_existing_model.geometry_building_type_recs,,in.geometry_building_type_recs,in.geometry_building_type_recs,,,,,,,,,The building type classification according to the Residential Energy Consumption Survey (RECS).
Input,yes,yes,string,no,build_existing_model.geometry_floor_area,,in.geometry_floor_area,in.geometry_floor_area,,,,,,,,,The finished floor area of the dwelling unit using bins from 2017-2019 AHS.
Input,yes,yes,string,no,build_existing_model.geometry_floor_area_bin,,in.geometry_floor_area_bin,in.geometry_floor_area_bin,,,,,,,,,The finished floor area bin from Residential Energy Consumption Survey (RECS).
Input,yes,yes,string,no,build_existing_model.geometry_foundation_type,,in.geometry_foundation_type,in.geometry_foundation_type,,,,,,,,,The type of foundation.
Input,yes,yes,string,no,build_existing_model.geometry_garage,,in.geometry_garage,in.geometry_garage,,,,,,,,,The size of an attached garage.
Input,yes,yes,string,no,build_existing_model.geometry_space_combination,,in.geometry_space_combination,in.geometry_space_combination,,,,,,,,,"Valid combinations of building type, building level if it is multi-family, foundation, attic, and garage."
Input,yes,yes,integer,no,build_existing_model.geometry_stories,,in.geometry_stories,in.geometry_stories,,,,,,,,,The number of building stories.
Input,yes,yes,string,no,build_existing_model.geometry_stories_low_rise,,in.geometry_stories_low_rise,in.geometry_stories_low_rise,,,,,,,,,Number of building stories for low-rise buildings.
Input,yes,yes,string,no,build_existing_model.geometry_story_bin,,in.geometry_story_bin,in.geometry_story_bin,,,,,,,,,Binned height of the dwelling unit's building of more or less than 8 stories.
Input,yes,yes,string,no,build_existing_model.geometry_wall_exterior_finish,,in.geometry_wall_exterior_finish,in.geometry_wall_exterior_finish,,,,,,,,,Wall siding material and color.
Input,yes,yes,string,no,build_existing_model.geometry_wall_type,,in.geometry_wall_type,in.geometry_wall_type,,,,,,,,,The wall material used for thermal mass calculations of exterior walls.
Input,yes,yes,float,no,build_existing_model.ground_thermal_conductivity,,in.ground_thermal_conductivity,in.ground_thermal_conductivity,,,,,,,,,The thermal conductivity (Btu/hr-ft-F) of the ground used for foundation and geothermal heat pump heat transfer calculations.
Input,yes,yes,boolean,no,build_existing_model.has_pv,,in.has_pv,in.has_pv,,,,,,,,,If the dwelling unit has a rooftop photovoltaic system.
Input,yes,yes,string,no,build_existing_model.heating_fuel,,in.heating_fuel,in.heating_fuel,,,,,,,,,The primary heating fuel.
Input,yes,yes,string,no,build_existing_model.heating_unavailable_days,,in.heating_unavailable_days,in.heating_unavailable_days,,,,,,,,,Length of time in a year the heating system is unavailable.
Input,yes,yes,string,no,build_existing_model.heating_setpoint,,in.heating_setpoint,in.heating_setpoint,,,,,,,,,Baseline heating setpoint with no offset applied.
Input,yes,yes,boolean,no,build_existing_model.heating_setpoint_has_offset,,in.heating_setpoint_has_offset,in.heating_setpoint_has_offset,,,,,,,,,Presence of a heating setpoint offset.
Input,yes,yes,string,no,build_existing_model.heating_setpoint_offset_magnitude,,in.heating_setpoint_offset_magnitude,in.heating_setpoint_offset_magnitude,,,,,,,,,Magnitude of the heating setpoint offset.
Input,yes,yes,string,no,build_existing_model.heating_setpoint_offset_period,,in.heating_setpoint_offset_period,in.heating_setpoint_offset_period,,,,,,,,,The period and offset for the dwelling unit’s heating setpoint. Default for the day is from 9am to 5pm and for the night is 10pm to 7am.
Input,yes,yes,string,no,build_existing_model.holiday_lighting,,in.holiday_lighting,in.holiday_lighting,,,,,,,,,Use of holiday lighting (not currently modeled separately from other exterior lighting).
Input,yes,yes,string,no,build_existing_model.hot_water_distribution,,in.hot_water_distribution,in.hot_water_distribution,,,,,,,,,Type of distribution system and presence of hot water piping insulation.
Input,yes,yes,string,no,build_existing_model.hot_water_fixtures,,in.hot_water_fixtures,in.hot_water_fixtures,,,,,,,,,Hot water fixture usage.
Input,yes,yes,string,no,build_existing_model.household_has_tribal_persons,,in.household_has_tribal_persons,in.household_has_tribal_persons,,,,,,,,,The household occupying the dwelling unit has at least one tribal person in the household.
Input,yes,yes,string,no,build_existing_model.hvac_cooling_autosizing_factor,,in.hvac_cooling_autosizing_factor,in.hvac_cooling_autosizing_factor,,,,,,,,,The cooling airflow and capacity scaling factor applied to the auto-sizing methodology (not used in baseline models).
Input,yes,yes,string,no,build_existing_model.hvac_cooling_efficiency,,in.hvac_cooling_efficiency,in.hvac_cooling_efficiency,,,,,,,,,The presence and efficiency of the primary cooling system.
Input,yes,yes,string,no,build_existing_model.hvac_cooling_partial_space_conditioning,,in.hvac_cooling_partial_space_conditioning,in.hvac_cooling_partial_space_conditioning,,,,,,,,,The fraction of the finished floor area that the cooling system covers.
Input,yes,yes,string,no,build_existing_model.hvac_cooling_type,,in.hvac_cooling_type,in.hvac_cooling_type,,,,,,,,,The presence and type of primary cooling system.
Input,yes,yes,boolean,no,build_existing_model.hvac_has_ducts,,in.hvac_has_ducts,in.hvac_has_ducts,,,,,,,,,The presence of ducts.
Input,yes,yes,string,no,build_existing_model.hvac_has_shared_system,,in.hvac_has_shared_system,in.hvac_has_shared_system,,,,,,,,,The presence of an HVAC system shared between multiple dwelling units.
Input,yes,yes,boolean,no,build_existing_model.hvac_has_zonal_electric_heating,,in.hvac_has_zonal_electric_heating,in.hvac_has_zonal_electric_heating,,,,,,,,,Presence of electric baseboard heating.
Input,yes,yes,string,no,build_existing_model.hvac_heating_autosizing_factor,,in.hvac_heating_autosizing_factor,in.hvac_heating_autosizing_factor,,,,,,,,,The heating airflow and capacity scaling factor applied to the auto-sizing methodology (not used).
Input,yes,yes,string,no,build_existing_model.hvac_heating_efficiency,,in.hvac_heating_efficiency,in.hvac_heating_efficiency,,,,,,,,,The presence and efficiency of the primary heating system.
Input,yes,yes,string,no,build_existing_model.hvac_heating_type,,in.hvac_heating_type,in.hvac_heating_type,,,,,,,,,The presence and type of the primary heating system.
Input,yes,yes,string,no,build_existing_model.hvac_heating_type_and_fuel,,in.hvac_heating_type_and_fuel,in.hvac_heating_type_and_fuel,,,,,,,,,"The presence, type, and fuel of primary heating system."
Input,yes,yes,string,no,build_existing_model.hvac_secondary_heating_efficiency,,in.hvac_secondary_heating_efficiency,in.hvac_secondary_heating_efficiency,,,,,,,,,The efficiency and type of the secondary heating system.
Input,yes,yes,string,no,build_existing_model.hvac_secondary_heating_fuel,,in.hvac_secondary_heating_fuel,in.hvac_secondary_heating_fuel,,,,,,,,,Secondary Heating Fuel for the dwelling unit
Input,yes,yes,string,no,build_existing_model.hvac_secondary_heating_partial_space_conditioning,,in.hvac_secondary_heating_partial_space_conditioning,in.hvac_secondary_heating_partial_space_conditioning,,,,,,,,,The fraction of heating load served by secondary heating system.
Input,yes,yes,string,no,build_existing_model.hvac_secondary_heating_type,,in.hvac_secondary_heating_type,in.hvac_secondary_heating_type,,,,,,,,,The efficiency and type of the secondary heating system.
Input,yes,yes,string,no,build_existing_model.hvac_shared_efficiencies,,in.hvac_shared_efficiencies,in.hvac_shared_efficiencies,,,,,,,,,The presence and efficiency of the shared HVAC system.
Input,yes,yes,boolean,no,build_existing_model.hvac_system_is_faulted,,in.hvac_system_is_faulted,in.hvac_system_is_faulted,,,,,,,,,The presence of the HVAC system having a fault (not used).
Input,yes,yes,boolean,no,build_existing_model.hvac_system_is_scaled,,in.hvac_system_is_scaled,in.hvac_system_is_scaled,,,,,,,,,Whether the HVAC system has been undersized or oversized (not used).
Input,yes,yes,string,no,build_existing_model.hvac_system_single_speed_ac_airflow,,in.hvac_system_single_speed_ac_airflow,in.hvac_system_single_speed_ac_airflow,,,,,,,,,Single speed central and room air conditioner actual air flow rates (not used).
Input,yes,yes,string,no,build_existing_model.hvac_system_single_speed_ac_charge,,in.hvac_system_single_speed_ac_charge,in.hvac_system_single_speed_ac_charge,,,,,,,,,Central and room air conditioner deviation between design/installed charge (not used).
Input,yes,yes,string,no,build_existing_model.hvac_system_single_speed_ashp_airflow,,in.hvac_system_single_speed_ashp_airflow,in.hvac_system_single_speed_ashp_airflow,,,,,,,,,Single speed air source heat pump actual air flow rates (not used).
Input,yes,yes,string,no,build_existing_model.hvac_system_single_speed_ashp_charge,,in.hvac_system_single_speed_ashp_charge,in.hvac_system_single_speed_ashp_charge,,,,,,,,,Air source heat pump deviation between design/installed charge (not used).
Input,yes,yes,string,no,build_existing_model.income,,in.income,in.income,,,,,,,,,Income bin of the household occupying the dwelling unit.
Input,yes,yes,string,no,build_existing_model.income_recs_2015,,in.income_recs_2015,in.income_recs_2015,,,,,,,,,Income bin of the household occupying the dwelling unit that are aligned with the 2015 Residential Energy Consumption Survey (RECS).
Input,yes,yes,string,no,build_existing_model.income_recs_2020,,in.income_recs_2020,in.income_recs_2020,,,,,,,,,Income bin of the household occupying the dwelling unit that are aligned with the 2020 Residential Energy Consumption Survey (RECS).
Input,yes,yes,string,no,build_existing_model.infiltration,,in.infiltration,in.infiltration,,,,,,,,,Total infiltration to the dwelling unit.
Input,yes,yes,string,no,build_existing_model.insulation_ceiling,,in.insulation_ceiling,in.insulation_ceiling,,,,,,,,,Ceiling insulation level (between the living space and unconditioned attic).
Input,yes,yes,string,no,build_existing_model.insulation_floor,,in.insulation_floor,in.insulation_floor,,,,,,,,,Floor insulation level.
Input,yes,yes,string,no,build_existing_model.insulation_foundation_wall,,in.insulation_foundation_wall,in.insulation_foundation_wall,,,,,,,,,Foundation walls insulation level.
Input,yes,yes,string,no,build_existing_model.insulation_rim_joist,,in.insulation_rim_joist,in.insulation_rim_joist,,,,,,,,,Insulation level for rim joists.
Input,yes,yes,string,no,build_existing_model.insulation_roof,,in.insulation_roof,in.insulation_roof,,,,,,,,,Finished roof insulation level.
Input,yes,yes,string,no,build_existing_model.insulation_slab,,in.insulation_slab,in.insulation_slab,,,,,,,,,Slab insulation level.
Input,yes,yes,string,no,build_existing_model.insulation_wall,,in.insulation_wall,in.insulation_wall,,,,,,,,,Wall construction type and insulation level.
Input,yes,yes,string,no,build_existing_model.interior_shading,,in.interior_shading,in.interior_shading,,,,,,,,,Type of window interior shading.
Input,yes,yes,string,no,build_existing_model.iso_rto_region,,in.as_simulated_iso_rto_region,in.as_simulated_iso_rto_region,,,,,,,,,The independent system operator (ISO) or regional transmission organization (RTO) region where the model was simulated.
Input,yes,yes,string,no,build_existing_model.lighting,,in.lighting,in.lighting,,,,,,,,,Fraction of lighting types.
Input,yes,yes,string,no,build_existing_model.lighting_interior_use,,in.lighting_interior_use,in.lighting_interior_use,,,,,,,,,Interior lighting usage relative to the national average.
Input,yes,yes,string,no,build_existing_model.lighting_other_use,,in.lighting_other_use,in.lighting_other_use,,,,,,,,,Exterior and garage lighting usage relative to the national average.
Input,yes,yes,string,no,build_existing_model.location_region,,in.as_simulated_location_region,in.as_simulated_location_region,,,,,,,,,Custom ResStock region where the model was simulated.
Input,yes,yes,string,no,build_existing_model.mechanical_ventilation,,in.mechanical_ventilation,in.mechanical_ventilation,,,,,,,,,Mechanical ventilation type and efficiency.
Input,yes,yes,string,no,build_existing_model.metropolitan_and_micropolitan_statistical_area,,in.as_simulated_metropolitan_and_micropolitan_statistical_area,in.as_simulated_metropolitan_and_micropolitan_statistical_area,,,,,,,,,The U.S. Metropolitan Statistical Area (MSA) or Micropolitan Statistical Area (MicroSA) where the model was simulated.
Input,yes,yes,string,no,build_existing_model.misc_extra_refrigerator,,in.misc_extra_refrigerator,in.misc_extra_refrigerator,,,,,,,,,The presence and rated efficiency of the secondary refrigerator.
Input,yes,yes,string,no,build_existing_model.misc_freezer,,in.misc_freezer,in.misc_freezer,,,,,,,,,The presence and rated efficiency of a standalone freezer.
Input,yes,yes,string,no,build_existing_model.misc_gas_fireplace,,in.misc_gas_fireplace,in.misc_gas_fireplace,,,,,,,,,Presence of a gas fireplace.`
Input,yes,yes,string,no,build_existing_model.misc_gas_grill,,in.misc_gas_grill,in.misc_gas_grill,,,,,,,,,Presence of a gas grill.
