Parameter Name	Option Name	Measure Dir	Measure Arg 1	Measure Arg 2	...																								
Location Region	CR02																												
Location Region	CR03																												
Location Region	CR04																												
Location Region	CR05																												
Location Region	CR06																												
Location Region	CR07																												
Location Region	CR08																												
Location Region	CR09																												
Location Region	CR10																												
Location Region	CR11																												
Location Heating Region	H1																												
Location Heating Region	H2																												
Location Heating Region	H3																												
Location Cooling Region	C1																												
Location Cooling Region	C2																												
Location Cooling Region	C3																												
PV	"4.0 kW, South, Roof Pitch"	BuildResidentialHPXML	pv_system_module_type_1=none	pv_system_location_1=roof	pv_system_tracking_1=fixed	pv_system_array_azimuth_1=180	pv_system_array_tilt_1=roofpitch	pv_system_max_power_output_1=4000	pv_system_is_shared_1=false	pv_system_module_type_2=none	pv_system_location_2=roof	pv_system_tracking_2=fixed	pv_system_array_azimuth_2=180	pv_system_array_tilt_2=20	pv_system_max_power_output_2=4000	pv_system_is_shared_2=false													
PV	"4.0 kW, West, Roof Pitch"	BuildResidentialHPXML	pv_system_module_type_1=none	pv_system_location_1=roof	pv_system_tracking_1=fixed	pv_system_array_azimuth_1=180	pv_system_array_tilt_1=roofpitch	pv_system_max_power_output_1=4000	pv_system_is_shared_1=false	pv_system_module_type_2=none	pv_system_location_2=roof	pv_system_tracking_2=fixed	pv_system_array_azimuth_2=180	pv_system_array_tilt_2=20	pv_system_max_power_output_2=4000	pv_system_is_shared_2=false													
PV	"4.0 kW, Back Roof, 10 degrees"	BuildResidentialHPXML	pv_system_module_type_1=none	pv_system_location_1=roof	pv_system_tracking_1=fixed	pv_system_array_azimuth_1=180	pv_system_array_tilt_1=10	pv_system_max_power_output_1=4000	pv_system_is_shared_1=false	pv_system_module_type_2=none	pv_system_location_2=roof	pv_system_tracking_2=fixed	pv_system_array_azimuth_2=180	pv_system_array_tilt_2=20	pv_system_max_power_output_2=4000	pv_system_is_shared_2=false													
PV	"4.0 kW, Back Roof, 70 degrees"	BuildResidentialHPXML	pv_system_module_type_1=none	pv_system_location_1=roof	pv_system_tracking_1=fixed	pv_system_array_azimuth_1=180	pv_system_array_tilt_1=70	pv_system_max_power_output_1=4000	pv_system_is_shared_1=false	pv_system_module_type_2=none	pv_system_location_2=roof	pv_system_tracking_2=fixed	pv_system_array_azimuth_2=180	pv_system_array_tilt_2=20	pv_system_max_power_output_2=4000	pv_system_is_shared_2=false													
PV	"4.0 kW, Back Roof, Latitude - 15 degrees"	BuildResidentialHPXML	pv_system_module_type_1=none	pv_system_location_1=roof	pv_system_tracking_1=fixed	pv_system_array_azimuth_1=180	pv_system_array_tilt_1=latitude-15	pv_system_max_power_output_1=4000	pv_system_is_shared_1=false	pv_system_module_type_2=none	pv_system_location_2=roof	pv_system_tracking_2=fixed	pv_system_array_azimuth_2=180	pv_system_array_tilt_2=20	pv_system_max_power_output_2=4000	pv_system_is_shared_2=false													
PV	"4.0 kW, Back Roof, Latitude + 15 degrees"	BuildResidentialHPXML	pv_system_module_type_1=none	pv_system_location_1=roof	pv_system_tracking_1=fixed	pv_system_array_azimuth_1=180	pv_system_array_tilt_1=latitude+15	pv_system_max_power_output_1=4000	pv_system_is_shared_1=false	pv_system_module_type_2=none	pv_system_location_2=roof	pv_system_tracking_2=fixed	pv_system_array_azimuth_2=180	pv_system_array_tilt_2=20	pv_system_max_power_output_2=4000	pv_system_is_shared_2=false													
Geometry Perimeter Footprint Ratio	0.13																												
Geometry Perimeter Footprint Ratio	0.15																												
Geometry Perimeter Footprint Ratio	0.17																												
Geometry Perimeter Footprint Ratio	0.19																												
Geometry Perimeter Footprint Ratio	0.21																												
AHS Region	"CBSA Atlanta-Sandy Springs-Roswell, GA"																												
AHS Region	"CBSA Boston-Cambridge-Newton, MA-NH"																												
AHS Region	"CBSA Chicago-Naperville-Elgin, IL-IN-WI"																												
AHS Region	"CBSA Dallas-Fort Worth-Arlington, TX"																												
AHS Region	"CBSA Detroit-Warren-Dearborn, MI"																												
AHS Region	"CBSA Houston-The Woodlands-Sugar Land, TX"																												
AHS Region	"CBSA Los Angeles-Long Beach-Anaheim, CA"																												
AHS Region	"CBSA Miami-Fort Lauderdale-West Palm Beach, FL"																												
AHS Region	"CBSA New York-Newark-Jersey City, NY-NJ-PA"																												
AHS Region	"CBSA Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"																												
AHS Region	"CBSA Phoenix-Mesa-Scottsdale, AZ"																												
AHS Region	"CBSA Riverside-San Bernardino-Ontario, CA"																												
AHS Region	"CBSA San Francisco-Oakland-Hayward, CA"																												
AHS Region	"CBSA Seattle-Tacoma-Bellevue, WA"																												
AHS Region	"CBSA Washington-Arlington-Alexandria, DC-VA-MD-WV"																												
AHS Region	Non-CBSA East North Central																												
AHS Region	Non-CBSA East South Central																												
AHS Region	Non-CBSA Middle Atlantic																												
AHS Region	Non-CBSA Mountain																												
AHS Region	Non-CBSA New England																												
AHS Region	Non-CBSA Pacific																												
AHS Region	Non-CBSA South Atlantic																												
AHS Region	Non-CBSA West North Central																												
AHS Region	Non-CBSA West South Central																												
ASHRAE IECC Climate Zone 2004	1A																												
ASHRAE IECC Climate Zone 2004	2A																												
ASHRAE IECC Climate Zone 2004	2B																												
ASHRAE IECC Climate Zone 2004	3A																												
ASHRAE IECC Climate Zone 2004	3B																												
ASHRAE IECC Climate Zone 2004	3C																												
ASHRAE IECC Climate Zone 2004	4A																												
ASHRAE IECC Climate Zone 2004	4B																												
ASHRAE IECC Climate Zone 2004	4C																												
ASHRAE IECC Climate Zone 2004	5A																												
ASHRAE IECC Climate Zone 2004	5B																												
ASHRAE IECC Climate Zone 2004	6A																												
ASHRAE IECC Climate Zone 2004	6B																												
ASHRAE IECC Climate Zone 2004	7A																												
ASHRAE IECC Climate Zone 2004	7B																												
State	AL																												
State	AR																												
State	AZ																												
State	CA																												
State	CO																												
State	CT																												
State	DC																												
State	DE																												
State	FL																												
State	GA																												
State	IA																												
State	ID																												
State	IL																												
State	IN																												
State	KS																												
State	KY																												
State	LA																												
State	MA																												
State	MD																												
State	ME																												
State	MI																												
State	MN																												
State	MO																												
State	MS																												
State	MT																												
State	NC																												
State	ND																												
State	NE																												
State	NH																												
State	NJ																												
State	NM																												
State	NV																												
State	NY																												
State	OH																												
State	OK																												
State	OR																												
State	PA																												
State	RI																												
State	SC																												
State	SD																												
State	TN																												
State	TX																												
State	UT																												
State	VA																												
State	VT																												
State	WA																												
State	WI																												
State	WV																												
State	WY																												
Census Division	East North Central																												
Census Division	East South Central																												
Census Division	Middle Atlantic																												
Census Division	Mountain																												
Census Division	New England																												
Census Division	Pacific																												
Census Division	South Atlantic																												
Census Division	West North Central																												
Census Division	West South Central																												
Census Region	Midwest																												
Census Region	Northeast																												
Census Region	South																												
Census Region	West																												
ISO RTO Region	CAISO																												
ISO RTO Region	ERCOT																												
ISO RTO Region	MISO																												
ISO RTO Region	NEISO																												
ISO RTO Region	None																												
ISO RTO Region	NYISO																												
ISO RTO Region	PJM																												
Building America Climate Zone	Cold																												
Building America Climate Zone	Hot-Dry																												
Building America Climate Zone	Hot-Humid																												
Building America Climate Zone	Marine																												
Building America Climate Zone	Mixed-Dry																												
Building America Climate Zone	Mixed-Humid																												
Building America Climate Zone	Very Cold																												
ISO RTO Region	SPP																												
County	None	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Autauga County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Baldwin County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Barbour County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Bibb County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Blount County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Bullock County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Butler County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Calhoun County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Chambers County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Cherokee County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Chilton County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Choctaw County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Clarke County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Clay County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Cleburne County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Coffee County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Colbert County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Conecuh County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Coosa County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Covington County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Crenshaw County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Cullman County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Dale County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Dallas County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, DeKalb County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Elmore County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Escambia County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Etowah County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Fayette County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Franklin County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Geneva County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Greene County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Hale County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Henry County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Houston County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Jackson County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Jefferson County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Lamar County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Lauderdale County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Lawrence County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Lee County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Limestone County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Lowndes County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Macon County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Madison County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Marengo County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Marion County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Marshall County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Mobile County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Monroe County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Montgomery County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Morgan County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Perry County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Pickens County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Pike County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Randolph County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Russell County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Shelby County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, St. Clair County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Sumter County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Talladega County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Tallapoosa County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Tuscaloosa County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Walker County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Washington County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Wilcox County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AL, Winston County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Arkansas County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Ashley County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Baxter County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Benton County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Boone County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Bradley County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Calhoun County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Carroll County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Chicot County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Clark County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Clay County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Cleburne County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Cleveland County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Columbia County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Conway County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Craighead County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Crawford County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Crittenden County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Cross County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Dallas County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Desha County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Drew County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Faulkner County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Franklin County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Fulton County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Garland County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Grant County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Greene County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Hempstead County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Hot Spring County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Howard County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Independence County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Izard County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Jackson County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Jefferson County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Johnson County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Lafayette County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Lawrence County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Lee County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Lincoln County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Little River County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Logan County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Lonoke County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Madison County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Marion County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Miller County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Mississippi County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Monroe County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Montgomery County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Nevada County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Newton County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Ouachita County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Perry County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Phillips County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Pike County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Poinsett County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Polk County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Pope County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Prairie County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Pulaski County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Randolph County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Saline County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Scott County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Searcy County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Sebastian County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Sevier County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Sharp County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, St. Francis County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Stone County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Union County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Van Buren County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Washington County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, White County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Woodruff County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AR, Yell County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"AZ, Apache County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Cochise County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Coconino County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Gila County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Graham County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Greenlee County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, La Paz County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Maricopa County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Mohave County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Navajo County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Pima County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Pinal County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Santa Cruz County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Yavapai County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"AZ, Yuma County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=false																										
County	"CA, Alameda County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Alpine County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Amador County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Butte County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Calaveras County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Colusa County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Contra Costa County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Del Norte County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, El Dorado County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Fresno County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Glenn County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Humboldt County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Imperial County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Inyo County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Kern County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Kings County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Lake County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Lassen County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Los Angeles County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Madera County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Marin County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Mariposa County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Mendocino County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Merced County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Modoc County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Mono County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Monterey County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Napa County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Nevada County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Orange County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Placer County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Plumas County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Riverside County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Sacramento County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, San Benito County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, San Bernardino County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, San Diego County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, San Francisco County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, San Joaquin County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, San Luis Obispo County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, San Mateo County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Santa Barbara County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Santa Clara County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Santa Cruz County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Shasta County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Sierra County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Siskiyou County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Solano County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Sonoma County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Stanislaus County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Sutter County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Tehama County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Trinity County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Tulare County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Tuolumne County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Ventura County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Yolo County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CA, Yuba County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CO, Adams County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CO, Alamosa County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CO, Arapahoe County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CO, Archuleta County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CO, Baca County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CO, Bent County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CO, Boulder County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
County	"CO, Broomfield County"	BuildResidentialHPXML	simulation_control_daylight_saving_enabled=true																										
