Hour of the year,Hour of the day,Day of the year,Month,AZNMc,CAMXc,ERCTc,FRCCc,MROEc,MROWc,NEWEc,NWPPc,NYSTc,RFCEc,RFCMc,RFCWc,RMPAc,SPNOc,SPSOc,SRMVc,SRMWc,SRSOc,SRTVc,SRVCc
14,14,1,1,289.2056894,174.7407745,330.0815439,362.8024575,339.9251813,275.0158811,271.7329406,284.7762683,151.4182427,312.5753299,342.1934855,345.3957324,285.8716662,276.9822513,266.810701,325.742701,306.0599078,391.602287,349.360997,356.3557313
15,15,1,1,301.3404336,179.9084552,325.5979974,363.5766116,382.3694558,294.8260632,290.0935767,286.8083737,168.4415063,348.3257117,345.5755986,362.5615132,301.4870221,293.7107362,272.8129814,325.8356466,344.294587,396.843787,368.8873402,363.3613215
16,16,1,1,320.5866303,185.5248669,333.6602887,366.0038461,444.493139,417.6021809,311.5100924,293.7334106,202.4155856,447.8519551,368.1923457,432.0524296,301.8083672,390.111949,312.6522949,377.9100083,424.8067339,399.8282394,405.3810775,384.5034424
17,17,1,1,327.6752843,184.1737318,398.4136586,387.9968655,451.8487845,459.2810556,320.1619338,296.914831,205.0588738,466.6080992,383.9554939,480.9662195,300.5200708,464.7559205,392.353285,404.9392914,456.1582629,428.496151,405.6363299,388.7417751
18,18,1,1,329.4535052,179.2946158,394.3726354,395.4036737,454.5767151,467.3802969,319.6772209,296.6903408,204.3283127,471.975964,386.1644555,487.1257517,298.9851982,472.6624047,393.9663898,406.0951068,458.288567,445.1352474,405.7228882,392.6615097
19,19,1,1,328.1824616,180.1262891,391.6617946,394.9767014,452.121408,466.572363,315.8362337,295.9214998,202.6862294,472.7034089,387.2867087,487.5315564,296.0675494,473.1202134,390.9605374,404.6733389,452.197568,445.6006059,406.2312499,392.5194356
20,20,1,1,330.03769,180.8079885,393.774996,393.4160314,449.622617,471.6916669,312.293551,295.4901162,200.9388017,469.001311,383.2628944,482.4641259,295.139997,487.2922304,389.7674257,406.0579102,455.2839853,442.8449466,408.5913881,392.3176446
21,21,1,1,329.731547,184.8184354,407.4930068,395.0273334,449.2039166,471.385849,310.113917,295.5289393,202.0366703,462.8667405,377.607257,476.0773843,294.4685186,495.5396143,401.9951283,412.637074,453.1752016,437.3215533,413.3237748,392.4537098
22,22,1,1,331.671524,190.8963575,421.9058759,405.8262483,455.6921776,482.4872386,305.4683053,293.0679431,202.3048624,439.5253121,376.3738651,465.5107777,300.3281533,494.0500379,403.7188348,422.0826483,458.298312,455.5625718,424.676617,391.0653177
23,23,1,1,329.0739726,193.9255056,428.2081665,407.1775144,459.5182463,481.9057525,302.0905838,292.5464304,195.1481627,428.027062,380.6606835,465.8802654,296.9270826,498.1062295,407.6828148,428.0774042,466.4933283,482.3787226,432.1415041,405.6279918
24,0,2,1,327.3568136,193.0832455,423.9932251,415.5640123,458.814699,478.7784609,299.4021275,290.8881277,193.8357048,432.8500784,385.1047932,466.5433637,309.3977449,496.7802295,397.9077558,427.7795236,469.8238397,492.6472732,433.9092293,413.0995142
25,1,2,1,325.362336,188.8557489,424.8376305,427.0355623,466.3973813,487.5712622,300.9750203,289.2694842,194.9801029,435.6680018,388.3560551,469.1162806,308.4255121,500.2996008,397.2663453,429.8114178,472.7143011,489.5049411,434.16475,410.2346616
26,2,2,1,324.7854431,186.8222685,427.0623349,432.4398796,463.5734532,485.0020828,299.2432465,289.0704441,195.3852811,436.5880198,393.2310093,471.7688765,300.6127577,502.6276408,401.5001832,430.8339479,472.8556777,490.1946914,434.7100071,411.9658731
27,3,2,1,324.2932923,184.5207865,424.6344498,429.8201516,461.6652726,486.8493299,299.0540415,289.0633542,196.5015692,438.3095677,390.3322233,471.5834711,296.2888903,504.1201265,400.3973148,425.3777758,469.5353831,492.1393659,427.787615,413.2209506
28,4,2,1,322.4123623,184.7713594,405.3677763,426.304923,458.3063512,474.4838765,297.8486896,289.3666995,192.2650236,443.9086096,384.8491034,469.4197197,295.5847521,493.2277048,385.4306054,414.5312792,463.9955572,486.5911358,419.6747373,406.8050496
29,5,2,1,324.6452965,181.3658162,400.5442768,410.1664105,459.8211242,459.0456797,298.0313023,291.7202043,188.4348573,453.4206389,379.5335015,477.386852,292.9441748,468.9301807,369.1631772,403.1941853,451.2638753,474.6576722,413.5401636,392.6550557
30,6,2,1,323.4081067,182.0828956,400.2893757,409.2659826,456.3944315,457.4147356,303.2383943,292.7788485,188.4714501,469.9576337,381.3296659,482.5255417,288.5400496,469.1224492,375.1593348,407.5541699,454.4837974,459.9954731,413.8438023,400.5375255
31,7,2,1,316.5841939,178.2974546,383.2553887,391.1634912,405.8243326,423.0301649,296.1635385,287.4835758,183.5061843,437.965738,386.60033,478.1779678,272.8233897,427.8536881,351.4993581,371.6601821,391.4289768,450.5512386,379.4778532,402.1812644
32,8,2,1,303.5771626,165.1914374,333.0612036,364.3778104,349.9009928,297.5840046,274.8504605,282.5873364,162.4082073,372.0924289,367.1886984,409.3159839,266.1923373,310.7215855,286.2757329,345.2334681,323.5855392,423.7222057,360.0659195,378.3293884
33,9,2,1,291.0680047,172.1558524,332.2388797,357.352556,342.0339543,282.3566523,269.9193982,283.9970934,152.7929007,343.0597314,347.2512514,371.0049717,276.4543766,288.8822953,269.9882201,327.815069,306.7423949,399.062588,351.3357569,365.735541
34,10,2,1,290.5717983,172.9261362,330.1850988,359.511142,337.0844364,280.6995919,271.0719889,284.0238855,153.6699202,328.7980752,344.9135923,355.3631198,276.0887899,286.218123,265.3768027,322.2144478,301.4084318,386.1791383,350.4976653,360.7413518
35,11,2,1,293.4893891,170.6627441,328.5899211,362.115608,333.4826443,278.7426277,268.0731481,283.0708803,151.5928542,320.0440474,344.4884904,348.5366974,280.2045598,283.9858268,265.5468983,322.7428654,298.2107525,384.1514003,346.5770928,357.1992575
36,12,2,1,291.7468655,171.6254264,322.2481323,362.9733632,329.832933,276.1354664,266.3961365,283.9862075,149.9137463,313.0483974,341.3644649,343.8485628,279.4235953,285.784044,264.694606,320.7473836,298.8111319,386.9568934,346.4506074,356.4531076
37,13,2,1,291.0762327,170.9922157,332.2470254,360.1023799,332.0246085,273.3146542,267.6983519,283.1825442,150.7740694,311.224091,344.165373,343.2455307,278.6957928,286.6658155,265.8114306,321.7213275,298.1791096,384.0630722,345.5922298,356.3498033
38,14,2,1,289.2056894,174.7407745,330.0815439,362.8024575,339.9251813,275.0158811,271.7329406,284.7762683,151.4182427,312.5753299,342.1934855,345.3957324,285.8716662,276.9822513,266.810701,325.742701,306.0599078,391.602287,349.360997,356.3557313
39,15,2,1,301.3404336,179.9084552,325.5979974,363.5766116,382.3694558,294.8260632,290.0935767,286.8083737,168.4415063,348.3257117,345.5755986,362.5615132,301.4870221,293.7107362,272.8129814,325.8356466,344.294587,396.843787,368.8873402,363.3613215
40,16,2,1,320.5866303,185.5248669,333.6602887,366.0038461,444.493139,417.6021809,311.5100924,293.7334106,202.4155856,447.8519551,368.1923457,432.0524296,301.8083672,390.111949,312.6522949,377.9100083,424.8067339,399.8282394,405.3810775,384.5034424
41,17,2,1,327.6752843,184.1737318,398.4136586,387.9968655,451.8487845,459.2810556,320.1619338,296.914831,205.0588738,466.6080992,383.9554939,480.9662195,300.5200708,464.7559205,392.353285,404.9392914,456.1582629,428.496151,405.6363299,388.7417751
42,18,2,1,329.4535052,179.2946158,394.3726354,395.4036737,454.5767151,467.3802969,319.6772209,296.6903408,204.3283127,471.975964,386.1644555,487.1257517,298.9851982,472.6624047,393.9663898,406.0951068,458.288567,445.1352474,405.7228882,392.6615097
43,19,2,1,328.1824616,180.1262891,391.6617946,394.9767014,452.121408,466.572363,315.8362337,295.9214998,202.6862294,472.7034089,387.2867087,487.5315564,296.0675494,473.1202134,390.9605374,404.6733389,452.197568,445.6006059,406.2312499,392.5194356
44,20,2,1,330.03769,180.8079885,393.774996,393.4160314,449.622617,471.6916669,312.293551,295.4901162,200.9388017,469.001311,383.2628944,482.4641259,295.139997,487.2922304,389.7674257,406.0579102,455.2839853,442.8449466,408.5913881,392.3176446
45,21,2,1,329.731547,184.8184354,407.4930068,395.0273334,449.2039166,471.385849,310.113917,295.5289393,202.0366703,462.8667405,377.607257,476.0773843,294.4685186,495.5396143,401.9951283,412.637074,453.1752016,437.3215533,413.3237748,392.4537098
46,22,2,1,331.671524,190.8963575,421.9058759,405.8262483,455.6921776,482.4872386,305.4683053,293.0679431,202.3048624,439.5253121,376.3738651,465.5107777,300.3281533,494.0500379,403.7188348,422.0826483,458.298312,455.5625718,424.676617,391.0653177
47,23,2,1,329.0739726,193.9255056,428.2081665,407.1775144,459.5182463,481.9057525,302.0905838,292.5464304,195.1481627,428.027062,380.6606835,465.8802654,296.9270826,498.1062295,407.6828148,428.0774042,466.4933283,482.3787226,432.1415041,405.6279918
48,0,3,1,327.3568136,193.0832455,423.9932251,415.5640123,458.814699,478.7784609,299.4021275,290.8881277,193.8357048,432.8500784,385.1047932,466.5433637,309.3977449,496.7802295,397.9077558,427.7795236,469.8238397,492.6472732,433.9092293,413.0995142
49,1,3,1,325.362336,188.8557489,424.8376305,427.0355623,466.3973813,487.5712622,300.9750203,289.2694842,194.9801029,435.6680018,388.3560551,469.1162806,308.4255121,500.2996008,397.2663453,429.8114178,472.7143011,489.5049411,434.16475,410.2346616
50,2,3,1,324.7854431,186.8222685,427.0623349,432.4398796,463.5734532,485.0020828,299.2432465,289.0704441,195.3852811,436.5880198,393.2310093,471.7688765,300.6127577,502.6276408,401.5001832,430.8339479,472.8556777,490.1946914,434.7100071,411.9658731
51,3,3,1,324.2932923,184.5207865,424.6344498,429.8201516,461.6652726,486.8493299,299.0540415,289.0633542,196.5015692,438.3095677,390.3322233,471.5834711,296.2888903,504.1201265,400.3973148,425.3777758,469.5353831,492.1393659,427.787615,413.2209506
52,4,3,1,322.4123623,184.7713594,405.3677763,426.304923,458.3063512,474.4838765,297.8486896,289.3666995,192.2650236,443.9086096,384.8491034,469.4197197,295.5847521,493.2277048,385.4306054,414.5312792,463.9955572,486.5911358,419.6747373,406.8050496
53,5,3,1,324.6452965,181.3658162,400.5442768,410.1664105,459.8211242,459.0456797,298.0313023,291.7202043,188.4348573,453.4206389,379.5335015,477.386852,292.9441748,468.9301807,369.1631772,403.1941853,451.2638753,474.6576722,413.5401636,392.6550557
54,6,3,1,323.4081067,182.0828956,400.2893757,409.2659826,456.3944315,457.4147356,303.2383943,292.7788485,188.4714501,469.9576337,381.3296659,482.5255417,288.5400496,469.1224492,375.1593348,407.5541699,454.4837974,459.9954731,413.8438023,400.5375255
55,7,3,1,316.5841939,178.2974546,383.2553887,391.1634912,405.8243326,423.0301649,296.1635385,287.4835758,183.5061843,437.965738,386.60033,478.1779678,272.8233897,427.8536881,351.4993581,371.6601821,391.4289768,450.5512386,379.4778532,402.1812644
56,8,3,1,303.5771626,165.1914374,333.0612036,364.3778104,349.9009928,297.5840046,274.8504605,282.5873364,162.4082073,372.0924289,367.1886984,409.3159839,266.1923373,310.7215855,286.2757329,345.2334681,323.5855392,423.7222057,360.0659195,378.3293884
57,9,3,1,291.0680047,172.1558524,332.2388797,357.352556,342.0339543,282.3566523,269.9193982,283.9970934,152.7929007,343.0597314,347.2512514,371.0049717,276.4543766,288.8822953,269.9882201,327.815069,306.7423949,399.062588,351.3357569,365.735541
58,10,3,1,290.5717983,172.9261362,330.1850988,359.511142,337.0844364,280.6995919,271.0719889,284.0238855,153.6699202,328.7980752,344.9135923,355.3631198,276.0887899,286.218123,265.3768027,322.2144478,301.4084318,386.1791383,350.4976653,360.7413518
59,11,3,1,293.4893891,170.6627441,328.5899211,362.115608,333.4826443,278.7426277,268.0731481,283.0708803,151.5928542,320.0440474,344.4884904,348.5366974,280.2045598,283.9858268,265.5468983,322.7428654,298.2107525,384.1514003,346.5770928,357.1992575
60,12,3,1,291.7468655,171.6254264,322.2481323,362.9733632,329.832933,276.1354664,266.3961365,283.9862075,149.9137463,313.0483974,341.3644649,343.8485628,279.4235953,285.784044,264.694606,320.7473836,298.8111319,386.9568934,346.4506074,356.4531076
61,13,3,1,291.0762327,170.9922157,332.2470254,360.1023799,332.0246085,273.3146542,267.6983519,283.1825442,150.7740694,311.224091,344.165373,343.2455307,278.6957928,286.6658155,265.8114306,321.7213275,298.1791096,384.0630722,345.5922298,356.3498033
62,14,3,1,289.2056894,174.7407745,330.0815439,362.8024575,339.9251813,275.0158811,271.7329406,284.7762683,151.4182427,312.5753299,342.1934855,345.3957324,285.8716662,276.9822513,266.810701,325.742701,306.0599078,391.602287,349.360997,356.3557313
63,15,3,1,301.3404336,179.9084552,325.5979974,363.5766116,382.3694558,294.8260632,290.0935767,286.8083737,168.4415063,348.3257117,345.5755986,362.5615132,301.4870221,293.7107362,272.8129814,325.8356466,344.294587,396.843787,368.8873402,363.3613215
64,16,3,1,320.5866303,185.5248669,333.6602887,366.0038461,444.493139,417.6021809,311.5100924,293.7334106,202.4155856,447.8519551,368.1923457,432.0524296,301.8083672,390.111949,312.6522949,377.9100083,424.8067339,399.8282394,405.3810775,384.5034424
65,17,3,1,327.6752843,184.1737318,398.4136586,387.9968655,451.8487845,459.2810556,320.1619338,296.914831,205.0588738,466.6080992,383.9554939,480.9662195,300.5200708,464.7559205,392.353285,404.9392914,456.1582629,428.496151,405.6363299,388.7417751
66,18,3,1,329.4535052,179.2946158,394.3726354,395.4036737,454.5767151,467.3802969,319.6772209,296.6903408,204.3283127,471.975964,386.1644555,487.1257517,298.9851982,472.6624047,393.9663898,406.0951068,458.288567,445.1352474,405.7228882,392.6615097
67,19,3,1,328.1824616,180.1262891,391.6617946,394.9767014,452.121408,466.572363,315.8362337,295.9214998,202.6862294,472.7034089,387.2867087,487.5315564,296.0675494,473.1202134,390.9605374,404.6733389,452.197568,445.6006059,406.2312499,392.5194356
68,20,3,1,330.03769,180.8079885,393.774996,393.4160314,449.622617,471.6916669,312.293551,295.4901162,200.9388017,469.001311,383.2628944,482.4641259,295.139997,487.2922304,389.7674257,406.0579102,455.2839853,442.8449466,408.5913881,392.3176446
69,21,3,1,329.731547,184.8184354,407.4930068,395.0273334,449.2039166,471.385849,310.113917,295.5289393,202.0366703,462.8667405,377.607257,476.0773843,294.4685186,495.5396143,401.9951283,412.637074,453.1752016,437.3215533,413.3237748,392.4537098
70,22,3,1,331.671524,190.8963575,421.9058759,405.8262483,455.6921776,482.4872386,305.4683053,293.0679431,202.3048624,439.5253121,376.3738651,465.5107777,300.3281533,494.0500379,403.7188348,422.0826483,458.298312,455.5625718,424.676617,391.0653177
71,23,3,1,329.0739726,193.9255056,428.2081665,407.1775144,459.5182463,481.9057525,302.0905838,292.5464304,195.1481627,428.027062,380.6606835,465.8802654,296.9270826,498.1062295,407.6828148,428.0774042,466.4933283,482.3787226,432.1415041,405.6279918
72,0,4,1,327.3568136,193.0832455,423.9932251,415.5640123,458.814699,478.7784609,299.4021275,290.8881277,193.8357048,432.8500784,385.1047932,466.5433637,309.3977449,496.7802295,397.9077558,427.7795236,469.8238397,492.6472732,433.9092293,413.0995142
73,1,4,1,325.362336,188.8557489,424.8376305,427.0355623,466.3973813,487.5712622,300.9750203,289.2694842,194.9801029,435.6680018,388.3560551,469.1162806,308.4255121,500.2996008,397.2663453,429.8114178,472.7143011,489.5049411,434.16475,410.2346616
74,2,4,1,324.7854431,186.8222685,427.0623349,432.4398796,463.5734532,485.0020828,299.2432465,289.0704441,195.3852811,436.5880198,393.2310093,471.7688765,300.6127577,502.6276408,401.5001832,430.8339479,472.8556777,490.1946914,434.7100071,411.9658731
75,3,4,1,324.2932923,184.5207865,424.6344498,429.8201516,461.6652726,486.8493299,299.0540415,289.0633542,196.5015692,438.3095677,390.3322233,471.5834711,296.2888903,504.1201265,400.3973148,425.3777758,469.5353831,492.1393659,427.787615,413.2209506
76,4,4,1,322.4123623,184.7713594,405.3677763,426.304923,458.3063512,474.4838765,297.8486896,289.3666995,192.2650236,443.9086096,384.8491034,469.4197197,295.5847521,493.2277048,385.4306054,414.5312792,463.9955572,486.5911358,419.6747373,406.8050496
77,5,4,1,324.6452965,181.3658162,400.5442768,410.1664105,459.8211242,459.0456797,298.0313023,291.7202043,188.4348573,453.4206389,379.5335015,477.386852,292.9441748,468.9301807,369.1631772,403.1941853,451.2638753,474.6576722,413.5401636,392.6550557
78,6,4,1,323.4081067,182.0828956,400.2893757,409.2659826,456.3944315,457.4147356,303.2383943,292.7788485,188.4714501,469.9576337,381.3296659,482.5255417,288.5400496,469.1224492,375.1593348,407.5541699,454.4837974,459.9954731,413.8438023,400.5375255
79,7,4,1,316.5841939,178.2974546,383.2553887,391.1634912,405.8243326,423.0301649,296.1635385,287.4835758,183.5061843,437.965738,386.60033,478.1779678,272.8233897,427.8536881,351.4993581,371.6601821,391.4289768,450.5512386,379.4778532,402.1812644
80,8,4,1,303.5771626,165.1914374,333.0612036,364.3778104,349.9009928,297.5840046,274.8504605,282.5873364,162.4082073,372.0924289,367.1886984,409.3159839,266.1923373,310.7215855,286.2757329,345.2334681,323.5855392,423.7222057,360.0659195,378.3293884
81,9,4,1,291.0680047,172.1558524,332.2388797,357.352556,342.0339543,282.3566523,269.9193982,283.9970934,152.7929007,343.0597314,347.2512514,371.0049717,276.4543766,288.8822953,269.9882201,327.815069,306.7423949,399.062588,351.3357569,365.735541
82,10,4,1,290.5717983,172.9261362,330.1850988,359.511142,337.0844364,280.6995919,271.0719889,284.0238855,153.6699202,328.7980752,344.9135923,355.3631198,276.0887899,286.218123,265.3768027,322.2144478,301.4084318,386.1791383,350.4976653,360.7413518
83,11,4,1,293.4893891,170.6627441,328.5899211,362.115608,333.4826443,278.7426277,268.0731481,283.0708803,151.5928542,320.0440474,344.4884904,348.5366974,280.2045598,283.9858268,265.5468983,322.7428654,298.2107525,384.1514003,346.5770928,357.1992575
84,12,4,1,291.7468655,171.6254264,322.2481323,362.9733632,329.832933,276.1354664,266.3961365,283.9862075,149.9137463,313.0483974,341.3644649,343.8485628,279.4235953,285.784044,264.694606,320.7473836,298.8111319,386.9568934,346.4506074,356.4531076
85,13,4,1,291.0762327,170.9922157,332.2470254,360.1023799,332.0246085,273.3146542,267.6983519,283.1825442,150.7740694,311.224091,344.165373,343.2455307,278.6957928,286.6658155,265.8114306,321.7213275,298.1791096,384.0630722,345.5922298,356.3498033
86,14,4,1,289.2056894,174.7407745,330.0815439,362.8024575,339.9251813,275.0158811,271.7329406,284.7762683,151.4182427,312.5753299,342.1934855,345.3957324,285.8716662,276.9822513,266.810701,325.742701,306.0599078,391.602287,349.360997,356.3557313
87,15,4,1,301.3404336,179.9084552,325.5979974,363.5766116,382.3694558,294.8260632,290.0935767,286.8083737,168.4415063,348.3257117,345.5755986,362.5615132,301.4870221,293.7107362,272.8129814,325.8356466,344.294587,396.843787,368.8873402,363.3613215
88,16,4,1,320.5866303,185.5248669,333.6602887,366.0038461,444.493139,417.6021809,311.5100924,293.7334106,202.4155856,447.8519551,368.1923457,432.0524296,301.8083672,390.111949,312.6522949,377.9100083,424.8067339,399.8282394,405.3810775,384.5034424
89,17,4,1,327.6752843,184.1737318,398.4136586,387.9968655,451.8487845,459.2810556,320.1619338,296.914831,205.0588738,466.6080992,383.9554939,480.9662195,300.5200708,464.7559205,392.353285,404.9392914,456.1582629,428.496151,405.6363299,388.7417751
90,18,4,1,329.4535052,179.2946158,394.3726354,395.4036737,454.5767151,467.3802969,319.6772209,296.6903408,204.3283127,471.975964,386.1644555,487.1257517,298.9851982,472.6624047,393.9663898,406.0951068,458.288567,445.1352474,405.7228882,392.6615097
91,19,4,1,328.1824616,180.1262891,391.6617946,394.9767014,452.121408,466.572363,315.8362337,295.9214998,202.6862294,472.7034089,387.2867087,487.5315564,296.0675494,473.1202134,390.9605374,404.6733389,452.197568,445.6006059,406.2312499,392.5194356
92,20,4,1,330.03769,180.8079885,393.774996,393.4160314,449.622617,471.6916669,312.293551,295.4901162,200.9388017,469.001311,383.2628944,482.4641259,295.139997,487.2922304,389.7674257,406.0579102,455.2839853,442.8449466,408.5913881,392.3176446
93,21,4,1,329.731547,184.8184354,407.4930068,395.0273334,449.2039166,471.385849,310.113917,295.5289393,202.0366703,462.8667405,377.607257,476.0773843,294.4685186,495.5396143,401.9951283,412.637074,453.1752016,437.3215533,413.3237748,392.4537098
94,22,4,1,331.671524,190.8963575,421.9058759,405.8262483,455.6921776,482.4872386,305.4683053,293.0679431,202.3048624,439.5253121,376.3738651,465.5107777,300.3281533,494.0500379,403.7188348,422.0826483,458.298312,455.5625718,424.676617,391.0653177
95,23,4,1,329.0739726,193.9255056,428.2081665,407.1775144,459.5182463,481.9057525,302.0905838,292.5464304,195.1481627,428.027062,380.6606835,465.8802654,296.9270826,498.1062295,407.6828148,428.0774042,466.4933283,482.3787226,432.1415041,405.6279918
96,0,5,1,327.3568136,193.0832455,423.9932251,415.5640123,458.814699,478.7784609,299.4021275,290.8881277,193.8357048,432.8500784,385.1047932,466.5433637,309.3977449,496.7802295,397.9077558,427.7795236,469.8238397,492.6472732,433.9092293,413.0995142
97,1,5,1,325.362336,188.8557489,424.8376305,427.0355623,466.3973813,487.5712622,300.9750203,289.2694842,194.9801029,435.6680018,388.3560551,469.1162806,308.4255121,500.2996008,397.2663453,429.8114178,472.7143011,489.5049411,434.16475,410.2346616
98,2,5,1,324.7854431,186.8222685,427.0623349,432.4398796,463.5734532,485.0020828,299.2432465,289.0704441,195.3852811,436.5880198,393.2310093,471.7688765,300.6127577,502.6276408,401.5001832,430.8339479,472.8556777,490.1946914,434.7100071,411.9658731
99,3,5,1,324.2932923,184.5207865,424.6344498,429.8201516,461.6652726,486.8493299,299.0540415,289.0633542,196.5015692,438.3095677,390.3322233,471.5834711,296.2888903,504.1201265,400.3973148,425.3777758,469.5353831,492.1393659,427.787615,413.2209506
100,4,5,1,322.4123623,184.7713594,405.3677763,426.304923,458.3063512,474.4838765,297.8486896,289.3666995,192.2650236,443.9086096,384.8491034,469.4197197,295.5847521,493.2277048,385.4306054,414.5312792,463.9955572,486.5911358,419.6747373,406.8050496
101,5,5,1,324.6452965,181.3658162,400.5442768,410.1664105,459.8211242,459.0456797,298.0313023,291.7202043,188.4348573,453.4206389,379.5335015,477.386852,292.9441748,468.9301807,369.1631772,403.1941853,451.2638753,474.6576722,413.5401636,392.6550557
102,6,5,1,323.4081067,182.0828956,400.2893757,409.2659826,456.3944315,457.4147356,303.2383943,292.7788485,188.4714501,469.9576337,381.3296659,482.5255417,288.5400496,469.1224492,375.1593348,407.5541699,454.4837974,459.9954731,413.8438023,400.5375255
103,7,5,1,316.5841939,178.2974546,383.2553887,391.1634912,405.8243326,423.0301649,296.1635385,287.4835758,183.5061843,437.965738,386.60033,478.1779678,272.8233897,427.8536881,351.4993581,371.6601821,391.4289768,450.5512386,379.4778532,402.1812644
104,8,5,1,303.5771626,165.1914374,333.0612036,364.3778104,349.9009928,297.5840046,274.8504605,282.5873364,162.4082073,372.0924289,367.1886984,409.3159839,266.1923373,310.7215855,286.2757329,345.2334681,323.5855392,423.7222057,360.0659195,378.3293884
105,9,5,1,291.0680047,172.1558524,332.2388797,357.352556,342.0339543,282.3566523,269.9193982,283.9970934,152.7929007,343.0597314,347.2512514,371.0049717,276.4543766,288.8822953,269.9882201,327.815069,306.7423949,399.062588,351.3357569,365.735541
106,10,5,1,290.5717983,172.9261362,330.1850988,359.511142,337.0844364,280.6995919,271.0719889,284.0238855,153.6699202,328.7980752,344.9135923,355.3631198,276.0887899,286.218123,265.3768027,322.2144478,301.4084318,386.1791383,350.4976653,360.7413518
107,11,5,1,293.4893891,170.6627441,328.5899211,362.115608,333.4826443,278.7426277,268.0731481,283.0708803,151.5928542,320.0440474,344.4884904,348.5366974,280.2045598,283.9858268,265.5468983,322.7428654,298.2107525,384.1514003,346.5770928,357.1992575
