"id","filename","station_name","state","country","wx_type","usafn","latitude","longitude","time_diff","elevation"
39,"USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw","Montgomery Dannelly Field","AL","USA","TMY3",722260,"32.3","-86.4","-6","62"
40,"USA_OH_Toledo.Express.AP.725360_TMY3.epw","Toledo Express Airport","OH","USA","TMY3",725360,"41.58","-83.8","-5","204"
41,"USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw","Cleveland Hopkins Intl Ap","OH","USA","TMY3",725240,"41.4","-81.85","-5","235"
42,"USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw","Baltimore Blt Washngtn IntL","MD","USA","TMY3",724060,"39.17","-76.68","-5","45"
43,"USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw","Worchester Regional Arpt","MA","USA","TMY3",725095,"42.27","-71.88","-5","300"
44,"USA_CA_Barstow.Daggett.AP.723815_TMY3.epw","Daggett Barstow Daggett Ap","CA","USA","TMY3",723815,"34.85","-116.8","-8","586"
45,"USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw","Cincinnati Northern Ky Ap","KY","USA","TMY3",724210,"39.05","-84.67","-5","265"
46,"USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw","Boston Logan IntL Arpt","MA","USA","TMY3",725090,"42.37","-71.02","-5","6"
47,"USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw","Chattanooga Lovell Field Ap","TN","USA","TMY3",723240,"35.03","-85.2","-5","204"
48,"USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw","Allentown Lehigh Valley Intl","PA","USA","TMY3",725170,"40.65","-75.45","-5","119"
49,"USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw","Greensboro Piedmont Triad Int","NC","USA","TMY3",723170,"36.1","-79.95","-5","273"
50,"USA_FL_Miami.Intl.AP.722020_TMY3.epw","Miami Intl Ap","FL","USA","TMY3",722020,"25.82","-80.3","-5","11"
51,"USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw","Dallas Fort Worth Intl Ap","TX","USA","TMY3",722590,"32.9","-97.02","-6","171"
52,"USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw","Port Arthur Jefferson County","TX","USA","TMY3",722410,"29.95","-94.02","-6","5"
53,"USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw","Providence T F Green State Ar","RI","USA","TMY3",725070,"41.72","-71.43","-5","16"
56,"USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw","Fort Smith Regional Ap","AR","USA","TMY3",723440,"35.33","-94.37","-6","137"
59,"USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw","Fort Wayne Intl Ap","IN","USA","TMY3",725330,"41","-85.2","-5","241"
61,"USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw","Omaha Eppley Airfield","NE","USA","TMY3",725500,"41.32","-95.9","-6","299"
66,"USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw","Mansfield Lahm Municipal Arpt","OH","USA","TMY3",725246,"40.82","-82.52","-5","395"
69,"USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw","Hartford Bradley Intl Ap","CT","USA","TMY3",725080,"41.93","-72.68","-5","49"
71,"USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw","Greer GreenvL Spartanbrg Ap","SC","USA","TMY3",723120,"34.9","-82.22","-5","292"
74,"USA_OR_Salem-McNary.Field.726940_TMY3.epw","Salem Mcnary Field","OR","USA","TMY3",726940,"44.9","-123","-8","60"
77,"USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw","Charlotte Douglas Intl Arpt","NC","USA","TMY3",723140,"35.22","-80.95","-5","222"
79,"USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw","Dodge City Regional Ap","KS","USA","TMY3",724510,"37.77","-99.97","-6","785"
82,"USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw","Wilmington New Castle Cnty Ap","DE","USA","TMY3",724089,"39.67","-75.6","-5","23"
85,"USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw","Peoria Greater Peoria Ap","IL","USA","TMY3",725320,"40.67","-89.68","-6","199"
87,"USA_IL_Springfield-Capital.AP.724390_TMY3.epw","Springfield Capital Ap","IL","USA","TMY3",724390,"39.85","-89.68","-6","179"
90,"USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw","Bristol Tri City Airport","TN","USA","TMY3",723183,"36.47","-82.4","-5","457"
92,"USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw","Mobile Regional Ap","AL","USA","TMY3",722230,"30.68","-88.25","-6","66"
94,"USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw","New York J F Kennedy IntL Ar","NY","USA","TMY3",744860,"40.65","-73.8","-5","5"
97,"USA_NC_Wilmington.Intl.AP.723013_TMY3.epw","Wilmington International Arpt","NC","USA","TMY3",723013,"34.27","-77.9","-5","9"
100,"USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw","Austin Mueller Municipal Ap  U","TX","USA","TMY3",722540,"30.29","-97.74","-6","213"
103,"USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw","Daytona Beach Intl Ap","FL","USA","TMY3",722056,"29.18","-81.07","-5","9"
106,"USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw","Raleigh Durham International","NC","USA","TMY3",723060,"35.87","-78.78","-5","127"
109,"USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw","Des Moines Intl Ap","IA","USA","TMY3",725460,"41.53","-93.67","-6","292"
112,"USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw","Cedar City Municipal Ap","UT","USA","TMY3",724755,"37.7","-113.1","-7","1703"
115,"USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw","Brownsville S Padre Isl Intl","TX","USA","TMY3",722500,"25.9","-97.43","-6","6"
118,"USA_IA_Mason.City.Muni.AP.725485_TMY3.epw","Mason City Municipal Arpt","IA","USA","TMY3",725485,"43.15","-93.33","-6","364"
121,"USA_ID_Pocatello.Muni.AP.725780_TMY3.epw","Pocatello Regional Ap","ID","USA","TMY3",725780,"42.92","-112.57","-7","1353"
123,"USA_CO_Pueblo.Mem.AP.724640_TMY3.epw","Pueblo Memorial Ap","CO","USA","TMY3",724640,"38.28","-104.5","-7","1428"
126,"USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw","Madison Dane Co Regional Arpt","WI","USA","TMY3",726410,"43.13","-89.33","-6","262"
54,"USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw","Columbia Regional Airport","MO","USA","TMY3",724450,"38.82","-92.22","-6","272"
57,"USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw","Topeka Municipal Ap","KS","USA","TMY3",724560,"39.07","-95.63","-6","269"
60,"USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw","Youngstown Regional Airport","OH","USA","TMY3",725250,"41.25","-80.67","-5","360"
62,"USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw","Springfield Regional Arpt","MO","USA","TMY3",724400,"37.23","-93.38","-6","384"
64,"USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw","Philadelphia International Ap","PA","USA","TMY3",724080,"39.87","-75.23","-5","2"
67,"USA_AZ_Tucson.Intl.AP.722740_TMY3.epw","Tucson International Ap","AZ","USA","TMY3",722740,"32.13","-110.95","-7","777"
70,"USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw","Huntington Tri State Arpt","WV","USA","TMY3",724250,"38.38","-82.55","-5","253"
73,"USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw","Flint Bishop Intl Arpt","MI","USA","TMY3",726370,"42.97","-83.75","-5","234"
76,"USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw","South Bend Michiana Rgnl Ap","IN","USA","TMY3",725350,"41.7","-86.33","-5","236"
83,"USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw","Bridgeport Sikorsky Memorial","CT","USA","TMY3",725040,"41.18","-73.15","-5","3"
86,"USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw","Akron Akron Canton Reg Ap","OH","USA","TMY3",725210,"40.92","-81.43","-5","368"
89,"USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw","Sioux Falls Foss Field","SD","USA","TMY3",726510,"43.58","-96.75","-6","433"
93,"USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw","Santa Maria Public Arpt","CA","USA","TMY3",723940,"34.92","-120.47","-8","77"
95,"USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw","Lufkin Angelina Co","TX","USA","TMY3",722446,"31.23","-94.75","-6","86"
99,"USA_NY_Albany.County.AP.725180_TMY3.epw","Albany County Ap","NY","USA","TMY3",725180,"42.75","-73.8","-5","84"
102,"USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw","Rock Springs Arpt  Green River","WY","USA","TMY3",725744,"41.46","-109.44","-7","1000"
105,"USA_TX_Midland.Intl.AP.722650_TMY3.epw","Midland International Ap","TX","USA","TMY3",722650,"31.95","-102.18","-6","872"
108,"USA_ME_Portland.Intl.Jetport.726060_TMY3.epw","Portland Intl Jetport","ME","USA","TMY3",726060,"43.65","-70.3","-5","14"
111,"USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw","Buffalo Niagara Intl Ap","NY","USA","TMY3",725280,"42.93","-78.73","-5","215"
114,"USA_WA_Spokane.Intl.AP.727850_TMY3.epw","Spokane International Ap  Chen","WA","USA","TMY3",727850,"47.49","-117.59","-8","777"
117,"USA_NH_Concord.Muni.AP.726050_TMY3.epw","Concord Municipal Arpt","NH","USA","TMY3",726050,"43.2","-71.5","-5","106"
120,"USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw","Reno Tahoe International Ap","NV","USA","TMY3",724880,"39.48","-119.77","-8","1342"
125,"USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw","Alpena County Regional Ap","MI","USA","TMY3",726390,"45.07","-83.58","-5","210"
128,"USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw","Green Bay Austin Straubel Int","WI","USA","TMY3",726450,"44.48","-88.13","-6","209"
55,"USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw","Huntsville Intl Jones Field","AL","USA","TMY3",723230,"34.65","-86.78","-6","190"
58,"USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw","Pendleton E Or Regional Ap","OR","USA","TMY3",726880,"45.7","-118.83","-8","452"
63,"USA_OH_Dayton.Intl.AP.724290_TMY3.epw","Dayton International Airport","OH","USA","TMY3",724290,"39.9","-84.22","-5","305"
65,"USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw","Washington Dc Dulles IntL Ar","VA","USA","TMY3",724030,"38.98","-77.47","-5","82"
68,"USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw","Broomfield Jeffco  Boulder   S","CO","USA","TMY3",724699,"40.13","-105.24","-7","1689"
72,"USA_NJ_Newark.Intl.AP.725020_TMY3.epw","Newark International Arpt","NJ","USA","TMY3",725020,"40.72","-74.18","-5","3"
75,"USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw","Traverse City Cherry Capital","MI","USA","TMY3",726387,"44.73","-85.58","-5","188"
78,"USA_WV_Charleston-Yeager.AP.724140_TMY3.epw","Charleston Yeager Arpt","WV","USA","TMY3",724140,"38.38","-81.58","-5","310"
80,"USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw","Jacksonville Intl Arpt","FL","USA","TMY3",722060,"30.5","-81.7","-5","8"
81,"USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw","Oklahoma City Will Rogers Wor","OK","USA","TMY3",723530,"35.38","-97.6","-6","398"
84,"USA_ID_Boise.Air.Terminal.726810_TMY3.epw","Boise Air Terminal  Uo","ID","USA","TMY3",726810,"43.62","-116.21","-7","701"
88,"USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw","Grand Rapids Kent County Int","MI","USA","TMY3",726350,"42.88","-85.52","-5","242"
91,"USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw","Las Vegas Mccarran Intl Ap","NV","USA","TMY3",723860,"36.08","-115.15","-8","648"
96,"USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw","Athens Ben Epps Ap","GA","USA","TMY3",723110,"33.95","-83.33","-5","244"
98,"USA_MS_Jackson.Intl.AP.722350_TMY3.epw","Jackson International Ap","MS","USA","TMY3",722350,"32.32","-90.08","-6","94"
101,"USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw","Asheville Regional Arpt","NC","USA","TMY3",723150,"35.43","-82.53","-5","652"
104,"USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw","Bradford Regional Ap","PA","USA","TMY3",725266,"41.8","-78.63","-5","645"
107,"USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw","Medford Rogue Valley Intl Ap","OR","USA","TMY3",725970,"42.19","-122.7","-8","595"
110,"USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw","Billings Logan IntL Arpt","MT","USA","TMY3",726770,"45.8","-108.55","-7","1087"
113,"USA_TX_Lubbock.Intl.AP.722670_TMY3.epw","Lubbock International Ap","TX","USA","TMY3",722670,"33.67","-101.82","-6","992"
116,"USA_MN_Duluth.Intl.AP.727450_TMY3.epw","Duluth International Arpt","MN","USA","TMY3",727450,"46.83","-92.22","-6","433"
119,"USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw","Phoenix Sky Harbor Intl Ap","AZ","USA","TMY3",722780,"33.45","-111.98","-7","337"
122,"USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw","New Orleans Intl Arpt","LA","USA","TMY3",722310,"30","-90.25","-6","1"
124,"USA_CA_Fresno.Air.Terminal.723890_TMY3.epw","Fresno Yosemite Intl Ap","CA","USA","TMY3",723890,"36.78","-119.72","-8","102"
127,"USA_OR_Portland.Intl.AP.726980_TMY3.epw","Portland International Ap","OR","USA","TMY3",726980,"45.6","-122.62","-8","6"
129,"USA_TX_Amarillo.Intl.AP.723630_TMY3.epw","Amarillo International Ap  Can","TX","USA","TMY3",723630,"34.99","-101.9","-6","1068"
130,"USA_VA_Norfolk.Intl.AP.723080_TMY3.epw","Norfolk International Ap","VA","USA","TMY3",723080,"36.9","-76.2","-5","7"
131,"USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw","Sioux City Sioux Gateway Ap","IA","USA","TMY3",725570,"42.38","-96.38","-6","333"
132,"USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw","Baton Rouge Ryan Arpt","LA","USA","TMY3",722317,"30.53","-91.15","-6","20"
133,"USA_NC_Cape.Hatteras.723040_TMY3.epw","Cape Hatteras Nws Bldg","NC","USA","TMY3",723040,"35.27","-75.55","-5","3"
134,"USA_OR_Redmond-Roberts.Field.726835_TMY3.epw","Redmond Roberts Field","OR","USA","TMY3",726835,"44.25","-121.17","-8","933"
135,"USA_TX_Waco.Rgnl.AP.722560_TMY3.epw","Waco Regional Ap","TX","USA","TMY3",722560,"31.62","-97.23","-6","152"
136,"USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw","Minneapolis St Paul IntL Arp","MN","USA","TMY3",726580,"44.88","-93.23","-6","254"
137,"USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw","Tallahassee Regional Ap  Isis","FL","USA","TMY3",722140,"30.38","-84.37","-5","21"
138,"USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw","Columbus Port Columbus Intl A","OH","USA","TMY3",724280,"39.98","-82.88","-5","247"
139,"USA_GA_Augusta-Bush-Field.722180_TMY3.epw","Augusta Bush Field","GA","USA","TMY3",722180,"33.37","-81.97","-5","40"
140,"USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw","Milwaukee Mitchell Intl Ap","WI","USA","TMY3",726400,"42.95","-87.9","-6","205"
141,"USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw","Binghamton Edwin A Link Field","NY","USA","TMY3",725150,"42.2","-75.98","-5","488"
142,"USA_WA_Quillayute.State.AP.727970_TMY3.epw","Quillayute State Airport","WA","USA","TMY3",727970,"47.93","-124.57","-8","55"
143,"USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw","Little Rock Adams Field","AR","USA","TMY3",723403,"34.75","-92.23","-6","78"
144,"USA_TX_El.Paso.Intl.AP.722700_TMY3.epw","El Paso International Ap  Ut","TX","USA","TMY3",722700,"31.77","-106.5","-7","1186"
145,"USA_ME_Caribou.Muni.AP.727120_TMY3.epw","Caribou Municipal Arpt","ME","USA","TMY3",727120,"46.87","-68.03","-5","190"
146,"USA_OR_North.Bend.Muni.AP.726917_TMY3.epw","North Bend Muni Airport","OR","USA","TMY3",726917,"43.42","-124.25","-8","2"
147,"USA_SC_Charleston.Intl.AP.722080_TMY3.epw","Charleston Intl Arpt","SC","USA","TMY3",722080,"32.9","-80.03","-5","12"
148,"USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw","Lansing Capital City Arpt","MI","USA","TMY3",725390,"42.78","-84.58","-5","256"
149,"USA_MT_Lewistown.Muni.AP.726776_TMY3.epw","Lewistown Municipal Arpt","MT","USA","TMY3",726776,"47.05","-109.45","-7","1263"
150,"USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw","Albuquerque Intl Arpt  Isis","NM","USA","TMY3",723650,"35.04","-106.62","-7","1619"
151,"USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw","Colorado Springs Muni Ap","CO","USA","TMY3",724660,"38.82","-104.72","-7","1872"
152,"USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw","San Antonio Intl Ap","TX","USA","TMY3",722530,"29.53","-98.47","-6","247"
153,"USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw","Wichita Falls Municipal Arpt","TX","USA","TMY3",723510,"33.98","-98.5","-6","314"
154,"USA_NV_Ely-Yelland.Field.724860_TMY3.epw","Ely Yelland Field","NV","USA","TMY3",724860,"39.3","-114.85","-8","1909"
155,"USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw","La Crosse Municipal Arpt","WI","USA","TMY3",726430,"43.87","-91.25","-6","198"
157,"USA_WA_Olympia.AP.727920_TMY3.epw","Olympia Airport","WA","USA","TMY3",727920,"46.97","-122.9","-8","63"
156,"USA_MT_Helena.Rgnl.AP.727720_TMY3.epw","Helena Regional Airport","MT","USA","TMY3",727720,"46.6","-111.97","-7","1167"
159,"USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw","Elkins Elkins Randolph Co Arp","WV","USA","TMY3",724170,"38.88","-79.85","-5","594"
162,"USA_SC_Columbia.Metro.AP.723100_TMY3.epw","Columbia Metro Arpt","SC","USA","TMY3",723100,"33.95","-81.12","-5","65"
165,"USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw","Victoria Regional Ap","TX","USA","TMY3",722550,"28.87","-96.93","-6","35"
168,"USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw","Great Falls Intl Arpt","MT","USA","TMY3",727750,"47.47","-111.38","-7","1117"
170,"USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw","Roanoke Regional Ap","VA","USA","TMY3",724110,"37.32","-79.97","-5","350"
173,"USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw","Atlantic City Intl Ap","NJ","USA","TMY3",724070,"39.45","-74.57","-5","18"
175,"USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw","Salt Lake City IntL Arpt  Isis","UT","USA","TMY3",725720,"40.77","-111.97","-7","1288"
179,"USA_SD_Huron.Rgnl.AP.726540_TMY3.epw","Huron Regional Arpt","SD","USA","TMY3",726540,"44.4","-98.22","-6","390"
182,"USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw","Yakima Air Terminal","WA","USA","TMY3",727810,"46.57","-120.55","-8","324"
185,"USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw","Lake Charles Regional Arpt","LA","USA","TMY3",722400,"30.12","-93.23","-6","5"
188,"USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw","Eugene Mahlon Sweet Arpt  Uo","OR","USA","TMY3",726930,"44.05","-123.07","-8","109"
191,"USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw","Rapid City Regional Arpt","SD","USA","TMY3",726620,"44.05","-103.05","-7","963"
194,"USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw","Fargo Hector International Ap","ND","USA","TMY3",727530,"46.93","-96.82","-6","274"
197,"USA_NY_Massena.AP.726223_TMY3.epw","Massena Ap","NY","USA","TMY3",726223,"44.93","-74.85","-5","65"
198,"USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw","Scottsbluff W B Heilig Field","NE","USA","TMY3",725660,"41.87","-103.6","-7","1202"
203,"USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw","Cut Bank Muni Ap","MT","USA","TMY3",727796,"48.6","-112.37","-7","1170"
206,"USA_NV_Tonopah.AP.724855_TMY3.epw","Tonopah Airport","NV","USA","TMY3",724855,"38.07","-117.08","-8","1655"
208,"USA_KS_Goodland-Renner.Field.724650_TMY3.epw","Goodland Renner Field","KS","USA","TMY3",724650,"39.37","-101.7","-7","1111"
