,sqft,geometry_building_type_recs_simp__Single-Family,heating_fuel_simp__non_Electricity,vintage__1940s,vintage__1950s,vintage__1960s,vintage__1970s,vintage__1980s,vintage__1990s,vintage__2000s,vintage__2010s,vintage__2020s,vintage__lt_1940,panel_amp_pre_bin_7,panel_amp_pre
6596,3384.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
30310,5150.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
7605,2128.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
31113,2816.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
25821,875.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
25528,1316.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
34071,1310.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
25644,700.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
9449,1449.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
23842,2154.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
29855,1950.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
34130,2216.0,True,True,True,False,False,False,False,False,False,False,False,False,126-199,150.0
15214,1763.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
35702,2512.0,True,True,True,False,False,False,False,False,False,False,False,False,lt_100,60.0
37297,2872.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
23770,1241.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
20262,2362.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
19675,1407.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
11533,1199.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
36168,2024.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
31456,2452.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
15040,3027.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
31372,2942.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
27997,1190.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
30557,2200.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
15435,2348.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
18464,1587.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
20710,2700.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
34643,1908.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
4168,2770.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
32884,2839.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
10159,1250.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
28553,1822.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
35336,1911.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14209,1484.0,True,True,False,False,True,False,False,False,False,False,False,False,201+,220.0
18346,2138.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
30535,1850.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
12722,2033.0,True,True,False,False,True,False,False,False,False,False,False,False,126-199,150.0
14388,1622.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
5955,1593.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
12802,1558.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
14144,1856.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
7923,2106.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
25144,1066.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
24779,1864.0,True,True,False,False,False,False,False,False,True,False,False,False,125,125.0
14516,2635.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
6673,3372.0,True,True,False,True,False,False,False,False,False,False,False,False,201+,300.0
32827,1892.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
35390,2471.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
24017,1289.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
32878,2024.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
5454,1776.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
34404,1554.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
20653,2047.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
31378,2784.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
7473,1327.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
29678,1000.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
33253,1748.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
10249,3096.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
17365,1665.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
30685,1950.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
35165,2036.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
22258,1300.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
14482,1125.0,True,True,False,False,True,False,False,False,False,False,False,False,201+,220.0
20821,2800.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
36677,2208.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
32926,1812.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19874,2095.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
21184,2124.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
27029,2136.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
25694,972.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
9286,1837.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
18580,2376.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
20904,1395.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
25989,995.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
4729,1859.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
15550,3046.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
19159,1536.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
25856,1709.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
33031,1764.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
9663,1505.0,True,True,False,False,False,False,True,False,False,False,False,False,201+,2000.0
31539,2576.0,True,True,False,False,False,False,False,False,False,False,False,True,lt_100,60.0
15747,2751.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
6686,1209.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
29726,3200.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
4849,3042.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
15573,1643.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
12628,1620.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
6537,2500.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
35685,2064.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
19128,2137.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
19969,2045.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
35360,2352.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
25204,1010.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
27995,1350.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
13387,1384.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
6032,2160.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
34861,1322.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14320,1907.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
31450,6831.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
11098,1452.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
36473,2553.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
24395,1610.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
8264,1460.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
23045,2340.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
9699,1760.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
10845,3027.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
8243,2345.0,True,True,False,False,False,False,True,False,False,False,False,False,126-199,175.0
29121,1369.0,True,True,False,False,False,False,False,False,False,False,False,True,201+,225.0
5812,1428.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
27763,1459.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
14213,1409.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
15757,1675.0,True,True,False,False,False,False,False,False,False,False,False,True,201+,220.0
34004,3192.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
14031,1257.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
12891,1604.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
14760,1050.0,True,True,False,False,False,False,False,True,False,False,False,False,lt_100,50.0
10393,4221.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33626,1282.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
18325,1245.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
33549,1588.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
20740,1644.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
31288,1312.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
29531,2200.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
17397,1672.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
33795,2808.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
27623,1642.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
12084,1350.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
23369,972.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
6759,1673.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
19392,2281.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
20377,2863.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
8864,1336.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
13068,1010.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
32318,1746.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19632,1941.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33165,2819.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
18339,1158.0,True,True,False,False,False,False,False,False,False,False,False,True,201+,300.0
22408,1471.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
23320,3837.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
33278,1944.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
10136,1825.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
5675,1761.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
25526,1396.0,True,True,False,False,False,False,True,False,False,False,False,False,201+,220.0
11357,1200.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
26410,884.0,True,True,False,False,False,True,False,False,False,False,False,False,126-199,130.0
32588,2916.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14473,3300.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
26300,1044.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
32643,2428.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
6062,3610.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
28073,1080.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
8635,3500.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
25531,1376.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
33391,2241.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
23575,1308.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
6382,1872.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
8889,1257.0,True,True,True,False,False,False,False,False,False,False,False,False,125,125.0
24321,1252.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
22942,700.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
35782,2580.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14027,1180.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
11270,1991.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
11987,2556.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
29028,1599.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
7710,1370.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
27362,1921.0,True,True,False,False,False,True,False,False,False,False,False,False,lt_100,90.0
19056,1064.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
16945,692.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
29495,1800.0,True,True,False,False,False,False,False,False,True,False,False,False,lt_100,50.0
32701,2448.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
15672,1636.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
6814,2276.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
9300,1211.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
21208,2164.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
26219,1114.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
19707,3863.0,True,True,False,False,False,False,False,True,False,False,False,False,201+,240.0
29118,2575.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
20075,2578.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
9795,1347.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
19879,1872.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
29641,1700.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
24311,1160.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
28118,1290.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
31401,2621.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
12348,2193.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
19202,1084.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
15594,1907.0,True,True,False,True,False,False,False,False,False,False,False,False,201+,220.0
9210,2817.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
22279,1504.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
33289,1440.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
11064,2690.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
24125,1151.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
17006,1973.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
20736,1386.0,True,True,False,False,False,False,False,False,False,False,False,True,101-124,110.0
31044,4379.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
6923,2057.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
25899,1075.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
5336,1115.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
27365,1085.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
20121,1812.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
30699,1700.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
27948,2327.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
11397,1800.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
31346,1436.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
29786,1600.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
29494,1200.0,True,True,False,False,False,False,False,False,False,False,False,True,lt_100,50.0
31495,4256.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
13907,1909.0,True,True,False,False,False,False,False,False,True,False,False,False,126-199,180.0
7600,1265.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
35666,3138.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
31915,1720.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
26674,1216.0,True,True,True,False,False,False,False,False,False,False,False,False,101-124,120.0
31178,1404.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
31519,2264.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
22391,1994.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
8616,2279.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
9016,1353.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
32302,1708.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
22480,1142.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
34444,1808.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
28314,1500.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
30619,1650.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
14327,1458.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
4264,1609.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
29667,1550.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
33205,1318.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
11803,2182.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
18958,1196.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
36504,2048.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
28106,1412.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
23473,1416.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
30822,2950.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
27814,1376.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
36225,2141.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
10776,2650.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
32987,2358.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
22025,1461.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,150.0
13633,2981.0,True,True,True,False,False,False,False,False,False,False,False,False,201+,225.0
19607,1232.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
6655,1660.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
36103,1872.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
19689,1932.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
37073,2150.0,True,True,False,True,False,False,False,False,False,False,False,False,126-199,150.0
19162,2636.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
17977,2773.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
9551,3136.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
6522,1075.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
36912,2182.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
31520,2300.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
35969,2836.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
20696,1322.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
6354,1677.0,True,True,False,True,False,False,False,False,False,False,False,False,201+,230.0
34701,1980.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
3458,3282.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
19564,1634.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
13308,1478.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
25991,1264.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
31511,5156.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
3468,1037.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
11877,1999.0,True,True,False,False,False,False,False,False,True,False,False,False,lt_100,50.0
12098,980.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
18282,1609.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
25176,1076.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
27387,2021.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
3450,2700.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
15503,1068.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
14779,2001.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
26712,1182.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
18225,4182.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
18973,1644.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
27971,2074.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
19622,1840.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
15020,1140.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
7353,1785.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
11088,1283.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
25580,1181.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
15595,1675.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
14832,1385.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
19325,1350.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
4512,3235.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33977,2218.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
37185,1804.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
13697,1200.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
17418,2733.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
31909,3046.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
3381,1589.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
16384,4000.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
12238,2600.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,150.0
21390,2540.0,True,True,False,False,True,False,False,False,False,False,False,False,201+,300.0
13444,1372.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
12435,1764.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
5443,1542.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
37210,2208.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
6342,1400.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
36019,1840.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
24246,1426.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
36508,2100.0,True,True,True,False,False,False,False,False,False,False,False,False,126-199,150.0
32593,1948.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19302,1305.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
18981,1117.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
3378,756.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14095,3687.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
25702,2303.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
23822,1221.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
14913,2448.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
35009,2717.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
31762,2138.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
3769,1176.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
9856,1335.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
32814,2424.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
27043,2049.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
10922,2492.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
26142,1306.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
35766,1596.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
26879,768.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
17616,4120.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
6631,1655.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
3314,1291.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
18874,2660.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
14231,1548.0,True,True,False,False,False,False,False,False,True,False,False,False,126-199,150.0
6113,873.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
33996,2576.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
29836,2800.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
4525,2996.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
5056,1431.0,True,True,False,False,True,False,False,False,False,False,False,False,126-199,150.0
34688,1956.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
7447,830.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
8240,1520.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
34886,2194.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
13422,1307.0,True,True,False,False,True,False,False,False,False,False,False,False,201+,240.0
11583,1550.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
16653,2478.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
16844,7100.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
21860,1596.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
7419,1732.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
26209,2210.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
8278,1846.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
22166,1524.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
15866,982.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
13906,2018.0,True,True,False,False,True,False,False,False,False,False,False,False,lt_100,50.0
16581,3627.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
26513,1545.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
26032,1387.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
15963,2400.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33897,1987.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
16302,3129.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
22116,1272.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
13851,4978.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,150.0
11589,1056.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
6937,1278.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
7945,2100.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
20279,1891.0,True,True,False,False,False,False,False,True,False,False,False,False,lt_100,60.0
34019,2004.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
17792,2162.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,150.0
13927,3290.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
32655,2151.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
15118,2600.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
17765,3516.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
15692,3500.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
31990,2812.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
20763,2980.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
