Hour of the year,Hour of the day,Day of the year,Month,AZNMc,CAMXc,ERCTc,FRCCc,MROEc,MROWc,NEWEc,NWPPc,NYSTc,RFCEc,RFCMc,RFCWc,RMPAc,SPNOc,SPSOc,SRMVc,SRMWc,SRSOc,SRTVc,SRVCc
16,16,1,1,250.3954659,252.0931994,231.2267903,205.725359,339.1127564,316.0695744,274.161956,249.5712829,218.1833923,328.0457558,251.5464424,296.4538236,245.0573353,309.6055528,258.9685581,250.2034478,328.734309,237.1494312,272.7931597,286.6109905
17,17,1,1,264.7919145,250.0823974,292.5898718,258.1195017,345.1763456,336.6141989,280.8330531,252.2643724,233.4790389,363.2410436,267.8112136,363.66126,253.8274836,337.0258429,311.8478514,279.3393675,341.678828,313.17298,280.5683893,322.0464523
18,18,1,1,267.3757958,248.0514972,294.5855357,277.6303051,345.0057399,336.2025291,281.597272,251.6066011,234.9242882,367.3018903,270.9966797,363.8569327,251.929221,332.2523925,313.3677062,280.7335223,338.1343981,321.9565332,280.760921,324.2707744
19,19,1,1,265.7431664,247.6632628,292.2781181,276.9977699,341.8629463,331.4958423,279.1534971,253.8880026,228.1592707,368.0776438,270.5416929,361.8214241,250.9966846,331.7415087,311.334483,280.9216399,341.3537924,322.8872261,280.8902795,321.9476215
20,20,1,1,264.9482128,247.2599763,287.6711047,276.0834283,346.2810573,341.0777624,276.0810852,255.0284793,219.883911,364.7385196,269.2053612,364.5901181,253.2251748,328.7193337,301.3801047,284.2698614,338.6549585,323.2758441,283.1422608,324.0071485
21,21,1,1,266.2057711,252.0500784,287.7978199,280.830518,339.4464162,330.232734,272.5803019,257.5447652,224.1099352,355.7285524,267.8308523,365.1417311,257.4539376,330.7542862,294.0885346,284.947668,339.8785513,326.6922685,288.3055592,329.5544137
22,22,1,1,267.7261535,253.7175607,287.2107768,315.6942179,341.3198622,330.5001815,270.0710515,258.4301272,218.0474435,345.6667719,270.854185,359.2975501,271.3303514,328.9453384,297.158274,283.9353836,344.17595,341.8167167,287.3264485,328.7603927
23,23,1,1,270.3216125,261.1216635,284.6855089,331.2856854,337.2418537,334.1935811,264.2724111,258.6973678,212.0462842,334.3825799,275.2483226,352.3124449,270.7831548,338.9810245,294.0518597,283.3491267,351.0219328,341.1611511,290.2945431,325.37221
24,0,2,1,271.7207964,269.9688882,285.3874572,313.7336098,338.2922373,332.981055,261.8550949,257.8252374,202.0690812,330.2000978,274.5918213,347.9686127,271.3886878,338.0663391,299.7389006,284.1489214,350.5715977,331.0320681,292.3386545,320.4928244
25,1,2,1,272.1562412,275.2242089,286.6561204,312.891178,338.1276192,332.0433129,262.4320435,257.9340374,202.9147524,330.6411313,273.8041525,347.1407434,274.3033416,328.46368,295.3245043,282.2037983,346.4322694,331.0052488,291.1174988,316.7753285
26,2,2,1,273.261563,277.5925981,284.983299,313.1133353,337.7634566,332.0816216,262.5518079,256.5594138,201.1654642,330.188757,277.0334466,345.8195608,270.058118,331.1552743,290.9846278,279.3976204,352.0180374,329.8194151,289.5934745,316.1985867
27,3,2,1,275.3245343,273.7103532,285.6045775,306.5391482,340.4126668,347.4211076,260.2260419,255.3786753,203.4553688,330.4966542,278.9386295,347.5272745,266.8058999,335.6625498,298.4610965,282.9987748,352.2298965,326.0031302,290.7256841,315.2722173
28,4,2,1,271.7465872,266.1370358,286.4753398,302.4656162,347.3170121,343.9228966,262.215118,253.2693062,200.2037867,339.6237811,274.3450058,354.1824219,258.0455317,337.9142358,297.517567,282.4058971,349.1094283,326.6592474,286.994765,316.8780432
29,5,2,1,269.4413419,258.3024075,291.4673665,307.3548046,344.9864703,333.7205789,263.8838802,253.8884238,198.5007879,353.5408692,268.1840024,364.4660425,252.6668781,336.7303898,302.5376634,283.3227277,347.7458389,328.8641525,284.8330639,322.4917929
30,6,2,1,266.3982354,254.0711335,292.3319457,295.6187296,339.9238155,326.1131028,268.6834116,253.3994007,198.8739719,367.5331666,266.5890393,370.0529896,246.7081699,333.8335109,303.2601121,282.2541193,336.9337526,329.1687743,282.3654377,327.8200653
31,7,2,1,257.3389793,233.9168489,272.7480995,262.7448191,270.4520848,288.8389604,256.8289217,236.6120652,187.7602706,337.4694237,265.2647554,352.9306763,249.3883649,298.0203766,285.3512179,247.0437321,268.0392696,326.1017194,254.992025,317.0503066
32,8,2,1,235.5830868,204.5905495,219.8632034,207.5635082,216.5144874,215.2192566,227.2670996,212.1133012,160.0330455,258.246428,249.874623,259.0065728,243.6179292,236.3314224,239.3757889,215.010679,222.2980205,247.6628987,234.4425962,253.7355359
33,9,2,1,226.6151286,205.7863069,212.7240889,191.3088424,212.0887729,203.7068894,222.4006317,209.0631019,147.2571499,223.4005735,236.3918913,216.2578079,224.7967152,230.6035804,222.673024,205.1168815,213.8457052,206.8698366,229.8625281,213.7204137
34,10,2,1,226.8500304,205.2454579,210.5157558,186.7220982,206.0312742,199.2002251,222.402641,205.9161603,143.3596879,216.5901739,232.8617126,204.9065739,223.2962621,235.5895541,219.0579397,199.7984073,211.5814599,194.5676926,227.1242534,207.0797479
35,11,2,1,225.8936845,203.2262103,208.8887863,183.1587008,199.6066075,198.1922988,226.243973,205.2240658,139.8789292,208.0179861,230.418101,195.9876537,230.7899409,228.6829891,216.5107765,196.2065339,206.6825553,192.5132613,224.9404392,204.6001896
36,12,2,1,224.4900475,203.8571968,204.9740007,185.8538843,199.0430832,195.524181,224.9626835,205.421871,140.3693498,203.6192984,229.8372694,189.7174585,230.338194,228.3342651,209.894436,194.1463793,206.5636425,195.5165012,221.8188796,201.8169877
37,13,2,1,224.6980323,203.2141751,208.1550096,185.6825963,199.0853385,191.6315049,224.4851928,207.1749669,139.4874504,205.5438823,230.5097444,192.8668086,232.2468635,234.518778,215.5096086,197.1629298,213.0366919,196.4493238,220.8429121,203.0116352
38,14,2,1,225.6631332,206.4980536,209.1951441,184.1663791,207.5199809,191.5060122,230.5000805,210.9769892,145.1918183,210.9203497,231.8100029,199.1811764,233.3597154,230.2522871,215.7422526,198.5354528,215.8027511,193.3706657,225.9722769,206.3152636
39,15,2,1,233.2707378,220.0182216,208.6975674,191.7246834,261.3538754,211.412369,252.9143522,223.1906331,169.1515305,230.5246905,234.136599,209.3074263,245.4675091,247.488302,219.1024793,202.3075886,256.4996482,204.3848037,240.5311845,217.3276688
40,16,2,1,250.3954659,252.0931994,231.2267903,205.725359,339.1127564,316.0695744,274.161956,249.5712829,218.1833923,328.0457558,251.5464424,296.4538236,245.0573353,309.6055528,258.9685581,250.2034478,328.734309,237.1494312,272.7931597,286.6109905
41,17,2,1,264.7919145,250.0823974,292.5898718,258.1195017,345.1763456,336.6141989,280.8330531,252.2643724,233.4790389,363.2410436,267.8112136,363.66126,253.8274836,337.0258429,311.8478514,279.3393675,341.678828,313.17298,280.5683893,322.0464523
42,18,2,1,267.3757958,248.0514972,294.5855357,277.6303051,345.0057399,336.2025291,281.597272,251.6066011,234.9242882,367.3018903,270.9966797,363.8569327,251.929221,332.2523925,313.3677062,280.7335223,338.1343981,321.9565332,280.760921,324.2707744
43,19,2,1,265.7431664,247.6632628,292.2781181,276.9977699,341.8629463,331.4958423,279.1534971,253.8880026,228.1592707,368.0776438,270.5416929,361.8214241,250.9966846,331.7415087,311.334483,280.9216399,341.3537924,322.8872261,280.8902795,321.9476215
44,20,2,1,264.9482128,247.2599763,287.6711047,276.0834283,346.2810573,341.0777624,276.0810852,255.0284793,219.883911,364.7385196,269.2053612,364.5901181,253.2251748,328.7193337,301.3801047,284.2698614,338.6549585,323.2758441,283.1422608,324.0071485
45,21,2,1,266.2057711,252.0500784,287.7978199,280.830518,339.4464162,330.232734,272.5803019,257.5447652,224.1099352,355.7285524,267.8308523,365.1417311,257.4539376,330.7542862,294.0885346,284.947668,339.8785513,326.6922685,288.3055592,329.5544137
46,22,2,1,267.7261535,253.7175607,287.2107768,315.6942179,341.3198622,330.5001815,270.0710515,258.4301272,218.0474435,345.6667719,270.854185,359.2975501,271.3303514,328.9453384,297.158274,283.9353836,344.17595,341.8167167,287.3264485,328.7603927
47,23,2,1,270.3216125,261.1216635,284.6855089,331.2856854,337.2418537,334.1935811,264.2724111,258.6973678,212.0462842,334.3825799,275.2483226,352.3124449,270.7831548,338.9810245,294.0518597,283.3491267,351.0219328,341.1611511,290.2945431,325.37221
48,0,3,1,271.7207964,269.9688882,285.3874572,313.7336098,338.2922373,332.981055,261.8550949,257.8252374,202.0690812,330.2000978,274.5918213,347.9686127,271.3886878,338.0663391,299.7389006,284.1489214,350.5715977,331.0320681,292.3386545,320.4928244
49,1,3,1,272.1562412,275.2242089,286.6561204,312.891178,338.1276192,332.0433129,262.4320435,257.9340374,202.9147524,330.6411313,273.8041525,347.1407434,274.3033416,328.46368,295.3245043,282.2037983,346.4322694,331.0052488,291.1174988,316.7753285
50,2,3,1,273.261563,277.5925981,284.983299,313.1133353,337.7634566,332.0816216,262.5518079,256.5594138,201.1654642,330.188757,277.0334466,345.8195608,270.058118,331.1552743,290.9846278,279.3976204,352.0180374,329.8194151,289.5934745,316.1985867
51,3,3,1,275.3245343,273.7103532,285.6045775,306.5391482,340.4126668,347.4211076,260.2260419,255.3786753,203.4553688,330.4966542,278.9386295,347.5272745,266.8058999,335.6625498,298.4610965,282.9987748,352.2298965,326.0031302,290.7256841,315.2722173
52,4,3,1,271.7465872,266.1370358,286.4753398,302.4656162,347.3170121,343.9228966,262.215118,253.2693062,200.2037867,339.6237811,274.3450058,354.1824219,258.0455317,337.9142358,297.517567,282.4058971,349.1094283,326.6592474,286.994765,316.8780432
53,5,3,1,269.4413419,258.3024075,291.4673665,307.3548046,344.9864703,333.7205789,263.8838802,253.8884238,198.5007879,353.5408692,268.1840024,364.4660425,252.6668781,336.7303898,302.5376634,283.3227277,347.7458389,328.8641525,284.8330639,322.4917929
54,6,3,1,266.3982354,254.0711335,292.3319457,295.6187296,339.9238155,326.1131028,268.6834116,253.3994007,198.8739719,367.5331666,266.5890393,370.0529896,246.7081699,333.8335109,303.2601121,282.2541193,336.9337526,329.1687743,282.3654377,327.8200653
55,7,3,1,257.3389793,233.9168489,272.7480995,262.7448191,270.4520848,288.8389604,256.8289217,236.6120652,187.7602706,337.4694237,265.2647554,352.9306763,249.3883649,298.0203766,285.3512179,247.0437321,268.0392696,326.1017194,254.992025,317.0503066
56,8,3,1,235.5830868,204.5905495,219.8632034,207.5635082,216.5144874,215.2192566,227.2670996,212.1133012,160.0330455,258.246428,249.874623,259.0065728,243.6179292,236.3314224,239.3757889,215.010679,222.2980205,247.6628987,234.4425962,253.7355359
57,9,3,1,226.6151286,205.7863069,212.7240889,191.3088424,212.0887729,203.7068894,222.4006317,209.0631019,147.2571499,223.4005735,236.3918913,216.2578079,224.7967152,230.6035804,222.673024,205.1168815,213.8457052,206.8698366,229.8625281,213.7204137
58,10,3,1,226.8500304,205.2454579,210.5157558,186.7220982,206.0312742,199.2002251,222.402641,205.9161603,143.3596879,216.5901739,232.8617126,204.9065739,223.2962621,235.5895541,219.0579397,199.7984073,211.5814599,194.5676926,227.1242534,207.0797479
59,11,3,1,225.8936845,203.2262103,208.8887863,183.1587008,199.6066075,198.1922988,226.243973,205.2240658,139.8789292,208.0179861,230.418101,195.9876537,230.7899409,228.6829891,216.5107765,196.2065339,206.6825553,192.5132613,224.9404392,204.6001896
60,12,3,1,224.4900475,203.8571968,204.9740007,185.8538843,199.0430832,195.524181,224.9626835,205.421871,140.3693498,203.6192984,229.8372694,189.7174585,230.338194,228.3342651,209.894436,194.1463793,206.5636425,195.5165012,221.8188796,201.8169877
61,13,3,1,224.6980323,203.2141751,208.1550096,185.6825963,199.0853385,191.6315049,224.4851928,207.1749669,139.4874504,205.5438823,230.5097444,192.8668086,232.2468635,234.518778,215.5096086,197.1629298,213.0366919,196.4493238,220.8429121,203.0116352
62,14,3,1,225.6631332,206.4980536,209.1951441,184.1663791,207.5199809,191.5060122,230.5000805,210.9769892,145.1918183,210.9203497,231.8100029,199.1811764,233.3597154,230.2522871,215.7422526,198.5354528,215.8027511,193.3706657,225.9722769,206.3152636
63,15,3,1,233.2707378,220.0182216,208.6975674,191.7246834,261.3538754,211.412369,252.9143522,223.1906331,169.1515305,230.5246905,234.136599,209.3074263,245.4675091,247.488302,219.1024793,202.3075886,256.4996482,204.3848037,240.5311845,217.3276688
64,16,3,1,250.3954659,252.0931994,231.2267903,205.725359,339.1127564,316.0695744,274.161956,249.5712829,218.1833923,328.0457558,251.5464424,296.4538236,245.0573353,309.6055528,258.9685581,250.2034478,328.734309,237.1494312,272.7931597,286.6109905
65,17,3,1,264.7919145,250.0823974,292.5898718,258.1195017,345.1763456,336.6141989,280.8330531,252.2643724,233.4790389,363.2410436,267.8112136,363.66126,253.8274836,337.0258429,311.8478514,279.3393675,341.678828,313.17298,280.5683893,322.0464523
66,18,3,1,267.3757958,248.0514972,294.5855357,277.6303051,345.0057399,336.2025291,281.597272,251.6066011,234.9242882,367.3018903,270.9966797,363.8569327,251.929221,332.2523925,313.3677062,280.7335223,338.1343981,321.9565332,280.760921,324.2707744
67,19,3,1,265.7431664,247.6632628,292.2781181,276.9977699,341.8629463,331.4958423,279.1534971,253.8880026,228.1592707,368.0776438,270.5416929,361.8214241,250.9966846,331.7415087,311.334483,280.9216399,341.3537924,322.8872261,280.8902795,321.9476215
68,20,3,1,264.9482128,247.2599763,287.6711047,276.0834283,346.2810573,341.0777624,276.0810852,255.0284793,219.883911,364.7385196,269.2053612,364.5901181,253.2251748,328.7193337,301.3801047,284.2698614,338.6549585,323.2758441,283.1422608,324.0071485
69,21,3,1,266.2057711,252.0500784,287.7978199,280.830518,339.4464162,330.232734,272.5803019,257.5447652,224.1099352,355.7285524,267.8308523,365.1417311,257.4539376,330.7542862,294.0885346,284.947668,339.8785513,326.6922685,288.3055592,329.5544137
70,22,3,1,267.7261535,253.7175607,287.2107768,315.6942179,341.3198622,330.5001815,270.0710515,258.4301272,218.0474435,345.6667719,270.854185,359.2975501,271.3303514,328.9453384,297.158274,283.9353836,344.17595,341.8167167,287.3264485,328.7603927
71,23,3,1,270.3216125,261.1216635,284.6855089,331.2856854,337.2418537,334.1935811,264.2724111,258.6973678,212.0462842,334.3825799,275.2483226,352.3124449,270.7831548,338.9810245,294.0518597,283.3491267,351.0219328,341.1611511,290.2945431,325.37221
72,0,4,1,271.7207964,269.9688882,285.3874572,313.7336098,338.2922373,332.981055,261.8550949,257.8252374,202.0690812,330.2000978,274.5918213,347.9686127,271.3886878,338.0663391,299.7389006,284.1489214,350.5715977,331.0320681,292.3386545,320.4928244
73,1,4,1,272.1562412,275.2242089,286.6561204,312.891178,338.1276192,332.0433129,262.4320435,257.9340374,202.9147524,330.6411313,273.8041525,347.1407434,274.3033416,328.46368,295.3245043,282.2037983,346.4322694,331.0052488,291.1174988,316.7753285
74,2,4,1,273.261563,277.5925981,284.983299,313.1133353,337.7634566,332.0816216,262.5518079,256.5594138,201.1654642,330.188757,277.0334466,345.8195608,270.058118,331.1552743,290.9846278,279.3976204,352.0180374,329.8194151,289.5934745,316.1985867
75,3,4,1,275.3245343,273.7103532,285.6045775,306.5391482,340.4126668,347.4211076,260.2260419,255.3786753,203.4553688,330.4966542,278.9386295,347.5272745,266.8058999,335.6625498,298.4610965,282.9987748,352.2298965,326.0031302,290.7256841,315.2722173
76,4,4,1,271.7465872,266.1370358,286.4753398,302.4656162,347.3170121,343.9228966,262.215118,253.2693062,200.2037867,339.6237811,274.3450058,354.1824219,258.0455317,337.9142358,297.517567,282.4058971,349.1094283,326.6592474,286.994765,316.8780432
77,5,4,1,269.4413419,258.3024075,291.4673665,307.3548046,344.9864703,333.7205789,263.8838802,253.8884238,198.5007879,353.5408692,268.1840024,364.4660425,252.6668781,336.7303898,302.5376634,283.3227277,347.7458389,328.8641525,284.8330639,322.4917929
78,6,4,1,266.3982354,254.0711335,292.3319457,295.6187296,339.9238155,326.1131028,268.6834116,253.3994007,198.8739719,367.5331666,266.5890393,370.0529896,246.7081699,333.8335109,303.2601121,282.2541193,336.9337526,329.1687743,282.3654377,327.8200653
79,7,4,1,257.3389793,233.9168489,272.7480995,262.7448191,270.4520848,288.8389604,256.8289217,236.6120652,187.7602706,337.4694237,265.2647554,352.9306763,249.3883649,298.0203766,285.3512179,247.0437321,268.0392696,326.1017194,254.992025,317.0503066
80,8,4,1,235.5830868,204.5905495,219.8632034,207.5635082,216.5144874,215.2192566,227.2670996,212.1133012,160.0330455,258.246428,249.874623,259.0065728,243.6179292,236.3314224,239.3757889,215.010679,222.2980205,247.6628987,234.4425962,253.7355359
81,9,4,1,226.6151286,205.7863069,212.7240889,191.3088424,212.0887729,203.7068894,222.4006317,209.0631019,147.2571499,223.4005735,236.3918913,216.2578079,224.7967152,230.6035804,222.673024,205.1168815,213.8457052,206.8698366,229.8625281,213.7204137
82,10,4,1,226.8500304,205.2454579,210.5157558,186.7220982,206.0312742,199.2002251,222.402641,205.9161603,143.3596879,216.5901739,232.8617126,204.9065739,223.2962621,235.5895541,219.0579397,199.7984073,211.5814599,194.5676926,227.1242534,207.0797479
83,11,4,1,225.8936845,203.2262103,208.8887863,183.1587008,199.6066075,198.1922988,226.243973,205.2240658,139.8789292,208.0179861,230.418101,195.9876537,230.7899409,228.6829891,216.5107765,196.2065339,206.6825553,192.5132613,224.9404392,204.6001896
84,12,4,1,224.4900475,203.8571968,204.9740007,185.8538843,199.0430832,195.524181,224.9626835,205.421871,140.3693498,203.6192984,229.8372694,189.7174585,230.338194,228.3342651,209.894436,194.1463793,206.5636425,195.5165012,221.8188796,201.8169877
85,13,4,1,224.6980323,203.2141751,208.1550096,185.6825963,199.0853385,191.6315049,224.4851928,207.1749669,139.4874504,205.5438823,230.5097444,192.8668086,232.2468635,234.518778,215.5096086,197.1629298,213.0366919,196.4493238,220.8429121,203.0116352
86,14,4,1,225.6631332,206.4980536,209.1951441,184.1663791,207.5199809,191.5060122,230.5000805,210.9769892,145.1918183,210.9203497,231.8100029,199.1811764,233.3597154,230.2522871,215.7422526,198.5354528,215.8027511,193.3706657,225.9722769,206.3152636
87,15,4,1,233.2707378,220.0182216,208.6975674,191.7246834,261.3538754,211.412369,252.9143522,223.1906331,169.1515305,230.5246905,234.136599,209.3074263,245.4675091,247.488302,219.1024793,202.3075886,256.4996482,204.3848037,240.5311845,217.3276688
88,16,4,1,250.3954659,252.0931994,231.2267903,205.725359,339.1127564,316.0695744,274.161956,249.5712829,218.1833923,328.0457558,251.5464424,296.4538236,245.0573353,309.6055528,258.9685581,250.2034478,328.734309,237.1494312,272.7931597,286.6109905
89,17,4,1,264.7919145,250.0823974,292.5898718,258.1195017,345.1763456,336.6141989,280.8330531,252.2643724,233.4790389,363.2410436,267.8112136,363.66126,253.8274836,337.0258429,311.8478514,279.3393675,341.678828,313.17298,280.5683893,322.0464523
90,18,4,1,267.3757958,248.0514972,294.5855357,277.6303051,345.0057399,336.2025291,281.597272,251.6066011,234.9242882,367.3018903,270.9966797,363.8569327,251.929221,332.2523925,313.3677062,280.7335223,338.1343981,321.9565332,280.760921,324.2707744
91,19,4,1,265.7431664,247.6632628,292.2781181,276.9977699,341.8629463,331.4958423,279.1534971,253.8880026,228.1592707,368.0776438,270.5416929,361.8214241,250.9966846,331.7415087,311.334483,280.9216399,341.3537924,322.8872261,280.8902795,321.9476215
92,20,4,1,264.9482128,247.2599763,287.6711047,276.0834283,346.2810573,341.0777624,276.0810852,255.0284793,219.883911,364.7385196,269.2053612,364.5901181,253.2251748,328.7193337,301.3801047,284.2698614,338.6549585,323.2758441,283.1422608,324.0071485
93,21,4,1,266.2057711,252.0500784,287.7978199,280.830518,339.4464162,330.232734,272.5803019,257.5447652,224.1099352,355.7285524,267.8308523,365.1417311,257.4539376,330.7542862,294.0885346,284.947668,339.8785513,326.6922685,288.3055592,329.5544137
94,22,4,1,267.7261535,253.7175607,287.2107768,315.6942179,341.3198622,330.5001815,270.0710515,258.4301272,218.0474435,345.6667719,270.854185,359.2975501,271.3303514,328.9453384,297.158274,283.9353836,344.17595,341.8167167,287.3264485,328.7603927
95,23,4,1,270.3216125,261.1216635,284.6855089,331.2856854,337.2418537,334.1935811,264.2724111,258.6973678,212.0462842,334.3825799,275.2483226,352.3124449,270.7831548,338.9810245,294.0518597,283.3491267,351.0219328,341.1611511,290.2945431,325.37221
96,0,5,1,271.7207964,269.9688882,285.3874572,313.7336098,338.2922373,332.981055,261.8550949,257.8252374,202.0690812,330.2000978,274.5918213,347.9686127,271.3886878,338.0663391,299.7389006,284.1489214,350.5715977,331.0320681,292.3386545,320.4928244
97,1,5,1,272.1562412,275.2242089,286.6561204,312.891178,338.1276192,332.0433129,262.4320435,257.9340374,202.9147524,330.6411313,273.8041525,347.1407434,274.3033416,328.46368,295.3245043,282.2037983,346.4322694,331.0052488,291.1174988,316.7753285
98,2,5,1,273.261563,277.5925981,284.983299,313.1133353,337.7634566,332.0816216,262.5518079,256.5594138,201.1654642,330.188757,277.0334466,345.8195608,270.058118,331.1552743,290.9846278,279.3976204,352.0180374,329.8194151,289.5934745,316.1985867
99,3,5,1,275.3245343,273.7103532,285.6045775,306.5391482,340.4126668,347.4211076,260.2260419,255.3786753,203.4553688,330.4966542,278.9386295,347.5272745,266.8058999,335.6625498,298.4610965,282.9987748,352.2298965,326.0031302,290.7256841,315.2722173
100,4,5,1,271.7465872,266.1370358,286.4753398,302.4656162,347.3170121,343.9228966,262.215118,253.2693062,200.2037867,339.6237811,274.3450058,354.1824219,258.0455317,337.9142358,297.517567,282.4058971,349.1094283,326.6592474,286.994765,316.8780432
101,5,5,1,269.4413419,258.3024075,291.4673665,307.3548046,344.9864703,333.7205789,263.8838802,253.8884238,198.5007879,353.5408692,268.1840024,364.4660425,252.6668781,336.7303898,302.5376634,283.3227277,347.7458389,328.8641525,284.8330639,322.4917929
102,6,5,1,266.3982354,254.0711335,292.3319457,295.6187296,339.9238155,326.1131028,268.6834116,253.3994007,198.8739719,367.5331666,266.5890393,370.0529896,246.7081699,333.8335109,303.2601121,282.2541193,336.9337526,329.1687743,282.3654377,327.8200653
103,7,5,1,257.3389793,233.9168489,272.7480995,262.7448191,270.4520848,288.8389604,256.8289217,236.6120652,187.7602706,337.4694237,265.2647554,352.9306763,249.3883649,298.0203766,285.3512179,247.0437321,268.0392696,326.1017194,254.992025,317.0503066
104,8,5,1,235.5830868,204.5905495,219.8632034,207.5635082,216.5144874,215.2192566,227.2670996,212.1133012,160.0330455,258.246428,249.874623,259.0065728,243.6179292,236.3314224,239.3757889,215.010679,222.2980205,247.6628987,234.4425962,253.7355359
105,9,5,1,226.6151286,205.7863069,212.7240889,191.3088424,212.0887729,203.7068894,222.4006317,209.0631019,147.2571499,223.4005735,236.3918913,216.2578079,224.7967152,230.6035804,222.673024,205.1168815,213.8457052,206.8698366,229.8625281,213.7204137
106,10,5,1,226.8500304,205.2454579,210.5157558,186.7220982,206.0312742,199.2002251,222.402641,205.9161603,143.3596879,216.5901739,232.8617126,204.9065739,223.2962621,235.5895541,219.0579397,199.7984073,211.5814599,194.5676926,227.1242534,207.0797479
107,11,5,1,225.8936845,203.2262103,208.8887863,183.1587008,199.6066075,198.1922988,226.243973,205.2240658,139.8789292,208.0179861,230.418101,195.9876537,230.7899409,228.6829891,216.5107765,196.2065339,206.6825553,192.5132613,224.9404392,204.6001896
