Dependency=Geometry Building Type RECS,Option=Mobile Home,Option=Multi-Family with 2 - 4 Units,Option=Multi-Family with 5+ Units,Option=Single-Family Attached,Option=Single-Family Detached,Option=<1940,Option=1940s,Option=1950s,Option=1960s,Option=1970s,Option=1980s,Option=1990s,Option=2000s,Option=2010s,Option=0-100%,Option=100-150%,Option=150-200%,Option=200-300%,Option=300-400%,Option=400%+,Option=Not Available,Dependency=Vintage,Dependency=State,Option=Electricity,Option=Fuel Oil,Option=Natural Gas,Option=None,Option=Other Fuel,Option=Propane,Option=Wood,Option=0-1499,Option=1500-2499,Option=2500-3999,Option=4000+,Option=AK,Option=AL,Option=AR,Option=AZ,Option=CA,Option=CO,Option=CT,Option=DC,Option=DE,Option=FL,Option=GA,Option=HI,Option=IA,Option=ID,Option=IL,Option=IN,Option=KS,Option=KY,Option=LA,Option=MA,Option=MD,Option=ME,Option=MI,Option=MN,Option=MO,Option=MS,Option=MT,Option=NC,Option=ND,Option=NE,Option=NH,Option=NJ,Option=NM,Option=NV,Option=NY,Option=OH,Option=OK,Option=OR,Option=PA,Option=RI,Option=SC,Option=SD,Option=TN,Option=TX,Option=UT,Option=VA,Option=VT,Option=WA,Option=WI,Option=WV,Option=WY
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G18,0.0001853262732861686,4.313722089927e-07,0.00010762660137187044,4.0252224693145e-06,2.7285132923249597e-06,1.28446304162484e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G19,7.554004273643001e-05,3.55476358940975e-07,4.70927443306251e-05,3.09279517872604e-06,3.90225283155045e-06,3.0607475019327802e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G20,6.9806194597539e-05,0.0,4.7997816518009796e-05,3.7602967406746e-07,1.56157113033999e-06,6.75305166218255e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G21,0.0001086959248087225,4.95411919440824e-07,4.53162048661343e-05,1.45290797069578e-06,1.78727616039564e-06,9.54228716285028e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G22,0.000163760624998345,0.0,8.046129443283319e-06,1.72923641663704e-07,2.68060039862148e-07,3.15975312835686e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G23,6.772941622601e-06,9.002743280408e-06,8.545955687319999e-06,8.759833319256e-07,7.181638878617999e-07,2.894330369581e-06,2.9832894818286e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G24,0.000268767992554956,7.438174806555e-06,0.00028128958441786,6.1602776242043995e-06,3.89747376708128e-06,4.63039645674198e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G25,0.000215315838403398,3.11358678866538e-05,0.000180856205185481,5.4224950331435995e-06,5.9370730088066996e-06,9.4152787951024e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G26,0.000182961359854436,8.4546727270858e-07,0.000360308787439129,1.3257856472835499e-05,1.28599096656566e-05,6.2370513426243e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G27,0.0001780464414851726,3.8304126516579e-06,0.0001615983631979787,1.24435743977144e-05,1.420894304142529e-05,5.87674592661082e-06,3.4836322936245e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G28,7.12887720822243e-05,0.0,7.17030380583778e-06,2.62251313789456e-07,0.0,3.66538333886832e-07,2.27947815778006e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G29,0.0001430035388432949,4.4373545862712e-07,0.0001093745192650228,2.79629846910306e-06,9.31871315857416e-07,3.4897215579641602e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G30,1.22478185681237e-05,5.946769355337e-08,9.7220652953781e-06,1.01662729672691e-06,2.43803830210371e-06,1.34730722248874e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G31,4.56845756078102e-05,1.00087283189982e-07,3.859233006351914e-05,1.47658442466444e-06,1.29241151703789e-06,6.399710393001159e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G32,8.9009450161033e-05,8.378696904128601e-07,2.4861048037533e-05,1.5047029556641e-06,5.097180765875401e-07,9.03668801727e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G33,2.0364024739181e-05,7.724148525693e-06,1.2757288363003e-05,8.99458436517e-07,2.8515419986800005e-07,2.9958042675876e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G34,0.000230948288069578,3.20046095706928e-05,0.000498866560208958,1.16495664473577e-05,9.6277629698725e-06,1.31506848967981e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G35,3.03304989387578e-05,0.0,3.23268014506698e-05,4.98827246984068e-07,0.0,2.7553890784948e-07,5.96850122056948e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G36,0.0005368882387928996,0.0005550306946031638,0.001541799921825835,9.8750529165578e-05,7.510454895653606e-05,6.00026700531522e-05,1.9019958541207642e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G37,0.0002028098236091215,6.014237210726e-07,3.0640934370736e-05,1.057684667504675e-06,2.5509441312015e-07,1.21433643509185e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G38,2.85403441024695e-05,2.2501537730942e-07,9.3307446049625e-06,1.0411258350476601e-07,4.8975342350582e-07,5.1952839957134e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G39,0.000414182950115005,1.0219564908097e-06,0.0003622598031758222,1.6887307396831198e-05,1.48211847095687e-05,8.8296893890048e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G40,0.0001226932988738872,1.1564241717952371e-07,2.53725942898235e-05,2.9440537797892806e-07,7.20321877084964e-07,2.65358058910104e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G41,0.0001717502481932798,9.1669208863312e-08,1.678733345692972e-05,1.61626597856721e-06,2.6186663071902003e-06,6.7404268390595e-07,3.4409933403753005e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G42,0.000368044289673378,1.53337538084722e-05,0.0003050832593031124,1.08014431780828e-05,9.0340497843774e-06,9.6210251390612e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G44,2.304163161037e-05,3.5570693449259997e-06,4.005295409498e-05,1.8082479646e-07,1.5455324437199996e-07,2.904520644231e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G45,9.103621078511599e-05,2.672044880596e-09,7.72777871323384e-06,6.38279604362092e-07,2.2476866466747199e-07,1.0887254599748801e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G46,1.92617260002951e-05,7.3125472548348e-08,8.28719007875919e-06,2.8370048464548997e-07,1.92654579944704e-06,2.7855530609686e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G47,0.00021168162843092,0.0,3.1366252654002e-05,1.78601955448494e-06,4.41163834235784e-07,4.31966382915116e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G48,0.0010646003420731736,7.980950805291593e-07,0.00015235633970543075,7.737569705902143e-06,2.041507283258385e-06,3.615918845431766e-06,2.1511149150698512e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G49,2.54287990332506e-05,0.0,5.34865460537294e-05,2.87055573771386e-07,9.162383563462299e-07,1.08165153818681e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G50,2.963673578488e-06,1.2507544988655e-06,5.9690414879622e-06,0.0,2.862960442254e-07,1.5869647917983e-06,1.472377878936e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G51,0.000296430031300886,3.35543491288084e-06,0.0002167055868551534,6.08989553278081e-06,3.899534830395749e-06,6.60325202876732e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G53,0.000415320026265557,1.29801087001529e-06,1.9233592699077352e-05,4.8093888800108e-06,2.39848665049762e-06,2.09848669100283e-06,4.42315885451605e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G54,3.44136349670002e-05,1.4068265669854395e-07,9.4231600321358e-06,3.41851997794832e-07,5.6636583591384e-07,8.4648281388588e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G55,0.0001431563309439184,1.0243630918164999e-06,0.00015476685037850581,5.2682602785574e-06,8.38452046060352e-06,2.7521041376364e-06,1.5077641387457998e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1960s,G56,9.1188938621045e-06,0.0,4.939564544548e-06,9.2203944663945e-07,1.03758667276744e-06,1.38819071322143e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G01,0.000292873687980351,0.0,4.28028434591249e-05,2.80576814303669e-06,0.0,1.0638089141947e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G02,2.7574432896365197e-06,2.35739699643191e-05,4.8990286646837055e-05,0.0,1.6786459846059997e-08,3.6607812510506997e-07,2.0034085435965e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G04,0.000516310852939094,1.5936135201998e-07,6.4915400716394e-05,1.02814312906298e-05,2.2450687840984097e-06,2.00652541232833e-06,2.39677608629172e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G05,0.000136319442771186,0.0,2.35493672629124e-05,7.7990037049336e-07,2.717110308215e-07,7.131428222796e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G06,0.002638371760535874,2.888893710231869e-06,0.0022754340768969955,0.0002921408015826665,1.214977446383888e-05,5.154187750625722e-05,4.236567056887257e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G08,0.000386594439972098,1.87714465238657e-06,0.000388780744911281,1.67633643931769e-05,1.205378539956286e-05,5.74385007475136e-06,1.69446255006486e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G09,0.00021394451851248,3.546060263609e-05,0.0001204223979691,3.506728873147e-06,2.155750458367e-06,8.447575626065001e-06,1.8383992371e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G10,6.003735529271e-05,2.092500771696e-06,3.117466048212e-05,6.30737089336e-07,8.317768330280001e-07,1.2844959325499999e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G11,6.616214234186e-05,6.86922367192e-07,3.86395855515e-05,2.412222633035e-06,5.361660141019999e-07,9.97325971731e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G12,0.003661835380939592,6.1771117319344e-06,9.73444587696103e-05,0.00011124661894400156,4.4261497462888e-06,5.8140478033518e-06,4.4122576905412e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G13,0.0005314240559366919,2.09463188675987e-07,0.0002525512530214244,3.735130399840182e-06,4.39236194855594e-07,4.9548016054754305e-06,1.72014598963167e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G15,0.0001453175972617141,2.92174692635e-07,1.1650308025468107e-05,0.0002695240348297956,1.800125531473e-06,2.80801252569615e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G16,6.68192663614028e-05,1.2584330987598e-06,1.28198560449867e-05,6.656431363437099e-07,5.119367593160199e-07,9.955186726765e-07,2.5890814025439997e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G17,0.000821235823078388,3.1598367447790002e-06,0.0007880329813626312,3.767933138889697e-05,2.413042417012289e-05,2.298566418270396e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G18,0.000370261519658972,1.641639490108e-07,0.0001980543246597276,3.3433073542212798e-06,1.72027986816358e-06,3.22803839916424e-06,2.4759449460000003e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G19,0.000168014609996809,1.7037249372e-07,9.45395787742154e-05,3.61752597157885e-06,5.38024895375689e-06,2.2984390074368e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G20,0.000145530828990918,0.0,7.5219379783945e-05,1.04557643228228e-06,6.462275742e-08,2.7417113012611e-06,7.507893538e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G21,0.0002478715249542144,4.729225339902e-07,6.92301715684221e-05,3.76832886658304e-06,3.465031737155e-06,2.0204889191522e-06,2.3108185762799998e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G22,0.0003489191584243131,0.0,1.848580701782269e-05,2.96721254827928e-06,5.294030654205e-07,3.36639903008526e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G23,2.42813339000122e-05,1.8560176441338e-05,2.2603752713524e-05,4.9124473988e-07,1.405682737518e-06,6.3414670433845e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G24,0.000433003705187543,3.52155585699415e-06,0.0003108749225151178,8.846673903107e-06,3.2928276464306e-06,1.1261193354837e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G25,0.000424304403556806,3.65585277503858e-05,0.000291600620327977,1.01192210339924e-05,8.2127656285812e-06,1.5451593878655e-05,3.497558668278e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G26,0.000342283160062643,7.1275319233478e-07,0.000688049501712361,2.70216920001646e-05,2.10520342197525e-05,1.149157231967112e-05,4.2747118728079997e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G27,0.000318596231190602,5.08836380217493e-06,0.000306345306986392,2.86928933845964e-05,2.34666518041757e-05,8.7482689269208e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G28,0.0001756164336884176,0.0,1.84250412959907e-05,9.954308896935001e-07,1.2555398214350001e-06,2.8185286150064e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G29,0.0002900417180961772,3.3548864485855005e-07,0.0001635079184610092,4.02437818115884e-06,1.5661969260223e-06,4.9310558160108004e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G30,4.5817645258994604e-05,8.3032659151992e-08,1.98774961593628e-05,1.13038023887043e-06,3.47650921027856e-06,3.428174842687401e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G31,0.0001092500767941981,8.363367075e-08,6.70914671510907e-05,2.34540056286122e-06,1.154309194515412e-06,2.0573339637769e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G32,0.0002014037788750624,3.1434147075040007e-07,7.31316064702706e-05,4.500825391228e-06,1.7694663520982e-06,1.5839827504508198e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G33,5.7946217477788e-05,1.3656223237128401e-05,3.6467007608554e-05,4.029953775999e-06,1.92882686822e-06,9.616055880938e-06,1.47965316212e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G34,0.000339778369323565,2.73491260485042e-05,0.000495157451924476,1.402671524573788e-05,6.99937548325706e-06,1.52867004567178e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G35,6.190867754457569e-05,9.6802190153175e-08,9.16651116286792e-05,9.354006829014999e-07,3.2044609793269997e-07,1.8195753820525499e-06,1.3611719580093499e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G36,0.000649039578332802,0.000251143617905328,0.0010114780090396788,5.447317664669974e-05,4.27505297867288e-05,4.40221487429326e-05,4.811402378150721e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G37,0.000550302258025243,1.465520533545017e-07,4.635573860127918e-05,4.088656695205991e-06,5.279156575680261e-07,2.9213330795114763e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G38,7.138497167972219e-05,1.415577018841e-06,1.80711392021076e-05,3.9724524762157194e-06,2.1007510923381e-06,2.478140620972612e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G39,0.000739671683572353,5.81311387764e-07,0.0004501037831913338,2.11383355871212e-05,1.89920493999597e-05,1.4888579170211e-05,1.6911659709e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G40,0.000293832804921879,0.0,5.6643449674096705e-05,1.10527016793406e-06,3.764446551987e-07,1.6661737066382e-06,3.5697877909280006e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G41,0.000396686095493483,2.7623404541233997e-07,1.48431826133092e-05,4.8973428256786e-06,7.4769166514826e-07,2.6151314206344e-07,4.728605591482e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G42,0.000581284906567708,1.69519538781486e-05,0.000379199296097389,1.38048808539853e-05,1.028853064475384e-05,9.76759454502314e-06,2.0449184641779204e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G44,4.3156358129599996e-05,8.15861571111e-06,7.20802557265e-05,6.56880719642e-07,1.1691510015769999e-06,2.7468691199550002e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G45,0.000296599509037953,4.7962433621868e-07,1.89506651928616e-05,1.01766971945481e-06,1.23613772513054e-07,1.00812803078693e-06,7.163905975790799e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G46,5.0954720904573396e-05,0.0,2.390378857745864e-05,3.75398797470816e-06,3.2008741970726598e-06,1.082713543066e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi-Family with 5+ Units,,,,,,,,,,,,,,,,,,,,,,1970s,G47,0.00046461680216609597,3.31804190048e-07,4.916774163546245e-05,2.1076338509773e-06,9.75192274744e-07,1.5330034831662e-06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
