SiteID,All Screens Plus No Secondary HVAC
22577,0
22580,0
22590,1
22597,0
22598,0
22602,0
22607,1
22612,0
22618,0
22620,1
22625,1
22627,0
22632,1
22641,1
22649,1
22652,1
22663,0
22671,1
22673,0
22681,0
22688,1
22693,1
22694,0
22701,1
22702,1
22703,1
22705,1
22728,0
22733,1
22739,0
22743,1
22751,1
22756,1
22767,0
22774,0
22785,0
22787,1
22832,0
22833,0
22845,0
22854,0
22855,1
22869,1
22872,0
22878,0
22880,0
22890,1
22897,0
22902,0
22903,0
22904,1
22909,0
22919,0
22935,1
22938,0
22944,1
22950,0
22953,0
22955,0
22960,0
22965,0
22966,1
22969,0
22977,1
22982,0
22985,0
22993,0
22994,0
23003,0
23017,1
23021,0
23028,1
23029,0
23034,0
23049,1
23084,1
23111,0
23112,1
23113,0
23119,1
23122,0
23123,0
23138,1
23145,1
23151,0
23155,1
23178,0
23183,0
23185,1
23188,1
23192,0
23196,1
23211,0
23213,0
23233,0
23235,0
23241,0
23260,1
23262,0
23267,1
23274,1
23278,0
23282,1
23283,1
23287,1
23294,1
23300,1
23314,0
23318,0
23335,1
23345,1
23355,0
23358,0
23366,1
23368,1
23379,1
23380,0
23381,0
23384,1
23387,1
23390,0
23391,1
23392,1
23403,0
23408,0
23414,1
23424,1
23427,0
23439,1
23440,1
23444,0
23446,1
23449,1
23465,1
23480,0
23482,1
23486,1
23489,1
23501,1
23502,0
23504,0
23511,0
23526,1
23538,1
23539,1
23544,1
23545,0
23546,0
23547,0
23554,0
23556,1
23559,0
23566,1
23581,0
23602,1
23607,0
23611,0
23618,1
23619,1
23621,0
23624,0
23627,1
23631,1
23640,0
23645,1
23666,1
23674,0
23676,1
23696,0
23704,1
23705,0
23710,0
23720,1
23721,0
23724,1
23742,0
23744,1
23746,0
23756,1
23762,0
23763,0
23765,1
23788,1
23791,1
23813,1
23824,0
23830,1
23835,1
23840,1
23846,0
23847,0
23857,1
23860,1
23870,0
23879,0
23882,0
23886,1
23889,0
23905,1
23909,1
23910,1
23914,0
23926,0
23931,1
23932,1
23936,1
23939,1
23946,0
23948,1
23952,1
23960,1
23965,1
23966,1
23972,1
23973,1
23986,1
23994,0
23995,0
24016,0
24027,1
24033,0
24040,0
24048,1
24083,1
24093,1
24119,1
24120,0
24151,0
24153,0
24158,0
24171,0
24184,1
24196,1
24202,1
24203,0
24205,1
24209,0
24221,1
24224,0
24227,0
24232,0
24245,1
24246,0
24247,1
24249,0
24259,1
24266,0
24288,0
24296,0
24310,1
24311,0
24312,1
24317,1
24332,0
24341,0
24342,0
24347,1
24349,0
24351,1
24363,1
24366,1
24373,1
24375,1
24378,0
24398,1
24400,1
24401,0
24402,1
24408,1
24410,0
24417,1
24418,1
24419,0
24436,0
24445,0
24451,0
24456,0
24462,1
24467,1
24479,1
24488,0
24495,1
24499,1
24500,1
24510,1
24522,1
24524,0
24533,1
24536,0
24540,0
24547,0
24550,0
24551,1
24553,1
24559,0
24563,0
24572,0
24594,1
24607,0
24614,0
24623,0
24655,1
24662,0
24671,0
24672,0
24684,1
24686,0
24689,0
24696,0
24699,1
24706,0
24713,0
24740,1
24765,1
24770,0
24781,1
24790,1
24795,0
24807,0
24808,0
24816,0
24822,1
24826,1
24827,0
24833,1
24850,1
24863,1
24866,1
