SiteID,All Screens,All Screens except SEEM Run,All Screens Plus No Secondary HVAC
12018,1,1,1
12022,1,1,1
12029,0,0,0
12033,0,0,1
12035,1,0,1
12039,1,1,1
12049,1,1,1
12054,1,1,1
12060,1,1,1
12062,1,1,1
12063,1,1,1
12064,1,0,1
12086,0,0,1
12092,1,1,1
12101,0,0,1
12103,0,0,0
12105,1,1,1
12107,1,1,1
12108,0,0,0
12111,1,1,1
12114,1,1,1
12131,1,1,1
12142,1,1,1
12144,0,0,1
12145,1,1,1
12146,1,1,1
12148,0,0,1
12153,1,1,1
12163,1,0,1
12169,1,0,1
12176,1,0,1
12183,1,1,1
12186,0,0,1
12190,0,0,1
12197,1,1,1
12199,0,0,1
12203,1,0,1
12207,1,1,1
12213,0,0,0
12214,0,0,1
12215,1,1,1
12226,0,0,1
12229,0,0,0
12230,1,0,1
12232,0,0,1
12242,1,0,1
12247,1,1,1
12255,1,1,1
12263,0,0,0
12264,1,1,1
12266,1,1,1
12270,0,0,0
12271,1,0,1
12274,1,1,1
12278,0,0,1
12295,0,0,1
12303,1,1,1
12305,0,0,0
12307,1,1,1
12315,1,1,1
12320,1,0,1
12321,0,0,1
12339,0,0,0
12341,1,1,1
12348,1,1,1
12358,0,0,0
12370,1,1,1
12372,0,0,0
12376,0,0,1
12377,1,1,1
12398,1,1,1
12399,1,1,1
12404,1,1,1
12407,0,0,0
12408,1,1,1
12414,1,1,1
12427,1,1,1
12434,1,1,1
12456,1,0,1
12458,1,1,1
12460,0,0,0
12478,1,1,1
12482,1,1,1
12483,1,1,1
12486,1,1,1
12489,0,0,0
12494,1,1,1
12496,1,1,1
12499,1,1,1
12504,0,0,0
12505,1,0,1
12507,1,1,1
12510,1,1,1
12514,0,0,0
12524,1,0,1
12556,1,1,1
12561,1,1,1
12564,1,1,1
12569,1,1,1
12572,1,1,1
12582,1,1,1
12600,1,0,1
12614,0,0,0
12620,1,1,1
12621,0,0,0
12630,0,0,1
12640,0,0,1
12643,1,1,1
12648,1,1,1
12656,1,1,1
12657,1,0,1
12661,1,1,1
12669,1,1,1
12670,1,1,1
12675,1,1,1
12678,1,0,1
12679,1,1,1
12690,1,0,1
12693,1,1,1
12724,1,1,1
12730,0,0,1
12737,1,1,1
12738,0,0,0
12739,0,0,0
12743,1,1,1
12745,1,1,1
12753,1,1,1
12755,0,0,1
12759,1,0,1
12771,0,0,1
12773,0,0,1
12777,0,0,0
12782,1,1,1
12814,1,1,1
12818,1,1,1
12825,0,0,0
12833,1,0,1
12845,1,1,1
12853,1,1,1
12856,1,1,1
12889,0,0,1
12895,1,1,1
12897,1,1,1
12898,1,1,1
12902,1,1,1
12906,1,1,1
12908,1,1,1
12939,1,1,1
12944,1,1,1
12955,1,1,1
12956,1,0,1
12975,0,0,1
12977,1,1,1
12992,0,0,0
12994,1,1,1
13004,0,0,0
13011,0,0,0
13017,1,1,1
13019,1,1,1
13023,1,0,1
13041,0,0,0
13046,0,0,1
13051,0,0,0
13055,1,0,1
13094,1,0,1
13113,1,1,1
13127,1,1,1
13129,1,1,1
13131,1,0,1
13141,1,1,1
13154,1,1,1
13165,1,1,1
13166,0,0,0
13169,1,0,1
13188,1,1,1
13191,1,1,1
13222,0,0,1
13232,1,1,1
13242,0,0,0
13246,0,0,1
13248,1,1,1
13250,0,0,0
13261,0,0,0
13265,1,1,1
13273,0,0,1
13275,1,1,1
13292,1,0,1
13293,1,1,1
13303,0,0,0
13310,0,0,0
13315,1,1,1
13319,1,0,1
13323,1,0,1
13327,1,1,1
13328,1,1,1
13336,1,0,1
13347,1,1,1
13359,0,0,0
13365,0,0,0
13400,0,0,0
13401,0,0,0
13420,1,1,1
13426,0,0,0
13427,1,1,1
13435,1,0,1
13445,1,1,1
13451,0,0,0
13453,0,0,0
13455,1,1,1
13462,1,1,1
13474,1,1,1
13490,0,0,0
13494,0,0,1
13495,1,1,1
13505,0,0,0
13507,1,1,1
13514,1,1,1
13554,0,0,1
13621,1,1,1
13643,1,1,1
13655,1,0,1
13656,1,1,1
13672,0,0,1
13678,1,0,1
13691,1,1,1
13713,1,0,1
13746,0,0,0
13752,1,1,1
13756,1,1,1
13785,1,1,1
13803,1,1,1
13817,1,0,1
13829,0,0,0
13863,1,1,1
13867,1,1,1
13871,1,1,1
13880,1,1,1
13895,0,0,1
13898,1,0,1
13903,1,1,1
13912,1,1,1
13948,1,0,1
13956,1,1,1
13970,1,1,1
13974,1,1,1
13975,0,0,1
14000,0,0,1
14012,0,0,1
14015,0,0,1
14017,1,1,1
14037,1,1,1
14046,1,1,1
14051,1,1,1
14052,0,0,0
14073,1,1,1
14078,1,1,1
14102,0,0,0
14117,0,0,0
14122,1,1,1
14129,0,0,0
14140,1,1,1
14143,1,1,1
14150,0,0,0
14153,0,0,0
14162,1,1,1
14174,1,1,1
14181,1,1,1
14210,0,0,0
14211,1,1,1
14222,1,1,1
14264,1,1,1
14273,1,0,1
14277,0,0,1
14284,0,0,0
14285,1,1,1
14300,0,0,1
14329,0,0,0
14331,1,1,1
14423,1,0,1
14457,0,0,0
14508,1,1,1
14542,1,1,1
14545,1,1,1
14560,0,0,1
14577,1,0,1
14646,0,0,0
14674,1,1,1
20007,0,0,0
20016,0,0,1
20020,1,1,1
20028,1,1,1
20034,0,0,1
20038,0,0,0
20042,1,1,1
20043,1,1,1
20051,1,1,1
20058,0,0,0
20065,1,1,1
20066,1,1,1
20076,1,1,1
20078,1,1,1
20080,1,1,1
20081,1,1,1
20085,1,1,1
20088,0,0,0
20089,0,0,0
20095,1,1,1
20100,1,1,1
20106,0,0,0
20108,0,0,1
20109,0,0,0
20111,1,1,1
20117,1,0,1
20125,1,1,1
20152,1,1,1
20154,1,1,1
20155,0,0,0
20156,1,1,1
20163,1,1,1
20166,1,1,1
20168,1,1,1
20180,1,1,1
20182,0,0,1
20184,1,1,1
20185,1,1,1
20188,0,0,1
20200,0,0,0
20206,1,1,1
20215,1,1,1
20230,1,1,1
20244,1,1,1
20245,0,0,0
20250,1,0,1
20264,1,1,1
20265,1,1,1
20266,1,1,1
20274,0,0,0
20287,1,1,1
20288,1,1,1
20290,1,1,1
20294,0,0,1
20297,1,1,1
20303,1,1,1
20305,1,1,1
20311,0,0,0
20324,1,1,1
20325,1,1,1
20338,1,1,1
20340,0,0,1
20344,1,1,1
20351,1,0,1
20357,1,1,1
20360,0,0,0
20363,1,0,1
20371,1,1,1
20374,1,1,1
20381,1,0,1
20384,1,1,1
20390,1,1,1
20392,0,0,1
20395,0,0,0
20408,1,1,1
20411,0,0,0
20414,1,1,1
20426,1,1,1
20430,0,0,0
20433,0,0,1
20440,1,1,1
20445,1,1,1
20446,1,0,1
20448,1,1,1
20457,0,0,1
20458,1,1,1
20466,1,1,1
20469,0,0,0
20472,0,0,1
20477,0,0,0
20485,1,1,1
20491,1,1,1
20505,1,1,1
20516,0,0,0
20540,1,1,1
20547,1,1,1
20553,1,0,1
20559,0,0,0
20565,1,1,1
20574,0,0,0
20586,1,1,1
20593,1,1,1
20595,1,1,1
20601,1,1,1
20603,0,0,0
20606,1,1,1
20612,1,1,1
20613,0,0,1
20618,1,1,1
20619,1,1,1
20626,1,1,1
20632,1,1,1
20635,0,0,0
20646,1,0,1
20650,0,0,0
20671,0,0,1
20685,0,0,1
20688,0,0,0
20702,1,1,1
20707,0,0,1
20712,1,1,1
20716,1,1,1
20746,1,1,1
20748,1,1,1
20753,1,1,1
20758,0,0,1
20770,0,0,0
20775,0,0,1
20777,1,1,1
20778,1,1,1
20779,1,1,1
20783,0,0,0
20792,1,1,1
20807,1,0,1
20808,1,1,1
20809,0,0,0
20814,1,1,1
20817,1,1,1
20819,0,0,1
20825,0,0,1
20839,1,0,1
20853,1,1,1
20859,0,0,0
20861,1,1,1
20863,1,1,1
20878,0,0,0
20894,0,0,0
20895,0,0,0
20902,1,1,1
20905,0,0,1
20920,0,0,0
20930,1,1,1
20936,1,1,1
20941,0,0,0
20946,1,1,1
20958,1,1,1
20965,0,0,0
20968,1,1,1
20970,0,0,1
20974,1,1,1
20976,1,1,1
20995,0,0,0
20998,1,1,1
21002,1,1,1
21003,0,0,1
21006,0,0,1
21012,1,1,1
21016,0,0,0
21018,1,0,1
21021,1,1,1
21026,1,1,1
21038,1,1,1
21045,0,0,0
21049,1,1,1
21070,1,1,1
21085,1,0,1
21089,0,0,0
21091,1,1,1
21103,1,1,1
21107,1,1,1
21109,1,1,1
21112,0,0,0
21122,1,1,1
21132,1,1,1
21137,0,0,0
21143,0,0,1
21155,1,0,1
21160,1,1,1
21176,0,0,1
21180,0,0,0
21188,0,0,1
21201,1,1,1
21203,1,1,1
21214,1,1,1
21218,1,1,1
21219,0,0,0
21225,1,1,1
21228,1,0,1
21231,1,1,1
21233,0,0,0
21238,1,1,1
21242,1,0,1
21252,1,1,1
21258,1,1,1
21259,1,1,1
21263,1,1,1
21264,1,1,1
21277,1,1,1
21291,0,0,0
21293,1,1,1
21294,1,1,1
21295,1,1,1
21296,1,0,1
21298,1,1,1
21305,1,1,1
21316,1,1,1
21319,1,1,1
21320,1,1,1
21326,1,1,1
21334,1,1,1
21343,1,1,1
21345,1,0,1
21350,1,1,1
21353,1,1,1
21355,0,0,0
21366,1,1,1
21367,1,0,1
21372,0,0,0
21374,1,1,1
21376,1,1,1
21384,1,0,1
21390,1,1,1
21391,0,0,0
21394,1,1,1
21401,1,1,1
21403,0,0,0
21405,1,1,1
21408,0,0,1
21411,1,1,1
21414,0,0,0
21417,1,1,1
21419,0,0,0
21427,1,1,1
21431,0,0,1
21436,0,0,0
21437,1,1,1
21438,1,1,1
21452,0,0,1
21456,0,0,0
21459,1,1,1
21460,1,1,1
21463,1,0,1
21464,1,1,1
21469,1,1,1
21471,1,1,1
21483,0,0,0
21484,1,1,1
21486,1,1,1
21487,0,0,0
21494,1,0,1
21499,1,1,1
21501,0,0,0
21503,1,1,1
21504,1,1,1
21524,1,1,1
21531,1,1,1
21532,1,1,1
21537,1,1,1
21546,1,1,1
21566,1,1,1
21578,1,1,1
21588,1,0,1
21598,1,1,1
21601,0,0,1
21605,1,1,1
21612,1,0,1
21615,0,0,0
21623,1,1,1
21638,1,0,1
21647,1,1,1
21654,1,1,1
21668,1,1,1
21672,1,0,1
21678,1,1,1
21680,1,0,1
21684,1,1,1
21689,1,1,1
21692,1,1,1
21700,1,1,1
21701,1,1,1
21703,1,1,1
21707,1,1,1
21708,0,0,0
21710,0,0,1
21719,1,1,1
21720,1,1,1
21722,0,0,1
21733,0,0,0
21741,1,1,1
21746,0,0,1
21748,1,1,1
21753,1,1,1
21768,0,0,0
21777,1,1,1
21781,1,1,1
21783,1,1,1
21787,1,1,1
21791,1,1,1
21796,0,0,1
21799,0,0,1
21816,1,1,1
21818,1,1,1
21828,1,1,1
21831,1,1,1
21856,1,0,1
21862,1,1,1
21877,0,0,0
21881,1,1,1
21883,1,0,1
21888,1,1,1
21889,1,1,1
21896,1,1,1
21898,1,1,1
21899,0,0,1
21905,0,0,1
21906,1,1,1
21914,1,1,1
21922,0,0,0
21934,1,1,1
21936,0,0,0
21950,1,1,1
21951,1,1,1
21961,1,1,1
21967,1,1,1
21974,1,1,1
21977,1,1,1
21978,1,1,1
21979,1,1,1
21981,0,0,0
21988,0,0,0
22000,1,1,1
22005,1,1,1
22015,1,1,1
22019,1,1,1
22021,1,0,1
22023,1,1,1
22024,1,1,1
22039,1,0,1
22041,1,1,1
22047,1,1,1
22052,0,0,1
22053,1,1,1
22059,1,1,1
22061,1,1,1
22077,1,1,1
22084,1,1,1
22086,0,0,0
22087,1,1,1
22095,1,1,1
22096,1,1,1
22108,1,1,1
22109,1,1,1
22123,1,1,1
22124,1,1,1
22125,0,0,1
22127,1,1,1
22129,1,0,1
22131,1,1,1
22138,1,1,1
22144,0,0,0
22153,1,1,1
22159,1,1,1
22172,1,1,1
22175,0,0,0
22176,1,1,1
22177,1,1,1
22179,0,0,1
22180,1,1,1
22181,1,1,1
22186,1,1,1
22187,1,1,1
22191,1,0,1
22198,1,1,1
22200,1,0,1
22203,0,0,1
22205,1,1,1
22212,1,1,1
22214,1,1,1
22215,0,0,1
22222,1,1,1
22225,1,1,1
22226,1,1,1
22228,1,1,1
22232,0,0,0
22233,1,1,1
22240,1,1,1
22245,0,0,0
22246,1,1,1
22250,1,1,1
22273,0,0,0
22280,1,1,1
22284,1,1,1
22288,1,1,1
22289,1,1,1
22291,0,0,0
22293,1,0,1
22295,1,0,1
22302,1,1,1
22306,1,1,1
22312,0,0,1
22319,1,1,1
22322,0,0,0
22333,1,1,1
22352,1,1,1
22369,0,0,0
22375,0,0,0
22398,1,1,1
22404,1,1,1
22411,1,1,1
22413,0,0,0
22425,0,0,0
22432,1,1,1
22439,1,1,1
22445,1,1,1
22458,1,1,1
22460,1,1,1
22474,1,1,1
22475,1,1,1
22479,1,1,1
22493,1,1,1
22509,1,1,1
22514,0,0,0
22515,1,1,1
22519,1,0,1
22521,1,1,1
22530,1,1,1
22533,1,0,1
22546,1,0,1
22557,1,1,1
22559,1,1,1
22566,1,1,1
22570,1,1,1
22571,1,1,1
22576,1,1,1
22577,0,0,0
22580,0,0,0
22583,1,0,1
22590,1,1,1
22597,0,0,0
22598,1,1,1
22602,1,1,1
22607,1,1,1
22612,0,0,0
22615,0,0,0
22618,1,1,1
22620,0,0,1
22625,1,1,1
22627,1,1,1
22632,1,1,1
22641,1,1,1
22649,1,1,1
22652,1,1,1
22663,0,0,0
22671,1,1,1
22673,1,1,1
22679,1,1,1
22681,0,0,0
22683,1,1,1
22688,1,1,1
22693,1,1,1
22694,1,1,1
22699,0,0,0
22701,0,0,1
22702,1,1,1
22703,0,0,1
22705,1,1,1
22721,1,1,1
22724,0,0,0
22728,0,0,0
22733,0,0,1
22739,0,0,0
22743,0,0,1
22751,1,1,1
22756,1,1,1
22767,0,0,0
22774,0,0,0
22785,0,0,0
22787,1,1,1
22822,1,0,1
22832,1,0,1
22833,1,1,1
22845,1,1,1
22854,0,0,0
22855,1,0,1
22869,0,0,1
22872,0,0,0
22878,0,0,0
22880,0,0,0
22890,1,0,1
22891,1,0,1
22897,0,0,0
22902,1,1,1
22903,0,0,0
22904,1,1,1
22909,0,0,0
22919,0,0,0
22935,1,1,1
22938,0,0,0
22944,1,1,1
22950,1,1,1
22953,1,1,1
22955,0,0,0
22957,1,1,1
22960,1,1,1
22965,0,0,0
22966,1,1,1
22969,0,0,0
22977,1,1,1
22982,1,0,1
22985,0,0,0
22993,0,0,0
22994,0,0,0
23003,0,0,0
23017,1,0,1
23021,1,0,1
23028,1,1,1
23029,1,1,1
23034,1,1,1
23049,1,1,1
23084,1,1,1
23110,1,1,1
23111,0,0,0
23112,1,1,1
23113,1,1,1
23119,1,1,1
23122,1,1,1
23123,1,0,1
23138,1,1,1
23145,1,1,1
23151,0,0,0
23155,1,1,1
23178,0,0,0
23183,0,0,0
23185,1,1,1
23188,1,1,1
23192,1,1,1
23196,1,1,1
23211,1,1,1
23213,1,0,1
23233,0,0,0
23235,1,1,1
23241,1,1,1
23260,1,1,1
23262,0,0,0
23267,1,1,1
23274,1,1,1
23278,0,0,0
23282,0,0,1
23283,0,0,1
23284,1,1,1
23287,1,1,1
23294,1,1,1
23300,1,1,1
23314,1,1,1
23318,1,1,1
23335,0,0,1
23345,1,1,1
23355,0,0,0
23358,0,0,0
23366,1,1,1
23368,0,0,1
23379,1,1,1
23380,1,1,1
23381,0,0,0
23384,1,0,1
23387,1,1,1
23390,1,1,1
23391,0,0,1
23392,1,1,1
23400,1,1,1
23403,1,1,1
23408,0,0,0
23414,1,1,1
23424,1,1,1
23427,1,1,1
23428,1,1,1
23439,1,1,1
23440,1,1,1
23444,1,1,1
23446,1,1,1
23449,0,0,1
23465,0,0,1
23480,0,0,0
23482,1,1,1
23486,0,0,1
23489,1,1,1
23501,1,0,1
23502,0,0,0
23504,0,0,0
23511,0,0,0
23526,1,1,1
23538,0,0,1
23539,1,1,1
23544,1,1,1
23545,0,0,0
23546,1,1,1
23547,0,0,0
23554,1,1,1
23556,0,0,1
23559,1,1,1
23564,1,1,1
23566,1,1,1
23581,0,0,0
23602,1,1,1
23607,1,0,1
23611,0,0,0
23618,0,0,1
23619,1,1,1
23621,1,1,1
23624,0,0,0
23627,1,1,1
23631,1,1,1
23640,1,1,1
23645,1,1,1
23666,1,1,1
23667,0,0,0
23674,0,0,0
23676,1,1,1
23696,0,0,0
23704,1,1,1
23705,0,0,0
23710,1,1,1
23714,1,0,1
23720,1,1,1
23721,0,0,0
23724,1,1,1
23734,1,1,1
23742,1,1,1
23744,1,1,1
23746,1,1,1
23756,1,0,1
23762,0,0,0
23763,1,1,1
23765,1,1,1
23788,1,1,1
23791,1,1,1
23813,1,1,1
23824,1,0,1
23830,1,1,1
23835,1,0,1
23840,1,0,1
23846,0,0,0
23847,0,0,0
23857,1,1,1
23859,1,0,1
23860,1,1,1
23870,1,0,1
23879,0,0,0
23882,1,1,1
23886,1,1,1
23889,0,0,0
23905,1,1,1
23909,1,1,1
23910,1,1,1
23913,1,0,1
23914,1,0,1
23926,0,0,0
23931,1,1,1
23932,0,0,1
23933,0,0,1
23936,1,1,1
23939,1,1,1
23946,1,1,1
23948,1,1,1
23952,1,1,1
23960,1,1,1
23965,1,1,1
23966,1,0,1
23972,1,1,1
23973,1,1,1
23986,1,1,1
23994,0,0,0
23995,1,1,1
24016,0,0,0
24027,1,1,1
24033,0,0,0
24040,0,0,0
24048,0,0,1
24083,1,1,1
24093,1,0,1
24119,1,1,1
24120,0,0,0
24151,1,1,1
24153,1,1,1
24158,1,1,1
24171,1,1,1
24184,1,1,1
24196,1,1,1
24202,1,1,1
24203,0,0,0
24205,1,1,1
24207,1,1,1
24209,1,1,1
24221,1,1,1
24224,0,0,0
24227,1,1,1
24232,1,1,1
24242,0,0,0
24245,1,1,1
24246,1,1,1
24247,1,1,1
24249,0,0,0
24259,1,1,1
24266,1,0,1
24288,1,1,1
24296,0,0,0
24310,1,1,1
24311,0,0,0
24312,1,1,1
24317,0,0,1
24332,0,0,0
24341,1,1,1
24342,1,1,1
24347,0,0,1
24349,1,1,1
24351,1,1,1
24363,1,1,1
24366,1,1,1
24373,1,0,1
24375,1,1,1
24378,0,0,0
24398,1,1,1
24400,1,1,1
24401,1,1,1
24402,1,1,1
24408,1,1,1
24410,0,0,0
24417,1,1,1
24418,1,1,1
24419,1,1,1
24436,0,0,0
24445,0,0,0
24451,0,0,0
24456,1,1,1
24462,1,1,1
24467,1,1,1
24479,1,1,1
24488,1,1,1
24495,1,1,1
24499,1,1,1
24500,1,1,1
24510,1,1,1
24521,1,1,1
24522,1,0,1
24524,1,1,1
24533,1,1,1
24536,1,1,1
24540,1,1,1
24547,1,1,1
24550,1,1,1
24551,1,1,1
24553,1,1,1
24559,1,1,1
24563,1,1,1
24572,0,0,0
24594,1,1,1
24607,1,0,1
24614,0,0,0
24622,0,0,0
24623,1,1,1
24647,1,0,1
24655,1,1,1
24662,1,1,1
24671,1,1,1
24672,1,1,1
24684,1,1,1
24686,1,1,1
24689,0,0,0
24696,1,1,1
24699,1,1,1
24706,0,0,0
24713,1,1,1
24733,1,1,1
24740,1,1,1
24765,1,1,1
24770,1,1,1
24781,1,1,1
24785,1,0,1
24790,1,1,1
24795,1,0,1
24807,1,0,1
24808,1,0,1
24816,0,0,0
24822,1,1,1
24826,1,1,1
24827,1,1,1
24833,1,1,1
24844,1,0,1
24850,1,1,1
24863,1,1,1
24866,1,1,1
