Dependency=Vintage	Dependency=Heating Fuel	Dependency=Location EPW	OWNER 0-30%	OWNER 30-60%	OWNER 60-80%	OWNER 80-100%	OWNER 100%+	RENTER 0-30%	RENTER 30-60%	RENTER 60-80%	RENTER 80-100%	RENTER 100%+	Count
1970s	Electricity	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0486382999352	0.0857765145271	0.0785561663513	0.0836943789677	0.439093643664	0.0537510573147	0.0639367225599	0.0386562521564	0.0299951177212	0.0779018468026	44547.394963
1970s	Fuel Oil	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.147618157986	0.169401454021	0.100432381426	0.0896670185476	0.353074494283	0.0366774119016	0.0279527416805	0.0170301451149	0.0176105468489	0.0405356481901	793.741904845
1970s	Natural Gas	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0482302427458	0.105459940166	0.0895656855241	0.0990064775605	0.520737148227	0.0262259871017	0.0311068041367	0.0192434357236	0.0165195686514	0.0439047101628	215091.682259
1970s	None	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0609347551044	0.0781154886597	0.0850309912024	0.116557390272	0.420174627897	0.0569329031008	0.0665857464	0.0308295880252	0.0172811748363	0.0675573345017	320.916917946
1970s	Other Fuel	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0891657777433	0.110481635783	0.0956390447828	0.100587548857	0.481491082194	0.0328057829508	0.0287316240713	0.0207609299341	0.0126120525537	0.0277245211301	7905.11928495
1970s	Propane	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0521493793579	0.0895237421142	0.0797355312661	0.0920632738846	0.540930252672	0.0251025618264	0.0292630921234	0.0208839968749	0.0166366459064	0.0537115239737	21156.2782589
1980s	Electricity	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0349135451326	0.0697121514501	0.0660492108591	0.0751903808397	0.561447736049	0.0404967631868	0.0383642403731	0.0269058504116	0.020771247505	0.0661488741934	34238.3847935
1980s	Fuel Oil	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.124249956751	0.145970764654	0.0697619206043	0.136800589807	0.405110247863	0.0360832555058	0.0149718907549	0.00622774461634	0.00681060152361	0.0540130279199	350.967199099
1980s	Natural Gas	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0331094955241	0.0651816612122	0.059746102361	0.0751044998654	0.668537094349	0.0145132192315	0.0162326461315	0.0142157855057	0.0127108957006	0.0406486001187	188688.725715
1980s	None	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0402652456721	0.13654850261	0.0924364912988	0.0857170991226	0.436345494014	0.0806243451202	0.0278729906986	0.0357489971225	0.0120488362915	0.0523919980498	314.37411998
1980s	Other Fuel	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0650475948507	0.101546945897	0.0820912021018	0.104310844246	0.542846100224	0.0251152731151	0.0206418959016	0.01761963016	0.0144009169542	0.0263795965503	8229.78083151
1980s	Propane	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0481641843618	0.0737857912912	0.0763269388749	0.0835395109477	0.624993155206	0.0152483761144	0.0204085505094	0.0135254986734	0.00947236144697	0.0345356325745	25711.9998318
1990s	Electricity	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0349135451326	0.0697121514501	0.0660492108591	0.0751903808397	0.561447736049	0.0404967631868	0.0383642403731	0.0269058504116	0.020771247505	0.0661488741934	34238.3847935
1990s	Fuel Oil	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.124249956751	0.145970764654	0.0697619206043	0.136800589807	0.405110247863	0.0360832555058	0.0149718907549	0.00622774461634	0.00681060152361	0.0540130279199	350.967199099
1990s	Natural Gas	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0331094955241	0.0651816612122	0.059746102361	0.0751044998654	0.668537094349	0.0145132192315	0.0162326461315	0.0142157855057	0.0127108957006	0.0406486001187	188688.725715
1990s	None	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0402652456721	0.13654850261	0.0924364912988	0.0857170991226	0.436345494014	0.0806243451202	0.0278729906986	0.0357489971225	0.0120488362915	0.0523919980498	314.37411998
1990s	Other Fuel	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0650475948507	0.101546945897	0.0820912021018	0.104310844246	0.542846100224	0.0251152731151	0.0206418959016	0.01761963016	0.0144009169542	0.0263795965503	8229.78083151
1990s	Propane	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0481641843618	0.0737857912912	0.0763269388749	0.0835395109477	0.624993155206	0.0152483761144	0.0204085505094	0.0135254986734	0.00947236144697	0.0345356325745	25711.9998318
2000s	Electricity	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0225937076286	0.0526200330109	0.0563777520025	0.0717680602042	0.651515568054	0.02826539222	0.0238735146489	0.0147761315862	0.0149192118291	0.0632906288157	56596.4293691
2000s	Fuel Oil	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0708862478404	0.05920866946	0.0500214777701	0.0429068744174	0.636278788766	0.0416076551052	0.0247208489835	0.00958132016412	0.0059599638368	0.0588281536568	311.463159837
2000s	Natural Gas	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0247349703816	0.0547733521251	0.0569649478996	0.067872597117	0.709767647413	0.0105902064035	0.0114753565234	0.00887597125976	0.0101663114657	0.0447786394115	259175.14743
2000s	None	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0260286929142	0.0624375778441	0.0526224659025	0.0352210437336	0.715446488119	0.0139326310461	0.0156644463702	0.0217806929433	0.00838988378323	0.0484760773439	1321.74629736
2000s	Other Fuel	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0528674871637	0.0961784498604	0.0885846175213	0.108506216908	0.586341759234	0.0135581033229	0.0124965989648	0.00629020217131	0.00845071866338	0.0267258461905	10996.3133558
2000s	Propane	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0309799861129	0.0713077533525	0.0696624428999	0.078696081637	0.683106702261	0.0118816971189	0.0140542692823	0.00733095374877	0.00683727096045	0.0261428426265	38237.529976
<1950	Electricity	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.069224474656	0.107255851575	0.0809726980357	0.0742582174473	0.333485251277	0.0896618142527	0.0826539662022	0.0457772823366	0.0331294216969	0.0835810225205	64465.9408838
<1950	Fuel Oil	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0773517498765	0.169469943455	0.105068539105	0.102464317092	0.343941918033	0.0327329408262	0.0461743070511	0.0255045931912	0.0366255845645	0.0606661068049	5770.8362795
<1950	Natural Gas	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0714511227087	0.137044717628	0.10453368332	0.09886078507	0.395553716607	0.0461429423262	0.0494722146569	0.0278426588631	0.0202285084202	0.0488696504004	414224.756961
<1950	None	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0927219046702	0.108718059526	0.111286217313	0.0988304701568	0.373700803801	0.0433829254708	0.0419247160127	0.0189782339499	0.0169096541829	0.0935470149169	1096.34078115
<1950	Other Fuel	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.0839615444714	0.124696909261	0.109778992614	0.112285762375	0.413845506357	0.0342431712262	0.0389904888046	0.0231129353287	0.0197895159301	0.0392951736318	19461.7994863
<1950	Propane	USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.060783481896	0.11340544149	0.0900361424777	0.0902684843472	0.437704067315	0.0297536742834	0.0436960541544	0.0331317132828	0.0264961157773	0.0747248249758	85890.8597597
