Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC
2A	Single-Family Attached	Ducted Heating	2030s	0.988590	0.000000	0.001345	0.010065
2A	Single-Family Attached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Attached	Non-Ducted Heating	2030s	0.631365	0.000000	0.025167	0.343468
2A	Single-Family Attached	None	2030s	0.631365	0.000000	0.025167	0.343468
2A	Single-Family Detached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Detached	Ducted Heating	2030s	0.988590	0.000000	0.001345	0.010065
2A	Single-Family Detached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2A	Single-Family Detached	Non-Ducted Heating	2030s	0.631365	0.000000	0.025167	0.343468
2A	Single-Family Detached	None	2030s	0.631365	0.000000	0.025167	0.343468
2B	Mobile Home	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Ducted Heating	2030s	0.000000	0.000000	0.000000	1.000000
2B	Mobile Home	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2B	Mobile Home	Non-Ducted Heating	2030s	0.500000	0.000000	0.000000	0.500000
2B	Mobile Home	None	2030s	0.500000	0.000000	0.000000	0.500000
2B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	None	2030s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	Non-Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
2B	Multi-Family with 5+ Units	None	2030s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Ducted Heating	2030s	0.974463	0.000000	0.013440	0.012096
2B	Single-Family Attached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Attached	Non-Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Attached	None	2030s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Ducted Heating	2030s	0.974463	0.000000	0.013440	0.012096
2B	Single-Family Detached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
2B	Single-Family Detached	Non-Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
2B	Single-Family Detached	None	2030s	1.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3A	Mobile Home	Non-Ducted Heating	2030s	0.508333	0.000000	0.083333	0.408333
3A	Mobile Home	None	2030s	0.508333	0.000000	0.083333	0.408333
3A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Ducted Heating	2030s	0.976162	0.000000	0.012546	0.011292
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2030s	0.508333	0.000000	0.083333	0.408333
3A	Multi-Family with 2 - 4 Units	None	2030s	0.508333	0.000000	0.083333	0.408333
3A	Multi-Family with 5+ Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Ducted Heating	2030s	0.976162	0.000000	0.012546	0.011292
3A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 5+ Units	Non-Ducted Heating	2030s	0.508333	0.000000	0.083333	0.408333
3A	Multi-Family with 5+ Units	None	2030s	0.508333	0.000000	0.083333	0.408333
3A	Single-Family Attached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Ducted Heating	2030s	0.988444	0.000000	0.006082	0.005474
3A	Single-Family Attached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Attached	Non-Ducted Heating	2030s	0.627140	0.000000	0.018430	0.354429
3A	Single-Family Attached	None	2030s	0.627140	0.000000	0.018430	0.354429
3A	Single-Family Detached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Ducted Heating	2030s	0.988444	0.000000	0.006082	0.005474
3A	Single-Family Detached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3A	Single-Family Detached	Non-Ducted Heating	2030s	0.627140	0.000000	0.018430	0.354429
3A	Single-Family Detached	None	2030s	0.627140	0.000000	0.018430	0.354429
3B	Mobile Home	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3B	Mobile Home	Ducted Heating	2030s	0.910958	0.000000	0.077055	0.011986
3B	Mobile Home	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	2030s	0.350000	0.000000	0.562500	0.087500
3B	Mobile Home	None	2030s	0.350000	0.000000	0.562500	0.087500
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2030s	0.917541	0.000000	0.071359	0.011100
3B	Multi-Family with 2 - 4 Units	None	2030s	0.917541	0.000000	0.071359	0.011100
3B	Multi-Family with 5+ Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heating	2030s	0.917541	0.000000	0.071359	0.011100
3B	Multi-Family with 5+ Units	None	2030s	0.917541	0.000000	0.071359	0.011100
3B	Single-Family Attached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Attached	Ducted Heating	2030s	0.929932	0.000000	0.030544	0.039525
3B	Single-Family Attached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Attached	Non-Ducted Heating	2030s	0.939259	0.000000	0.052565	0.008177
3B	Single-Family Attached	None	2030s	0.939259	0.000000	0.052565	0.008177
3B	Single-Family Detached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Ducted Heating	2030s	0.929932	0.000000	0.030544	0.039525
3B	Single-Family Detached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	2030s	0.939259	0.000000	0.052565	0.008177
3B	Single-Family Detached	None	2030s	0.939259	0.000000	0.052565	0.008177
3C	Mobile Home	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Ducted Heating	2030s	0.450000	0.000000	0.187500	0.362500
3C	Mobile Home	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Non-Ducted Heating	2030s	0.450000	0.000000	0.187500	0.362500
3C	Mobile Home	None	2030s	0.450000	0.000000	0.187500	0.362500
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Ducted Heating	2030s	0.195861	0.000000	0.314776	0.489363
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2030s	0.350000	0.000000	0.562500	0.087500
3C	Multi-Family with 2 - 4 Units	None	2030s	0.350000	0.000000	0.562500	0.087500
3C	Multi-Family with 5+ Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heating	2030s	0.195861	0.000000	0.314776	0.489363
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heating	2030s	0.350000	0.000000	0.562500	0.087500
3C	Multi-Family with 5+ Units	None	2030s	0.350000	0.000000	0.562500	0.087500
3C	Single-Family Attached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Ducted Heating	2030s	0.689454	0.000000	0.268742	0.041804
3C	Single-Family Attached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Non-Ducted Heating	2030s	0.350000	0.000000	0.562500	0.087500
3C	Single-Family Attached	None	2030s	0.350000	0.000000	0.562500	0.087500
3C	Single-Family Detached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Ducted Heating	2030s	0.689454	0.000000	0.268742	0.041804
3C	Single-Family Detached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Non-Ducted Heating	2030s	0.350000	0.000000	0.562500	0.087500
3C	Single-Family Detached	None	2030s	0.350000	0.000000	0.562500	0.087500
4A	Mobile Home	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Ducted Heating	2030s	0.684667	0.000000	0.000000	0.315333
4A	Mobile Home	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Non-Ducted Heating	2030s	0.000000	0.000000	0.000000	1.000000
4A	Mobile Home	None	2030s	0.000000	0.000000	0.000000	1.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heating	2030s	0.906211	0.000000	0.016023	0.077766
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2030s	0.223432	0.000000	0.073473	0.703095
4A	Multi-Family with 2 - 4 Units	None	2030s	0.223432	0.000000	0.073473	0.703095
4A	Multi-Family with 5+ Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Ducted Heating	2030s	0.906211	0.000000	0.016023	0.077766
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Non-Ducted Heating	2030s	0.223432	0.000000	0.073473	0.703095
4A	Multi-Family with 5+ Units	None	2030s	0.223432	0.000000	0.073473	0.703095
4A	Single-Family Attached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Ducted Heating	2030s	0.976730	0.000000	0.009186	0.014084
4A	Single-Family Attached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Non-Ducted Heating	2030s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Attached	None	2030s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Detached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Ducted Heating	2030s	0.976730	0.000000	0.009186	0.014084
4A	Single-Family Detached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Non-Ducted Heating	2030s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Detached	None	2030s	0.642054	0.000000	0.000000	0.357946
4B	Mobile Home	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Ducted Heating	2030s	0.910958	0.000000	0.077055	0.011986
4B	Mobile Home	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	2030s	0.350000	0.000000	0.562500	0.087500
4B	Mobile Home	None	2030s	0.350000	0.000000	0.562500	0.087500
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2030s	0.917541	0.000000	0.071359	0.011100
4B	Multi-Family with 2 - 4 Units	None	2030s	0.917541	0.000000	0.071359	0.011100
4B	Multi-Family with 5+ Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	2030s	0.917541	0.000000	0.071359	0.011100
4B	Multi-Family with 5+ Units	None	2030s	0.917541	0.000000	0.071359	0.011100
4B	Single-Family Attached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Ducted Heating	2030s	0.929932	0.000000	0.030544	0.039525
4B	Single-Family Attached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	2030s	0.939259	0.000000	0.052565	0.008177
4B	Single-Family Attached	None	2030s	0.939259	0.000000	0.052565	0.008177
4B	Single-Family Detached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Ducted Heating	2030s	0.929932	0.000000	0.030544	0.039525
4B	Single-Family Detached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	2030s	0.939259	0.000000	0.052565	0.008177
4B	Single-Family Detached	None	2030s	0.939259	0.000000	0.052565	0.008177
4C	Mobile Home	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4C	Mobile Home	Ducted Heating	2030s	0.365000	0.000000	0.270000	0.365000
4C	Mobile Home	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heating	2030s	0.365000	0.000000	0.270000	0.365000
4C	Mobile Home	None	2030s	0.365000	0.000000	0.270000	0.365000
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heating	2030s	0.095000	0.000000	0.810000	0.095000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2030s	0.051232	0.000000	0.436822	0.511945
4C	Multi-Family with 2 - 4 Units	None	2030s	0.051232	0.000000	0.436822	0.511945
4C	Multi-Family with 5+ Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Ducted Heating	2030s	0.095000	0.000000	0.810000	0.095000
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heating	2030s	0.051232	0.000000	0.436822	0.511945
4C	Multi-Family with 5+ Units	None	2030s	0.051232	0.000000	0.436822	0.511945
4C	Single-Family Attached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Attached	Ducted Heating	2030s	0.256832	0.000000	0.479745	0.263422
4C	Single-Family Attached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Attached	Non-Ducted Heating	2030s	0.154399	0.000000	0.288239	0.557362
4C	Single-Family Attached	None	2030s	0.154399	0.000000	0.288239	0.557362
4C	Single-Family Detached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Detached	Ducted Heating	2030s	0.256832	0.000000	0.479745	0.263422
4C	Single-Family Detached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Detached	Non-Ducted Heating	2030s	0.154399	0.000000	0.288239	0.557362
4C	Single-Family Detached	None	2030s	0.154399	0.000000	0.288239	0.557362
5A	Mobile Home	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5A	Mobile Home	Ducted Heating	2030s	1.000000	0.000000	0.000000	0.000000
5A	Mobile Home	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5A	Mobile Home	Non-Ducted Heating	2030s	0.450000	0.000000	0.187500	0.362500
5A	Mobile Home	None	2030s	0.450000	0.000000	0.187500	0.362500
5A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 2 - 4 Units	Ducted Heating	2030s	0.944866	0.000000	0.000000	0.055134
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2030s	0.342568	0.000000	0.118688	0.538744
5A	Multi-Family with 2 - 4 Units	None	2030s	0.342568	0.000000	0.118688	0.538744
5A	Multi-Family with 5+ Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 5+ Units	Ducted Heating	2030s	0.944866	0.000000	0.000000	0.055134
5A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 5+ Units	Non-Ducted Heating	2030s	0.342568	0.000000	0.118688	0.538744
5A	Multi-Family with 5+ Units	None	2030s	0.342568	0.000000	0.118688	0.538744
5A	Single-Family Attached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Attached	Ducted Heating	2030s	0.940819	0.000000	0.019954	0.039227
5A	Single-Family Attached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Attached	Non-Ducted Heating	2030s	0.459437	0.000000	0.119706	0.420857
5A	Single-Family Attached	None	2030s	0.459437	0.000000	0.119706	0.420857
5A	Single-Family Detached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Detached	Ducted Heating	2030s	0.940819	0.000000	0.019954	0.039227
5A	Single-Family Detached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5A	Single-Family Detached	Non-Ducted Heating	2030s	0.459437	0.000000	0.119706	0.420857
5A	Single-Family Detached	None	2030s	0.459437	0.000000	0.119706	0.420857
5B	Mobile Home	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5B	Mobile Home	Ducted Heating	2030s	0.450000	0.000000	0.187500	0.362500
5B	Mobile Home	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5B	Mobile Home	Non-Ducted Heating	2030s	0.450000	0.000000	0.187500	0.362500
5B	Mobile Home	None	2030s	0.450000	0.000000	0.187500	0.362500
5B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Ducted Heating	2030s	0.898811	0.000000	0.087567	0.013622
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2030s	0.450000	0.000000	0.187500	0.362500
5B	Multi-Family with 2 - 4 Units	None	2030s	0.450000	0.000000	0.187500	0.362500
5B	Multi-Family with 5+ Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Ducted Heating	2030s	0.898811	0.000000	0.087567	0.013622
5B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 5+ Units	Non-Ducted Heating	2030s	0.450000	0.000000	0.187500	0.362500
5B	Multi-Family with 5+ Units	None	2030s	0.450000	0.000000	0.187500	0.362500
5B	Single-Family Attached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Ducted Heating	2030s	0.950324	0.000000	0.042989	0.006687
5B	Single-Family Attached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Attached	Non-Ducted Heating	2030s	0.350000	0.000000	0.562500	0.087500
5B	Single-Family Attached	None	2030s	0.350000	0.000000	0.562500	0.087500
5B	Single-Family Detached	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Ducted Heating	2030s	0.950324	0.000000	0.042989	0.006687
5B	Single-Family Detached	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
5B	Single-Family Detached	Non-Ducted Heating	2030s	0.350000	0.000000	0.562500	0.087500
5B	Single-Family Detached	None	2030s	0.350000	0.000000	0.562500	0.087500
6A	Mobile Home	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Ducted Heating	2030s	0.071248	0.000000	0.607480	0.321273
6A	Mobile Home	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	Non-Ducted Heating	2030s	0.365000	0.000000	0.270000	0.365000
6A	Mobile Home	None	2030s	0.365000	0.000000	0.270000	0.365000
6A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Ducted Heating	2030s	0.306846	0.000000	0.531435	0.161719
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2030s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 2 - 4 Units	None	2030s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 5+ Units	Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Ducted Heating	2030s	0.306846	0.000000	0.531435	0.161719
6A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2030s	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 5+ Units	Non-Ducted Heating	2030s	0.179126	0.000000	0.000000	0.820874
6A	Multi-Family with 5+ Units	None	2030s	0.179126	0.000000	0.000000	0.820874
