Dependency=PUMA	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	source_count	source_weight	sampling_probability
PA, 03303	0.0589243	0.0559262	0.0348571	0.0348241	0.0255827	0.031826	0.00240507	0.479021	0.276633	2535	60705	0.000453665
PA, 03304	0.0188278	0.0124676	0.0300529	0.0321168	0.027652	0.0761957	0.0124676	0.163785	0.626435	1784	47483	0.000352272
PA, 03401	0.0192171	0.0299476	0.0315471	0.0605616	0.0293922	0.0269928	0.0156403	0.172243	0.614458	1879	45012	0.000338047
PA, 03402	0.02152	0.0299401	0.0424873	0.0634731	0.035965	0.04807	0.00304007	0.242635	0.51287	2173	54275	0.000389813
PA, 03403	0.0195454	0.0291896	0.0229885	0.0303202	0.0181064	0.030954	0.0378402	0.197663	0.613392	2313	58377	0.000425408
PA, 03404	0.0147644	0.0217605	0.0173382	0.0132201	0.0215967	0.0101081	0.0571622	0.0938041	0.750246	2395	42738	0.000315932
PA, 03501	0.0570823	0.0713223	0.0689796	0.0587121	0.0325544	0.0587936	0.00541895	0.34392	0.303217	1635	49087	0.000358673
PA, 03502	0.0253452	0.0386894	0.0417502	0.0258736	0.0234514	0.0312466	0.0337789	0.20373	0.576135	1549	45413	0.000328887
PA, 03503	0.0317902	0.0256959	0.0246667	0.0240718	0.00789529	0.0141022	0.0694817	0.14308	0.659216	2822	62189	0.00046102
PA, 03504	0.0114741	0.0371482	0.0456756	0.0278658	0.0226536	0.0362089	0.0245322	0.185962	0.608479	1771	54296	0.000400095
PA, 03601	0.0602013	0.0467862	0.0530079	0.0315292	0.0147204	0.0362136	0.00858568	0.251146	0.49781	2594	68952	0.000516539
PA, 03602	0.0151865	0.0210728	0.0195044	0.0131382	0.0075102	0.00906021	0.100068	0.123116	0.691344	2301	54193	0.000390788
PA, 03603	0.0294311	0.0267421	0.0158879	0.00998524	0.00972291	0.00942778	0.0506968	0.109313	0.738793	3081	60990	0.000448506
PA, 03701	0.0378423	0.0401739	0.028664	0.0110104	0.0114545	0.00586603	0.0642117	0.084641	0.716136	3150	54040	0.000394998
PA, 03702	0.020385	0.0483165	0.024503	0.0148322	0.00717387	0.0105838	0.0799001	0.108037	0.686269	2086	53667	0.000397116
PA, 03800	0.0314801	0.0220047	0.0210628	0.0145128	0.00867629	0.00649295	0.133741	0.039186	0.722844	6852	70076	0.000518662
PA, 03900	0.0283878	0.0265068	0.0276667	0.00692844	0.0111921	0.0178227	0.109162	0.0485775	0.723756	3303	63795	0.0004714
PA, 04001	0.0308623	0.0337479	0.0287328	0.00998395	0.0194895	0.0226221	0.0496111	0.0801802	0.72477	3188	64804	0.000474935
PA, 04002	0.0395196	0.0211384	0.0207624	0.0148094	0.0112167	0.0148721	0.102016	0.0386632	0.737003	3471	47875	0.000353539
RI, 00101	0.111885	0.0962872	0.0679684	0.0372735	0.0255225	0.0462444	0.00982753	0.030711	0.57428	2993	61867	0.000467302
RI, 00102	0.144813	0.186836	0.0761906	0.0470118	0.0301949	0.0651313	0.00530169	0.0381018	0.406419	3989	76768	0.000577529
RI, 00103	0.1984	0.290845	0.0695644	0.0399354	0.0424067	0.0975232	0.00148009	0.0288007	0.231044	3118	73644	0.000531212
RI, 00104	0.106535	0.080938	0.0327787	0.0414962	0.0352959	0.0720169	0.00277629	0.0283551	0.599808	2652	54029	0.000402318
RI, 00201	0.0542132	0.0462399	0.0307235	0.0526804	0.0409154	0.0540115	0.0147231	0.0329958	0.673497	3722	74373	0.000552412
RI, 00300	0.0953833	0.0872435	0.0464031	0.0280964	0.021088	0.0311449	0.0133097	0.0487602	0.628571	3423	63638	0.000470393
RI, 00400	0.0526743	0.0336947	0.0292896	0.0236503	0.0165427	0.0156992	0.0230411	0.0291958	0.776212	3432	64016	0.000471821
SC, 00101	0.0212944	0.0266629	0.0271384	0.0416587	0.0117093	0.0109484	0.201139	0.0132522	0.646197	4657	94626	0.000684782
SC, 00102	0.00739697	0.0113376	0.0256032	0.0276946	0.0180962	0.00984061	0.134885	0.0318994	0.733247	2288	45424	0.000331574
SC, 00103	0.0203677	0.0249883	0.0498207	0.0467025	0.0315649	0.0232308	0.0982382	0.0333508	0.671736	3703	70553	0.000515772
SC, 00104	0.0339632	0.049337	0.0758572	0.0835351	0.0552083	0.0700943	0.0192037	0.0633197	0.549482	3050	55354	0.000392078
SC, 00105	0.0121214	0.0175493	0.0268442	0.0100683	0.0118542	0.00341705	0.203364	0.0119526	0.702829	3403	71114	0.000503319
SC, 00200	0.0164254	0.0180577	0.038564	0.0182731	0.014589	0.00650668	0.17585	0.0168222	0.694911	3955	88217	0.000643129
SC, 00301	0.055276	0.0357428	0.0617376	0.0372468	0.0350372	0.0229125	0.0823291	0.0240452	0.645673	2847	53857	0.000396003
SC, 00302	0.0127398	0.00992779	0.0135583	0.00774948	0.00839637	0.00319485	0.170713	0.0134395	0.760281	3848	75747	0.000539559
SC, 00400	0.0209745	0.0224667	0.0299696	0.00794913	0.00608038	0.00382116	0.236828	0.00421164	0.667699	4075	71706	0.000530034
SC, 00501	0.00473546	0.00707395	0.0150248	0.0209296	0.035019	0.00800935	0.169853	0.0697847	0.66957	2493	51315	0.000351309
SC, 00502	0.0146018	0.031557	0.0483874	0.0586568	0.0416124	0.0244611	0.0379397	0.0528089	0.689975	2653	56089	0.000396634
SC, 00601	0.00579084	0.012449	0.0109946	0.0118886	0.00911323	0.00713847	0.272316	0.0154378	0.654872	4232	74946	0.000538689
SC, 00602	0.0173365	0.0314884	0.0560967	0.030671	0.0231608	0.0177623	0.106437	0.0202997	0.696747	3568	58720	0.000421556
SC, 00603	0.010121	0.015802	0.0410194	0.0267259	0.0114105	0.0157411	0.0837784	0.0169454	0.778456	3248	82205	0.000586026
SC, 00604	0.0522393	0.0577988	0.0954195	0.0894724	0.0472003	0.075175	0.0189266	0.0314964	0.532272	5016	90296	0.00066179
SC, 00605	0.00890588	0.00831622	0.0099632	0.0105122	0.00681157	0.021736	0.269718	0.00748256	0.656554	2254	49181	0.00036079
SC, 00700	0.0161911	0.0173436	0.0223612	0.00354181	0.00349965	0.00286718	0.212115	0.0228953	0.699185	3622	71150	0.000505615
SC, 00800	0.016186	0.026319	0.0182821	0.0141347	0.00915786	0.0102788	0.31065	0.0119265	0.583065	4651	89213	0.000654374
SC, 00900	0.0281832	0.0316569	0.0410513	0.0164402	0.00704579	0.0107817	0.2157	0.0112077	0.637934	4446	91544	0.000670866
SC, 01000	0.0202735	0.0324971	0.0365455	0.00528331	0.0119891	0.0088941	0.258804	0.0326065	0.593107	3194	63975	0.000468908
SC, 01101	0.00715816	0.020177	0.0365927	0.0317671	0.0100739	0.00161824	0.240812	0.0198417	0.63196	3230	68593	0.000475619
SC, 01102	0.0135673	0.0373482	0.0793013	0.0955093	0.0929341	0.137913	0.0977354	0.0531561	0.392535	6278	137463	0.00097736
SC, 01201	0.0134821	0.0188441	0.0421103	0.0416635	0.0186284	0.0074267	0.171199	0.0326651	0.653981	3148	64901	0.000449007
SC, 01202	0.0370413	0.0516007	0.0711116	0.0554572	0.0358415	0.0561047	0.0577901	0.042088	0.592965	5704	105018	0.00076123
SC, 01203	0.00984152	0.0223915	0.0360006	0.0391381	0.0215602	0.0352766	0.131654	0.0559518	0.648186	3161	74582	0.000514082
SC, 01204	0.0211778	0.0536369	0.0803305	0.0633292	0.0365108	0.0129836	0.088048	0.0624553	0.581528	4188	88111	0.000630525
SC, 01300	0.0261332	0.0289795	0.0154016	0.00671516	0.0080856	0.0036264	0.334588	0.0088657	0.567605	5485	94860	0.000700974
SC, 01400	0.0058072	0.023643	0.0511034	0.03433	0.0542366	0.0384986	0.123311	0.060683	0.608388	5031	111069	0.00079236
SC, 01500	0.0161995	0.0261745	0.0297997	0.0117306	0.00704522	0.00589382	0.199136	0.0279301	0.676091	3951	87719	0.000636005
SC, 01600	0.0258736	0.0417631	0.0422298	0.00779252	0.0144689	0.00432242	0.181521	0.0173505	0.664678	2628	49278	0.000364822
SD, 00100	0.0199989	0.0332588	0.0252822	0.0430233	0.0387485	0.0223483	0.130262	0.0489141	0.638164	2983	87255	0.000627156
SD, 00200	0.0205134	0.0280999	0.023218	0.0244098	0.012881	0.0161586	0.160188	0.0116434	0.702888	3194	43630	0.000321456
SD, 00300	0.0175607	0.0328589	0.0381031	0.0338478	0.0243182	0.0152982	0.0812257	0.0233893	0.733398	4284	66740	0.000487923
SD, 00400	0.00947716	0.031201	0.0466174	0.0415906	0.0365479	0.0131271	0.0621778	0.0278231	0.731438	3864	62466	0.000455141
SD, 00500	0.011348	0.0376962	0.0447509	0.0409207	0.0275952	0.0119181	0.0579517	0.0283256	0.739494	3132	56133	0.000395103
SD, 00600	0.0218579	0.0337277	0.0465581	0.073285	0.102117	0.0609546	0.0360437	0.0715085	0.553947	2108	75991	0.000534705
TN, 00100	0.0435657	0.0328248	0.0296881	0.00869731	0.00807946	0.00400805	0.102071	0.0109786	0.760087	3987	63123	0.000471048
TN, 00200	0.031578	0.0230256	0.0215198	0.00697348	0.00684191	0.00206134	0.213839	0.00624251	0.687918	4617	68402	0.00050859
TN, 00300	0.0338575	0.0545355	0.0534562	0.0302899	0.0158721	0.0133726	0.061148	0.0192692	0.718199	3861	88016	0.000627096
TN, 00400	0.0223622	0.0153518	0.0203988	0.0135465	0.00774836	0.00712902	0.115408	0.0174733	0.780582	4265	75887	0.000553982
TN, 00500	0.0221672	0.0170463	0.034204	0.0413843	0.0341761	0.0188971	0.0662789	0.0282204	0.737626	3902	71863	0.000511623
TN, 00600	0.0338929	0.0132809	0.0249504	0.00540091	0.003152	0.00208953	0.176087	0.0071717	0.733974	3237	56472	0.000415433
TN, 00700	0.0216227	0.0420651	0.054091	0.0241716	0.0132234	0.00379766	0.139282	0.0130865	0.68866	3161	58457	0.000425919
TN, 00800	0.0160444	0.0271967	0.0158382	0.00935298	0.00481706	0.00236167	0.172796	0.0127081	0.738885	2849	53352	0.000389061
TN, 00900	0.0149143	0.0255794	0.0239881	0.0157607	0.00443534	0.00634829	0.231738	0.00709316	0.670143	3321	59071	0.000433658
TN, 01000	0.0231296	0.0277746	0.0446602	0.03834	0.0117266	0.0138397	0.165296	0.0162383	0.658995	2797	52530	0.000388656
TN, 01100	0.0212549	0.0234764	0.0353047	0.0221755	0.00610427	0.00944661	0.136155	0.0215951	0.724487	2644	49965	0.000369454
TN, 01200	0.0156846	0.0300209	0.0322215	0.0111688	0.00525365	0.00443953	0.190874	0.00656388	0.703773	4105	78612	0.000583287
TN, 01300	0.0301706	0.0522318	0.0718601	0.0479453	0.0250732	0.0187346	0.0929944	0.0245436	0.636446	2356	60423	0.000442067
TN, 01400	0.0327036	0.0227923	0.0241162	0.0129884	0.00694146	0.0063153	0.185756	0.0116824	0.696705	2517	55896	0.000414727
TN, 01500	0.0226527	0.0305057	0.0234612	0.0218196	0.0408826	0.00796334	0.155775	0.0107934	0.686146	3546	81624	0.000600088
TN, 01601	0.0178426	0.0355838	0.0295145	0.0263072	0.0160158	0.0184719	0.153845	0.0262869	0.676133	2570	49264	0.000364801
TN, 01602	0.0152762	0.0127722	0.0236297	0.0139716	0.00275644	0.00711205	0.100684	0.0504366	0.773361	2496	47525	0.000345359
TN, 01603	0.024036	0.0441575	0.0764802	0.109684	0.0631574	0.0662134	0.015921	0.0425208	0.557829	4396	87369	0.000648372
TN, 01604	0.0106968	0.0334123	0.034871	0.0480141	0.0237336	0.0184155	0.0325918	0.0750752	0.72319	3411	65814	0.000466125
TN, 01700	0.0151796	0.0248142	0.0280545	0.02523	0.011402	0.0140359	0.124279	0.0201182	0.736887	2963	57709	0.000420973
TN, 01800	0.0177349	0.0164916	0.0179636	0.011547	0.00877456	0.0103037	0.169089	0.0222937	0.725802	3066	69975	0.000515728
TN, 01900	0.0399821	0.0337086	0.0376016	0.0128495	0.0052345	0.00957466	0.152537	0.0151643	0.693348	3665	76034	0.000557008
TN, 02001	0.0788741	0.0364048	0.0829766	0.0683326	0.0396154	0.0474636	0.0130565	0.0426655	0.590611	2873	56064	0.000408316
TN, 02002	0.048425	0.0401184	0.0494358	0.0651119	0.0368839	0.0483331	0.0271989	0.053681	0.630812	2351	54414	0.000381593
TN, 02003	0.0267416	0.00794441	0.0152837	0.00968164	0.00327926	0.00901798	0.0749351	0.0150885	0.838028	2580	51231	0.000372892
TN, 02100	0.0261903	0.0232465	0.0175868	0.00165233	0.00214613	0.000702714	0.243462	0.00780582	0.677207	3271	52653	0.000387275
TN, 02200	0.0385062	0.0188016	0.0193176	0.00724007	0.00598233	0.00504708	0.118727	0.0109649	0.775413	3215	62016	0.000456974
TN, 02300	0.0246587	0.0163891	0.020102	0.0283153	0.0215459	0.0113449	0.082377	0.0226335	0.772634	2304	53328	0.000368403
TN, 02401	0.0112468	0.0177746	0.048605	0.0331898	0.0253642	0.0137832	0.0502566	0.0386166	0.761163	2090	50859	0.000358285
TN, 02402	0.0223936	0.0327574	0.102887	0.0665173	0.036325	0.0213174	0.0264919	0.064704	0.626607	2575	67832	0.000465388
TN, 02501	0.0371241	0.0330054	0.0676388	0.106252	0.0570081	0.0314609	0.0174628	0.0858809	0.564167	2970	71867	0.000517163
TN, 02502	0.0489782	0.0289463	0.0557903	0.0837056	0.03119	0.0447333	0.0408522	0.0369509	0.628853	2265	49471	0.000361242
TN, 02503	0.0701061	0.042311	0.0584004	0.07343	0.0713586	0.18938	0.0149654	0.047931	0.432118	2746	62277	0.000411964
TN, 02504	0.0405081	0.0187261	0.0686151	0.141068	0.0819224	0.0480235	0.00550768	0.084463	0.511166	2525	56285	0.000410974
TN, 02505	0.0464436	0.0458783	0.0656527	0.0974517	0.0562757	0.103023	0.00260625	0.0905568	0.492112	3739	72518	0.000511569
TN, 02600	0.0113176	0.0163708	0.0276272	0.0402295	0.0203472	0.0221825	0.0180103	0.0500667	0.793848	4089	81731	0.000556903
TN, 02700	0.0314704	0.023397	0.0380255	0.0188992	0.00669703	0.00554775	0.130408	0.0181189	0.727437	3312	70479	0.000509484
TN, 02800	0.025622	0.0111783	0.0175488	0.0123002	0.00430706	0.00132217	0.198225	0.00763252	0.721864	3199	49918	0.000370242
TN, 02900	0.0209279	0.0206529	0.0112277	0.00942517	0.00310099	0.00311626	0.176726	0.00922659	0.745597	4308	65463	0.000487029
TN, 03000	0.0420108	0.0407968	0.0499313	0.0145277	0.00521403	0.0133535	0.0734542	0.0135724	0.747139	2630	50249	0.000372853
TN, 03100	0.0202625	0.0211427	0.0173733	0.00384586	0.00878234	0.00241084	0.121939	0.00750038	0.796743	3462	52264	0.000382619
TN, 03201	0.0415232	0.0694765	0.0817179	0.0606241	0.0421061	0.117791	0.00703576	0.0582789	0.521446	3986	73766	0.000555144
TN, 03202	0.0248312	0.0349141	0.03946	0.0310519	0.0248825	0.0573528	0.00654533	0.0470649	0.733897	2557	58515	0.000442371
TN, 03203	0.0267538	0.0456787	0.142255	0.0582131	0.0253771	0.0213291	0.0117125	0.037932	0.630748	1831	48666	0.000364325
TN, 03204	0.0105727	0.0103057	0.0126018	0.0209318	0.00435189	0.00907756	0.0299025	0.0119343	0.890322	1792	37455	0.000279307
TN, 03205	0.0192891	0.0401275	0.0817371	0.1017	0.00828599	0.0175376	0.003009	0.0427324	0.685581	1583	44533	0.000330216
TN, 03206	0.00430059	0.0467562	0.0611663	0.0637548	0.0144508	0.0188329	0.00244583	0.0267411	0.761551	2026	49063	0.000360437
TN, 03207	0.0191891	0.129136	0.180994	0.0651096	0.0148971	0.036253	0.00364614	0.0638178	0.486957	2088	47996	0.000355963
TN, 03208	0.00949325	0.0638858	0.119628	0.0413587	0.00747953	0.0106218	0.0201372	0.0349414	0.692454	1816	45190	0.000338158
TX, 00100	0.0192612	0.0265205	0.0192865	0.0159098	0.00517257	0.00591873	0.106423	0.0070443	0.794463	6931	79071	0.000591702
TX, 00200	0.0443435	0.0260255	0.0406999	0.048007	0.0329323	0.0345138	0.0705091	0.0190987	0.68387	2856	49951	0.000367802
TX, 00300	0.0152454	0.0134723	0.0431222	0.0379307	0.0300338	0.037163	0.0664473	0.0401791	0.716406	3233	54705	0.000400884
TX, 00400	0.0256353	0.0213347	0.011275	0.0145659	0.00948	0.00467456	0.109628	0.00766627	0.795741	4790	53481	0.000405102
TX, 00501	0.0323849	0.0514759	0.0494889	0.0699932	0.0648723	0.0772445	0.00380999	0.0275303	0.6232	2389	48819	0.000362915
TX, 00502	0.0307472	0.036434	0.0367024	0.0468365	0.023808	0.0291626	0.0851491	0.0313351	0.679825	3953	78251	0.000547203
TX, 00600	0.0202371	0.0165833	0.0106779	0.00525399	0.00607537	0.00219506	0.170634	0.00930424	0.759039	5596	70613	0.000520929
TX, 00700	0.0314858	0.0501811	0.0526964	0.0431882	0.0162156	0.0247248	0.0482188	0.0159302	0.717359	3248	56057	0.000420175
TX, 00800	0.0218628	0.0251937	0.0265788	0.0216339	0.0117441	0.0156016	0.124526	0.0126942	0.740165	6097	87363	0.000640329
TX, 00900	0.0105043	0.017262	0.0367302	0.0170677	0.00729886	0.0212722	0.108415	0.010865	0.770585	3979	72066	0.00050852
TX, 01000	0.0229724	0.0324618	0.0292198	0.0120358	0.0132602	0.0080285	0.122849	0.0158483	0.743325	4992	71869	0.000532977
TX, 01100	0.0285032	0.0504867	0.0264463	0.0198163	0.0129293	0.0186777	0.149219	0.00797062	0.68595	3232	54450	0.000402519
TX, 01200	0.0321696	0.0176952	0.0168517	0.00918311	0.00300991	0.00193631	0.234313	0.00885719	0.675984	2750	52161	0.000383242
TX, 01300	0.0190415	0.0183435	0.00452772	0.00506461	0.00402663	0.00418769	0.210924	0.00714056	0.726744	3526	55878	0.000411406
TX, 01400	0.0113678	0.0268385	0.017112	0.00854391	0.00772331	0.00806121	0.155239	0.010692	0.754423	2631	41433	0.000294807
TX, 01501	0.0170513	0.008549	0.0100206	0.0110016	0.00432122	0.00429786	0.197935	0.0155097	0.731314	1927	42812	0.00031
TX, 01502	0.0320758	0.0390077	0.0884342	0.0696971	0.0234424	0.0322858	0.043944	0.0244507	0.646662	2367	47606	0.000354214
TX, 01600	0.0529298	0.0498185	0.0418099	0.0415794	0.023949	0.0324761	0.0854443	0.0181106	0.653882	2453	52069	0.000384316
TX, 01700	0.0245201	0.0115876	0.0134114	0.00665046	0.00510298	0.00606094	0.22291	0.00779264	0.701964	3370	54282	0.000399907
TX, 01800	0.00536276	0.0216778	0.0163151	0.0121675	0.00690192	0.00923496	0.258433	0.00742037	0.662487	3965	61722	0.000450945
TX, 01901	0.00532619	0.0348045	0.0956369	0.138565	0.122067	0.140775	0.000954694	0.0268319	0.435039	3185	59705	0.000410829
TX, 01902	0.00582382	0.0225202	0.063224	0.122552	0.0561642	0.123201	0.00301665	0.0376244	0.565874	2400	47735	0.000353373
TX, 01903	0.00432284	0.0197966	0.0696075	0.0889375	0.0290072	0.0422213	0.008179	0.0275581	0.71037	2246	40714	0.000309062
TX, 01904	0.000662535	0.00816414	0.0279547	0.0397521	0.0272494	0.0386835	0.0182945	0.0219919	0.817247	1722	46790	0.00031807
TX, 01905	0.0106779	0.0233779	0.0696548	0.0737167	0.0257193	0.0686793	0.00833659	0.0226684	0.697169	2514	56378	0.000368469
TX, 01906	0.00484617	0.00776343	0.0254264	0.0380679	0.0364897	0.0811255	0.00645624	0.0256018	0.774223	3351	62730	0.000359469
TX, 01907	0.012105	0.00539789	0.00940603	0.0128905	0.0117223	0.00966787	0.0698101	0.0147636	0.854237	2704	49649	0.000353817
TX, 02001	0.00426358	0.0280671	0.0938169	0.15621	0.110454	0.0875213	0.00281215	0.0318045	0.48505	2689	55118	0.000380541
TX, 02002	0.00528797	0.0228264	0.0740757	0.167871	0.145397	0.0845415	0.0411801	0.0345261	0.424294	2573	45386	0.000336402
TX, 02003	0.000672865	0.00990947	0.0131718	0.0263029	0.0199617	0.0148846	0.0175149	0.00986869	0.887713	3208	49044	0.000338825
TX, 02004	0.000432923	0.00592239	0.0129357	0.0128318	0.0198452	0.027049	0.0201569	0.0118448	0.888981	2660	57747	0.000351309
TX, 02005	0.0229656	0.0716772	0.0993972	0.0986331	0.0556947	0.049879	0.0244089	0.0151335	0.562211	2176	47114	0.000340161
TX, 02006	0.00784466	0.0138066	0.0180335	0.0224449	0.0114993	0.0109641	0.114587	0.0142127	0.786607	3041	54177	0.000363139
TX, 02101	0.0141441	0.0217751	0.0258417	0.0151162	0.0148407	0.0166229	0.0958329	0.0161369	0.77969	3532	61722	0.000429641
TX, 02102	0.0165806	0.0276774	0.0231613	0.0162581	0.00541935	0.0132419	0.205661	0.00983871	0.682161	3307	62000	0.000443476
TX, 02200	0.0183183	0.0224795	0.0226828	0.0141103	0.0242315	0.0244036	0.17386	0.0149237	0.68499	3644	63925	0.000464952
TX, 02301	0.00262304	0.00916712	0.00854516	0.0134938	0.00765279	0.0142509	0.0102758	0.0169551	0.917036	1558	36980	0.000261283
TX, 02302	0.00466952	0.0446384	0.0587025	0.162627	0.0589805	0.0394408	0.00155651	0.0331592	0.596225	1858	35978	0.000273639
TX, 02303	0.00465652	0.0247948	0.0665835	0.0693198	0.0273631	0.0273391	0.0107052	0.026835	0.742403	1977	41662	0.000312492
TX, 02304	0.0164082	0.0375271	0.0747896	0.0416556	0.0091039	0.017308	0.170116	0.00860107	0.624491	1578	37786	0.000265944
TX, 02305	0.00857322	0.0280663	0.084617	0.0993239	0.0492786	0.0326201	0.00645896	0.0190516	0.67201	1744	43041	0.000316201
TX, 02306	0.0142684	0.0274196	0.0684299	0.101473	0.0754634	0.0626236	0.00573302	0.0220163	0.622573	2523	54596	0.000403615
TX, 02307	0.013036	0.0476408	0.129381	0.272368	0.15648	0.111515	0.00249625	0.0270019	0.24008	2950	61292	0.00043491
TX, 02308	0.00886128	0.0193013	0.0427786	0.0866521	0.0294867	0.0418873	0.00193522	0.0319311	0.737166	1992	39272	0.000295535
TX, 02309	0.0158325	0.0323964	0.0749723	0.0968137	0.0750712	0.120612	0.00254981	0.0414492	0.540303	2614	50592	0.000362381
TX, 02310	0.0134658	0.0629996	0.169482	0.146232	0.0980108	0.174579	0.00296589	0.0491418	0.283123	2831	58667	0.000412954
TX, 02311	0.00723637	0.0535491	0.0837445	0.0903669	0.0875162	0.0846874	0.00333311	0.0513563	0.53821	2903	45603	0.000342752
TX, 02312	0.0180597	0.0303538	0.0638136	0.0897779	0.104285	0.271045	0.00398021	0.0629766	0.355708	2711	53766	0.000371908
TX, 02313	0.0235009	0.0417254	0.0703875	0.10585	0.103212	0.415461	0.00341948	0.0641121	0.172332	3859	78082	0.000524622
TX, 02314	0.0229297	0.0515018	0.0701468	0.0454141	0.0234812	0.0380324	0.0100543	0.0249024	0.713537	2423	47144	0.000339547
TX, 02315	0.0156316	0.0524615	0.0456025	0.0744303	0.0595194	0.105793	0.0146624	0.0341211	0.597778	2271	40239	0.000290055
TX, 02316	0.00781152	0.0816429	0.130326	0.0914703	0.0343707	0.0441981	0.00274663	0.0182437	0.58919	1737	39685	0.00028655
TX, 02317	0.0132114	0.0332527	0.0650348	0.0657826	0.0118902	0.0308099	0.0313583	0.0241045	0.724556	1516	40117	0.000294251
TX, 02318	0.0123214	0.0349729	0.0578484	0.0573505	0.0120725	0.0317867	0.00455518	0.0320108	0.757082	1905	40174	0.000300805
TX, 02319	0.0173852	0.0342491	0.0763176	0.0773341	0.020148	0.0359693	0.0119377	0.0278893	0.69877	1756	38366	0.000280695
TX, 02320	0.0204418	0.042682	0.0626442	0.0951353	0.0493061	0.0502053	0.0689986	0.0451698	0.565417	1839	33363	0.000258348
TX, 02321	0.0116582	0.062239	0.141387	0.212597	0.0914052	0.162615	0.0153996	0.02497	0.27773	2410	48378	0.00035251
TX, 02322	0.0108039	0.0356801	0.0897623	0.114368	0.104875	0.0915109	0.0122403	0.0360132	0.504746	2644	48038	0.000342001
TX, 02400	0.0184434	0.0216405	0.0120691	0.0145269	0.00189829	0.00567489	0.188231	0.0209212	0.716595	2987	50045	0.000359439
TX, 02501	0.00827529	0.0284722	0.0543462	0.0686478	0.0388218	0.0470534	0.0133191	0.0362235	0.704841	2176	45799	0.000323677
TX, 02502	0.0131778	0.0658888	0.160473	0.22525	0.0925597	0.07432	0.0115181	0.0332432	0.323569	2890	60253	0.000446973
TX, 02503	0.0262556	0.0704834	0.0995491	0.161644	0.0814302	0.0538115	0.00857712	0.031079	0.46717	2106	47685	0.000354214
TX, 02504	0.0129346	0.0106407	0.0113869	0.0300702	0.0211155	0.0099497	0.00801504	0.0129346	0.882953	1278	36182	0.000269562
TX, 02505	0.0156965	0.00346671	0.0154317	0.0370745	0.0222206	0.021065	0.0199095	0.0150705	0.850065	2126	41538	0.000299408
TX, 02506	0.0158063	0.00838008	0.0168964	0.0404924	0.0239593	0.0208026	0.055095	0.0112189	0.807349	1837	44033	0.000311742
TX, 02507	0.0375861	0.044453	0.0677398	0.0815139	0.0279321	0.0453416	0.0227415	0.0537031	0.618989	2730	49513	0.000370939
TX, 02508	0.0265531	0.0323397	0.0411573	0.0661824	0.0168587	0.0328407	0.0274549	0.0246994	0.731914	2246	39920	0.000289657
TX, 02509	0.010932	0.0615398	0.112406	0.110147	0.023071	0.0408828	0.0123114	0.0342788	0.594431	3051	57995	0.000437185
TX, 02510	0.00421545	0.0177791	0.0327625	0.03036	0.0129958	0.0388564	0.0129303	0.0250961	0.825004	2663	45784	0.000335012
TX, 02511	0.0032234	0.0115622	0.020228	0.0339157	0.02532	0.0184995	0.0227273	0.0140148	0.850509	1445	42812	0.000305046
TX, 02512	0.0143015	0.0313058	0.0624803	0.0727406	0.052876	0.0579931	0.0209142	0.0440065	0.643382	1808	38108	0.000285206
TX, 02513	0.030006	0.0297673	0.0392126	0.0640684	0.0310002	0.0643866	0.00304235	0.0469278	0.691589	2797	50290	0.00036031
TX, 02514	0.0173927	0.0464221	0.0912333	0.137483	0.0558067	0.0691796	0.00782044	0.0308125	0.543849	3326	63935	0.0004599
TX, 02515	0.0127383	0.049642	0.0419199	0.0444176	0.0438556	0.105299	0.0333652	0.0532012	0.615561	2645	48044	0.000347818
TX, 02516	0.00302234	0.0104977	0.0188494	0.02552	0.0232845	0.0186884	0.0210312	0.00887029	0.870236	2065	55917	0.000360903
TX, 02600	0.0202837	0.0162269	0.0132747	0.00577026	0.00677154	0.00474834	0.149727	0.00788637	0.775311	8133	96876	0.000719322
TX, 02700	0.033121	0.0456175	0.0431809	0.0502471	0.0159426	0.0238617	0.0494117	0.0239314	0.714686	3430	57456	0.000425896
TX, 02800	0.0170721	0.0157299	0.0122483	0.0120805	0.0088297	0.013318	0.133935	0.00843121	0.778356	3869	47680	0.00035483
TX, 02900	0.010412	0.0288695	0.0262562	0.026462	0.0314622	0.0710317	0.069756	0.0340961	0.701654	2441	48598	0.000358089
TX, 03000	0.0143554	0.0401462	0.061092	0.0606026	0.0270632	0.0252035	0.0917766	0.0274873	0.652273	2312	61301	0.000434468
TX, 03100	0.00950456	0.0159094	0.0644769	0.0520097	0.0249345	0.0352611	0.144692	0.0201737	0.633038	2465	58393	0.000421624
TX, 03200	0.0214835	0.0255077	0.0130787	0.0123032	0.00676993	0.00756639	0.188321	0.00729392	0.717675	3086	47711	0.000348773
TX, 03301	0.0117029	0.0354283	0.0161165	0.00579154	0.00413396	0.00279592	0.151339	0.0289977	0.743694	2073	50073	0.000334465
TX, 03302	0.0189539	0.0443874	0.062408	0.0432207	0.0190616	0.0286822	0.0149693	0.0284848	0.739832	2598	55714	0.000417226
TX, 03303	0.0323948	0.0463215	0.0551014	0.0431077	0.0186777	0.0286919	0.0764806	0.0305783	0.668646	2190	42939	0.000316449
