Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	source_count	source_weight	sampling_probability
7B	750-999	1980s	2.22222e-08	7.66074e-05	0.00176056	0.0091693	0.0235595	0.0412946	0.0576727	0.0697044	0.154873	0.327459	0.175426	0.0787125	0.0338082	0.0209591	0.00552511	0	0	2.93859e-05
8AK	750-999	1980s	0.00216955	0.0314697	0.0789876	0.146688	0.162145	0.142441	0.109647	0.132713	0.128447	0.04861	0.011791	0.00332213	0.00135535	0.000212655	0	750	750	2.59044e-05
1A	0-499	1990s	0	6.06667e-06	0.000219248	0.00164178	0.00568319	0.0127671	0.0220114	0.0319182	0.0896782	0.283769	0.233087	0.144845	0.0808404	0.066347	0.0271862	0	0	4.66432e-05
2A	0-499	1990s	0	6.06667e-06	0.000219248	0.00164178	0.00568319	0.0127671	0.0220114	0.0319182	0.0896782	0.283769	0.233087	0.144845	0.0808404	0.066347	0.0271862	0	0	0.000340478
2B	0-499	1990s	8.51852e-07	0.000469356	0.00677057	0.0259927	0.0530529	0.0772415	0.0923222	0.0975654	0.1829	0.289812	0.11218	0.0393817	0.0139065	0.00703708	0.0013666	0	0	0.000155825
3A	0-499	1990s	3.7037e-09	4.10444e-05	0.0010725	0.0061521	0.017068	0.031859	0.0469179	0.059358	0.139811	0.326598	0.195014	0.0950178	0.0436001	0.028984	0.00850686	0	0	0.000476361
3B	0-499	1990s	8.51852e-07	0.000469356	0.00677057	0.0259927	0.0530529	0.0772415	0.0923222	0.0975654	0.1829	0.289812	0.11218	0.0393817	0.0139065	0.00703708	0.0013666	0	0	0.00040957
3C	0-499	1990s	2.11111e-07	0.000229837	0.00404862	0.0176172	0.0394345	0.0617989	0.0785503	0.0875277	0.175416	0.311269	0.137184	0.0531093	0.0202725	0.0111118	0.00243004	0	0	6.51552e-05
4A	0-499	1990s	0	2.25556e-05	0.000651478	0.00407064	0.0121376	0.0240779	0.037354	0.0494442	0.123449	0.318688	0.211703	0.111847	0.0547684	0.0390223	0.0127648	0	0	0.000704435
4B	0-499	1990s	5.03704e-07	0.000366885	0.0057036	0.0228762	0.0481796	0.071907	0.0877422	0.094393	0.180974	0.297898	0.120497	0.043721	0.0158466	0.00823341	0.00166158	0	0	5.55453e-05
4C	0-499	1990s	7.40741e-09	3.97593e-05	0.00103934	0.00598639	0.016683	0.0312694	0.0462176	0.058659	0.138732	0.326321	0.196264	0.0961439	0.0443072	0.0295897	0.00874811	0	0	0.000174458
5A	0-499	1990s	6.66667e-08	0.000134341	0.00271315	0.012917	0.0309502	0.051241	0.0682013	0.0790727	0.16663	0.32194	0.15609	0.0649347	0.0262503	0.0152716	0.00365392	0	0	0.00059327
5B	0-499	1990s	5.03704e-07	0.000366885	0.0057036	0.0228762	0.0481796	0.071907	0.0877422	0.094393	0.180974	0.297898	0.120497	0.043721	0.0158466	0.00823341	0.00166158	0	0	0.000243241
6A	0-499	1990s	4.25926e-07	0.000339974	0.00540664	0.0219749	0.0467266	0.0702728	0.0862995	0.0933572	0.180246	0.300243	0.123106	0.0451265	0.0164907	0.0086419	0.00176751	0	0	0.000221953
6B	0-499	1990s	3.55556e-07	0.000293826	0.00483337	0.0201574	0.043738	0.0668655	0.0832479	0.0911203	0.178538	0.304883	0.128631	0.0481913	0.0179233	0.00956623	0.00201124	0	0	7.90465e-05
7A	0-499	1990s	4.25926e-07	0.000339974	0.00540664	0.0219749	0.0467266	0.0702728	0.0862995	0.0933572	0.180246	0.300243	0.123106	0.0451265	0.0164907	0.0086419	0.00176751	0	0	3.83159e-05
7AK	0-499	1990s	0	0	0.0151618	0.0286789	0.0586823	0.0478655	0.089495	0.126616	0.170555	0.179693	0.121374	0.0273919	0.0339007	0.0236629	0.0769231	52	52	7.32942e-06
7B	0-499	1990s	3.55556e-07	0.000293826	0.00483337	0.0201574	0.043738	0.0668655	0.0832479	0.0911203	0.178538	0.304883	0.128631	0.0481913	0.0179233	0.00956623	0.00201124	0	0	1.10081e-05
8AK	0-499	1990s	0.00695691	0.019196	0.0455192	0.0811633	0.107043	0.131378	0.118859	0.0820739	0.221869	0.114602	0.0370158	0.0154563	0.00787736	0.0098502	0.00114037	106	106	2.32694e-06
1A	1000-1499	1990s	0	2.45704e-05	0.00070773	0.0043772	0.0129083	0.025347	0.0389683	0.0511697	0.12643	0.320568	0.208955	0.108835	0.0526947	0.0370995	0.0119153	0	0	0.000709511
2A	1000-1499	1990s	0	2.45704e-05	0.00070773	0.0043772	0.0129083	0.025347	0.0389683	0.0511697	0.12643	0.320568	0.208955	0.108835	0.0526947	0.0370995	0.0119153	0	0	0.00494284
2B	1000-1499	1990s	8.54074e-06	0.00166064	0.0162941	0.0492806	0.0845848	0.107364	0.114461	0.109621	0.181703	0.233975	0.0708673	0.0206881	0.00631005	0.00275303	0.000430244	0	0	0.000928478
3A	1000-1499	1990s	1.07407e-07	0.000157952	0.00306233	0.0141922	0.0333223	0.0542736	0.0712542	0.0816423	0.16949	0.319264	0.150492	0.0612988	0.024369	0.0139334	0.00324766	0	0	0.00612527
3B	1000-1499	1990s	8.54074e-06	0.00166064	0.0162941	0.0492806	0.0845848	0.107364	0.114461	0.109621	0.181703	0.233975	0.0708673	0.0206881	0.00631005	0.00275303	0.000430244	0	0	0.00300746
3C	1000-1499	1990s	2.6963e-06	0.000860767	0.0103255	0.0354468	0.0667423	0.091179	0.103361	0.10437	0.184816	0.26599	0.0920012	0.0296723	0.0097942	0.00462684	0.000811819	0	0	0.000561896
4A	1000-1499	1990s	2.96296e-08	8.57852e-05	0.00192058	0.00982656	0.0249027	0.0431586	0.0597031	0.0715651	0.157343	0.326796	0.171697	0.0759214	0.0322318	0.0197401	0.00510854	0	0	0.0068382
4B	1000-1499	1990s	5.64815e-06	0.00132931	0.0140124	0.044254	0.0783663	0.101965	0.110982	0.108209	0.18341	0.245187	0.0776663	0.0234446	0.00734294	0.00329045	0.000534793	0	0	0.000310228
4C	1000-1499	1990s	8.88889e-08	0.000149689	0.00295991	0.0138443	0.0326929	0.0534771	0.0704551	0.0809705	0.168744	0.319979	0.151971	0.0622559	0.0248629	0.0142838	0.00335383	0	0	0.00120422
5A	1000-1499	1990s	1.0037e-06	0.000513381	0.00720153	0.02718	0.0548199	0.0790931	0.0938432	0.0985599	0.183354	0.286838	0.109395	0.037974	0.0132888	0.0066622	0.00127598	0	0	0.00556944
5B	1000-1499	1990s	5.64815e-06	0.00132931	0.0140124	0.044254	0.0783663	0.101965	0.110982	0.108209	0.18341	0.245187	0.0776663	0.0234446	0.00734294	0.00329045	0.000534793	0	0	0.00161462
6A	1000-1499	1990s	5.09259e-06	0.00124008	0.0133566	0.0427762	0.0765007	0.1003	0.109857	0.107691	0.183772	0.248536	0.0798514	0.0243663	0.00769721	0.00347864	0.000572181	0	0	0.00174435
6B	1000-1499	1990s	3.70741e-06	0.00106348	0.0120581	0.0397621	0.0725887	0.0967221	0.107376	0.106491	0.18439	0.25558	0.0845581	0.0263747	0.00847686	0.0038976	0.000657107	0	0	0.000380863
7A	1000-1499	1990s	5.09259e-06	0.00124008	0.0133566	0.0427762	0.0765007	0.1003	0.109857	0.107691	0.183772	0.248536	0.0798514	0.0243663	0.00769721	0.00347864	0.000572181	0	0	0.000236386
7AK	1000-1499	1990s	0.0167506	0.0693607	0.150113	0.196451	0.179424	0.124948	0.0868223	0.0668673	0.064869	0.0269445	0.00826352	0.00433417	0.00434597	0.000506405	0	1185	1185	6.27517e-05
7B	1000-1499	1990s	3.70741e-06	0.00106348	0.0120581	0.0397621	0.0725887	0.0967221	0.107376	0.106491	0.18439	0.25558	0.0845581	0.0263747	0.00847686	0.0038976	0.000657107	0	0	6.56525e-05
8AK	1000-1499	1990s	0.0263788	0.152518	0.225351	0.218746	0.133019	0.0768793	0.0574955	0.0483753	0.0422221	0.0136234	0.00298801	0.000299027	0	0	0.00210526	475	475	1.82517e-05
1A	1500-1999	1990s	1.11111e-08	5.34407e-05	0.00130924	0.00720376	0.0193788	0.0352967	0.050931	0.0633172	0.145836	0.327832	0.187737	0.0886058	0.0396331	0.0256455	0.00722077	0	0	0.000547974
2A	1500-1999	1990s	1.11111e-08	5.34407e-05	0.00130924	0.00720376	0.0193788	0.0352967	0.050931	0.0633172	0.145836	0.327832	0.187737	0.0886058	0.0396331	0.0256455	0.00722077	0	0	0.0041545
2B	1500-1999	1990s	2.39778e-05	0.00312397	0.025179	0.0668784	0.104333	0.122781	0.122908	0.111499	0.172797	0.198721	0.0523802	0.0137594	0.00385637	0.00154482	0.000213167	0	0	0.000787181
3A	1500-1999	1990s	4.18519e-07	0.000328267	0.00526145	0.021522	0.0459958	0.0694543	0.0855786	0.0928379	0.179868	0.301367	0.124413	0.0458525	0.0168314	0.00886279	0.00182593	0	0	0.00497604
3B	1500-1999	1990s	2.39778e-05	0.00312397	0.025179	0.0668784	0.104333	0.122781	0.122908	0.111499	0.172797	0.198721	0.0523802	0.0137594	0.00385637	0.00154482	0.000213167	0	0	0.00246984
3C	1500-1999	1990s	8.53704e-06	0.00168484	0.0165001	0.0497358	0.0851237	0.107807	0.114729	0.109715	0.181532	0.233044	0.0703089	0.020459	0.00622333	0.00270767	0.00042153	0	0	0.000428354
4A	1500-1999	1990s	1.25926e-07	0.000178444	0.00336461	0.0152852	0.035328	0.0567987	0.0737533	0.0837037	0.171677	0.316797	0.14593	0.0584194	0.0229064	0.0129117	0.00294593	0	0	0.00565688
4B	1500-1999	1990s	1.76704e-05	0.00256433	0.0219393	0.0607366	0.0977454	0.117922	0.120515	0.111296	0.176328	0.210407	0.0580487	0.0157864	0.0045496	0.0018747	0.000269637	0	0	0.000237029
4C	1500-1999	1990s	3.96296e-07	0.000316811	0.00511687	0.0210552	0.045214	0.068549	0.0847579	0.092231	0.179401	0.302629	0.125896	0.0466572	0.0171988	0.00909299	0.00188377	0	0	0.0010443
5A	1500-1999	1990s	3.82222e-06	0.00104234	0.0118039	0.0390828	0.0716566	0.095842	0.106747	0.106168	0.184485	0.257243	0.0857068	0.0268699	0.00866969	0.0040011	0.000677937	0	0	0.00430843
5B	1500-1999	1990s	1.76704e-05	0.00256433	0.0219393	0.0607366	0.0977454	0.117922	0.120515	0.111296	0.176328	0.210407	0.0580487	0.0157864	0.0045496	0.0018747	0.000269637	0	0	0.00124836
6A	1500-1999	1990s	1.62333e-05	0.00240837	0.0209955	0.0589015	0.0957237	0.116374	0.119695	0.111148	0.177301	0.214025	0.0598928	0.0164613	0.00478305	0.00198634	0.000288622	0	0	0.00132975
6B	1500-1999	1990s	1.27444e-05	0.00210221	0.0191321	0.0551554	0.0914623	0.11301	0.117828	0.110709	0.179199	0.221658	0.063889	0.0179532	0.00530974	0.00224511	0.00033507	0	0	0.000214981
7A	1500-1999	1990s	1.62333e-05	0.00240837	0.0209955	0.0589015	0.0957237	0.116374	0.119695	0.111148	0.177301	0.214025	0.0598928	0.0164613	0.00478305	0.00198634	0.000288622	0	0	0.000161194
7AK	1500-1999	1990s	0.0171591	0.0589528	0.169649	0.244708	0.21576	0.13305	0.0554101	0.0457153	0.0392174	0.0127147	0.00600399	0.000245205	0.00103289	0.000381926	0	1363	1363	4.78028e-05
7B	1500-1999	1990s	1.27444e-05	0.00210221	0.0191321	0.0551554	0.0914623	0.11301	0.117828	0.110709	0.179199	0.221658	0.063889	0.0179532	0.00530974	0.00224511	0.00033507	0	0	3.16929e-05
8AK	1500-1999	1990s	0.0845179	0.23964	0.258101	0.154146	0.115077	0.0587307	0.0421624	0.0217326	0.00879224	0.00582955	0.00675531	0.00451572	0	0	0	214	214	1.21214e-05
1A	2000-2499	1990s	4.81481e-08	0.000111389	0.00235101	0.0115413	0.0283156	0.0477866	0.0646353	0.0759841	0.162962	0.324418	0.162633	0.0693989	0.0286344	0.0170201	0.00420802	0	0	0.000329999
2A	2000-2499	1990s	4.81481e-08	0.000111389	0.00235101	0.0115413	0.0283156	0.0477866	0.0646353	0.0759841	0.162962	0.324418	0.162633	0.0693989	0.0286344	0.0170201	0.00420802	0	0	0.00243972
2B	2000-2499	1990s	6.01963e-05	0.00566624	0.0377929	0.0881043	0.124757	0.135959	0.127665	0.109604	0.158685	0.162754	0.0370978	0.00871224	0.00222914	0.000813926	9.80926e-05	0	0	0.000518542
3A	2000-2499	1990s	1.75926e-06	0.000692452	0.0089012	0.0318264	0.0616816	0.0861952	0.0995644	0.102174	0.184618	0.274923	0.0989965	0.0329163	0.0111335	0.00539294	0.000982363	0	0	0.00282454
3B	2000-2499	1990s	6.01963e-05	0.00566624	0.0377929	0.0881043	0.124757	0.135959	0.127665	0.109604	0.158685	0.162754	0.0370978	0.00871224	0.00222914	0.000813926	9.80926e-05	0	0	0.00153516
3C	2000-2499	1990s	2.56556e-05	0.00323066	0.0257054	0.0677831	0.105241	0.123415	0.123194	0.111492	0.172278	0.197111	0.0515963	0.0134725	0.00375565	0.00149535	0.000204222	0	0	0.000270043
4A	2000-2499	1990s	5.44444e-07	0.000379263	0.00582954	0.0232433	0.0487615	0.0725579	0.0883159	0.094804	0.181255	0.296921	0.119441	0.0431702	0.0156043	0.00808867	0.00162857	0	0	0.00371145
4B	2000-2499	1990s	4.57926e-05	0.00471007	0.0333093	0.0809472	0.118238	0.132072	0.12659	0.110624	0.163703	0.174198	0.0416244	0.0101366	0.0026708	0.00100435	0.000126196	0	0	0.000155144
4C	2000-2499	1990s	1.62222e-06	0.00066367	0.00864356	0.0311555	0.0607295	0.0852427	0.0988227	0.101727	0.184521	0.276582	0.10037	0.033569	0.011406	0.00554922	0.00101663	0	0	0.000665649
5A	2000-2499	1990s	1.1937e-05	0.00204194	0.0188284	0.0546129	0.0908727	0.112542	0.117554	0.110625	0.179424	0.222745	0.0645132	0.0181982	0.00539876	0.00228963	0.000343122	0	0	0.00353298
5B	2000-2499	1990s	4.57926e-05	0.00471007	0.0333093	0.0809472	0.118238	0.132072	0.12659	0.110624	0.163703	0.174198	0.0416244	0.0101366	0.0026708	0.00100435	0.000126196	0	0	0.000893082
6A	2000-2499	1990s	4.18704e-05	0.00443874	0.0319851	0.0787698	0.116203	0.130813	0.126189	0.110878	0.165181	0.177754	0.0430941	0.0106169	0.00282506	0.00107359	0.000137133	0	0	0.00100117
6B	2000-2499	1990s	3.54926e-05	0.0039263	0.0293564	0.074292	0.111868	0.128001	0.125158	0.11126	0.168144	0.185359	0.0463401	0.0116933	0.00317349	0.0012309	0.000162163	0	0	0.000152422
7A	2000-2499	1990s	4.18704e-05	0.00443874	0.0319851	0.0787698	0.116203	0.130813	0.126189	0.110878	0.165181	0.177754	0.0430941	0.0106169	0.00282506	0.00107359	0.000137133	0	0	0.00010476
7AK	2000-2499	1990s	0.0239299	0.0924907	0.203616	0.270026	0.197086	0.092081	0.051301	0.0347847	0.0266318	0.00767664	0.000376701	0	0	0	0	1029	1029	4.10534e-05
7B	2000-2499	1990s	3.54926e-05	0.0039263	0.0293564	0.074292	0.111868	0.128001	0.125158	0.11126	0.168144	0.185359	0.0463401	0.0116933	0.00317349	0.0012309	0.000162163	0	0	2.43018e-05
8AK	2000-2499	1990s	0.0838859	0.334495	0.297797	0.124098	0.0766408	0.0211725	0.0289921	0.0113281	0.0127314	0.0037493	0.00511011	0	0	0	0	187	187	1.16497e-05
1A	2500-2999	1990s	2.07407e-07	0.000232733	0.0041066	0.0178378	0.0398376	0.0622951	0.0790258	0.0879029	0.175767	0.310674	0.136323	0.0526113	0.0200363	0.0109592	0.00239073	0	0	0.000162724
2A	2500-2999	1990s	2.07407e-07	0.000232733	0.0041066	0.0178378	0.0398376	0.0622951	0.0790258	0.0879029	0.175767	0.310674	0.136323	0.0526113	0.0200363	0.0109592	0.00239073	0	0	0.00128213
2B	2500-2999	1990s	0.000127589	0.00963993	0.0543772	0.11185	0.143968	0.145367	0.128077	0.104086	0.14089	0.129134	0.0254401	0.00533854	0.00124616	0.000414674	4.37926e-05	0	0	0.000324126
3A	2500-2999	1990s	6.21111e-06	0.00139168	0.0144545	0.0452571	0.0796335	0.103083	0.111716	0.10852	0.183094	0.242913	0.0762599	0.0228651	0.00712216	0.00317314	0.000511174	0	0	0.00153081
3B	2500-2999	1990s	0.000127589	0.00963993	0.0543772	0.11185	0.143968	0.145367	0.128077	0.104086	0.14089	0.129134	0.0254401	0.00533854	0.00124616	0.000414674	4.37926e-05	0	0	0.000798874
3C	2500-2999	1990s	6.16815e-05	0.00577697	0.0383181	0.0889356	0.125498	0.13638	0.127754	0.109455	0.15807	0.161466	0.0366276	0.00857427	0.00218899	0.00079783	9.59889e-05	0	0	0.000145074
4A	2500-2999	1990s	2.20741e-06	0.000788759	0.00975411	0.0340321	0.0647918	0.0892777	0.101929	0.103558	0.184795	0.269453	0.0946529	0.0308886	0.0102926	0.00490992	0.000874285	0	0	0.00216389
4B	2500-2999	1990s	0.000100774	0.00814575	0.048499	0.103903	0.137949	0.142782	0.128425	0.106243	0.14698	0.13972	0.0288745	0.00628827	0.00151314	0.000519281	5.73e-05	0	0	7.99446e-05
4C	2500-2999	1990s	5.86296e-06	0.00134152	0.0140804	0.0444026	0.0785556	0.102134	0.111093	0.108255	0.183361	0.244848	0.077457	0.0233563	0.00730787	0.00327061	0.000530296	0	0	0.000316146
5A	2500-2999	1990s	3.32889e-05	0.00381974	0.0288576	0.0734402	0.111026	0.127441	0.124943	0.111324	0.168716	0.186853	0.0469756	0.0119017	0.00324016	0.00126056	0.00016673	0	0	0.00220151
5B	2500-2999	1990s	0.000100774	0.00814575	0.048499	0.103903	0.137949	0.142782	0.128425	0.106243	0.14698	0.13972	0.0288745	0.00628827	0.00151314	0.000519281	5.73e-05	0	0	0.000543093
6A	2500-2999	1990s	9.38111e-05	0.00772926	0.0467744	0.101474	0.136035	0.141894	0.128449	0.106851	0.148818	0.143054	0.0299964	0.00660762	0.00160527	0.000556422	6.23259e-05	0	0	0.000623373
6B	2500-2999	1990s	8.12333e-05	0.00692123	0.0432878	0.0963993	0.131885	0.139833	0.128323	0.108008	0.152612	0.150274	0.0325084	0.00733474	0.0018168	0.000642004	7.37815e-05	0	0	7.2462e-05
7A	2500-2999	1990s	9.38111e-05	0.00772926	0.0467744	0.101474	0.136035	0.141894	0.128449	0.106851	0.148818	0.143054	0.0299964	0.00660762	0.00160527	0.000556422	6.23259e-05	0	0	7.00532e-05
7AK	2500-2999	1990s	0.0166469	0.103039	0.257087	0.24675	0.189152	0.0949697	0.0434194	0.0254783	0.018842	0.00461518	0	0	0	0	0	564	564	1.56792e-05
7B	2500-2999	1990s	8.12333e-05	0.00692123	0.0432878	0.0963993	0.131885	0.139833	0.128323	0.108008	0.152612	0.150274	0.0325084	0.00733474	0.0018168	0.000642004	7.37815e-05	0	0	9.93762e-06
8AK	2500-2999	1990s	0.151446	0.357881	0.283841	0.129223	0.02583	0.0166067	0.0126164	0.00240735	0.0191297	0.00101933	0	0	0	0	0	133	133	2.88048e-06
1A	3000-3999	1990s	1.33333e-06	0.000594385	0.00798721	0.0293631	0.0580861	0.0825129	0.0966317	0.100352	0.184066	0.281184	0.104343	0.0354937	0.0122248	0.00603129	0.00112836	0	0	0.000155652
2A	3000-3999	1990s	1.33333e-06	0.000594385	0.00798721	0.0293631	0.0580861	0.0825129	0.0966317	0.100352	0.184066	0.281184	0.104343	0.0354937	0.0122248	0.00603129	0.00112836	0	0	0.00112925
2B	3000-3999	1990s	0.000272904	0.0174709	0.0815643	0.143768	0.164124	0.150543	0.122461	0.0929339	0.115772	0.0924482	0.0151439	0.00274793	0.0005681	0.00016687	1.49889e-05	0	0	0.000321539
3A	3000-3999	1990s	2.40852e-05	0.00312347	0.0251631	0.0668355	0.104273	0.12272	0.12286	0.11147	0.172791	0.198832	0.0524689	0.0137997	0.00387241	0.00155356	0.000214915	0	0	0.00140447
3B	3000-3999	1990s	0.000272904	0.0174709	0.0815643	0.143768	0.164124	0.150543	0.122461	0.0929339	0.115772	0.0924482	0.0151439	0.00274793	0.0005681	0.00016687	1.49889e-05	0	0	0.000666006
3C	3000-3999	1990s	0.000154089	0.0111289	0.0599609	0.118962	0.148961	0.147163	0.127343	0.101907	0.135382	0.120274	0.0227298	0.00461477	0.00104767	0.000338693	3.43815e-05	0	0	0.000119232
4A	3000-3999	1990s	1e-05	0.00185165	0.0176151	0.0520884	0.0879039	0.110102	0.116104	0.110167	0.180534	0.228076	0.0674906	0.0193536	0.00581856	0.00250179	0.000382733	0	0	0.00208306
4B	3000-3999	1990s	0.0002246	0.0150547	0.0737883	0.135355	0.159419	0.149938	0.124538	0.0962152	0.122474	0.101352	0.0174224	0.00328423	0.000701085	0.000212841	1.99333e-05	0	0	7.67044e-05
4C	3000-3999	1990s	2.25296e-05	0.0030193	0.02459	0.0657563	0.103121	0.121884	0.122467	0.111465	0.173459	0.200881	0.0534099	0.0141215	0.00397832	0.00160187	0.000222633	0	0	0.000235472
5A	3000-3999	1990s	9.39667e-05	0.00770599	0.0466567	0.101294	0.13587	0.141788	0.128409	0.106864	0.148932	0.143364	0.0301299	0.00665003	0.00161809	0.000561656	6.30185e-05	0	0	0.00232371
5B	3000-3999	1990s	0.0002246	0.0150547	0.0737883	0.135355	0.159419	0.149938	0.124538	0.0962152	0.122474	0.101352	0.0174224	0.00328423	0.000701085	0.000212841	1.99333e-05	0	0	0.000583679
6A	3000-3999	1990s	0.000215726	0.0143923	0.0714633	0.132725	0.157859	0.149636	0.125093	0.0971815	0.12454	0.104228	0.0181938	0.00347183	0.000748759	0.000229733	2.17926e-05	0	0	0.000784444
6B	3000-3999	1990s	0.00019007	0.0130262	0.0667462	0.127234	0.154455	0.148837	0.126142	0.0991535	0.128882	0.110413	0.0198828	0.00388833	0.000856107	0.000268367	2.61741e-05	0	0	0.00010458
7A	3000-3999	1990s	0.000215726	0.0143923	0.0714633	0.132725	0.157859	0.149636	0.125093	0.0971815	0.12454	0.104228	0.0181938	0.00347183	0.000748759	0.000229733	2.17926e-05	0	0	9.60214e-05
7AK	3000-3999	1990s	0.0276524	0.120309	0.217198	0.289903	0.194835	0.0756233	0.0318903	0.0208408	0.015296	0.00362953	0.0011164	0	0.00166154	4.49471e-05	0	586	586	1.24122e-05
7B	3000-3999	1990s	0.00019007	0.0130262	0.0667462	0.127234	0.154455	0.148837	0.126142	0.0991535	0.128882	0.110413	0.0198828	0.00388833	0.000856107	0.000268367	2.61741e-05	0	0	1.71092e-05
8AK	3000-3999	1990s	0.118786	0.374092	0.22819	0.106605	0.0630605	0.0507983	0.024456	0.00516674	0.00913462	0.00928942	0.000806733	0.0029973	0.00661809	0	0	104	104	2.04353e-06
1A	4000+	1990s	0.00225507	0.0980929	0.235651	0.232378	0.167854	0.106867	0.0644005	0.0379304	0.0351821	0.017633	0.00154796	0.000176633	2.50778e-05	5.08889e-06	9.33333e-07	0	0	5.47784e-05
2A	4000+	1990s	0.00225507	0.0980929	0.235651	0.232378	0.167854	0.106867	0.0644005	0.0379304	0.0351821	0.017633	0.00154796	0.000176633	2.50778e-05	5.08889e-06	9.33333e-07	0	0	0.000550192
2B	4000+	1990s	0.0477436	0.364389	0.325969	0.156104	0.0633127	0.024954	0.0100151	0.00415983	0.00260313	0.000718067	2.82111e-05	1.86667e-06	1.66667e-07	1.11111e-08	6.55556e-07	0	0	0.000179509
3A	4000+	1990s	0.0097068	0.193986	0.310246	0.223745	0.126036	0.0656496	0.0335696	0.0172552	0.013791	0.00558716	0.000382167	3.80333e-05	4.95556e-06	9.33333e-07	7.66667e-07	0	0	0.000776826
3B	4000+	1990s	0.0477436	0.364389	0.325969	0.156104	0.0633127	0.024954	0.0100151	0.00415983	0.00260313	0.000718067	2.82111e-05	1.86667e-06	1.66667e-07	1.11111e-08	6.55556e-07	0	0	0.00031514
3C	4000+	1990s	0.0318668	0.312144	0.333271	0.18009	0.0804592	0.0345067	0.0149487	0.00666056	0.0045337	0.00144069	7.12333e-05	5.75556e-06	6.44444e-07	8.88889e-08	6.22222e-07	0	0	4.85551e-05
4A	4000+	1990s	0.00593804	0.157661	0.289852	0.231765	0.141771	0.0789776	0.0426817	0.0229703	0.0192975	0.00838822	0.000621933	6.45111e-05	8.63333e-06	1.66667e-06	8e-07	0	0	0.000922598
4B	4000+	1990s	0.0419547	0.346615	0.329703	0.164491	0.0688765	0.0279046	0.011482	0.0048805	0.00314076	0.000909133	3.87556e-05	2.76667e-06	2.77778e-07	3.33333e-08	6.55556e-07	0	0	4.57238e-05
4C	4000+	1990s	0.00943024	0.191316	0.309038	0.224485	0.127165	0.0665356	0.0341455	0.0176017	0.0141088	0.0057353	0.000393056	3.90778e-05	5.07778e-06	9.66667e-07	7.11111e-07	0	0	0.000107185
5A	4000+	1990s	0.0227707	0.273396	0.332168	0.196468	0.0943461	0.0430169	0.0196532	0.00917577	0.00658896	0.00227658	0.000126856	1.11333e-05	1.32222e-06	2.22222e-07	6.22222e-07	0	0	0.00101332
5B	4000+	1990s	0.0419547	0.346615	0.329703	0.164491	0.0688765	0.0279046	0.011482	0.0048805	0.00314076	0.000909133	3.87556e-05	2.76667e-06	2.77778e-07	3.33333e-08	6.55556e-07	0	0	0.000277873
6A	4000+	1990s	0.0402498	0.341157	0.330539	0.167	0.0706514	0.0288918	0.0119931	0.00514077	0.00334327	0.000986189	4.34778e-05	3.2e-06	3.22222e-07	4.44444e-08	6e-07	0	0	0.000326916
6B	4000+	1990s	0.0366447	0.329766	0.33204	0.172266	0.0744747	0.0310359	0.013101	0.00570033	0.00377133	0.00114259	5.23111e-05	3.96667e-06	4.11111e-07	5.55556e-08	7.22222e-07	0	0	3.39129e-05
7A	4000+	1990s	0.0402498	0.341157	0.330539	0.167	0.0706514	0.0288918	0.0119931	0.00514077	0.00334327	0.000986189	4.34778e-05	3.2e-06	3.22222e-07	4.44444e-08	6e-07	0	0	3.50111e-05
7AK	4000+	1990s	0.057259	0.162442	0.279551	0.237453	0.154634	0.0613078	0.0342359	0.00394308	0.00742097	0.00175357	0	0	0	0	0	258	258	1.03118e-05
7B	4000+	1990s	0.0366447	0.329766	0.33204	0.172266	0.0744747	0.0310359	0.013101	0.00570033	0.00377133	0.00114259	5.23111e-05	3.96667e-06	4.11111e-07	5.55556e-08	7.22222e-07	0	0	4.96479e-06
8AK	4000+	1990s	0.201058	0.343226	0.14446	0.0954184	0.0801456	0.0592961	0.0338842	0.0179283	0.0165738	0.0080095	0	0	0	0	0	60	60	3.04001e-06
1A	500-749	1990s	0	1.01407e-05	0.000334004	0.00233237	0.00763182	0.0163647	0.0271236	0.0380145	0.102183	0.299491	0.227274	0.132924	0.0706474	0.0549835	0.0206864	0	0	0.000180658
