Dependency=Location	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
ME_Caribou.Muni.AP.727120	1980s	0.070000	0.590000	0.160000	0.000000	0.140000	0.030000
ME_Caribou.Muni.AP.727120	1990s	0.000000	0.610000	0.130000	0.000000	0.210000	0.050000
ME_Caribou.Muni.AP.727120	2000s	0.000000	0.660000	0.100000	0.000000	0.150000	0.090000
ME_Portland.Intl.Jetport.726060	<1950	0.000000	0.680000	0.200000	0.000000	0.100000	0.020000
ME_Portland.Intl.Jetport.726060	1950s	0.020000	0.780000	0.120000	0.000000	0.080000	0.000000
ME_Portland.Intl.Jetport.726060	1960s	0.000000	0.730000	0.130000	0.000000	0.100000	0.040000
ME_Portland.Intl.Jetport.726060	1970s	0.020000	0.490000	0.150000	0.000000	0.280000	0.060000
ME_Portland.Intl.Jetport.726060	1980s	0.070000	0.590000	0.160000	0.000000	0.140000	0.030000
ME_Portland.Intl.Jetport.726060	1990s	0.000000	0.610000	0.130000	0.000000	0.210000	0.050000
ME_Portland.Intl.Jetport.726060	2000s	0.000000	0.660000	0.100000	0.000000	0.150000	0.090000
MI_Alpena.County.Rgnl.AP.726390	<1950	0.050000	0.040000	0.820000	0.020000	0.030000	0.060000
MI_Alpena.County.Rgnl.AP.726390	1950s	0.050000	0.030000	0.880000	0.000000	0.000000	0.030000
MI_Alpena.County.Rgnl.AP.726390	1960s	0.040000	0.040000	0.880000	0.000000	0.040000	0.000000
MI_Alpena.County.Rgnl.AP.726390	1970s	0.160000	0.090000	0.660000	0.000000	0.040000	0.050000
MI_Alpena.County.Rgnl.AP.726390	1980s	0.110000	0.000000	0.600000	0.000000	0.070000	0.220000
MI_Alpena.County.Rgnl.AP.726390	1990s	0.000000	0.000000	0.780000	0.000000	0.050000	0.170000
MI_Alpena.County.Rgnl.AP.726390	2000s	0.100000	0.000000	0.530000	0.000000	0.000000	0.370000
MI_Detroit.Metro.AP.725370	<1950	0.050000	0.040000	0.820000	0.020000	0.030000	0.060000
MI_Detroit.Metro.AP.725370	1950s	0.050000	0.030000	0.880000	0.000000	0.000000	0.030000
MI_Detroit.Metro.AP.725370	1960s	0.040000	0.040000	0.880000	0.000000	0.040000	0.000000
MI_Detroit.Metro.AP.725370	1970s	0.160000	0.090000	0.660000	0.000000	0.040000	0.050000
MI_Detroit.Metro.AP.725370	1980s	0.110000	0.000000	0.600000	0.000000	0.070000	0.220000
MI_Detroit.Metro.AP.725370	1990s	0.000000	0.000000	0.780000	0.000000	0.050000	0.170000
MI_Detroit.Metro.AP.725370	2000s	0.100000	0.000000	0.530000	0.000000	0.000000	0.370000
MI_Flint-Bishop.Intl.AP.726370	<1950	0.050000	0.040000	0.820000	0.020000	0.030000	0.060000
MI_Flint-Bishop.Intl.AP.726370	1950s	0.050000	0.030000	0.880000	0.000000	0.000000	0.030000
MI_Flint-Bishop.Intl.AP.726370	1960s	0.040000	0.040000	0.880000	0.000000	0.040000	0.000000
MI_Flint-Bishop.Intl.AP.726370	1970s	0.160000	0.090000	0.660000	0.000000	0.040000	0.050000
MI_Flint-Bishop.Intl.AP.726370	1980s	0.110000	0.000000	0.600000	0.000000	0.070000	0.220000
MI_Flint-Bishop.Intl.AP.726370	1990s	0.000000	0.000000	0.780000	0.000000	0.050000	0.170000
MI_Flint-Bishop.Intl.AP.726370	2000s	0.100000	0.000000	0.530000	0.000000	0.000000	0.370000
MI_Grand.Rapids-Kent.County.Intl.AP.726350	<1950	0.050000	0.040000	0.820000	0.020000	0.030000	0.060000
MI_Grand.Rapids-Kent.County.Intl.AP.726350	1950s	0.050000	0.030000	0.880000	0.000000	0.000000	0.030000
MI_Grand.Rapids-Kent.County.Intl.AP.726350	1960s	0.040000	0.040000	0.880000	0.000000	0.040000	0.000000
MI_Grand.Rapids-Kent.County.Intl.AP.726350	1970s	0.160000	0.090000	0.660000	0.000000	0.040000	0.050000
MI_Grand.Rapids-Kent.County.Intl.AP.726350	1980s	0.110000	0.000000	0.600000	0.000000	0.070000	0.220000
MI_Grand.Rapids-Kent.County.Intl.AP.726350	1990s	0.000000	0.000000	0.780000	0.000000	0.050000	0.170000
MI_Grand.Rapids-Kent.County.Intl.AP.726350	2000s	0.100000	0.000000	0.530000	0.000000	0.000000	0.370000
MI_Houghton-Lake.Roscommon.County.AP.726380	<1950	0.050000	0.040000	0.820000	0.020000	0.030000	0.060000
MI_Houghton-Lake.Roscommon.County.AP.726380	1950s	0.050000	0.030000	0.880000	0.000000	0.000000	0.030000
MI_Houghton-Lake.Roscommon.County.AP.726380	1960s	0.040000	0.040000	0.880000	0.000000	0.040000	0.000000
MI_Houghton-Lake.Roscommon.County.AP.726380	1970s	0.160000	0.090000	0.660000	0.000000	0.040000	0.050000
MI_Houghton-Lake.Roscommon.County.AP.726380	1980s	0.110000	0.000000	0.600000	0.000000	0.070000	0.220000
MI_Houghton-Lake.Roscommon.County.AP.726380	1990s	0.000000	0.000000	0.780000	0.000000	0.050000	0.170000
MI_Houghton-Lake.Roscommon.County.AP.726380	2000s	0.100000	0.000000	0.530000	0.000000	0.000000	0.370000
MI_Lansing-Capital.City.AP.725390	<1950	0.050000	0.040000	0.820000	0.020000	0.030000	0.060000
MI_Lansing-Capital.City.AP.725390	1950s	0.050000	0.030000	0.880000	0.000000	0.000000	0.030000
MI_Lansing-Capital.City.AP.725390	1960s	0.040000	0.040000	0.880000	0.000000	0.040000	0.000000
MI_Lansing-Capital.City.AP.725390	1970s	0.160000	0.090000	0.660000	0.000000	0.040000	0.050000
MI_Lansing-Capital.City.AP.725390	1980s	0.110000	0.000000	0.600000	0.000000	0.070000	0.220000
MI_Lansing-Capital.City.AP.725390	1990s	0.000000	0.000000	0.780000	0.000000	0.050000	0.170000
MI_Lansing-Capital.City.AP.725390	2000s	0.100000	0.000000	0.530000	0.000000	0.000000	0.370000
MI_Muskegon.County.AP.726360	<1950	0.050000	0.040000	0.820000	0.020000	0.030000	0.060000
MI_Muskegon.County.AP.726360	1950s	0.050000	0.030000	0.880000	0.000000	0.000000	0.030000
MI_Muskegon.County.AP.726360	1960s	0.040000	0.040000	0.880000	0.000000	0.040000	0.000000
MI_Muskegon.County.AP.726360	1970s	0.160000	0.090000	0.660000	0.000000	0.040000	0.050000
MI_Muskegon.County.AP.726360	1980s	0.110000	0.000000	0.600000	0.000000	0.070000	0.220000
MI_Muskegon.County.AP.726360	1990s	0.000000	0.000000	0.780000	0.000000	0.050000	0.170000
MI_Muskegon.County.AP.726360	2000s	0.100000	0.000000	0.530000	0.000000	0.000000	0.370000
MI_Sault.Ste.Marie-Sanderson.Field.727340	<1950	0.050000	0.040000	0.820000	0.020000	0.030000	0.060000
MI_Sault.Ste.Marie-Sanderson.Field.727340	1950s	0.050000	0.030000	0.880000	0.000000	0.000000	0.030000
MI_Sault.Ste.Marie-Sanderson.Field.727340	1960s	0.040000	0.040000	0.880000	0.000000	0.040000	0.000000
MI_Sault.Ste.Marie-Sanderson.Field.727340	1970s	0.160000	0.090000	0.660000	0.000000	0.040000	0.050000
MI_Sault.Ste.Marie-Sanderson.Field.727340	1980s	0.110000	0.000000	0.600000	0.000000	0.070000	0.220000
MI_Sault.Ste.Marie-Sanderson.Field.727340	1990s	0.000000	0.000000	0.780000	0.000000	0.050000	0.170000
MI_Sault.Ste.Marie-Sanderson.Field.727340	2000s	0.100000	0.000000	0.530000	0.000000	0.000000	0.370000
MI_Traverse.City-Cherry.Capital.AP.726387	<1950	0.050000	0.040000	0.820000	0.020000	0.030000	0.060000
MI_Traverse.City-Cherry.Capital.AP.726387	1950s	0.050000	0.030000	0.880000	0.000000	0.000000	0.030000
MI_Traverse.City-Cherry.Capital.AP.726387	1960s	0.040000	0.040000	0.880000	0.000000	0.040000	0.000000
MI_Traverse.City-Cherry.Capital.AP.726387	1970s	0.160000	0.090000	0.660000	0.000000	0.040000	0.050000
MI_Traverse.City-Cherry.Capital.AP.726387	1980s	0.110000	0.000000	0.600000	0.000000	0.070000	0.220000
MI_Traverse.City-Cherry.Capital.AP.726387	1990s	0.000000	0.000000	0.780000	0.000000	0.050000	0.170000
MI_Traverse.City-Cherry.Capital.AP.726387	2000s	0.100000	0.000000	0.530000	0.000000	0.000000	0.370000
MN_Duluth.Intl.AP.727450	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
MN_Duluth.Intl.AP.727450	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
MN_Duluth.Intl.AP.727450	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
MN_Duluth.Intl.AP.727450	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
MN_Duluth.Intl.AP.727450	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
MN_Duluth.Intl.AP.727450	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
MN_Duluth.Intl.AP.727450	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
MN_International.Falls.Intl.AP.727470	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
MN_International.Falls.Intl.AP.727470	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
MN_International.Falls.Intl.AP.727470	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
MN_International.Falls.Intl.AP.727470	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
MN_International.Falls.Intl.AP.727470	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
MN_International.Falls.Intl.AP.727470	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
MN_International.Falls.Intl.AP.727470	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
MN_Minneapolis-St.Paul.Intl.AP.726580	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
MN_Minneapolis-St.Paul.Intl.AP.726580	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
MN_Minneapolis-St.Paul.Intl.AP.726580	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
MN_Minneapolis-St.Paul.Intl.AP.726580	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
MN_Minneapolis-St.Paul.Intl.AP.726580	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
MN_Minneapolis-St.Paul.Intl.AP.726580	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
MN_Minneapolis-St.Paul.Intl.AP.726580	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
MN_Rochester.Intl.AP.726440	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
MN_Rochester.Intl.AP.726440	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
MN_Rochester.Intl.AP.726440	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
MN_Rochester.Intl.AP.726440	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
MN_Rochester.Intl.AP.726440	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
MN_Rochester.Intl.AP.726440	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
MN_Rochester.Intl.AP.726440	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
MN_St.Cloud.Muni.AP.726550	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
MN_St.Cloud.Muni.AP.726550	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
MN_St.Cloud.Muni.AP.726550	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
MN_St.Cloud.Muni.AP.726550	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
MN_St.Cloud.Muni.AP.726550	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
MN_St.Cloud.Muni.AP.726550	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
MN_St.Cloud.Muni.AP.726550	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
MO_Columbia.Rgnl.AP.724450	<1950	0.130000	0.000000	0.610000	0.000000	0.090000	0.170000
MO_Columbia.Rgnl.AP.724450	1950s	0.220000	0.000000	0.750000	0.000000	0.030000	0.000000
MO_Columbia.Rgnl.AP.724450	1960s	0.210000	0.000000	0.690000	0.000000	0.020000	0.090000
MO_Columbia.Rgnl.AP.724450	1970s	0.320000	0.020000	0.480000	0.000000	0.060000	0.120000
MO_Columbia.Rgnl.AP.724450	1980s	0.250000	0.000000	0.440000	0.000000	0.140000	0.180000
MO_Columbia.Rgnl.AP.724450	1990s	0.240000	0.000000	0.570000	0.000000	0.010000	0.170000
MO_Columbia.Rgnl.AP.724450	2000s	0.280000	0.000000	0.520000	0.000000	0.090000	0.100000
MO_Kansas.City.Intl.AP.724460	<1950	0.130000	0.000000	0.610000	0.000000	0.090000	0.170000
MO_Kansas.City.Intl.AP.724460	1950s	0.220000	0.000000	0.750000	0.000000	0.030000	0.000000
MO_Kansas.City.Intl.AP.724460	1960s	0.210000	0.000000	0.690000	0.000000	0.020000	0.090000
MO_Kansas.City.Intl.AP.724460	1970s	0.320000	0.020000	0.480000	0.000000	0.060000	0.120000
MO_Kansas.City.Intl.AP.724460	1980s	0.250000	0.000000	0.440000	0.000000	0.140000	0.180000
MO_Kansas.City.Intl.AP.724460	1990s	0.240000	0.000000	0.570000	0.000000	0.010000	0.170000
MO_Kansas.City.Intl.AP.724460	2000s	0.280000	0.000000	0.520000	0.000000	0.090000	0.100000
MO_Springfield.Rgnl.AP.724400	<1950	0.130000	0.000000	0.610000	0.000000	0.090000	0.170000
MO_Springfield.Rgnl.AP.724400	1950s	0.220000	0.000000	0.750000	0.000000	0.030000	0.000000
MO_Springfield.Rgnl.AP.724400	1960s	0.210000	0.000000	0.690000	0.000000	0.020000	0.090000
MO_Springfield.Rgnl.AP.724400	1970s	0.320000	0.020000	0.480000	0.000000	0.060000	0.120000
MO_Springfield.Rgnl.AP.724400	1980s	0.250000	0.000000	0.440000	0.000000	0.140000	0.180000
MO_Springfield.Rgnl.AP.724400	1990s	0.240000	0.000000	0.570000	0.000000	0.010000	0.170000
MO_Springfield.Rgnl.AP.724400	2000s	0.280000	0.000000	0.520000	0.000000	0.090000	0.100000
MO_St.Louis-Lambert.Intl.AP.724340	<1950	0.130000	0.000000	0.610000	0.000000	0.090000	0.170000
MO_St.Louis-Lambert.Intl.AP.724340	1950s	0.220000	0.000000	0.750000	0.000000	0.030000	0.000000
MO_St.Louis-Lambert.Intl.AP.724340	1960s	0.210000	0.000000	0.690000	0.000000	0.020000	0.090000
MO_St.Louis-Lambert.Intl.AP.724340	1970s	0.320000	0.020000	0.480000	0.000000	0.060000	0.120000
MO_St.Louis-Lambert.Intl.AP.724340	1980s	0.250000	0.000000	0.440000	0.000000	0.140000	0.180000
MO_St.Louis-Lambert.Intl.AP.724340	1990s	0.240000	0.000000	0.570000	0.000000	0.010000	0.170000
MO_St.Louis-Lambert.Intl.AP.724340	2000s	0.280000	0.000000	0.520000	0.000000	0.090000	0.100000
MS_Jackson.Intl.AP.722350	<1950	0.280000	0.000000	0.430000	0.000000	0.060000	0.230000
MS_Jackson.Intl.AP.722350	1950s	0.220000	0.000000	0.660000	0.000000	0.100000	0.030000
MS_Jackson.Intl.AP.722350	1960s	0.310000	0.000000	0.530000	0.000000	0.080000	0.090000
MS_Jackson.Intl.AP.722350	1970s	0.540000	0.000000	0.230000	0.000000	0.040000	0.180000
MS_Jackson.Intl.AP.722350	1980s	0.500000	0.000000	0.260000	0.000000	0.100000	0.140000
MS_Jackson.Intl.AP.722350	1990s	0.630000	0.000000	0.220000	0.000000	0.030000	0.120000
MS_Jackson.Intl.AP.722350	2000s	0.550000	0.000000	0.290000	0.000000	0.050000	0.110000
MS_Meridian-Key.Field.722340	<1950	0.280000	0.000000	0.430000	0.000000	0.060000	0.230000
MS_Meridian-Key.Field.722340	1950s	0.220000	0.000000	0.660000	0.000000	0.100000	0.030000
MS_Meridian-Key.Field.722340	1960s	0.310000	0.000000	0.530000	0.000000	0.080000	0.090000
MS_Meridian-Key.Field.722340	1970s	0.540000	0.000000	0.230000	0.000000	0.040000	0.180000
MS_Meridian-Key.Field.722340	1980s	0.500000	0.000000	0.260000	0.000000	0.100000	0.140000
MS_Meridian-Key.Field.722340	1990s	0.630000	0.000000	0.220000	0.000000	0.030000	0.120000
MS_Meridian-Key.Field.722340	2000s	0.550000	0.000000	0.290000	0.000000	0.050000	0.110000
MT_Billings-Logan.Intl.AP.726770	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
MT_Billings-Logan.Intl.AP.726770	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
MT_Billings-Logan.Intl.AP.726770	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
MT_Billings-Logan.Intl.AP.726770	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
MT_Billings-Logan.Intl.AP.726770	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
MT_Billings-Logan.Intl.AP.726770	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
MT_Billings-Logan.Intl.AP.726770	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
MT_Cut.Bank.Muni.AP.727796	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
MT_Cut.Bank.Muni.AP.727796	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
MT_Cut.Bank.Muni.AP.727796	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
MT_Cut.Bank.Muni.AP.727796	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
MT_Cut.Bank.Muni.AP.727796	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
MT_Cut.Bank.Muni.AP.727796	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
MT_Cut.Bank.Muni.AP.727796	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
MT_Glasgow.Intl.AP.727680	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
MT_Glasgow.Intl.AP.727680	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
MT_Glasgow.Intl.AP.727680	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
MT_Glasgow.Intl.AP.727680	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
MT_Glasgow.Intl.AP.727680	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
MT_Glasgow.Intl.AP.727680	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
MT_Glasgow.Intl.AP.727680	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
MT_Great.Falls.Intl.AP.727750	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
MT_Great.Falls.Intl.AP.727750	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
MT_Great.Falls.Intl.AP.727750	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
MT_Great.Falls.Intl.AP.727750	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
MT_Great.Falls.Intl.AP.727750	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
MT_Great.Falls.Intl.AP.727750	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
MT_Great.Falls.Intl.AP.727750	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
MT_Helena.Rgnl.AP.727720	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
MT_Helena.Rgnl.AP.727720	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
MT_Helena.Rgnl.AP.727720	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
MT_Helena.Rgnl.AP.727720	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
MT_Helena.Rgnl.AP.727720	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
MT_Helena.Rgnl.AP.727720	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
MT_Helena.Rgnl.AP.727720	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
MT_Kalispell-Glacier.Park.Intl.AP.727790	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
MT_Kalispell-Glacier.Park.Intl.AP.727790	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
MT_Kalispell-Glacier.Park.Intl.AP.727790	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
MT_Kalispell-Glacier.Park.Intl.AP.727790	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
MT_Kalispell-Glacier.Park.Intl.AP.727790	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
MT_Kalispell-Glacier.Park.Intl.AP.727790	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
MT_Kalispell-Glacier.Park.Intl.AP.727790	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
MT_Lewistown.Muni.AP.726776	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
MT_Lewistown.Muni.AP.726776	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
MT_Lewistown.Muni.AP.726776	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
MT_Lewistown.Muni.AP.726776	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
MT_Lewistown.Muni.AP.726776	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
MT_Lewistown.Muni.AP.726776	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
MT_Lewistown.Muni.AP.726776	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
MT_Miles.City.Muni.AP.742300	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
MT_Miles.City.Muni.AP.742300	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
MT_Miles.City.Muni.AP.742300	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
MT_Miles.City.Muni.AP.742300	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
MT_Miles.City.Muni.AP.742300	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
MT_Miles.City.Muni.AP.742300	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
MT_Miles.City.Muni.AP.742300	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
MT_Missoula.Intl.AP.727730	<1950	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
MT_Missoula.Intl.AP.727730	1950s	0.200000	0.000000	0.620000	0.000000	0.180000	0.000000
MT_Missoula.Intl.AP.727730	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
MT_Missoula.Intl.AP.727730	1970s	0.040000	0.000000	0.810000	0.000000	0.000000	0.150000
MT_Missoula.Intl.AP.727730	1980s	0.300000	0.000000	0.670000	0.000000	0.020000	0.000000
MT_Missoula.Intl.AP.727730	1990s	0.000000	0.000000	0.720000	0.000000	0.000000	0.280000
MT_Missoula.Intl.AP.727730	2000s	0.270000	0.000000	0.570000	0.000000	0.000000	0.160000
NC_Asheville.Rgnl.AP.723150	<1950	0.190000	0.050000	0.590000	0.000000	0.120000	0.060000
NC_Asheville.Rgnl.AP.723150	1950s	0.510000	0.110000	0.120000	0.000000	0.140000	0.130000
NC_Asheville.Rgnl.AP.723150	1960s	0.310000	0.060000	0.440000	0.050000	0.050000	0.100000
NC_Asheville.Rgnl.AP.723150	1970s	0.570000	0.000000	0.270000	0.000000	0.070000	0.090000
NC_Asheville.Rgnl.AP.723150	1980s	0.620000	0.050000	0.230000	0.000000	0.000000	0.110000
NC_Asheville.Rgnl.AP.723150	1990s	0.690000	0.000000	0.200000	0.000000	0.050000	0.060000
NC_Asheville.Rgnl.AP.723150	2000s	0.400000	0.000000	0.580000	0.000000	0.000000	0.020000
NC_Cape.Hatteras.723040	<1950	0.190000	0.050000	0.590000	0.000000	0.120000	0.060000
NC_Cape.Hatteras.723040	1950s	0.510000	0.110000	0.120000	0.000000	0.140000	0.130000
NC_Cape.Hatteras.723040	1960s	0.310000	0.060000	0.440000	0.050000	0.050000	0.100000
NC_Cape.Hatteras.723040	1970s	0.570000	0.000000	0.270000	0.000000	0.070000	0.090000
NC_Cape.Hatteras.723040	1980s	0.620000	0.050000	0.230000	0.000000	0.000000	0.110000
NC_Cape.Hatteras.723040	1990s	0.690000	0.000000	0.200000	0.000000	0.050000	0.060000
NC_Cape.Hatteras.723040	2000s	0.400000	0.000000	0.580000	0.000000	0.000000	0.020000
NC_Charlotte-Douglas.Intl.AP.723140	<1950	0.190000	0.050000	0.590000	0.000000	0.120000	0.060000
NC_Charlotte-Douglas.Intl.AP.723140	1950s	0.510000	0.110000	0.120000	0.000000	0.140000	0.130000
NC_Charlotte-Douglas.Intl.AP.723140	1960s	0.310000	0.060000	0.440000	0.050000	0.050000	0.100000
NC_Charlotte-Douglas.Intl.AP.723140	1970s	0.570000	0.000000	0.270000	0.000000	0.070000	0.090000
NC_Charlotte-Douglas.Intl.AP.723140	1980s	0.620000	0.050000	0.230000	0.000000	0.000000	0.110000
NC_Charlotte-Douglas.Intl.AP.723140	1990s	0.690000	0.000000	0.200000	0.000000	0.050000	0.060000
NC_Charlotte-Douglas.Intl.AP.723140	2000s	0.400000	0.000000	0.580000	0.000000	0.000000	0.020000
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	<1950	0.190000	0.050000	0.590000	0.000000	0.120000	0.060000
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	1950s	0.510000	0.110000	0.120000	0.000000	0.140000	0.130000
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	1960s	0.310000	0.060000	0.440000	0.050000	0.050000	0.100000
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	1970s	0.570000	0.000000	0.270000	0.000000	0.070000	0.090000
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	1980s	0.620000	0.050000	0.230000	0.000000	0.000000	0.110000
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	1990s	0.690000	0.000000	0.200000	0.000000	0.050000	0.060000
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	2000s	0.400000	0.000000	0.580000	0.000000	0.000000	0.020000
NC_Raleigh-Durham.Intl.AP.723060	<1950	0.190000	0.050000	0.590000	0.000000	0.120000	0.060000
NC_Raleigh-Durham.Intl.AP.723060	1950s	0.510000	0.110000	0.120000	0.000000	0.140000	0.130000
NC_Raleigh-Durham.Intl.AP.723060	1960s	0.310000	0.060000	0.440000	0.050000	0.050000	0.100000
NC_Raleigh-Durham.Intl.AP.723060	1970s	0.570000	0.000000	0.270000	0.000000	0.070000	0.090000
NC_Raleigh-Durham.Intl.AP.723060	1980s	0.620000	0.050000	0.230000	0.000000	0.000000	0.110000
NC_Raleigh-Durham.Intl.AP.723060	1990s	0.690000	0.000000	0.200000	0.000000	0.050000	0.060000
NC_Raleigh-Durham.Intl.AP.723060	2000s	0.400000	0.000000	0.580000	0.000000	0.000000	0.020000
NC_Wilmington.Intl.AP.723013	<1950	0.190000	0.050000	0.590000	0.000000	0.120000	0.060000
NC_Wilmington.Intl.AP.723013	1950s	0.510000	0.110000	0.120000	0.000000	0.140000	0.130000
NC_Wilmington.Intl.AP.723013	1960s	0.310000	0.060000	0.440000	0.050000	0.050000	0.100000
NC_Wilmington.Intl.AP.723013	1970s	0.570000	0.000000	0.270000	0.000000	0.070000	0.090000
NC_Wilmington.Intl.AP.723013	1980s	0.620000	0.050000	0.230000	0.000000	0.000000	0.110000
