Dependency=Location	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
AL_Montgomery-Dannelly.Field.722260	1960s	0.310000	0.000000	0.530000	0.000000	0.080000	0.090000
AL_Montgomery-Dannelly.Field.722260	1970s	0.540000	0.000000	0.230000	0.000000	0.040000	0.180000
AL_Montgomery-Dannelly.Field.722260	1980s	0.500000	0.000000	0.260000	0.000000	0.100000	0.140000
AL_Montgomery-Dannelly.Field.722260	1990s	0.630000	0.000000	0.220000	0.000000	0.030000	0.120000
AL_Montgomery-Dannelly.Field.722260	2000s	0.550000	0.000000	0.290000	0.000000	0.050000	0.110000
AR_Fort.Smith.Rgnl.AP.723440	<1950	0.200000	0.000000	0.680000	0.000000	0.000000	0.120000
AR_Fort.Smith.Rgnl.AP.723440	1950s	0.300000	0.000000	0.700000	0.000000	0.000000	0.000000
AR_Fort.Smith.Rgnl.AP.723440	1960s	0.130000	0.000000	0.710000	0.030000	0.000000	0.130000
AR_Fort.Smith.Rgnl.AP.723440	1970s	0.350000	0.000000	0.550000	0.000000	0.000000	0.100000
AR_Fort.Smith.Rgnl.AP.723440	1980s	0.370000	0.000000	0.330000	0.000000	0.060000	0.240000
AR_Fort.Smith.Rgnl.AP.723440	1990s	0.630000	0.000000	0.310000	0.000000	0.060000	0.000000
AR_Fort.Smith.Rgnl.AP.723440	2000s	0.660000	0.000000	0.140000	0.000000	0.140000	0.070000
AR_Little.Rock-Adams.Field.723403	<1950	0.200000	0.000000	0.680000	0.000000	0.000000	0.120000
AR_Little.Rock-Adams.Field.723403	1950s	0.300000	0.000000	0.700000	0.000000	0.000000	0.000000
AR_Little.Rock-Adams.Field.723403	1960s	0.130000	0.000000	0.710000	0.030000	0.000000	0.130000
AR_Little.Rock-Adams.Field.723403	1970s	0.350000	0.000000	0.550000	0.000000	0.000000	0.100000
AR_Little.Rock-Adams.Field.723403	1980s	0.370000	0.000000	0.330000	0.000000	0.060000	0.240000
AR_Little.Rock-Adams.Field.723403	1990s	0.630000	0.000000	0.310000	0.000000	0.060000	0.000000
AR_Little.Rock-Adams.Field.723403	2000s	0.660000	0.000000	0.140000	0.000000	0.140000	0.070000
AZ_Flagstaff-Pulliam.AP.723755	<1950	0.640000	0.000000	0.360000	0.000000	0.000000	0.000000
AZ_Flagstaff-Pulliam.AP.723755	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
AZ_Flagstaff-Pulliam.AP.723755	1960s	0.630000	0.000000	0.230000	0.140000	0.000000	0.000000
AZ_Flagstaff-Pulliam.AP.723755	1970s	0.410000	0.000000	0.520000	0.000000	0.000000	0.070000
AZ_Flagstaff-Pulliam.AP.723755	1980s	0.700000	0.000000	0.230000	0.000000	0.070000	0.000000
AZ_Flagstaff-Pulliam.AP.723755	1990s	0.460000	0.000000	0.440000	0.050000	0.000000	0.040000
AZ_Flagstaff-Pulliam.AP.723755	2000s	0.330000	0.000000	0.670000	0.000000	0.000000	0.000000
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	<1950	0.640000	0.000000	0.360000	0.000000	0.000000	0.000000
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	1960s	0.630000	0.000000	0.230000	0.140000	0.000000	0.000000
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	1970s	0.410000	0.000000	0.520000	0.000000	0.000000	0.070000
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	1980s	0.700000	0.000000	0.230000	0.000000	0.070000	0.000000
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	1990s	0.460000	0.000000	0.440000	0.050000	0.000000	0.040000
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	2000s	0.330000	0.000000	0.670000	0.000000	0.000000	0.000000
AZ_Prescott-Love.Field.723723	<1950	0.640000	0.000000	0.360000	0.000000	0.000000	0.000000
AZ_Prescott-Love.Field.723723	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
AZ_Prescott-Love.Field.723723	1960s	0.630000	0.000000	0.230000	0.140000	0.000000	0.000000
AZ_Prescott-Love.Field.723723	1970s	0.410000	0.000000	0.520000	0.000000	0.000000	0.070000
AZ_Prescott-Love.Field.723723	1980s	0.700000	0.000000	0.230000	0.000000	0.070000	0.000000
AZ_Prescott-Love.Field.723723	1990s	0.460000	0.000000	0.440000	0.050000	0.000000	0.040000
AZ_Prescott-Love.Field.723723	2000s	0.330000	0.000000	0.670000	0.000000	0.000000	0.000000
AZ_Tucson.Intl.AP.722740	<1950	0.640000	0.000000	0.360000	0.000000	0.000000	0.000000
AZ_Tucson.Intl.AP.722740	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
AZ_Tucson.Intl.AP.722740	1960s	0.630000	0.000000	0.230000	0.140000	0.000000	0.000000
AZ_Tucson.Intl.AP.722740	1970s	0.410000	0.000000	0.520000	0.000000	0.000000	0.070000
AZ_Tucson.Intl.AP.722740	1980s	0.700000	0.000000	0.230000	0.000000	0.070000	0.000000
AZ_Tucson.Intl.AP.722740	1990s	0.460000	0.000000	0.440000	0.050000	0.000000	0.040000
AZ_Tucson.Intl.AP.722740	2000s	0.330000	0.000000	0.670000	0.000000	0.000000	0.000000
CA_Arcata.AP.725945	<1950	0.080000	0.000000	0.750000	0.120000	0.040000	0.010000
CA_Arcata.AP.725945	1950s	0.110000	0.000000	0.740000	0.130000	0.010000	0.010000
CA_Arcata.AP.725945	1960s	0.100000	0.000000	0.750000	0.120000	0.020000	0.010000
CA_Arcata.AP.725945	1970s	0.190000	0.000000	0.660000	0.060000	0.070000	0.020000
CA_Arcata.AP.725945	1980s	0.130000	0.000000	0.670000	0.080000	0.080000	0.040000
CA_Arcata.AP.725945	1990s	0.170000	0.010000	0.680000	0.060000	0.010000	0.070000
CA_Arcata.AP.725945	2000s	0.120000	0.010000	0.760000	0.030000	0.010000	0.070000
CA_Bakersfield-Meadows.Field.723840	<1950	0.080000	0.000000	0.750000	0.120000	0.040000	0.010000
CA_Bakersfield-Meadows.Field.723840	1950s	0.110000	0.000000	0.740000	0.130000	0.010000	0.010000
CA_Bakersfield-Meadows.Field.723840	1960s	0.100000	0.000000	0.750000	0.120000	0.020000	0.010000
CA_Bakersfield-Meadows.Field.723840	1970s	0.190000	0.000000	0.660000	0.060000	0.070000	0.020000
CA_Bakersfield-Meadows.Field.723840	1980s	0.130000	0.000000	0.670000	0.080000	0.080000	0.040000
CA_Bakersfield-Meadows.Field.723840	1990s	0.170000	0.010000	0.680000	0.060000	0.010000	0.070000
CA_Bakersfield-Meadows.Field.723840	2000s	0.120000	0.010000	0.760000	0.030000	0.010000	0.070000
CA_Barstow.Daggett.AP.723815	<1950	0.080000	0.000000	0.750000	0.120000	0.040000	0.010000
CA_Barstow.Daggett.AP.723815	1950s	0.110000	0.000000	0.740000	0.130000	0.010000	0.010000
CA_Barstow.Daggett.AP.723815	1960s	0.100000	0.000000	0.750000	0.120000	0.020000	0.010000
CA_Barstow.Daggett.AP.723815	1970s	0.190000	0.000000	0.660000	0.060000	0.070000	0.020000
CA_Barstow.Daggett.AP.723815	1980s	0.130000	0.000000	0.670000	0.080000	0.080000	0.040000
CA_Barstow.Daggett.AP.723815	1990s	0.170000	0.010000	0.680000	0.060000	0.010000	0.070000
CA_Barstow.Daggett.AP.723815	2000s	0.120000	0.010000	0.760000	0.030000	0.010000	0.070000
CA_Fresno.Air.Terminal.723890	<1950	0.080000	0.000000	0.750000	0.120000	0.040000	0.010000
CA_Fresno.Air.Terminal.723890	1950s	0.110000	0.000000	0.740000	0.130000	0.010000	0.010000
CA_Fresno.Air.Terminal.723890	1960s	0.100000	0.000000	0.750000	0.120000	0.020000	0.010000
CA_Fresno.Air.Terminal.723890	1970s	0.190000	0.000000	0.660000	0.060000	0.070000	0.020000
CA_Fresno.Air.Terminal.723890	1980s	0.130000	0.000000	0.670000	0.080000	0.080000	0.040000
CA_Fresno.Air.Terminal.723890	1990s	0.170000	0.010000	0.680000	0.060000	0.010000	0.070000
CA_Fresno.Air.Terminal.723890	2000s	0.120000	0.010000	0.760000	0.030000	0.010000	0.070000
CA_Long.Beach-Daugherty.Field.722970	<1950	0.080000	0.000000	0.750000	0.120000	0.040000	0.010000
CA_Long.Beach-Daugherty.Field.722970	1950s	0.110000	0.000000	0.740000	0.130000	0.010000	0.010000
CA_Long.Beach-Daugherty.Field.722970	1960s	0.100000	0.000000	0.750000	0.120000	0.020000	0.010000
CA_Long.Beach-Daugherty.Field.722970	1970s	0.190000	0.000000	0.660000	0.060000	0.070000	0.020000
CA_Long.Beach-Daugherty.Field.722970	1980s	0.130000	0.000000	0.670000	0.080000	0.080000	0.040000
CA_Long.Beach-Daugherty.Field.722970	1990s	0.170000	0.010000	0.680000	0.060000	0.010000	0.070000
CA_Long.Beach-Daugherty.Field.722970	2000s	0.120000	0.010000	0.760000	0.030000	0.010000	0.070000
CA_Los.Angeles.Intl.AP.722950	<1950	0.080000	0.000000	0.750000	0.120000	0.040000	0.010000
CA_Los.Angeles.Intl.AP.722950	1950s	0.110000	0.000000	0.740000	0.130000	0.010000	0.010000
CA_Los.Angeles.Intl.AP.722950	1960s	0.100000	0.000000	0.750000	0.120000	0.020000	0.010000
CA_Los.Angeles.Intl.AP.722950	1970s	0.190000	0.000000	0.660000	0.060000	0.070000	0.020000
CA_Los.Angeles.Intl.AP.722950	1980s	0.130000	0.000000	0.670000	0.080000	0.080000	0.040000
CA_Los.Angeles.Intl.AP.722950	1990s	0.170000	0.010000	0.680000	0.060000	0.010000	0.070000
CA_Los.Angeles.Intl.AP.722950	2000s	0.120000	0.010000	0.760000	0.030000	0.010000	0.070000
CA_Sacramento.Exec.AP.724830	<1950	0.080000	0.000000	0.750000	0.120000	0.040000	0.010000
CA_Sacramento.Exec.AP.724830	1950s	0.110000	0.000000	0.740000	0.130000	0.010000	0.010000
CA_Sacramento.Exec.AP.724830	1960s	0.100000	0.000000	0.750000	0.120000	0.020000	0.010000
CA_Sacramento.Exec.AP.724830	1970s	0.190000	0.000000	0.660000	0.060000	0.070000	0.020000
CA_Sacramento.Exec.AP.724830	1980s	0.130000	0.000000	0.670000	0.080000	0.080000	0.040000
CA_Sacramento.Exec.AP.724830	1990s	0.170000	0.010000	0.680000	0.060000	0.010000	0.070000
CA_Sacramento.Exec.AP.724830	2000s	0.120000	0.010000	0.760000	0.030000	0.010000	0.070000
CA_San.Diego-Lindbergh.Field.722900	<1950	0.080000	0.000000	0.750000	0.120000	0.040000	0.010000
CA_San.Diego-Lindbergh.Field.722900	1950s	0.110000	0.000000	0.740000	0.130000	0.010000	0.010000
CA_San.Diego-Lindbergh.Field.722900	1960s	0.100000	0.000000	0.750000	0.120000	0.020000	0.010000
CA_San.Diego-Lindbergh.Field.722900	1970s	0.190000	0.000000	0.660000	0.060000	0.070000	0.020000
CA_San.Diego-Lindbergh.Field.722900	1980s	0.130000	0.000000	0.670000	0.080000	0.080000	0.040000
CA_San.Diego-Lindbergh.Field.722900	1990s	0.170000	0.010000	0.680000	0.060000	0.010000	0.070000
CA_San.Diego-Lindbergh.Field.722900	2000s	0.120000	0.010000	0.760000	0.030000	0.010000	0.070000
CA_San.Francisco.Intl.AP.724940	<1950	0.080000	0.000000	0.750000	0.120000	0.040000	0.010000
CA_San.Francisco.Intl.AP.724940	1950s	0.110000	0.000000	0.740000	0.130000	0.010000	0.010000
CA_San.Francisco.Intl.AP.724940	1960s	0.100000	0.000000	0.750000	0.120000	0.020000	0.010000
CA_San.Francisco.Intl.AP.724940	1970s	0.190000	0.000000	0.660000	0.060000	0.070000	0.020000
CA_San.Francisco.Intl.AP.724940	1980s	0.130000	0.000000	0.670000	0.080000	0.080000	0.040000
CA_San.Francisco.Intl.AP.724940	1990s	0.170000	0.010000	0.680000	0.060000	0.010000	0.070000
CA_San.Francisco.Intl.AP.724940	2000s	0.120000	0.010000	0.760000	0.030000	0.010000	0.070000
CA_Santa.Maria.Public.AP.723940	<1950	0.080000	0.000000	0.750000	0.120000	0.040000	0.010000
CA_Santa.Maria.Public.AP.723940	1950s	0.110000	0.000000	0.740000	0.130000	0.010000	0.010000
CA_Santa.Maria.Public.AP.723940	1960s	0.100000	0.000000	0.750000	0.120000	0.020000	0.010000
CA_Santa.Maria.Public.AP.723940	1970s	0.190000	0.000000	0.660000	0.060000	0.070000	0.020000
CA_Santa.Maria.Public.AP.723940	1980s	0.130000	0.000000	0.670000	0.080000	0.080000	0.040000
CA_Santa.Maria.Public.AP.723940	1990s	0.170000	0.010000	0.680000	0.060000	0.010000	0.070000
CA_Santa.Maria.Public.AP.723940	2000s	0.120000	0.010000	0.760000	0.030000	0.010000	0.070000
CO_Alamosa.Muni.AP.724620	<1950	0.000000	0.000000	0.900000	0.100000	0.000000	0.000000
CO_Alamosa.Muni.AP.724620	1950s	0.000000	0.000000	0.960000	0.000000	0.000000	0.040000
CO_Alamosa.Muni.AP.724620	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CO_Alamosa.Muni.AP.724620	1970s	0.180000	0.000000	0.690000	0.000000	0.050000	0.090000
CO_Alamosa.Muni.AP.724620	1980s	0.070000	0.000000	0.820000	0.000000	0.000000	0.100000
CO_Alamosa.Muni.AP.724620	1990s	0.120000	0.000000	0.680000	0.000000	0.020000	0.190000
CO_Alamosa.Muni.AP.724620	2000s	0.020000	0.000000	0.790000	0.000000	0.150000	0.030000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	<1950	0.000000	0.000000	0.900000	0.100000	0.000000	0.000000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	1950s	0.000000	0.000000	0.960000	0.000000	0.000000	0.040000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	1970s	0.180000	0.000000	0.690000	0.000000	0.050000	0.090000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	1980s	0.070000	0.000000	0.820000	0.000000	0.000000	0.100000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	1990s	0.120000	0.000000	0.680000	0.000000	0.020000	0.190000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	2000s	0.020000	0.000000	0.790000	0.000000	0.150000	0.030000
CO_Colorado.Springs-Peterson.Field.724660	<1950	0.000000	0.000000	0.900000	0.100000	0.000000	0.000000
CO_Colorado.Springs-Peterson.Field.724660	1950s	0.000000	0.000000	0.960000	0.000000	0.000000	0.040000
CO_Colorado.Springs-Peterson.Field.724660	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CO_Colorado.Springs-Peterson.Field.724660	1970s	0.180000	0.000000	0.690000	0.000000	0.050000	0.090000
CO_Colorado.Springs-Peterson.Field.724660	1980s	0.070000	0.000000	0.820000	0.000000	0.000000	0.100000
CO_Colorado.Springs-Peterson.Field.724660	1990s	0.120000	0.000000	0.680000	0.000000	0.020000	0.190000
CO_Colorado.Springs-Peterson.Field.724660	2000s	0.020000	0.000000	0.790000	0.000000	0.150000	0.030000
CO_Eagle.County.Rgnl.AP.724675	<1950	0.000000	0.000000	0.900000	0.100000	0.000000	0.000000
CO_Eagle.County.Rgnl.AP.724675	1950s	0.000000	0.000000	0.960000	0.000000	0.000000	0.040000
CO_Eagle.County.Rgnl.AP.724675	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CO_Eagle.County.Rgnl.AP.724675	1970s	0.180000	0.000000	0.690000	0.000000	0.050000	0.090000
CO_Eagle.County.Rgnl.AP.724675	1980s	0.070000	0.000000	0.820000	0.000000	0.000000	0.100000
CO_Eagle.County.Rgnl.AP.724675	1990s	0.120000	0.000000	0.680000	0.000000	0.020000	0.190000
CO_Eagle.County.Rgnl.AP.724675	2000s	0.020000	0.000000	0.790000	0.000000	0.150000	0.030000
CO_Grand.Junction-Walker.Field.724760	<1950	0.000000	0.000000	0.900000	0.100000	0.000000	0.000000
CO_Grand.Junction-Walker.Field.724760	1950s	0.000000	0.000000	0.960000	0.000000	0.000000	0.040000
CO_Grand.Junction-Walker.Field.724760	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CO_Grand.Junction-Walker.Field.724760	1970s	0.180000	0.000000	0.690000	0.000000	0.050000	0.090000
CO_Grand.Junction-Walker.Field.724760	1980s	0.070000	0.000000	0.820000	0.000000	0.000000	0.100000
CO_Grand.Junction-Walker.Field.724760	1990s	0.120000	0.000000	0.680000	0.000000	0.020000	0.190000
CO_Grand.Junction-Walker.Field.724760	2000s	0.020000	0.000000	0.790000	0.000000	0.150000	0.030000
CO_Pueblo.Mem.AP.724640	<1950	0.000000	0.000000	0.900000	0.100000	0.000000	0.000000
CO_Pueblo.Mem.AP.724640	1950s	0.000000	0.000000	0.960000	0.000000	0.000000	0.040000
CO_Pueblo.Mem.AP.724640	1960s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
CO_Pueblo.Mem.AP.724640	1970s	0.180000	0.000000	0.690000	0.000000	0.050000	0.090000
CO_Pueblo.Mem.AP.724640	1980s	0.070000	0.000000	0.820000	0.000000	0.000000	0.100000
CO_Pueblo.Mem.AP.724640	1990s	0.120000	0.000000	0.680000	0.000000	0.020000	0.190000
CO_Pueblo.Mem.AP.724640	2000s	0.020000	0.000000	0.790000	0.000000	0.150000	0.030000
CT_Bridgeport-Sikorsky.Mem.AP.725040	<1950	0.000000	0.680000	0.200000	0.000000	0.100000	0.020000
CT_Bridgeport-Sikorsky.Mem.AP.725040	1950s	0.020000	0.780000	0.120000	0.000000	0.080000	0.000000
CT_Bridgeport-Sikorsky.Mem.AP.725040	1960s	0.000000	0.730000	0.130000	0.000000	0.100000	0.040000
CT_Bridgeport-Sikorsky.Mem.AP.725040	1970s	0.020000	0.490000	0.150000	0.000000	0.280000	0.060000
CT_Bridgeport-Sikorsky.Mem.AP.725040	1980s	0.070000	0.590000	0.160000	0.000000	0.140000	0.030000
CT_Bridgeport-Sikorsky.Mem.AP.725040	1990s	0.000000	0.610000	0.130000	0.000000	0.210000	0.050000
CT_Bridgeport-Sikorsky.Mem.AP.725040	2000s	0.000000	0.660000	0.100000	0.000000	0.150000	0.090000
CT_Hartford-Bradley.Intl.AP.725080	<1950	0.000000	0.680000	0.200000	0.000000	0.100000	0.020000
CT_Hartford-Bradley.Intl.AP.725080	1950s	0.020000	0.780000	0.120000	0.000000	0.080000	0.000000
CT_Hartford-Bradley.Intl.AP.725080	1960s	0.000000	0.730000	0.130000	0.000000	0.100000	0.040000
CT_Hartford-Bradley.Intl.AP.725080	1970s	0.020000	0.490000	0.150000	0.000000	0.280000	0.060000
CT_Hartford-Bradley.Intl.AP.725080	1980s	0.070000	0.590000	0.160000	0.000000	0.140000	0.030000
CT_Hartford-Bradley.Intl.AP.725080	1990s	0.000000	0.610000	0.130000	0.000000	0.210000	0.050000
CT_Hartford-Bradley.Intl.AP.725080	2000s	0.000000	0.660000	0.100000	0.000000	0.150000	0.090000
DE_Wilmington-New.Castle.County.AP.724089	<1950	0.110000	0.380000	0.400000	0.000000	0.110000	0.000000
DE_Wilmington-New.Castle.County.AP.724089	1950s	0.160000	0.200000	0.390000	0.000000	0.060000	0.190000
DE_Wilmington-New.Castle.County.AP.724089	1960s	0.510000	0.170000	0.270000	0.000000	0.050000	0.000000
DE_Wilmington-New.Castle.County.AP.724089	1970s	0.490000	0.130000	0.390000	0.000000	0.000000	0.000000
DE_Wilmington-New.Castle.County.AP.724089	1980s	0.820000	0.040000	0.090000	0.000000	0.040000	0.000000
DE_Wilmington-New.Castle.County.AP.724089	1990s	0.310000	0.040000	0.620000	0.000000	0.040000	0.000000
DE_Wilmington-New.Castle.County.AP.724089	2000s	0.470000	0.000000	0.270000	0.000000	0.000000	0.250000
FL_Daytona.Beach.Intl.AP.722056	<1950	0.740000	0.000000	0.130000	0.080000	0.030000	0.030000
FL_Daytona.Beach.Intl.AP.722056	1950s	0.820000	0.000000	0.050000	0.080000	0.010000	0.030000
FL_Daytona.Beach.Intl.AP.722056	1960s	0.750000	0.000000	0.120000	0.110000	0.020000	0.000000
FL_Daytona.Beach.Intl.AP.722056	1970s	0.820000	0.000000	0.120000	0.060000	0.000000	0.000000
FL_Daytona.Beach.Intl.AP.722056	1980s	0.860000	0.000000	0.030000	0.080000	0.000000	0.030000
FL_Daytona.Beach.Intl.AP.722056	1990s	0.920000	0.000000	0.060000	0.020000	0.000000	0.000000
FL_Daytona.Beach.Intl.AP.722056	2000s	0.830000	0.000000	0.100000	0.050000	0.000000	0.020000
FL_Jacksonville.Intl.AP.722060	<1950	0.740000	0.000000	0.130000	0.080000	0.030000	0.030000
FL_Jacksonville.Intl.AP.722060	1950s	0.820000	0.000000	0.050000	0.080000	0.010000	0.030000
FL_Jacksonville.Intl.AP.722060	1960s	0.750000	0.000000	0.120000	0.110000	0.020000	0.000000
FL_Jacksonville.Intl.AP.722060	1970s	0.820000	0.000000	0.120000	0.060000	0.000000	0.000000
FL_Jacksonville.Intl.AP.722060	1980s	0.860000	0.000000	0.030000	0.080000	0.000000	0.030000
FL_Jacksonville.Intl.AP.722060	1990s	0.920000	0.000000	0.060000	0.020000	0.000000	0.000000
FL_Jacksonville.Intl.AP.722060	2000s	0.830000	0.000000	0.100000	0.050000	0.000000	0.020000
FL_Key.West.Intl.AP.722010	<1950	0.740000	0.000000	0.130000	0.080000	0.030000	0.030000
FL_Key.West.Intl.AP.722010	1950s	0.820000	0.000000	0.050000	0.080000	0.010000	0.030000
FL_Key.West.Intl.AP.722010	1960s	0.750000	0.000000	0.120000	0.110000	0.020000	0.000000
FL_Key.West.Intl.AP.722010	1970s	0.820000	0.000000	0.120000	0.060000	0.000000	0.000000
FL_Key.West.Intl.AP.722010	1980s	0.860000	0.000000	0.030000	0.080000	0.000000	0.030000
FL_Key.West.Intl.AP.722010	1990s	0.920000	0.000000	0.060000	0.020000	0.000000	0.000000
FL_Key.West.Intl.AP.722010	2000s	0.830000	0.000000	0.100000	0.050000	0.000000	0.020000
FL_Miami.Intl.AP.722020	<1950	0.740000	0.000000	0.130000	0.080000	0.030000	0.030000
FL_Miami.Intl.AP.722020	1950s	0.820000	0.000000	0.050000	0.080000	0.010000	0.030000
FL_Miami.Intl.AP.722020	1960s	0.750000	0.000000	0.120000	0.110000	0.020000	0.000000
FL_Miami.Intl.AP.722020	1970s	0.820000	0.000000	0.120000	0.060000	0.000000	0.000000
FL_Miami.Intl.AP.722020	1980s	0.860000	0.000000	0.030000	0.080000	0.000000	0.030000
FL_Miami.Intl.AP.722020	1990s	0.920000	0.000000	0.060000	0.020000	0.000000	0.000000
FL_Miami.Intl.AP.722020	2000s	0.830000	0.000000	0.100000	0.050000	0.000000	0.020000
FL_Orlando.Intl.AP.722050	<1950	0.740000	0.000000	0.130000	0.080000	0.030000	0.030000
FL_Orlando.Intl.AP.722050	1950s	0.820000	0.000000	0.050000	0.080000	0.010000	0.030000
FL_Orlando.Intl.AP.722050	1960s	0.750000	0.000000	0.120000	0.110000	0.020000	0.000000
FL_Orlando.Intl.AP.722050	1970s	0.820000	0.000000	0.120000	0.060000	0.000000	0.000000
FL_Orlando.Intl.AP.722050	1980s	0.860000	0.000000	0.030000	0.080000	0.000000	0.030000
FL_Orlando.Intl.AP.722050	1990s	0.920000	0.000000	0.060000	0.020000	0.000000	0.000000
FL_Orlando.Intl.AP.722050	2000s	0.830000	0.000000	0.100000	0.050000	0.000000	0.020000
FL_Tallahassee.Rgnl.AP.722140	<1950	0.740000	0.000000	0.130000	0.080000	0.030000	0.030000
FL_Tallahassee.Rgnl.AP.722140	1950s	0.820000	0.000000	0.050000	0.080000	0.010000	0.030000
FL_Tallahassee.Rgnl.AP.722140	1960s	0.750000	0.000000	0.120000	0.110000	0.020000	0.000000
FL_Tallahassee.Rgnl.AP.722140	1970s	0.820000	0.000000	0.120000	0.060000	0.000000	0.000000
FL_Tallahassee.Rgnl.AP.722140	1980s	0.860000	0.000000	0.030000	0.080000	0.000000	0.030000
FL_Tallahassee.Rgnl.AP.722140	1990s	0.920000	0.000000	0.060000	0.020000	0.000000	0.000000
FL_Tallahassee.Rgnl.AP.722140	2000s	0.830000	0.000000	0.100000	0.050000	0.000000	0.020000
FL_West.Palm.Beach.Intl.AP.722030	<1950	0.740000	0.000000	0.130000	0.080000	0.030000	0.030000
FL_West.Palm.Beach.Intl.AP.722030	1950s	0.820000	0.000000	0.050000	0.080000	0.010000	0.030000
FL_West.Palm.Beach.Intl.AP.722030	1960s	0.750000	0.000000	0.120000	0.110000	0.020000	0.000000
FL_West.Palm.Beach.Intl.AP.722030	1970s	0.820000	0.000000	0.120000	0.060000	0.000000	0.000000
FL_West.Palm.Beach.Intl.AP.722030	1980s	0.860000	0.000000	0.030000	0.080000	0.000000	0.030000
FL_West.Palm.Beach.Intl.AP.722030	1990s	0.920000	0.000000	0.060000	0.020000	0.000000	0.000000
