Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC
4A	Multi-Family with 2 - 4 Units	None	2000-09	0.177715	0.000000	0.130619	0.691666
4A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.896241	0.000000	0.028486	0.075273
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.177715	0.000000	0.130619	0.691666
4A	Multi-Family with 5+ Units	None	2000-09	0.177715	0.000000	0.130619	0.691666
4A	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Ducted Heating	2000-09	0.971015	0.000000	0.016330	0.012655
4A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Non-Ducted Heating	2000-09	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Attached	None	2000-09	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Ducted Heating	2000-09	0.971015	0.000000	0.016330	0.012655
4A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Non-Ducted Heating	2000-09	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Detached	None	2000-09	0.642054	0.000000	0.000000	0.357946
4A	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Ducted Heating	2010s	0.684667	0.000000	0.000000	0.315333
4A	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000
4A	Mobile Home	None	2010s	0.000000	0.000000	0.000000	1.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.896241	0.000000	0.028486	0.075273
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.177715	0.000000	0.130619	0.691666
4A	Multi-Family with 2 - 4 Units	None	2010s	0.177715	0.000000	0.130619	0.691666
4A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Ducted Heating	2010s	0.896241	0.000000	0.028486	0.075273
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.177715	0.000000	0.130619	0.691666
4A	Multi-Family with 5+ Units	None	2010s	0.177715	0.000000	0.130619	0.691666
4A	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Ducted Heating	2010s	0.971015	0.000000	0.016330	0.012655
4A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Non-Ducted Heating	2010s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Attached	None	2010s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Ducted Heating	2010s	0.971015	0.000000	0.016330	0.012655
4A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Non-Ducted Heating	2010s	0.642054	0.000000	0.000000	0.357946
4A	Single-Family Detached	None	2010s	0.642054	0.000000	0.000000	0.357946
4A	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
4A	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
4A	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.281247	0.000000	0.144575	0.574178
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.040953	0.000000	0.289487	0.669560
4A	Multi-Family with 2 - 4 Units	None	<1940	0.040953	0.000000	0.289487	0.669560
4A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Ducted Heating	<1940	0.281247	0.000000	0.144575	0.574178
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.040953	0.000000	0.289487	0.669560
4A	Multi-Family with 5+ Units	None	<1940	0.040953	0.000000	0.289487	0.669560
4A	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Ducted Heating	<1940	0.654692	0.000000	0.063956	0.281352
4A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Non-Ducted Heating	<1940	0.155031	0.000000	0.114077	0.730892
4A	Single-Family Attached	None	<1940	0.155031	0.000000	0.114077	0.730892
4A	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Ducted Heating	<1940	0.654692	0.000000	0.063956	0.281352
4A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Non-Ducted Heating	<1940	0.155031	0.000000	0.114077	0.730892
4A	Single-Family Detached	None	<1940	0.155031	0.000000	0.114077	0.730892
4B	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Ducted Heating	1940-59	0.530737	0.000000	0.469263	0.000000
4B	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	1940-59	0.000000	0.000000	0.718815	0.281185
4B	Mobile Home	None	1940-59	0.000000	0.000000	0.718815	0.281185
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.665879	0.000000	0.269697	0.064424
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.496003	0.503997
4B	Multi-Family with 2 - 4 Units	None	1940-59	0.000000	0.000000	0.496003	0.503997
4B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.665879	0.000000	0.269697	0.064424
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.496003	0.503997
4B	Multi-Family with 5+ Units	None	1940-59	0.000000	0.000000	0.496003	0.503997
4B	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Ducted Heating	1940-59	0.752624	0.000000	0.192956	0.054420
4B	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	1940-59	0.145703	0.000000	0.464832	0.389465
4B	Single-Family Attached	None	1940-59	0.145703	0.000000	0.464832	0.389465
4B	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Ducted Heating	1940-59	0.752624	0.000000	0.192956	0.054420
4B	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	1940-59	0.145703	0.000000	0.464832	0.389465
4B	Single-Family Detached	None	1940-59	0.145703	0.000000	0.464832	0.389465
4B	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Ducted Heating	1960-79	0.481329	0.000000	0.377059	0.141612
4B	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	1960-79	0.125176	0.000000	0.220953	0.653872
4B	Mobile Home	None	1960-79	0.125176	0.000000	0.220953	0.653872
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.705631	0.000000	0.263484	0.030885
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.099359	0.000000	0.550005	0.350637
4B	Multi-Family with 2 - 4 Units	None	1960-79	0.099359	0.000000	0.550005	0.350637
4B	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.705631	0.000000	0.263484	0.030885
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.099359	0.000000	0.550005	0.350637
4B	Multi-Family with 5+ Units	None	1960-79	0.099359	0.000000	0.550005	0.350637
4B	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Ducted Heating	1960-79	0.719046	0.000000	0.197064	0.083890
4B	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	1960-79	0.277285	0.000000	0.501232	0.221483
4B	Single-Family Attached	None	1960-79	0.277285	0.000000	0.501232	0.221483
4B	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Ducted Heating	1960-79	0.719046	0.000000	0.197064	0.083890
4B	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	1960-79	0.277285	0.000000	0.501232	0.221483
4B	Single-Family Detached	None	1960-79	0.277285	0.000000	0.501232	0.221483
4B	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Ducted Heating	1980-99	0.345566	0.000000	0.654434	0.000000
4B	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	1980-99	0.000000	0.000000	0.555059	0.444941
4B	Mobile Home	None	1980-99	0.000000	0.000000	0.555059	0.444941
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.718410	0.000000	0.262143	0.019447
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.187348	0.000000	0.498406	0.314246
4B	Multi-Family with 2 - 4 Units	None	1980-99	0.187348	0.000000	0.498406	0.314246
4B	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.718410	0.000000	0.262143	0.019447
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.187348	0.000000	0.498406	0.314246
4B	Multi-Family with 5+ Units	None	1980-99	0.187348	0.000000	0.498406	0.314246
4B	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Ducted Heating	1980-99	0.857237	0.000000	0.132145	0.010618
4B	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	1980-99	0.207702	0.000000	0.450492	0.341806
4B	Single-Family Attached	None	1980-99	0.207702	0.000000	0.450492	0.341806
4B	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Ducted Heating	1980-99	0.857237	0.000000	0.132145	0.010618
4B	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	1980-99	0.207702	0.000000	0.450492	0.341806
4B	Single-Family Detached	None	1980-99	0.207702	0.000000	0.450492	0.341806
4B	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Ducted Heating	2000-09	0.863013	0.000000	0.136987	0.000000
4B	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000
4B	Mobile Home	None	2000-09	0.000000	0.000000	1.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.873140	0.000000	0.126860	0.000000
4B	Multi-Family with 2 - 4 Units	None	2000-09	0.873140	0.000000	0.126860	0.000000
4B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.873140	0.000000	0.126860	0.000000
4B	Multi-Family with 5+ Units	None	2000-09	0.873140	0.000000	0.126860	0.000000
4B	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Ducted Heating	2000-09	0.910927	0.000000	0.054300	0.034774
4B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	2000-09	0.906552	0.000000	0.093448	0.000000
4B	Single-Family Attached	None	2000-09	0.906552	0.000000	0.093448	0.000000
4B	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Ducted Heating	2000-09	0.910927	0.000000	0.054300	0.034774
4B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	2000-09	0.906552	0.000000	0.093448	0.000000
4B	Single-Family Detached	None	2000-09	0.906552	0.000000	0.093448	0.000000
4B	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Ducted Heating	2010s	0.863013	0.000000	0.136987	0.000000
4B	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000
4B	Mobile Home	None	2010s	0.000000	0.000000	1.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.873140	0.000000	0.126860	0.000000
4B	Multi-Family with 2 - 4 Units	None	2010s	0.873140	0.000000	0.126860	0.000000
4B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.873140	0.000000	0.126860	0.000000
4B	Multi-Family with 5+ Units	None	2010s	0.873140	0.000000	0.126860	0.000000
4B	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Ducted Heating	2010s	0.910927	0.000000	0.054300	0.034774
4B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	2010s	0.906552	0.000000	0.093448	0.000000
4B	Single-Family Attached	None	2010s	0.906552	0.000000	0.093448	0.000000
4B	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Ducted Heating	2010s	0.910927	0.000000	0.054300	0.034774
4B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	2010s	0.906552	0.000000	0.093448	0.000000
4B	Single-Family Detached	None	2010s	0.906552	0.000000	0.093448	0.000000
4B	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Ducted Heating	<1940	1.000000	0.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
4B	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333
4B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.768676	0.000000	0.231324	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.100793	0.000000	0.641262	0.257945
4B	Multi-Family with 2 - 4 Units	None	<1940	0.100793	0.000000	0.641262	0.257945
4B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Ducted Heating	<1940	0.768676	0.000000	0.231324	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.100793	0.000000	0.641262	0.257945
4B	Multi-Family with 5+ Units	None	<1940	0.100793	0.000000	0.641262	0.257945
4B	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Ducted Heating	<1940	0.643757	0.000000	0.200774	0.155469
4B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Attached	Non-Ducted Heating	<1940	0.022289	0.000000	0.697324	0.280387
4B	Single-Family Attached	None	<1940	0.022289	0.000000	0.697324	0.280387
4B	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Ducted Heating	<1940	0.643757	0.000000	0.200774	0.155469
4B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
4B	Single-Family Detached	Non-Ducted Heating	<1940	0.022289	0.000000	0.697324	0.280387
4B	Single-Family Detached	None	<1940	0.022289	0.000000	0.697324	0.280387
4C	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4C	Mobile Home	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
4C	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4C	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
4C	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333
4C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.837611	0.162389
4C	Multi-Family with 2 - 4 Units	None	1940-59	0.000000	0.000000	0.837611	0.162389
4C	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.837611	0.162389
4C	Multi-Family with 5+ Units	None	1940-59	0.000000	0.000000	0.837611	0.162389
4C	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Attached	Ducted Heating	1940-59	0.266805	0.000000	0.410636	0.322559
4C	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Attached	Non-Ducted Heating	1940-59	0.091906	0.000000	0.693779	0.214314
4C	Single-Family Attached	None	1940-59	0.091906	0.000000	0.693779	0.214314
4C	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Detached	Ducted Heating	1940-59	0.266805	0.000000	0.410636	0.322559
4C	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4C	Single-Family Detached	Non-Ducted Heating	1940-59	0.091906	0.000000	0.693779	0.214314
4C	Single-Family Detached	None	1940-59	0.091906	0.000000	0.693779	0.214314
4C	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4C	Mobile Home	Ducted Heating	1960-79	0.476367	0.000000	0.523633	0.000000
