Dependency=Location	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F
LA_Shreveport.Rgnl.AP.722480	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
MA_Boston-Logan.Intl.AP.725090	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
MA_Worcester.Rgnl.AP.725095	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
MD_Baltimore-Washington.Intl.AP.724060	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
ME_Caribou.Muni.AP.727120	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
ME_Portland.Intl.Jetport.726060	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MI_Alpena.County.Rgnl.AP.726390	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MI_Detroit.Metro.AP.725370	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
MI_Flint-Bishop.Intl.AP.726370	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
MI_Grand.Rapids-Kent.County.Intl.AP.726350	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
MI_Houghton-Lake.Roscommon.County.AP.726380	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MI_Lansing-Capital.City.AP.725390	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
MI_Muskegon.County.AP.726360	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MI_Sault.Ste.Marie-Sanderson.Field.727340	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MI_Traverse.City-Cherry.Capital.AP.726387	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MN_Duluth.Intl.AP.727450	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MN_International.Falls.Intl.AP.727470	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MN_Minneapolis-St.Paul.Intl.AP.726580	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MN_Rochester.Intl.AP.726440	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MN_St.Cloud.Muni.AP.726550	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MO_Columbia.Rgnl.AP.724450	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
MO_Kansas.City.Intl.AP.724460	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
MO_Springfield.Rgnl.AP.724400	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
MO_St.Louis-Lambert.Intl.AP.724340	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
MS_Jackson.Intl.AP.722350	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
MS_Meridian-Key.Field.722340	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
MT_Billings-Logan.Intl.AP.726770	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MT_Cut.Bank.Muni.AP.727796	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MT_Glasgow.Intl.AP.727680	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MT_Great.Falls.Intl.AP.727750	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MT_Helena.Rgnl.AP.727720	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MT_Kalispell-Glacier.Park.Intl.AP.727790	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MT_Lewistown.Muni.AP.726776	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MT_Miles.City.Muni.AP.742300	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
MT_Missoula.Intl.AP.727730	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NC_Asheville.Rgnl.AP.723150	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
NC_Cape.Hatteras.723040	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
NC_Charlotte-Douglas.Intl.AP.723140	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
NC_Raleigh-Durham.Intl.AP.723060	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
NC_Wilmington.Intl.AP.723013	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
ND_Bismarck.Muni.AP.727640	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
ND_Fargo-Hector.Intl.AP.727530	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
ND_Minot.Intl.AP.727676	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NE_Norfolk-Karl.Stefan.Mem.AP.725560	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NE_North.Platte.Rgnl.AP.725620	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NE_Omaha-Eppley.Airfield.725500	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NE_Scottsbluff-W.B.Heilig.Field.725660	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NH_Concord.Muni.AP.726050	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NJ_Atlantic.City.Intl.AP.724070	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
NJ_Newark.Intl.AP.725020	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
NM_Albuquerque.Intl.AP.723650	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
NM_Tucumcari.AP.723676	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
NV_Elko.Muni.AP.725825	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NV_Ely-Yelland.Field.724860	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NV_Las.Vegas-McCarran.Intl.AP.723860	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
NV_Reno-Tahoe.Intl.AP.724880	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
NV_Tonopah.AP.724855	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
NV_Winnemucca.Muni.AP.725830	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
NY_Albany.County.AP.725180	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NY_Binghamton-Edwin.A.Link.Field.725150	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
NY_Massena.AP.726223	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
NY_New.York-J.F.Kennedy.Intl.AP.744860	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
NY_Rochester-Greater.Rochester.Intl.AP.725290	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
NY_Syracuse-Hancock.Intl.AP.725190	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
OH_Akron.Canton.Rgnl.AP.725210	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OH_Cleveland-Hopkins.Intl.AP.725240	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OH_Columbus-Port.Columbus.Intl.AP.724280	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OH_Dayton.Intl.AP.724290	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OH_Mansfield-Lahm.Muni.AP.725246	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OH_Toledo.Express.AP.725360	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OH_Youngstown.Rgnl.AP.725250	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OK_Oklahoma.City-Will.Rogers.World.AP.723530	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
OK_Tulsa.Intl.AP.723560	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
OR_Astoria.Rgnl.AP.727910	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
OR_Burns.Muni.AP.726830	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OR_Eugene-Mahlon.Sweet.AP.726930	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
OR_Medford-Rogue.Valley.Intl.AP.725970	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
OR_North.Bend.Muni.AP.726917	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OR_Portland.Intl.AP.726980	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
OR_Redmond-Roberts.Field.726835	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
OR_Salem-McNary.Field.726940	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
PA_Allentown-Lehigh.Valley.Intl.AP.725170	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
PA_Bradford.Rgnl.AP.725266	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
PA_Erie.Intl.AP.725260	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
PA_Harrisburg-Capital.City.AP.725118	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
PA_Philadelphia.Intl.AP.724080	0.040604	0.018055	0.088523	0.053544	0.251108	0.274302	0.150378	0.083856	0.011002	0.010753	0.017874
PA_Pittsburgh.Intl.AP.725200	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
PA_Wilkes-Barre-Scranton.Intl.AP.725130	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
PA_Williamsport.Rgnl.AP.725140	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
RI_Providence-T.F.Green.State.AP.725070	0.030090	0.029638	0.101328	0.063981	0.269409	0.280338	0.120076	0.065841	0.008781	0.010360	0.020157
SC_Charleston.Intl.AP.722080	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
SC_Columbia.Metro.AP.723100	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
SC_Greer.Greenville-Spartanburg.AP.723120	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
SD_Huron.Rgnl.AP.726540	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
SD_Pierre.Muni.AP.726686	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
SD_Rapid.City.Rgnl.AP.726620	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
SD_Sioux.Falls-Foss.Field.726510	0.051382	0.035502	0.101915	0.081157	0.289147	0.269718	0.097665	0.049630	0.002303	0.008183	0.013398
TN_Bristol-TriCities.Rgnl.AP.723183	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
TN_Chattanooga-Lovell.Field.AP.723240	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
TN_Knoxville-McGhee.Tyson.AP.723260	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
TN_Memphis.Intl.AP.723340	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
TN_Nashville.Intl.AP.723270	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
TX_Abilene.Rgnl.AP.722660	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Amarillo.Intl.AP.723630	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
TX_Austin-Mueller.Muni.AP.722540	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Brownsville-South.Padre.Island.AP.722500	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Corpus.Christi.Intl.AP.722510	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Dallas-Fort.Worth.Intl.AP.722590	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_El.Paso.Intl.AP.722700	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Houston-Bush.Intercontinental.AP.722430	0.025544	0.005946	0.066501	0.023745	0.168836	0.240634	0.157324	0.174345	0.049247	0.068737	0.019141
TX_Lubbock.Intl.AP.722670	0.043210	0.014518	0.093055	0.044314	0.228858	0.233655	0.148826	0.110247	0.029717	0.032888	0.020712
