Dependency=Location	Dependency=Cooling Setpoint Has Offset	Option=Day Setup	Option=Day Setup +1h	Option=Day Setup +2h	Option=Day Setup -1h	Option=Day Setup -2h	Option=Night Setup	Option=Night Setup +1h	Option=Night Setup +2h	Option=Night Setup -1h	Option=Night Setup -2h	Option=Day and Night Setup	Option=Day and Night Setup +1h	Option=Day and Night Setup +2h	Option=Day and Night Setup -1h	Option=Day and Night Setup -2h	Option=Night Setback	Option=Night Setback +1h	Option=Night Setback +2h	Option=Night Setback -1h	Option=Night Setback -2h	Option=Day Setup and Night Setback	Option=Day Setup and Night Setback +1h	Option=Day Setup and Night Setback +2h	Option=Day Setup and Night Setback -1h	Option=Day Setup and Night Setback -2h	Option=None
CA_Bakersfield-Meadows.Field.723840	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
CA_Fresno.Air.Terminal.723890	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
CA_Long.Beach-Daugherty.Field.722970	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
CA_Los.Angeles.Intl.AP.722950	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
CA_Sacramento.Exec.AP.724830	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
CA_San.Diego-Lindbergh.Field.722900	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
CA_San.Francisco.Intl.AP.724940	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
CA_Santa.Maria.Public.AP.723940	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
CO_Alamosa.Muni.AP.724620	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
CO_Colorado.Springs-Peterson.Field.724660	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
CO_Eagle.County.Rgnl.AP.724675	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
CO_Grand.Junction-Walker.Field.724760	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
CO_Pueblo.Mem.AP.724640	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
CT_Bridgeport-Sikorsky.Mem.AP.725040	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
CT_Hartford-Bradley.Intl.AP.725080	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
DE_Wilmington-New.Castle.County.AP.724089	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
FL_Daytona.Beach.Intl.AP.722056	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
FL_Jacksonville.Intl.AP.722060	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
FL_Key.West.Intl.AP.722010	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
FL_Miami.Intl.AP.722020	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
FL_Orlando.Intl.AP.722050	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
FL_Tallahassee.Rgnl.AP.722140	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
FL_West.Palm.Beach.Intl.AP.722030	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
GA_Athens-Ben.Epps.AP.723110	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
GA_Augusta-Bush-Field.722180	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
GA_Columbus.Metro.AP.722255	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
GA_Savannah.Intl.AP.722070	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
IA_Des.Moines.Intl.AP.725460	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
IA_Mason.City.Muni.AP.725485	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
IA_Sioux.City-Sioux.Gateway.AP.725570	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
IA_Waterloo.Muni.AP.725480	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
ID_Boise.Air.Terminal.726810	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
ID_Pocatello.Muni.AP.725780	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
IL_Chicago-OHare.Intl.AP.725300	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
IL_Moline-Quad.City.Intl.AP.725440	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
IL_Peoria-Greater.Peoria.AP.725320	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
IL_Rockford-Greater.Rockford.AP.725430	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
IL_Springfield-Capital.AP.724390	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
IN_Evansville.Rgnl.AP.724320	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
IN_Fort.Wayne.Intl.AP.725330	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
IN_Indianapolis.Intl.AP.724380	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
IN_South.Bend-Michiana.Rgnl.AP.725350	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
KS_Dodge.City.Rgnl.AP.724510	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
KS_Goodland-Renner.Field.724650	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
KS_Topeka-Phillip.Billard.Muni.AP.724560	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
KS_Wichita-Mid.Continent.AP.724500	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
KY_Cincinnati-Northern.Kentucky.AP.724210	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
KY_Lexington-Bluegrass.AP.724220	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
KY_Louisville-Standiford.Field.724230	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
LA_Baton.Rouge-Ryan.AP.722317	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
LA_Lake.Charles.Rgnl.AP.722400	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
LA_New.Orleans.Intl.AP.722310	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
LA_Shreveport.Rgnl.AP.722480	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
MA_Boston-Logan.Intl.AP.725090	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
MA_Worcester.Rgnl.AP.725095	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
MD_Baltimore-Washington.Intl.AP.724060	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
ME_Caribou.Muni.AP.727120	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
ME_Portland.Intl.Jetport.726060	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MI_Alpena.County.Rgnl.AP.726390	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MI_Detroit.Metro.AP.725370	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
MI_Flint-Bishop.Intl.AP.726370	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
MI_Grand.Rapids-Kent.County.Intl.AP.726350	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
MI_Houghton-Lake.Roscommon.County.AP.726380	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MI_Lansing-Capital.City.AP.725390	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
MI_Muskegon.County.AP.726360	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MI_Sault.Ste.Marie-Sanderson.Field.727340	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MI_Traverse.City-Cherry.Capital.AP.726387	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MN_Duluth.Intl.AP.727450	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MN_International.Falls.Intl.AP.727470	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MN_Minneapolis-St.Paul.Intl.AP.726580	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
MN_Rochester.Intl.AP.726440	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
