Dependency=Location	Dependency=Cooling Setpoint Has Offset	Option=Day Setup	Option=Day Setup +1h	Option=Day Setup +2h	Option=Day Setup -1h	Option=Day Setup -2h	Option=Night Setup	Option=Night Setup +1h	Option=Night Setup +2h	Option=Night Setup -1h	Option=Night Setup -2h	Option=Day and Night Setup	Option=Day and Night Setup +1h	Option=Day and Night Setup +2h	Option=Day and Night Setup -1h	Option=Day and Night Setup -2h	Option=Night Setback	Option=Night Setback +1h	Option=Night Setback +2h	Option=Night Setback -1h	Option=Night Setback -2h	Option=Day Setup and Night Setback	Option=Day Setup and Night Setback +1h	Option=Day Setup and Night Setback +2h	Option=Day Setup and Night Setback -1h	Option=Day Setup and Night Setback -2h	Option=None
TX_Abilene.Rgnl.AP.722660	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Amarillo.Intl.AP.723630	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
TX_Austin-Mueller.Muni.AP.722540	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Brownsville-South.Padre.Island.AP.722500	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Corpus.Christi.Intl.AP.722510	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Dallas-Fort.Worth.Intl.AP.722590	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_El.Paso.Intl.AP.722700	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Houston-Bush.Intercontinental.AP.722430	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Lubbock.Intl.AP.722670	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
TX_Lufkin-Angelina.Co.AP.722446	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Midland.Intl.AP.722650	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Port.Arthur-Jefferson.Co.AP.722410	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_San.Angelo-Mathis.AP.722630	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_San.Antonio.Intl.AP.722530	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Victoria.Rgnl.AP.722550	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Waco.Rgnl.AP.722560	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
TX_Wichita.Falls.Muni.AP.723510	Yes	0.053677	0.053677	0.053677	0.053677	0.053677	0.029129	0.029129	0.029129	0.029129	0.029129	0.017953	0.017953	0.017953	0.017953	0.017953	0.068754	0.068754	0.068754	0.068754	0.068754	0.030486	0.030486	0.030486	0.030486	0.030486	0.000000
UT_Cedar.City.Muni.AP.724755	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
UT_Salt.Lake.City.Intl.AP.725720	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
VA_Norfolk.Intl.AP.723080	Yes	0.044127	0.044127	0.044127	0.044127	0.044127	0.054983	0.054983	0.054983	0.054983	0.054983	0.021088	0.021088	0.021088	0.021088	0.021088	0.060552	0.060552	0.060552	0.060552	0.060552	0.019251	0.019251	0.019251	0.019251	0.019251	0.000000
VA_Richmond.Intl.AP.724010	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
VA_Sterling-Washington.Dulles.Intl.AP.724030	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
VT_Burlington.Intl.AP.726170	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WA_Olympia.AP.727920	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
WA_Quillayute.State.AP.727970	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
WA_Seattle-Tacoma.Intl.AP.727930	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
WA_Spokane.Intl.AP.727850	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WA_Yakima.Air.Terminal-McAllister.Field.727810	Yes	0.046654	0.046654	0.046654	0.046654	0.046654	0.052923	0.052923	0.052923	0.052923	0.052923	0.029715	0.029715	0.029715	0.029715	0.029715	0.051714	0.051714	0.051714	0.051714	0.051714	0.018994	0.018994	0.018994	0.018994	0.018994	0.000000
WI_Eau.Claire.County.AP.726435	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WI_La.Crosse.Muni.AP.726430	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WI_Madison-Dane.County.Rgnl.AP.726410	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WI_Milwaukee-Mitchell.Intl.AP.726400	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WV_Charleston-Yeager.AP.724140	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
WV_Elkins-Randolph.County.AP.724170	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
WV_Huntington-Tri.State.Walker.Long.Field.724250	Yes	0.053814	0.053814	0.053814	0.053814	0.053814	0.041250	0.041250	0.041250	0.041250	0.041250	0.022335	0.022335	0.022335	0.022335	0.022335	0.060678	0.060678	0.060678	0.060678	0.060678	0.021922	0.021922	0.021922	0.021922	0.021922	0.000000
WY_Casper-Natrona.County.Intl.AP.725690	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WY_Cheyenne.Muni.AP.725640	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WY_Lander-Hunt.Field.725760	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
WY_Sheridan.County.AP.726660	Yes	0.059244	0.059244	0.059244	0.059244	0.059244	0.045776	0.045776	0.045776	0.045776	0.045776	0.015961	0.015961	0.015961	0.015961	0.015961	0.055869	0.055869	0.055869	0.055869	0.055869	0.023149	0.023149	0.023149	0.023149	0.023149	0.000000
AL_Birmingham.Muni.AP.722280	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
AL_Huntsville.Intl.AP-Jones.Field.723230	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
AL_Mobile-Rgnl.AP.722230	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
AL_Montgomery-Dannelly.Field.722260	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
AR_Fort.Smith.Rgnl.AP.723440	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
AR_Little.Rock-Adams.Field.723403	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
AZ_Flagstaff-Pulliam.AP.723755	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
AZ_Prescott-Love.Field.723723	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
AZ_Tucson.Intl.AP.722740	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CA_Arcata.AP.725945	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CA_Bakersfield-Meadows.Field.723840	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CA_Fresno.Air.Terminal.723890	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CA_Long.Beach-Daugherty.Field.722970	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CA_Los.Angeles.Intl.AP.722950	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CA_Sacramento.Exec.AP.724830	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CA_San.Diego-Lindbergh.Field.722900	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CA_San.Francisco.Intl.AP.724940	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CA_Santa.Maria.Public.AP.723940	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CO_Alamosa.Muni.AP.724620	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CO_Boulder-Broomfield-Jefferson.County.AP.724699	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CO_Colorado.Springs-Peterson.Field.724660	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CO_Eagle.County.Rgnl.AP.724675	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CO_Grand.Junction-Walker.Field.724760	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CO_Pueblo.Mem.AP.724640	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CT_Bridgeport-Sikorsky.Mem.AP.725040	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
CT_Hartford-Bradley.Intl.AP.725080	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
DE_Wilmington-New.Castle.County.AP.724089	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
FL_Daytona.Beach.Intl.AP.722056	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
FL_Jacksonville.Intl.AP.722060	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
FL_Key.West.Intl.AP.722010	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
FL_Miami.Intl.AP.722020	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
FL_Orlando.Intl.AP.722050	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
FL_Tallahassee.Rgnl.AP.722140	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
FL_West.Palm.Beach.Intl.AP.722030	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
GA_Athens-Ben.Epps.AP.723110	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
GA_Augusta-Bush-Field.722180	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
GA_Columbus.Metro.AP.722255	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
GA_Macon-Middle.Georgia.Rgnl.AP.722170	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
GA_Savannah.Intl.AP.722070	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
IA_Des.Moines.Intl.AP.725460	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
IA_Mason.City.Muni.AP.725485	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
IA_Sioux.City-Sioux.Gateway.AP.725570	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
IA_Waterloo.Muni.AP.725480	No	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
