Dependency=Vintage	Dependency=Geometry Floor Area	Dependency=ASHRAE IECC Climate Zone 2004	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50
1980s	2500-2999	5A	0.000001	0.000542	0.007475	0.027960	0.056020	0.080383	0.094921	0.099275	0.183697	0.284752	0.107456	0.037011	0.012874	0.006415	0.001218
1980s	2500-2999	5B	0.000006	0.001399	0.014515	0.045409	0.079840	0.103276	0.111848	0.108581	0.183051	0.242533	0.076024	0.022770	0.007086	0.003154	0.000507
1980s	2500-2999	6A	0.000006	0.001314	0.013877	0.043927	0.077940	0.101577	0.110714	0.108081	0.183482	0.245955	0.078171	0.023656	0.007423	0.003332	0.000543
1980s	2500-2999	6B	0.000004	0.001128	0.012523	0.040835	0.073987	0.098013	0.108285	0.106946	0.184210	0.253066	0.082833	0.025626	0.008182	0.003737	0.000624
1980s	2500-2999	7A	0.000006	0.001314	0.013877	0.043927	0.077940	0.101577	0.110714	0.108081	0.183482	0.245955	0.078171	0.023656	0.007423	0.003332	0.000543
1980s	2500-2999	7B	0.000004	0.001128	0.012523	0.040835	0.073987	0.098013	0.108285	0.106946	0.184210	0.253066	0.082833	0.025626	0.008182	0.003737	0.000624
1980s	3000-3999	1A	0.000000	0.000068	0.001592	0.008452	0.022063	0.039180	0.055325	0.067505	0.151820	0.327785	0.179730	0.082101	0.035778	0.022523	0.006079
1980s	3000-3999	2A	0.000000	0.000068	0.001592	0.008452	0.022063	0.039180	0.055325	0.067505	0.151820	0.327785	0.179730	0.082101	0.035778	0.022523	0.006079
1980s	3000-3999	2B	0.000034	0.003844	0.028950	0.073549	0.111079	0.127427	0.124890	0.111261	0.168619	0.186793	0.046982	0.011905	0.003241	0.001260	0.000166
1980s	3000-3999	3A	0.000001	0.000428	0.006306	0.024606	0.050873	0.074856	0.090280	0.096157	0.182062	0.293438	0.115870	0.041299	0.014762	0.007565	0.001497
1980s	3000-3999	3B	0.000034	0.003844	0.028950	0.073549	0.111079	0.127427	0.124890	0.111261	0.168619	0.186793	0.046982	0.011905	0.003241	0.001260	0.000166
1980s	3000-3999	3C	0.000013	0.002102	0.019186	0.055322	0.091670	0.113165	0.117895	0.110700	0.179061	0.221319	0.063771	0.017921	0.005301	0.002242	0.000335
1980s	3000-3999	4A	0.000000	0.000231	0.004054	0.017632	0.039457	0.061821	0.078567	0.087535	0.175404	0.311193	0.137152	0.053111	0.020282	0.011125	0.002437
1980s	3000-3999	4B	0.000024	0.003142	0.025290	0.067057	0.104488	0.122869	0.122930	0.111475	0.172687	0.198462	0.052265	0.013719	0.003842	0.001538	0.000212
1980s	3000-3999	4C	0.000001	0.000412	0.006132	0.024083	0.050041	0.073937	0.089485	0.095603	0.181716	0.294816	0.117306	0.042051	0.015099	0.007771	0.001547
1980s	3000-3999	5A	0.000006	0.001307	0.013834	0.043833	0.077807	0.101436	0.110595	0.108001	0.183445	0.246211	0.078399	0.023761	0.007465	0.003354	0.000547
1980s	3000-3999	5B	0.000024	0.003142	0.025290	0.067057	0.104488	0.122869	0.122930	0.111475	0.172687	0.198462	0.052265	0.013719	0.003842	0.001538	0.000212
1980s	3000-3999	6A	0.000022	0.002957	0.024236	0.065106	0.102437	0.121389	0.122231	0.111456	0.173844	0.202102	0.053988	0.014324	0.004046	0.001633	0.000228
1980s	3000-3999	6B	0.000018	0.002602	0.022143	0.061102	0.098118	0.118181	0.120630	0.111290	0.176110	0.209755	0.057740	0.015676	0.004511	0.001856	0.000266
1980s	3000-3999	7A	0.000022	0.002957	0.024236	0.065106	0.102437	0.121389	0.122231	0.111456	0.173844	0.202102	0.053988	0.014324	0.004046	0.001633	0.000228
1980s	3000-3999	7B	0.000018	0.002602	0.022143	0.061102	0.098118	0.118181	0.120630	0.111290	0.176110	0.209755	0.057740	0.015676	0.004511	0.001856	0.000266
1980s	4000+	1A	0.000604	0.035331	0.130320	0.186309	0.180303	0.144899	0.105645	0.073013	0.081341	0.054093	0.006891	0.001025	0.000179	0.000044	0.000004
1980s	4000+	2A	0.000604	0.035331	0.130320	0.186309	0.180303	0.144899	0.105645	0.073013	0.081341	0.054093	0.006891	0.001025	0.000179	0.000044	0.000004
1980s	4000+	2B	0.011759	0.210003	0.316983	0.219138	0.119327	0.060443	0.030197	0.015221	0.011908	0.004677	0.000308	0.000030	0.000004	0.000001	0.000001
1980s	4000+	3A	0.001763	0.084835	0.218733	0.228733	0.173104	0.114387	0.071047	0.042903	0.040911	0.021345	0.001966	0.000231	0.000033	0.000007	0.000001
1980s	4000+	3B	0.011759	0.210003	0.316983	0.219138	0.119327	0.060443	0.030197	0.015221	0.011908	0.004677	0.000308	0.000030	0.000004	0.000001	0.000001
1980s	4000+	3C	0.006714	0.165827	0.295060	0.230299	0.138188	0.075786	0.040435	0.021532	0.017883	0.007651	0.000557	0.000057	0.000008	0.000001	0.000001
1980s	4000+	4A	0.001185	0.064461	0.188394	0.218698	0.179610	0.126666	0.082973	0.052390	0.052552	0.029610	0.003012	0.000378	0.000057	0.000012	0.000001
1980s	4000+	4B	0.009766	0.194615	0.310414	0.223540	0.125817	0.065494	0.033470	0.017192	0.013726	0.005547	0.000377	0.000037	0.000005	0.000001	0.000001
1980s	4000+	4C	0.001714	0.083302	0.216661	0.228174	0.173639	0.115259	0.071861	0.043537	0.041673	0.021868	0.002029	0.000239	0.000035	0.000007	0.000001
1980s	4000+	5A	0.004297	0.136612	0.273962	0.234230	0.151155	0.087921	0.049219	0.027270	0.023644	0.010746	0.000839	0.000089	0.000012	0.000002	0.000001
1980s	4000+	5B	0.009766	0.194615	0.310414	0.223540	0.125817	0.065494	0.033470	0.017192	0.013726	0.005547	0.000377	0.000037	0.000005	0.000001	0.000001
1980s	4000+	6A	0.009213	0.189872	0.308215	0.224827	0.127819	0.067081	0.034514	0.017831	0.014329	0.005849	0.000403	0.000040	0.000005	0.000001	0.000001
1980s	4000+	6B	0.008106	0.180075	0.303372	0.227270	0.131970	0.070472	0.036786	0.019238	0.015671	0.006525	0.000461	0.000047	0.000006	0.000001	0.000001
1980s	4000+	7A	0.009213	0.189872	0.308215	0.224827	0.127819	0.067081	0.034514	0.017831	0.014329	0.005849	0.000403	0.000040	0.000005	0.000001	0.000001
1980s	4000+	7B	0.008106	0.180075	0.303372	0.227270	0.131970	0.070472	0.036786	0.019238	0.015671	0.006525	0.000461	0.000047	0.000006	0.000001	0.000001
1980s	500-749	1A	0.000000	0.000001	0.000041	0.000393	0.001673	0.004474	0.008946	0.014746	0.049008	0.207662	0.228595	0.177917	0.119107	0.119415	0.068022
1980s	500-749	2A	0.000000	0.000001	0.000041	0.000393	0.001673	0.004474	0.008946	0.014746	0.049008	0.207662	0.228595	0.177917	0.119107	0.119415	0.068022
1980s	500-749	2B	0.000000	0.000083	0.001886	0.009708	0.024688	0.042883	0.059419	0.071316	0.157033	0.326930	0.172208	0.076303	0.032452	0.019917	0.005174
1980s	500-749	3A	0.000000	0.000007	0.000247	0.001803	0.006139	0.013620	0.023243	0.033413	0.092831	0.288065	0.231870	0.141866	0.078195	0.063315	0.025387
1980s	500-749	3B	0.000000	0.000083	0.001886	0.009708	0.024688	0.042883	0.059419	0.071316	0.157033	0.326930	0.172208	0.076303	0.032452	0.019917	0.005174
1980s	500-749	3C	0.000000	0.000041	0.001068	0.006128	0.017005	0.031758	0.046794	0.059231	0.139609	0.326527	0.195230	0.095222	0.043732	0.029100	0.008555
1980s	500-749	4A	0.000000	0.000004	0.000140	0.001115	0.004085	0.009638	0.017333	0.026073	0.076849	0.264206	0.236112	0.156513	0.092028	0.079959	0.035945
1980s	500-749	4B	0.000000	0.000066	0.001560	0.008334	0.021836	0.038879	0.055011	0.067229	0.151480	0.327967	0.180302	0.082505	0.036001	0.022693	0.006138
1980s	500-749	4C	0.000000	0.000007	0.000238	0.001749	0.005981	0.013320	0.022805	0.032878	0.091697	0.286520	0.232320	0.142941	0.079141	0.064389	0.026014
1980s	500-749	5A	0.000000	0.000024	0.000690	0.004264	0.012613	0.024859	0.038351	0.050517	0.125320	0.319912	0.209993	0.109952	0.053461	0.037811	0.012231
1980s	500-749	5B	0.000000	0.000066	0.001560	0.008334	0.021836	0.038879	0.055011	0.067229	0.151480	0.327967	0.180302	0.082505	0.036001	0.022693	0.006138
1980s	500-749	6A	0.000000	0.000061	0.001477	0.007958	0.021017	0.037684	0.053654	0.065935	0.149643	0.328048	0.182793	0.084487	0.037158	0.023616	0.006468
1980s	500-749	6B	0.000000	0.000052	0.001296	0.007175	0.019345	0.035265	0.050901	0.063288	0.145782	0.327801	0.187819	0.088686	0.039681	0.025681	0.007230
1980s	500-749	7A	0.000000	0.000061	0.001477	0.007958	0.021017	0.037684	0.053654	0.065935	0.149643	0.328048	0.182793	0.084487	0.037158	0.023616	0.006468
1980s	500-749	7B	0.000000	0.000052	0.001296	0.007175	0.019345	0.035265	0.050901	0.063288	0.145782	0.327801	0.187819	0.088686	0.039681	0.025681	0.007230
1980s	750-999	1A	0.000000	0.000001	0.000060	0.000548	0.002230	0.005737	0.011100	0.017785	0.056933	0.225945	0.233162	0.172665	0.111041	0.106485	0.056309
1980s	750-999	2A	0.000000	0.000001	0.000060	0.000548	0.002230	0.005737	0.011100	0.017785	0.056933	0.225945	0.233162	0.172665	0.111041	0.106485	0.056309
1980s	750-999	2B	0.000000	0.000123	0.002543	0.012276	0.029733	0.049655	0.066574	0.077673	0.164988	0.323125	0.159074	0.066955	0.027324	0.016055	0.003900
1980s	750-999	3A	0.000000	0.000010	0.000345	0.002399	0.007821	0.016708	0.027599	0.038567	0.103270	0.300688	0.226639	0.131870	0.069797	0.054080	0.020207
1980s	750-999	3B	0.000000	0.000123	0.002543	0.012276	0.029733	0.049655	0.066574	0.077673	0.164988	0.323125	0.159074	0.066955	0.027324	0.016055	0.003900
1980s	750-999	3C	0.000000	0.000061	0.001458	0.007864	0.020809	0.037384	0.053315	0.065612	0.149177	0.328021	0.183400	0.084998	0.037467	0.023871	0.006562
1980s	750-999	4A	0.000000	0.000005	0.000198	0.001505	0.005280	0.011997	0.020885	0.030538	0.086731	0.279598	0.234063	0.147583	0.083344	0.069287	0.028987
1980s	750-999	4B	0.000000	0.000097	0.002110	0.010592	0.026446	0.045278	0.061991	0.073643	0.160052	0.325885	0.167484	0.072828	0.030506	0.018422	0.004666
1980s	750-999	4C	0.000000	0.000010	0.000334	0.002329	0.007621	0.016343	0.027091	0.037976	0.102105	0.299405	0.227316	0.132994	0.070705	0.055047	0.020724
1980s	750-999	5A	0.000000	0.000034	0.000936	0.005513	0.015618	0.029648	0.044281	0.056703	0.135629	0.325221	0.199707	0.099401	0.046402	0.031418	0.009489
1980s	750-999	5B	0.000000	0.000097	0.002110	0.010592	0.026446	0.045278	0.061991	0.073643	0.160052	0.325885	0.167484	0.072828	0.030506	0.018422	0.004666
1980s	750-999	6A	0.000000	0.000090	0.001993	0.010117	0.025492	0.043976	0.060595	0.072384	0.158434	0.326505	0.170051	0.074692	0.031540	0.019206	0.004926
1980s	750-999	6B	0.000000	0.000077	0.001761	0.009169	0.023560	0.041295	0.057673	0.069704	0.154873	0.327459	0.175426	0.078713	0.033808	0.020959	0.005525
1980s	750-999	7A	0.000000	0.000090	0.001993	0.010117	0.025492	0.043976	0.060595	0.072384	0.158434	0.326505	0.170051	0.074692	0.031540	0.019206	0.004926
1980s	750-999	7B	0.000000	0.000077	0.001761	0.009169	0.023560	0.041295	0.057673	0.069704	0.154873	0.327459	0.175426	0.078713	0.033808	0.020959	0.005525
1990s	0-499	1A	0.000000	0.000006	0.000219	0.001642	0.005683	0.012767	0.022011	0.031918	0.089678	0.283769	0.233087	0.144845	0.080840	0.066347	0.027186
1990s	0-499	2A	0.000000	0.000006	0.000219	0.001642	0.005683	0.012767	0.022011	0.031918	0.089678	0.283769	0.233087	0.144845	0.080840	0.066347	0.027186
1990s	0-499	2B	0.000001	0.000469	0.006771	0.025993	0.053053	0.077241	0.092322	0.097565	0.182900	0.289812	0.112180	0.039382	0.013907	0.007037	0.001367
1990s	0-499	3A	0.000000	0.000041	0.001072	0.006152	0.017068	0.031859	0.046918	0.059358	0.139811	0.326598	0.195014	0.095018	0.043600	0.028984	0.008507
1990s	0-499	3B	0.000001	0.000469	0.006771	0.025993	0.053053	0.077241	0.092322	0.097565	0.182900	0.289812	0.112180	0.039382	0.013907	0.007037	0.001367
1990s	0-499	3C	0.000000	0.000230	0.004049	0.017617	0.039435	0.061799	0.078550	0.087528	0.175416	0.311269	0.137184	0.053109	0.020272	0.011112	0.002430
1990s	0-499	4A	0.000000	0.000023	0.000651	0.004071	0.012138	0.024078	0.037354	0.049444	0.123449	0.318688	0.211703	0.111847	0.054768	0.039022	0.012765
1990s	0-499	4B	0.000001	0.000367	0.005704	0.022876	0.048180	0.071907	0.087742	0.094393	0.180974	0.297898	0.120497	0.043721	0.015847	0.008233	0.001662
1990s	0-499	4C	0.000000	0.000040	0.001039	0.005986	0.016683	0.031269	0.046218	0.058659	0.138732	0.326321	0.196264	0.096144	0.044307	0.029590	0.008748
1990s	0-499	5A	0.000000	0.000134	0.002713	0.012917	0.030950	0.051241	0.068201	0.079073	0.166630	0.321940	0.156090	0.064935	0.026250	0.015272	0.003654
1990s	0-499	5B	0.000001	0.000367	0.005704	0.022876	0.048180	0.071907	0.087742	0.094393	0.180974	0.297898	0.120497	0.043721	0.015847	0.008233	0.001662
1990s	0-499	6A	0.000000	0.000340	0.005407	0.021975	0.046727	0.070273	0.086299	0.093357	0.180246	0.300243	0.123106	0.045126	0.016491	0.008642	0.001768
1990s	0-499	6B	0.000000	0.000294	0.004833	0.020157	0.043738	0.066866	0.083248	0.091120	0.178538	0.304883	0.128631	0.048191	0.017923	0.009566	0.002011
1990s	0-499	7A	0.000000	0.000340	0.005407	0.021975	0.046727	0.070273	0.086299	0.093357	0.180246	0.300243	0.123106	0.045126	0.016491	0.008642	0.001768
1990s	0-499	7B	0.000000	0.000294	0.004833	0.020157	0.043738	0.066866	0.083248	0.091120	0.178538	0.304883	0.128631	0.048191	0.017923	0.009566	0.002011
1990s	1000-1499	1A	0.000000	0.000025	0.000708	0.004377	0.012908	0.025347	0.038968	0.051170	0.126430	0.320568	0.208955	0.108835	0.052695	0.037100	0.011915
1990s	1000-1499	2A	0.000000	0.000025	0.000708	0.004377	0.012908	0.025347	0.038968	0.051170	0.126430	0.320568	0.208955	0.108835	0.052695	0.037100	0.011915
1990s	1000-1499	2B	0.000009	0.001661	0.016294	0.049281	0.084585	0.107364	0.114461	0.109621	0.181703	0.233975	0.070867	0.020688	0.006310	0.002753	0.000430
1990s	1000-1499	3A	0.000000	0.000158	0.003062	0.014192	0.033322	0.054274	0.071254	0.081642	0.169490	0.319264	0.150492	0.061299	0.024369	0.013933	0.003248
1990s	1000-1499	3B	0.000009	0.001661	0.016294	0.049281	0.084585	0.107364	0.114461	0.109621	0.181703	0.233975	0.070867	0.020688	0.006310	0.002753	0.000430
1990s	1000-1499	3C	0.000003	0.000861	0.010325	0.035447	0.066742	0.091179	0.103361	0.104370	0.184816	0.265990	0.092001	0.029672	0.009794	0.004627	0.000812
1990s	1000-1499	4A	0.000000	0.000086	0.001921	0.009827	0.024903	0.043159	0.059703	0.071565	0.157343	0.326796	0.171697	0.075921	0.032232	0.019740	0.005109
1990s	1000-1499	4B	0.000006	0.001329	0.014012	0.044254	0.078366	0.101965	0.110982	0.108209	0.183410	0.245187	0.077666	0.023445	0.007343	0.003290	0.000535
1990s	1000-1499	4C	0.000000	0.000150	0.002960	0.013844	0.032693	0.053477	0.070455	0.080970	0.168744	0.319979	0.151971	0.062256	0.024863	0.014284	0.003354
1990s	1000-1499	5A	0.000001	0.000513	0.007202	0.027180	0.054820	0.079093	0.093843	0.098560	0.183354	0.286838	0.109395	0.037974	0.013289	0.006662	0.001276
1990s	1000-1499	5B	0.000006	0.001329	0.014012	0.044254	0.078366	0.101965	0.110982	0.108209	0.183410	0.245187	0.077666	0.023445	0.007343	0.003290	0.000535
1990s	1000-1499	6A	0.000005	0.001240	0.013357	0.042776	0.076501	0.100300	0.109857	0.107691	0.183772	0.248536	0.079851	0.024366	0.007697	0.003479	0.000572
1990s	1000-1499	6B	0.000004	0.001063	0.012058	0.039762	0.072589	0.096722	0.107376	0.106491	0.184390	0.255580	0.084558	0.026375	0.008477	0.003898	0.000657
1990s	1000-1499	7A	0.000005	0.001240	0.013357	0.042776	0.076501	0.100300	0.109857	0.107691	0.183772	0.248536	0.079851	0.024366	0.007697	0.003479	0.000572
1990s	1000-1499	7B	0.000004	0.001063	0.012058	0.039762	0.072589	0.096722	0.107376	0.106491	0.184390	0.255580	0.084558	0.026375	0.008477	0.003898	0.000657
1990s	1500-1999	1A	0.000000	0.000053	0.001309	0.007204	0.019379	0.035297	0.050931	0.063317	0.145836	0.327832	0.187737	0.088606	0.039633	0.025646	0.007221
1990s	1500-1999	2A	0.000000	0.000053	0.001309	0.007204	0.019379	0.035297	0.050931	0.063317	0.145836	0.327832	0.187737	0.088606	0.039633	0.025646	0.007221
1990s	1500-1999	2B	0.000024	0.003124	0.025179	0.066878	0.104333	0.122781	0.122908	0.111499	0.172797	0.198721	0.052380	0.013759	0.003856	0.001545	0.000213
1990s	1500-1999	3A	0.000000	0.000328	0.005261	0.021522	0.045996	0.069454	0.085579	0.092838	0.179868	0.301367	0.124413	0.045852	0.016831	0.008863	0.001826
1990s	1500-1999	3B	0.000024	0.003124	0.025179	0.066878	0.104333	0.122781	0.122908	0.111499	0.172797	0.198721	0.052380	0.013759	0.003856	0.001545	0.000213
1990s	1500-1999	3C	0.000009	0.001685	0.016500	0.049736	0.085124	0.107807	0.114729	0.109715	0.181532	0.233044	0.070309	0.020459	0.006223	0.002708	0.000422
1990s	1500-1999	4A	0.000000	0.000178	0.003365	0.015285	0.035328	0.056799	0.073753	0.083704	0.171677	0.316797	0.145930	0.058419	0.022906	0.012912	0.002946
1990s	1500-1999	4B	0.000018	0.002564	0.021939	0.060737	0.097745	0.117922	0.120515	0.111296	0.176328	0.210407	0.058049	0.015786	0.004550	0.001875	0.000270
1990s	1500-1999	4C	0.000000	0.000317	0.005117	0.021055	0.045214	0.068549	0.084758	0.092231	0.179401	0.302629	0.125896	0.046657	0.017199	0.009093	0.001884
1990s	1500-1999	5A	0.000004	0.001042	0.011804	0.039083	0.071657	0.095842	0.106747	0.106168	0.184485	0.257243	0.085707	0.026870	0.008670	0.004001	0.000678
1990s	1500-1999	5B	0.000018	0.002564	0.021939	0.060737	0.097745	0.117922	0.120515	0.111296	0.176328	0.210407	0.058049	0.015786	0.004550	0.001875	0.000270
1990s	1500-1999	6A	0.000016	0.002408	0.020995	0.058902	0.095724	0.116374	0.119695	0.111148	0.177301	0.214025	0.059893	0.016461	0.004783	0.001986	0.000289
1990s	1500-1999	6B	0.000013	0.002102	0.019132	0.055155	0.091462	0.113010	0.117828	0.110709	0.179199	0.221658	0.063889	0.017953	0.005310	0.002245	0.000335
1990s	1500-1999	7A	0.000016	0.002408	0.020995	0.058902	0.095724	0.116374	0.119695	0.111148	0.177301	0.214025	0.059893	0.016461	0.004783	0.001986	0.000289
1990s	1500-1999	7B	0.000013	0.002102	0.019132	0.055155	0.091462	0.113010	0.117828	0.110709	0.179199	0.221658	0.063889	0.017953	0.005310	0.002245	0.000335
1990s	2000-2499	1A	0.000000	0.000111	0.002351	0.011541	0.028316	0.047787	0.064635	0.075984	0.162962	0.324418	0.162633	0.069399	0.028634	0.017020	0.004208
1990s	2000-2499	2A	0.000000	0.000111	0.002351	0.011541	0.028316	0.047787	0.064635	0.075984	0.162962	0.324418	0.162633	0.069399	0.028634	0.017020	0.004208
1990s	2000-2499	2B	0.000060	0.005666	0.037793	0.088104	0.124757	0.135959	0.127665	0.109604	0.158685	0.162754	0.037098	0.008712	0.002229	0.000814	0.000098
1990s	2000-2499	3A	0.000002	0.000692	0.008901	0.031826	0.061682	0.086195	0.099564	0.102174	0.184618	0.274923	0.098997	0.032916	0.011134	0.005393	0.000982
1990s	2000-2499	3B	0.000060	0.005666	0.037793	0.088104	0.124757	0.135959	0.127665	0.109604	0.158685	0.162754	0.037098	0.008712	0.002229	0.000814	0.000098
1990s	2000-2499	3C	0.000026	0.003231	0.025705	0.067783	0.105241	0.123415	0.123194	0.111492	0.172278	0.197111	0.051596	0.013473	0.003756	0.001495	0.000204
1990s	2000-2499	4A	0.000001	0.000379	0.005830	0.023243	0.048762	0.072558	0.088316	0.094804	0.181255	0.296921	0.119441	0.043170	0.015604	0.008089	0.001629
1990s	2000-2499	4B	0.000046	0.004710	0.033309	0.080947	0.118238	0.132072	0.126590	0.110624	0.163703	0.174198	0.041624	0.010137	0.002671	0.001004	0.000126
1990s	2000-2499	4C	0.000002	0.000664	0.008644	0.031155	0.060729	0.085243	0.098823	0.101727	0.184521	0.276582	0.100370	0.033569	0.011406	0.005549	0.001017
1990s	2000-2499	5A	0.000012	0.002042	0.018828	0.054613	0.090873	0.112542	0.117554	0.110625	0.179424	0.222745	0.064513	0.018198	0.005399	0.002290	0.000343
1990s	2000-2499	5B	0.000046	0.004710	0.033309	0.080947	0.118238	0.132072	0.126590	0.110624	0.163703	0.174198	0.041624	0.010137	0.002671	0.001004	0.000126
1990s	2000-2499	6A	0.000042	0.004439	0.031985	0.078770	0.116203	0.130813	0.126189	0.110878	0.165181	0.177754	0.043094	0.010617	0.002825	0.001074	0.000137
1990s	2000-2499	6B	0.000035	0.003926	0.029356	0.074292	0.111868	0.128001	0.125158	0.111260	0.168144	0.185359	0.046340	0.011693	0.003173	0.001231	0.000162
1990s	2000-2499	7A	0.000042	0.004439	0.031985	0.078770	0.116203	0.130813	0.126189	0.110878	0.165181	0.177754	0.043094	0.010617	0.002825	0.001074	0.000137
1990s	2000-2499	7B	0.000035	0.003926	0.029356	0.074292	0.111868	0.128001	0.125158	0.111260	0.168144	0.185359	0.046340	0.011693	0.003173	0.001231	0.000162
1990s	2500-2999	1A	0.000000	0.000233	0.004107	0.017838	0.039838	0.062295	0.079026	0.087903	0.175767	0.310674	0.136323	0.052611	0.020036	0.010959	0.002391
1990s	2500-2999	2A	0.000000	0.000233	0.004107	0.017838	0.039838	0.062295	0.079026	0.087903	0.175767	0.310674	0.136323	0.052611	0.020036	0.010959	0.002391
1990s	2500-2999	2B	0.000128	0.009640	0.054377	0.111850	0.143968	0.145367	0.128077	0.104086	0.140890	0.129134	0.025440	0.005339	0.001246	0.000415	0.000044
1990s	2500-2999	3A	0.000006	0.001392	0.014454	0.045257	0.079633	0.103083	0.111716	0.108520	0.183094	0.242913	0.076260	0.022865	0.007122	0.003173	0.000511
1990s	2500-2999	3B	0.000128	0.009640	0.054377	0.111850	0.143968	0.145367	0.128077	0.104086	0.140890	0.129134	0.025440	0.005339	0.001246	0.000415	0.000044
1990s	2500-2999	3C	0.000062	0.005777	0.038318	0.088936	0.125498	0.136380	0.127754	0.109455	0.158070	0.161466	0.036628	0.008574	0.002189	0.000798	0.000096
1990s	2500-2999	4A	0.000002	0.000789	0.009754	0.034032	0.064792	0.089278	0.101929	0.103558	0.184795	0.269453	0.094653	0.030889	0.010293	0.004910	0.000874
1990s	2500-2999	4B	0.000101	0.008146	0.048499	0.103903	0.137949	0.142782	0.128425	0.106243	0.146980	0.139720	0.028874	0.006288	0.001513	0.000519	0.000057
1990s	2500-2999	4C	0.000006	0.001342	0.014080	0.044403	0.078556	0.102134	0.111093	0.108255	0.183361	0.244848	0.077457	0.023356	0.007308	0.003271	0.000530
1990s	2500-2999	5A	0.000033	0.003820	0.028858	0.073440	0.111026	0.127441	0.124943	0.111324	0.168716	0.186853	0.046976	0.011902	0.003240	0.001261	0.000167
1990s	2500-2999	5B	0.000101	0.008146	0.048499	0.103903	0.137949	0.142782	0.128425	0.106243	0.146980	0.139720	0.028874	0.006288	0.001513	0.000519	0.000057
1990s	2500-2999	6A	0.000094	0.007729	0.046774	0.101474	0.136035	0.141894	0.128449	0.106851	0.148818	0.143054	0.029996	0.006608	0.001605	0.000556	0.000062
1990s	2500-2999	6B	0.000081	0.006921	0.043288	0.096399	0.131885	0.139833	0.128323	0.108008	0.152612	0.150274	0.032508	0.007335	0.001817	0.000642	0.000074
1990s	2500-2999	7A	0.000094	0.007729	0.046774	0.101474	0.136035	0.141894	0.128449	0.106851	0.148818	0.143054	0.029996	0.006608	0.001605	0.000556	0.000062
1990s	2500-2999	7B	0.000081	0.006921	0.043288	0.096399	0.131885	0.139833	0.128323	0.108008	0.152612	0.150274	0.032508	0.007335	0.001817	0.000642	0.000074
1990s	3000-3999	1A	0.000001	0.000594	0.007987	0.029363	0.058086	0.082513	0.096632	0.100352	0.184066	0.281184	0.104343	0.035494	0.012225	0.006031	0.001128
1990s	3000-3999	2A	0.000001	0.000594	0.007987	0.029363	0.058086	0.082513	0.096632	0.100352	0.184066	0.281184	0.104343	0.035494	0.012225	0.006031	0.001128
1990s	3000-3999	2B	0.000273	0.017471	0.081564	0.143768	0.164124	0.150543	0.122461	0.092934	0.115772	0.092448	0.015144	0.002748	0.000568	0.000167	0.000015
1990s	3000-3999	3A	0.000024	0.003123	0.025163	0.066835	0.104273	0.122720	0.122860	0.111470	0.172791	0.198832	0.052469	0.013800	0.003872	0.001554	0.000215
1990s	3000-3999	3B	0.000273	0.017471	0.081564	0.143768	0.164124	0.150543	0.122461	0.092934	0.115772	0.092448	0.015144	0.002748	0.000568	0.000167	0.000015
1990s	3000-3999	3C	0.000154	0.011129	0.059961	0.118962	0.148961	0.147163	0.127343	0.101907	0.135382	0.120274	0.022730	0.004615	0.001048	0.000339	0.000034
1990s	3000-3999	4A	0.000010	0.001852	0.017615	0.052088	0.087904	0.110102	0.116104	0.110167	0.180534	0.228076	0.067491	0.019354	0.005819	0.002502	0.000383
1990s	3000-3999	4B	0.000225	0.015055	0.073788	0.135355	0.159419	0.149938	0.124538	0.096215	0.122474	0.101352	0.017422	0.003284	0.000701	0.000213	0.000020
1990s	3000-3999	4C	0.000023	0.003019	0.024590	0.065756	0.103121	0.121884	0.122467	0.111465	0.173459	0.200881	0.053410	0.014121	0.003978	0.001602	0.000223
1990s	3000-3999	5A	0.000094	0.007706	0.046657	0.101294	0.135870	0.141788	0.128409	0.106864	0.148932	0.143364	0.030130	0.006650	0.001618	0.000562	0.000063
1990s	3000-3999	5B	0.000225	0.015055	0.073788	0.135355	0.159419	0.149938	0.124538	0.096215	0.122474	0.101352	0.017422	0.003284	0.000701	0.000213	0.000020
1990s	3000-3999	6A	0.000216	0.014392	0.071463	0.132725	0.157859	0.149636	0.125093	0.097182	0.124540	0.104228	0.018194	0.003472	0.000749	0.000230	0.000022
1990s	3000-3999	6B	0.000190	0.013026	0.066746	0.127234	0.154455	0.148837	0.126142	0.099154	0.128882	0.110413	0.019883	0.003888	0.000856	0.000268	0.000026
1990s	3000-3999	7A	0.000216	0.014392	0.071463	0.132725	0.157859	0.149636	0.125093	0.097182	0.124540	0.104228	0.018194	0.003472	0.000749	0.000230	0.000022
1990s	3000-3999	7B	0.000190	0.013026	0.066746	0.127234	0.154455	0.148837	0.126142	0.099154	0.128882	0.110413	0.019883	0.003888	0.000856	0.000268	0.000026
1990s	4000+	1A	0.002255	0.098093	0.235651	0.232378	0.167854	0.106867	0.064401	0.037930	0.035182	0.017633	0.001548	0.000177	0.000025	0.000005	0.000001
1990s	4000+	2A	0.002255	0.098093	0.235651	0.232378	0.167854	0.106867	0.064401	0.037930	0.035182	0.017633	0.001548	0.000177	0.000025	0.000005	0.000001
