Dependency=Location	Option=60F	Option=62F	Option=65F	Option=67F	Option=68F	Option=70F	Option=72F	Option=75F	Option=76F	Option=78F	Option=80F
TX_Lufkin-Angelina.Co.AP.722446	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Midland.Intl.AP.722650	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Port.Arthur-Jefferson.Co.AP.722410	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_San.Angelo-Mathis.AP.722630	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_San.Antonio.Intl.AP.722530	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Victoria.Rgnl.AP.722550	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Waco.Rgnl.AP.722560	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
TX_Wichita.Falls.Muni.AP.723510	0.010590	0.000000	0.017368	0.003054	0.046371	0.125415	0.150488	0.230118	0.133430	0.204679	0.078488
UT_Cedar.City.Muni.AP.724755	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
UT_Salt.Lake.City.Intl.AP.725720	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
VA_Norfolk.Intl.AP.723080	0.013724	0.004274	0.032117	0.005418	0.089473	0.211886	0.214619	0.184143	0.080276	0.123200	0.040871
VA_Richmond.Intl.AP.724010	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
VA_Sterling-Washington.Dulles.Intl.AP.724030	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
VT_Burlington.Intl.AP.726170	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WA_Olympia.AP.727920	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
WA_Quillayute.State.AP.727970	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
WA_Seattle-Tacoma.Intl.AP.727930	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
WA_Spokane.Intl.AP.727850	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WA_Yakima.Air.Terminal-McAllister.Field.727810	0.009233	0.000890	0.041439	0.015522	0.094923	0.239954	0.249577	0.160391	0.080364	0.091149	0.016556
WI_Eau.Claire.County.AP.726435	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WI_La.Crosse.Muni.AP.726430	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WI_Madison-Dane.County.Rgnl.AP.726410	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WI_Milwaukee-Mitchell.Intl.AP.726400	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WV_Charleston-Yeager.AP.724140	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
WV_Elkins-Randolph.County.AP.724170	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
WV_Huntington-Tri.State.Walker.Long.Field.724250	0.015892	0.002573	0.042358	0.011085	0.102302	0.223460	0.226266	0.182194	0.086618	0.088374	0.018879
WY_Casper-Natrona.County.Intl.AP.725690	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WY_Cheyenne.Muni.AP.725640	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WY_Lander-Hunt.Field.725760	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
WY_Sheridan.County.AP.726660	0.000000	0.001825	0.029791	0.012595	0.100806	0.197458	0.296553	0.214603	0.062527	0.081144	0.002697
