Dependency=Location	Option=Yes	Option=No
GA_Augusta-Bush-Field.722180	0.404233	0.595767
GA_Columbus.Metro.AP.722255	0.404233	0.595767
GA_Macon-Middle.Georgia.Rgnl.AP.722170	0.450450	0.549550
GA_Savannah.Intl.AP.722070	0.450450	0.549550
IA_Des.Moines.Intl.AP.725460	0.376938	0.623062
IA_Mason.City.Muni.AP.725485	0.292406	0.707594
IA_Sioux.City-Sioux.Gateway.AP.725570	0.376938	0.623062
IA_Waterloo.Muni.AP.725480	0.376938	0.623062
ID_Boise.Air.Terminal.726810	0.376938	0.623062
ID_Pocatello.Muni.AP.725780	0.292406	0.707594
IL_Chicago-OHare.Intl.AP.725300	0.376938	0.623062
IL_Moline-Quad.City.Intl.AP.725440	0.376938	0.623062
IL_Peoria-Greater.Peoria.AP.725320	0.376938	0.623062
IL_Rockford-Greater.Rockford.AP.725430	0.376938	0.623062
IL_Springfield-Capital.AP.724390	0.376938	0.623062
IN_Evansville.Rgnl.AP.724320	0.391654	0.608346
IN_Fort.Wayne.Intl.AP.725330	0.376938	0.623062
IN_Indianapolis.Intl.AP.724380	0.376938	0.623062
IN_South.Bend-Michiana.Rgnl.AP.725350	0.376938	0.623062
KS_Dodge.City.Rgnl.AP.724510	0.391654	0.608346
KS_Goodland-Renner.Field.724650	0.376938	0.623062
KS_Topeka-Phillip.Billard.Muni.AP.724560	0.391654	0.608346
KS_Wichita-Mid.Continent.AP.724500	0.391654	0.608346
KY_Cincinnati-Northern.Kentucky.AP.724210	0.391654	0.608346
KY_Lexington-Bluegrass.AP.724220	0.391654	0.608346
KY_Louisville-Standiford.Field.724230	0.391654	0.608346
LA_Baton.Rouge-Ryan.AP.722317	0.450450	0.549550
LA_Lake.Charles.Rgnl.AP.722400	0.450450	0.549550
LA_New.Orleans.Intl.AP.722310	0.450450	0.549550
LA_Shreveport.Rgnl.AP.722480	0.450450	0.549550
MA_Boston-Logan.Intl.AP.725090	0.376938	0.623062
MA_Worcester.Rgnl.AP.725095	0.376938	0.623062
MD_Baltimore-Washington.Intl.AP.724060	0.391654	0.608346
ME_Caribou.Muni.AP.727120	0.292406	0.707594
ME_Portland.Intl.Jetport.726060	0.292406	0.707594
MI_Alpena.County.Rgnl.AP.726390	0.292406	0.707594
MI_Detroit.Metro.AP.725370	0.376938	0.623062
MI_Flint-Bishop.Intl.AP.726370	0.376938	0.623062
MI_Grand.Rapids-Kent.County.Intl.AP.726350	0.376938	0.623062
MI_Houghton-Lake.Roscommon.County.AP.726380	0.292406	0.707594
MI_Lansing-Capital.City.AP.725390	0.376938	0.623062
MI_Muskegon.County.AP.726360	0.292406	0.707594
MI_Sault.Ste.Marie-Sanderson.Field.727340	0.292406	0.707594
MI_Traverse.City-Cherry.Capital.AP.726387	0.292406	0.707594
MN_Duluth.Intl.AP.727450	0.292406	0.707594
MN_International.Falls.Intl.AP.727470	0.292406	0.707594
MN_Minneapolis-St.Paul.Intl.AP.726580	0.292406	0.707594
MN_Rochester.Intl.AP.726440	0.292406	0.707594
MN_St.Cloud.Muni.AP.726550	0.292406	0.707594
MO_Columbia.Rgnl.AP.724450	0.391654	0.608346
MO_Kansas.City.Intl.AP.724460	0.391654	0.608346
MO_Springfield.Rgnl.AP.724400	0.391654	0.608346
MO_St.Louis-Lambert.Intl.AP.724340	0.391654	0.608346
MS_Jackson.Intl.AP.722350	0.450450	0.549550
MS_Meridian-Key.Field.722340	0.450450	0.549550
MT_Billings-Logan.Intl.AP.726770	0.292406	0.707594
MT_Cut.Bank.Muni.AP.727796	0.292406	0.707594
MT_Glasgow.Intl.AP.727680	0.292406	0.707594
MT_Great.Falls.Intl.AP.727750	0.292406	0.707594
MT_Helena.Rgnl.AP.727720	0.292406	0.707594
MT_Kalispell-Glacier.Park.Intl.AP.727790	0.292406	0.707594
MT_Lewistown.Muni.AP.726776	0.292406	0.707594
MT_Miles.City.Muni.AP.742300	0.292406	0.707594
MT_Missoula.Intl.AP.727730	0.292406	0.707594
NC_Asheville.Rgnl.AP.723150	0.404233	0.595767
NC_Cape.Hatteras.723040	0.404233	0.595767
NC_Charlotte-Douglas.Intl.AP.723140	0.404233	0.595767
NC_Greensboro-Piedmont.Triad.Intl.AP.723170	0.404233	0.595767
NC_Raleigh-Durham.Intl.AP.723060	0.404233	0.595767
NC_Wilmington.Intl.AP.723013	0.404233	0.595767
ND_Bismarck.Muni.AP.727640	0.292406	0.707594
ND_Fargo-Hector.Intl.AP.727530	0.292406	0.707594
ND_Minot.Intl.AP.727676	0.292406	0.707594
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	0.292406	0.707594
NE_Norfolk-Karl.Stefan.Mem.AP.725560	0.292406	0.707594
NE_North.Platte.Rgnl.AP.725620	0.292406	0.707594
NE_Omaha-Eppley.Airfield.725500	0.292406	0.707594
NE_Scottsbluff-W.B.Heilig.Field.725660	0.292406	0.707594
NH_Concord.Muni.AP.726050	0.292406	0.707594
NJ_Atlantic.City.Intl.AP.724070	0.376938	0.623062
NJ_Newark.Intl.AP.725020	0.376938	0.623062
NM_Albuquerque.Intl.AP.723650	0.376938	0.623062
NM_Tucumcari.AP.723676	0.391654	0.608346
NV_Elko.Muni.AP.725825	0.292406	0.707594
NV_Ely-Yelland.Field.724860	0.292406	0.707594
NV_Las.Vegas-McCarran.Intl.AP.723860	0.450450	0.549550
NV_Reno-Tahoe.Intl.AP.724880	0.376938	0.623062
NV_Tonopah.AP.724855	0.376938	0.623062
NV_Winnemucca.Muni.AP.725830	0.376938	0.623062
NY_Albany.County.AP.725180	0.292406	0.707594
NY_Binghamton-Edwin.A.Link.Field.725150	0.292406	0.707594
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	0.376938	0.623062
NY_Massena.AP.726223	0.292406	0.707594
NY_New.York-J.F.Kennedy.Intl.AP.744860	0.391654	0.608346
NY_Rochester-Greater.Rochester.Intl.AP.725290	0.376938	0.623062
NY_Syracuse-Hancock.Intl.AP.725190	0.292406	0.707594
OH_Akron.Canton.Rgnl.AP.725210	0.376938	0.623062
OH_Cleveland-Hopkins.Intl.AP.725240	0.376938	0.623062
OH_Columbus-Port.Columbus.Intl.AP.724280	0.376938	0.623062
OH_Dayton.Intl.AP.724290	0.376938	0.623062
OH_Mansfield-Lahm.Muni.AP.725246	0.376938	0.623062
OH_Toledo.Express.AP.725360	0.376938	0.623062
OH_Youngstown.Rgnl.AP.725250	0.376938	0.623062
OK_Oklahoma.City-Will.Rogers.World.AP.723530	0.391654	0.608346
OK_Tulsa.Intl.AP.723560	0.404233	0.595767
OR_Astoria.Rgnl.AP.727910	0.391654	0.608346
OR_Burns.Muni.AP.726830	0.376938	0.623062
OR_Eugene-Mahlon.Sweet.AP.726930	0.391654	0.608346
OR_Medford-Rogue.Valley.Intl.AP.725970	0.391654	0.608346
OR_North.Bend.Muni.AP.726917	0.376938	0.623062
OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880	0.376938	0.623062
OR_Portland.Intl.AP.726980	0.391654	0.608346
OR_Redmond-Roberts.Field.726835	0.376938	0.623062
OR_Salem-McNary.Field.726940	0.391654	0.608346
PA_Allentown-Lehigh.Valley.Intl.AP.725170	0.376938	0.623062
PA_Bradford.Rgnl.AP.725266	0.376938	0.623062
PA_Erie.Intl.AP.725260	0.376938	0.623062
PA_Harrisburg-Capital.City.AP.725118	0.376938	0.623062
PA_Philadelphia.Intl.AP.724080	0.391654	0.608346
PA_Pittsburgh.Intl.AP.725200	0.376938	0.623062
PA_Wilkes-Barre-Scranton.Intl.AP.725130	0.292406	0.707594
PA_Williamsport.Rgnl.AP.725140	0.376938	0.623062
RI_Providence-T.F.Green.State.AP.725070	0.376938	0.623062
SC_Charleston.Intl.AP.722080	0.450450	0.549550
SC_Columbia.Metro.AP.723100	0.404233	0.595767
SC_Greer.Greenville-Spartanburg.AP.723120	0.404233	0.595767
SD_Huron.Rgnl.AP.726540	0.292406	0.707594
SD_Pierre.Muni.AP.726686	0.292406	0.707594
SD_Rapid.City.Rgnl.AP.726620	0.292406	0.707594
SD_Sioux.Falls-Foss.Field.726510	0.292406	0.707594
TN_Bristol-TriCities.Rgnl.AP.723183	0.404233	0.595767
TN_Chattanooga-Lovell.Field.AP.723240	0.404233	0.595767
TN_Knoxville-McGhee.Tyson.AP.723260	0.404233	0.595767
TN_Memphis.Intl.AP.723340	0.404233	0.595767
TN_Nashville.Intl.AP.723270	0.404233	0.595767
TX_Abilene.Rgnl.AP.722660	0.450450	0.549550
TX_Amarillo.Intl.AP.723630	0.404233	0.595767
TX_Austin-Mueller.Muni.AP.722540	0.450450	0.549550
TX_Brownsville-South.Padre.Island.AP.722500	0.450450	0.549550
TX_Corpus.Christi.Intl.AP.722510	0.450450	0.549550
TX_Dallas-Fort.Worth.Intl.AP.722590	0.450450	0.549550
TX_El.Paso.Intl.AP.722700	0.450450	0.549550
TX_Houston-Bush.Intercontinental.AP.722430	0.450450	0.549550
TX_Lubbock.Intl.AP.722670	0.404233	0.595767
TX_Lufkin-Angelina.Co.AP.722446	0.450450	0.549550
TX_Midland.Intl.AP.722650	0.450450	0.549550
TX_Port.Arthur-Jefferson.Co.AP.722410	0.450450	0.549550
TX_San.Angelo-Mathis.AP.722630	0.450450	0.549550
TX_San.Antonio.Intl.AP.722530	0.450450	0.549550
TX_Victoria.Rgnl.AP.722550	0.450450	0.549550
TX_Waco.Rgnl.AP.722560	0.450450	0.549550
TX_Wichita.Falls.Muni.AP.723510	0.450450	0.549550
UT_Cedar.City.Muni.AP.724755	0.376938	0.623062
UT_Salt.Lake.City.Intl.AP.725720	0.292406	0.707594
VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100	0.391654	0.608346
VA_Norfolk.Intl.AP.723080	0.404233	0.595767
VA_Richmond.Intl.AP.724010	0.391654	0.608346
VA_Roanoke.Rgnl.AP-Woodrum.Field.724110	0.391654	0.608346
VA_Sterling-Washington.Dulles.Intl.AP.724030	0.391654	0.608346
VT_Burlington.Intl.AP.726170	0.292406	0.707594
WA_Olympia.AP.727920	0.391654	0.608346
WA_Quillayute.State.AP.727970	0.376938	0.623062
WA_Seattle-Tacoma.Intl.AP.727930	0.391654	0.608346
WA_Spokane.Intl.AP.727850	0.292406	0.707594
WA_Yakima.Air.Terminal-McAllister.Field.727810	0.376938	0.623062
WI_Eau.Claire.County.AP.726435	0.292406	0.707594
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	0.292406	0.707594
WI_La.Crosse.Muni.AP.726430	0.292406	0.707594
WI_Madison-Dane.County.Rgnl.AP.726410	0.292406	0.707594
WI_Milwaukee-Mitchell.Intl.AP.726400	0.292406	0.707594
WV_Charleston-Yeager.AP.724140	0.391654	0.608346
WV_Elkins-Randolph.County.AP.724170	0.391654	0.608346
WV_Huntington-Tri.State.Walker.Long.Field.724250	0.391654	0.608346
WY_Casper-Natrona.County.Intl.AP.725690	0.292406	0.707594
WY_Cheyenne.Muni.AP.725640	0.292406	0.707594
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	0.292406	0.707594
WY_Lander-Hunt.Field.725760	0.292406	0.707594
WY_Sheridan.County.AP.726660	0.292406	0.707594
