Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	sample_count	sample_weight
AR, 00300	0.012386	0.016862	0.006288	0.021999	0.015365	0.003751	0.129347	0.017792	0.776211	3722.000000	63457.000000
AR, 00400	0.005689	0.015356	0.007991	0.021414	0.007457	0.003333	0.198063	0.008617	0.732080	3381.000000	54311.000000
AR, 00500	0.031585	0.029539	0.014251	0.055177	0.028462	0.014619	0.086407	0.012983	0.726976	3858.000000	73327.000000
AR, 00600	0.016422	0.053030	0.008009	0.051767	0.042470	0.004623	0.081706	0.013037	0.728936	2535.000000	39581.000000
AR, 00700	0.013151	0.062300	0.005544	0.038160	0.036370	0.002138	0.131784	0.010615	0.699938	2603.000000	40225.000000
AR, 00800	0.013795	0.029012	0.014103	0.030410	0.021972	0.008462	0.179189	0.008580	0.694477	2628.000000	42190.000000
AR, 00900	0.062260	0.030121	0.020599	0.037075	0.047374	0.024433	0.076957	0.016000	0.685181	3312.000000	79811.000000
AR, 01000	0.083228	0.026367	0.025058	0.033521	0.072649	0.057257	0.016304	0.016992	0.668624	3136.000000	75624.000000
AR, 01100	0.042987	0.039934	0.009541	0.027412	0.035641	0.010069	0.124424	0.013278	0.696713	3507.000000	70115.000000
AR, 01200	0.026989	0.011659	0.003301	0.009581	0.025719	0.006626	0.154223	0.003209	0.758692	1829.000000	43314.000000
AR, 01300	0.011110	0.030319	0.006822	0.041505	0.028794	0.005907	0.145133	0.005545	0.724865	3027.000000	52476.000000
AR, 01400	0.030402	0.045825	0.016691	0.038302	0.034339	0.018929	0.062529	0.021585	0.731398	3330.000000	74173.000000
AR, 01500	0.010527	0.023568	0.002776	0.019875	0.010501	0.001335	0.177621	0.006520	0.747277	2496.000000	38188.000000
AR, 01600	0.011334	0.016562	0.016562	0.033939	0.031479	0.021129	0.166436	0.014978	0.687581	3183.000000	65028.000000
AR, 01700	0.028900	0.019921	0.012205	0.017856	0.043221	0.017030	0.130387	0.008902	0.721577	2137.000000	38754.000000
AR, 01800	0.010246	0.029504	0.009692	0.026281	0.020718	0.001611	0.238798	0.007250	0.655901	2619.000000	39724.000000
AR, 01900	0.010332	0.013130	0.005792	0.028690	0.034286	0.005031	0.190276	0.004958	0.707505	2271.000000	40746.000000
AR, 02000	0.025004	0.032686	0.010080	0.023487	0.029946	0.004404	0.161301	0.004942	0.708152	2461.000000	40874.000000
AZ, 00100	0.028133	0.000000	0.013241	0.004212	0.010914	0.022642	0.009890	0.013962	0.897007	2078.000000	42974.000000
AZ, 00101	0.021330	0.002297	0.012191	0.014187	0.017256	0.014941	0.179649	0.031945	0.706203	3344.000000	59633.000000
AZ, 00102	0.060212	0.020155	0.031288	0.073474	0.043377	0.034120	0.060466	0.058455	0.618452	2914.000000	51202.000000
AZ, 00103	0.139078	0.026793	0.060006	0.084571	0.095230	0.083675	0.033698	0.047676	0.429274	2159.000000	41279.000000
AZ, 00104	0.066014	0.006113	0.024872	0.043514	0.063202	0.044606	0.198554	0.070198	0.482927	2225.000000	43021.000000
AZ, 00105	0.029454	0.002664	0.009466	0.014661	0.023533	0.023269	0.006230	0.025162	0.865562	2792.000000	45426.000000
AZ, 00106	0.060134	0.009966	0.014662	0.051485	0.086224	0.041998	0.024221	0.059344	0.651965	2207.000000	41740.000000
AZ, 00107	0.031346	0.001210	0.014352	0.016476	0.033841	0.031223	0.030531	0.022503	0.818516	2465.000000	40483.000000
AZ, 00108	0.099505	0.003448	0.018575	0.030546	0.069274	0.059489	0.019012	0.060339	0.639812	2055.000000	41184.000000
AZ, 00109	0.160019	0.012687	0.092837	0.071184	0.085300	0.116292	0.024579	0.069827	0.367275	1827.000000	42720.000000
AZ, 00110	0.066240	0.008622	0.046178	0.054483	0.068074	0.101144	0.011607	0.148372	0.495281	2837.000000	59964.000000
AZ, 00111	0.050682	0.009498	0.016045	0.043245	0.051490	0.063999	0.029989	0.073800	0.661251	2090.000000	49485.000000
AZ, 00112	0.020339	0.006112	0.020772	0.026905	0.030849	0.049845	0.020483	0.050609	0.774086	2380.000000	48430.000000
AZ, 00113	0.050016	0.003957	0.025834	0.030024	0.050668	0.069218	0.013592	0.046502	0.710189	2244.000000	42966.000000
AZ, 00114	0.070605	0.013593	0.040467	0.069844	0.056721	0.063048	0.087976	0.059672	0.538075	2135.000000	44728.000000
AZ, 00115	0.075650	0.011734	0.042975	0.068289	0.090324	0.067026	0.061682	0.041153	0.541166	1814.000000	41163.000000
AZ, 00116	0.110539	0.026658	0.074672	0.076571	0.094108	0.097200	0.013251	0.076660	0.430341	2456.000000	45278.000000
AZ, 00117	0.098430	0.019650	0.065506	0.064327	0.055863	0.121188	0.014998	0.062670	0.497368	2189.000000	44072.000000
AZ, 00118	0.077146	0.034430	0.084545	0.077519	0.079433	0.154385	0.025910	0.040102	0.426531	2318.000000	42841.000000
AZ, 00119	0.038683	0.021608	0.024502	0.036368	0.027203	0.029294	0.041352	0.034696	0.746294	1586.000000	31099.000000
AZ, 00120	0.088191	0.005232	0.019432	0.022073	0.046861	0.038889	0.017838	0.034953	0.726532	2060.000000	40140.000000
AZ, 00121	0.031545	0.012972	0.004272	0.016697	0.026413	0.012139	0.046470	0.011826	0.837666	1796.000000	38390.000000
AZ, 00122	0.082717	0.008621	0.050852	0.046908	0.085544	0.051550	0.031411	0.020173	0.622225	1469.000000	28652.000000
AZ, 00123	0.057264	0.014278	0.017505	0.028860	0.077052	0.031874	0.007002	0.030078	0.736087	1615.000000	32848.000000
AZ, 00124	0.098852	0.023918	0.027677	0.060474	0.093299	0.054053	0.086676	0.034589	0.520462	1859.000000	34577.000000
AZ, 00125	0.088154	0.013237	0.033732	0.046663	0.050000	0.051390	0.014016	0.034677	0.668131	1592.000000	35960.000000
AZ, 00126	0.050053	0.004621	0.025319	0.030223	0.064763	0.055586	0.021306	0.023106	0.725022	2417.000000	46091.000000
AZ, 00127	0.032477	0.009377	0.011538	0.024769	0.041438	0.038074	0.054595	0.063924	0.723807	2141.000000	40736.000000
AZ, 00128	0.053622	0.002316	0.012839	0.025344	0.040731	0.021613	0.037000	0.031777	0.774759	1889.000000	38865.000000
AZ, 00129	0.044894	0.001111	0.014828	0.008404	0.033060	0.027989	0.032119	0.019319	0.818276	2060.000000	41409.000000
AZ, 00130	0.012584	0.007775	0.016325	0.016360	0.024410	0.052216	0.043959	0.136789	0.689583	2996.000000	58009.000000
AZ, 00131	0.015524	0.002073	0.010438	0.007425	0.012173	0.014174	0.016946	0.013355	0.907892	2126.000000	41484.000000
AZ, 00132	0.007608	0.003081	0.002679	0.014386	0.015136	0.039594	0.027351	0.016770	0.873396	1752.000000	37329.000000
AZ, 00133	0.042674	0.005415	0.015033	0.025525	0.045240	0.055281	0.023833	0.014159	0.772839	1897.000000	35455.000000
AZ, 00134	0.005112	0.005087	0.006992	0.012054	0.010726	0.001253	0.108864	0.016164	0.833747	2206.000000	39903.000000
AZ, 00201	0.023866	0.004267	0.014562	0.005753	0.008423	0.018966	0.232107	0.051448	0.640608	1993.000000	36328.000000
AZ, 00202	0.032031	0.010494	0.017708	0.018597	0.025431	0.022828	0.180785	0.038759	0.653366	2191.000000	47266.000000
AZ, 00203	0.049631	0.005882	0.015365	0.013106	0.037932	0.047969	0.050420	0.049610	0.730086	2651.000000	46926.000000
AZ, 00204	0.053811	0.004967	0.026237	0.037254	0.050988	0.055149	0.008724	0.083381	0.679488	2733.000000	47109.000000
AZ, 00205	0.003287	0.003452	0.001447	0.014820	0.002129	0.010872	0.110916	0.065152	0.787925	2490.000000	48379.000000
AZ, 00206	0.100208	0.037598	0.061272	0.047368	0.066641	0.112096	0.035645	0.110368	0.428804	2288.000000	48619.000000
AZ, 00207	0.069645	0.059858	0.080806	0.064668	0.037701	0.066493	0.137867	0.085261	0.397701	2052.000000	42200.000000
AZ, 00208	0.048558	0.030111	0.033703	0.021693	0.033128	0.044162	0.141018	0.074072	0.573555	1910.000000	34804.000000
AZ, 00209	0.076290	0.013923	0.054072	0.023092	0.032068	0.047527	0.036972	0.083390	0.632665	2375.000000	46900.000000
AZ, 00300	0.006824	0.020025	0.004648	0.026421	0.015210	0.003105	0.220092	0.019746	0.683928	5603.000000	53782.000000
AZ, 00400	0.052786	0.020068	0.015277	0.033685	0.059469	0.023893	0.136904	0.060498	0.597420	3013.000000	47588.000000
AZ, 00500	0.009773	0.028926	0.009296	0.032297	0.017224	0.016769	0.197545	0.031460	0.656710	4023.000000	94343.000000
AZ, 00600	0.012557	0.022740	0.009569	0.025264	0.016214	0.014013	0.272557	0.015502	0.611586	4421.000000	92700.000000
AZ, 00700	0.026357	0.012809	0.008093	0.033961	0.037589	0.012195	0.245500	0.035887	0.587610	3713.000000	71670.000000
AZ, 00800	0.004459	0.007947	0.008146	0.025658	0.017562	0.005231	0.234786	0.009342	0.686869	2447.000000	40143.000000
AZ, 00803	0.008367	0.002304	0.003268	0.017011	0.008072	0.003229	0.226807	0.012915	0.718026	2072.000000	50792.000000
AZ, 00805	0.008404	0.014065	0.005025	0.014151	0.012967	0.001704	0.121065	0.017530	0.805089	1586.000000	34626.000000
AZ, 00807	0.015521	0.011647	0.006199	0.015818	0.009504	0.016410	0.146234	0.018097	0.760570	2412.000000	43875.000000
AZ, 00900	0.021459	0.014986	0.014399	0.029879	0.020332	0.023947	0.157060	0.027361	0.690577	3497.000000	64727.000000
CA, 00101	0.089120	0.088040	0.081165	0.091563	0.095939	0.072565	0.001610	0.037466	0.442531	3340.000000	52794.000000
CA, 00102	0.103225	0.076783	0.142246	0.126618	0.091782	0.205972	0.006303	0.047402	0.199669	4109.000000	73141.000000
CA, 00103	0.048765	0.047335	0.065455	0.067573	0.049290	0.030411	0.002118	0.037760	0.651292	3172.000000	55244.000000
CA, 00104	0.037762	0.070074	0.045088	0.130331	0.071060	0.032829	0.004933	0.063981	0.543941	2080.000000	40543.000000
CA, 00105	0.044433	0.043066	0.079095	0.071544	0.061772	0.074372	0.011419	0.093357	0.520943	3089.000000	64366.000000
CA, 00106	0.040209	0.022909	0.056214	0.046927	0.035976	0.070822	0.018985	0.099751	0.608206	2365.000000	48671.000000
CA, 00107	0.053175	0.018302	0.060744	0.052341	0.049925	0.094077	0.047915	0.088304	0.535215	2527.000000	46770.000000
CA, 00108	0.023608	0.005754	0.017072	0.032274	0.030522	0.076837	0.025289	0.163407	0.625237	2545.000000	42232.000000
CA, 00109	0.031930	0.003558	0.036786	0.024234	0.035381	0.145052	0.010735	0.122406	0.589919	3451.000000	65487.000000
CA, 00110	0.033688	0.008356	0.028163	0.033437	0.035179	0.081132	0.012541	0.104308	0.663196	4072.000000	79821.000000
CA, 00300	0.010130	0.014921	0.013747	0.028254	0.019085	0.007367	0.133795	0.023209	0.749493	4038.000000	74928.000000
CA, 00701	0.041299	0.035993	0.030842	0.097743	0.055117	0.046119	0.061551	0.046937	0.584400	2355.000000	45231.000000
CA, 00702	0.006180	0.012116	0.006742	0.020275	0.013191	0.014339	0.201505	0.027652	0.697999	2320.000000	40937.000000
CA, 01100	0.008905	0.019066	0.009100	0.026280	0.042486	0.009880	0.155906	0.021037	0.707340	2721.000000	46156.000000
CA, 01301	0.038175	0.044024	0.036777	0.132305	0.063073	0.032093	0.013510	0.090429	0.549614	1806.000000	38638.000000
CA, 01302	0.048314	0.017800	0.039503	0.029198	0.036358	0.030782	0.007138	0.069995	0.720914	2579.000000	44832.000000
CA, 01303	0.044151	0.021562	0.059132	0.058914	0.057096	0.077235	0.023775	0.086385	0.571750	2225.000000	50599.000000
CA, 01304	0.041856	0.018087	0.048403	0.063403	0.047243	0.078187	0.001651	0.066077	0.635093	2491.000000	50865.000000
CA, 01305	0.029128	0.004907	0.024784	0.029083	0.030839	0.050806	0.000833	0.118382	0.711237	2193.000000	44424.000000
CA, 01306	0.046356	0.013691	0.034433	0.040470	0.048555	0.079884	0.019146	0.100906	0.616559	2067.000000	46380.000000
CA, 01307	0.039257	0.012525	0.016347	0.038608	0.038199	0.033920	0.038776	0.058993	0.723376	1900.000000	41598.000000
CA, 01308	0.023145	0.012770	0.023658	0.041445	0.034176	0.040390	0.018984	0.041160	0.764273	1450.000000	35083.000000
CA, 01309	0.006052	0.006670	0.009468	0.005864	0.014874	0.020011	0.030017	0.039942	0.867102	1542.000000	37179.000000
CA, 01500	0.014001	0.023408	0.009627	0.022249	0.015958	0.014460	0.146098	0.017536	0.736663	3974.000000	50069.000000
CA, 01700	0.015598	0.010766	0.014497	0.028186	0.020739	0.015055	0.059280	0.023824	0.812056	3359.000000	68084.000000
CA, 01901	0.018128	0.026669	0.009459	0.084139	0.034497	0.006910	0.067566	0.024910	0.727722	2132.000000	39221.000000
CA, 01902	0.026748	0.020139	0.015023	0.071329	0.069984	0.064735	0.020538	0.030948	0.680556	2989.000000	67630.000000
CA, 01903	0.052783	0.037477	0.028700	0.117381	0.127616	0.033772	0.017615	0.026270	0.558387	1556.000000	32927.000000
CA, 01904	0.032227	0.048481	0.015223	0.111717	0.074541	0.031327	0.035452	0.029921	0.621110	2596.000000	53340.000000
CA, 01905	0.035955	0.044450	0.020941	0.094169	0.097626	0.018933	0.022686	0.017253	0.647987	1570.000000	30371.000000
CA, 01906	0.012196	0.026999	0.016340	0.078338	0.050245	0.028041	0.023663	0.017330	0.746847	2157.000000	38372.000000
CA, 01907	0.011585	0.016365	0.007782	0.064058	0.040612	0.008983	0.075743	0.019468	0.755405	1917.000000	39964.000000
CA, 02300	0.016733	0.036189	0.012008	0.073342	0.040989	0.007616	0.079365	0.039191	0.694567	3092.000000	53966.000000
CA, 02500	0.025577	0.024272	0.017545	0.056398	0.064473	0.023984	0.071111	0.033520	0.683121	2127.000000	45197.000000
CA, 02901	0.011724	0.029428	0.011332	0.041290	0.021841	0.020978	0.074738	0.016371	0.772297	2414.000000	51005.000000
CA, 02902	0.021663	0.016157	0.009061	0.073776	0.055856	0.029005	0.013426	0.027054	0.754003	3006.000000	69196.000000
CA, 02903	0.016216	0.068581	0.019325	0.086808	0.048261	0.023429	0.038446	0.024628	0.674307	2220.000000	49212.000000
CA, 02904	0.020313	0.019667	0.009969	0.059952	0.052297	0.022423	0.069718	0.015618	0.730044	1219.000000	29390.000000
CA, 02905	0.009790	0.045792	0.009654	0.054223	0.029264	0.009337	0.138027	0.028841	0.675072	2694.000000	66190.000000
CA, 03100	0.024274	0.031784	0.014900	0.067322	0.050344	0.018584	0.042197	0.040686	0.709911	2079.000000	42349.000000
CA, 03300	0.015337	0.026360	0.016692	0.026624	0.027037	0.005503	0.163595	0.022922	0.695930	2904.000000	60509.000000
CA, 03701	0.010974	0.002689	0.007873	0.015505	0.013203	0.019550	0.047313	0.040360	0.842531	2407.000000	41278.000000
CA, 03702	0.044506	0.006477	0.027024	0.048153	0.079421	0.071828	0.045559	0.115186	0.561846	3637.000000	63610.000000
CA, 03703	0.030370	0.006043	0.022015	0.044244	0.059128	0.044108	0.073273	0.017818	0.703002	2554.000000	51465.000000
CA, 03704	0.028791	0.007172	0.015452	0.015870	0.037280	0.027307	0.046585	0.013235	0.808309	2477.000000	47827.000000
CA, 03705	0.031499	0.004776	0.095303	0.011217	0.025074	0.141836	0.032777	0.065352	0.592167	3413.000000	59463.000000
CA, 03706	0.025983	0.003281	0.066744	0.005858	0.017549	0.084731	0.031817	0.064776	0.699261	2484.000000	41142.000000
CA, 03707	0.025811	0.008622	0.032968	0.025585	0.028967	0.056891	0.032545	0.063879	0.724732	2126.000000	35489.000000
CA, 03708	0.059807	0.011362	0.085773	0.025454	0.037718	0.070584	0.012069	0.055053	0.642180	2413.000000	41015.000000
CA, 03709	0.035009	0.023526	0.021919	0.028375	0.021026	0.013856	0.000383	0.033631	0.822276	2070.000000	39190.000000
CA, 03710	0.030698	0.009609	0.041503	0.033393	0.042611	0.051569	0.018023	0.096528	0.676066	2922.000000	45997.000000
CA, 03711	0.027710	0.010480	0.020498	0.031618	0.030375	0.049967	0.062863	0.093877	0.672611	2981.000000	56297.000000
CA, 03712	0.040630	0.012121	0.042280	0.064873	0.045055	0.051888	0.034688	0.067778	0.640688	2204.000000	38198.000000
CA, 03713	0.021837	0.003689	0.023667	0.027386	0.033025	0.073760	0.022287	0.064941	0.729408	1985.000000	33338.000000
CA, 03714	0.021979	0.009190	0.005765	0.040124	0.035383	0.045129	0.024964	0.101993	0.715473	2059.000000	34169.000000
CA, 03715	0.016810	0.009023	0.029480	0.030623	0.019190	0.097216	0.022156	0.084206	0.691295	2129.000000	32361.000000
CA, 03716	0.007073	0.012566	0.022010	0.020192	0.019639	0.041530	0.017940	0.052397	0.806654	1652.000000	25307.000000
CA, 03717	0.051627	0.018531	0.069566	0.036054	0.060708	0.020273	0.007866	0.079063	0.656311	3453.000000	62545.000000
CA, 03718	0.098398	0.035858	0.110094	0.065446	0.075799	0.130376	0.003218	0.056362	0.424450	2959.000000	54381.000000
CA, 03719	0.136734	0.026813	0.152076	0.069853	0.156015	0.088235	0.000691	0.030904	0.338678	3464.000000	72352.000000
CA, 03720	0.110625	0.035048	0.087107	0.064237	0.119685	0.093614	0.001423	0.036931	0.451331	2266.000000	47792.000000
CA, 03721	0.150450	0.016894	0.186391	0.071058	0.142341	0.127152	0.001255	0.039181	0.265278	2746.000000	53393.000000
CA, 03722	0.142562	0.007353	0.208437	0.031989	0.107529	0.146838	0.002994	0.036497	0.315800	3063.000000	60114.000000
CA, 03723	0.072823	0.006653	0.235584	0.012467	0.035117	0.174745	0.008887	0.055328	0.398395	2485.000000	39383.000000
CA, 03724	0.047778	0.002591	0.142532	0.011346	0.023758	0.183653	0.006329	0.051287	0.530726	3071.000000	60990.000000
CA, 03725	0.049431	0.006312	0.125254	0.006153	0.023738	0.186260	0.000890	0.041497	0.560465	3351.000000	62896.000000
CA, 03726	0.026888	0.005833	0.016347	0.041299	0.029843	0.020427	0.048074	0.113174	0.698114	1871.000000	38233.000000
CA, 03727	0.116141	0.005241	0.165821	0.019063	0.091231	0.097162	0.000268	0.023276	0.481796	3591.000000	70974.000000
CA, 03728	0.172621	0.028312	0.136305	0.116208	0.207428	0.090437	0.001738	0.047740	0.199213	2266.000000	52346.000000
CA, 03729	0.184214	0.015013	0.170802	0.044924	0.188262	0.146436	0.000972	0.029649	0.219728	4312.000000	87458.000000
CA, 03730	0.139453	0.076406	0.136165	0.101085	0.164037	0.128902	0.001637	0.032246	0.220069	3647.000000	72691.000000
CA, 03731	0.178977	0.038693	0.197626	0.049419	0.141862	0.136809	0.002216	0.020160	0.234238	2390.000000	59572.000000
CA, 03732	0.179440	0.030335	0.229219	0.067505	0.131353	0.171946	0.002455	0.038539	0.149208	3946.000000	77402.000000
CA, 03733	0.157128	0.013572	0.348815	0.058757	0.079294	0.284687	0.001438	0.018065	0.038243	2441.000000	44505.000000
CA, 03734	0.106085	0.047481	0.213718	0.080114	0.087431	0.182327	0.003498	0.060914	0.218432	4279.000000	74893.000000
CA, 03735	0.065938	0.046701	0.083461	0.052489	0.065178	0.042983	0.003007	0.073407	0.566835	4008.000000	61861.000000
CA, 03736	0.092307	0.034420	0.075469	0.073403	0.136286	0.044964	0.002042	0.101242	0.439867	2337.000000	41633.000000
CA, 03737	0.032208	0.017115	0.039858	0.048856	0.064027	0.031663	0.007235	0.110290	0.648747	2347.000000	38562.000000
CA, 03738	0.051307	0.025084	0.043160	0.043130	0.040385	0.038079	0.059016	0.111170	0.588670	1989.000000	34245.000000
CA, 03739	0.032647	0.016834	0.027408	0.039311	0.053795	0.035151	0.021399	0.052409	0.721046	3085.000000	51919.000000
CA, 03740	0.035121	0.021178	0.055875	0.068227	0.043232	0.075781	0.024068	0.063535	0.612983	2095.000000	37727.000000
CA, 03741	0.058217	0.039347	0.046757	0.071572	0.080447	0.024556	0.034206	0.130392	0.514504	2156.000000	34818.000000
CA, 03742	0.049203	0.056286	0.028428	0.084651	0.070896	0.030705	0.008095	0.136637	0.535100	1938.000000	31624.000000
CA, 03743	0.017073	0.085172	0.007506	0.093000	0.053957	0.016042	0.003801	0.086686	0.636762	1758.000000	31043.000000
CA, 03744	0.046961	0.026560	0.098730	0.050946	0.053185	0.435626	0.003277	0.069553	0.215162	3203.000000	60731.000000
CA, 03745	0.047942	0.069246	0.035647	0.122558	0.078184	0.034305	0.006324	0.163752	0.442042	1702.000000	28305.000000
CA, 03746	0.130481	0.050959	0.129192	0.125134	0.090532	0.069204	0.001258	0.154797	0.248443	1986.000000	31790.000000
CA, 03747	0.113035	0.055100	0.071200	0.138702	0.130511	0.033527	0.002404	0.078015	0.377506	2914.000000	60309.000000
CA, 03748	0.070927	0.031462	0.083458	0.059693	0.089478	0.229252	0.004748	0.059461	0.371522	3533.000000	81718.000000
CA, 03749	0.114673	0.037241	0.081313	0.106140	0.155954	0.051303	0.001435	0.052392	0.399548	1910.000000	37620.000000
CA, 03750	0.058695	0.061371	0.033447	0.086543	0.082892	0.038321	0.004128	0.115728	0.518874	2643.000000	52321.000000
CA, 03751	0.034292	0.046696	0.020102	0.078334	0.076495	0.035475	0.006675	0.151675	0.550256	2145.000000	38055.000000
CA, 03752	0.034314	0.043565	0.025138	0.113082	0.088191	0.018748	0.010040	0.082813	0.584108	2288.000000	40537.000000
CA, 03753	0.088897	0.017674	0.098864	0.023989	0.049896	0.081499	0.009038	0.041508	0.588634	1524.000000	32307.000000
CA, 03754	0.038194	0.007078	0.028943	0.018301	0.024216	0.080610	0.016456	0.035970	0.750234	2351.000000	39561.000000
CA, 03755	0.033709	0.007120	0.031725	0.022998	0.030811	0.070222	0.017642	0.038057	0.747716	1850.000000	31742.000000
CA, 03756	0.074674	0.021184	0.096330	0.043489	0.061338	0.110669	0.086269	0.080398	0.425651	1822.000000	33894.000000
CA, 03757	0.022523	0.023489	0.016218	0.045376	0.039402	0.033479	0.050231	0.068255	0.701027	2154.000000	39338.000000
CA, 03758	0.073108	0.036248	0.077427	0.079359	0.086794	0.044354	0.026506	0.077545	0.498659	2597.000000	50706.000000
CA, 03759	0.079477	0.036939	0.134420	0.095313	0.096602	0.114276	0.004830	0.069653	0.368489	1699.000000	36438.000000
CA, 03760	0.048420	0.047790	0.053967	0.085325	0.093865	0.055664	0.007035	0.109386	0.498548	2772.000000	57146.000000
CA, 03761	0.043034	0.011655	0.099708	0.051487	0.032681	0.141695	0.018721	0.077572	0.523449	2413.000000	46847.000000
CA, 03762	0.021004	0.008971	0.029944	0.025811	0.033006	0.036649	0.104283	0.078105	0.662227	1747.000000	32661.000000
CA, 03763	0.067812	0.038272	0.057093	0.061019	0.079004	0.093740	0.032405	0.052918	0.517737	2308.000000	44314.000000
CA, 03764	0.028044	0.011930	0.022230	0.021727	0.021184	0.048565	0.012835	0.043636	0.789849	2943.000000	49707.000000
