Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Region
AL, 00302	Single-Family Detached	2030s	0.838283	0.000000	0.161717	0.000000	0.000000	0.000000	South
AL, 00400	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 00400	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 00400	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 00400	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 00400	Single-Family Detached	2030s	0.848875	0.000000	0.064823	0.003215	0.070740	0.012347	South
AL, 00500	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 00500	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 00500	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 00500	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 00500	Single-Family Detached	2030s	0.869971	0.000000	0.103212	0.000000	0.026108	0.000709	South
AL, 00600	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 00600	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 00600	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 00600	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 00600	Single-Family Detached	2030s	0.857519	0.000000	0.104395	0.000000	0.028401	0.009686	South
AL, 00700	Mobile Home	2030s	0.906231	0.000000	0.000000	0.043573	0.000000	0.050196	South
AL, 00700	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 00700	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 00700	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 00700	Single-Family Detached	2030s	0.825831	0.000000	0.068133	0.000000	0.026854	0.079181	South
AL, 00800	Mobile Home	2030s	0.698383	0.000000	0.000000	0.000000	0.136170	0.165447	South
AL, 00800	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 00800	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 00800	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 00800	Single-Family Detached	2030s	0.753487	0.000000	0.203960	0.012651	0.014851	0.015049	South
AL, 00900	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 00900	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 00900	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 00900	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 00900	Single-Family Detached	2030s	0.864627	0.000000	0.090744	0.000000	0.000000	0.044628	South
AL, 01000	Mobile Home	2030s	0.891826	0.000000	0.000000	0.043478	0.000000	0.064696	South
AL, 01000	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01000	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 01000	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01000	Single-Family Detached	2030s	0.826400	0.000000	0.026443	0.000000	0.020986	0.126170	South
AL, 01100	Mobile Home	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01100	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01100	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 01100	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01100	Single-Family Detached	2030s	0.808675	0.000000	0.097590	0.000000	0.021084	0.072651	South
AL, 01200	Mobile Home	2030s	0.798041	0.000000	0.000000	0.175510	0.000000	0.026449	South
AL, 01200	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01200	Multi-Family with 5+ Units	2030s	0.897522	0.000000	0.078308	0.024169	0.000000	0.000000	South
AL, 01200	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01200	Single-Family Detached	2030s	0.653747	0.000000	0.342359	0.000000	0.000000	0.003893	South
AL, 01301	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 01301	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01301	Multi-Family with 5+ Units	2030s	0.562857	0.000000	0.437143	0.000000	0.000000	0.000000	South
AL, 01301	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01301	Single-Family Detached	2030s	0.812858	0.000000	0.157235	0.005423	0.007789	0.016696	South
AL, 01302	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 01302	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01302	Multi-Family with 5+ Units	2030s	0.761339	0.000000	0.238661	0.000000	0.000000	0.000000	South
AL, 01302	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01302	Single-Family Detached	2030s	0.812858	0.000000	0.157235	0.005423	0.007789	0.016696	South
AL, 01303	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 01303	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01303	Multi-Family with 5+ Units	2030s	0.921000	0.000000	0.079000	0.000000	0.000000	0.000000	South
AL, 01303	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01303	Single-Family Detached	2030s	0.482964	0.000000	0.517036	0.000000	0.000000	0.000000	South
AL, 01304	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 01304	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01304	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 01304	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01304	Single-Family Detached	2030s	0.710496	0.000000	0.260932	0.015038	0.000000	0.013534	South
AL, 01305	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 01305	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01305	Multi-Family with 5+ Units	2030s	0.940135	0.000000	0.059865	0.000000	0.000000	0.000000	South
AL, 01305	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01305	Single-Family Detached	2030s	0.441076	0.000000	0.548802	0.000000	0.000000	0.010122	South
AL, 01400	Mobile Home	2030s	0.961335	0.000000	0.000000	0.000000	0.000000	0.038665	South
AL, 01400	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01400	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 01400	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01400	Single-Family Detached	2030s	0.830080	0.000000	0.084480	0.000000	0.000000	0.085440	South
AL, 01500	Mobile Home	2030s	0.922302	0.000000	0.077698	0.000000	0.000000	0.000000	South
AL, 01500	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01500	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 01500	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01500	Single-Family Detached	2030s	0.704645	0.000000	0.227870	0.000000	0.012034	0.055452	South
AL, 01600	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 01600	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01600	Multi-Family with 5+ Units	2030s	0.948535	0.000000	0.040764	0.000000	0.000000	0.010701	South
AL, 01600	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01600	Single-Family Detached	2030s	0.766644	0.000000	0.233356	0.000000	0.000000	0.000000	South
AL, 01700	Mobile Home	2030s	0.884221	0.000000	0.075980	0.000000	0.000000	0.039799	South
AL, 01700	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01700	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 01700	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01700	Single-Family Detached	2030s	0.932059	0.000000	0.000000	0.000000	0.067941	0.000000	South
AL, 01800	Mobile Home	2030s	0.992908	0.000000	0.000000	0.007092	0.000000	0.000000	South
AL, 01800	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 01800	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 01800	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01800	Single-Family Detached	2030s	0.904320	0.000000	0.011520	0.043200	0.006400	0.034560	South
AL, 01900	Mobile Home	2030s	0.963821	0.000000	0.000000	0.003899	0.000000	0.032280	South
AL, 01900	Multi-Family with 2 - 4 Units	2030s	0.985113	0.000000	0.014887	0.000000	0.000000	0.000000	South
AL, 01900	Multi-Family with 5+ Units	2030s	0.974574	0.000000	0.025426	0.000000	0.000000	0.000000	South
AL, 01900	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 01900	Single-Family Detached	2030s	0.917909	0.000000	0.077707	0.004384	0.000000	0.000000	South
AL, 02000	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 02000	Multi-Family with 2 - 4 Units	2030s	0.739403	0.000000	0.260597	0.000000	0.000000	0.000000	South
AL, 02000	Multi-Family with 5+ Units	2030s	0.917377	0.000000	0.057541	0.000000	0.000000	0.025082	South
AL, 02000	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 02000	Single-Family Detached	2030s	0.718561	0.000000	0.281439	0.000000	0.000000	0.000000	South
AL, 02100	Mobile Home	2030s	0.996874	0.000000	0.000000	0.000000	0.000000	0.003126	South
AL, 02100	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 02100	Multi-Family with 5+ Units	2030s	0.937500	0.000000	0.000000	0.000000	0.062500	0.000000	South
AL, 02100	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 02100	Single-Family Detached	2030s	0.753160	0.000000	0.202180	0.005134	0.000000	0.039526	South
AL, 02200	Mobile Home	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02200	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 02200	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 02200	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 02200	Single-Family Detached	2030s	0.860231	0.000000	0.034198	0.000000	0.066752	0.038819	South
AL, 02300	Mobile Home	2030s	0.891282	0.000000	0.000000	0.000000	0.000000	0.108718	South
AL, 02300	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 02300	Multi-Family with 5+ Units	2030s	0.943293	0.000000	0.048432	0.003938	0.002626	0.001711	South
AL, 02300	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 02300	Single-Family Detached	2030s	0.824448	0.000000	0.111177	0.010110	0.000000	0.054265	South
AL, 02400	Mobile Home	2030s	0.879934	0.000000	0.000000	0.041391	0.000000	0.078676	South
AL, 02400	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 02400	Multi-Family with 5+ Units	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02400	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 02400	Single-Family Detached	2030s	0.897697	0.000000	0.065734	0.000000	0.013225	0.023345	South
AL, 02500	Mobile Home	2030s	0.935280	0.000000	0.000000	0.000000	0.012165	0.052555	South
AL, 02500	Multi-Family with 2 - 4 Units	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02500	Multi-Family with 5+ Units	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02500	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 02500	Single-Family Detached	2030s	0.932760	0.000000	0.065774	0.001466	0.000000	0.000000	South
AL, 02600	Mobile Home	2030s	0.988269	0.000000	0.000000	0.000000	0.000000	0.011731	South
AL, 02600	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 02600	Multi-Family with 5+ Units	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02600	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 02600	Single-Family Detached	2030s	0.924859	0.000000	0.059361	0.012831	0.000000	0.002948	South
AL, 02701	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 02701	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 02701	Multi-Family with 5+ Units	2030s	0.954563	0.000000	0.045437	0.000000	0.000000	0.000000	South
AL, 02701	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 02701	Single-Family Detached	2030s	0.812858	0.000000	0.157235	0.005423	0.007789	0.016696	South
AL, 02702	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 02702	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 02702	Multi-Family with 5+ Units	2030s	0.949499	0.000000	0.050501	0.000000	0.000000	0.000000	South
AL, 02702	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 02702	Single-Family Detached	2030s	0.856000	0.000000	0.144000	0.000000	0.000000	0.000000	South
AL, 02703	Mobile Home	2030s	0.938924	0.000000	0.008023	0.014440	0.005458	0.033155	South
AL, 02703	Multi-Family with 2 - 4 Units	2030s	0.894461	0.000000	0.088405	0.000000	0.000000	0.017134	South
AL, 02703	Multi-Family with 5+ Units	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02703	Single-Family Attached	2030s	0.879378	0.000000	0.114751	0.000000	0.000000	0.005871	South
AL, 02703	Single-Family Detached	2030s	0.886699	0.000000	0.107031	0.000000	0.006271	0.000000	South
AR, 00100	Mobile Home	2030s	0.914306	0.000000	0.030090	0.000000	0.024440	0.031164	South
AR, 00100	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 00100	Multi-Family with 5+ Units	2030s	0.945077	0.000000	0.016514	0.015291	0.000000	0.023119	South
AR, 00100	Single-Family Attached	2030s	0.869731	0.000000	0.130269	0.000000	0.000000	0.000000	South
AR, 00100	Single-Family Detached	2030s	0.512172	0.000000	0.449598	0.000000	0.019082	0.019148	South
AR, 00200	Mobile Home	2030s	0.914306	0.000000	0.030090	0.000000	0.024440	0.031164	South
AR, 00200	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 00200	Multi-Family with 5+ Units	2030s	0.985231	0.000000	0.014769	0.000000	0.000000	0.000000	South
AR, 00200	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 00200	Single-Family Detached	2030s	0.521533	0.000000	0.399714	0.000000	0.051934	0.026819	South
AR, 00300	Mobile Home	2030s	0.859751	0.000000	0.044814	0.000000	0.095436	0.000000	South
AR, 00300	Multi-Family with 2 - 4 Units	2030s	0.934546	0.000000	0.065454	0.000000	0.000000	0.000000	South
AR, 00300	Multi-Family with 5+ Units	2030s	0.975386	0.000000	0.019840	0.003242	0.000000	0.001531	South
AR, 00300	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 00300	Single-Family Detached	2030s	0.714134	0.000000	0.077400	0.036667	0.050000	0.121800	South
AR, 00400	Mobile Home	2030s	0.970089	0.000000	0.017092	0.000000	0.000000	0.012819	South
AR, 00400	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 00400	Multi-Family with 5+ Units	2030s	0.975386	0.000000	0.019840	0.003242	0.000000	0.001531	South
AR, 00400	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 00400	Single-Family Detached	2030s	0.721963	0.000000	0.133577	0.000000	0.092346	0.052113	South
AR, 00500	Mobile Home	2030s	0.914306	0.000000	0.030090	0.000000	0.024440	0.031164	South
AR, 00500	Multi-Family with 2 - 4 Units	2030s	0.938384	0.000000	0.053249	0.000000	0.000000	0.008368	South
AR, 00500	Multi-Family with 5+ Units	2030s	0.970707	0.000000	0.029293	0.000000	0.000000	0.000000	South
AR, 00500	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 00500	Single-Family Detached	2030s	0.877805	0.000000	0.089110	0.000000	0.006819	0.026266	South
AR, 00600	Mobile Home	2030s	0.914306	0.000000	0.030090	0.000000	0.024440	0.031164	South
AR, 00600	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 00600	Multi-Family with 5+ Units	2030s	0.975386	0.000000	0.019840	0.003242	0.000000	0.001531	South
AR, 00600	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 00600	Single-Family Detached	2030s	0.658558	0.000000	0.207567	0.009009	0.000000	0.124865	South
AR, 00700	Mobile Home	2030s	0.965091	0.000000	0.034909	0.000000	0.000000	0.000000	South
AR, 00700	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 00700	Multi-Family with 5+ Units	2030s	0.975386	0.000000	0.019840	0.003242	0.000000	0.001531	South
AR, 00700	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 00700	Single-Family Detached	2030s	0.756171	0.000000	0.192766	0.000000	0.000000	0.051064	South
AR, 00800	Mobile Home	2030s	0.924569	0.000000	0.038793	0.000000	0.036638	0.000000	South
AR, 00800	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 00800	Multi-Family with 5+ Units	2030s	0.975386	0.000000	0.019840	0.003242	0.000000	0.001531	South
AR, 00800	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 00800	Single-Family Detached	2030s	0.837001	0.000000	0.146648	0.000000	0.005658	0.010693	South
AR, 00900	Mobile Home	2030s	0.944109	0.000000	0.055891	0.000000	0.000000	0.000000	South
AR, 00900	Multi-Family with 2 - 4 Units	2030s	0.910234	0.000000	0.089766	0.000000	0.000000	0.000000	South
AR, 00900	Multi-Family with 5+ Units	2030s	0.977771	0.000000	0.022229	0.000000	0.000000	0.000000	South
AR, 00900	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 00900	Single-Family Detached	2030s	0.648691	0.000000	0.319542	0.004848	0.006611	0.020308	South
AR, 01000	Mobile Home	2030s	0.914306	0.000000	0.030090	0.000000	0.024440	0.031164	South
AR, 01000	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 01000	Multi-Family with 5+ Units	2030s	0.970777	0.000000	0.029223	0.000000	0.000000	0.000000	South
AR, 01000	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 01000	Single-Family Detached	2030s	0.550938	0.000000	0.449062	0.000000	0.000000	0.000000	South
AR, 01100	Mobile Home	2030s	0.920221	0.000000	0.029917	0.000000	0.049861	0.000000	South
AR, 01100	Multi-Family with 2 - 4 Units	2030s	0.930467	0.000000	0.069533	0.000000	0.000000	0.000000	South
AR, 01100	Multi-Family with 5+ Units	2030s	0.963122	0.000000	0.036878	0.000000	0.000000	0.000000	South
AR, 01100	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 01100	Single-Family Detached	2030s	0.787600	0.000000	0.192748	0.000000	0.007664	0.011987	South
AR, 01200	Mobile Home	2030s	0.886614	0.000000	0.070866	0.000000	0.000000	0.042520	South
AR, 01200	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 01200	Multi-Family with 5+ Units	2030s	0.975386	0.000000	0.019840	0.003242	0.000000	0.001531	South
AR, 01200	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 01200	Single-Family Detached	2030s	0.840650	0.000000	0.131821	0.000000	0.009619	0.017911	South
AR, 01300	Mobile Home	2030s	0.869894	0.000000	0.000000	0.000000	0.083039	0.047067	South
AR, 01300	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 01300	Multi-Family with 5+ Units	2030s	0.975386	0.000000	0.019840	0.003242	0.000000	0.001531	South
AR, 01300	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 01300	Single-Family Detached	2030s	0.913163	0.000000	0.043914	0.000000	0.027480	0.015443	South
AR, 01400	Mobile Home	2030s	0.914306	0.000000	0.030090	0.000000	0.024440	0.031164	South
AR, 01400	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 01400	Multi-Family with 5+ Units	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01400	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 01400	Single-Family Detached	2030s	0.712545	0.000000	0.212526	0.030274	0.020814	0.023841	South
AR, 01500	Mobile Home	2030s	0.918103	0.000000	0.000000	0.000000	0.007905	0.073992	South
AR, 01500	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 01500	Multi-Family with 5+ Units	2030s	0.975386	0.000000	0.019840	0.003242	0.000000	0.001531	South
AR, 01500	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 01500	Single-Family Detached	2030s	0.786785	0.000000	0.018133	0.000000	0.148148	0.046933	South
AR, 01600	Mobile Home	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01600	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 01600	Multi-Family with 5+ Units	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01600	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
AR, 01600	Single-Family Detached	2030s	0.829236	0.000000	0.080195	0.034959	0.014634	0.040976	South
AR, 01700	Mobile Home	2030s	0.947500	0.000000	0.007500	0.000000	0.000000	0.045000	South
AR, 01700	Multi-Family with 2 - 4 Units	2030s	0.919556	0.000000	0.073738	0.003262	0.000000	0.003444	South
AR, 01700	Multi-Family with 5+ Units	2030s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01700	Single-Family Attached	2030s	0.781476	0.000000	0.156095	0.036322	0.026107	0.000000	South
