Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
TX, 04613	Multi-Family with 5+ Units	2020s	0.926892	0.000000	0.073108	0.000000	0.000000	0.000000
TX, 04613	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04613	Single-Family Detached	2020s	0.264237	0.002889	0.732874	0.000000	0.000000	0.000000
TX, 04614	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04614	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04614	Multi-Family with 5+ Units	2020s	0.836638	0.000000	0.163362	0.000000	0.000000	0.000000
TX, 04614	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04614	Single-Family Detached	2020s	0.539936	0.000061	0.420181	0.002399	0.004678	0.032745
TX, 04615	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04615	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04615	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 04615	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04615	Single-Family Detached	2020s	0.320755	0.000000	0.659839	0.000000	0.000000	0.019407
TX, 04616	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04616	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04616	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 04616	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04616	Single-Family Detached	2020s	0.226383	0.000000	0.773617	0.000000	0.000000	0.000000
TX, 04617	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04617	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04617	Multi-Family with 5+ Units	2020s	0.955973	0.000000	0.044027	0.000000	0.000000	0.000000
TX, 04617	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04617	Single-Family Detached	2020s	0.383333	0.001088	0.615578	0.000000	0.000000	0.000000
TX, 04618	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04618	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04618	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 04618	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04618	Single-Family Detached	2020s	0.539936	0.000061	0.420181	0.002399	0.004678	0.032745
TX, 04619	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04619	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04619	Multi-Family with 5+ Units	2020s	0.733991	0.000000	0.266009	0.000000	0.000000	0.000000
TX, 04619	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04619	Single-Family Detached	2020s	0.445536	0.000000	0.531505	0.000000	0.000000	0.022959
TX, 04620	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04620	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04620	Multi-Family with 5+ Units	2020s	0.921489	0.000000	0.045958	0.000000	0.000000	0.032553
TX, 04620	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04620	Single-Family Detached	2020s	0.320849	0.000000	0.663707	0.000000	0.015444	0.000000
TX, 04621	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04621	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04621	Multi-Family with 5+ Units	2020s	0.933203	0.000000	0.066797	0.000000	0.000000	0.000000
TX, 04621	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04621	Single-Family Detached	2020s	0.378161	0.000000	0.558621	0.037356	0.000000	0.025862
TX, 04622	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04622	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04622	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04622	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04622	Single-Family Detached	2020s	0.443231	0.000000	0.556769	0.000000	0.000000	0.000000
TX, 04623	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04623	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04623	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04623	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04623	Single-Family Detached	2020s	0.492481	0.000000	0.496240	0.000000	0.000000	0.011278
TX, 04624	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04624	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04624	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 04624	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04624	Single-Family Detached	2020s	0.397356	0.000841	0.504447	0.000000	0.000000	0.097356
TX, 04625	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04625	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04625	Multi-Family with 5+ Units	2020s	0.965167	0.000000	0.000000	0.034833	0.000000	0.000000
TX, 04625	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04625	Single-Family Detached	2020s	0.322261	0.000000	0.644363	0.000000	0.020266	0.013109
TX, 04626	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04626	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04626	Multi-Family with 5+ Units	2020s	0.954519	0.000000	0.017333	0.028148	0.000000	0.000000
TX, 04626	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04626	Single-Family Detached	2020s	0.402415	0.000000	0.545546	0.040799	0.000000	0.011241
TX, 04627	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04627	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04627	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04627	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04627	Single-Family Detached	2020s	0.365721	0.000755	0.628674	0.000000	0.000000	0.004851
TX, 04628	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04628	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04628	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04628	Single-Family Attached	2020s	0.308745	0.000000	0.691255	0.000000	0.000000	0.000000
TX, 04628	Single-Family Detached	2020s	0.415464	0.000000	0.584537	0.000000	0.000000	0.000000
TX, 04629	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04629	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04629	Multi-Family with 5+ Units	2020s	0.962880	0.000000	0.037120	0.000000	0.000000	0.000000
TX, 04629	Single-Family Attached	2020s	0.323000	0.000000	0.589500	0.087500	0.000000	0.000000
TX, 04629	Single-Family Detached	2020s	0.299894	0.000000	0.674283	0.000000	0.000000	0.025824
TX, 04630	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04630	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04630	Multi-Family with 5+ Units	2020s	0.940053	0.000000	0.059947	0.000000	0.000000	0.000000
TX, 04630	Single-Family Attached	2020s	0.469581	0.000000	0.530419	0.000000	0.000000	0.000000
TX, 04630	Single-Family Detached	2020s	0.263754	0.000000	0.728582	0.002656	0.000000	0.005008
TX, 04631	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04631	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04631	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04631	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04631	Single-Family Detached	2020s	0.333686	0.000000	0.645849	0.000000	0.000000	0.020465
TX, 04632	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04632	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04632	Multi-Family with 5+ Units	2020s	0.896000	0.000000	0.104000	0.000000	0.000000	0.000000
TX, 04632	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04632	Single-Family Detached	2020s	0.311653	0.000000	0.676734	0.000000	0.002364	0.009248
TX, 04633	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04633	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04633	Multi-Family with 5+ Units	2020s	0.954645	0.000000	0.045355	0.000000	0.000000	0.000000
TX, 04633	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04633	Single-Family Detached	2020s	0.253553	0.000000	0.746447	0.000000	0.000000	0.000000
TX, 04634	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04634	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04634	Multi-Family with 5+ Units	2020s	0.964824	0.000000	0.035176	0.000000	0.000000	0.000000
TX, 04634	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04634	Single-Family Detached	2020s	0.325000	0.000000	0.602660	0.000000	0.000000	0.072340
TX, 04635	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04635	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04635	Multi-Family with 5+ Units	2020s	0.954136	0.000000	0.022235	0.000000	0.023631	0.000000
TX, 04635	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04635	Single-Family Detached	2020s	0.449180	0.000000	0.550820	0.000000	0.000000	0.000000
TX, 04636	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04636	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04636	Multi-Family with 5+ Units	2020s	0.788156	0.000000	0.148827	0.000000	0.036872	0.026145
TX, 04636	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04636	Single-Family Detached	2020s	0.305511	0.000000	0.694489	0.000000	0.000000	0.000000
TX, 04637	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04637	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04637	Multi-Family with 5+ Units	2020s	0.984681	0.000000	0.015319	0.000000	0.000000	0.000000
TX, 04637	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04637	Single-Family Detached	2020s	0.475790	0.000000	0.524210	0.000000	0.000000	0.000000
TX, 04638	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04638	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04638	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04638	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04638	Single-Family Detached	2020s	0.539936	0.000061	0.420181	0.002399	0.004678	0.032745
TX, 04701	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04701	Multi-Family with 2 - 4 Units	2020s	0.961972	0.000000	0.038029	0.000000	0.000000	0.000000
TX, 04701	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04701	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04701	Single-Family Detached	2020s	0.679932	0.000000	0.264818	0.000000	0.000000	0.055250
TX, 04702	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04702	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04702	Multi-Family with 5+ Units	2020s	0.628528	0.000000	0.371472	0.000000	0.000000	0.000000
TX, 04702	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04702	Single-Family Detached	2020s	0.263934	0.000000	0.731353	0.000000	0.000000	0.004713
TX, 04801	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04801	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04801	Multi-Family with 5+ Units	2020s	0.968642	0.000000	0.031358	0.000000	0.000000	0.000000
TX, 04801	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04801	Single-Family Detached	2020s	0.306308	0.000000	0.658386	0.005379	0.000000	0.029927
TX, 04802	Mobile Home	2020s	0.951404	0.000000	0.000000	0.000000	0.000000	0.048596
TX, 04802	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04802	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04802	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04802	Single-Family Detached	2020s	0.399091	0.000000	0.555435	0.006496	0.000000	0.038978
TX, 04803	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04803	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04803	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 04803	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04803	Single-Family Detached	2020s	0.559696	0.000000	0.341706	0.000000	0.018692	0.079907
TX, 04901	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04901	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04901	Multi-Family with 5+ Units	2020s	0.926230	0.000000	0.073770	0.000000	0.000000	0.000000
TX, 04901	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04901	Single-Family Detached	2020s	0.241237	0.000000	0.746907	0.007216	0.000000	0.004640
TX, 04902	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04902	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04902	Multi-Family with 5+ Units	2020s	0.897042	0.000000	0.102958	0.000000	0.000000	0.000000
TX, 04902	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04902	Single-Family Detached	2020s	0.308213	0.000000	0.682657	0.000000	0.000000	0.009130
TX, 04903	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04903	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04903	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 04903	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04903	Single-Family Detached	2020s	0.417288	0.000000	0.568983	0.000000	0.000000	0.013729
TX, 04904	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04904	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04904	Multi-Family with 5+ Units	2020s	0.982236	0.000000	0.000000	0.017764	0.000000	0.000000
TX, 04904	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 04904	Single-Family Detached	2020s	0.215790	0.000000	0.758371	0.000000	0.000000	0.025839
TX, 04905	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 04905	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 04905	Multi-Family with 5+ Units	2020s	0.850198	0.000000	0.130185	0.000000	0.000000	0.019617
TX, 04905	Single-Family Attached	2020s	0.362952	0.000000	0.637048	0.000000	0.000000	0.000000
TX, 04905	Single-Family Detached	2020s	0.311627	0.000121	0.668149	0.002470	0.000000	0.017632
TX, 05000	Mobile Home	2020s	0.889768	0.000000	0.065930	0.024419	0.000000	0.019884
TX, 05000	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 05000	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 05000	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 05000	Single-Family Detached	2020s	0.578571	0.000000	0.192064	0.000000	0.000000	0.229365
TX, 05100	Mobile Home	2020s	0.901110	0.000000	0.059926	0.023428	0.000000	0.015537
TX, 05100	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 05100	Multi-Family with 5+ Units	2020s	0.923484	0.000086	0.066166	0.005525	0.001427	0.003313
TX, 05100	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 05100	Single-Family Detached	2020s	0.820776	0.000000	0.041270	0.009524	0.014462	0.113968
TX, 05201	Mobile Home	2020s	0.846511	0.000000	0.034884	0.000000	0.000000	0.118605
TX, 05201	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 05201	Multi-Family with 5+ Units	2020s	0.816358	0.000000	0.183642	0.000000	0.000000	0.000000
TX, 05201	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 05201	Single-Family Detached	2020s	0.508178	0.000000	0.413200	0.004937	0.010517	0.063168
TX, 05202	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 05202	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 05202	Multi-Family with 5+ Units	2020s	0.981557	0.000000	0.000000	0.018443	0.000000	0.000000
TX, 05202	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 05202	Single-Family Detached	2020s	0.361601	0.000000	0.617209	0.000000	0.000000	0.021191
TX, 05203	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 05203	Multi-Family with 2 - 4 Units	2020s	0.831361	0.008876	0.159764	0.000000	0.000000	0.000000
TX, 05203	Multi-Family with 5+ Units	2020s	0.888114	0.000000	0.111886	0.000000	0.000000	0.000000
TX, 05203	Single-Family Attached	2020s	0.524432	0.000000	0.444886	0.000000	0.000000	0.030682
TX, 05203	Single-Family Detached	2020s	0.327860	0.000000	0.660697	0.000000	0.000000	0.011442
TX, 05204	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 05204	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 05204	Multi-Family with 5+ Units	2020s	0.875096	0.000000	0.106862	0.000000	0.000000	0.018041
TX, 05204	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 05204	Single-Family Detached	2020s	0.562592	0.000000	0.395154	0.000000	0.004589	0.037665
TX, 05301	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 05301	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 05301	Multi-Family with 5+ Units	2020s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
TX, 05301	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 05301	Single-Family Detached	2020s	0.654997	0.000000	0.337246	0.000000	0.000000	0.007757
TX, 05302	Mobile Home	2020s	0.896215	0.000196	0.034219	0.009753	0.004933	0.054684
TX, 05302	Multi-Family with 2 - 4 Units	2020s	0.843845	0.000252	0.143012	0.007674	0.001589	0.003628
TX, 05302	Multi-Family with 5+ Units	2020s	0.870221	0.000000	0.085714	0.000000	0.000000	0.044064
TX, 05302	Single-Family Attached	2020s	0.605691	0.000000	0.359623	0.005112	0.005297	0.024278
TX, 05302	Single-Family Detached	2020s	0.539936	0.000061	0.420181	0.002399	0.004678	0.032745
