upgrade,building_america_climate_zone,living_space_delta,building_id
1,Mixed-Dry,"[-1, 1) degF",3397
1,Mixed-Dry,"[1, 3) degF",490
1,Mixed-Dry,"[3, 5) degF",184
1,Mixed-Dry,5+ degF,96
1,Mixed-Humid,<-5 degF,2
1,Mixed-Humid,"[-5, -3) degF",2
1,Mixed-Humid,"[-3, -1) degF",36
1,Mixed-Humid,"[-1, 1) degF",154637
1,Mixed-Humid,"[1, 3) degF",6469
1,Mixed-Humid,"[3, 5) degF",2089
1,Mixed-Humid,5+ degF,1200
1,Very Cold,<-5 degF,1
1,Very Cold,"[-5, -3) degF",0
1,Very Cold,"[-3, -1) degF",0
1,Very Cold,"[-1, 1) degF",3937
1,Very Cold,"[1, 3) degF",249
1,Very Cold,"[3, 5) degF",106
1,Very Cold,5+ degF,40
2,Cold,<-5 degF,7
2,Cold,"[-5, -3) degF",7
2,Cold,"[-3, -1) degF",49
2,Cold,"[-1, 1) degF",164111
2,Cold,"[1, 3) degF",7336
2,Cold,"[3, 5) degF",3733
2,Cold,5+ degF,2786
2,Hot-Dry,<-5 degF,0
2,Hot-Dry,"[-5, -3) degF",0
2,Hot-Dry,"[-3, -1) degF",7
2,Hot-Dry,"[-1, 1) degF",41993
2,Hot-Dry,"[1, 3) degF",11984
2,Hot-Dry,"[3, 5) degF",4261
2,Hot-Dry,5+ degF,1546
2,Hot-Humid,<-5 degF,0
2,Hot-Humid,"[-5, -3) degF",1
2,Hot-Humid,"[-3, -1) degF",10
2,Hot-Humid,"[-1, 1) degF",86320
2,Hot-Humid,"[1, 3) degF",8688
2,Hot-Humid,"[3, 5) degF",1259
2,Hot-Humid,5+ degF,374
2,Marine,<-5 degF,0
2,Marine,"[-5, -3) degF",0
2,Marine,"[-3, -1) degF",5
2,Marine,"[-1, 1) degF",17462
2,Marine,"[1, 3) degF",6373
2,Marine,"[3, 5) degF",3312
2,Marine,5+ degF,1150
2,Mixed-Dry,<-5 degF,0
2,Mixed-Dry,"[-5, -3) degF",0
2,Mixed-Dry,"[-3, -1) degF",1
2,Mixed-Dry,"[-1, 1) degF",3341
2,Mixed-Dry,"[1, 3) degF",517
2,Mixed-Dry,"[3, 5) degF",199
2,Mixed-Dry,5+ degF,123
2,Mixed-Humid,<-5 degF,2
2,Mixed-Humid,"[-5, -3) degF",3
2,Mixed-Humid,"[-3, -1) degF",46
2,Mixed-Humid,"[-1, 1) degF",154769
2,Mixed-Humid,"[1, 3) degF",6603
2,Mixed-Humid,"[3, 5) degF",2370
2,Mixed-Humid,5+ degF,1552
2,Very Cold,<-5 degF,1
2,Very Cold,"[-5, -3) degF",0
2,Very Cold,"[-3, -1) degF",0
2,Very Cold,"[-1, 1) degF",3994
2,Very Cold,"[1, 3) degF",249
2,Very Cold,"[3, 5) degF",171
2,Very Cold,5+ degF,82
3,Cold,<-5 degF,1032
3,Cold,"[-5, -3) degF",1765
3,Cold,"[-3, -1) degF",4084
3,Cold,"[-1, 1) degF",168030
3,Cold,"[1, 3) degF",2179
3,Cold,"[3, 5) degF",707
3,Cold,5+ degF,6633
3,Hot-Dry,<-5 degF,2185
3,Hot-Dry,"[-5, -3) degF",1497
3,Hot-Dry,"[-3, -1) degF",2560
3,Hot-Dry,"[-1, 1) degF",53604
3,Hot-Dry,"[1, 3) degF",785
3,Hot-Dry,"[3, 5) degF",363
3,Hot-Dry,5+ degF,427
3,Hot-Humid,<-5 degF,139
3,Hot-Humid,"[-5, -3) degF",159
3,Hot-Humid,"[-3, -1) degF",441
3,Hot-Humid,"[-1, 1) degF",96002
3,Hot-Humid,"[1, 3) degF",431
3,Hot-Humid,"[3, 5) degF",150
3,Hot-Humid,5+ degF,352
3,Marine,<-5 degF,1706
3,Marine,"[-5, -3) degF",1842
3,Marine,"[-3, -1) degF",3061
3,Marine,"[-1, 1) degF",21132
3,Marine,"[1, 3) degF",275
3,Marine,"[3, 5) degF",136
3,Marine,5+ degF,680
3,Mixed-Dry,<-5 degF,54
3,Mixed-Dry,"[-5, -3) degF",57
3,Mixed-Dry,"[-3, -1) degF",117
3,Mixed-Dry,"[-1, 1) degF",3726
3,Mixed-Dry,"[1, 3) degF",52
3,Mixed-Dry,"[3, 5) degF",31
3,Mixed-Dry,5+ degF,188
3,Mixed-Humid,<-5 degF,202
3,Mixed-Humid,"[-5, -3) degF",558
3,Mixed-Humid,"[-3, -1) degF",1272
3,Mixed-Humid,"[-1, 1) degF",160293
3,Mixed-Humid,"[1, 3) degF",1109
3,Mixed-Humid,"[3, 5) degF",213
3,Mixed-Humid,5+ degF,3045
3,Very Cold,<-5 degF,178
3,Very Cold,"[-5, -3) degF",111
3,Very Cold,"[-3, -1) degF",239
3,Very Cold,"[-1, 1) degF",4016
3,Very Cold,"[1, 3) degF",54
3,Very Cold,"[3, 5) degF",12
3,Very Cold,5+ degF,376
4,Cold,<-5 degF,716
4,Cold,"[-5, -3) degF",1568
4,Cold,"[-3, -1) degF",3686
4,Cold,"[-1, 1) degF",169061
4,Cold,"[1, 3) degF",1986
4,Cold,"[3, 5) degF",707
4,Cold,5+ degF,6706
4,Hot-Dry,<-5 degF,2186
4,Hot-Dry,"[-5, -3) degF",1493
4,Hot-Dry,"[-3, -1) degF",2586
4,Hot-Dry,"[-1, 1) degF",53578
4,Hot-Dry,"[1, 3) degF",787
4,Hot-Dry,"[3, 5) degF",363
4,Hot-Dry,5+ degF,428
4,Hot-Humid,<-5 degF,140
4,Hot-Humid,"[-5, -3) degF",155
4,Hot-Humid,"[-3, -1) degF",453
4,Hot-Humid,"[-1, 1) degF",95979
4,Hot-Humid,"[1, 3) degF",445
4,Hot-Humid,"[3, 5) degF",147
4,Hot-Humid,5+ degF,355
4,Marine,<-5 degF,1701
4,Marine,"[-5, -3) degF",1838
4,Marine,"[-3, -1) degF",3007
4,Marine,"[-1, 1) degF",21196
4,Marine,"[1, 3) degF",272
4,Marine,"[3, 5) degF",137
4,Marine,5+ degF,681
4,Mixed-Dry,<-5 degF,53
4,Mixed-Dry,"[-5, -3) degF",59
4,Mixed-Dry,"[-3, -1) degF",120
4,Mixed-Dry,"[-1, 1) degF",3722
4,Mixed-Dry,"[1, 3) degF",53
4,Mixed-Dry,"[3, 5) degF",29
4,Mixed-Dry,5+ degF,189
4,Mixed-Humid,<-5 degF,194
4,Mixed-Humid,"[-5, -3) degF",554
4,Mixed-Humid,"[-3, -1) degF",1272
4,Mixed-Humid,"[-1, 1) degF",160322
4,Mixed-Humid,"[1, 3) degF",1069
4,Mixed-Humid,"[3, 5) degF",214
4,Mixed-Humid,5+ degF,3067
4,Very Cold,<-5 degF,88
4,Very Cold,"[-5, -3) degF",86
4,Very Cold,"[-3, -1) degF",189
4,Very Cold,"[-1, 1) degF",4190
4,Very Cold,"[1, 3) degF",43
4,Very Cold,"[3, 5) degF",12
4,Very Cold,5+ degF,378
5,Cold,<-5 degF,1032
5,Cold,"[-5, -3) degF",1862
5,Cold,"[-3, -1) degF",4520
5,Cold,"[-1, 1) degF",167453
5,Cold,"[1, 3) degF",1616
5,Cold,"[3, 5) degF",315
5,Cold,5+ degF,143
5,Hot-Dry,<-5 degF,2098
5,Hot-Dry,"[-5, -3) degF",1456
5,Hot-Dry,"[-3, -1) degF",2502
5,Hot-Dry,"[-1, 1) degF",52536
5,Hot-Dry,"[1, 3) degF",489
5,Hot-Dry,"[3, 5) degF",101
5,Hot-Dry,5+ degF,51
5,Hot-Humid,<-5 degF,155
5,Hot-Humid,"[-5, -3) degF",186
5,Hot-Humid,"[-3, -1) degF",485
5,Hot-Humid,"[-1, 1) degF",95237
5,Hot-Humid,"[1, 3) degF",372
5,Hot-Humid,"[3, 5) degF",76
5,Hot-Humid,5+ degF,49
5,Marine,<-5 degF,1691
5,Marine,"[-5, -3) degF",1831
5,Marine,"[-3, -1) degF",3027
5,Marine,"[-1, 1) degF",20860
5,Marine,"[1, 3) degF",126
5,Marine,"[3, 5) degF",18
5,Marine,5+ degF,9
5,Mixed-Dry,<-5 degF,53
5,Mixed-Dry,"[-5, -3) degF",58
5,Mixed-Dry,"[-3, -1) degF",123
5,Mixed-Dry,"[-1, 1) degF",3631
5,Mixed-Dry,"[1, 3) degF",29
5,Mixed-Dry,"[3, 5) degF",0
5,Mixed-Dry,5+ degF,3
5,Mixed-Humid,<-5 degF,221
5,Mixed-Humid,"[-5, -3) degF",564
5,Mixed-Humid,"[-3, -1) degF",1386
5,Mixed-Humid,"[-1, 1) degF",160185
5,Mixed-Humid,"[1, 3) degF",960
5,Mixed-Humid,"[3, 5) degF",118
5,Mixed-Humid,5+ degF,45
5,Very Cold,<-5 degF,180
5,Very Cold,"[-5, -3) degF",106
5,Very Cold,"[-3, -1) degF",231
5,Very Cold,"[-1, 1) degF",3929
5,Very Cold,"[1, 3) degF",35
5,Very Cold,"[3, 5) degF",2
5,Very Cold,5+ degF,1
6,Cold,<-5 degF,221
6,Cold,"[-5, -3) degF",594
6,Cold,"[-3, -1) degF",3585
6,Cold,"[-1, 1) degF",178670
6,Cold,"[1, 3) degF",491
6,Cold,"[3, 5) degF",17
6,Cold,5+ degF,0
6,Hot-Dry,<-5 degF,885
6,Hot-Dry,"[-5, -3) degF",1805
6,Hot-Dry,"[-3, -1) degF",5359
6,Hot-Dry,"[-1, 1) degF",53080
6,Hot-Dry,"[1, 3) degF",12
6,Hot-Dry,"[3, 5) degF",0
6,Hot-Dry,5+ degF,0
6,Hot-Humid,<-5 degF,55
6,Hot-Humid,"[-5, -3) degF",392
6,Hot-Humid,"[-3, -1) degF",2151
6,Hot-Humid,"[-1, 1) degF",93948
6,Hot-Humid,"[1, 3) degF",194
6,Hot-Humid,"[3, 5) degF",7
6,Hot-Humid,5+ degF,1
6,Marine,<-5 degF,712
6,Marine,"[-5, -3) degF",1037
6,Marine,"[-3, -1) degF",3123
6,Marine,"[-1, 1) degF",23810
6,Marine,"[1, 3) degF",10
6,Marine,"[3, 5) degF",0
6,Marine,5+ degF,0
6,Mixed-Dry,<-5 degF,27
6,Mixed-Dry,"[-5, -3) degF",61
6,Mixed-Dry,"[-3, -1) degF",246
6,Mixed-Dry,"[-1, 1) degF",3855
6,Mixed-Dry,"[1, 3) degF",3
6,Mixed-Dry,"[3, 5) degF",0
6,Mixed-Dry,5+ degF,0
6,Mixed-Humid,<-5 degF,83
6,Mixed-Humid,"[-5, -3) degF",330
6,Mixed-Humid,"[-3, -1) degF",2205
6,Mixed-Humid,"[-1, 1) degF",163145
6,Mixed-Humid,"[1, 3) degF",242
6,Mixed-Humid,"[3, 5) degF",5
6,Mixed-Humid,5+ degF,0
6,Very Cold,<-5 degF,6
6,Very Cold,"[-5, -3) degF",9
6,Very Cold,"[-3, -1) degF",80
6,Very Cold,"[-1, 1) degF",4855
6,Very Cold,"[1, 3) degF",20
6,Very Cold,"[3, 5) degF",0
6,Very Cold,5+ degF,0
7,Cold,<-5 degF,823
7,Cold,"[-5, -3) degF",1470
7,Cold,"[-3, -1) degF",3768
7,Cold,"[-1, 1) degF",147257
7,Cold,"[1, 3) degF",1964
7,Cold,"[3, 5) degF",644
7,Cold,5+ degF,6592
7,Hot-Dry,<-5 degF,1961
7,Hot-Dry,"[-5, -3) degF",2093
7,Hot-Dry,"[-3, -1) degF",4929
7,Hot-Dry,"[-1, 1) degF",44035
7,Hot-Dry,"[1, 3) degF",543
7,Hot-Dry,"[3, 5) degF",306
7,Hot-Dry,5+ degF,409
7,Hot-Humid,<-5 degF,30
7,Hot-Humid,"[-5, -3) degF",73
7,Hot-Humid,"[-3, -1) degF",396
7,Hot-Humid,"[-1, 1) degF",40134
7,Hot-Humid,"[1, 3) degF",471
7,Hot-Humid,"[3, 5) degF",94
7,Hot-Humid,5+ degF,319
7,Marine,<-5 degF,1450
7,Marine,"[-5, -3) degF",1634
7,Marine,"[-3, -1) degF",3168
7,Marine,"[-1, 1) degF",14242
7,Marine,"[1, 3) degF",200
7,Marine,"[3, 5) degF",126
7,Marine,5+ degF,673
7,Mixed-Dry,<-5 degF,50
7,Mixed-Dry,"[-5, -3) degF",67
7,Mixed-Dry,"[-3, -1) degF",182
7,Mixed-Dry,"[-1, 1) degF",3057
7,Mixed-Dry,"[1, 3) degF",50
7,Mixed-Dry,"[3, 5) degF",32
7,Mixed-Dry,5+ degF,185
7,Mixed-Humid,<-5 degF,143
7,Mixed-Humid,"[-5, -3) degF",418
7,Mixed-Humid,"[-3, -1) degF",1216
7,Mixed-Humid,"[-1, 1) degF",106902
7,Mixed-Humid,"[1, 3) degF",1021
7,Mixed-Humid,"[3, 5) degF",163
7,Mixed-Humid,5+ degF,3023
7,Very Cold,<-5 degF,136
7,Very Cold,"[-5, -3) degF",98
7,Very Cold,"[-3, -1) degF",185
7,Very Cold,"[-1, 1) degF",3413
7,Very Cold,"[1, 3) degF",47
7,Very Cold,"[3, 5) degF",12
7,Very Cold,5+ degF,375
8,Cold,<-5 degF,795
8,Cold,"[-5, -3) degF",1692
8,Cold,"[-3, -1) degF",4397
8,Cold,"[-1, 1) degF",168037
8,Cold,"[1, 3) degF",2123
8,Cold,"[3, 5) degF",704
8,Cold,5+ degF,6753
8,Hot-Dry,<-5 degF,2813
8,Hot-Dry,"[-5, -3) degF",2669
8,Hot-Dry,"[-3, -1) degF",6004
8,Hot-Dry,"[-1, 1) degF",48230
8,Hot-Dry,"[1, 3) degF",953
8,Hot-Dry,"[3, 5) degF",377
8,Hot-Dry,5+ degF,449
8,Hot-Humid,<-5 degF,187
8,Hot-Humid,"[-5, -3) degF",431
8,Hot-Humid,"[-3, -1) degF",1987
8,Hot-Humid,"[-1, 1) degF",93935
8,Hot-Humid,"[1, 3) degF",802
8,Hot-Humid,"[3, 5) degF",167
8,Hot-Humid,5+ degF,368
8,Marine,<-5 degF,2257
8,Marine,"[-5, -3) degF",2308
8,Marine,"[-3, -1) degF",4213
8,Marine,"[-1, 1) degF",18949
8,Marine,"[1, 3) degF",290
8,Marine,"[3, 5) degF",151
8,Marine,5+ degF,690
8,Mixed-Dry,<-5 degF,73
8,Mixed-Dry,"[-5, -3) degF",96
8,Mixed-Dry,"[-3, -1) degF",252
8,Mixed-Dry,"[-1, 1) degF",3525
8,Mixed-Dry,"[1, 3) degF",64
8,Mixed-Dry,"[3, 5) degF",30
8,Mixed-Dry,5+ degF,188
8,Mixed-Humid,<-5 degF,215
8,Mixed-Humid,"[-5, -3) degF",637
8,Mixed-Humid,"[-3, -1) degF",2015
8,Mixed-Humid,"[-1, 1) degF",159493
8,Mixed-Humid,"[1, 3) degF",1276
8,Mixed-Humid,"[3, 5) degF",238
8,Mixed-Humid,5+ degF,3090
8,Very Cold,<-5 degF,88
8,Very Cold,"[-5, -3) degF",82
8,Very Cold,"[-3, -1) degF",180
8,Very Cold,"[-1, 1) degF",4201
8,Very Cold,"[1, 3) degF",48
8,Very Cold,"[3, 5) degF",13
8,Very Cold,5+ degF,378
9,Cold,<-5 degF,709
9,Cold,"[-5, -3) degF",1515
9,Cold,"[-3, -1) degF",3950
9,Cold,"[-1, 1) degF",165066
9,Cold,"[1, 3) degF",4501
9,Cold,"[3, 5) degF",1711
9,Cold,5+ degF,7052
9,Hot-Dry,<-5 degF,2500
9,Hot-Dry,"[-5, -3) degF",2088
9,Hot-Dry,"[-3, -1) degF",4277
9,Hot-Dry,"[-1, 1) degF",41439
9,Hot-Dry,"[1, 3) degF",8152
9,Hot-Dry,"[3, 5) degF",2032
9,Hot-Dry,5+ degF,1007
9,Hot-Humid,<-5 degF,163
9,Hot-Humid,"[-5, -3) degF",334
9,Hot-Humid,"[-3, -1) degF",1348
9,Hot-Humid,"[-1, 1) degF",86856
9,Hot-Humid,"[1, 3) degF",7172
9,Hot-Humid,"[3, 5) degF",1311
9,Hot-Humid,5+ degF,693
9,Marine,<-5 degF,1825
9,Marine,"[-5, -3) degF",1875
9,Marine,"[-3, -1) degF",3363
9,Marine,"[-1, 1) degF",17101
9,Marine,"[1, 3) degF",3008
9,Marine,"[3, 5) degF",828
9,Marine,5+ degF,858
9,Mixed-Dry,<-5 degF,64
9,Mixed-Dry,"[-5, -3) degF",66
9,Mixed-Dry,"[-3, -1) degF",204
9,Mixed-Dry,"[-1, 1) degF",3200
9,Mixed-Dry,"[1, 3) degF",307
9,Mixed-Dry,"[3, 5) degF",149
9,Mixed-Dry,5+ degF,238
9,Mixed-Humid,<-5 degF,196
9,Mixed-Humid,"[-5, -3) degF",573
9,Mixed-Humid,"[-3, -1) degF",1638
9,Mixed-Humid,"[-1, 1) degF",154407
9,Mixed-Humid,"[1, 3) degF",4915
9,Mixed-Humid,"[3, 5) degF",1705
9,Mixed-Humid,5+ degF,3530
9,Very Cold,<-5 degF,71
9,Very Cold,"[-5, -3) degF",74
9,Very Cold,"[-3, -1) degF",159
9,Very Cold,"[-1, 1) degF",4193
9,Very Cold,"[1, 3) degF",89
9,Very Cold,"[3, 5) degF",24
9,Very Cold,5+ degF,380
10,Cold,<-5 degF,706
10,Cold,"[-5, -3) degF",1513
10,Cold,"[-3, -1) degF",3936
10,Cold,"[-1, 1) degF",164882
10,Cold,"[1, 3) degF",4632
10,Cold,"[3, 5) degF",1768
10,Cold,5+ degF,7067
10,Hot-Dry,<-5 degF,2474
10,Hot-Dry,"[-5, -3) degF",2070
10,Hot-Dry,"[-3, -1) degF",4146
10,Hot-Dry,"[-1, 1) degF",40857
10,Hot-Dry,"[1, 3) degF",8406
10,Hot-Dry,"[3, 5) degF",2438
10,Hot-Dry,5+ degF,1104
10,Hot-Humid,<-5 degF,161
10,Hot-Humid,"[-5, -3) degF",329
10,Hot-Humid,"[-3, -1) degF",1330
10,Hot-Humid,"[-1, 1) degF",86704
10,Hot-Humid,"[1, 3) degF",7295
10,Hot-Humid,"[3, 5) degF",1353
10,Hot-Humid,5+ degF,705
10,Marine,<-5 degF,1808
10,Marine,"[-5, -3) degF",1830
10,Marine,"[-3, -1) degF",3271
10,Marine,"[-1, 1) degF",16712
10,Marine,"[1, 3) degF",3185
10,Marine,"[3, 5) degF",1119
10,Marine,5+ degF,933
10,Mixed-Dry,<-5 degF,63
10,Mixed-Dry,"[-5, -3) degF",65
10,Mixed-Dry,"[-3, -1) degF",200
10,Mixed-Dry,"[-1, 1) degF",3161
10,Mixed-Dry,"[1, 3) degF",333
10,Mixed-Dry,"[3, 5) degF",159
10,Mixed-Dry,5+ degF,247
10,Mixed-Humid,<-5 degF,196
10,Mixed-Humid,"[-5, -3) degF",568
10,Mixed-Humid,"[-3, -1) degF",1633
10,Mixed-Humid,"[-1, 1) degF",154150
10,Mixed-Humid,"[1, 3) degF",5070
10,Mixed-Humid,"[3, 5) degF",1788
10,Mixed-Humid,5+ degF,3559
10,Very Cold,<-5 degF,71
10,Very Cold,"[-5, -3) degF",74
10,Very Cold,"[-3, -1) degF",160
10,Very Cold,"[-1, 1) degF",4186
10,Very Cold,"[1, 3) degF",94
10,Very Cold,"[3, 5) degF",25
10,Very Cold,5+ degF,380
