upgrade,ashrae_iecc_climate_zone_2004,living_space_delta,building_id
7,7B,"[-1, 1) degF",436
7,7B,"[1, 3) degF",7
7,7B,"[3, 5) degF",0
7,7B,5+ degF,47
8,1A,<-5 degF,70
8,1A,"[-5, -3) degF",81
8,1A,"[-3, -1) degF",346
8,1A,"[-1, 1) degF",7107
8,1A,"[1, 3) degF",63
8,1A,"[3, 5) degF",23
8,1A,5+ degF,2
8,2A,<-5 degF,89
8,2A,"[-5, -3) degF",257
8,2A,"[-3, -1) degF",1255
8,2A,"[-1, 1) degF",61496
8,2A,"[1, 3) degF",629
8,2A,"[3, 5) degF",106
8,2A,5+ degF,225
8,2B,<-5 degF,129
8,2B,"[-5, -3) degF",288
8,2B,"[-3, -1) degF",745
8,2B,"[-1, 1) degF",9553
8,2B,"[1, 3) degF",126
8,2B,"[3, 5) degF",37
8,2B,5+ degF,23
8,3A,<-5 degF,60
8,3A,"[-5, -3) degF",215
8,3A,"[-3, -1) degF",840
8,3A,"[-1, 1) degF",71197
8,3A,"[1, 3) degF",400
8,3A,"[3, 5) degF",91
8,3A,5+ degF,704
8,3B,<-5 degF,2687
8,3B,"[-5, -3) degF",2384
8,3B,"[-3, -1) degF",5272
8,3B,"[-1, 1) degF",39412
8,3B,"[1, 3) degF",833
8,3B,"[3, 5) degF",342
8,3B,5+ degF,429
8,3C,<-5 degF,1808
8,3C,"[-5, -3) degF",1675
8,3C,"[-3, -1) degF",2660
8,3C,"[-1, 1) degF",6538
8,3C,"[1, 3) degF",142
8,3C,"[3, 5) degF",72
8,3C,5+ degF,61
8,4A,<-5 degF,180
8,4A,"[-5, -3) degF",512
8,4A,"[-3, -1) degF",1548
8,4A,"[-1, 1) degF",112893
8,4A,"[1, 3) degF",980
8,4A,"[3, 5) degF",183
8,4A,5+ degF,2524
8,4B,<-5 degF,73
8,4B,"[-5, -3) degF",97
8,4B,"[-3, -1) degF",255
8,4B,"[-1, 1) degF",3557
8,4B,"[1, 3) degF",64
8,4B,"[3, 5) degF",31
8,4B,5+ degF,197
8,4C,<-5 degF,449
8,4C,"[-5, -3) degF",633
8,4C,"[-3, -1) degF",1553
8,4C,"[-1, 1) degF",12411
8,4C,"[1, 3) degF",148
8,4C,"[3, 5) degF",79
8,4C,5+ degF,629
8,5A,<-5 degF,259
8,5A,"[-5, -3) degF",722
8,5A,"[-3, -1) degF",2026
8,5A,"[-1, 1) degF",116229
8,5A,"[1, 3) degF",1552
8,5A,"[3, 5) degF",463
8,5A,5+ degF,3294
8,5B,<-5 degF,313
8,5B,"[-5, -3) degF",542
8,5B,"[-3, -1) degF",1346
8,5B,"[-1, 1) degF",17553
8,5B,"[1, 3) degF",159
8,5B,"[3, 5) degF",109
8,5B,5+ degF,915
8,6A,<-5 degF,187
8,6A,"[-5, -3) degF",345
8,6A,"[-3, -1) degF",877
8,6A,"[-1, 1) degF",29860
8,6A,"[1, 3) degF",368
8,6A,"[3, 5) degF",106
8,6A,5+ degF,2126
8,6B,<-5 degF,36
8,6B,"[-5, -3) degF",82
8,6B,"[-3, -1) degF",145
8,6B,"[-1, 1) degF",4363
8,6B,"[1, 3) degF",44
8,6B,"[3, 5) degF",25
8,6B,5+ degF,409
8,7A,<-5 degF,63
8,7A,"[-5, -3) degF",61
8,7A,"[-3, -1) degF",156
8,7A,"[-1, 1) degF",3699
8,7A,"[1, 3) degF",41
8,7A,"[3, 5) degF",13
8,7A,5+ degF,331
8,7B,<-5 degF,25
8,7B,"[-5, -3) degF",21
8,7B,"[-3, -1) degF",24
8,7B,"[-1, 1) degF",502
8,7B,"[1, 3) degF",7
8,7B,"[3, 5) degF",0
8,7B,5+ degF,47
9,1A,<-5 degF,67
9,1A,"[-5, -3) degF",72
9,1A,"[-3, -1) degF",292
9,1A,"[-1, 1) degF",6710
9,1A,"[1, 3) degF",490
9,1A,"[3, 5) degF",54
9,1A,5+ degF,7
9,2A,<-5 degF,73
9,2A,"[-5, -3) degF",187
9,2A,"[-3, -1) degF",810
9,2A,"[-1, 1) degF",55994
9,2A,"[1, 3) degF",5596
9,2A,"[3, 5) degF",939
9,2A,5+ degF,458
9,2B,<-5 degF,104
9,2B,"[-5, -3) degF",237
9,2B,"[-3, -1) degF",572
9,2B,"[-1, 1) degF",8661
9,2B,"[1, 3) degF",1085
9,2B,"[3, 5) degF",165
9,2B,5+ degF,77
9,3A,<-5 degF,51
9,3A,"[-5, -3) degF",182
9,3A,"[-3, -1) degF",564
9,3A,"[-1, 1) degF",68208
9,3A,"[1, 3) degF",2695
9,3A,"[3, 5) degF",840
9,3A,5+ degF,967
9,3B,<-5 degF,2398
9,3B,"[-5, -3) degF",1853
9,3B,"[-3, -1) degF",3718
9,3B,"[-1, 1) degF",33445
9,3B,"[1, 3) degF",7120
9,3B,"[3, 5) degF",1882
9,3B,5+ degF,943
9,3C,<-5 degF,1478
9,3C,"[-5, -3) degF",1332
9,3C,"[-3, -1) degF",2084
9,3C,"[-1, 1) degF",5456
9,3C,"[1, 3) degF",1931
9,3C,"[3, 5) degF",502
9,3C,5+ degF,173
9,4A,<-5 degF,166
9,4A,"[-5, -3) degF",464
9,4A,"[-3, -1) degF",1307
9,4A,"[-1, 1) degF",109684
9,4A,"[1, 3) degF",3253
9,4A,"[3, 5) degF",1168
9,4A,5+ degF,2778
9,4B,<-5 degF,64
9,4B,"[-5, -3) degF",66
9,4B,"[-3, -1) degF",206
9,4B,"[-1, 1) degF",3231
9,4B,"[1, 3) degF",309
9,4B,"[3, 5) degF",151
9,4B,5+ degF,247
9,4C,<-5 degF,347
9,4C,"[-5, -3) degF",543
9,4C,"[-3, -1) degF",1279
9,4C,"[-1, 1) degF",11645
9,4C,"[1, 3) degF",1077
9,4C,"[3, 5) degF",326
9,4C,5+ degF,685
9,5A,<-5 degF,241
9,5A,"[-5, -3) degF",671
9,5A,"[-3, -1) degF",1880
9,5A,"[-1, 1) degF",114429
9,5A,"[1, 3) degF",2801
9,5A,"[3, 5) degF",1050
9,5A,5+ degF,3476
9,5B,<-5 degF,270
9,5B,"[-5, -3) degF",450
9,5B,"[-3, -1) degF",1151
9,5B,"[-1, 1) degF",16920
9,5B,"[1, 3) degF",863
9,5B,"[3, 5) degF",304
9,5B,5+ degF,979
9,6A,<-5 degF,166
9,6A,"[-5, -3) degF",322
9,6A,"[-3, -1) degF",790
9,6A,"[-1, 1) degF",29433
9,6A,"[1, 3) degF",697
9,6A,"[3, 5) degF",291
9,6A,5+ degF,2170
9,6B,<-5 degF,32
9,6B,"[-5, -3) degF",72
9,6B,"[-3, -1) degF",127
9,6B,"[-1, 1) degF",4253
9,6B,"[1, 3) degF",138
9,6B,"[3, 5) degF",64
9,6B,5+ degF,418
9,7A,<-5 degF,49
9,7A,"[-5, -3) degF",54
9,7A,"[-3, -1) degF",139
9,7A,"[-1, 1) degF",3701
9,7A,"[1, 3) degF",69
9,7A,"[3, 5) degF",19
9,7A,5+ degF,333
9,7B,<-5 degF,22
9,7B,"[-5, -3) degF",20
9,7B,"[-3, -1) degF",20
9,7B,"[-1, 1) degF",492
9,7B,"[1, 3) degF",20
9,7B,"[3, 5) degF",5
9,7B,5+ degF,47
10,1A,<-5 degF,67
10,1A,"[-5, -3) degF",69
10,1A,"[-3, -1) degF",290
10,1A,"[-1, 1) degF",6713
10,1A,"[1, 3) degF",490
10,1A,"[3, 5) degF",56
10,1A,5+ degF,7
10,2A,<-5 degF,72
10,2A,"[-5, -3) degF",186
10,2A,"[-3, -1) degF",795
10,2A,"[-1, 1) degF",55910
10,2A,"[1, 3) degF",5674
10,2A,"[3, 5) degF",959
10,2A,5+ degF,461
10,2B,<-5 degF,103
10,2B,"[-5, -3) degF",233
10,2B,"[-3, -1) degF",576
10,2B,"[-1, 1) degF",8610
10,2B,"[1, 3) degF",1118
10,2B,"[3, 5) degF",175
10,2B,5+ degF,86
10,3A,<-5 degF,50
10,3A,"[-5, -3) degF",180
10,3A,"[-3, -1) degF",562
10,3A,"[-1, 1) degF",68038
10,3A,"[1, 3) degF",2790
10,3A,"[3, 5) degF",893
10,3A,5+ degF,994
10,3B,<-5 degF,2373
10,3B,"[-5, -3) degF",1839
10,3B,"[-3, -1) degF",3583
10,3B,"[-1, 1) degF",32913
10,3B,"[1, 3) degF",7342
10,3B,"[3, 5) degF",2278
10,3B,5+ degF,1031
10,3C,<-5 degF,1465
10,3C,"[-5, -3) degF",1298
10,3C,"[-3, -1) degF",2027
10,3C,"[-1, 1) degF",5245
10,3C,"[1, 3) degF",1983
10,3C,"[3, 5) degF",725
10,3C,5+ degF,213
10,4A,<-5 degF,166
10,4A,"[-5, -3) degF",460
10,4A,"[-3, -1) degF",1303
10,4A,"[-1, 1) degF",109527
10,4A,"[1, 3) degF",3357
10,4A,"[3, 5) degF",1218
10,4A,5+ degF,2789
10,4B,<-5 degF,63
10,4B,"[-5, -3) degF",65
10,4B,"[-3, -1) degF",202
10,4B,"[-1, 1) degF",3191
10,4B,"[1, 3) degF",336
10,4B,"[3, 5) degF",161
10,4B,5+ degF,256
10,4C,<-5 degF,343
10,4C,"[-5, -3) degF",532
10,4C,"[-3, -1) degF",1244
10,4C,"[-1, 1) degF",11467
10,4C,"[1, 3) degF",1202
10,4C,"[3, 5) degF",394
10,4C,5+ degF,720
10,5A,<-5 degF,242
10,5A,"[-5, -3) degF",670
10,5A,"[-3, -1) degF",1879
10,5A,"[-1, 1) degF",114382
10,5A,"[1, 3) degF",2835
10,5A,"[3, 5) degF",1063
10,5A,5+ degF,3477
10,5B,<-5 degF,267
10,5B,"[-5, -3) degF",451
10,5B,"[-3, -1) degF",1138
10,5B,"[-1, 1) degF",16803
10,5B,"[1, 3) degF",939
10,5B,"[3, 5) degF",348
10,5B,5+ degF,991
10,6A,<-5 degF,165
10,6A,"[-5, -3) degF",321
10,6A,"[-3, -1) degF",790
10,6A,"[-1, 1) degF",29424
10,6A,"[1, 3) degF",709
10,6A,"[3, 5) degF",289
10,6A,5+ degF,2171
10,6B,<-5 degF,32
10,6B,"[-5, -3) degF",71
10,6B,"[-3, -1) degF",127
10,6B,"[-1, 1) degF",4243
10,6B,"[1, 3) degF",146
10,6B,"[3, 5) degF",66
10,6B,5+ degF,419
10,7A,<-5 degF,49
10,7A,"[-5, -3) degF",54
10,7A,"[-3, -1) degF",140
10,7A,"[-1, 1) degF",3699
10,7A,"[1, 3) degF",70
10,7A,"[3, 5) degF",19
10,7A,5+ degF,333
10,7B,<-5 degF,22
10,7B,"[-5, -3) degF",20
10,7B,"[-3, -1) degF",20
10,7B,"[-1, 1) degF",487
10,7B,"[1, 3) degF",24
10,7B,"[3, 5) degF",6
10,7B,5+ degF,47
