Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single Family Attached	Option=Single Family Detached	sample_count	sample_weight
AL, 02600	0.028900	0.005837	0.023655	0.021083	0.025214	0.020556	0.142946	0.015286	0.716523	0.000000	0.000000
AL, 02701	0.035040	0.032246	0.018592	0.020381	0.033932	0.027465	0.102265	0.087028	0.643050	0.000000	0.000000
AL, 02702	0.045459	0.008358	0.028469	0.015087	0.050494	0.019790	0.102265	0.010685	0.719394	0.000000	0.000000
AL, 02703	0.029248	0.012038	0.016960	0.023372	0.050463	0.035575	0.102265	0.003260	0.726819	0.000000	0.000000
AR, 00100	0.044332	0.016778	0.015393	0.020920	0.040441	0.009573	0.054439	0.060023	0.738100	0.000000	0.000000
AR, 00200	0.091493	0.033617	0.041448	0.037826	0.042022	0.047291	0.056796	0.023164	0.626344	0.000000	0.000000
AR, 00300	0.009723	0.020584	0.006781	0.022386	0.011767	0.004810	0.176994	0.019881	0.727075	0.000000	0.000000
AR, 00400	0.004356	0.014618	0.007998	0.021204	0.007707	0.003381	0.251957	0.006747	0.682031	0.000000	0.000000
AR, 00500	0.032594	0.030510	0.010619	0.068819	0.026236	0.011982	0.106838	0.012329	0.700075	0.000000	0.000000
AR, 00600	0.016751	0.053963	0.007775	0.054396	0.058486	0.009890	0.091677	0.010955	0.696106	0.000000	0.000000
AR, 00700	0.010672	0.058571	0.004488	0.040313	0.030629	0.001763	0.174561	0.009851	0.669152	0.000000	0.000000
AR, 00800	0.023297	0.022534	0.011836	0.029796	0.019820	0.010492	0.214609	0.008711	0.658904	0.000000	0.000000
AR, 00900	0.080025	0.032968	0.028954	0.036863	0.049699	0.022354	0.062777	0.016312	0.670047	0.000000	0.000000
AR, 01000	0.066055	0.019507	0.027144	0.019790	0.049246	0.069122	0.062777	0.018736	0.667623	0.000000	0.000000
AR, 01100	0.052529	0.028502	0.013612	0.022060	0.036080	0.008002	0.152985	0.013660	0.672570	0.000000	0.000000
AR, 01200	0.034427	0.010428	0.003644	0.008347	0.023567	0.004265	0.174055	0.002257	0.739010	0.000000	0.000000
AR, 01300	0.020730	0.030916	0.005015	0.035225	0.019277	0.004167	0.167893	0.004590	0.712186	0.000000	0.000000
AR, 01400	0.025042	0.058603	0.011004	0.037839	0.040432	0.017554	0.074347	0.021129	0.714049	0.000000	0.000000
AR, 01500	0.013400	0.020060	0.005041	0.016192	0.011920	0.001105	0.215257	0.008149	0.708877	0.000000	0.000000
AR, 01600	0.025822	0.014186	0.015229	0.029155	0.027596	0.020221	0.208445	0.010926	0.648419	0.000000	0.000000
AR, 01700	0.031920	0.018138	0.012014	0.016985	0.039756	0.014563	0.197741	0.007706	0.661176	0.000000	0.000000
AR, 01800	0.014014	0.029020	0.009498	0.020612	0.017656	0.001261	0.262787	0.006387	0.638767	0.000000	0.000000
AR, 01900	0.008893	0.010177	0.007794	0.032166	0.028647	0.004728	0.240921	0.004172	0.662500	0.000000	0.000000
AR, 02000	0.021557	0.024120	0.015371	0.017592	0.030301	0.005273	0.218889	0.004130	0.662767	0.000000	0.000000
AZ, 00100	0.113888	0.000165	0.031693	0.009776	0.035269	0.054404	0.061866	0.010891	0.682048	0.000000	0.000000
AZ, 00101	0.060555	0.006330	0.038893	0.037701	0.053123	0.048593	0.061866	0.039070	0.653870	0.000000	0.000000
AZ, 00102	0.097059	0.013722	0.019293	0.048316	0.024182	0.042622	0.061866	0.050605	0.642335	0.000000	0.000000
AZ, 00103	0.066029	0.007228	0.046075	0.029742	0.040597	0.055523	0.061866	0.061501	0.631438	0.000000	0.000000
AZ, 00104	0.037783	0.004220	0.051912	0.058286	0.052906	0.040089	0.061866	0.074749	0.618190	0.000000	0.000000
AZ, 00105	0.044417	0.008786	0.032313	0.027292	0.056680	0.075707	0.061866	0.017189	0.675750	0.000000	0.000000
AZ, 00106	0.067048	0.007950	0.011650	0.027722	0.079850	0.050976	0.061866	0.062197	0.630742	0.000000	0.000000
AZ, 00107	0.069030	0.006739	0.026149	0.036407	0.056262	0.050608	0.061866	0.016555	0.676385	0.000000	0.000000
AZ, 00108	0.070624	0.001918	0.021542	0.019569	0.059666	0.071877	0.061866	0.090228	0.602711	0.000000	0.000000
AZ, 00109	0.060917	0.004115	0.037820	0.021306	0.031115	0.089921	0.061866	0.166911	0.526029	0.000000	0.000000
AZ, 00110	0.029600	0.005411	0.031203	0.021869	0.035389	0.121723	0.061866	0.104650	0.588289	0.000000	0.000000
AZ, 00111	0.028814	0.027155	0.008521	0.030757	0.029742	0.120206	0.061866	0.058852	0.634087	0.000000	0.000000
AZ, 00112	0.034687	0.011554	0.038035	0.038216	0.051039	0.071664	0.061866	0.053294	0.639645	0.000000	0.000000
AZ, 00113	0.075553	0.002175	0.022663	0.036981	0.030043	0.077780	0.061866	0.028068	0.664871	0.000000	0.000000
AZ, 00114	0.042307	0.006289	0.048858	0.061010	0.026072	0.060659	0.061866	0.103386	0.589553	0.000000	0.000000
AZ, 00115	0.043459	0.005144	0.054055	0.045030	0.049968	0.047539	0.061866	0.037261	0.655678	0.000000	0.000000
AZ, 00116	0.036163	0.009254	0.038804	0.043245	0.048060	0.069669	0.061866	0.132588	0.560352	0.000000	0.000000
AZ, 00117	0.036346	0.005377	0.022698	0.041291	0.019677	0.119805	0.061866	0.095486	0.597453	0.000000	0.000000
AZ, 00118	0.036003	0.008939	0.039777	0.027942	0.041873	0.090660	0.061866	0.100759	0.592181	0.000000	0.000000
AZ, 00119	0.041896	0.029433	0.051391	0.042534	0.034073	0.045868	0.061866	0.053099	0.639840	0.000000	0.000000
AZ, 00120	0.077685	0.005578	0.023673	0.023655	0.058051	0.056554	0.061866	0.029461	0.663479	0.000000	0.000000
AZ, 00121	0.100962	0.040100	0.006136	0.024470	0.037669	0.035858	0.061866	0.011639	0.681301	0.000000	0.000000
AZ, 00122	0.081417	0.010352	0.034869	0.018989	0.076258	0.023309	0.061866	0.016780	0.676159	0.000000	0.000000
AZ, 00123	0.047416	0.008982	0.034880	0.060766	0.065245	0.027906	0.061866	0.065459	0.627480	0.000000	0.000000
AZ, 00124	0.083308	0.009763	0.030415	0.023420	0.053316	0.044973	0.061866	0.027034	0.665905	0.000000	0.000000
AZ, 00125	0.044807	0.006129	0.016567	0.024299	0.025852	0.127543	0.061866	0.022106	0.670833	0.000000	0.000000
AZ, 00126	0.052782	0.003725	0.051661	0.019063	0.065224	0.052739	0.061866	0.011753	0.681186	0.000000	0.000000
AZ, 00127	0.044330	0.011226	0.014912	0.024001	0.047080	0.103646	0.061866	0.041075	0.651864	0.000000	0.000000
AZ, 00128	0.054317	0.002626	0.009964	0.124900	0.035659	0.017729	0.061866	0.017834	0.675105	0.000000	0.000000
AZ, 00129	0.082161	0.001074	0.032931	0.015534	0.051831	0.061664	0.061866	0.018394	0.674545	0.000000	0.000000
AZ, 00130	0.047832	0.009206	0.045919	0.018457	0.026585	0.097195	0.061866	0.068479	0.624460	0.000000	0.000000
AZ, 00131	0.049811	0.008900	0.059717	0.029916	0.040463	0.056388	0.061866	0.019998	0.672941	0.000000	0.000000
AZ, 00132	0.015820	0.005737	0.010398	0.029686	0.041293	0.142260	0.061866	0.027407	0.665532	0.000000	0.000000
AZ, 00133	0.063663	0.009744	0.021026	0.024366	0.042622	0.083774	0.061866	0.010911	0.682028	0.000000	0.000000
AZ, 00134	0.034862	0.095403	0.025164	0.046072	0.039276	0.004418	0.061866	0.023026	0.669913	0.000000	0.000000
AZ, 00201	0.064766	0.013229	0.055585	0.014436	0.020533	0.051074	0.129895	0.034792	0.615690	0.000000	0.000000
AZ, 00202	0.062331	0.013445	0.037932	0.023199	0.038261	0.044456	0.129895	0.037443	0.613039	0.000000	0.000000
AZ, 00203	0.069471	0.014417	0.021219	0.015409	0.042857	0.056251	0.129895	0.031990	0.618492	0.000000	0.000000
AZ, 00204	0.043640	0.004886	0.030571	0.038020	0.045536	0.056970	0.129895	0.067883	0.582598	0.000000	0.000000
AZ, 00205	0.015262	0.015500	0.005981	0.126328	0.009477	0.047075	0.129895	0.067694	0.582788	0.000000	0.000000
AZ, 00206	0.046597	0.017783	0.022458	0.024741	0.025832	0.082210	0.129895	0.125146	0.525336	0.000000	0.000000
AZ, 00207	0.036174	0.026592	0.047482	0.037843	0.024460	0.047073	0.129895	0.137212	0.513270	0.000000	0.000000
AZ, 00208	0.039518	0.022794	0.027684	0.018129	0.022100	0.089398	0.129895	0.088759	0.561723	0.000000	0.000000
AZ, 00209	0.066342	0.028052	0.057378	0.015279	0.021411	0.031160	0.129895	0.137740	0.512741	0.000000	0.000000
AZ, 00300	0.005776	0.019650	0.003820	0.022389	0.015804	0.005190	0.290035	0.022071	0.615265	0.000000	0.000000
AZ, 00400	0.059371	0.017672	0.015149	0.023942	0.061798	0.024432	0.171303	0.067735	0.558600	0.000000	0.000000
AZ, 00500	0.008171	0.022906	0.011226	0.031802	0.014153	0.016290	0.236553	0.035145	0.623754	0.000000	0.000000
AZ, 00600	0.008963	0.017130	0.006686	0.024047	0.020694	0.012233	0.348764	0.019375	0.542107	0.000000	0.000000
AZ, 00700	0.028446	0.009078	0.005649	0.029663	0.039295	0.008858	0.293713	0.030285	0.555013	0.000000	0.000000
AZ, 00800	0.003137	0.005572	0.006030	0.024198	0.014330	0.004147	0.292458	0.012449	0.637677	0.000000	0.000000
AZ, 00803	0.008060	0.001869	0.002749	0.026092	0.007385	0.002904	0.208536	0.015429	0.726976	0.000000	0.000000
AZ, 00805	0.008309	0.010322	0.004854	0.011432	0.010756	0.003385	0.208536	0.014025	0.728380	0.000000	0.000000
AZ, 00807	0.008136	0.005404	0.003015	0.008970	0.004339	0.019195	0.208536	0.024346	0.718059	0.000000	0.000000
AZ, 00900	0.019231	0.012110	0.012598	0.026526	0.022461	0.020854	0.224752	0.025396	0.636072	0.000000	0.000000
CA, 00101	0.048451	0.048645	0.066371	0.048376	0.043586	0.116388	0.017781	0.097332	0.513070	0.000000	0.000000
CA, 00102	0.038810	0.021291	0.063638	0.045306	0.030024	0.172748	0.017781	0.256712	0.353690	0.000000	0.000000
CA, 00103	0.100588	0.026673	0.046622	0.041317	0.038722	0.117895	0.017781	0.105614	0.504788	0.000000	0.000000
CA, 00104	0.039265	0.045293	0.058924	0.091561	0.077749	0.059025	0.017781	0.065673	0.544729	0.000000	0.000000
CA, 00105	0.092548	0.032044	0.048856	0.053272	0.052822	0.092275	0.017781	0.134191	0.476211	0.000000	0.000000
CA, 00106	0.031853	0.028606	0.044255	0.033961	0.179538	0.053604	0.017781	0.091145	0.519257	0.000000	0.000000
CA, 00107	0.038979	0.012086	0.044835	0.047989	0.156613	0.071315	0.017781	0.166427	0.443975	0.000000	0.000000
CA, 00108	0.024816	0.009756	0.025935	0.050891	0.033812	0.226608	0.017781	0.164877	0.445525	0.000000	0.000000
CA, 00109	0.032232	0.012774	0.048699	0.041103	0.040277	0.196730	0.017781	0.147756	0.462646	0.000000	0.000000
CA, 00110	0.035030	0.024646	0.042306	0.048743	0.046256	0.174834	0.017781	0.088450	0.521952	0.000000	0.000000
CA, 00300	0.008329	0.012350	0.017963	0.027679	0.015795	0.006249	0.180388	0.019431	0.711816	0.000000	0.000000
CA, 00701	0.032035	0.018802	0.013065	0.054196	0.042661	0.033305	0.163875	0.044786	0.597275	0.000000	0.000000
CA, 00702	0.013216	0.023341	0.014748	0.047501	0.031747	0.063511	0.163875	0.020001	0.622060	0.000000	0.000000
CA, 01100	0.007049	0.018206	0.007710	0.026854	0.044537	0.008627	0.238383	0.029508	0.619125	0.000000	0.000000
CA, 01301	0.055542	0.017092	0.017019	0.052985	0.045530	0.044139	0.024304	0.200402	0.542987	0.000000	0.000000
CA, 01302	0.034454	0.032617	0.062435	0.022180	0.025708	0.054913	0.024304	0.098115	0.645274	0.000000	0.000000
CA, 01303	0.020647	0.075141	0.027565	0.025951	0.046237	0.036766	0.024304	0.097977	0.645412	0.000000	0.000000
CA, 01304	0.020246	0.020420	0.038593	0.037814	0.030302	0.084932	0.024304	0.109699	0.633689	0.000000	0.000000
CA, 01305	0.043496	0.009541	0.027455	0.043103	0.034715	0.073997	0.024304	0.085982	0.657406	0.000000	0.000000
CA, 01306	0.026342	0.009169	0.018306	0.038918	0.026358	0.113216	0.024304	0.095180	0.648209	0.000000	0.000000
CA, 01307	0.045815	0.025571	0.043162	0.033859	0.030533	0.053368	0.024304	0.052544	0.690844	0.000000	0.000000
CA, 01308	0.018485	0.010849	0.020626	0.036203	0.027975	0.118169	0.024304	0.034818	0.708570	0.000000	0.000000
CA, 01309	0.026811	0.057365	0.052505	0.024508	0.039804	0.031314	0.024304	0.043094	0.700295	0.000000	0.000000
CA, 01500	0.014796	0.022787	0.009777	0.020141	0.013797	0.014402	0.197376	0.015316	0.691609	0.000000	0.000000
CA, 01700	0.012075	0.008971	0.010925	0.024312	0.045917	0.011625	0.092789	0.021841	0.771546	0.000000	0.000000
CA, 01901	0.030349	0.028591	0.010509	0.106192	0.061803	0.008182	0.055425	0.025236	0.673713	0.000000	0.000000
CA, 01902	0.024261	0.015165	0.016881	0.072655	0.060574	0.056090	0.055425	0.023833	0.675115	0.000000	0.000000
CA, 01903	0.058331	0.014508	0.019736	0.063521	0.066424	0.023107	0.055425	0.030443	0.668505	0.000000	0.000000
CA, 01904	0.030925	0.035366	0.012968	0.087576	0.055018	0.023773	0.055425	0.046133	0.652815	0.000000	0.000000
CA, 01905	0.038975	0.025203	0.011621	0.071298	0.082380	0.016150	0.055425	0.021064	0.677884	0.000000	0.000000
CA, 01906	0.014226	0.022124	0.019405	0.084431	0.061422	0.044018	0.055425	0.016118	0.682830	0.000000	0.000000
CA, 01907	0.024089	0.028541	0.008996	0.091255	0.082397	0.010348	0.055425	0.013288	0.685660	0.000000	0.000000
CA, 02300	0.014713	0.029747	0.012437	0.074384	0.048679	0.006987	0.120320	0.052364	0.640368	0.000000	0.000000
CA, 02500	0.023998	0.017913	0.013224	0.053773	0.076153	0.028003	0.101854	0.036343	0.648739	0.000000	0.000000
CA, 02901	0.010980	0.030590	0.012614	0.051731	0.023195	0.041481	0.093757	0.013580	0.722072	0.000000	0.000000
CA, 02902	0.014182	0.021835	0.011453	0.051913	0.034733	0.036475	0.093757	0.027538	0.708115	0.000000	0.000000
CA, 02903	0.007182	0.052891	0.018890	0.045796	0.025904	0.019927	0.093757	0.024935	0.710717	0.000000	0.000000
CA, 02904	0.012794	0.013148	0.007836	0.058970	0.064061	0.013781	0.093757	0.013061	0.722591	0.000000	0.000000
CA, 02905	0.017967	0.047449	0.011527	0.041204	0.034934	0.017510	0.093757	0.025237	0.710416	0.000000	0.000000
CA, 03100	0.021968	0.024705	0.015836	0.058896	0.053408	0.019624	0.057222	0.038700	0.709643	0.000000	0.000000
CA, 03300	0.018197	0.022218	0.014011	0.027807	0.022610	0.006370	0.206680	0.020975	0.661132	0.000000	0.000000
CA, 03701	0.025311	0.048922	0.099452	0.084433	0.041802	0.133338	0.024808	0.025797	0.516136	0.000000	0.000000
CA, 03702	0.054635	0.007211	0.070417	0.074181	0.096190	0.130623	0.024808	0.065428	0.476505	0.000000	0.000000
CA, 03703	0.040610	0.017224	0.107025	0.055317	0.099112	0.113970	0.024808	0.015234	0.526699	0.000000	0.000000
CA, 03704	0.060298	0.022144	0.062063	0.052367	0.113033	0.123353	0.024808	0.015486	0.526447	0.000000	0.000000
CA, 03705	0.027850	0.010365	0.129698	0.012375	0.023350	0.229620	0.024808	0.070325	0.471608	0.000000	0.000000
CA, 03706	0.090496	0.013038	0.099048	0.020807	0.040962	0.168909	0.024808	0.053395	0.488538	0.000000	0.000000
CA, 03707	0.046957	0.023069	0.100977	0.066666	0.055203	0.140386	0.024808	0.045213	0.496720	0.000000	0.000000
CA, 03708	0.080492	0.018263	0.165028	0.029377	0.038204	0.101894	0.024808	0.065522	0.476412	0.000000	0.000000
CA, 03709	0.067528	0.041392	0.055088	0.052193	0.049060	0.167998	0.024808	0.031818	0.510115	0.000000	0.000000
CA, 03710	0.041676	0.012435	0.176265	0.043386	0.059447	0.100050	0.024808	0.086191	0.455742	0.000000	0.000000
CA, 03711	0.070974	0.030433	0.055990	0.064096	0.067879	0.143888	0.024808	0.097135	0.444798	0.000000	0.000000
CA, 03712	0.067525	0.017412	0.082082	0.078338	0.052165	0.135736	0.024808	0.063844	0.478089	0.000000	0.000000
CA, 03713	0.033643	0.005457	0.037293	0.042532	0.061300	0.253034	0.024808	0.076400	0.465533	0.000000	0.000000
CA, 03714	0.052597	0.022114	0.010775	0.061419	0.066073	0.220281	0.024808	0.154694	0.387239	0.000000	0.000000
CA, 03715	0.025640	0.029963	0.066635	0.041508	0.024486	0.245027	0.024808	0.059351	0.482582	0.000000	0.000000
CA, 03716	0.016175	0.030072	0.049756	0.046535	0.064141	0.226580	0.024808	0.031314	0.510620	0.000000	0.000000
CA, 03717	0.119642	0.022398	0.104241	0.039930	0.119018	0.028029	0.024808	0.061504	0.480430	0.000000	0.000000
CA, 03718	0.061310	0.025954	0.100842	0.040139	0.055004	0.150009	0.024808	0.121045	0.420888	0.000000	0.000000
CA, 03719	0.067150	0.016889	0.079064	0.052143	0.082575	0.135438	0.024808	0.114170	0.427764	0.000000	0.000000
CA, 03720	0.119711	0.023273	0.057701	0.042829	0.069954	0.119791	0.024808	0.048989	0.492945	0.000000	0.000000
CA, 03721	0.076126	0.010035	0.099706	0.034156	0.068705	0.144531	0.024808	0.082472	0.459461	0.000000	0.000000
CA, 03722	0.094601	0.004284	0.138607	0.017594	0.058998	0.119175	0.024808	0.064281	0.477652	0.000000	0.000000
CA, 03723	0.060693	0.003449	0.191486	0.009307	0.023234	0.145089	0.024808	0.055093	0.486840	0.000000	0.000000
CA, 03724	0.038672	0.001995	0.122439	0.016827	0.026129	0.227197	0.024808	0.060566	0.481367	0.000000	0.000000
CA, 03725	0.044349	0.008483	0.111798	0.010231	0.018215	0.240183	0.024808	0.069509	0.472425	0.000000	0.000000
CA, 03726	0.139156	0.040879	0.038516	0.087350	0.060683	0.066674	0.024808	0.036993	0.504940	0.000000	0.000000
CA, 03727	0.117885	0.009029	0.125720	0.022145	0.070767	0.087713	0.024808	0.021023	0.520910	0.000000	0.000000
CA, 03728	0.067370	0.014136	0.104590	0.052868	0.107055	0.087240	0.024808	0.105370	0.436564	0.000000	0.000000
CA, 03729	0.104552	0.007733	0.092941	0.022202	0.088639	0.117191	0.024808	0.086386	0.455548	0.000000	0.000000
CA, 03730	0.084135	0.022078	0.092159	0.032340	0.077319	0.125228	0.024808	0.093923	0.448011	0.000000	0.000000
CA, 03731	0.082735	0.012159	0.120010	0.016608	0.076596	0.125151	0.024808	0.068583	0.473350	0.000000	0.000000
CA, 03732	0.080763	0.011582	0.104956	0.028543	0.054589	0.152826	0.024808	0.096167	0.445766	0.000000	0.000000
CA, 03733	0.059853	0.007687	0.137815	0.017213	0.036947	0.173744	0.024808	0.226400	0.315534	0.000000	0.000000
CA, 03734	0.052802	0.021284	0.118458	0.034501	0.042715	0.163499	0.024808	0.173788	0.368145	0.000000	0.000000
CA, 03735	0.061620	0.052253	0.128918	0.041298	0.056138	0.093033	0.024808	0.069435	0.472498	0.000000	0.000000
CA, 03736	0.086268	0.022293	0.084667	0.055908	0.107566	0.076555	0.024808	0.111020	0.430913	0.000000	0.000000
CA, 03737	0.064034	0.054445	0.086242	0.076599	0.080349	0.071590	0.024808	0.062843	0.479091	0.000000	0.000000
CA, 03738	0.076381	0.046560	0.074466	0.055403	0.055128	0.125320	0.024808	0.125213	0.416720	0.000000	0.000000
CA, 03739	0.044144	0.071532	0.129377	0.058539	0.068318	0.061349	0.024808	0.116853	0.425080	0.000000	0.000000
CA, 03740	0.033860	0.019441	0.056270	0.072095	0.039116	0.212477	0.024808	0.081342	0.460591	0.000000	0.000000
CA, 03741	0.053486	0.069203	0.048290	0.065658	0.145518	0.051104	0.024808	0.084433	0.457500	0.000000	0.000000
CA, 03742	0.081933	0.103444	0.050837	0.077531	0.086089	0.033425	0.024808	0.089507	0.452427	0.000000	0.000000
CA, 03743	0.025899	0.138598	0.017848	0.153119	0.057033	0.040761	0.024808	0.126248	0.415686	0.000000	0.000000
CA, 03744	0.029175	0.015144	0.049677	0.029912	0.028653	0.280698	0.024808	0.187823	0.354110	0.000000	0.000000
CA, 03745	0.053598	0.081033	0.056750	0.109310	0.077630	0.054937	0.024808	0.192908	0.349025	0.000000	0.000000
CA, 03746	0.075519	0.022802	0.103294	0.067463	0.049016	0.115165	0.024808	0.232147	0.309787	0.000000	0.000000
CA, 03747	0.066389	0.026020	0.041507	0.204407	0.071992	0.022944	0.024808	0.099511	0.442422	0.000000	0.000000
CA, 03748	0.046615	0.022321	0.050653	0.043046	0.057209	0.213414	0.024808	0.090177	0.451756	0.000000	0.000000
CA, 03749	0.085745	0.020643	0.056270	0.090136	0.083593	0.096871	0.024808	0.065176	0.476758	0.000000	0.000000
CA, 03750	0.070085	0.049037	0.063753	0.067769	0.083402	0.099213	0.024808	0.146005	0.395929	0.000000	0.000000
CA, 03751	0.036393	0.062509	0.026026	0.150974	0.079658	0.077699	0.024808	0.162196	0.379737	0.000000	0.000000
CA, 03752	0.031634	0.041453	0.041189	0.134366	0.106371	0.078246	0.024808	0.156031	0.385902	0.000000	0.000000
CA, 03753	0.074366	0.014267	0.100063	0.019447	0.066481	0.158634	0.024808	0.052182	0.489751	0.000000	0.000000
CA, 03754	0.080059	0.041601	0.043614	0.025152	0.095563	0.147270	0.024808	0.085866	0.456067	0.000000	0.000000
CA, 03755	0.055232	0.009448	0.043889	0.105799	0.051500	0.167390	0.024808	0.060160	0.481773	0.000000	0.000000
CA, 03756	0.053055	0.014758	0.207890	0.032921	0.046462	0.078173	0.024808	0.141301	0.400632	0.000000	0.000000
CA, 03757	0.050528	0.039641	0.034005	0.114956	0.077979	0.116149	0.024808	0.039754	0.502179	0.000000	0.000000
CA, 03758	0.074624	0.031424	0.108444	0.065521	0.071287	0.081960	0.024808	0.109427	0.432506	0.000000	0.000000
CA, 03759	0.102095	0.020087	0.074084	0.058606	0.094216	0.084170	0.024808	0.164133	0.377800	0.000000	0.000000
CA, 03760	0.034376	0.043911	0.114860	0.128530	0.068520	0.043061	0.024808	0.076994	0.464939	0.000000	0.000000
CA, 03761	0.035354	0.013960	0.207389	0.044193	0.025923	0.106440	0.024808	0.058016	0.483917	0.000000	0.000000
CA, 03762	0.052348	0.022489	0.097479	0.052637	0.079525	0.128782	0.024808	0.043848	0.498086	0.000000	0.000000
CA, 03763	0.082266	0.028148	0.102308	0.048758	0.056671	0.115108	0.024808	0.046739	0.495194	0.000000	0.000000
CA, 03764	0.107116	0.024406	0.051335	0.045464	0.039159	0.165778	0.024808	0.099644	0.442290	0.000000	0.000000
CA, 03765	0.054178	0.029350	0.028136	0.195553	0.055366	0.070675	0.024808	0.062955	0.478978	0.000000	0.000000
CA, 03766	0.072030	0.025108	0.067779	0.050352	0.067768	0.150221	0.024808	0.138094	0.403839	0.000000	0.000000
CA, 03767	0.082000	0.027455	0.081422	0.095967	0.069745	0.076671	0.024808	0.099352	0.442581	0.000000	0.000000
CA, 03768	0.041825	0.017545	0.140648	0.034768	0.043685	0.154787	0.024808	0.063352	0.478581	0.000000	0.000000
CA, 03769	0.106756	0.044215	0.063076	0.071877	0.097568	0.049767	0.024808	0.122316	0.419617	0.000000	0.000000
CA, 03900	0.013652	0.018868	0.012662	0.043251	0.021598	0.010110	0.074652	0.018605	0.786602	0.000000	0.000000
CA, 04101	0.025377	0.019018	0.050092	0.049894	0.040178	0.094489	0.019567	0.074703	0.626683	0.000000	0.000000
