name,_id,run_start_time,run_end_time,status,status_message,set_clothes_dryer.sample_value,set_clothes_washer.sample_value,set_cooking_range.sample_value,set_cooling_setpoint.sample_value,set_dishwasher.sample_value,set_door_area.sample_value,set_doors.sample_value,set_eaves.sample_value,set_exterior_finish.sample_value,set_floor_covering.sample_value,set_geometry.sample_value,set_geometry_foundation_type.sample_value,set_geometry_garage.sample_value,set_geometry_house_size.sample_value,set_geometry_stories.sample_value,set_heating_fuel.sample_value,set_heating_setpoint.sample_value,set_hot_water_fixtures.sample_value,set_hvac_system_combined.sample_value,set_hvac_system_cooling.sample_value,set_hvac_system_heating.sample_value,set_hvac_system_is_combined.sample_value,set_insulation_crawlspace.sample_value,set_insulation_finished_basement.sample_value,set_insulation_interzonal_floor.sample_value,set_insulation_interzonal_wall.sample_value,set_insulation_slab.sample_value,set_insulation_unfinished_attic.sample_value,set_insulation_unfinished_basement.sample_value,set_insulation_wall.sample_value,set_lighting.sample_value,set_location_epw.sample_value,set_location_region.sample_value,set_misc_extra_refrigerator.sample_value,set_misc_freezer.sample_value,set_misc_gas_fireplace.sample_value,set_misc_gas_grill.sample_value,set_misc_gas_lighting.sample_value,set_misc_hot_tub_spa.sample_value,set_misc_pool.sample_value,set_misc_well_pump.sample_value,set_neighbors.sample_value,set_orientation.sample_value,set_overhangs.sample_value,set_plug_loads.sample_value,set_refrigerator.sample_value,set_roof_material.sample_value,set_thermal_mass_ceiling.sample_value,set_thermal_mass_exterior_wall.sample_value,set_thermal_mass_floor.sample_value,set_thermal_mass_partition_wall.sample_value,set_uninsulated_surfaces.sample_value,set_usage_level.sample_value,set_vintage.sample_value,set_wall_sheathing.sample_value,set_water_heater.sample_value,set_window_areas.sample_value,set_windows.sample_value,res_stock_reporting.Clothes Dryer,res_stock_reporting.Clothes Washer,res_stock_reporting.Cooking Range,res_stock_reporting.Cooling Setpoint,res_stock_reporting.Dishwasher,res_stock_reporting.Door Area,res_stock_reporting.Doors,res_stock_reporting.Eaves,res_stock_reporting.Exterior Finish,res_stock_reporting.Floor Covering,res_stock_reporting.Geometry,res_stock_reporting.Geometry Foundation Type,res_stock_reporting.Geometry Garage,res_stock_reporting.Geometry House Size,res_stock_reporting.Geometry Stories,res_stock_reporting.HVAC System Combined,res_stock_reporting.HVAC System Cooling,res_stock_reporting.HVAC System Heating,res_stock_reporting.HVAC System Is Combined,res_stock_reporting.Heating Fuel,res_stock_reporting.Heating Setpoint,res_stock_reporting.Hot Water Fixtures,res_stock_reporting.Insulation Crawlspace,res_stock_reporting.Insulation Finished Basement,res_stock_reporting.Insulation Interzonal Floor,res_stock_reporting.Insulation Interzonal Wall,res_stock_reporting.Insulation Slab,res_stock_reporting.Insulation Unfinished Attic,res_stock_reporting.Insulation Unfinished Basement,res_stock_reporting.Insulation Wall,res_stock_reporting.Lighting,res_stock_reporting.Location EPW,res_stock_reporting.Location Region,res_stock_reporting.Misc Extra Refrigerator,res_stock_reporting.Misc Freezer,res_stock_reporting.Misc Gas Fireplace,res_stock_reporting.Misc Gas Grill,res_stock_reporting.Misc Gas Lighting,res_stock_reporting.Misc Hot Tub Spa,res_stock_reporting.Misc Pool,res_stock_reporting.Misc Well Pump,res_stock_reporting.Neighbors,res_stock_reporting.Orientation,res_stock_reporting.Overhangs,res_stock_reporting.Plug Loads,res_stock_reporting.Refrigerator,res_stock_reporting.Roof Material,res_stock_reporting.Thermal Mass Ceiling,res_stock_reporting.Thermal Mass Exterior Wall,res_stock_reporting.Thermal Mass Floor,res_stock_reporting.Thermal Mass Partition Wall,res_stock_reporting.Uninsulated Surfaces,res_stock_reporting.Usage Level,res_stock_reporting.Vintage,res_stock_reporting.Wall Sheathing,res_stock_reporting.Water Heater,res_stock_reporting.Window Areas,res_stock_reporting.Windows,standard_reports.Electricity Cooling kWh,standard_reports.Electricity Exterior Lighting kWh,standard_reports.Electricity Fans kWh,standard_reports.Electricity Heating kWh,standard_reports.Electricity Interior Equipment kWh,standard_reports.Electricity Interior Lighting kWh,standard_reports.Electricity Pumps kWh,standard_reports.Electricity Water Systems kWh,standard_reports.Natural Gas Heating therm,standard_reports.Natural Gas Interior Equipment therm,standard_reports.Natural Gas Water Systems therm,standard_reports.Other Fuel Heating MBtu,standard_reports.Other Fuel Interior Equipment MBtu,standard_reports.Other Fuel Water Systems MBtu,standard_reports.Total Site Electricity kWh,standard_reports.Total Site Energy MBtu,standard_reports.Total Site Natural Gas therm,standard_reports.Total Site Other Fuel MBtu
LHS Autogenerated 637,0be09950-d390-4e66-afa5-894fdf7a9211,2016-07-01T20:57:08Z,2016-07-01T21:00:05Z,completed,completed normal,0.806706887912238,0.41918927458836697,0.9206318901749327,0.529683019767981,0.3713460891940631,0.8294868589688558,0.18743098926730453,0.8261037533928175,0.5318610401868354,0.6849672363516874,0.8680763562908396,0.3992763658829499,0.5976166683721822,0.8499045037864708,0.23588179605151527,0.23502478801016696,0.37629357039392924,0.4739217331076507,0.33359249209053815,0.23260929903620853,0.5691605403677095,0.12184955683490262,0.9145892185657285,0.6032844847305678,0.5647959007963073,0.5463719555640127,0.4628323026509024,0.5755034191051964,0.4972254055382218,0.329605105282506,0.8069515630225651,0.7366946562943049,0.8190072841085494,0.42489363941550257,0.45749834677297624,0.3569209187135566,0.5306898823538795,0.6196835667733103,0.5617779425482732,0.5905271476167254,0.30700947049749083,0.3811832823799923,0.7919130988609977,0.6927294918282423,0.7933104512123391,0.4549829610483721,0.36971765633812176,0.6093924272805452,0.9893944379535969,0.3329661921628285,0.2811755550191738,0.5511448716372251,0.684575220475439,0.8888696197548416,0.802749689460732,0.5626189907835797,0.5694929630931002,0.2425518479058519,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 1 Story; Crawl Foundation; No Garage,Crawl,No,2500-3499,1,None,None,Electric Furnace,No,Electricity,68F,100%,"Uninsulated, Vented",None,Uninsulated,R-7,None,"Ceiling R-30, Vented",None,R-13,100% Incandescent,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,pre-1950,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,523.6037213583334,220.61952773055557,6609.263402616666,5405.013888888889,2359.2255555555557,0.0,3920.034166666667,0.0,41.90277689111408,0.0,0.0,0.0,0.0,19037.760262816668,69.14981208337691,41.90277689111408,0.0
LHS Autogenerated 643,0ca9e3b2-f592-4390-910f-87998eb108c9,2016-07-01T20:57:09Z,2016-07-01T21:00:17Z,completed,completed normal,0.8681356702779885,0.1405010625317227,0.40140914381155746,0.6442751916693523,0.20383238586620428,0.031488490209449084,0.9862830536530819,0.9212379532516934,0.7232641179242637,0.9141630627030972,0.27091848944104274,0.17512270887079648,0.22183729947614483,0.9717992571641225,0.7076153990805615,0.9745065077384933,0.5870395803430584,0.2649396753157489,0.2436782956176903,0.19547300337417983,0.9987061999863945,0.6345189129915089,0.7265209753669333,0.7427832686251495,0.8595360040918458,0.48531443367595783,0.16128802517196164,0.5071865012857597,0.5937311220653355,0.9115062626195141,0.8023358491221443,0.755281967788469,0.15216163616534323,0.666757756954059,0.3450388401413802,0.3777410826445557,0.5460912041929551,0.6723516043659765,0.779641374578001,0.9411011874286923,0.9157351714810357,0.07011702238791623,0.1981658905846998,0.7409898301933426,0.720598921018187,0.7499677897060756,0.5180398116472643,0.020999964638845996,0.7346618345812894,0.0007175727810245007,0.994967501308769,0.439113137469627,0.04997914140089415,0.617967981614871,0.8952622173738201,0.3777536036563106,0.5517066154296044,0.11444376981607639,"Electric, 100% Usage","Standard, 80% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,4500+ sqft; 3+ Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,4500+,3+,None,None,None,No,Other Fuel,70F,50%,"Ceiling R-30, Vented",None,R-19,R-19,None,"Ceiling R-38, Vented",None,R-7,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,1990s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,1022.7722222222222,0.0,0.0,5050.705555555556,4225.083888888889,0.0,2290.1683333333335,0.0,11.196624040106355,0.0,0.0,0.0,0.0,12588.73,44.07419214521735,11.196624040106355,0.0
LHS Autogenerated 56,0d024af1-ccd3-496a-a491-d4a7305f97e2,2016-07-01T20:43:05Z,2016-07-01T20:47:49Z,completed,completed normal,0.03893923679599538,0.9547840556369629,0.4705734217108693,0.07996059872140177,0.5813399033723399,0.658147743591806,0.1562284625810571,0.5812393745197915,0.2457775946429465,0.013665049417177215,0.25553762501734306,0.8613534431383014,0.009983182438649237,0.9287285615666769,0.5867653766425792,0.3883963776167948,0.8932307417679113,0.011633263105992228,0.5620126430005766,0.9423022719079163,0.27936623246385717,0.38975946268090045,0.04614309601811692,0.43182910546078346,0.6406109873626847,0.9352590849413537,0.9801437116963789,0.8218959238219541,0.2618425391083583,0.11190743814059533,0.7878078224926721,0.8818822492405306,0.43558103574533014,0.7977477805302479,0.17605602106032894,0.26535974634462034,0.9089743862296454,0.37105235786759294,0.008706294678384439,0.7000496036920231,0.4253305975697003,0.7977126157141756,0.24956836945121177,0.5195993137753103,0.6158583419066854,0.3775740678573493,0.845359863197431,0.6254071724198293,0.31862247419450435,0.7662239776805508,0.2891678300255444,0.2767504424569197,0.22286486678943038,0.04340162987681106,0.12862565409322269,0.8121696634604596,0.8768550311338622,0.8751657443330623,"Electric, 100% Usage","EnergyStar, 80% Usage","Electric, 100% Usage",68F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 2 Stories; Slab Foundation; No Garage,Slab,No,2500-3499,2,None,None,None,No,Fuel Oil,72F,50%,None,None,Uninsulated,Uninsulated,Uninsulated,"Ceiling R-60, Vented",None,R-13,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,1950s,OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,523.6040001111112,0.0,0.0,4537.983333333333,2359.224722222222,0.0,2068.9563888888893,0.0,8.584688480811812,0.0,0.0,0.0,0.0,9489.768444555557,33.238902846492984,8.584688480811812,0.0
LHS Autogenerated 476,0d3e3287-fe78-485a-8b25-f368458a7f55,2016-07-01T20:53:52Z,2016-07-01T20:56:57Z,completed,completed normal,0.5016927849729546,0.08871040709549562,0.5599300093154889,0.42550793003407306,0.6229825207851827,0.3315798388433177,0.7934388633875642,0.6181039294318762,0.7127088294636924,0.16754119258956052,0.7602337508404162,0.4036475225840695,0.9576918071659748,0.041416077496716754,0.9148826271661091,0.2254510867050849,0.250127131795045,0.058850736061343924,0.6367209756604861,0.7967434061318636,0.8669782131239772,0.4098991690510884,0.8156718397038057,0.9905020037845242,0.5153680983851664,0.5028607945227995,0.49665917063970116,0.7558693960402161,0.412256519211689,0.5418506953199395,0.34379457755899057,0.7967479544472881,0.5920424189285841,0.580403344080085,0.2673981464672834,0.15935492967860773,0.9493734829791356,0.6743167958154809,0.6869203121699393,0.821221028793836,0.17729068355076014,0.14544562657759524,0.1019865931586828,0.20722908180113883,0.5947852028573397,0.7217322800070979,0.39494454536587,0.6954750303321052,0.3067146687330678,0.31740003359527325,0.4484132172092795,0.024293069826671853,0.15504459138447418,0.056684225640026856,0.9293481295539532,0.629196199392667,0.32804922711267137,0.37939155246806333,"Electric, 100% Usage","Standard, 80% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 3+ Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,0-1499,3+,"ASHP, SEER 17, 8.7 HSPF",None,None,Yes,Electricity,68F,50%,"Uninsulated, Unvented",None,R-19,Uninsulated,None,"Ceiling R-30, Vented",None,Uninsulated,100% CFL,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1C2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,1950s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",575.3908333333334,92.95294600000001,627.3353997388889,5263.241111111111,3829.1444444444446,561.5638888888889,0.0,1984.3652777777777,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,12933.993901294443,44.74998603206175,6.1736695883208315,0.0
LHS Autogenerated 700,0d8e2dc8-5ed2-40a9-b038-95cd0684a925,2016-07-01T20:58:13Z,2016-07-01T21:01:06Z,completed,completed normal,0.7699367067134008,0.6187574104166124,0.1593318479983136,0.20885626612557098,0.0986640870096162,0.6841745963662397,0.8423264602674171,0.5440634037535638,0.3129478669038508,0.905490715837339,0.09116946847992949,0.9828459687654395,0.0937647599442862,0.559204881923506,0.5177712566996925,0.8731414853322785,0.9570867297456134,0.7475434572508093,0.3946978966793977,0.9658662989872974,0.9061813729598652,0.7300406637440902,0.5400502118957229,0.20544815097306854,0.989188226408558,0.5602085550543852,0.024127596233505754,0.6747049933965318,0.4605023187987972,0.79481717517972,0.41132313339761456,0.7859560968910809,0.09697965941089205,0.6226099079102277,0.753561639532214,0.25917597726848907,0.0017073282704222947,0.8034715890008957,0.9928243070268072,0.039764035341562705,0.0806717769431416,0.13364706486999056,0.24849968212423845,0.4179500242907088,0.44013938927557317,0.4903024167714175,0.5390349787094164,0.5764096118896268,0.3591910940234084,0.787533891160274,0.9305619725680444,0.4503399536916986,0.702570590140298,0.16741510780970567,0.8083037791626994,0.9532975817816332,0.6254763546998147,0.8824047784821596,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",70F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 2 Stories; Slab Foundation; No Garage,Slab,No,1500-2499,2,None,"FIXME Room AC, EER 9.8, 30% Conditioned",None,No,Natural Gas,75F,100%,None,None,Uninsulated,R-13,Uninsulated,"Ceiling R-38, Vented",None,R-7,100% Incandescent,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1960s,OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",1070.336388888889,349.0691133888888,0.0,0.0,5141.400000000001,1706.8277777777778,0.0,0.0,0.0,7.086934320237392,172.82829107785136,0.0,0.0,0.0,8267.633280055556,46.20185826212056,179.91522539808872,0.0
LHS Autogenerated 821,0da4a35c-4bfd-450b-a1e0-731373908a83,2016-07-01T21:00:53Z,2016-07-01T21:03:58Z,completed,completed normal,0.21573607531702146,0.7002552046328783,0.17325168218067846,0.9642440994866193,0.4497018177115824,0.05348624013946392,0.47188934693671764,0.26296304888045413,0.8830935000877361,0.8126797146277968,0.7340070075367112,0.13568705388018862,0.3771759402479511,0.6761334627470933,0.014195331915048882,0.6692428609824274,0.9393632000179496,0.8994424610312562,0.8580978861523326,0.10874297759798356,0.7529660934179556,0.35425217741494996,0.030768877279479058,0.4643718311979901,0.7322021047086454,0.6028076908155344,0.951594509095652,0.8615954540094827,0.1803534243023023,0.9807160594528541,0.9047947781155817,0.26337857815274035,0.6085667810428422,0.0044419964929111305,0.7976930651178118,0.5673365196143277,0.08651599686522968,0.8588352322068531,0.34316133009642363,0.10744266218272969,0.5775845844263676,0.9736143825913314,0.6695480605547782,0.6525671695065685,0.5200056288626511,0.4356509581306018,0.33416783911781384,0.463981326288078,0.172569503107341,0.8659339747186751,0.3073458972668741,0.05718346949457191,0.22756184248696082,0.09972371043264866,0.22621557557489724,0.6630184335648083,0.16404282356239855,0.7118456662218087,"Electric, 100% Usage","EnergyStar, 80% Usage","Electric, 100% Usage",80F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 1 Story; Crawl Foundation; FIXME: Garage,Crawl,Yes,2500-3499,1,None,"AC, SEER 10",None,No,Natural Gas,72F,50%,"Ceiling R-19, Vented",None,Uninsulated,R-13,None,"Ceiling R-38, Vented",None,Uninsulated,100% Incandescent,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1C2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,50%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,1960s,OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",744.0934981555556,523.6035095666667,123.54524261111114,0.0,4537.983333333333,2359.225,0.0,0.0,0.0,8.584688480811812,138.78828275903564,0.0,0.0,0.0,8288.450583666669,43.01866443463737,147.37297123984746,0.0
LHS Autogenerated 320,0e88ea10-401e-4f73-a468-fe88fbc1196b,2016-07-01T20:48:47Z,2016-07-01T20:51:39Z,completed,completed normal,0.8495815379568376,0.5702982148234732,0.6051528425039724,0.16049177596834488,0.5658534611095675,0.1195034367023036,0.26682917703082787,0.84230716073839,0.14303701034979896,0.9485683919286821,0.37640004956070333,0.2423045570519753,0.30794032261986287,0.76568561720266,0.6693536845145281,0.37998872220609337,0.4253018926316872,0.5225649972585962,0.23555539070419035,0.6002339862699155,0.07771661125705577,0.07291138554550708,0.5670774965428281,0.36856198536604645,0.7978649364721495,0.8416372807014267,0.8706567762687336,0.21301564335287548,0.5011139878507238,0.15827273074164985,0.5022282020431011,0.8834810299221426,0.8008100149421953,0.7687486961183604,0.08775358902802691,0.9010837808304932,0.8296524862279184,0.3539085617796518,0.9317867086688056,0.11350212822621689,0.40854157372075134,0.06463913127942943,0.8904432484211866,0.592793538054917,0.3024373647395987,0.37271425901609473,0.7100713834101334,0.22331627753190697,0.9940007791193202,0.5958755266866647,0.2710027763620019,0.9075472811115906,0.819323378706351,0.08899534828029573,0.09330001286184415,0.12198364393785596,0.0867586399205029,0.9348486332423054,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",70F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,1500-2499,3+,None,None,Electric Baseboard,No,Electricity,68F,200%,"Uninsulated, Unvented",None,Uninsulated,Uninsulated,None,"Ceiling R-19, Vented",None,R-13,100% Incandescent,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,1950s,OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,349.0689805277778,0.0,6661.971708777777,7342.105555555556,1706.8277777777778,0.0,6575.983333333334,0.0,7.086934320237392,0.0,0.0,0.0,0.0,22635.957355972223,77.94578593204525,7.086934320237392,0.0
LHS Autogenerated 370,0ed93363-fd11-44ed-ba16-a5240da39fdc,2016-07-01T20:51:00Z,2016-07-01T20:54:30Z,completed,completed normal,0.5927793947975151,0.28219361771759577,0.43009813012508674,0.7601190464054234,0.8951785226911306,0.042180372575996446,0.9826170336212963,0.7318152286575641,0.767877153045265,0.29459272978035733,0.46154978436185046,0.004536646879510954,0.2743130321362987,0.895497530468041,0.12486452779592946,0.633080104290275,0.8362005696818232,0.3560819201290142,0.6420915574084501,0.5811768259690143,0.8586911241931375,0.46184686330822294,0.7384422674220986,0.6673338844443206,0.019841416492592544,0.9051790582919493,0.5296012511535082,0.8339088598003145,0.301801178798778,0.7678294091077987,0.353411233372055,0.2326020425395109,0.7338219585376792,0.13607048159721308,0.9086268884411547,0.9166993411178701,0.5955882231285795,0.7402145577780902,0.7647539523632731,0.47755391807085834,0.6703369893361815,0.19823901928332635,0.31225859695486724,0.8347365558084566,0.8561439357337076,0.21740575645677745,0.5313472829600796,0.4801829337787349,0.5956906585923861,0.26386461979174053,0.6317945563211106,0.3666523749011103,0.6927727014268749,0.622098387840204,0.3276883613152895,0.9832644237766508,0.469709000286879,0.4408930172100663,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 1 Story; Crawl Foundation; FIXME: Garage,Crawl,Yes,2500-3499,1,None,"AC, SEER 10",None,No,Natural Gas,72F,100%,"Ceiling R-30, Vented",None,R-13,R-19,None,"Ceiling R-38, Vented",None,R-19,100% CFL,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1C3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,100%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,2000s,OSB,Gas Tankless,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",1153.3130555555556,278.85868253888884,187.90694444444443,0.0,6155.272222222222,1256.4675,0.0,67.66224,0.0,8.584688480811812,170.0081465398999,0.0,0.0,0.0,9099.480644761112,48.90800024990245,178.5928350207117,0.0
LHS Autogenerated 994,0f94442f-a615-4cd5-946c-715a17e3fb8e,2016-07-01T21:06:07Z,2016-07-01T21:07:59Z,completed,completed normal,0.21482426375476643,0.027677612906089052,0.9582963935057632,0.08288757391553372,0.7598415986134205,0.7085595119718928,0.37847536636446605,0.6167519602442626,0.7765112884014379,0.9418710434935056,0.42613247598474846,0.9148231457171496,0.2848611599591095,0.48369065541401507,0.1457326784832403,0.6594791380353272,0.4869839648145717,0.5045516129632015,0.6876536664708983,0.868880411298247,0.21868290105485358,0.4790472729234025,0.8435530542489141,0.9597223281401676,0.13465172250662,0.13296743889758364,0.8196404757900163,0.9249197651883587,0.02825881776888855,0.5792595437818673,0.2644810388942715,0.3967737716813572,0.40943118508020415,0.24306029734876938,0.3689139283178374,0.21694719941937365,0.9928732235757634,0.18772667848132552,0.46675656419922595,0.37379546543979086,0.2969752271163743,0.5997791387105826,0.9118627855635714,0.06107916653272696,0.34605380941042674,0.9205371029144153,0.8405348357439507,0.8291139320423827,0.44508120996342043,0.6850653842941392,0.24485216846084223,0.2986282605701126,0.8092971300445497,0.7261998209673911,0.9756755976756103,0.33571628435584716,0.559846701817587,0.38634239479131066,"Electric, 100% Usage","Standard, 120% Usage","Gas, 100% Usage",68F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 1 Story; Slab Foundation; FIXME: Garage,Slab,Yes,1500-2499,1,None,None,"Gas Furnace, 80% AFUE",No,Natural Gas,68F,200%,None,None,R-13,R-19,Uninsulated,"Ceiling R-49, Vented",None,R-19,100% CFL,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,2000s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,185.90589200000002,82.50699291944444,0.0,6931.352777777778,909.0155555555556,0.0,0.0,82.8037338261801,35.62067345219103,297.94868131329207,0.0,0.0,0.0,8108.781218252777,69.30561884789253,416.3730885916632,0.0
LHS Autogenerated 783,0fe5695b-1918-4a43-a6b6-7da9c3158524,2016-07-01T21:00:27Z,2016-07-01T21:03:46Z,completed,completed normal,0.5104486045669764,0.7419099676355254,0.6897734632790089,0.3239410756893922,0.1583845435967669,0.35146392895933243,0.7355455981262494,0.33552615946461445,0.5090844189887866,0.7333629462257959,0.3201144037852064,0.7757902095238678,0.6414694157270715,0.04255251899641007,0.34209755031508393,0.47217694638459945,0.6449033394637518,0.0611323289971333,0.006138384466525168,0.3747349384734407,0.9889754330674186,0.6381052368511446,0.21568816291587428,0.2250313107543625,0.40629581761127337,0.8913413909003138,0.15377127294475212,0.9543566480570007,0.279044510146603,0.8216200189634691,0.055425385136622936,0.4278964441244025,0.7439863157335204,0.6598467845113483,0.2832839434889611,0.00032731834053993224,0.130870744144544,0.2450731510564219,0.7654000949158799,0.9725031774980016,0.8191139493891969,0.5885132419606671,0.0844596260418184,0.8943789835222997,0.8608252980143297,0.04988125678175129,0.12368873256794177,0.5841481226957403,0.5901855023293756,0.43085813130042516,0.22211683017853648,0.5729816990136168,0.3091704367233906,0.24036317188525572,0.4551427175027784,0.2743314988128841,0.6033888454921543,0.1156322660248261,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 2 Stories; Heated Basement Foundation; FIXME: Garage,Heated Basement,Yes,0-1499,2,"ASHP, SEER 10, 6.2 HSPF",None,None,Yes,Electricity,70F,100%,None,Uninsulated,R-19,R-13,None,"Ceiling R-60, Vented",None,R-13,100% CFL,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1C3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,100%,EF 10.2,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1970s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",1036.0538888888889,92.95294600555557,346.3672965277778,1514.1692661333334,5245.347222222222,561.5638888888889,0.0,3203.6358333333337,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,12000.090341999998,41.5633748160668,6.1736695883208315,0.0
