name,_id,run_start_time,run_end_time,status,status_message,set_clothes_dryer.sample_value,set_clothes_washer.sample_value,set_cooking_range.sample_value,set_cooling_setpoint.sample_value,set_dishwasher.sample_value,set_door_area.sample_value,set_doors.sample_value,set_eaves.sample_value,set_exterior_finish.sample_value,set_floor_covering.sample_value,set_geometry.sample_value,set_geometry_foundation_type.sample_value,set_geometry_garage.sample_value,set_geometry_house_size.sample_value,set_geometry_stories.sample_value,set_heating_fuel.sample_value,set_heating_setpoint.sample_value,set_hot_water_fixtures.sample_value,set_hvac_system_combined.sample_value,set_hvac_system_cooling.sample_value,set_hvac_system_heating.sample_value,set_hvac_system_is_combined.sample_value,set_insulation_crawlspace.sample_value,set_insulation_finished_basement.sample_value,set_insulation_interzonal_floor.sample_value,set_insulation_interzonal_wall.sample_value,set_insulation_slab.sample_value,set_insulation_unfinished_attic.sample_value,set_insulation_unfinished_basement.sample_value,set_insulation_wall.sample_value,set_lighting.sample_value,set_location_epw.sample_value,set_location_region.sample_value,set_misc_extra_refrigerator.sample_value,set_misc_freezer.sample_value,set_misc_gas_fireplace.sample_value,set_misc_gas_grill.sample_value,set_misc_gas_lighting.sample_value,set_misc_hot_tub_spa.sample_value,set_misc_pool.sample_value,set_misc_well_pump.sample_value,set_neighbors.sample_value,set_orientation.sample_value,set_overhangs.sample_value,set_plug_loads.sample_value,set_refrigerator.sample_value,set_roof_material.sample_value,set_thermal_mass_ceiling.sample_value,set_thermal_mass_exterior_wall.sample_value,set_thermal_mass_floor.sample_value,set_thermal_mass_partition_wall.sample_value,set_uninsulated_surfaces.sample_value,set_usage_level.sample_value,set_vintage.sample_value,set_wall_sheathing.sample_value,set_water_heater.sample_value,set_window_areas.sample_value,set_windows.sample_value,res_stock_reporting.Clothes Dryer,res_stock_reporting.Clothes Washer,res_stock_reporting.Cooking Range,res_stock_reporting.Cooling Setpoint,res_stock_reporting.Dishwasher,res_stock_reporting.Door Area,res_stock_reporting.Doors,res_stock_reporting.Eaves,res_stock_reporting.Exterior Finish,res_stock_reporting.Floor Covering,res_stock_reporting.Geometry,res_stock_reporting.Geometry Foundation Type,res_stock_reporting.Geometry Garage,res_stock_reporting.Geometry House Size,res_stock_reporting.Geometry Stories,res_stock_reporting.HVAC System Combined,res_stock_reporting.HVAC System Cooling,res_stock_reporting.HVAC System Heating,res_stock_reporting.HVAC System Is Combined,res_stock_reporting.Heating Fuel,res_stock_reporting.Heating Setpoint,res_stock_reporting.Hot Water Fixtures,res_stock_reporting.Insulation Crawlspace,res_stock_reporting.Insulation Finished Basement,res_stock_reporting.Insulation Interzonal Floor,res_stock_reporting.Insulation Interzonal Wall,res_stock_reporting.Insulation Slab,res_stock_reporting.Insulation Unfinished Attic,res_stock_reporting.Insulation Unfinished Basement,res_stock_reporting.Insulation Wall,res_stock_reporting.Lighting,res_stock_reporting.Location EPW,res_stock_reporting.Location Region,res_stock_reporting.Misc Extra Refrigerator,res_stock_reporting.Misc Freezer,res_stock_reporting.Misc Gas Fireplace,res_stock_reporting.Misc Gas Grill,res_stock_reporting.Misc Gas Lighting,res_stock_reporting.Misc Hot Tub Spa,res_stock_reporting.Misc Pool,res_stock_reporting.Misc Well Pump,res_stock_reporting.Neighbors,res_stock_reporting.Orientation,res_stock_reporting.Overhangs,res_stock_reporting.Plug Loads,res_stock_reporting.Refrigerator,res_stock_reporting.Roof Material,res_stock_reporting.Thermal Mass Ceiling,res_stock_reporting.Thermal Mass Exterior Wall,res_stock_reporting.Thermal Mass Floor,res_stock_reporting.Thermal Mass Partition Wall,res_stock_reporting.Uninsulated Surfaces,res_stock_reporting.Usage Level,res_stock_reporting.Vintage,res_stock_reporting.Wall Sheathing,res_stock_reporting.Water Heater,res_stock_reporting.Window Areas,res_stock_reporting.Windows,standard_reports.Electricity Cooling kWh,standard_reports.Electricity Exterior Lighting kWh,standard_reports.Electricity Fans kWh,standard_reports.Electricity Heating kWh,standard_reports.Electricity Interior Equipment kWh,standard_reports.Electricity Interior Lighting kWh,standard_reports.Electricity Pumps kWh,standard_reports.Electricity Water Systems kWh,standard_reports.Natural Gas Heating therm,standard_reports.Natural Gas Interior Equipment therm,standard_reports.Natural Gas Water Systems therm,standard_reports.Other Fuel Heating MBtu,standard_reports.Other Fuel Interior Equipment MBtu,standard_reports.Other Fuel Water Systems MBtu,standard_reports.Total Site Electricity kWh,standard_reports.Total Site Energy MBtu,standard_reports.Total Site Natural Gas therm,standard_reports.Total Site Other Fuel MBtu
LHS Autogenerated 990,97154a18-c3ff-4af5-b05e-c925a2800750,2016-07-01T21:06:07Z,2016-07-01T21:08:06Z,completed,completed normal,0.6451143791249487,0.8599745618873276,0.7733241267332341,0.159547849786235,0.7132306458794047,0.6090251561361365,0.7676144976441283,0.7027069286536425,0.5592166999657638,0.30161097293626515,0.6912938772088383,0.19538174252049065,0.24715764762088657,0.39276764703239314,0.8795575115899555,0.7943246788454708,0.27083771651913413,0.5079272238712292,0.6432603388656862,0.0959009716892615,0.2207316250926815,0.605993497163523,0.6748260335584637,0.7967090897795278,0.29812670844537204,0.27076610743952917,0.628164754117839,0.46208960832911544,0.5126690341690555,0.3573140511419624,0.8384837554199621,0.1659622535223607,0.03145900504826568,0.5331879209405742,0.7821820446399507,0.437275872072205,0.8033547283040825,0.35549188613472504,0.9268271394902841,0.9476844249449204,0.8935925910521765,0.5056014044291806,0.3436849795677699,0.23845218632696197,0.9128555222498252,0.8024148951130919,0.3928586003012024,0.4182203879232984,0.3475801791260019,0.08943448549881577,0.5779669110139366,0.07326229751668871,0.5144506731557195,0.055509227369679136,0.3339169531152584,0.2341879861727357,0.6920253500062973,0.7040007391220424,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",70F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,0-1499,3+,None,"AC, SEER 10","Gas Furnace, 80% AFUE",No,Natural Gas,68F,100%,"Uninsulated, Unvented",None,R-13,R-13,None,"Ceiling R-38, Vented",None,R-13,100% Incandescent,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1950s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",922.5227777777777,174.53457018333333,426.3286674222222,0.0,4388.002777777778,1054.43,0.0,0.0,70.3118654238853,34.707394787741926,163.7379666403504,0.0,0.0,0.0,6965.818793161111,50.644082998167825,268.75722685197763,0.0
LHS Autogenerated 694,97367971-c68d-4d82-a018-21ca448a0fd4,2016-07-01T20:57:47Z,2016-07-01T21:00:28Z,completed,completed normal,0.37075454312283546,0.7901642491931561,0.49742833246290685,0.6318219982949086,0.866380674385,0.396294863604242,0.5847684951522387,0.593238244318869,0.47104136979859323,0.39291847915644756,0.8053334518792108,0.391896810764214,0.3410237472935114,0.04361496406234801,0.1173792025258299,0.99439113558596,0.13683914367947728,0.2261133439941332,0.10905838382337242,0.4170505010532215,0.7977154427026398,0.9495397587425541,0.9972068087419029,0.9479662998847198,0.8110285470930394,0.8059907665061764,0.531379598881118,0.3263940723747946,0.7869555977748242,0.9091857268605381,0.41228216588846406,0.7076378353454639,0.4129150197703857,0.15896088617062196,0.2115426767631434,0.5151130690234713,0.06439169079368003,0.7932697361255996,0.6199048811674583,0.5384502171480563,0.21687371468311176,0.6906704236688093,0.3961967355248053,0.9085281532625668,0.26204013349185695,0.07710000685718842,0.08293588945176453,0.20456869837525302,0.933405332546914,0.3374751881635748,0.7807979091282469,0.17621771847014314,0.8317538429107517,0.4701601199323777,0.995598332287278,0.4012277697995305,0.41450732049485667,0.39922135263797826,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 1 Story; Crawl Foundation; No Garage,Crawl,No,0-1499,1,None,None,None,No,Propane/LPG,65F,200%,"Uninsulated, Vented",None,R-19,R-19,None,"Ceiling R-30, Vented",None,R-7,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,200%,EF 10.2,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,1980s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,174.53457018055553,0.0,0.0,7167.852777777778,1054.43,0.0,6753.219444444444,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,15150.036792402778,52.31143824160971,6.1736695883208315,0.0
LHS Autogenerated 247,9736e3d4-1465-41dc-8563-2b1222e433d3,2016-07-01T20:48:09Z,2016-07-01T20:50:53Z,completed,completed normal,0.6067647569219116,0.07239864135533572,0.6348240823394153,0.15849179100850597,0.1801189403370954,0.12553933051181956,0.12091404883796349,0.3148003498362377,0.43544461238221266,0.05940499673481099,0.641115247750422,0.2712829031741712,0.738149265242042,0.6311462103896774,0.0017024034443311393,0.5858609522129409,0.13484549219650216,0.002084236443741247,0.5885449127524626,0.928918102734955,0.2050147430296056,0.2797019723863341,0.8247169048215728,0.9402630106171127,0.1063661966084037,0.10132958711800165,0.9310652415635996,0.637778504283866,0.4799441468897276,0.45214737394684923,0.7303299249196425,0.8855907762974966,0.7804414937424008,0.8201873135503848,0.8226561793144792,0.4241741757043637,0.14307729055150412,0.8339774441537448,0.3794420043386053,0.860228005897021,0.7190125160887837,0.5911479468906764,0.8680997288180515,0.8984277740586549,0.1417657218868844,0.26104508246132174,0.05961516796494834,0.9921914868669118,0.0964258904880844,0.9365492043863051,0.5095579619819764,0.934627877907129,0.088081555000972,0.31316450484329833,0.29953893620520833,0.7316818896641489,0.907948622523807,0.9842194783398882,"Electric, 100% Usage","Standard, 80% Usage","Gas, 100% Usage",70F,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 1 Story; Crawl Foundation; FIXME: Garage,Crawl,Yes,2500-3499,1,None,None,"Gas Furnace, 80% AFUE",No,Natural Gas,65F,50%,"Uninsulated, Unvented",None,R-13,R-13,None,"Ceiling R-38, Vented",None,R-13,100% Incandescent,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,50%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,1970s,OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,523.6037213583334,154.056964175,0.0,4325.972222222222,2359.2255555555557,0.0,0.0,207.9569764300655,41.90277689111408,133.45482104132057,0.0,0.0,0.0,7362.85846331111,63.45457333774228,383.31457436250014,0.0
LHS Autogenerated 825,973ae59e-bc90-46b6-9a1c-13ed582a20b2,2016-07-01T21:00:59Z,2016-07-01T21:04:07Z,completed,completed normal,0.957531586832134,0.9259744985739234,0.1885735892392695,0.8050248164010699,0.2972463437451515,0.1699815029744059,0.7666527323501651,0.1046030899847392,0.45713938370463436,0.12648202901426703,0.96144001022866,0.13114790818467736,0.28953618329856545,0.6725696842181497,0.9853674550366123,0.08968080511759036,0.5758924366943539,0.23944959255121648,0.601254624668276,0.274413821979193,0.6052150526926853,0.9104613325980027,0.8816217062082141,0.6774557290549855,0.28895639115641825,0.010824412629008294,0.49918260384397584,0.357471175927436,0.886369611620903,0.15325421312288381,0.7404509205177892,0.34411394271743484,0.053876666037365795,0.42559806364704855,0.5948864106389228,0.2947991848043166,0.149858512413688,0.40889634731947444,0.8217067887904123,0.30060646689194254,0.10088582737883553,0.003756861642468721,0.5747223623658064,0.3225587993436493,0.12830424689105713,0.47943752114963717,0.1589337933852803,0.630872109569842,0.8601105384477414,0.5878378297141753,0.7169152363745961,0.7087856718795374,0.9316521492160391,0.6055649217648897,0.4815469115260057,0.7682538612368517,0.418154182695318,0.9629662171767559,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",78F,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 3+ Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,2500-3499,3+,"ASHP, SEER 17, 8.7 HSPF",None,None,Yes,Electricity,70F,200%,"Ceiling R-30, Vented",None,R-13,R-13,None,"Ceiling R-38, Vented",None,R-19,100% Incandescent,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,200%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,1990s,OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",571.7544444444445,523.6038772972222,197.98305158333335,1043.4186423916667,8619.961111111112,2359.2275,0.0,7059.169444444444,0.0,8.584688480811812,0.0,0.0,0.0,0.0,20375.118071272223,70.38125749896663,8.584688480811812,0.0
LHS Autogenerated 469,9768e9c5-eb74-4e7b-a211-d6f21ff5ad04,2016-07-01T20:53:46Z,2016-07-01T20:56:49Z,completed,completed normal,0.901022175735794,0.18073852461832576,0.4891664207407739,0.5120770627842285,0.060035100856330244,0.05529564257361926,0.45143064263975247,0.2059810924155172,0.6191063820149284,0.9261821132597979,0.8886788258145097,0.1251207280952949,0.5100570195196197,0.17497888091788627,0.2578352921421174,0.7873583184496965,0.9711328997060191,0.9783651055570226,0.6172196433723438,0.18903434062562882,0.3413431102305185,0.6145411133053712,0.05368652641493827,0.8921073000554461,0.04717496163537726,0.3555837066739332,0.05577380103408359,0.3878669327921234,0.8730923799232114,0.9695504597874824,0.29565823609894143,0.8080823775283061,0.9917133044782095,0.26252348719816654,0.33193030766025183,0.4583601132198237,0.4793848618816119,0.13547475806367584,0.4483708817572333,0.5800588286924175,0.6529891998458188,0.00294826972251758,0.6651069009583443,0.16896141724311747,0.9143218711405061,0.47885102953575553,0.0854273923842702,0.45123255674378016,0.6907440238741692,0.8671787852586713,0.12881751257623547,0.8598618941816967,0.5106737891708035,0.3700871527704876,0.874058236310957,0.3523062122135889,0.08188603421091102,0.4701002481740434,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 1 Story; Crawl Foundation; FIXME: Garage,Crawl,Yes,1500-2499,1,None,None,"Gas Furnace, 80% AFUE",No,Natural Gas,75F,100%,"Ceiling R-13, Vented",None,R-19,R-13,None,"Ceiling R-19, Vented",None,R-7,100% CFL,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,H3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1970s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Thermal-Break, Air",0.0,185.90589199444443,460.4845832638889,0.0,5149.408333333333,909.0158333333334,0.0,0.0,498.8682923950093,7.086934320237392,187.49111671081042,0.0,0.0,0.0,6704.814641925,92.22241152472381,693.4463434260571,0.0
LHS Autogenerated 51,97846612-8efe-4662-a0f3-22a902879f2d,2016-07-01T20:43:05Z,2016-07-01T20:48:08Z,completed,completed normal,0.8895900775510818,0.255429259697441,0.9848850767677649,0.2816971746336203,0.6209660634025931,0.17453945899987594,0.643346774276346,0.812309749514563,0.005888549282448367,0.9287145760648419,0.26022079108911567,0.4629852461803239,0.7243332286986988,0.0971457055453211,0.834174689050531,0.6703381927537266,0.017962572764372454,0.8837390005900525,0.2880908901593648,0.15997108186990955,0.11455641813878902,0.7180223244975786,0.46454774526506665,0.14289395759627224,0.26232239946303887,0.5054630882241763,0.7854884625750128,0.5518871722898911,0.13024557305057533,0.5023967317976058,0.3292419553867076,0.8301134379107971,0.9506384467245079,0.9726568033662625,0.7567159368337598,0.8231665989323519,0.23398763904906808,0.4180915686357766,0.9811841689308639,0.4351979280663654,0.9074549470592755,0.51948053091974,0.7840240681227296,0.5316178289332892,0.5697497118248138,0.2752832799886819,0.8728640650117304,0.45820882181380873,0.15483757067634724,0.33542656182218344,0.6378932216893881,0.11051696666027419,0.021832366975722835,0.08493060630490072,0.5352571149745491,0.1373669795359019,0.279344835618278,0.5727670297827572,"Electric, 100% Usage","Standard, 80% Usage","FIXME Propane, 100% Usage",72F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 3+ Stories; Heated Basement Foundation; FIXME: Garage,Heated Basement,Yes,1500-2499,3+,None,None,"Gas Boiler, 80% AFUE",No,Natural Gas,60F,50%,None,Uninsulated,R-19,R-19,None,"Ceiling R-19, Vented",None,R-19,100% CFL,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,H3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,50%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,1950s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,185.90589199444443,0.0,58.24567667777778,3824.2777777777783,909.0158333333334,92.99700529722223,2146.368611111111,172.82781407599524,35.62067345219103,0.0,0.0,0.0,0.0,7216.810796191668,45.469629328911424,208.44848752818626,0.0
LHS Autogenerated 920,97b009ac-a50c-4d5d-a6fe-903438bf708c,2016-07-01T21:03:47Z,2016-07-01T21:06:38Z,completed,completed normal,0.03318652083305642,0.6661567970407195,0.24273775653354823,0.08091031124186703,0.5281500884217676,0.8331093297910411,0.02206121065095067,0.9624082511614542,0.2879443625872955,0.7929879061949905,0.18841939242044464,0.6315920334316324,0.0903583926546853,0.22592922977823765,0.5151729374125135,0.6038422962494661,0.3591059472197667,0.3126965647977777,0.06485820745723322,0.21852991937007754,0.5260740368748084,0.6777654472882859,0.4199605200497899,0.9455189430576284,0.9709572901884094,0.3535699201787356,0.769568033340387,0.37060295533412135,0.9135759049460758,0.24532013600412755,0.041137971349526195,0.9767649741061032,0.5132917970207054,0.2599746506444644,0.04682899651909247,0.6746695131310262,0.281035683200229,0.2998097978597507,0.26390689715649934,0.8351034440852236,0.40961478154640646,0.8889082612213679,0.6676058271904476,0.8639667904414237,0.2879577149061952,0.677506866510259,0.12460852914233692,0.2795051415394992,0.1527251503446605,0.5427171642433386,0.5751240095419343,0.09420408135652542,0.11319538770243526,0.14136310024792328,0.9280368441941682,0.5238430101911071,0.23254972490295767,0.34115560400020334,"Electric, 100% Usage","EnergyStar, 80% Usage","Electric, 100% Usage",68F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 2 Stories; Heated Basement Foundation; No Garage,Heated Basement,No,0-1499,2,None,None,"Gas Furnace, 80% AFUE",No,Natural Gas,68F,50%,None,Uninsulated,Uninsulated,R-13,None,"Ceiling R-19, Vented",None,R-13,100% CFL,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,50%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,1960s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,92.95294600277776,67.61944214166668,0.0,3822.741666666667,561.5639967416668,0.0,0.0,67.86260456022303,6.1736695883208315,101.57745652409497,0.0,0.0,0.0,4544.878051552778,33.069140684456514,175.61373067263884,0.0
LHS Autogenerated 627,97b75641-d8fa-477b-913a-a22b67e05ceb,2016-07-01T20:57:05Z,2016-07-01T21:00:19Z,completed,completed normal,0.33534930265625007,0.5021285614834633,0.5217549217245542,0.5810019426555373,0.4403403717565816,0.9975746280779131,0.46320964040001855,0.5287536961643491,0.2209788913880475,0.7296021973548923,0.6149104449101723,0.22611838926095515,0.6887289662950207,0.372936858343659,0.6567270777763333,0.4742268888738472,0.2538779964814894,0.044245766773121434,0.7292904668119736,0.29496595552400684,0.3218381722231861,0.9212909901207313,0.7856054273273331,0.1265922966480721,0.2406704651694745,0.5815452299932949,0.6836603885332588,0.03188624513638206,0.6201866137054749,0.9490695186289959,0.9518202055233996,0.08939805709337816,0.12568309467332436,0.44648232350638134,0.38868320861947725,0.794841018438572,0.11196212255232968,0.006251276319148019,0.1605182013947051,0.21677315649203957,0.9399586228744593,0.17423636297718623,0.9660914769112132,0.5447852859993,0.9911491220318712,0.18675469137518666,0.44721736324066297,0.44618957411311566,0.7087956711454317,0.5441915370319038,0.5980211392734199,0.16240999505505896,0.16431122823641636,0.17545977151906117,0.29043462385074237,0.44297647870355283,0.9431674614832737,0.6480549706234596,"Electric, 100% Usage","EnergyStar, 80% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 2 Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,0-1499,2,None,"AC, SEER 10","Gas Furnace, 90% AFUE",No,Natural Gas,68F,50%,"Uninsulated, Unvented",None,Uninsulated,R-7,None,"Ceiling R-13, Vented",None,Uninsulated,100% Incandescent,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,50%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,1960s,OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",592.7566666666667,174.53457018333333,500.38181089722224,0.0,4069.938888888889,1054.43,0.0,0.0,208.36034704560512,6.1736695883208315,111.06470781524075,0.0,0.0,0.0,6392.041936636111,54.37042485761251,325.59872444916675,0.0
LHS Autogenerated 519,98270797-be70-436f-903e-d3412b931986,2016-07-01T20:54:08Z,2016-07-01T20:57:04Z,completed,completed normal,0.6542679104786366,0.7229499290026724,0.637831239431398,0.8916373201967217,0.19391195531794803,0.6819858570117503,0.5232427270950284,0.4324007040904835,0.7537880454820115,0.4930191060330253,0.05949835922406055,0.24340965363197029,0.3107025758009404,0.6993670467855408,0.24003648606594652,0.620336622555973,0.03744348501879722,0.22037688419176266,0.3650003468526993,0.03003639164706692,0.6511110832572449,0.9137643352446612,0.08289637037971988,0.008609716070117429,0.07038818131550215,0.8193574916690123,0.8609475746834651,0.7811216906562913,0.10386350539932028,0.4943332632568199,0.8097116926955059,0.2372462592460215,0.6942832122598774,0.8122600905215368,0.17166435508383437,0.2253956003577914,0.614520462308079,0.9613562788367271,0.02163734250352718,0.30492241617897525,0.2826635789705906,0.028876874841051177,0.5201024293797091,0.5858847537727561,0.6292561178496108,0.02478963954676874,0.8907899134608451,0.5896439344345127,0.13012116597918794,0.9954476393533405,0.833498995481059,0.03751263478328474,0.9395164300033357,0.5202635064441711,0.9034399777622893,0.9931904279894661,0.19903176619228907,0.40067616895749236,"Electric, 100% Usage","EnergyStar, 120% Usage","Gas, 100% Usage",78F,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 1 Story; Crawl Foundation; FIXME: Garage,Crawl,Yes,1500-2499,1,None,"AC, SEER 10","Gas Furnace, 80% AFUE",No,Natural Gas,60F,200%,"Ceiling R-19, Vented",None,R-13,R-19,None,"Ceiling R-38, Vented",None,R-19,100% Incandescent,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1C3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,200%,EF 6.7,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,1990s,OSB,Propane Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",1317.1472222222224,349.06937650555557,334.28197599722216,0.0,7829.238888888889,1706.8280555555555,0.0,0.0,4.73239956472552,35.62067345219103,0.0,0.0,0.0,0.0,11536.565519169442,43.399702812957976,40.35307301691655,0.0
LHS Autogenerated 353,98606059-30fe-4d84-b2f7-107c5bd0c6e2,2016-07-01T20:50:50Z,2016-07-01T20:54:01Z,completed,completed normal,0.1715897113410756,0.2945549204228446,0.07946190118906088,0.24904465066664852,0.10606539808842354,0.8980828955266624,0.6877144754955079,0.21433142839698122,0.9733432357967832,0.9886406836253591,0.6341876569052692,0.8794535551692825,0.27672068000095895,0.22604434120561928,0.6462013750521001,0.23341916825063527,0.685816549043404,0.9925720343282446,0.8165942979347892,0.9470415352068375,0.8259856257515493,0.6030458114647772,0.46523761375038886,0.38045655156904834,0.27462445553694853,0.6639361422776711,0.7183356004043017,0.7785052777405362,0.1822882178798318,0.1493414237431716,0.6882177686996293,0.2067559801824391,0.33626850495766847,0.3917059445749037,0.6153507393843028,0.9049051364266779,0.1505737761373166,0.8388569280672818,0.8712443244911264,0.21132453498314135,0.14072966646519489,0.6766261978601106,0.04079970767628401,0.881610670512775,0.7261414838512428,0.20458885771105997,0.40552527575870045,0.9579131775521673,0.0926123129974585,0.8876661774374079,0.05424788508145138,0.8589161671325565,0.5245329031378496,0.3248361549736001,0.9139585303885397,0.570800174414413,0.5922373324686195,0.06473532856698148,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",70F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 2 Stories; Heated Basement Foundation; No Garage,Heated Basement,No,0-1499,2,None,"FIXME Room AC, EER 9.8, 20% Conditioned",Electric Furnace,No,Electricity,70F,100%,None,Uninsulated,R-13,R-7,None,"Ceiling R-38, Vented",None,R-13,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,100%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1970s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",950.9719444444445,174.53457018055553,285.12855116111115,1769.1433870111111,5089.219444444444,1054.43,0.0,3587.3058333333333,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,12910.733730574999,44.67061903515627,6.1736695883208315,0.0
