Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single Family Attached	Option=Single Family Detached	sample_count	sample_weight
NC, 01701	0.039674	0.000000	0.136214	0.006943	0.055544	0.018845	0.056627	0.215868	0.470284	0.000000	0.000000
NC, 01702	0.053218	0.007687	0.128117	0.016162	0.026412	0.025623	0.056627	0.352879	0.333274	0.000000	0.000000
NC, 01703	0.018707	0.089637	0.148876	0.000000	0.000000	0.000000	0.056627	0.043024	0.643128	0.000000	0.000000
NC, 01704	0.050125	0.007035	0.109044	0.029899	0.033417	0.027701	0.056627	0.191369	0.494784	0.000000	0.000000
NC, 01801	0.014200	0.030671	0.027263	0.035215	0.086902	0.071566	0.059699	0.000000	0.674484	0.000000	0.000000
NC, 01802	0.048792	0.019126	0.036301	0.066747	0.042937	0.051914	0.059699	0.122972	0.551512	0.000000	0.000000
NC, 01803	0.192056	0.000000	0.010438	0.020180	0.020876	0.022267	0.059699	0.057198	0.617286	0.000000	0.000000
NC, 01900	0.019477	0.000000	0.000000	0.000000	0.000000	0.061678	0.385144	0.000000	0.533701	0.000000	0.000000
NC, 02000	0.010859	0.002172	0.004344	0.014272	0.012411	0.015823	0.473381	0.041780	0.424958	0.000000	0.000000
NC, 02100	0.022791	0.030768	0.017094	0.000000	0.000000	0.000000	0.310520	0.004678	0.614148	0.000000	0.000000
NC, 02201	0.045860	0.006315	0.065708	0.000000	0.082398	0.066460	0.253022	0.036576	0.443662	0.000000	0.000000
NC, 02202	0.076212	0.073830	0.000000	0.000000	0.067876	0.048823	0.253022	0.035365	0.444872	0.000000	0.000000
NC, 02300	0.000000	0.010753	0.000000	0.017797	0.015202	0.004449	0.353979	0.000000	0.597820	0.000000	0.000000
NC, 02400	0.010668	0.004801	0.021336	0.003467	0.004667	0.004667	0.316459	0.021108	0.612827	0.000000	0.000000
NC, 02500	0.026450	0.000000	0.032960	0.006104	0.038657	0.015259	0.284252	0.075208	0.521110	0.000000	0.000000
NC, 02600	0.006383	0.023832	0.000000	0.006383	0.041280	0.009362	0.277629	0.020371	0.614760	0.000000	0.000000
NC, 02700	0.004756	0.008561	0.005073	0.000000	0.052319	0.000000	0.401495	0.037967	0.489828	0.000000	0.000000
NC, 02800	0.051326	0.013687	0.026519	0.002994	0.011121	0.021814	0.308467	0.022725	0.541348	0.000000	0.000000
NC, 02900	0.049278	0.001202	0.046016	0.007383	0.041895	0.018715	0.278273	0.062983	0.494255	0.000000	0.000000
NC, 03001	0.000000	0.000000	0.013522	0.057469	0.000000	0.034932	0.170744	0.000000	0.723333	0.000000	0.000000
NC, 03002	0.015403	0.000000	0.008057	0.019313	0.044075	0.019076	0.170744	0.045477	0.677856	0.000000	0.000000
NC, 03101	0.013729	0.006590	0.047777	0.001428	0.010873	0.196269	0.023923	0.157973	0.541438	0.000000	0.000000
NC, 03102	0.106776	0.027234	0.009078	0.022479	0.059656	0.051443	0.023923	0.069157	0.630254	0.000000	0.000000
NC, 03103	0.181415	0.007327	0.055392	0.000000	0.020515	0.012016	0.023923	0.090539	0.608872	0.000000	0.000000
NC, 03104	0.026297	0.036706	0.094231	0.006574	0.021366	0.091491	0.023923	0.080867	0.618544	0.000000	0.000000
NC, 03105	0.047569	0.003735	0.073122	0.012678	0.027716	0.111846	0.023923	0.276034	0.423377	0.000000	0.000000
NC, 03106	0.059571	0.000000	0.054973	0.026387	0.043979	0.091755	0.023923	0.107912	0.591499	0.000000	0.000000
NC, 03107	0.142614	0.005351	0.067160	0.000000	0.047092	0.014449	0.023923	0.073798	0.625613	0.000000	0.000000
NC, 03108	0.057329	0.001536	0.099047	0.042229	0.018683	0.057841	0.023923	0.087214	0.612197	0.000000	0.000000
NC, 03200	0.020377	0.008394	0.008228	0.002982	0.023415	0.000607	0.048196	0.047270	0.840530	0.000000	0.000000
NC, 03300	0.013827	0.000000	0.000000	0.000000	0.047932	0.000000	0.111723	0.028193	0.798325	0.000000	0.000000
NC, 03400	0.029056	0.018434	0.000000	0.000000	0.039679	0.005936	0.336909	0.000000	0.569985	0.000000	0.000000
NC, 03500	0.005118	0.004350	0.002772	0.008444	0.002260	0.002260	0.322225	0.096004	0.556565	0.000000	0.000000
NC, 03600	0.008448	0.017857	0.000000	0.014592	0.022849	0.000000	0.406591	0.019945	0.509718	0.000000	0.000000
NC, 03700	0.022003	0.006723	0.022614	0.025059	0.006723	0.006723	0.358645	0.046813	0.504698	0.000000	0.000000
NC, 03800	0.011875	0.019872	0.000000	0.014541	0.007270	0.000000	0.370472	0.041692	0.534278	0.000000	0.000000
NC, 03900	0.000000	0.006557	0.001639	0.012567	0.014206	0.000000	0.594092	0.009602	0.361338	0.000000	0.000000
NC, 04000	0.000000	0.032142	0.043893	0.020046	0.032834	0.052188	0.050594	0.186983	0.581320	0.000000	0.000000
NC, 04100	0.000000	0.069250	0.039921	0.000000	0.000000	0.000000	0.465893	0.000000	0.424936	0.000000	0.000000
NC, 04200	0.040420	0.027902	0.072093	0.023227	0.064401	0.017948	0.176276	0.101308	0.476426	0.000000	0.000000
NC, 04300	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.344638	0.129515	0.525847	0.000000	0.000000
NC, 04400	0.012057	0.000000	0.055411	0.001796	0.011031	0.004361	0.374058	0.008904	0.532382	0.000000	0.000000
NC, 04500	0.026729	0.019417	0.061864	0.008321	0.025300	0.004791	0.312041	0.196192	0.345344	0.000000	0.000000
NC, 04600	0.042508	0.022206	0.058369	0.000000	0.000000	0.000000	0.218631	0.033666	0.624620	0.000000	0.000000
NC, 04700	0.057635	0.005703	0.041275	0.019812	0.012157	0.054933	0.072108	0.071024	0.665352	0.000000	0.000000
NC, 04800	0.016625	0.000000	0.000000	0.000000	0.003825	0.024276	0.384421	0.043013	0.527839	0.000000	0.000000
NC, 04900	0.016152	0.000000	0.005560	0.016416	0.000000	0.000000	0.685258	0.000000	0.276613	0.000000	0.000000
NC, 05001	0.076194	0.003635	0.056273	0.017158	0.050311	0.039842	0.183843	0.064535	0.508210	0.000000	0.000000
NC, 05002	0.092531	0.003588	0.056652	0.027948	0.046643	0.016051	0.183843	0.048665	0.524080	0.000000	0.000000
NC, 05003	0.065644	0.019979	0.092146	0.014270	0.044850	0.006524	0.183843	0.010228	0.562516	0.000000	0.000000
NC, 05100	0.010592	0.014046	0.007368	0.012434	0.016118	0.000691	0.607782	0.006172	0.324798	0.000000	0.000000
NC, 05200	0.005791	0.004401	0.013898	0.005328	0.014593	0.004401	0.481482	0.000000	0.470106	0.000000	0.000000
NC, 05300	0.000000	0.000000	0.000000	0.000000	0.035476	0.003942	0.122166	0.000000	0.838416	0.000000	0.000000
NC, 05400	0.006622	0.006622	0.006622	0.006622	0.006622	0.006622	0.082697	0.028886	0.848686	0.000000	0.000000
ND, 00100	0.026575	0.002103	0.051952	0.011874	0.011444	0.023431	0.120130	0.132034	0.620456	0.000000	0.000000
ND, 00200	0.052574	0.030357	0.028157	0.019798	0.020458	0.028157	0.221708	0.059286	0.539505	0.000000	0.000000
ND, 00300	0.041064	0.008836	0.046131	0.010916	0.020922	0.096291	0.129928	0.112039	0.533873	0.000000	0.000000
ND, 00400	0.044594	0.009777	0.170744	0.000000	0.033863	0.147136	0.072127	0.040308	0.481451	0.000000	0.000000
ND, 00500	0.019049	0.010299	0.186850	0.000155	0.009060	0.118862	0.038816	0.083813	0.533096	0.000000	0.000000
NE, 00100	0.007006	0.017014	0.044037	0.022019	0.043037	0.000000	0.165672	0.022492	0.678723	0.000000	0.000000
NE, 00200	0.001383	0.029053	0.008647	0.048076	0.047730	0.029053	0.106357	0.090770	0.638929	0.000000	0.000000
NE, 00300	0.027688	0.035687	0.030764	0.030764	0.053530	0.000000	0.106864	0.198324	0.516378	0.000000	0.000000
NE, 00400	0.000000	0.110949	0.000000	0.000000	0.000000	0.000000	0.230030	0.067626	0.591395	0.000000	0.000000
NE, 00500	0.042493	0.076723	0.021837	0.024197	0.000000	0.020656	0.123939	0.113872	0.576283	0.000000	0.000000
NE, 00600	0.000000	0.022432	0.058787	0.003094	0.034034	0.000000	0.075450	0.014144	0.792059	0.000000	0.000000
NE, 00701	0.047170	0.000000	0.000000	0.091152	0.000000	0.006374	0.124205	0.065806	0.665293	0.000000	0.000000
NE, 00702	0.050346	0.000000	0.051930	0.001584	0.020596	0.075695	0.009856	0.064560	0.725433	0.000000	0.000000
NE, 00801	0.086001	0.000000	0.088109	0.034569	0.083471	0.027824	0.033352	0.128718	0.517957	0.000000	0.000000
NE, 00802	0.042006	0.048580	0.132226	0.014245	0.039083	0.043832	0.033352	0.227466	0.419209	0.000000	0.000000
NE, 00901	0.094714	0.000000	0.065358	0.000000	0.082529	0.057604	0.017021	0.050788	0.631984	0.000000	0.000000
NE, 00902	0.117091	0.012949	0.112896	0.000000	0.006931	0.050338	0.017021	0.062190	0.620583	0.000000	0.000000
NE, 00903	0.011802	0.058271	0.100315	0.057533	0.000000	0.072285	0.017021	0.072535	0.610238	0.000000	0.000000
NE, 00904	0.030308	0.010528	0.060296	0.000000	0.027117	0.171956	0.017021	0.332160	0.350613	0.000000	0.000000
NH, 00100	0.040109	0.000000	0.070748	0.000000	0.081890	0.095816	0.238799	0.025583	0.447055	0.000000	0.000000
NH, 00200	0.000000	0.021261	0.008297	0.139490	0.040447	0.006223	0.238709	0.051561	0.494012	0.000000	0.000000
NH, 00300	0.116151	0.000000	0.124448	0.037015	0.030633	0.000000	0.202678	0.108421	0.380653	0.000000	0.000000
NH, 00400	0.000000	0.000000	0.000000	0.000000	0.000000	0.313884	0.177271	0.082154	0.426692	0.000000	0.000000
NH, 00500	0.039336	0.048413	0.108325	0.019970	0.105299	0.000000	0.150789	0.083232	0.444636	0.000000	0.000000
NH, 00600	0.000000	0.000000	0.000000	0.000000	0.000000	0.462867	0.078122	0.040062	0.418950	0.000000	0.000000
NH, 00700	0.032359	0.021572	0.101120	0.000000	0.059324	0.106513	0.126414	0.066903	0.485795	0.000000	0.000000
NH, 00800	0.112698	0.075132	0.100623	0.000000	0.110015	0.064399	0.078122	0.153423	0.305589	0.000000	0.000000
NH, 00900	0.044167	0.032389	0.272656	0.100700	0.000000	0.012956	0.078122	0.030915	0.428097	0.000000	0.000000
NH, 01000	0.073551	0.016973	0.100709	0.000000	0.000000	0.078643	0.137852	0.111583	0.480689	0.000000	0.000000
NJ, 00101	0.000000	0.069062	0.098280	0.039843	0.000000	0.183279	0.144417	0.045681	0.419439	0.000000	0.000000
NJ, 00102	0.080112	0.000000	0.000000	0.021543	0.028275	0.260533	0.144417	0.150039	0.315081	0.000000	0.000000
NJ, 00301	0.000000	0.036231	0.076990	0.052534	0.000000	0.280787	0.008982	0.000000	0.544476	0.000000	0.000000
NJ, 00302	0.025228	0.088930	0.026490	0.061179	0.000000	0.244715	0.008982	0.177171	0.367306	0.000000	0.000000
NJ, 00303	0.020390	0.101440	0.047407	0.045878	0.017332	0.214095	0.008982	0.370916	0.173561	0.000000	0.000000
NJ, 00304	0.029507	0.038359	0.064916	0.011803	0.023606	0.278351	0.008982	0.332343	0.212134	0.000000	0.000000
NJ, 00305	0.130095	0.003516	0.000000	0.091418	0.175804	0.045709	0.008982	0.060647	0.483829	0.000000	0.000000
NJ, 00306	0.060695	0.086707	0.000000	0.000000	0.212433	0.086707	0.008982	0.194096	0.350381	0.000000	0.000000
NJ, 00307	0.000000	0.031614	0.165971	0.000000	0.165971	0.082986	0.008982	0.015086	0.529390	0.000000	0.000000
NJ, 00308	0.109606	0.044654	0.000000	0.235449	0.000000	0.056833	0.008982	0.054971	0.489505	0.000000	0.000000
NJ, 00400	0.021100	0.288366	0.035167	0.012660	0.151920	0.094246	0.001717	0.207228	0.187596	0.000000	0.000000
NJ, 00501	0.099243	0.102444	0.272117	0.043219	0.086437	0.000000	0.001717	0.125626	0.269199	0.000000	0.000000
NJ, 00502	0.254471	0.128447	0.000000	0.000000	0.220541	0.000000	0.001717	0.229317	0.165507	0.000000	0.000000
NJ, 00503	0.000000	0.072547	0.032976	0.000000	0.257212	0.240724	0.001717	0.215111	0.179713	0.000000	0.000000
NJ, 00601	0.034552	0.039933	0.085814	0.022940	0.043049	0.646013	0.000572	0.074392	0.052734	0.000000	0.000000
NJ, 00602	0.201137	0.256186	0.112214	0.148207	0.131269	0.023290	0.000572	0.046981	0.080145	0.000000	0.000000
NJ, 00701	0.016984	0.081524	0.103942	0.133834	0.147422	0.388595	0.000572	0.055199	0.071927	0.000000	0.000000
NJ, 00702	0.076494	0.023261	0.096624	0.040707	0.102887	0.532328	0.000572	0.127126	0.000000	0.000000	0.000000
NJ, 00703	0.071228	0.111233	0.064398	0.046835	0.000000	0.578607	0.000572	0.063563	0.063563	0.000000	0.000000
NJ, 00800	0.208563	0.000000	0.657777	0.000000	0.000000	0.000000	0.052195	0.010774	0.070691	0.000000	0.000000
NJ, 00901	0.224545	0.000000	0.000000	0.000000	0.000000	0.165736	0.019456	0.111412	0.478851	0.000000	0.000000
NJ, 00902	0.000000	0.000000	0.000000	0.118267	0.000000	0.272014	0.019456	0.166675	0.423588	0.000000	0.000000
NJ, 00903	0.160933	0.028766	0.151603	0.000000	0.027988	0.020991	0.019456	0.121996	0.468268	0.000000	0.000000
NJ, 00904	0.000000	0.044786	0.099170	0.000000	0.166349	0.079976	0.019456	0.036683	0.553581	0.000000	0.000000
NJ, 00905	0.200202	0.034304	0.060735	0.000000	0.011247	0.083792	0.019456	0.148999	0.441265	0.000000	0.000000
NJ, 00906	0.035246	0.073070	0.007737	0.000000	0.032667	0.241561	0.019456	0.274637	0.315627	0.000000	0.000000
NJ, 00907	0.112845	0.084789	0.058604	0.027432	0.036784	0.069827	0.019456	0.139736	0.450528	0.000000	0.000000
NJ, 01001	0.038827	0.000000	0.196723	0.000000	0.033650	0.025885	0.001554	0.048117	0.655243	0.000000	0.000000
NJ, 01002	0.070687	0.007335	0.083691	0.015338	0.004668	0.113366	0.001554	0.242217	0.461144	0.000000	0.000000
NJ, 01003	0.037100	0.063355	0.052510	0.062784	0.000000	0.079336	0.001554	0.000000	0.703361	0.000000	0.000000
NJ, 01101	0.056154	0.010027	0.206566	0.082225	0.000000	0.000000	0.057135	0.164526	0.423366	0.000000	0.000000
NJ, 01102	0.044181	0.000000	0.035040	0.000000	0.127973	0.147778	0.057135	0.134323	0.453569	0.000000	0.000000
NJ, 01103	0.028091	0.062141	0.160036	0.005108	0.078315	0.021281	0.057135	0.047550	0.540342	0.000000	0.000000
NJ, 01104	0.000000	0.000000	0.000000	0.000000	0.000000	0.354972	0.057135	0.141174	0.446719	0.000000	0.000000
NJ, 01105	0.092728	0.024631	0.117358	0.000000	0.023182	0.097074	0.057135	0.207162	0.380730	0.000000	0.000000
NJ, 01106	0.095147	0.000000	0.051233	0.000000	0.128083	0.080509	0.057135	0.025356	0.562536	0.000000	0.000000
NJ, 01201	0.035042	0.008947	0.046971	0.000000	0.066355	0.043988	0.110658	0.042747	0.645293	0.000000	0.000000
NJ, 01202	0.062827	0.020515	0.038465	0.000000	0.079495	0.000000	0.110658	0.000000	0.688040	0.000000	0.000000
NJ, 01203	0.045152	0.026339	0.009877	0.000000	0.024457	0.095477	0.110658	0.377439	0.310601	0.000000	0.000000
NJ, 01204	0.000000	0.000000	0.000000	0.045629	0.000000	0.155674	0.110658	0.025483	0.662557	0.000000	0.000000
NJ, 01205	0.201302	0.000000	0.000000	0.000000	0.000000	0.000000	0.110658	0.060370	0.627670	0.000000	0.000000
NJ, 01301	0.020135	0.143630	0.202693	0.118126	0.051009	0.128864	0.003569	0.165987	0.165987	0.000000	0.000000
NJ, 01302	0.035532	0.128805	0.139465	0.144795	0.034644	0.181216	0.003569	0.331974	0.000000	0.000000	0.000000
NJ, 01401	0.053099	0.017221	0.182259	0.000000	0.000000	0.411877	0.003569	0.061288	0.270687	0.000000	0.000000
NJ, 01402	0.015710	0.132077	0.076802	0.153605	0.071566	0.214698	0.003569	0.110658	0.221316	0.000000	0.000000
NJ, 01403	0.045576	0.000000	0.098349	0.026386	0.000000	0.494145	0.003569	0.234529	0.097445	0.000000	0.000000
NJ, 01404	0.000000	0.172267	0.233791	0.000000	0.000000	0.258400	0.003569	0.136737	0.195238	0.000000	0.000000
NJ, 01501	0.012099	0.000000	0.033704	0.000000	0.039753	0.252346	0.001721	0.159198	0.501179	0.000000	0.000000
NJ, 01502	0.078526	0.000000	0.204645	0.054731	0.000000	0.000000	0.001721	0.332412	0.327965	0.000000	0.000000
NJ, 01503	0.000000	0.000000	0.125997	0.108816	0.103089	0.000000	0.001721	0.023273	0.637104	0.000000	0.000000
NJ, 01504	0.102510	0.014554	0.006328	0.013921	0.077831	0.122758	0.001721	0.198113	0.462264	0.000000	0.000000
NJ, 01600	0.040918	0.006820	0.032962	0.007956	0.040918	0.007956	0.060059	0.124820	0.677592	0.000000	0.000000
NJ, 01700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112885	0.295705	0.591410	0.000000	0.000000
NJ, 01800	0.130359	0.191849	0.038124	0.022136	0.047962	0.066409	0.001058	0.118919	0.383183	0.000000	0.000000
NJ, 01901	0.000000	0.292259	0.000000	0.000000	0.204581	0.000000	0.001058	0.129914	0.372187	0.000000	0.000000
NJ, 01902	0.100700	0.024135	0.068243	0.084055	0.039115	0.180594	0.001058	0.059254	0.442848	0.000000	0.000000
NJ, 01903	0.000000	0.000000	0.000000	0.000000	0.248420	0.248420	0.001058	0.000000	0.502102	0.000000	0.000000
NJ, 01904	0.065510	0.092752	0.057078	0.003243	0.000000	0.278257	0.001058	0.000000	0.502102	0.000000	0.000000
NJ, 02001	0.053365	0.000000	0.091429	0.031347	0.027242	0.068665	0.004351	0.346815	0.376786	0.000000	0.000000
NJ, 02002	0.000000	0.000000	0.008244	0.026564	0.066867	0.170373	0.004351	0.204449	0.519151	0.000000	0.000000
NJ, 02003	0.178440	0.032178	0.000000	0.019014	0.032178	0.010238	0.004351	0.404250	0.319351	0.000000	0.000000
NJ, 02101	0.042832	0.069347	0.016317	0.146853	0.089744	0.019376	0.021322	0.409624	0.184584	0.000000	0.000000
NJ, 02102	0.029830	0.011600	0.155777	0.097775	0.046402	0.043087	0.021322	0.235022	0.359185	0.000000	0.000000
NJ, 02103	0.266172	0.000000	0.069904	0.000000	0.000000	0.048395	0.021322	0.173147	0.421061	0.000000	0.000000
NJ, 02104	0.104653	0.000000	0.078675	0.000000	0.025235	0.175906	0.021322	0.280898	0.313309	0.000000	0.000000
NJ, 02201	0.068479	0.000000	0.000000	0.057666	0.000000	0.084697	0.087896	0.118892	0.582370	0.000000	0.000000
NJ, 02202	0.067673	0.028164	0.016429	0.011735	0.077843	0.008997	0.087896	0.114105	0.587157	0.000000	0.000000
NJ, 02301	0.135233	0.080704	0.042533	0.000000	0.075251	0.065436	0.011952	0.503657	0.085234	0.000000	0.000000
NJ, 02302	0.186239	0.000000	0.112359	0.012313	0.069262	0.018983	0.011952	0.047155	0.541736	0.000000	0.000000
NJ, 02303	0.093791	0.000000	0.139596	0.000000	0.000000	0.165770	0.011952	0.111560	0.477331	0.000000	0.000000
NJ, 02400	0.099438	0.071688	0.000000	0.000000	0.000000	0.085563	0.254135	0.074071	0.415106	0.000000	0.000000
NJ, 02500	0.103023	0.027678	0.056893	0.000000	0.013839	0.013839	0.199995	0.049414	0.535320	0.000000	0.000000
NJ, 02600	0.087113	0.035608	0.005723	0.000000	0.055320	0.031793	0.127443	0.130327	0.526673	0.000000	0.000000
NM, 00100	0.053071	0.015089	0.006244	0.000000	0.035901	0.000000	0.521088	0.011098	0.357509	0.000000	0.000000
NM, 00200	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
NM, 00300	0.000000	0.000000	0.000000	0.081921	0.000000	0.000000	0.517696	0.000000	0.400383	0.000000	0.000000
NM, 00400	0.006825	0.031850	0.010465	0.040040	0.006370	0.010010	0.420138	0.058428	0.415873	0.000000	0.000000
NM, 00500	0.004851	0.029107	0.020444	0.021137	0.059600	0.046086	0.368520	0.024003	0.426252	0.000000	0.000000
NM, 00600	0.002951	0.005410	0.000000	0.026560	0.013280	0.030986	0.090609	0.006406	0.823798	0.000000	0.000000
NM, 00700	0.017395	0.017395	0.017395	0.017395	0.017395	0.017395	0.492846	0.000000	0.402783	0.000000	0.000000
NM, 00801	0.093149	0.000000	0.000000	0.020290	0.045191	0.093149	0.130557	0.000000	0.617663	0.000000	0.000000
NM, 00802	0.000000	0.000000	0.044891	0.000000	0.000000	0.206889	0.130557	0.114030	0.503633	0.000000	0.000000
NM, 00803	0.097825	0.037687	0.000000	0.056931	0.024857	0.034479	0.130557	0.144654	0.473009	0.000000	0.000000
NM, 00804	0.016284	0.000000	0.077037	0.033821	0.015032	0.109605	0.130557	0.165219	0.452445	0.000000	0.000000
NM, 00805	0.000000	0.036417	0.049602	0.042696	0.058393	0.064672	0.130557	0.005661	0.612002	0.000000	0.000000
NM, 00806	0.013319	0.000000	0.026209	0.000000	0.102688	0.109563	0.130557	0.118755	0.498908	0.000000	0.000000
NM, 00900	0.006740	0.006740	0.006740	0.006740	0.006740	0.006740	0.747743	0.000000	0.211819	0.000000	0.000000
NM, 01001	0.014651	0.014220	0.000000	0.027579	0.044384	0.013358	0.450758	0.000000	0.435049	0.000000	0.000000
NM, 01002	0.003993	0.027151	0.006788	0.018367	0.032341	0.025554	0.450758	0.013614	0.421435	0.000000	0.000000
NM, 01100	0.000000	0.000000	0.000000	0.031377	0.015128	0.000000	0.503267	0.028851	0.421377	0.000000	0.000000
NM, 01200	0.000000	0.010540	0.000000	0.014304	0.034129	0.013426	0.340882	0.000000	0.586720	0.000000	0.000000
NV, 00101	0.105781	0.003344	0.042860	0.025837	0.070521	0.067177	0.090990	0.033009	0.560482	0.000000	0.000000
NV, 00102	0.020247	0.064960	0.044713	0.000000	0.115578	0.070022	0.090990	0.016467	0.577024	0.000000	0.000000
NV, 00103	0.036223	0.000000	0.023831	0.016205	0.167769	0.071492	0.090990	0.015075	0.578416	0.000000	0.000000
NV, 00200	0.007661	0.000000	0.099598	0.027070	0.011747	0.018387	0.334388	0.030232	0.470917	0.000000	0.000000
NV, 00300	0.000000	0.001733	0.005026	0.005546	0.021318	0.033970	0.518241	0.005321	0.408845	0.000000	0.000000
NV, 00401	0.076603	0.000000	0.025849	0.028868	0.053207	0.074339	0.044980	0.000000	0.696155	0.000000	0.000000
NV, 00402	0.000000	0.000000	0.072664	0.000000	0.000000	0.186201	0.044980	0.073762	0.622393	0.000000	0.000000
NV, 00403	0.130748	0.000000	0.008775	0.000000	0.079853	0.039488	0.044980	0.012070	0.684085	0.000000	0.000000
NV, 00404	0.000000	0.000000	0.040720	0.101801	0.078532	0.037812	0.044980	0.115771	0.580384	0.000000	0.000000
NV, 00405	0.038849	0.026560	0.022596	0.036075	0.056292	0.078492	0.044980	0.046131	0.650025	0.000000	0.000000
NV, 00406	0.000000	0.000000	0.000000	0.000000	0.258864	0.000000	0.044980	0.000000	0.696155	0.000000	0.000000
NV, 00407	0.000000	0.000000	0.018490	0.083206	0.064056	0.093112	0.044980	0.032949	0.663206	0.000000	0.000000
NV, 00408	0.024467	0.024223	0.048201	0.029116	0.058966	0.073891	0.044980	0.019756	0.676399	0.000000	0.000000
NV, 00409	0.025217	0.000000	0.007205	0.044774	0.037054	0.144614	0.044980	0.208847	0.487309	0.000000	0.000000
NV, 00410	0.023096	0.000000	0.049078	0.040417	0.071212	0.075061	0.044980	0.068635	0.627520	0.000000	0.000000
NV, 00411	0.056686	0.003307	0.020312	0.022438	0.064480	0.091642	0.044980	0.075644	0.620511	0.000000	0.000000
NV, 00412	0.049022	0.000000	0.008464	0.056428	0.038089	0.106861	0.044980	0.006935	0.689220	0.000000	0.000000
NV, 00413	0.089571	0.000000	0.053866	0.022162	0.021854	0.071411	0.044980	0.038656	0.657500	0.000000	0.000000
NY, 00100	0.000000	0.000000	0.000000	0.005572	0.000892	0.010476	0.427954	0.002079	0.553027	0.000000	0.000000
NY, 00200	0.049547	0.037161	0.010322	0.033032	0.052300	0.023397	0.387009	0.011857	0.395374	0.000000	0.000000
NY, 00300	0.000000	0.039855	0.068798	0.012336	0.062155	0.052666	0.233524	0.034777	0.495889	0.000000	0.000000
NY, 00401	0.000000	0.063531	0.000000	0.190594	0.000000	0.000000	0.283854	0.000000	0.462021	0.000000	0.000000
NY, 00402	0.000000	0.000000	0.080492	0.000000	0.068108	0.171819	0.190371	0.012734	0.476475	0.000000	0.000000
NY, 00403	0.000000	0.007011	0.039731	0.084137	0.060766	0.000000	0.399505	0.000000	0.408849	0.000000	0.000000
NY, 00500	0.010845	0.007682	0.057391	0.033892	0.051516	0.051968	0.333215	0.198225	0.255266	0.000000	0.000000
NY, 00600	0.000000	0.105477	0.000000	0.000000	0.043432	0.000000	0.360930	0.010980	0.479182	0.000000	0.000000
NY, 00701	0.062028	0.086235	0.040848	0.043874	0.049925	0.184573	0.052376	0.000000	0.480141	0.000000	0.000000
NY, 00702	0.130407	0.009914	0.111342	0.015252	0.060247	0.140321	0.052376	0.045376	0.434765	0.000000	0.000000
NY, 00703	0.000000	0.000000	0.180234	0.000000	0.163337	0.123911	0.052376	0.042071	0.438070	0.000000	0.000000
NY, 00704	0.006119	0.136152	0.000000	0.000000	0.000000	0.097907	0.269464	0.000000	0.490358	0.000000	0.000000
NY, 00800	0.000000	0.048317	0.048317	0.060921	0.016806	0.000000	0.167963	0.000000	0.657677	0.000000	0.000000
NY, 00901	0.000000	0.000000	0.260449	0.147909	0.000000	0.012862	0.025982	0.129908	0.422891	0.000000	0.000000
NY, 00902	0.095571	0.000000	0.086722	0.023008	0.056635	0.159285	0.025982	0.290219	0.262579	0.000000	0.000000
NY, 00903	0.017762	0.091349	0.081199	0.030450	0.012687	0.187773	0.025982	0.168243	0.384555	0.000000	0.000000
NY, 00904	0.000000	0.000000	0.000000	0.000000	0.225402	0.195818	0.025982	0.148538	0.404260	0.000000	0.000000
NY, 00905	0.100690	0.082230	0.023494	0.109081	0.026851	0.078874	0.025982	0.108563	0.444235	0.000000	0.000000
NY, 00906	0.060444	0.000000	0.091611	0.072722	0.182277	0.014167	0.025982	0.114570	0.438229	0.000000	0.000000
NY, 01000	0.038922	0.077844	0.038922	0.000000	0.032934	0.000000	0.244497	0.000000	0.566882	0.000000	0.000000
NY, 01101	0.007779	0.047453	0.031894	0.033450	0.012447	0.195256	0.122108	0.057928	0.491686	0.000000	0.000000
NY, 01102	0.000000	0.000000	0.250117	0.078162	0.000000	0.000000	0.122108	0.014689	0.534925	0.000000	0.000000
NY, 01201	0.060750	0.000000	0.078750	0.000000	0.099000	0.227251	0.045388	0.000000	0.488861	0.000000	0.000000
NY, 01202	0.017834	0.000000	0.021950	0.084370	0.050759	0.290838	0.045388	0.052667	0.436193	0.000000	0.000000
NY, 01203	0.000000	0.021332	0.069329	0.065774	0.181323	0.127993	0.045388	0.024921	0.463940	0.000000	0.000000
NY, 01204	0.063153	0.000000	0.096045	0.057890	0.069731	0.178933	0.045388	0.000000	0.488861	0.000000	0.000000
NY, 01205	0.097124	0.019866	0.055184	0.081672	0.070635	0.141271	0.045388	0.179455	0.309405	0.000000	0.000000
NY, 01206	0.056411	0.175018	0.156215	0.000000	0.040500	0.037607	0.045388	0.419023	0.069837	0.000000	0.000000
NY, 01207	0.024637	0.000000	0.036369	0.057486	0.321451	0.025810	0.045388	0.022570	0.466290	0.000000	0.000000
NY, 01300	0.046017	0.034748	0.018782	0.060104	0.023478	0.000000	0.321918	0.000000	0.494953	0.000000	0.000000
