Dependency=PUMA	Dependency=Geometry Building Type RECS	Option=Occupied	Option=Vacant
PA, 03210	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03210	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03210	Single-Family Attached	1.000000	0.000000
PA, 03210	Single-Family Detached	1.000000	0.000000
PA, 03211	Mobile Home	1.000000	0.000000
PA, 03211	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03211	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03211	Single-Family Attached	1.000000	0.000000
PA, 03211	Single-Family Detached	1.000000	0.000000
PA, 03301	Mobile Home	1.000000	0.000000
PA, 03301	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03301	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03301	Single-Family Attached	1.000000	0.000000
PA, 03301	Single-Family Detached	1.000000	0.000000
PA, 03302	Mobile Home	1.000000	0.000000
PA, 03302	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03302	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03302	Single-Family Attached	1.000000	0.000000
PA, 03302	Single-Family Detached	1.000000	0.000000
PA, 03303	Mobile Home	1.000000	0.000000
PA, 03303	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03303	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03303	Single-Family Attached	1.000000	0.000000
PA, 03303	Single-Family Detached	1.000000	0.000000
PA, 03304	Mobile Home	1.000000	0.000000
PA, 03304	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03304	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03304	Single-Family Attached	1.000000	0.000000
PA, 03304	Single-Family Detached	1.000000	0.000000
PA, 03401	Mobile Home	1.000000	0.000000
PA, 03401	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03401	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03401	Single-Family Attached	1.000000	0.000000
PA, 03401	Single-Family Detached	1.000000	0.000000
PA, 03402	Mobile Home	1.000000	0.000000
PA, 03402	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03402	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03402	Single-Family Attached	1.000000	0.000000
PA, 03402	Single-Family Detached	1.000000	0.000000
PA, 03403	Mobile Home	1.000000	0.000000
PA, 03403	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03403	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03403	Single-Family Attached	1.000000	0.000000
PA, 03403	Single-Family Detached	1.000000	0.000000
PA, 03404	Mobile Home	1.000000	0.000000
PA, 03404	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03404	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03404	Single-Family Attached	1.000000	0.000000
PA, 03404	Single-Family Detached	1.000000	0.000000
PA, 03501	Mobile Home	1.000000	0.000000
PA, 03501	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03501	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03501	Single-Family Attached	1.000000	0.000000
PA, 03501	Single-Family Detached	1.000000	0.000000
PA, 03502	Mobile Home	1.000000	0.000000
PA, 03502	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03502	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03502	Single-Family Attached	1.000000	0.000000
PA, 03502	Single-Family Detached	1.000000	0.000000
PA, 03503	Mobile Home	1.000000	0.000000
PA, 03503	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03503	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03503	Single-Family Attached	1.000000	0.000000
PA, 03503	Single-Family Detached	1.000000	0.000000
PA, 03504	Mobile Home	1.000000	0.000000
PA, 03504	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03504	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03504	Single-Family Attached	1.000000	0.000000
PA, 03504	Single-Family Detached	1.000000	0.000000
PA, 03601	Mobile Home	1.000000	0.000000
PA, 03601	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03601	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03601	Single-Family Attached	1.000000	0.000000
PA, 03601	Single-Family Detached	1.000000	0.000000
PA, 03602	Mobile Home	1.000000	0.000000
PA, 03602	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03602	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03602	Single-Family Attached	1.000000	0.000000
PA, 03602	Single-Family Detached	1.000000	0.000000
PA, 03603	Mobile Home	1.000000	0.000000
PA, 03603	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03603	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03603	Single-Family Attached	1.000000	0.000000
PA, 03603	Single-Family Detached	1.000000	0.000000
PA, 03701	Mobile Home	1.000000	0.000000
PA, 03701	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03701	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03701	Single-Family Attached	1.000000	0.000000
PA, 03701	Single-Family Detached	1.000000	0.000000
PA, 03702	Mobile Home	1.000000	0.000000
PA, 03702	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03702	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03702	Single-Family Attached	1.000000	0.000000
PA, 03702	Single-Family Detached	1.000000	0.000000
PA, 03800	Mobile Home	1.000000	0.000000
PA, 03800	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03800	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03800	Single-Family Attached	1.000000	0.000000
PA, 03800	Single-Family Detached	1.000000	0.000000
PA, 03900	Mobile Home	1.000000	0.000000
PA, 03900	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 03900	Multi-Family with 5+ Units	1.000000	0.000000
PA, 03900	Single-Family Attached	1.000000	0.000000
PA, 03900	Single-Family Detached	1.000000	0.000000
PA, 04001	Mobile Home	1.000000	0.000000
PA, 04001	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 04001	Multi-Family with 5+ Units	1.000000	0.000000
PA, 04001	Single-Family Attached	1.000000	0.000000
PA, 04001	Single-Family Detached	1.000000	0.000000
PA, 04002	Mobile Home	1.000000	0.000000
PA, 04002	Multi-Family with 2 - 4 Units	1.000000	0.000000
PA, 04002	Multi-Family with 5+ Units	1.000000	0.000000
PA, 04002	Single-Family Attached	1.000000	0.000000
PA, 04002	Single-Family Detached	1.000000	0.000000
RI, 00101	Mobile Home	1.000000	0.000000
RI, 00101	Multi-Family with 2 - 4 Units	1.000000	0.000000
RI, 00101	Multi-Family with 5+ Units	1.000000	0.000000
RI, 00101	Single-Family Attached	1.000000	0.000000
RI, 00101	Single-Family Detached	1.000000	0.000000
RI, 00102	Mobile Home	1.000000	0.000000
RI, 00102	Multi-Family with 2 - 4 Units	1.000000	0.000000
RI, 00102	Multi-Family with 5+ Units	1.000000	0.000000
RI, 00102	Single-Family Attached	1.000000	0.000000
RI, 00102	Single-Family Detached	1.000000	0.000000
RI, 00103	Mobile Home	1.000000	0.000000
RI, 00103	Multi-Family with 2 - 4 Units	1.000000	0.000000
RI, 00103	Multi-Family with 5+ Units	1.000000	0.000000
RI, 00103	Single-Family Attached	1.000000	0.000000
RI, 00103	Single-Family Detached	1.000000	0.000000
RI, 00104	Mobile Home	1.000000	0.000000
RI, 00104	Multi-Family with 2 - 4 Units	1.000000	0.000000
RI, 00104	Multi-Family with 5+ Units	1.000000	0.000000
RI, 00104	Single-Family Attached	1.000000	0.000000
RI, 00104	Single-Family Detached	1.000000	0.000000
RI, 00201	Mobile Home	1.000000	0.000000
RI, 00201	Multi-Family with 2 - 4 Units	1.000000	0.000000
RI, 00201	Multi-Family with 5+ Units	1.000000	0.000000
RI, 00201	Single-Family Attached	1.000000	0.000000
RI, 00201	Single-Family Detached	1.000000	0.000000
RI, 00300	Mobile Home	1.000000	0.000000
RI, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
RI, 00300	Multi-Family with 5+ Units	1.000000	0.000000
RI, 00300	Single-Family Attached	1.000000	0.000000
RI, 00300	Single-Family Detached	1.000000	0.000000
RI, 00400	Mobile Home	1.000000	0.000000
RI, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
RI, 00400	Multi-Family with 5+ Units	1.000000	0.000000
RI, 00400	Single-Family Attached	1.000000	0.000000
RI, 00400	Single-Family Detached	1.000000	0.000000
SC, 00101	Mobile Home	1.000000	0.000000
SC, 00101	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00101	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00101	Single-Family Attached	1.000000	0.000000
SC, 00101	Single-Family Detached	1.000000	0.000000
SC, 00102	Mobile Home	1.000000	0.000000
SC, 00102	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00102	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00102	Single-Family Attached	1.000000	0.000000
SC, 00102	Single-Family Detached	1.000000	0.000000
SC, 00103	Mobile Home	1.000000	0.000000
SC, 00103	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00103	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00103	Single-Family Attached	1.000000	0.000000
SC, 00103	Single-Family Detached	1.000000	0.000000
SC, 00104	Mobile Home	1.000000	0.000000
SC, 00104	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00104	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00104	Single-Family Attached	1.000000	0.000000
SC, 00104	Single-Family Detached	1.000000	0.000000
SC, 00105	Mobile Home	1.000000	0.000000
SC, 00105	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00105	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00105	Single-Family Attached	1.000000	0.000000
SC, 00105	Single-Family Detached	1.000000	0.000000
SC, 00200	Mobile Home	1.000000	0.000000
SC, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00200	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00200	Single-Family Attached	1.000000	0.000000
SC, 00200	Single-Family Detached	1.000000	0.000000
SC, 00301	Mobile Home	1.000000	0.000000
SC, 00301	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00301	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00301	Single-Family Attached	1.000000	0.000000
SC, 00301	Single-Family Detached	1.000000	0.000000
SC, 00302	Mobile Home	1.000000	0.000000
SC, 00302	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00302	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00302	Single-Family Attached	1.000000	0.000000
SC, 00302	Single-Family Detached	1.000000	0.000000
SC, 00400	Mobile Home	1.000000	0.000000
SC, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00400	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00400	Single-Family Attached	1.000000	0.000000
SC, 00400	Single-Family Detached	1.000000	0.000000
SC, 00501	Mobile Home	1.000000	0.000000
SC, 00501	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00501	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00501	Single-Family Attached	1.000000	0.000000
SC, 00501	Single-Family Detached	1.000000	0.000000
SC, 00502	Mobile Home	1.000000	0.000000
SC, 00502	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00502	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00502	Single-Family Attached	1.000000	0.000000
SC, 00502	Single-Family Detached	1.000000	0.000000
SC, 00601	Mobile Home	1.000000	0.000000
SC, 00601	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00601	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00601	Single-Family Attached	1.000000	0.000000
SC, 00601	Single-Family Detached	1.000000	0.000000
SC, 00602	Mobile Home	1.000000	0.000000
SC, 00602	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00602	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00602	Single-Family Attached	1.000000	0.000000
SC, 00602	Single-Family Detached	1.000000	0.000000
SC, 00603	Mobile Home	1.000000	0.000000
SC, 00603	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00603	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00603	Single-Family Attached	1.000000	0.000000
SC, 00603	Single-Family Detached	1.000000	0.000000
SC, 00604	Mobile Home	1.000000	0.000000
SC, 00604	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00604	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00604	Single-Family Attached	1.000000	0.000000
SC, 00604	Single-Family Detached	1.000000	0.000000
SC, 00605	Mobile Home	1.000000	0.000000
SC, 00605	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00605	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00605	Single-Family Attached	1.000000	0.000000
SC, 00605	Single-Family Detached	1.000000	0.000000
SC, 00700	Mobile Home	1.000000	0.000000
SC, 00700	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00700	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00700	Single-Family Attached	1.000000	0.000000
SC, 00700	Single-Family Detached	1.000000	0.000000
SC, 00800	Mobile Home	1.000000	0.000000
SC, 00800	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00800	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00800	Single-Family Attached	1.000000	0.000000
SC, 00800	Single-Family Detached	1.000000	0.000000
SC, 00900	Mobile Home	1.000000	0.000000
SC, 00900	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 00900	Multi-Family with 5+ Units	1.000000	0.000000
SC, 00900	Single-Family Attached	1.000000	0.000000
SC, 00900	Single-Family Detached	1.000000	0.000000
SC, 01000	Mobile Home	1.000000	0.000000
SC, 01000	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01000	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01000	Single-Family Attached	1.000000	0.000000
SC, 01000	Single-Family Detached	1.000000	0.000000
SC, 01101	Mobile Home	1.000000	0.000000
SC, 01101	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01101	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01101	Single-Family Attached	1.000000	0.000000
SC, 01101	Single-Family Detached	1.000000	0.000000
SC, 01102	Mobile Home	1.000000	0.000000
SC, 01102	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01102	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01102	Single-Family Attached	1.000000	0.000000
SC, 01102	Single-Family Detached	1.000000	0.000000
SC, 01201	Mobile Home	1.000000	0.000000
SC, 01201	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01201	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01201	Single-Family Attached	1.000000	0.000000
SC, 01201	Single-Family Detached	1.000000	0.000000
SC, 01202	Mobile Home	1.000000	0.000000
SC, 01202	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01202	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01202	Single-Family Attached	1.000000	0.000000
SC, 01202	Single-Family Detached	1.000000	0.000000
SC, 01203	Mobile Home	1.000000	0.000000
SC, 01203	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01203	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01203	Single-Family Attached	1.000000	0.000000
SC, 01203	Single-Family Detached	1.000000	0.000000
SC, 01204	Mobile Home	1.000000	0.000000
SC, 01204	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01204	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01204	Single-Family Attached	1.000000	0.000000
SC, 01204	Single-Family Detached	1.000000	0.000000
SC, 01300	Mobile Home	1.000000	0.000000
SC, 01300	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01300	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01300	Single-Family Attached	1.000000	0.000000
SC, 01300	Single-Family Detached	1.000000	0.000000
SC, 01400	Mobile Home	1.000000	0.000000
SC, 01400	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01400	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01400	Single-Family Attached	1.000000	0.000000
SC, 01400	Single-Family Detached	1.000000	0.000000
SC, 01500	Mobile Home	1.000000	0.000000
SC, 01500	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01500	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01500	Single-Family Attached	1.000000	0.000000
SC, 01500	Single-Family Detached	1.000000	0.000000
SC, 01600	Mobile Home	1.000000	0.000000
SC, 01600	Multi-Family with 2 - 4 Units	1.000000	0.000000
SC, 01600	Multi-Family with 5+ Units	1.000000	0.000000
SC, 01600	Single-Family Attached	1.000000	0.000000
SC, 01600	Single-Family Detached	1.000000	0.000000
SD, 00100	Mobile Home	1.000000	0.000000
SD, 00100	Multi-Family with 2 - 4 Units	1.000000	0.000000
SD, 00100	Multi-Family with 5+ Units	1.000000	0.000000
SD, 00100	Single-Family Attached	1.000000	0.000000
SD, 00100	Single-Family Detached	1.000000	0.000000
SD, 00200	Mobile Home	1.000000	0.000000
SD, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
SD, 00200	Multi-Family with 5+ Units	1.000000	0.000000
SD, 00200	Single-Family Attached	1.000000	0.000000
SD, 00200	Single-Family Detached	1.000000	0.000000
SD, 00300	Mobile Home	1.000000	0.000000
SD, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
SD, 00300	Multi-Family with 5+ Units	1.000000	0.000000
SD, 00300	Single-Family Attached	1.000000	0.000000
SD, 00300	Single-Family Detached	1.000000	0.000000
SD, 00400	Mobile Home	1.000000	0.000000
SD, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
SD, 00400	Multi-Family with 5+ Units	1.000000	0.000000
SD, 00400	Single-Family Attached	1.000000	0.000000
SD, 00400	Single-Family Detached	1.000000	0.000000
SD, 00500	Mobile Home	1.000000	0.000000
SD, 00500	Multi-Family with 2 - 4 Units	1.000000	0.000000
SD, 00500	Multi-Family with 5+ Units	1.000000	0.000000
SD, 00500	Single-Family Attached	1.000000	0.000000
SD, 00500	Single-Family Detached	1.000000	0.000000
SD, 00600	Mobile Home	1.000000	0.000000
SD, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
SD, 00600	Multi-Family with 5+ Units	1.000000	0.000000
SD, 00600	Single-Family Attached	1.000000	0.000000
SD, 00600	Single-Family Detached	1.000000	0.000000
TN, 00100	Mobile Home	1.000000	0.000000
TN, 00100	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 00100	Multi-Family with 5+ Units	1.000000	0.000000
TN, 00100	Single-Family Attached	1.000000	0.000000
TN, 00100	Single-Family Detached	1.000000	0.000000
TN, 00200	Mobile Home	1.000000	0.000000
TN, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 00200	Multi-Family with 5+ Units	1.000000	0.000000
TN, 00200	Single-Family Attached	1.000000	0.000000
TN, 00200	Single-Family Detached	1.000000	0.000000
TN, 00300	Mobile Home	1.000000	0.000000
TN, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 00300	Multi-Family with 5+ Units	1.000000	0.000000
TN, 00300	Single-Family Attached	1.000000	0.000000
TN, 00300	Single-Family Detached	1.000000	0.000000
TN, 00400	Mobile Home	1.000000	0.000000
TN, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 00400	Multi-Family with 5+ Units	1.000000	0.000000
TN, 00400	Single-Family Attached	1.000000	0.000000
TN, 00400	Single-Family Detached	1.000000	0.000000
TN, 00500	Mobile Home	1.000000	0.000000
TN, 00500	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 00500	Multi-Family with 5+ Units	1.000000	0.000000
TN, 00500	Single-Family Attached	1.000000	0.000000
TN, 00500	Single-Family Detached	1.000000	0.000000
TN, 00600	Mobile Home	1.000000	0.000000
TN, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 00600	Multi-Family with 5+ Units	1.000000	0.000000
TN, 00600	Single-Family Attached	1.000000	0.000000
TN, 00600	Single-Family Detached	1.000000	0.000000
TN, 00700	Mobile Home	1.000000	0.000000
TN, 00700	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 00700	Multi-Family with 5+ Units	1.000000	0.000000
TN, 00700	Single-Family Attached	1.000000	0.000000
TN, 00700	Single-Family Detached	1.000000	0.000000
TN, 00800	Mobile Home	1.000000	0.000000
TN, 00800	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 00800	Multi-Family with 5+ Units	1.000000	0.000000
TN, 00800	Single-Family Attached	1.000000	0.000000
TN, 00800	Single-Family Detached	1.000000	0.000000
TN, 00900	Mobile Home	1.000000	0.000000
TN, 00900	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 00900	Multi-Family with 5+ Units	1.000000	0.000000
TN, 00900	Single-Family Attached	1.000000	0.000000
TN, 00900	Single-Family Detached	1.000000	0.000000
TN, 01000	Mobile Home	1.000000	0.000000
TN, 01000	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 01000	Multi-Family with 5+ Units	1.000000	0.000000
TN, 01000	Single-Family Attached	1.000000	0.000000
TN, 01000	Single-Family Detached	1.000000	0.000000
TN, 01100	Mobile Home	1.000000	0.000000
TN, 01100	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 01100	Multi-Family with 5+ Units	1.000000	0.000000
TN, 01100	Single-Family Attached	1.000000	0.000000
TN, 01100	Single-Family Detached	1.000000	0.000000
TN, 01200	Mobile Home	1.000000	0.000000
TN, 01200	Multi-Family with 2 - 4 Units	1.000000	0.000000
TN, 01200	Multi-Family with 5+ Units	1.000000	0.000000
TN, 01200	Single-Family Attached	1.000000	0.000000
TN, 01200	Single-Family Detached	1.000000	0.000000
