Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single Family Attached	Option=Single Family Detached	sample_count	sample_weight
AL, 01500	 0.000000	0.000000	 0.000000	 0.000000	 0.159756	0.134195	0.190226	0.000000	0.515823	0.000000	0.000000
AL, 01600	 0.052600	0.010851	 0.055910	 0.043588	 0.074486	0.076877	0.146547	0.034896	0.504246	0.000000	0.000000
AL, 01700	 0.006307	0.007148	 0.027752	 0.007148	 0.008410	0.015137	0.697090	0.000000	0.231009	0.000000	0.000000
AL, 01800	 0.003831	0.008938	 0.000000	 0.000000	 0.042455	0.031921	0.466532	0.032448	0.413876	0.000000	0.000000
AL, 01900	 0.078782	0.062138	 0.049563	 0.036247	 0.053631	0.032734	0.206426	0.015525	0.464954	0.000000	0.000000
AL, 02000	 0.066996	0.037331	 0.014332	 0.051997	 0.038664	0.042664	0.099136	0.024938	0.623943	0.000000	0.000000
AL, 02100	 0.009348	0.008029	 0.019175	 0.024927	 0.034035	0.002637	0.276235	0.000000	0.625614	0.000000	0.000000
AL, 02200	 0.000000	0.008446	 0.000000	 0.008446	 0.049314	0.003814	0.591650	0.000000	0.338329	0.000000	0.000000
AL, 02300	 0.000000	0.016363	 0.014210	 0.027989	 0.037032	0.000000	0.338732	0.022467	0.543208	0.000000	0.000000
AL, 02400	 0.048680	0.017104	 0.039141	 0.019406	 0.136171	0.006907	0.238388	0.003558	0.490644	0.000000	0.000000
AL, 02500	 0.018550	0.006099	 0.065053	 0.041674	 0.023887	0.020837	0.270524	0.009825	0.543551	0.000000	0.000000
AL, 02600	 0.043919	0.002982	 0.061541	 0.022502	 0.048528	0.039310	0.165990	0.015073	0.600154	0.000000	0.000000
AL, 02701	 0.053114	0.053114	 0.043547	 0.003299	 0.017815	0.021444	0.176183	0.303312	0.328174	0.000000	0.000000
AL, 02702	 0.054261	0.007342	 0.058559	 0.006268	 0.048531	0.017371	0.176183	0.000000	0.631485	0.000000	0.000000
AL, 02703	 0.034752	0.000000	 0.000000	 0.021270	 0.051229	0.085081	0.176183	0.000000	0.631485	0.000000	0.000000
AR, 00100	 0.066230	0.028870	 0.046871	 0.014265	 0.092383	0.016642	0.056270	0.052014	0.626455	0.000000	0.000000
AR, 00200	 0.106017	0.014932	 0.088099	 0.041511	 0.040018	0.115275	0.059314	0.014536	0.520298	0.000000	0.000000
AR, 00300	 0.000000	0.051085	 0.013505	 0.032882	 0.000000	0.012918	0.284131	0.026996	0.578483	0.000000	0.000000
AR, 00400	 0.002941	0.015335	 0.005252	 0.023528	 0.009873	0.002941	0.394939	0.000000	0.545190	0.000000	0.000000
AR, 00500	 0.058080	0.053429	 0.006012	 0.161307	 0.031989	0.009869	0.112578	0.009686	0.557050	0.000000	0.000000
AR, 00600	 0.000000	0.034923	 0.000000	 0.038302	 0.187005	0.057453	0.196416	0.000000	0.485901	0.000000	0.000000
AR, 00700	 0.000000	0.049412	 0.000000	 0.074117	 0.000000	0.000000	0.444889	0.000000	0.431582	0.000000	0.000000
AR, 00800	 0.088240	0.037649	 0.000000	 0.048238	 0.022354	0.024707	0.385796	0.006828	0.386187	0.000000	0.000000
AR, 00900	 0.164434	0.028269	 0.061126	 0.028713	 0.046918	0.010360	0.082646	0.014637	0.562896	0.000000	0.000000
AR, 01000	 0.072359	0.024120	 0.052796	 0.005360	 0.033768	0.151419	0.082646	0.019057	0.558476	0.000000	0.000000
AR, 01100	 0.127595	0.020675	 0.038544	 0.026730	 0.067342	0.008713	0.172928	0.011672	0.525800	0.000000	0.000000
AR, 01200	 0.099746	0.028898	 0.011186	 0.014449	 0.058729	0.000000	0.187604	0.000000	0.599387	0.000000	0.000000
AR, 01300	 0.111959	0.088748	 0.000000	 0.055980	 0.000000	0.000000	0.218841	0.000000	0.524473	0.000000	0.000000
AR, 01400	 0.020779	0.119743	 0.000000	 0.047193	 0.075368	0.021483	0.088364	0.017867	0.609204	0.000000	0.000000
AR, 01500	 0.023870	0.009341	 0.012454	 0.003114	 0.019719	0.000000	0.391438	0.016295	0.523770	0.000000	0.000000
AR, 01600	 0.067544	0.011120	 0.016474	 0.018945	 0.024299	0.022240	0.258674	0.000000	0.580702	0.000000	0.000000
AR, 01700	 0.029497	0.005557	 0.007552	 0.003705	 0.012397	0.000000	0.550269	0.000000	0.391022	0.000000	0.000000
AR, 01800	 0.037495	0.032582	 0.000000	 0.000000	 0.004137	0.000000	0.565345	0.000000	0.360441	0.000000	0.000000
AR, 01900	 0.000000	0.000000	 0.024624	 0.047779	 0.000000	0.000000	0.529660	0.000000	0.397936	0.000000	0.000000
AR, 02000	 0.020025	0.000000	 0.052733	 0.006008	 0.048061	0.013350	0.398341	0.000000	0.461482	0.000000	0.000000
AZ, 00100	 0.170750	0.000000	 0.095362	 0.019975	 0.025774	0.076032	0.066574	0.003886	0.541648	0.000000	0.000000
AZ, 00101	 0.095714	0.000000	 0.082280	 0.057092	 0.088997	0.063809	0.066574	0.046931	0.498602	0.000000	0.000000
AZ, 00102	 0.251219	0.011715	 0.000000	 0.039050	 0.000000	0.085909	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00103	 0.092243	0.000000	 0.112347	 0.022469	 0.043756	0.117077	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00104	 0.000000	0.000000	 0.143467	 0.122213	 0.063763	0.058450	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00105	 0.023809	0.017857	 0.065475	 0.014881	 0.108134	0.157736	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00106	 0.131093	0.000000	 0.011673	 0.000000	 0.129297	0.115829	0.066574	0.054192	0.491341	0.000000	0.000000
AZ, 00107	 0.124871	0.000000	 0.078822	 0.046050	 0.066956	0.071194	0.066574	0.008838	0.536695	0.000000	0.000000
AZ, 00108	 0.074856	0.000000	 0.049337	 0.015737	 0.083363	0.164599	0.066574	0.113761	0.431773	0.000000	0.000000
AZ, 00109	 0.067600	0.001944	 0.046867	 0.002376	 0.026349	0.242757	0.066574	0.118063	0.427470	0.000000	0.000000
AZ, 00110	 0.004141	0.005522	 0.049694	 0.000000	 0.022915	0.305621	0.066574	0.029550	0.515984	0.000000	0.000000
AZ, 00111	 0.000000	0.077578	 0.000000	 0.000000	 0.000000	0.310314	0.066574	0.030807	0.514727	0.000000	0.000000
AZ, 00112	 0.058928	0.007437	 0.085531	 0.049488	 0.046341	0.140168	0.066574	0.057775	0.487759	0.000000	0.000000
AZ, 00113	 0.183096	0.000000	 0.027125	 0.058319	 0.000000	0.119351	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00114	 0.040678	0.000000	 0.114770	 0.108959	 0.000000	0.123486	0.066574	0.112869	0.432664	0.000000	0.000000
AZ, 00115	 0.046423	0.000000	 0.141333	 0.063961	 0.055708	0.080467	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00116	 0.005321	0.005853	 0.060126	 0.088327	 0.079281	0.148985	0.066574	0.062849	0.482684	0.000000	0.000000
AZ, 00117	 0.000000	0.000000	 0.000000	 0.087094	 0.000000	0.300798	0.066574	0.032217	0.513317	0.000000	0.000000
AZ, 00118	 0.034499	0.000000	 0.059430	 0.040587	 0.068997	0.184379	0.066574	0.070391	0.475142	0.000000	0.000000
AZ, 00119	 0.034760	0.052930	 0.133511	 0.037920	 0.041870	0.086901	0.066574	0.070163	0.475371	0.000000	0.000000
AZ, 00120	 0.135952	0.000000	 0.013310	 0.000000	 0.115987	0.122642	0.066574	0.020888	0.524646	0.000000	0.000000
AZ, 00121	 0.229041	0.088661	 0.000000	 0.000000	 0.000000	0.070190	0.066574	0.003345	0.542188	0.000000	0.000000
AZ, 00122	 0.165857	0.029426	 0.056178	 0.000000	 0.136431	0.000000	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00123	 0.035557	0.000000	 0.096973	 0.155157	 0.067881	0.032324	0.066574	0.092230	0.453303	0.000000	0.000000
AZ, 00124	 0.163921	0.000000	 0.073034	 0.000000	 0.063296	0.087641	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00125	 0.000000	0.000000	 0.000000	 0.000000	 0.000000	0.387892	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00126	 0.086657	0.000000	 0.140301	 0.000000	 0.088720	0.072214	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00127	 0.061510	0.000000	 0.015064	 0.000000	 0.031383	0.279935	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00128	 0.000000	0.000000	 0.000000	 0.387892	 0.000000	0.000000	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00129	 0.131356	0.000000	 0.067923	 0.017402	 0.088693	0.082518	0.066574	0.010193	0.535340	0.000000	0.000000
AZ, 00130	 0.136793	0.000000	 0.104937	 0.000000	 0.000000	0.146162	0.066574	0.028569	0.516964	0.000000	0.000000
AZ, 00131	 0.100260	0.000000	 0.177510	 0.000000	 0.027941	0.082181	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00132	 0.000000	0.000000	 0.022706	 0.000000	 0.000000	0.365186	0.066574	0.014891	0.530642	0.000000	0.000000
AZ, 00133	 0.134771	0.011325	 0.007361	 0.015855	 0.054928	0.163651	0.066574	0.000000	0.545533	0.000000	0.000000
AZ, 00134	 0.069622	0.318271	 0.000000	 0.000000	 0.000000	0.000000	0.066574	0.018796	0.526737	0.000000	0.000000
AZ, 00201	 0.125483	0.025097	 0.214286	 0.015444	 0.027027	0.025097	0.173152	0.006401	0.388014	0.000000	0.000000
AZ, 00202	 0.167239	0.000000	 0.093176	 0.000000	 0.058534	0.113484	0.173152	0.004278	0.390138	0.000000	0.000000
AZ, 00203	 0.134744	0.066588	 0.007051	 0.000000	 0.126910	0.097141	0.173152	0.007471	0.386944	0.000000	0.000000
AZ, 00204	 0.051369	0.000000	 0.076586	 0.056973	 0.102738	0.144767	0.173152	0.051286	0.343129	0.000000	0.000000
AZ, 00205	 0.000000	0.000000	 0.000000	 0.432433	 0.000000	0.000000	0.173152	0.005268	0.389148	0.000000	0.000000
AZ, 00206	 0.061776	0.035521	 0.000000	 0.063321	 0.000000	0.271815	0.173152	0.000000	0.394416	0.000000	0.000000
AZ, 00207	 0.038090	0.034729	 0.090744	 0.080661	 0.057135	0.131074	0.173152	0.038293	0.356123	0.000000	0.000000
AZ, 00208	 0.000000	0.014414	 0.000000	 0.000000	 0.000000	0.418018	0.173152	0.074243	0.320173	0.000000	0.000000
AZ, 00209	 0.141659	0.126748	 0.164026	 0.000000	 0.000000	0.000000	0.173152	0.171678	0.222738	0.000000	0.000000
AZ, 00300	 0.000000	0.021405	 0.000000	 0.002952	 0.018453	0.016238	0.490314	0.032144	0.418493	0.000000	0.000000
AZ, 00400	 0.134100	0.024491	 0.028105	 0.003212	 0.120449	0.042559	0.235545	0.064463	0.347074	0.000000	0.000000
AZ, 00500	 0.013570	0.026009	 0.037883	 0.076331	 0.022051	0.040145	0.345435	0.035529	0.403047	0.000000	0.000000
AZ, 00600	 0.000000	0.007797	 0.000000	 0.025016	 0.038661	0.008447	0.522427	0.030697	0.366956	0.000000	0.000000
AZ, 00700	 0.040277	0.000000	 0.000000	 0.022407	 0.053608	0.000000	0.481386	0.009471	0.392852	0.000000	0.000000
AZ, 00800	 0.000000	0.003509	 0.000000	 0.066435	 0.024094	0.004445	0.414455	0.020850	0.466212	0.000000	0.000000
AZ, 00803	 0.000000	0.000000	 0.000000	 0.055577	 0.000000	0.000000	0.375247	0.016553	0.552623	0.000000	0.000000
AZ, 00805	 0.009263	0.009263	 0.009263	 0.009263	 0.009263	0.009263	0.375247	0.009298	0.559878	0.000000	0.000000
AZ, 00807	 0.000000	0.000000	 0.000000	 0.006238	 0.000000	0.049339	0.375247	0.032969	0.536207	0.000000	0.000000
AZ, 00900	 0.011697	0.000000	 0.006945	 0.011332	 0.049714	0.009870	0.723014	0.010804	0.176623	0.000000	0.000000
CA, 00101	 0.034299	0.061959	 0.096257	 0.047575	 0.000000	0.286559	0.018379	0.069110	0.385862	0.000000	0.000000
CA, 00102	 0.028171	0.007162	 0.071143	 0.036765	 0.008117	0.375291	0.018379	0.347920	0.107052	0.000000	0.000000
CA, 00103	 0.218867	0.000000	 0.000000	 0.000000	 0.000000	0.307782	0.018379	0.161865	0.293107	0.000000	0.000000
CA, 00104	 0.063985	0.026250	 0.118127	 0.055782	 0.123049	0.139455	0.018379	0.026375	0.428597	0.000000	0.000000
CA, 00105	 0.227242	0.024567	 0.013819	 0.044527	 0.059881	0.156613	0.018379	0.124421	0.330551	0.000000	0.000000
CA, 00106	 0.000000	0.000000	 0.000000	 0.000000	 0.526649	0.000000	0.018379	0.048401	0.406571	0.000000	0.000000
CA, 00107	 0.000000	0.000000	 0.033244	 0.020996	 0.418170	0.054240	0.018379	0.230639	0.224333	0.000000	0.000000
CA, 00108	 0.008729	0.000000	 0.021338	 0.031036	 0.010669	0.454878	0.018379	0.231966	0.223006	0.000000	0.000000
CA, 00109	 0.011158	0.000000	 0.052442	 0.041284	 0.030126	0.391640	0.018379	0.195661	0.259310	0.000000	0.000000
CA, 00110	 0.010484	0.012950	 0.049952	 0.000000	 0.027134	0.426130	0.018379	0.099948	0.355024	0.000000	0.000000
CA, 00300	 0.000000	0.000000	 0.051934	 0.036494	 0.000000	0.000000	0.302181	0.000000	0.609390	0.000000	0.000000
CA, 00701	 0.126983	0.026144	 0.000000	 0.105508	 0.167132	0.109243	0.273073	0.007596	0.184321	0.000000	0.000000
CA, 00702	 0.000000	0.000000	 0.045977	 0.066876	 0.083595	0.338561	0.273073	0.000000	0.191917	0.000000	0.000000
CA, 01100	 0.000000	0.022594	 0.003895	 0.017529	 0.061548	0.008570	0.337645	0.088471	0.459748	0.000000	0.000000
CA, 01301	 0.189732	0.000000	 0.000000	 0.000000	 0.082217	0.139136	0.028284	0.250980	0.309651	0.000000	0.000000
CA, 01302	 0.000000	0.094502	 0.155929	 0.000000	 0.000000	0.160654	0.028284	0.101933	0.458698	0.000000	0.000000
CA, 01303	 0.000000	0.315484	 0.000000	 0.000000	 0.095601	0.000000	0.028284	0.060883	0.499748	0.000000	0.000000
CA, 01304	 0.000000	0.057303	 0.077234	 0.028236	 0.040693	0.207619	0.028284	0.137201	0.423430	0.000000	0.000000
CA, 01305	 0.083122	0.011875	 0.054284	 0.036755	 0.022053	0.202998	0.028284	0.064487	0.496143	0.000000	0.000000
CA, 01306	 0.000000	0.000000	 0.000000	 0.064484	 0.000000	0.346601	0.028284	0.067159	0.493472	0.000000	0.000000
CA, 01307	 0.071149	0.071149	 0.140322	 0.000000	 0.000000	0.128464	0.028284	0.030469	0.530161	0.000000	0.000000
CA, 01308	 0.000000	0.000000	 0.000000	 0.000000	 0.000000	0.411085	0.028284	0.018290	0.542340	0.000000	0.000000
CA, 01309	 0.069387	0.116518	 0.108663	 0.000000	 0.086406	0.030111	0.028284	0.006658	0.553973	0.000000	0.000000
CA, 01500	 0.031052	0.030454	 0.014332	 0.000000	 0.000000	0.020900	0.466676	0.000000	0.436586	0.000000	0.000000
CA, 01700	 0.000000	0.000000	 0.000000	 0.000000	 0.145147	0.000000	0.109846	0.017004	0.728003	0.000000	0.000000
CA, 01901	 0.083642	0.000000	 0.000000	 0.137604	 0.168633	0.013491	0.075733	0.023225	0.497673	0.000000	0.000000
CA, 01902	 0.006526	0.000000	 0.030997	 0.161511	 0.096254	0.108082	0.075733	0.006424	0.514473	0.000000	0.000000
CA, 01903	 0.174507	0.000000	 0.044342	 0.091545	 0.050064	0.042912	0.075733	0.000000	0.520897	0.000000	0.000000
CA, 01904	 0.079990	0.060164	 0.028373	 0.130924	 0.066317	0.037602	0.075733	0.051745	0.469153	0.000000	0.000000
CA, 01905	 0.096458	0.015032	 0.000000	 0.088942	 0.171620	0.031317	0.075733	0.021101	0.499796	0.000000	0.000000
CA, 01906	 0.015589	0.000000	 0.036050	 0.111073	 0.116919	0.123739	0.075733	0.010535	0.510362	0.000000	0.000000
CA, 01907	 0.048829	0.053075	 0.000000	 0.089166	 0.212300	0.000000	0.075733	0.000000	0.520897	0.000000	0.000000
CA, 02300	 0.005947	0.008177	 0.020813	 0.076191	 0.085111	0.000000	0.196308	0.119765	0.487690	0.000000	0.000000
CA, 02500	 0.024788	0.000000	 0.000000	 0.051347	 0.131023	0.047806	0.185445	0.043804	0.515787	0.000000	0.000000
CA, 02901	 0.000000	0.053644	 0.020482	 0.104361	 0.021457	0.141424	0.122234	0.000000	0.536397	0.000000	0.000000
CA, 02902	 0.007902	0.075069	 0.037930	 0.082971	 0.018965	0.118531	0.122234	0.021721	0.514677	0.000000	0.000000
CA, 02903	 0.004676	0.156188	 0.061727	 0.044892	 0.025252	0.048633	0.122234	0.017362	0.519035	0.000000	0.000000
CA, 02904	 0.000000	0.000000	 0.000000	 0.129485	 0.211884	0.000000	0.122234	0.000000	0.536397	0.000000	0.000000
CA, 02905	 0.067614	0.089053	 0.024737	 0.009070	 0.084930	0.065965	0.122234	0.010137	0.526261	0.000000	0.000000
CA, 03100	 0.026896	0.000000	 0.042068	 0.064136	 0.121375	0.048274	0.115252	0.005134	0.576866	0.000000	0.000000
CA, 03300	 0.037140	0.006809	 0.000000	 0.046425	 0.000000	0.014237	0.372575	0.013605	0.509208	0.000000	0.000000
CA, 03701	 0.000000	0.000000	 0.299737	 0.000000	 0.000000	0.299737	0.030830	0.030808	0.338889	0.000000	0.000000
CA, 03702	 0.000000	0.000000	 0.132167	 0.106206	 0.073164	0.287936	0.030830	0.034604	0.335092	0.000000	0.000000
CA, 03703	 0.042216	0.000000	 0.334917	 0.000000	 0.000000	0.222340	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03704	 0.000000	0.000000	 0.088494	 0.000000	 0.128459	0.382521	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03705	 0.000000	0.000000	 0.151307	 0.008223	 0.006579	0.433364	0.030830	0.102694	0.267003	0.000000	0.000000
CA, 03706	 0.221623	0.000000	 0.061764	 0.000000	 0.065397	0.250689	0.030830	0.052280	0.317416	0.000000	0.000000
CA, 03707	 0.045047	0.000000	 0.194049	 0.131676	 0.000000	0.228701	0.030830	0.022712	0.346985	0.000000	0.000000
CA, 03708	 0.093251	0.000000	 0.368565	 0.000000	 0.000000	0.137657	0.030830	0.079777	0.289920	0.000000	0.000000
CA, 03709	 0.000000	0.000000	 0.000000	 0.000000	 0.000000	0.599473	0.030830	0.030808	0.338889	0.000000	0.000000
CA, 03710	 0.000000	0.000000	 0.463458	 0.000000	 0.000000	0.136015	0.030830	0.105964	0.263733	0.000000	0.000000
CA, 03711	 0.121927	0.000000	 0.111766	 0.081284	 0.057577	0.226919	0.030830	0.169271	0.200426	0.000000	0.000000
CA, 03712	 0.095438	0.000000	 0.140175	 0.000000	 0.000000	0.363859	0.030830	0.067867	0.301830	0.000000	0.000000
CA, 03713	 0.000000	0.000000	 0.000000	 0.000000	 0.000000	0.599473	0.030830	0.121261	0.248436	0.000000	0.000000
CA, 03714	 0.000000	0.000000	 0.000000	 0.000000	 0.000000	0.599473	0.030830	0.340414	0.029283	0.000000	0.000000
CA, 03715	 0.000000	0.052335	 0.114185	 0.000000	 0.000000	0.432953	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03716	 0.000000	0.000000	 0.000000	 0.000000	 0.000000	0.599473	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03717	 0.255775	0.000000	 0.119895	 0.000000	 0.223803	0.000000	0.030830	0.038759	0.330938	0.000000	0.000000
CA, 03718	 0.009977	0.026606	 0.161301	 0.008314	 0.043235	0.350039	0.030830	0.152920	0.216777	0.000000	0.000000
CA, 03719	 0.006497	0.018309	 0.031893	 0.086820	 0.039571	0.416383	0.030830	0.205066	0.164631	0.000000	0.000000
CA, 03720	 0.251779	0.000000	 0.044532	 0.000000	 0.000000	0.303162	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03721	 0.037554	0.000000	 0.105708	 0.000000	 0.034077	0.422135	0.030830	0.031870	0.337826	0.000000	0.000000
CA, 03722	 0.119895	0.000000	 0.203270	 0.008958	 0.033763	0.233588	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03723	 0.080637	0.000000	 0.268437	 0.000000	 0.014854	0.235545	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03724	 0.015629	0.000000	 0.102703	 0.041304	 0.040188	0.399649	0.030830	0.053075	0.316622	0.000000	0.000000
CA, 03725	 0.020872	0.006843	 0.022925	 0.002395	 0.000000	0.546437	0.030830	0.113048	0.256649	0.000000	0.000000
CA, 03726	 0.428195	0.069327	 0.000000	 0.000000	 0.000000	0.101951	0.030830	0.011808	0.357888	0.000000	0.000000
CA, 03727	 0.235007	0.000000	 0.148425	 0.000000	 0.051124	0.164917	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03728	 0.000000	0.012117	 0.225759	 0.026147	 0.105227	0.230223	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03729	 0.142886	0.000000	 0.120804	 0.007794	 0.054557	0.273432	0.030830	0.019805	0.349892	0.000000	0.000000
CA, 03730	 0.100576	0.012945	 0.120492	 0.000000	 0.058752	0.306707	0.030830	0.071750	0.297946	0.000000	0.000000
CA, 03731	 0.039780	0.000000	 0.178547	 0.000000	 0.114714	0.266432	0.030830	0.109149	0.260548	0.000000	0.000000
CA, 03732	 0.054358	0.013398	 0.079623	 0.031773	 0.022968	0.397352	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03733	 0.025046	0.016334	 0.133398	 0.000000	 0.048459	0.376236	0.030830	0.294758	0.074939	0.000000	0.000000
CA, 03734	 0.031457	0.016026	 0.137701	 0.005935	 0.018993	0.389361	0.030830	0.234728	0.134969	0.000000	0.000000
CA, 03735	 0.024909	0.074727	 0.255731	 0.000000	 0.000000	0.244107	0.030830	0.042403	0.327294	0.000000	0.000000
CA, 03736	 0.117170	0.000000	 0.163493	 0.032699	 0.089921	0.196191	0.030830	0.076012	0.293684	0.000000	0.000000
CA, 03737	 0.099912	0.131884	 0.175845	 0.059947	 0.000000	0.131884	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03738	 0.089005	0.052356	 0.120418	 0.000000	 0.000000	0.337694	0.030830	0.174225	0.195472	0.000000	0.000000
CA, 03739	 0.000000	0.209118	 0.390355	 0.000000	 0.000000	0.000000	0.030830	0.235631	0.134066	0.000000	0.000000
CA, 03740	 0.000000	0.000000	 0.000000	 0.000000	 0.000000	0.599473	0.030830	0.093764	0.275933	0.000000	0.000000
CA, 03741	 0.000000	0.159859	 0.015986	 0.000000	 0.319719	0.103909	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03742	 0.175127	0.242483	 0.111138	 0.000000	 0.070724	0.000000	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03743	 0.000000	0.262269	 0.000000	 0.337204	 0.000000	0.000000	0.030830	0.177454	0.192242	0.000000	0.000000
CA, 03744	 0.017184	0.009353	 0.026972	 0.005220	 0.000000	0.540744	0.030830	0.220968	0.148729	0.000000	0.000000
CA, 03745	 0.079269	0.110647	 0.130464	 0.071012	 0.084223	0.123858	0.030830	0.247017	0.122680	0.000000	0.000000
CA, 03746	 0.039251	0.000000	 0.142732	 0.062445	 0.026762	0.328283	0.030830	0.212856	0.156841	0.000000	0.000000
CA, 03747	 0.000000	0.000000	 0.000000	 0.599473	 0.000000	0.000000	0.030830	0.077460	0.292237	0.000000	0.000000
CA, 03748	 0.025882	0.000000	 0.036340	 0.019085	 0.012810	0.505356	0.030830	0.060668	0.309029	0.000000	0.000000
CA, 03749	 0.095636	0.000000	 0.046652	 0.163281	 0.000000	0.293905	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03750	 0.097552	0.000000	 0.157342	 0.000000	 0.064510	0.280069	0.030830	0.150976	0.218721	0.000000	0.000000
CA, 03751	 0.000000	0.073986	 0.026559	 0.311119	 0.000000	0.187810	0.030830	0.211467	0.158230	0.000000	0.000000
CA, 03752	 0.000000	0.000000	 0.073978	 0.135200	 0.124996	0.265299	0.030830	0.270510	0.099187	0.000000	0.000000
CA, 03753	 0.000000	0.000000	 0.098580	 0.000000	 0.106573	0.394320	0.030830	0.045693	0.324004	0.000000	0.000000
CA, 03754	 0.099161	0.135219	 0.000000	 0.000000	 0.220858	0.144234	0.030830	0.181204	0.188493	0.000000	0.000000
CA, 03755	 0.000000	0.000000	 0.000000	 0.289401	 0.000000	0.310072	0.030830	0.062779	0.306918	0.000000	0.000000
CA, 03756	 0.000000	0.000000	 0.599473	 0.000000	 0.000000	0.000000	0.030830	0.218947	0.150750	0.000000	0.000000
CA, 03757	 0.058264	0.000000	 0.029779	 0.177382	 0.053085	0.280963	0.030830	0.000000	0.369697	0.000000	0.000000
CA, 03758	 0.090899	0.011506	 0.241630	 0.028765	 0.021862	0.204810	0.030830	0.118078	0.251619	0.000000	0.000000
