in.nhgis_tract_gisjoin,in.electric_utility_eia_code
G0100150001802,195
G0100150001900,195
G0100150002000,195
G0100150002001,195
G0100150002002,195
G0100150002101,195
G0100150002102,195
G0100150002103,195
G0100150002104,195
G0100150002105,195
G0100150002200,195
G0100150002300,195
G0100150002400,195
G0100150002501,195
G0100150002502,195
G0100150002503,195
G0100150002504,195
G0100150002600,195
G0100150981901,195
G0100150981902,195
G0100170953800,195
G0100170953900,195
G0100170954000,195
G0100170954001,195
G0100170954002,195
G0100170954200,195
G0100170954300,195
G0100170954400,195
G0100170954500,195
G0100170954600,195
G0100170954700,195
G0100170954800,195
G0100190955700,3426
G0100190955701,3426
G0100190955702,3426
G0100190955800,195
G0100190955801,195
G0100190955802,195
G0100190955900,195
G0100190956000,195
G0100190956100,195
G0100190956101,195
G0100190956102,195
G0100210060101,195
G0100210060102,195
G0100210060103,195
G0100210060104,195
G0100210060200,195
G0100210060300,195
G0100210060401,195
G0100210060402,195
G0100210060403,195
G0100210060404,195
G0100210060500,195
G0100210060600,195
G0100210060700,195
G0100210060701,195
G0100210060702,195
G0100230956700,195
G0100230956800,195
G0100230956900,195
G0100230957000,195
G0100250957500,195
G0100250957600,195
G0100250957601,195
G0100250957603,195
G0100250957604,195
G0100250957700,1780
G0100250957800,195
G0100250957901,195
G0100250957902,195
G0100250958000,195
G0100250958003,195
G0100270958900,195
G0100270959000,195
G0100270959100,195
G0100270959200,195
G0100290959500,195
G0100290959600,195
G0100290959700,195
G0100290959800,195
G0100310010100,195
G0100310010200,14602
G0100310010300,195
G0100310010400,195
G0100310010500,195
G0100310010600,4430
G0100310010700,195
G0100310010800,195
G0100310010900,195
G0100310011000,195
G0100310011100,195
G0100310011201,195
G0100310011202,195
G0100310011203,195
G0100310011204,195
G0100310011205,195
G0100310011206,195
G0100310011300,195
G0100330020100,6422
G0100330020200,6422
G0100330020300,6422
G0100330020400,6422
G0100330020500,6422
G0100330020600,6422
G0100330020701,6422
G0100330020702,6422
G0100330020703,6422
G0100330020704,6422
G0100330020705,6422
G0100330020706,6422
G0100330020801,6422
G0100330020802,6717
G0100330020900,6422
G0100330020901,6422
G0100330020902,6422
G0100330021000,6422
G0100350960200,195
G0100350960300,17646
G0100350960400,195
G0100350960500,195
G0100350960600,195
G0100370961000,195
G0100370961100,195
G0100370961200,195
G0100390961600,604
G0100390961700,4430
G0100390961800,604
G0100390961900,604
G0100390962000,604
G0100390962100,604
G0100390962300,604
G0100390962400,4430
G0100390962500,4430
G0100390962600,4430
G0100390962700,4430
G0100390962800,4430
G0100390962900,604
G0100390963000,195
G0100410963400,195
G0100410963500,195
G0100410963600,4430
G0100410963700,4430
G0100410963800,4430
G0100410963900,4430
G0100430964100,195
G0100430964200,195
G0100430964201,195
G0100430964202,195
G0100430964300,4618
G0100430964400,4618
G0100430964500,4618
G0100430964600,4618
G0100430964700,195
G0100430964800,195
G0100430964900,195
G0100430964901,195
G0100430964902,195
G0100430965000,195
G0100430965001,195
G0100430965002,195
G0100430965100,195
G0100430965200,195
G0100430965300,195
G0100430965400,195
G0100430965401,195
G0100430965402,195
G0100430965500,195
G0100430965501,195
G0100430965502,195
G0100430965600,195
G0100430965700,195
G0100450020000,195
G0100450020100,14602
G0100450020200,195
G0100450020300,195
G0100450020400,195
G0100450020500,195
G0100450020700,195
G0100450020800,195
G0100450020801,195
G0100450020802,195
G0100450020900,195
G0100450021000,195
G0100450021101,195
G0100450021102,195
G0100450021200,195
G0100450021300,195
G0100450021400,195
G0100470956101,195
G0100470956102,195
G0100470956201,195
G0100470956202,195
G0100470956300,195
G0100470956400,195
G0100470956500,195
G0100470956600,195
G0100470956701,195
G0100470956702,195
G0100470956800,195
G0100470956900,195
G0100470957100,195
G0100470957200,195
G0100470957301,195
G0100470957302,195
G0100470996100,195
G0100470996200,195
G0100470996300,195
G0100470996400,195
G0100470996500,195
G0100470996600,195
G0100470996700,195
G0100470996800,195
G0100470996900,195
G0100470997100,195
G0100470997200,195
G0100470997300,195
G0100490960100,16629
G0100490960101,16629
G0100490960102,16629
G0100490960200,16629
G0100490960300,16629
G0100490960301,16629
G0100490960302,11714
G0100490960303,16629
G0100490960400,16629
G0100490960401,11714
G0100490960402,16629
G0100490960500,11714
G0100490960600,11714
G0100490960601,11714
G0100490960602,11714
G0100490960700,195
G0100490960701,195
G0100490960702,195
G0100490960703,195
G0100490960800,195
G0100490960900,3426
G0100490961000,3426
G0100490961100,3426
G0100490961200,3426
G0100490961300,3426
G0100490961400,3426
G0100510030100,195
G0100510030101,195
G0100510030102,195
G0100510030103,195
G0100510030200,195
G0100510030300,195
G0100510030400,195
G0100510030401,195
G0100510030402,195
G0100510030500,195
G0100510030600,195
G0100510030700,195
G0100510030701,195
G0100510030702,195
G0100510030800,195
G0100510030801,195
G0100510030802,195
G0100510030900,195
G0100510030901,195
G0100510030902,195
G0100510031000,195
G0100510031001,195
G0100510031002,195
G0100510031100,195
G0100510031200,195
G0100510031300,195
G0100530969800,195
G0100530969801,195
G0100530969802,195
G0100530969900,195
G0100530970100,195
G0100530970200,195
G0100530970300,195
G0100530970400,195
G0100530970500,195
G0100530970600,195
G0100530970700,195
G0100550000200,195
G0100550000300,195
G0100550000400,195
G0100550000500,195
G0100550000600,195
G0100550000700,195
G0100550000800,195
G0100550000900,195
G0100550001000,195
G0100550001100,195
G0100550001200,195
G0100550001300,195
G0100550001400,195
G0100550001500,195
G0100550001600,195
G0100550001700,195
G0100550010100,195
G0100550010200,195
G0100550010201,195
G0100550010202,195
G0100550010300,195
G0100550010400,195
G0100550010401,195
G0100550010402,195
G0100550010501,195
G0100550010502,195
G0100550010503,195
G0100550010504,195
G0100550010505,195
G0100550010506,195
G0100550010600,195
G0100550010601,195
G0100550010602,195
G0100550010700,195
G0100550010800,195
G0100550010900,195
G0100550011000,195
G0100550011001,195
G0100550011002,195
G0100550011100,195
G0100550011200,195
G0100570020000,195
G0100570020100,195
G0100570020200,195
G0100570020300,195
G0100570020400,195
G0100590972900,195
G0100590973000,195
G0100590973100,195
G0100590973200,195
G0100590973300,195
G0100590973400,195
G0100590973500,195
G0100590973600,195
G0100590973700,195
G0100590973701,195
G0100590973702,195
G0100590973703,195
G0100610050100,195
G0100610050200,195
G0100610050300,195
G0100610050400,195
G0100610050500,195
G0100610050600,195
G0100630060000,1780
G0100630060100,195
G0100630060101,195
G0100630060102,195
G0100630060200,195
G0100650040000,195
G0100650040100,195
G0100650040200,195
G0100650040300,195
G0100650040400,195
G0100650040401,195
G0100650040402,195
G0100650040500,195
G0100670030100,195
G0100670030200,195
G0100670030300,195
G0100670030400,195
G0100670030500,195
G0100670030600,195
G0100690040100,195
G0100690040201,195
G0100690040202,195
G0100690040203,195
G0100690040204,195
G0100690040205,195
G0100690040206,195
G0100690040300,195
G0100690040301,195
G0100690040302,195
G0100690040400,195
G0100690040500,195
G0100690040600,195
G0100690040700,195
G0100690040800,195
G0100690040801,195
G0100690040802,195
G0100690040900,195
G0100690041000,195
G0100690041100,195
G0100690041200,195
G0100690041400,195
G0100690041500,195
G0100690041600,195
G0100690041700,195
G0100690041800,195
G0100690041900,195
G0100690041901,195
G0100690041902,195
G0100690042000,195
G0100690042100,195
G0100710950100,16629
G0100710950101,16629
G0100710950102,13669
G0100710950200,13669
G0100710950300,13669
G0100710950301,13669
G0100710950302,13669
G0100710950400,9094
G0100710950500,9094
G0100710950600,9094
G0100710950601,9094
G0100710950602,9094
G0100710950700,11714
G0100710950800,9094
G0100710950900,11714
G0100710950901,9094
G0100710950902,11714
G0100710951000,16629
G0100710951100,13669
G0100710951101,13669
G0100710951102,13669
G0100730000100,195
G0100730000300,195
G0100730000400,195
G0100730000500,195
G0100730000700,195
G0100730000800,195
G0100730001100,195
G0100730001200,195
G0100730001400,195
G0100730001500,195
G0100730001600,195
G0100730001902,195
G0100730002000,195
G0100730002100,195
G0100730002200,195
G0100730002303,195
G0100730002305,195
G0100730002306,195
G0100730002400,195
G0100730002401,195
G0100730002402,195
G0100730002700,195
G0100730002701,195
G0100730002702,195
G0100730002900,195
G0100730003001,195
G0100730003002,195
G0100730003100,195
G0100730003200,195
G0100730003300,195
G0100730003400,195
G0100730003500,195
G0100730003600,195
G0100730003700,195
G0100730003802,195
G0100730003803,195
G0100730003900,195
G0100730004000,195
G0100730004200,195
G0100730004500,195
G0100730004501,195
G0100730004502,195
G0100730004701,195
G0100730004702,195
G0100730004800,195
G0100730004900,195
G0100730004901,195
G0100730004902,195
G0100730005000,195
G0100730005101,195
G0100730005102,195
G0100730005103,195
G0100730005104,195
G0100730005200,195
G0100730005302,195
G0100730005500,195
G0100730005600,195
G0100730005701,195
G0100730005702,195
G0100730005800,195
G0100730005903,195
G0100730005905,195
G0100730005906,195
G0100730005907,195
G0100730005908,195
G0100730005909,195
G0100730005910,195
G0100730010001,195
G0100730010002,195
G0100730010100,195
G0100730010200,195
G0100730010301,195
G0100730010302,195
G0100730010401,195
G0100730010402,195
G0100730010500,195
G0100730010602,195
G0100730010603,195
G0100730010604,195
G0100730010605,195
G0100730010701,195
G0100730010702,195
G0100730010703,195
G0100730010704,195
G0100730010705,195
G0100730010706,195
G0100730010801,195
G0100730010802,195
G0100730010803,195
G0100730010804,195
G0100730010805,195
G0100730010806,195
G0100730010807,195
G0100730010900,195
G0100730011000,195
G0100730011002,195
G0100730011003,195
G0100730011004,195
G0100730011103,195
G0100730011104,195
G0100730011106,195
G0100730011107,195
G0100730011108,195
G0100730011109,195
G0100730011110,195
G0100730011112,195
G0100730011113,195
G0100730011114,195
G0100730011115,195
G0100730011116,195
G0100730011117,195
G0100730011205,195
G0100730011206,195
G0100730011207,195
G0100730011208,195
G0100730011209,195
G0100730011210,195
G0100730011300,195
G0100730011301,195
G0100730011303,195
G0100730011304,195
G0100730011400,195
G0100730011401,195
G0100730011402,195
G0100730011500,195
G0100730011600,195
G0100730011703,195
G0100730011704,195
G0100730011705,195
G0100730011706,195
G0100730011707,195
G0100730011708,195
G0100730011709,195
G0100730011710,195
G0100730011802,195
G0100730011803,195
G0100730011804,195
G0100730011805,195
G0100730011806,195
G0100730011901,195
G0100730011902,195
G0100730011903,195
G0100730011904,195
G0100730012001,195
G0100730012002,195
G0100730012003,195
G0100730012004,195
G0100730012103,195
G0100730012104,195
G0100730012200,195
G0100730012302,195
G0100730012303,195
G0100730012304,195
G0100730012306,195
G0100730012307,195
G0100730012401,195
G0100730012402,195
G0100730012403,195
G0100730012500,195
G0100730012602,195
G0100730012701,195
G0100730012702,195
G0100730012703,195
G0100730012704,195
G0100730012801,195
G0100730012802,195
G0100730012804,195
G0100730012805,195
G0100730012901,195
G0100730012903,195
G0100730012905,195
G0100730012906,195
G0100730012907,195
G0100730012908,195
G0100730012909,195
G0100730012910,195
G0100730012911,195
G0100730012913,195
G0100730012914,195
G0100730012916,195
G0100730012917,195
G0100730012918,195
G0100730012919,195
G0100730012920,195
G0100730012921,195
G0100730013002,195
G0100730013100,195
G0100730013200,195
G0100730013300,195
G0100730013400,195
G0100730013601,195
G0100730013801,195
G0100730013901,195
G0100730013902,195
G0100730014000,195
G0100730014001,195
G0100730014002,195
G0100730014102,195
G0100730014104,195
G0100730014105,195
G0100730014106,195
G0100730014107,195
G0100730014203,195
G0100730014204,195
G0100730014205,195
G0100730014206,195
G0100730014207,195
G0100730014208,195
G0100730014209,195
G0100730014301,195
G0100730014302,195
G0100730014303,195
G0100730014304,195
G0100730014403,195
G0100730014404,195
G0100730014405,195
G0100730014406,195
G0100730014407,195
G0100730014408,195
G0100730014409,195
G0100730014410,195
G0100730014412,195
G0100730014414,195
G0100730014415,195
G0100750030000,195
G0100750030100,195
G0100750030101,195
G0100750030102,195
G0100750030200,195
G0100770010100,6422
G0100770010200,6422
G0100770010300,6422
G0100770010400,6422
G0100770010600,6422
G0100770010700,6422
G0100770010800,6422
G0100770010900,6422
G0100770010901,6422
G0100770010902,6422
G0100770011000,6422
G0100770011100,6422
G0100770011101,6422
G0100770011102,6422
G0100770011200,6422
G0100770011300,6422
G0100770011400,6422
G0100770011401,6422
G0100770011402,6422
G0100770011501,6422
G0100770011502,6422
G0100770011503,6422
G0100770011504,6422
G0100770011601,6422
G0100770011602,6422
G0100770011603,6422
G0100770011605,6422
G0100770011606,6422
G0100770011700,944
G0100770011800,944
G0100770011801,944
G0100770011802,944
G0100790979100,944
G0100790979200,6717
G0100790979201,6717
G0100790979202,6717
G0100790979300,6717
G0100790979400,195
G0100790979500,9739
G0100790979501,9739
G0100790979502,195
G0100790979600,9739
G0100790979700,195
G0100790979800,195
G0100790979900,6717
G0100810040200,195
G0100810040201,195
G0100810040202,195
G0100810040300,195
G0100810040400,195
G0100810040401,195
G0100810040402,195
G0100810040403,195
G0100810040500,195
G0100810040501,195
G0100810040502,195
G0100810040601,195
G0100810040602,195
G0100810040603,195
G0100810040605,195
G0100810040606,195
G0100810040607,195
G0100810040700,195
G0100810040800,195
G0100810040801,195
G0100810040802,195
G0100810040900,195
G0100810040901,195
G0100810040903,195
G0100810040904,195
G0100810041000,195
G0100810041001,195
G0100810041002,195
G0100810041100,195
G0100810041101,195
G0100810041102,195
G0100810041103,195
G0100810041104,195
G0100810041200,195
G0100810041300,195
G0100810041400,195
G0100810041600,195
G0100810041700,195
G0100810041701,195
G0100810041702,195
G0100810041703,195
G0100810041800,195
G0100810041801,195
G0100810041802,195
G0100810041803,195
G0100810041900,195
G0100810041901,195
G0100810041902,195
G0100810041903,195
G0100810042001,195
G0100810042002,195
G0100810042003,195
G0100810042005,195
G0100810042006,195
G0100810042007,195
G0100810042008,195
G0100810042009,195
G0100810042100,195
G0100810042101,195
G0100810042103,195
G0100810042104,195
G0100830020100,944
G0100830020101,944
G0100830020103,944
G0100830020104,944
G0100830020200,944
G0100830020201,944
G0100830020202,944
G0100830020300,944
G0100830020401,944
G0100830020402,944
G0100830020403,944
G0100830020404,944
G0100830020500,944
G0100830020600,944
G0100830020700,944
G0100830020801,944
G0100830020802,944
G0100830020803,944
G0100830020804,944
G0100830020805,944
G0100830020806,944
G0100830020900,944
G0100830021000,944
G0100830021100,944
G0100830021101,944
G0100830021102,944
G0100830021200,944
G0100830021201,944
G0100830021202,944
G0100830021203,944
G0100850780800,195
G0100850781000,195
G0100850781200,195
G0100850980800,195
G0100850981000,195
G0100850981200,195
G0100870231400,195
G0100870231500,195
G0100870231601,195
G0100870231602,195
G0100870231603,195
G0100870231800,195
G0100870232000,195
G0100870232200,195
G0100870232300,195
G0100870981400,195
G0100870981500,195
G0100870981600,195
G0100870981800,195
G0100870982000,195
G0100870982200,195
G0100870982300,195
G0100890000100,9094
G0100890000201,9094
G0100890000202,9094
G0100890000203,9094
G0100890000301,9094
G0100890000302,9094
G0100890000401,9094
G0100890000402,9094
G0100890000403,9094
G0100890000501,9094
G0100890000502,9094
G0100890000503,9094
G0100890000601,9094
G0100890000602,9094
G0100890000701,9094
G0100890000702,9094
G0100890000800,9094
G0100890000901,9094
G0100890000902,9094
G0100890001000,9094
G0100890001100,9094
G0100890001200,9094
G0100890001300,9094
G0100890001301,9094
G0100890001302,9094
G0100890001400,9094
G0100890001401,944
G0100890001403,9094
G0100890001404,9094
G0100890001500,9094
G0100890001600,9094
G0100890001700,9094
G0100890001801,9094
G0100890001901,9094
G0100890001902,9094
G0100890001903,9094
G0100890002000,9094
G0100890002100,9094
G0100890002200,9094
G0100890002300,9094
G0100890002400,9094
G0100890002501,9094
G0100890002502,9094
G0100890002600,9094
G0100890002701,9094
G0100890002721,9094
G0100890002722,9094
G0100890002801,9094
G0100890002802,750
G0100890002803,750
G0100890002804,750
G0100890002911,750
G0100890002912,750
G0100890002921,750
G0100890002922,750
G0100890002923,750
G0100890002924,750
G0100890003000,9094
G0100890003100,9094
G0100890010100,9094
G0100890010101,9094
G0100890010102,9094
G0100890010200,9094
G0100890010301,9094
G0100890010302,9094
G0100890010303,9094
G0100890010304,9094
G0100890010401,944
G0100890010402,944
G0100890010403,944
G0100890010404,9094
G0100890010405,944
G0100890010406,944
G0100890010501,944
G0100890010502,944
G0100890010503,944
G0100890010504,944
G0100890010611,944
G0100890010612,944
G0100890010621,9094
G0100890010622,9094
G0100890010623,944
G0100890010625,9094
G0100890010626,9094
G0100890010627,9094
G0100890010628,944
G0100890010629,944
G0100890010630,9094
G0100890010631,9094
G0100890010701,9094
G0100890010702,9094
G0100890010703,9094
G0100890010704,9094
G0100890010705,9094
G0100890010706,9094
G0100890010800,9094
G0100890010801,9094
G0100890010802,9094
G0100890010901,9094
G0100890010902,9094
G0100890010903,9094
G0100890010904,9094
G0100890010905,9094
G0100890011011,944
G0100890011012,944
G0100890011013,944
G0100890011014,944
G0100890011021,944
G0100890011022,944
G0100890011023,944
G0100890011024,944
G0100890011025,944
G0100890011026,944
G0100890011027,944
G0100890011028,944
G0100890011100,9094
G0100890011200,9094
G0100890011201,9094
G0100890011202,9094
G0100890011203,944
G0100890011300,9094
G0100890011301,9094
G0100890011302,750
G0100890011400,750
G0100910972901,195
G0100910972902,195
G0100910973001,195
G0100910973002,195
G0100910973100,195
G0100910973200,195
G0100910973300,195
G0100910973400,195
G0100910982900,195
G0100910983000,195
G0100910983100,195
G0100910983200,195
G0100910983300,195
G0100910983400,195
G0100930964001,195
G0100930964002,195
G0100930964100,195
G0100930964200,195
G0100930964300,195
G0100930964401,195
G0100930964402,195
G0100930964500,195
G0100930964600,195
G0100930964701,195
G0100930964702,195
G0100930984000,195
G0100930984100,195
G0100930984200,195
G0100930984300,195
G0100930984400,195
G0100930984500,195
G0100930984600,195
G0100930984700,195
G0100950030100,195
G0100950030101,241
G0100950030102,195
G0100950030201,750
G0100950030202,750
G0100950030203,750
G0100950030204,195
G0100950030205,750
G0100950030206,195
G0100950030300,195
G0100950030301,750
G0100950030302,195
G0100950030400,195
G0100950030401,195
G0100950030402,195
G0100950030500,195
G0100950030501,195
G0100950030502,195
G0100950030600,195
G0100950030601,195
G0100950030602,195
G0100950030700,195
G0100950030701,195
G0100950030702,195
G0100950030801,241
G0100950030802,241
G0100950030803,241
G0100950030804,241
G0100950030901,241
G0100950030902,241
G0100950030903,241
G0100950030904,241
G0100950031000,195
G0100950031001,195
G0100950031002,195
G0100950031100,195
G0100950031200,195
G0100970000200,195
G0100970000401,195
G0100970000402,195
G0100970000500,195
G0100970000600,195
G0100970000701,195
G0100970000702,195
G0100970000800,195
G0100970000801,195
G0100970000802,195
G0100970000901,195
G0100970000902,195
G0100970000903,195
G0100970001001,195
G0100970001002,195
G0100970001100,195
G0100970001200,195
G0100970001302,195
G0100970001400,195
G0100970001501,195
G0100970001502,195
G0100970001600,195
G0100970001700,195
G0100970001800,195
G0100970001901,195
G0100970001902,195
G0100970002000,195
G0100970002100,195
G0100970002200,195
G0100970002301,195
G0100970002302,195
G0100970002400,195
G0100970002501,195
G0100970002502,195
G0100970002600,195
G0100970002700,195
G0100970002800,195
G0100970002900,195
G0100970003000,195
G0100970003100,195
G0100970003202,195
G0100970003203,195
G0100970003204,195
G0100970003205,195
G0100970003206,195
G0100970003207,195
G0100970003301,195
G0100970003302,195
G0100970003402,195
G0100970003404,195
G0100970003405,195
G0100970003406,195
G0100970003407,195
G0100970003408,195
G0100970003409,195
G0100970003410,195
G0100970003501,195
G0100970003502,195
G0100970003602,195
G0100970003605,195
G0100970003606,195
G0100970003607,195
G0100970003608,195
G0100970003703,195
G0100970003704,195
G0100970003705,195
G0100970003706,195
G0100970003707,195
G0100970003708,195
G0100970003709,195
G0100970003710,195
G0100970003711,195
G0100970003712,195
G0100970003800,195
G0100970003901,195
G0100970003902,195
G0100970004000,195
G0100970004100,195
G0100970004200,195
G0100970004300,195
G0100970004400,195
G0100970004500,195
G0100970004600,195
G0100970004700,195
G0100970004800,195
G0100970004900,195
G0100970005000,195
G0100970005100,195
G0100970005200,195
G0100970005300,195
G0100970005400,195
G0100970005500,195
G0100970005600,195
G0100970005601,195
G0100970005602,195
G0100970005700,195
G0100970005701,195
G0100970005702,195
G0100970005800,195
G0100970005900,195
G0100970006000,195
G0100970006102,195
G0100970006103,195
G0100970006104,195
G0100970006105,195
G0100970006106,195
G0100970006107,195
G0100970006200,195
G0100970006201,195
G0100970006202,195
G0100970006301,195
G0100970006302,195
G0100970006303,195
G0100970006304,195
G0100970006305,195
G0100970006306,195
G0100970006307,195
G0100970006401,195
G0100970006402,195
G0100970006403,195
G0100970006404,195
G0100970006405,195
G0100970006407,195
G0100970006408,195
G0100970006409,195
G0100970006410,195
G0100970006411,195
G0100970006412,195
G0100970006413,195
G0100970006500,195
G0100970006501,195
G0100970006503,195
G0100970006504,195
G0100970006505,195
G0100970006600,195
G0100970006700,195
G0100970006702,195
G0100970006703,195
G0100970006704,195
G0100970006801,195
G0100970006802,195
G0100970006803,195
G0100970006804,195
G0100970006901,195
G0100970006902,195
G0100970006903,195
G0100970006904,195
G0100970007000,195
G0100970007101,195
G0100970007102,195
G0100970007103,195
G0100970007200,195
G0100970007201,195
G0100970007203,195
G0100970007204,195
G0100970007300,195
G0100970007400,195
G0100970007500,195
G0100970007600,195
G0100970007700,195
G0100970980000,195
G0100990075600,195
G0100990075700,195
G0100990075800,195
G0100990075901,195
G0100990075902,195
G0100990076000,195
G0100990076101,195
G0100990076102,195
G0100990076200,195
G0100990985600,195
G0100990985700,195
G0100990985800,195
G0100990985900,195
G0100990986000,195
G0100990986100,195
G0100990986200,195
G0101010000100,195
G0101010000200,195
G0101010000300,195
G0101010000400,195
G0101010000500,195
G0101010000600,195
G0101010000700,195
G0101010000900,195
G0101010001000,195
G0101010001100,195
G0101010001200,195
G0101010001300,195
G0101010001400,195
G0101010001500,195
G0101010001600,195
G0101010001700,195
G0101010001800,195
G0101010001900,195
G0101010002000,195
G0101010002100,195
G0101010002201,195
G0101010002202,195
G0101010002300,195
G0101010002400,195
G0101010002500,195
G0101010002600,195
G0101010002700,195
G0101010002800,195
G0101010002900,195
G0101010002901,195
G0101010002902,195
G0101010003000,195
G0101010003100,195
G0101010003200,195
G0101010003301,195
G0101010003302,195
G0101010003303,195
G0101010003304,195
G0101010005101,195
G0101010005102,195
G0101010005302,195
G0101010005401,195
G0101010005402,195
G0101010005403,195
G0101010005405,195
G0101010005406,195
G0101010005407,195
G0101010005409,195
G0101010005410,195
G0101010005411,195
G0101010005412,195
G0101010005413,195
G0101010005414,195
G0101010005500,195
G0101010005501,195
G0101010005502,195
G0101010005503,195
G0101010005504,195
G0101010005601,195
G0101010005602,195
G0101010005603,195
G0101010005604,195
G0101010005605,195
G0101010005606,195
G0101010005607,195
G0101010005608,195
G0101010005609,195
G0101010005610,195
G0101010005611,195
G0101010005612,195
G0101010005613,195
G0101010005614,195
G0101010005700,195
G0101010005800,195
G0101010005901,195
G0101010005902,195
G0101010005903,195
G0101010005904,195
G0101010006000,195
G0101010006100,195
G0101030000100,944
G0101030000200,944
G0101030000300,944
G0101030000400,944
G0101030000600,944
G0101030000700,944
G0101030000800,944
G0101030000900,944
G0101030001000,944
G0101030005101,944
G0101030005102,944
G0101030005103,944
G0101030005104,944
G0101030005105,944
G0101030005106,944
G0101030005107,944
G0101030005108,944
G0101030005109,944
G0101030005200,195
G0101030005201,195
G0101030005202,8226
G0101030005301,944
G0101030005302,8226
G0101030005303,8226
G0101030005304,8226
G0101030005305,944
G0101030005306,944
G0101030005404,944
G0101030005405,750
G0101030005500,4618
G0101030005600,4618
G0101030005601,750
G0101030005602,4618
G0101030005700,750
G0101030005701,750
G0101030005703,750
G0101030005704,750
G0101050686800,195
G0101050687001,195
G0101050687002,195
G0101050687100,195
G0101050987000,195
G0101050987100,195
G0101050987200,195
G0101070050000,195
G0101070050100,195
G0101070050200,195
G0101070050300,195
G0101070050400,195
G0101070050401,195
G0101070050402,195
G0101090188600,195
G0101090188700,5204
G0101090188800,17534
G0101090188900,5204
G0101090189001,5204
G0101090189002,5204
G0101090189003,5204
G0101090189101,5204
G0101090189102,5204
G0101090189200,195
G0101090189300,14602
G0101090988600,195
G0101090988700,5204
G0101090988800,17534
G0101090988900,5204
G0101090989000,5204
G0101090989100,5204
G0101090989200,195
G0101090989300,14602
G0101110000100,195
G0101110000200,195
G0101110000300,195
G0101110000400,195
G0101110000500,195
G0101110000600,195
G0101110990100,195
G0101110990200,195
G0101110990300,195
G0101110990400,195
G0101110990500,195
G0101110990600,195
G0101130030200,195
G0101130030300,195
G0101130030400,195
G0101130030402,195
G0101130030403,195
G0101130030404,195
G0101130030500,195
G0101130030600,195
G0101130030601,195
G0101130030602,195
G0101130030700,195
G0101130030800,195
G0101130030901,195
G0101130030902,18203
G0101130030903,18203
G0101130030904,18203
G0101130030905,18203
G0101130030906,195
G0101130030907,195
G0101130031000,195
G0101130031100,195
G0101130031200,195
G0101150040101,195
G0101150040102,195
G0101150040104,195
G0101150040105,195
G0101150040107,195
