Dependency=Vintage	Dependency=Geometry Floor Area	Dependency=ASHRAE IECC Climate Zone 2004	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50
2020s	1000-1499	2A	0.000000	0.002302	0.051843	0.266789	0.679066	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1000-1499	2B	0.000042	0.004500	0.032321	0.079342	0.116751	0.131163	0.126312	0.110824	0.164800	0.176797	0.042691	0.010484	0.002782	0.001054	0.000134
2020s	1000-1499	3A	0.000001	0.000519	0.007260	0.027382	0.055170	0.079495	0.094192	0.098796	0.183472	0.286183	0.108811	0.037695	0.013171	0.006593	0.001259
2020s	1000-1499	3B	0.001139	0.122074	0.876787	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1000-1499	3C	0.000702	0.103868	0.895430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1000-1499	4A	0.000000	0.056555	0.943445	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1000-1499	4B	0.000031	0.003716	0.028364	0.072581	0.110145	0.126817	0.124661	0.111336	0.169249	0.188448	0.047706	0.012151	0.003322	0.001298	0.000173
2020s	1000-1499	4C	0.000132	0.065882	0.933986	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1000-1499	5A	0.000008	0.001570	0.015716	0.048044	0.083076	0.106069	0.113641	0.109306	0.182164	0.236722	0.072485	0.021329	0.006545	0.002873	0.000453
2020s	1000-1499	5B	0.000031	0.003716	0.028364	0.072581	0.110145	0.126817	0.124661	0.111336	0.169249	0.188448	0.047706	0.012151	0.003322	0.001298	0.000173
2020s	1000-1499	6A	0.000029	0.003520	0.027239	0.070533	0.108066	0.125399	0.124078	0.111441	0.170579	0.192088	0.049295	0.012681	0.003493	0.001374	0.000185
2020s	1000-1499	6B	0.000024	0.003081	0.024893	0.066325	0.103750	0.122370	0.122727	0.111514	0.173155	0.199740	0.052827	0.013907	0.003904	0.001566	0.000216
2020s	1000-1499	7A	0.000029	0.003520	0.027239	0.070533	0.108066	0.125399	0.124078	0.111441	0.170579	0.192088	0.049295	0.012681	0.003493	0.001374	0.000185
2020s	1000-1499	7B	0.000024	0.003081	0.024893	0.066325	0.103750	0.122370	0.122727	0.111514	0.173155	0.199740	0.052827	0.013907	0.003904	0.001566	0.000216
2020s	1500-1999	1A	0.000000	0.003283	0.061878	0.281737	0.653101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1500-1999	2A	0.000000	0.003283	0.061878	0.281737	0.653101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1500-1999	2B	0.000096	0.007818	0.047098	0.101899	0.136354	0.142033	0.128434	0.106740	0.148497	0.142479	0.029801	0.006551	0.001589	0.000550	0.000061
2020s	1500-1999	3A	0.000004	0.001048	0.011901	0.039359	0.072054	0.096237	0.107046	0.106338	0.184485	0.256510	0.085171	0.026640	0.008582	0.003957	0.000670
2020s	1500-1999	3B	0.001745	0.142114	0.856140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1500-1999	3C	0.001153	0.122524	0.876323	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1500-1999	4A	0.000117	0.068881	0.931002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1500-1999	4B	0.000075	0.006573	0.041805	0.094212	0.130052	0.138878	0.128210	0.108470	0.154234	0.153482	0.033657	0.007674	0.001917	0.000683	0.000080
2020s	1500-1999	4C	0.000317	0.080133	0.919549	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	1500-1999	5A	0.000022	0.002976	0.024360	0.065366	0.102741	0.121631	0.122366	0.111487	0.173707	0.201563	0.053711	0.014221	0.004010	0.001615	0.000225
2020s	1500-1999	5B	0.000075	0.006573	0.041805	0.094212	0.130052	0.138878	0.128210	0.108470	0.154234	0.153482	0.033657	0.007674	0.001917	0.000683	0.000080
2020s	1500-1999	6A	0.000069	0.006211	0.040244	0.091884	0.128073	0.137818	0.128046	0.108929	0.155939	0.156955	0.034929	0.008055	0.002031	0.000731	0.000086
2020s	1500-1999	6B	0.000058	0.005528	0.037131	0.087055	0.123823	0.135423	0.127539	0.109774	0.159427	0.164375	0.037726	0.008909	0.002290	0.000840	0.000102
2020s	1500-1999	7A	0.000069	0.006211	0.040244	0.091884	0.128073	0.137818	0.128046	0.108929	0.155939	0.156955	0.034929	0.008055	0.002031	0.000731	0.000086
2020s	1500-1999	7B	0.000058	0.005528	0.037131	0.087055	0.123823	0.135423	0.127539	0.109774	0.159427	0.164375	0.037726	0.008909	0.002290	0.000840	0.000102
2020s	2000-2499	1A	0.000013	0.004779	0.073935	0.296506	0.624766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2000-2499	2A	0.000013	0.004779	0.073935	0.296506	0.624766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2000-2499	2B	0.000188	0.012948	0.066553	0.127075	0.154401	0.148865	0.126208	0.099230	0.129012	0.110561	0.019915	0.003894	0.000857	0.000268	0.000026
2020s	2000-2499	3A	0.000012	0.002082	0.019027	0.054978	0.091286	0.112881	0.117759	0.110693	0.179267	0.221965	0.064077	0.018033	0.005341	0.002262	0.000338
2020s	2000-2499	3B	0.002359	0.162482	0.835159	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2000-2499	3C	0.001734	0.142594	0.855672	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2000-2499	4A	0.000350	0.084361	0.915289	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2000-2499	4B	0.000155	0.011068	0.059736	0.118767	0.148908	0.147214	0.127434	0.101999	0.135520	0.120402	0.022754	0.004620	0.001049	0.000339	0.000034
2020s	2000-2499	4C	0.000583	0.097634	0.901783	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2000-2499	5A	0.000056	0.005415	0.036638	0.086323	0.123203	0.135091	0.127484	0.109911	0.159945	0.165457	0.038142	0.009040	0.002332	0.000859	0.000105
2020s	2000-2499	5B	0.000155	0.011068	0.059736	0.118767	0.148908	0.147214	0.127434	0.101999	0.135520	0.120402	0.022754	0.004620	0.001049	0.000339	0.000034
2020s	2000-2499	6A	0.000143	0.010526	0.057756	0.116241	0.147127	0.146573	0.127700	0.102783	0.137494	0.123555	0.023708	0.004872	0.001118	0.000365	0.000038
2020s	2000-2499	6B	0.000122	0.009450	0.053712	0.110967	0.143302	0.145089	0.128130	0.104341	0.141589	0.130311	0.025808	0.005437	0.001273	0.000425	0.000045
2020s	2000-2499	7A	0.000143	0.010526	0.057756	0.116241	0.147127	0.146573	0.127700	0.102783	0.137494	0.123555	0.023708	0.004872	0.001118	0.000365	0.000038
2020s	2000-2499	7B	0.000122	0.009450	0.053712	0.110967	0.143302	0.145089	0.128130	0.104341	0.141589	0.130311	0.025808	0.005437	0.001273	0.000425	0.000045
2020s	2500-2999	1A	0.000019	0.007107	0.088487	0.310524	0.593863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2500-2999	2A	0.000019	0.007107	0.088487	0.310524	0.593863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2500-2999	2B	0.000329	0.020435	0.090661	0.152973	0.168761	0.150614	0.119758	0.089119	0.108417	0.083211	0.012901	0.002239	0.000445	0.000126	0.000011
2020s	2500-2999	3A	0.000034	0.003869	0.029136	0.073925	0.111489	0.127728	0.125033	0.111265	0.168385	0.186077	0.046656	0.011794	0.003204	0.001243	0.000163
2020s	2500-2999	3B	0.002953	0.183397	0.813650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2500-2999	3C	0.002366	0.163196	0.834438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2500-2999	4A	0.000652	0.101601	0.897747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2500-2999	4B	0.000273	0.017671	0.082321	0.144590	0.164574	0.150599	0.122265	0.092627	0.115143	0.091596	0.014918	0.002693	0.000554	0.000162	0.000015
2020s	2500-2999	4C	0.000992	0.116167	0.882842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	2500-2999	5A	0.000122	0.009280	0.052939	0.109911	0.142521	0.144773	0.128199	0.104641	0.142398	0.131661	0.026224	0.005546	0.001302	0.000436	0.000046
2020s	2500-2999	5B	0.000273	0.017671	0.082321	0.144590	0.164574	0.150599	0.122265	0.092627	0.115143	0.091596	0.014918	0.002693	0.000554	0.000162	0.000015
2020s	2500-2999	6A	0.000264	0.016957	0.079847	0.141905	0.163116	0.150468	0.122977	0.093696	0.117261	0.094304	0.015580	0.002843	0.000590	0.000174	0.000016
2020s	2500-2999	6B	0.000232	0.015340	0.074702	0.136405	0.160073	0.150097	0.124341	0.095837	0.121634	0.100142	0.017090	0.003202	0.000680	0.000205	0.000019
2020s	2500-2999	7A	0.000264	0.016957	0.079847	0.141905	0.163116	0.150468	0.122977	0.093696	0.117261	0.094304	0.015580	0.002843	0.000590	0.000174	0.000016
2020s	2500-2999	7B	0.000232	0.015340	0.074702	0.136405	0.160073	0.150097	0.124341	0.095837	0.121634	0.100142	0.017090	0.003202	0.000680	0.000205	0.000019
2020s	3000-3999	1A	0.000064	0.011496	0.109722	0.326059	0.552660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	3000-3999	2A	0.000064	0.011496	0.109722	0.326059	0.552660	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	3000-3999	2B	0.000575	0.034129	0.127442	0.184103	0.179734	0.145507	0.106755	0.074180	0.083170	0.055870	0.007211	0.001082	0.000191	0.000047	0.000004
2020s	3000-3999	3A	0.000097	0.007831	0.047070	0.101800	0.136245	0.141964	0.128411	0.106751	0.148564	0.142629	0.029859	0.006570	0.001595	0.000552	0.000062
2020s	3000-3999	3B	0.003546	0.210483	0.785971	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	3000-3999	3C	0.003094	0.189362	0.807544	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	3000-3999	4A	0.001237	0.125508	0.873255	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	3000-3999	4B	0.000505	0.030042	0.117183	0.176279	0.177701	0.147586	0.110581	0.078224	0.089579	0.062275	0.008427	0.001313	0.000239	0.000061	0.000005
2020s	3000-3999	4C	0.001692	0.140831	0.857478	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	3000-3999	5A	0.000258	0.016859	0.079688	0.141763	0.163017	0.150423	0.122982	0.093738	0.117392	0.094555	0.015667	0.002868	0.000597	0.000177	0.000016
2020s	3000-3999	5B	0.000505	0.030042	0.117183	0.176279	0.177701	0.147586	0.110581	0.078224	0.089579	0.062275	0.008427	0.001313	0.000239	0.000061	0.000005
2020s	3000-3999	6A	0.000481	0.028828	0.114096	0.173806	0.176948	0.148126	0.111713	0.079466	0.091604	0.064369	0.008841	0.001394	0.000256	0.000066	0.000005
2020s	3000-3999	6B	0.000439	0.026451	0.107741	0.168500	0.175143	0.149072	0.113987	0.082045	0.095917	0.068967	0.009776	0.001580	0.000296	0.000079	0.000006
2020s	3000-3999	7A	0.000481	0.028828	0.114096	0.173806	0.176948	0.148126	0.111713	0.079466	0.091604	0.064369	0.008841	0.001394	0.000256	0.000066	0.000005
2020s	3000-3999	7B	0.000439	0.026451	0.107741	0.168500	0.175143	0.149072	0.113987	0.082045	0.095917	0.068967	0.009776	0.001580	0.000296	0.000079	0.000006
2020s	4000+	1A	0.007019	0.188986	0.349753	0.281325	0.172917	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	4000+	2A	0.007019	0.188986	0.349753	0.281325	0.172917	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	4000+	2B	0.085285	0.446028	0.293397	0.114355	0.039577	0.013601	0.004814	0.001775	0.000959	0.000204	0.000005	0.000000	0.000000	0.000000	0.000001
2020s	4000+	3A	0.023086	0.274446	0.332334	0.196048	0.093908	0.042721	0.019481	0.009081	0.006511	0.002246	0.000125	0.000011	0.000001	0.000000	0.000001
2020s	4000+	3B	0.103412	0.540830	0.355758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	4000+	3C	0.078774	0.513427	0.407799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	4000+	4A	0.026394	0.406057	0.567549	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	4000+	4B	0.076523	0.430470	0.301970	0.122652	0.043769	0.015444	0.005603	0.002117	0.001179	0.000265	0.000007	0.000000	0.000000	0.000000	0.000001
2020s	4000+	4C	0.035777	0.434144	0.530079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	4000+	5A	0.046356	0.360112	0.326939	0.158120	0.064628	0.025645	0.010356	0.004326	0.002726	0.000761	0.000031	0.000002	0.000000	0.000000	0.000001
2020s	4000+	5B	0.076523	0.430470	0.301970	0.122652	0.043769	0.015444	0.005603	0.002117	0.001179	0.000265	0.000007	0.000000	0.000000	0.000000	0.000001
2020s	4000+	6A	0.074051	0.425187	0.304479	0.125346	0.045184	0.016081	0.005879	0.002238	0.001258	0.000287	0.000008	0.000000	0.000000	0.000000	0.000001
2020s	4000+	6B	0.068649	0.414658	0.309303	0.130899	0.048205	0.017477	0.006500	0.002514	0.001442	0.000341	0.000010	0.000000	0.000000	0.000000	0.000001
2020s	4000+	7A	0.074051	0.425187	0.304479	0.125346	0.045184	0.016081	0.005879	0.002238	0.001258	0.000287	0.000008	0.000000	0.000000	0.000000	0.000001
2020s	4000+	7B	0.068649	0.414658	0.309303	0.130899	0.048205	0.017477	0.006500	0.002514	0.001442	0.000341	0.000010	0.000000	0.000000	0.000000	0.000001
2020s	500-749	1A	0.000000	0.001557	0.042302	0.249279	0.706863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	500-749	2A	0.000000	0.001557	0.042302	0.249279	0.706863	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	500-749	2B	0.000013	0.002186	0.019751	0.056478	0.092992	0.114218	0.118495	0.110864	0.178526	0.218979	0.062485	0.017423	0.005120	0.002150	0.000317
2020s	500-749	3A	0.000000	0.000215	0.003864	0.017017	0.038415	0.060596	0.077430	0.086663	0.174636	0.312707	0.139225	0.054317	0.020863	0.011510	0.002542
2020s	500-749	3B	0.000592	0.099590	0.899818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	500-749	3C	0.000361	0.083448	0.916191	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	500-749	4A	0.000000	0.045843	0.954157	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	500-749	4B	0.000009	0.001768	0.017071	0.050952	0.086573	0.109017	0.115469	0.109977	0.181057	0.230470	0.068800	0.019852	0.005996	0.002589	0.000398
2020s	500-749	4C	0.000000	0.052406	0.947594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	500-749	5A	0.000002	0.000688	0.008912	0.031893	0.061786	0.086296	0.099636	0.102212	0.184621	0.274788	0.098877	0.032847	0.011098	0.005367	0.000974
2020s	500-749	5B	0.000009	0.001768	0.017071	0.050952	0.086573	0.109017	0.115469	0.109977	0.181057	0.230470	0.068800	0.019852	0.005996	0.002589	0.000398
2020s	500-749	6A	0.000008	0.001656	0.016294	0.049304	0.084618	0.107389	0.114474	0.109625	0.181699	0.233953	0.070841	0.020668	0.006299	0.002745	0.000428
2020s	500-749	6B	0.000007	0.001438	0.014777	0.045969	0.080523	0.103867	0.112232	0.108741	0.182874	0.241295	0.075260	0.022458	0.006969	0.003094	0.000496
2020s	500-749	7A	0.000008	0.001656	0.016294	0.049304	0.084618	0.107389	0.114474	0.109625	0.181699	0.233953	0.070841	0.020668	0.006299	0.002745	0.000428
2020s	500-749	7B	0.000007	0.001438	0.014777	0.045969	0.080523	0.103867	0.112232	0.108741	0.182874	0.241295	0.075260	0.022458	0.006969	0.003094	0.000496
2020s	750-999	1A	0.000000	0.001867	0.046247	0.256866	0.695020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	750-999	2A	0.000000	0.001867	0.046247	0.256866	0.695020	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	750-999	2B	0.000023	0.003025	0.024633	0.065870	0.103270	0.122010	0.122542	0.111488	0.173404	0.200629	0.053271	0.014066	0.003957	0.001590	0.000220
2020s	750-999	3A	0.000000	0.000319	0.005126	0.021071	0.045245	0.068598	0.084814	0.092282	0.179456	0.302553	0.125788	0.046604	0.017178	0.009083	0.001882
2020s	750-999	3B	0.000831	0.109281	0.889888	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	750-999	3C	0.000451	0.091841	0.907708	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	750-999	4A	0.000000	0.050145	0.949855	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	750-999	4B	0.000017	0.002485	0.021457	0.059778	0.096674	0.117099	0.120083	0.111226	0.176864	0.212327	0.058996	0.016124	0.004664	0.001928	0.000278
2020s	750-999	4C	0.000000	0.057576	0.942424	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2020s	750-999	5A	0.000003	0.000998	0.011496	0.038365	0.070707	0.094955	0.106115	0.105847	0.184594	0.258953	0.086890	0.027386	0.008874	0.004114	0.000702
2020s	750-999	5B	0.000017	0.002485	0.021457	0.059778	0.096674	0.117099	0.120083	0.111226	0.176864	0.212327	0.058996	0.016124	0.004664	0.001928	0.000278
2020s	750-999	6A	0.000015	0.002324	0.020524	0.057970	0.094664	0.115537	0.119235	0.111048	0.177800	0.215953	0.060869	0.016814	0.004904	0.002044	0.000299
2020s	750-999	6B	0.000012	0.002029	0.018670	0.054242	0.090434	0.112194	0.117361	0.110579	0.179610	0.223495	0.064908	0.018348	0.005453	0.002317	0.000348
2020s	750-999	7A	0.000015	0.002324	0.020524	0.057970	0.094664	0.115537	0.119235	0.111048	0.177800	0.215953	0.060869	0.016814	0.004904	0.002044	0.000299
2020s	750-999	7B	0.000012	0.002029	0.018670	0.054242	0.090434	0.112194	0.117361	0.110579	0.179610	0.223495	0.064908	0.018348	0.005453	0.002317	0.000348
