grid_gid,nsrdb_gid_old,nsrdb_gid_new,egrid_subregion,state_name,county_name,wecc_ba,census_region
1452417,17373,22312,,,,,
1195627,17803,22778,,,,,
1197676,17804,22779,,,,,
1187895,18313,23325,,,,,
1455539,18397,23409,,,,,
1184305,18825,23888,,,,,
1177107,19337,24456,,,,,
1174531,19853,25027,,,,,
1170638,20368,25601,,,,,
1164756,20885,26175,,,,,
1168772,20886,26176,,,,,
1157066,21404,26750,,,,,
1154534,21922,27326,,,,,
96917,25662,31451,,,,,
1073866,27140,33065,,,,,
1073865,27663,33643,,,,,
998056,28700,34754,,,,,
1076335,28710,34789,,,,,
997868,29223,35324,,,,,
996374,30273,36453,,,,,
985039,31860,38139,,,,,
983489,32937,39267,,,,,
989208,34576,40965,,,,,
1363029,36907,43354,,,,,
99185,39113,45631,,,,,
1266116,40692,47264,,,,,
104333,45336,52263,,,,,
112146,51336,58484,,,,,
115003,53294,60508,,,,,
1195176,53773,60987,,,,,
119625,54269,61514,,,,,
116084,54750,62011,,,,,
116842,55232,62512,,,,,
122492,56192,63516,,,,,
123642,57618,65017,,,,,
1174691,61847,69392,,,,,
1181595,63724,71338,,,,,
1168710,67905,75652,,,,,
187619,72846,80913,,,,,
1092074,73247,81314,,,,,
183587,74541,82711,,,,,
1062356,77374,85728,,,,,
236808,77803,86187,,,,CFE,
239804,77804,86188,,,,CFE,
253127,78200,86605,,,,CFE,
269138,79333,87843,,,,,
281353,80033,88666,,,,,
1034225,80360,88993,,,,,
287639,80376,89036,,,,,
1035080,80700,89360,,,,,
295999,80715,89400,,,,,
301635,81049,89763,,,,,
396818,81092,89806,,,,,
399184,81093,89807,,,,,
401235,81094,89808,,,,,
403276,81095,89809,,,,,
405843,81096,89810,,,,,
407375,81097,89811,,,,,
410300,81098,89812,,,,,
411963,81099,89813,,,,,
415256,81100,89814,,,,,
417173,81101,89815,,,,,
419039,81102,89816,,,,,
421147,81103,89817,,,,,
423699,81104,89818,,,,,
425487,81105,89819,,,,,
428925,81106,89820,,,,,
430518,81107,89821,,,,,
433026,81108,89822,,,,,
1030005,81364,90078,,,,,
308331,81380,90126,,,,,
438325,81438,90184,,,,,
314690,81707,90489,,,,,
321974,82029,90852,,,,,
324017,82030,90853,,,,,
1025557,82333,91156,,,,,
327807,82347,91214,,,,,
445018,82387,91266,,,,,
449131,82687,91625,,,,,
454711,83269,92336,,,,,
1020741,83511,92579,,,,,
457053,83520,92639,,,,,
464260,84022,93244,,,,,
469838,84271,93547,,,,,
473129,84518,93848,,,,,
475093,85006,94449,,,,,
477622,85249,94748,,,,,
478232,85733,95340,,,,,
480164,86203,95845,,,,,
540270,86226,95868,,,,,
542210,86227,95869,,,,,
532452,86440,96118,,,,,
534856,86441,96119,,,,,
537728,86442,96120,,,,,
540282,86443,96121,,,,,
545741,86445,96123,,,,,
547822,86446,96124,,,,,
550471,86447,96125,,,,,
552830,86448,96126,,,,,
556473,86449,96127,,,,,
558375,86450,96128,,,,,
561218,86451,96129,,,,,
563627,86452,96130,,,,,
934270,86586,96290,,,,,
953417,86595,96299,,,,,
482917,86637,96353,,,,,
532483,86656,96372,,,,,
567152,86669,96385,,,,,
949322,86808,96551,,,,,
1025590,86843,96587,,,,,
485017,86851,96608,,,,,
529499,86868,96625,,,,,
744298,86953,96710,,,,,
777256,86969,96726,,,,,
787833,86974,96731,,,,,
942960,87017,96802,,,,,
945209,87018,96803,,,,,
490178,87063,96865,,,,,
572305,87094,96896,,,,,
574396,87095,96897,,,,,
492972,87269,97122,,,,,
495728,87270,97123,,,,,
526519,87282,97135,,,,,
574640,87292,97153,,,,,
577293,87293,97154,,,,,
498156,87455,97381,,,,,
500590,87456,97382,,,,,
526186,87466,97392,,,,,
580124,87476,97412,,,,,
734455,87537,97473,,,,,
1030548,87615,97611,,,,,
504011,87626,97640,,,,,
505470,87627,97641,,,,,
508645,87628,97642,,,,,
524716,87634,97648,,,,,
583059,87644,97670,,,,,
730500,87702,97728,,,,,
810156,87716,97766,,,,,
811458,87717,97767,,,,,
510465,87780,97901,,,,,
521901,87784,97905,,,,,
728326,87851,97985,,,,,
833653,87871,98034,,,,,
516134,87925,98151,,,,,
519689,87926,98152,,,,,
585426,87935,98167,,,,,
585465,88069,98345,,,,,
588304,88197,98525,,,,,
717916,88247,98575,,,,,
588305,88310,98704,,,,,
1038927,88395,98844,,,,,
590494,88403,98884,,,,,
708828,88448,98929,,,,,
594112,88572,99243,,,,,
700115,88612,99283,,,,,
696846,88691,99461,,,,,
595567,88731,99602,,,,,
599455,88732,99603,,,,,
692713,88767,99638,,,,,
601979,88808,99784,,,,,
605006,88883,99945,,,,,
604360,88954,100055,,,,,
606971,89025,100167,,,,,
683290,89053,100195,,,,,
989631,89061,100227,,,,,
610269,89094,100279,,,,,
612007,89095,100280,,,,,
615231,89164,100393,,,,,
615205,89228,100505,,,,,
615761,89290,100618,,,,,
617269,89354,100730,,,,,
617871,89415,100839,,,,,
996250,89443,100892,,,,,
617479,89475,100947,,,,,
997547,89563,101085,,,,,
620593,89595,101130,,,,,
622876,89654,101216,,,,,
622823,89711,101302,,,,,
1001976,89794,101430,,,,,
626013,89823,101475,,,,,
628138,89880,101562,,,,,
632024,89881,101563,,,,,
634552,89882,101564,,,,,
681096,89899,101581,,,,,
637049,89937,101652,,,,,
644885,89994,101742,,,,,
648150,89995,101743,,,,,
650211,90046,101831,,,,,
654465,90047,101832,,,,,
659683,90049,101834,,,,,
661874,90050,101835,,,,,
1010044,90064,101868,,,,,
667310,90098,101913,,,,,
677609,90102,101917,,,,,
680480,90103,101918,,,,,
670485,90140,101977,,,,,
672473,90141,101978,,,,,
675925,90142,101979,,,,,
1022894,90267,102252,,,,,
1030024,90377,102565,,,,,
1031863,90397,102596,,,,,
94977,4669,7759,,Washington,Jefferson,,
102919,12200,16431,,Oregon,Clatsop,,
99189,24598,30303,,Oregon,Coos,,
1274492,40163,46707,,New York,Suffolk,,
1248324,39074,45579,,New York,Nassau,,
1252564,39075,45580,,New York,Suffolk,,
1255541,39076,45581,,New York,Suffolk,,
1259599,39077,45582,,New York,Suffolk,,
1262226,39078,45583,,New York,Suffolk,,
1265792,39079,45584,,New York,Suffolk,,
1268134,39080,45585,,New York,Suffolk,,
1293876,39088,45593,,New York,Suffolk,,
1284415,39632,46150,,New York,Suffolk,,
1261123,40691,47263,,New York,Suffolk,,
1246812,41215,47818,,New York,Nassau,,
1248756,41216,47819,,New York,Nassau,,
1239860,41213,47816,,New York,Nassau,,
1242502,41214,47817,,New York,Nassau,,
1157337,22443,27904,,New York,Jefferson,,
1156938,23987,29629,,New York,Jefferson,,
1158060,24515,30203,,New York,Oswego,,
1154384,22442,27903,,New York,Jefferson,,
1150732,23471,29054,,New York,Jefferson,,
1150858,22956,28482,,New York,Jefferson,,
1154508,23472,29055,,New York,Jefferson,,
1155213,22957,28483,,New York,Jefferson,,
1137002,26112,31927,,New York,Wayne,,
1141326,26113,31928,,New York,Wayne,,
1076899,26091,31906,,New York,Niagara,,
1078544,26092,31907,,New York,Niagara,,
1081620,26093,31908,,New York,Niagara,,
1083263,26094,31909,,New York,Niagara,,
1103889,26101,31916,,New York,Monroe,,
1105775,26102,31917,,New York,Monroe,,
1109205,26103,31918,,New York,Monroe,,
1112574,26104,31919,,New York,Monroe,,
1158061,25050,30777,,New York,Oswego,,
1144390,25582,31349,,New York,Cayuga,,
1150982,25048,30775,,New York,Oswego,,
1154406,25049,30776,,New York,Oswego,,
1116517,26630,32500,,New York,Monroe,,
1291641,37436,43897,,New York,Suffolk,,
1294145,37437,43898,,New York,Suffolk,,
1298457,37438,43899,,New York,Suffolk,,
1284385,37984,44460,,New York,Suffolk,,
1287662,37985,44461,,New York,Suffolk,,
1291502,37986,44462,,New York,Suffolk,,
1294702,37987,44463,,New York,Suffolk,,
1278287,38533,45023,,New York,Suffolk,,
1288066,38536,45026,,New York,Suffolk,,
1291711,38537,45027,,New York,Suffolk,,
1294404,38538,45028,,New York,Suffolk,,
1300098,38540,45030,,New York,Suffolk,,
1074180,29234,35358,,New York,Erie,,
1077068,29235,35359,,New York,Erie,,
1068929,30286,36486,,New York,Chautauqua,,
1071563,29759,35923,,New York,Erie,,
1071585,30287,36487,,New York,Chautauqua,,
1060114,31343,37609,,New York,Chautauqua,,
1062544,31344,37610,,New York,Chautauqua,,
1064071,30815,37047,,New York,Chautauqua,,
1066655,30285,36485,,New York,Chautauqua,,
106023,11303,15380,NWPP,Oregon,Clatsop,BPA,
106792,11304,15381,NWPP,Oregon,Clatsop,BPA,
104363,11751,15904,NWPP,Oregon,Clatsop,BPA,
101611,11300,15377,,Oregon,Clatsop,,
98328,32525,38855,,Oregon,Curry,,
96119,27756,33763,,Oregon,Coos,,
96177,28802,34903,,Oregon,Curry,,
100328,20981,26283,,Oregon,Lane,,
100338,20463,25707,,Oregon,Lincoln,,
100565,21499,26860,,Oregon,Lane,,
100438,22017,27437,,Oregon,Lane,,
101583,16874,21790,,Oregon,Tillamook,,
101619,15387,20170,,Oregon,Tillamook,,
101409,17383,22331,,Oregon,Lincoln,,
101682,17894,22878,,Oregon,Lincoln,,
99093,24071,29729,,Oregon,Douglas,,
98370,25131,30876,,Oregon,Coos,,
97991,25663,31452,,Oregon,Coos,,
96851,30382,36597,,Oregon,Curry,,
96890,29328,35470,,Oregon,Curry,,
96893,30912,37161,,Oregon,Curry,,
96897,31446,37725,,Oregon,Curry,,
96926,29854,36034,,Oregon,Curry,,
96960,27234,33189,,Oregon,Coos,,
96979,26711,32611,,Oregon,Coos,,
103099,9971,13870,,Washington,Pacific,,
103191,11301,15378,NWPP,Washington,Pacific,BPA,
103247,9531,13387,,Washington,Pacific,,
100753,8651,12424,,Washington,Grays Harbor,,
101450,10411,14356,,Washington,Pacific,,
123550,5832,9156,,Washington,Kitsap,,
120881,4319,7328,,Washington,Jefferson,,
123453,4321,7330,,Washington,Island,,
120911,4689,7779,,Washington,Jefferson,,
123592,4691,7781,,Washington,Kitsap,,
112092,3593,6532,,Washington,Clallam,,
116892,3596,6535,,Washington,Jefferson,,
118046,3597,6536,,Washington,Jefferson,,
119377,3598,6537,,Washington,Island,,
120880,3249,6188,NWPP,Washington,Island,PSE,
118032,3947,6886,,Washington,Jefferson,,
120847,3949,6888,,Washington,Jefferson,,
114012,1876,4783,,Washington,San Juan,,
119275,1880,4787,,Washington,San Juan,,
122527,1882,4789,,Washington,Whatcom,,
123598,5059,8236,,Washington,Kitsap,,
117623,2209,5136,,Washington,San Juan,,
119380,2210,5137,,Washington,Skagit,,
122628,2212,5139,,Washington,Skagit,,
123548,2213,5140,,Washington,Skagit,,
120864,6624,10082,,Washington,Pierce,,
122170,6625,10083,,Washington,Pierce,,
125263,6627,10085,,Washington,King,,
116961,2547,5485,,Washington,San Juan,,
118112,2897,5836,,Washington,Island,,
119313,2898,5837,,Washington,Island,,
119535,2549,5487,,Washington,Skagit,,
122213,2900,5839,,Washington,Skagit,,
114047,6619,10077,,Washington,Mason,,
119395,7425,11017,,Washington,Pierce,,
118104,5437,8691,,Washington,Kitsap,,
119542,5056,8233,,Washington,Jefferson,,
109381,3591,6530,,Washington,Clallam,,
111315,3592,6531,,Washington,Clallam,,
114018,2545,5483,,Washington,San Juan,,
106812,3589,6528,,Washington,Clallam,,
108448,3590,6529,,Washington,Clallam,,
105772,3588,6527,,Washington,Clallam,,
103131,3586,6525,,Washington,Clallam,,
104005,3587,6526,,Washington,Clallam,,
100435,3234,6173,,Washington,Clallam,,
101371,8227,11947,,Washington,Grays Harbor,,
99113,7009,10533,,Washington,Grays Harbor,,
99115,7410,11002,,Washington,Grays Harbor,,
98271,6607,10065,,Washington,Grays Harbor,,
96091,2880,5819,,Washington,Clallam,,
97045,2881,5820,,Washington,Clallam,,
96095,5038,8215,,Washington,Jefferson,,
96989,5421,8675,,Washington,Jefferson,,
94331,2878,5817,,Washington,Clallam,,
94560,3228,6167,,Washington,Clallam,,
94449,3578,6517,,Washington,Clallam,,
94556,4298,7307,,Washington,Clallam,,
117943,934,3736,,Washington,Whatcom,,
117720,1557,4436,,Washington,San Juan,,
119340,1245,4087,,Washington,Whatcom,,
119342,1558,4437,,Washington,Whatcom,,
116925,1556,4435,,Washington,San Juan,,
120776,7426,11018,,Washington,Pierce,,
120584,1559,4438,,Washington,Whatcom,,
120651,2211,5138,,Washington,Skagit,,
120672,1881,4788,,Washington,Whatcom,,
120770,2550,5488,NWPP,Washington,Skagit,PSE,
120774,7025,10549,,Washington,Pierce,,
114931,932,3734,,Washington,Whatcom,,
114935,2546,5484,,Washington,San Juan,,
115150,3595,6534,,Washington,Clallam,,
115168,1877,4784,,Washington,San Juan,,
1227209,45833,52760,,New Jersey,Ocean,,
1229694,41735,48373,,New Jersey,Monmouth,,
1233427,41736,48374,,New Jersey,Monmouth,,
1233425,42259,48934,,New Jersey,Monmouth,,
1229366,44311,51171,,New Jersey,Ocean,,
1233441,42777,49494,,New Jersey,Monmouth,,
1229419,45328,52231,,New Jersey,Ocean,,
1229429,44820,51701,,New Jersey,Ocean,,
1181570,46830,53806,,New Jersey,Salem,,
1184931,47336,54337,,New Jersey,Salem,,
1220589,47347,54348,,New Jersey,Atlantic,,
1208575,48850,55914,,New Jersey,Cape May,,
1210816,48349,55393,,New Jersey,Cape May,,
1214045,47848,54872,,New Jersey,Cape May,,
1195508,48344,55388,,New Jersey,Cumberland,,
1197810,48345,55389,,New Jersey,Cumberland,,
1201137,48848,55912,,New Jersey,Cape May,,
1201450,48346,55390,,New Jersey,Cumberland,,
1207683,49348,56425,,New Jersey,Cape May,,
1190484,47841,54865,,New Jersey,Cumberland,,
1306853,37991,44467,,Rhode Island,Washington,,
1311446,37992,44468,,Rhode Island,Washington,,
1313821,36892,43339,,Rhode Island,Newport,,
1320292,36345,42776,,Rhode Island,Newport,,
1323686,36346,42777,,Rhode Island,Newport,,
1317128,35794,42210,,Rhode Island,Newport,,
1310652,37442,43903,,Rhode Island,Washington,,
1311048,36891,43338,,Rhode Island,Washington,,
854005,86357,95999,,Louisiana,St. Bernard,,
861307,86360,96002,,Louisiana,St. Bernard,,
863125,86361,96003,,Louisiana,St. Bernard,,
847298,86571,96249,SRMV,Louisiana,St. Bernard,,
848896,86788,96504,,Louisiana,St. Bernard,,
851894,86573,96251,,Louisiana,St. Bernard,,
853571,86574,96252,,Louisiana,St. Bernard,,
861008,86577,96255,,Louisiana,St. Bernard,,
863513,86578,96256,,Louisiana,St. Bernard,,
842378,86123,95742,,Louisiana,St. Bernard,,
852277,86127,95746,,Louisiana,St. Bernard,,
862661,86132,95751,,Louisiana,St. Bernard,,
862830,85892,95499,,Louisiana,St. Bernard,,
847648,85643,95197,,Louisiana,St. Tammany,,
844500,85884,95491,,Louisiana,St. Bernard,,
847565,85885,95492,,Louisiana,St. Bernard,,
856240,87404,97272,,Louisiana,Plaquemines,,
858265,87580,97530,,Louisiana,Plaquemines,,
853560,87880,98043,,Louisiana,Plaquemines,,
856835,87881,98044,,Louisiana,Plaquemines,,
858238,87882,98045,,Louisiana,Plaquemines,,
848719,88016,98259,,Louisiana,Plaquemines,,
851983,88017,98260,,Louisiana,Plaquemines,,
856242,88019,98262,,Louisiana,Plaquemines,,
849133,87211,97013,,Louisiana,Plaquemines,,
852206,87212,97014,,Louisiana,Plaquemines,,
849190,87733,97783,,Louisiana,Plaquemines,,
842780,87573,97523,,Louisiana,Plaquemines,,
844480,86999,96756,SRMV,Louisiana,Plaquemines,,
844553,87574,97524,,Louisiana,Plaquemines,,
846804,87000,96757,,Louisiana,Plaquemines,,
830040,87870,98033,,Louisiana,Lafourche,,
830321,87725,97775,,Louisiana,Lafourche,,
835238,87727,97777,,Louisiana,Jefferson,,
835097,87570,97520,,Louisiana,Lafourche,,
837406,87571,97521,,Louisiana,Jefferson,,
839623,87207,97009,,Louisiana,Plaquemines,,
839648,87572,97522,,Louisiana,Plaquemines,,
839718,87397,97265,,Louisiana,Plaquemines,,
828338,87567,97517,,Louisiana,Lafourche,,
823667,87867,98030,,Louisiana,Terrebonne,,
823670,87722,97772,,Louisiana,Terrebonne,,
825488,87868,98031,,Louisiana,Terrebonne,,
828136,87724,97774,,Louisiana,Lafourche,,
828232,87869,98032,,Louisiana,Lafourche,,
823680,87565,97515,,Louisiana,Terrebonne,,
816160,87864,98027,,Louisiana,Terrebonne,,
821257,87866,98029,,Louisiana,Terrebonne,,
814056,87718,97768,,Louisiana,Terrebonne,,
814097,87863,98026,,Louisiana,Terrebonne,,
809740,87384,97252,,Louisiana,Terrebonne,,
798357,86550,96228,,Louisiana,St. Mary,,
798522,86766,96482,,Louisiana,St. Mary,,
805413,87557,97507,,Louisiana,Terrebonne,,
805708,87192,96994,,Louisiana,St. Mary,,
805710,87382,97250,,Louisiana,St. Mary,,
806939,87193,96995,,Louisiana,St. Mary,,
801285,87190,96992,,Louisiana,St. Mary,,
801393,86980,96737,,Louisiana,St. Mary,,
802380,86981,96738,,Louisiana,St. Mary,,
802505,87191,96993,,Louisiana,St. Mary,,
789731,86762,96478,,Louisiana,Vermilion,,
790235,86546,96224,,Louisiana,Vermilion,,
792375,86763,96479,,Louisiana,Iberia,,
792605,86547,96225,,Louisiana,Iberia,,
793707,86764,96480,,Louisiana,Iberia,,
794217,86548,96226,,Louisiana,St. Mary,,
796903,86549,96227,,Louisiana,St. Mary,,
793810,87187,96989,,Louisiana,Iberia,,
796258,86978,96735,,Louisiana,Iberia,,
796664,87188,96990,,Louisiana,Iberia,,
798210,86979,96736,,Louisiana,Iberia,,
785378,86973,96730,,Louisiana,Vermilion,,
790094,86975,96732,,Louisiana,Vermilion,,
780188,86970,96727,,Louisiana,Vermilion,,
781928,86971,96728,,Louisiana,Vermilion,,
783834,86972,96729,,Louisiana,Vermilion,,
768819,86536,96214,,Louisiana,Cameron,,
771591,86753,96469,,Louisiana,Cameron,,
773358,86754,96470,,Louisiana,Cameron,,
763607,86533,96211,,Louisiana,Cameron,,
765144,86534,96212,,Louisiana,Cameron,,
767852,86535,96213,,Louisiana,Cameron,,
755295,86529,96207,,Louisiana,Cameron,,
756621,86530,96208,,Louisiana,Cameron,,
759209,86531,96209,,Louisiana,Cameron,,
760510,86532,96210,,Louisiana,Cameron,,
1265745,37428,43889,,Connecticut,New Haven,,
1272355,37430,43891,,Connecticut,New Haven,,
1274508,37431,43892,,Connecticut,New Haven,,
1278294,37432,43893,,Connecticut,New Haven,,
1281294,37433,43894,,Connecticut,Middlesex,,
1284727,37434,43895,,Connecticut,Middlesex,,
1287125,37435,43896,,Connecticut,New London,,
1262229,37977,44453,,Connecticut,New Haven,,
1252565,38525,45015,,Connecticut,Fairfield,,
1018878,34590,40979,,Ohio,Lake,,
1021439,34591,40980,,Ohio,Lake,,
1023293,34592,40981,,Ohio,Lake,,
979594,34571,40960,,Ohio,Lucas,,
1032004,33494,39855,,Ohio,Ashtabula,,
1034991,33495,39856,,Ohio,Ashtabula,,
1036794,33496,39857,,Ohio,Ashtabula,,
1005675,35687,42103,,Ohio,Lorain,,
1008402,35688,42104,,Ohio,Cuyahoga,,
1012803,35690,42106,,Ohio,Cuyahoga,,
1014355,35691,42107,,Ohio,Cuyahoga,,
1016789,35141,41543,,Ohio,Cuyahoga,,
1025964,34041,40417,,Ohio,Lake,,
1027226,34042,40418,,Ohio,Lake,,
996210,36232,42663,,Ohio,Erie,,
997908,36233,42664,,Ohio,Erie,,
999883,36234,42665,,Ohio,Lorain,,
1002037,36235,42666,,Ohio,Lorain,,
988064,35678,42094,,Ohio,Ottawa,,
989563,35128,41530,,Ohio,Ottawa,,
989755,35679,42095,,Ohio,Ottawa,,
992329,35680,42096,,Ohio,Ottawa,,
992382,35129,41531,,Ohio,Erie,,
993552,35681,42097,,Ohio,Erie,,
993719,35130,41532,,Ohio,Erie,,
983862,35125,41527,,Ohio,Ottawa,,
985731,35126,41528,,Ohio,Ottawa,,
1031939,80699,89359,,Georgia,Chatham,,
1027471,81363,90077,,Georgia,Chatham,,
1030015,81033,89718,,Georgia,Chatham,,
1022794,82933,91871,,Georgia,Glynn,,
1020878,83225,92225,,Georgia,Glynn,,
1018487,83761,92880,,Georgia,Camden,,
1018885,84260,93482,SRSO,Georgia,Camden,,
1025773,82014,90796,,Georgia,Liberty,,
1022790,82634,91514,,Georgia,McIntosh,,
851924,85403,94902,,Mississippi,Hancock,,
848749,85644,95198,,Mississippi,Hancock,,
861516,85165,94608,,Mississippi,Harrison,,
863367,85166,94609,,Mississippi,Harrison,,
851630,85161,94604,,Mississippi,Harrison,,
872388,85412,94911,,Mississippi,Jackson,,
869908,85411,94910,,Mississippi,Jackson,,
1346007,34700,41089,,Massachusetts,Barnstable,,
1350328,34701,41090,,Massachusetts,Barnstable,,
1352632,34702,41091,,Massachusetts,Barnstable,,
1356999,34703,41092,,Massachusetts,Barnstable,,
1340012,35250,41652,,Massachusetts,Barnstable,,
1340056,35801,42217,,Massachusetts,Barnstable,,
1346051,35803,42219,,Massachusetts,Barnstable,,
1356255,35255,41657,,Massachusetts,Barnstable,,
1359420,35807,42223,,Massachusetts,Barnstable,,
1360096,35256,41658,,Massachusetts,Barnstable,,
1362933,35808,42224,,Massachusetts,Barnstable,,
1363040,35257,41659,,Massachusetts,Barnstable,,
1352136,33055,39396,,Massachusetts,Barnstable,,
1357252,33056,39397,,Massachusetts,Barnstable,,
1359776,34152,40528,,Massachusetts,Barnstable,,
1359866,33057,39398,,Massachusetts,Barnstable,,
1363630,34153,40529,,Massachusetts,Barnstable,,
1363740,33603,39964,,Massachusetts,Barnstable,,
1332966,37449,43910,,Massachusetts,Dukes,,
1352809,37455,43916,,Massachusetts,Nantucket,,
1363495,37458,43919,,Massachusetts,Nantucket,,
1344097,36352,42783,,Massachusetts,Dukes,,
1345575,36353,42784,,Massachusetts,Dukes,,
1352877,36904,43351,,Massachusetts,Nantucket,,
1360103,36906,43353,,Massachusetts,Nantucket,,
1327011,36347,42778,,Massachusetts,Bristol,,
1331402,36348,42779,,Massachusetts,Dukes,,
1333252,36349,42780,,Massachusetts,Dukes,,
1333737,36898,43345,,Massachusetts,Dukes,,
1337497,36350,42781,,Massachusetts,Dukes,,
1339272,32510,38827,,Massachusetts,Plymouth,,
1330160,35798,42214,,Massachusetts,Bristol,,
1333268,35799,42215,,Massachusetts,Bristol,,
1337524,35249,41651,,Massachusetts,Plymouth,,
1337788,35800,42216,,Massachusetts,Barnstable,,
1337412,31969,38262,,Massachusetts,Plymouth,,
1343709,33052,39393,,Massachusetts,Plymouth,,
1343815,33597,39958,,Massachusetts,Plymouth,,
1336687,29317,35441,,Massachusetts,Essex,,
1336531,30371,36571,,Massachusetts,Essex,,
1339480,30372,36572,,Massachusetts,Essex,,
1343186,29845,36009,,Massachusetts,Essex,,
1332879,30901,37133,,Massachusetts,Essex,,
1182069,45819,52746,,Delaware,New Castle,,
1181237,46324,53276,,Delaware,New Castle,,
1191742,49343,56420,,Delaware,Kent,,
1194691,49841,56931,,Delaware,Sussex,,
1198111,49842,56932,,Delaware,Sussex,,
1198267,50338,57442,,Delaware,Sussex,,
