Dependency=Location Census Tract	Option=Mountain - Pacific	Option=New England	Option=South Atlantic - East South Central	Option=West North Central	Count	Weight
G2400130508102	0.25	0.25	0.25	0.25	0	0.0
G2400130508200	0.25	0.25	0.25	0.25	0	0.0
G2400130509001	0.25	0.25	0.25	0.25	0	0.0
G2400130509002	0.25	0.25	0.25	0.25	0	0.0
G2400130510000	0.25	0.25	0.25	0.25	0	0.0
G2400130511000	0.25	0.25	0.25	0.25	0	0.0
G2400130512000	0.25	0.25	0.25	0.25	0	0.0
G2400130513001	0.25	0.25	0.25	0.25	0	0.0
G2400130513002	0.25	0.25	0.25	0.25	0	0.0
G2400130514100	0.25	0.25	0.25	0.25	0	0.0
G2400130514201	0.25	0.25	0.25	0.25	0	0.0
G2400130514202	0.25	0.25	0.25	0.25	0	0.0
G2400150030100	0.25	0.25	0.25	0.25	0	0.0
G2400150030200	0.25	0.25	0.25	0.25	0	0.0
G2400150030400	0.25	0.25	0.25	0.25	0	0.0
G2400150030501	0.25	0.25	0.25	0.25	0	0.0
G2400150030503	0.25	0.25	0.25	0.25	0	0.0
G2400150030505	0.25	0.25	0.25	0.25	0	0.0
G2400150030506	0.25	0.25	0.25	0.25	0	0.0
G2400150030601	0.25	0.25	0.25	0.25	0	0.0
G2400150030602	0.25	0.25	0.25	0.25	0	0.0
G2400150030700	0.25	0.25	0.25	0.25	0	0.0
G2400150030903	0.25	0.25	0.25	0.25	0	0.0
G2400150030904	0.25	0.25	0.25	0.25	0	0.0
G2400150030905	0.25	0.25	0.25	0.25	0	0.0
G2400150030906	0.25	0.25	0.25	0.25	0	0.0
G2400150031201	0.25	0.25	0.25	0.25	0	0.0
G2400150031202	0.25	0.25	0.25	0.25	0	0.0
G2400150031301	0.25	0.25	0.25	0.25	0	0.0
G2400150031302	0.25	0.25	0.25	0.25	0	0.0
G2400150031400	0.25	0.25	0.25	0.25	0	0.0
G2400170850101	0.25	0.25	0.25	0.25	0	0.0
G2400170850102	0.25	0.25	0.25	0.25	0	0.0
G2400170850201	0.25	0.25	0.25	0.25	0	0.0
G2400170850202	0.25	0.25	0.25	0.25	0	0.0
G2400170850300	0.25	0.25	0.25	0.25	0	0.0
G2400170850400	0.25	0.25	0.25	0.25	0	0.0
G2400170850500	0.25	0.25	0.25	0.25	0	0.0
G2400170850600	0.25	0.25	0.25	0.25	0	0.0
G2400170850706	0.25	0.25	0.25	0.25	0	0.0
G2400170850708	0.25	0.25	0.25	0.25	0	0.0
G2400170850709	0.25	0.25	0.25	0.25	0	0.0
G2400170850710	0.25	0.25	0.25	0.25	0	0.0
G2400170850711	0.25	0.25	0.25	0.25	0	0.0
G2400170850712	0.25	0.25	0.25	0.25	0	0.0
G2400170850713	0.25	0.25	0.25	0.25	0	0.0
G2400170850801	0.25	0.25	0.25	0.25	0	0.0
G2400170850802	0.25	0.25	0.25	0.25	0	0.0
G2400170850901	0.25	0.25	0.25	0.25	0	0.0
G2400170850902	0.25	0.25	0.25	0.25	0	0.0
G2400170850904	0.25	0.25	0.25	0.25	0	0.0
G2400170850905	0.25	0.25	0.25	0.25	0	0.0
G2400170850906	0.25	0.25	0.25	0.25	0	0.0
G2400170851001	0.25	0.25	0.25	0.25	0	0.0
G2400170851002	0.25	0.25	0.25	0.25	0	0.0
G2400170851100	0.25	0.25	0.25	0.25	0	0.0
G2400170851200	0.25	0.25	0.25	0.25	0	0.0
G2400170851301	0.25	0.25	0.25	0.25	0	0.0
G2400170851302	0.25	0.25	0.25	0.25	0	0.0
G2400170851400	0.25	0.25	0.25	0.25	0	0.0
G2400170851500	0.25	0.25	0.25	0.25	0	0.0
G2400170990000	0.25	0.25	0.25	0.25	0	0.0
G2400190970100	0.25	0.25	0.25	0.25	0	0.0
G2400190970200	0.25	0.25	0.25	0.25	0	0.0
G2400190970300	0.25	0.25	0.25	0.25	0	0.0
G2400190970400	0.25	0.25	0.25	0.25	0	0.0
G2400190970500	0.25	0.25	0.25	0.25	0	0.0
G2400190970600	0.25	0.25	0.25	0.25	0	0.0
G2400190970702	0.25	0.25	0.25	0.25	0	0.0
G2400190970804	0.25	0.25	0.25	0.25	0	0.0
G2400190970900	0.25	0.25	0.25	0.25	0	0.0
G2400190990000	0.25	0.25	0.25	0.25	0	0.0
G2400210740200	0.25	0.25	0.25	0.25	0	0.0
G2400210750100	0.25	0.25	0.25	0.25	0	0.0
G2400210750200	0.25	0.25	0.25	0.25	0	0.0
G2400210750300	0.25	0.25	0.25	0.25	0	0.0
G2400210750503	0.25	0.25	0.25	0.25	0	0.0
G2400210750504	0.25	0.25	0.25	0.25	0	0.0
G2400210750505	0.25	0.25	0.25	0.25	0	0.0
G2400210750506	0.25	0.25	0.25	0.25	0	0.0
G2400210750600	0.25	0.25	0.25	0.25	0	0.0
G2400210750701	0.25	0.25	0.25	0.25	0	0.0
G2400210750702	0.25	0.25	0.25	0.25	0	0.0
G2400210750801	0.25	0.25	0.25	0.25	0	0.0
G2400210750802	0.25	0.25	0.25	0.25	0	0.0
G2400210750803	0.25	0.25	0.25	0.25	0	0.0
G2400210751001	0.25	0.25	0.25	0.25	0	0.0
G2400210751002	0.25	0.25	0.25	0.25	0	0.0
G2400210751003	0.25	0.25	0.25	0.25	0	0.0
G2400210751004	0.25	0.25	0.25	0.25	0	0.0
G2400210751201	0.25	0.25	0.25	0.25	0	0.0
G2400210751202	0.25	0.25	0.25	0.25	0	0.0
G2400210751203	0.25	0.25	0.25	0.25	0	0.0
G2400210751301	0.25	0.25	0.25	0.25	0	0.0
G2400210751302	0.25	0.25	0.25	0.25	0	0.0
G2400210751600	0.25	0.25	0.25	0.25	0	0.0
G2400210751701	0.25	0.25	0.25	0.25	0	0.0
G2400210751702	0.25	0.25	0.25	0.25	0	0.0
G2400210751801	0.25	0.25	0.25	0.25	0	0.0
G2400210751802	0.25	0.25	0.25	0.25	0	0.0
G2400210751901	0.25	0.25	0.25	0.25	0	0.0
G2400210751902	0.25	0.25	0.25	0.25	0	0.0
G2400210751903	0.25	0.25	0.25	0.25	0	0.0
G2400210751904	0.25	0.25	0.25	0.25	0	0.0
G2400210752001	0.25	0.25	0.25	0.25	0	0.0
G2400210752101	0.25	0.25	0.25	0.25	0	0.0
G2400210752102	0.25	0.25	0.25	0.25	0	0.0
G2400210752201	0.25	0.25	0.25	0.25	0	0.0
G2400210752202	0.25	0.25	0.25	0.25	0	0.0
G2400210752204	0.25	0.25	0.25	0.25	0	0.0
G2400210752301	0.25	0.25	0.25	0.25	0	0.0
G2400210752302	0.25	0.25	0.25	0.25	0	0.0
G2400210752303	0.25	0.25	0.25	0.25	0	0.0
G2400210752501	0.25	0.25	0.25	0.25	0	0.0
G2400210752502	0.25	0.25	0.25	0.25	0	0.0
G2400210752601	0.25	0.25	0.25	0.25	0	0.0
G2400210752602	0.25	0.25	0.25	0.25	0	0.0
G2400210752603	0.25	0.25	0.25	0.25	0	0.0
G2400210752801	0.25	0.25	0.25	0.25	0	0.0
G2400210752802	0.25	0.25	0.25	0.25	0	0.0
G2400210752900	0.25	0.25	0.25	0.25	0	0.0
G2400210753001	0.25	0.25	0.25	0.25	0	0.0
G2400210753002	0.25	0.25	0.25	0.25	0	0.0
G2400210765100	0.25	0.25	0.25	0.25	0	0.0
G2400210766800	0.25	0.25	0.25	0.25	0	0.0
G2400210767500	0.25	0.25	0.25	0.25	0	0.0
G2400210767600	0.25	0.25	0.25	0.25	0	0.0
G2400210770700	0.25	0.25	0.25	0.25	0	0.0
G2400210772200	0.25	0.25	0.25	0.25	0	0.0
G2400210773500	0.25	0.25	0.25	0.25	0	0.0
G2400210775302	0.25	0.25	0.25	0.25	0	0.0
G2400210775400	0.25	0.25	0.25	0.25	0	0.0
G2400210775600	0.25	0.25	0.25	0.25	0	0.0
G2400230000100	0.25	0.25	0.25	0.25	0	0.0
G2400230000200	0.25	0.25	0.25	0.25	0	0.0
G2400230000300	0.25	0.25	0.25	0.25	0	0.0
G2400230000400	0.25	0.25	0.25	0.25	0	0.0
G2400230000500	0.25	0.25	0.25	0.25	0	0.0
G2400230000600	0.25	0.25	0.25	0.25	0	0.0
G2400230000700	0.25	0.25	0.25	0.25	0	0.0
G2400250301102	0.25	0.25	0.25	0.25	0	0.0
G2400250301105	0.25	0.25	0.25	0.25	0	0.0
G2400250301106	0.25	0.25	0.25	0.25	0	0.0
G2400250301107	0.25	0.25	0.25	0.25	0	0.0
G2400250301108	0.25	0.25	0.25	0.25	0	0.0
G2400250301201	0.25	0.25	0.25	0.25	0	0.0
G2400250301202	0.25	0.25	0.25	0.25	0	0.0
G2400250301204	0.25	0.25	0.25	0.25	0	0.0
G2400250301205	0.25	0.25	0.25	0.25	0	0.0
G2400250301301	0.25	0.25	0.25	0.25	0	0.0
G2400250301302	0.25	0.25	0.25	0.25	0	0.0
G2400250301401	0.25	0.25	0.25	0.25	0	0.0
G2400250301402	0.25	0.25	0.25	0.25	0	0.0
G2400250301601	0.25	0.25	0.25	0.25	0	0.0
G2400250301602	0.25	0.25	0.25	0.25	0	0.0
G2400250301702	0.25	0.25	0.25	0.25	0	0.0
G2400250301703	0.25	0.25	0.25	0.25	0	0.0
G2400250301704	0.25	0.25	0.25	0.25	0	0.0
G2400250302100	0.25	0.25	0.25	0.25	0	0.0
G2400250302200	0.25	0.25	0.25	0.25	0	0.0
G2400250302400	0.25	0.25	0.25	0.25	0	0.0
G2400250302801	0.25	0.25	0.25	0.25	0	0.0
G2400250302802	0.25	0.25	0.25	0.25	0	0.0
G2400250302901	0.25	0.25	0.25	0.25	0	0.0
G2400250302902	0.25	0.25	0.25	0.25	0	0.0
G2400250303101	0.25	0.25	0.25	0.25	0	0.0
G2400250303102	0.25	0.25	0.25	0.25	0	0.0
G2400250303201	0.25	0.25	0.25	0.25	0	0.0
G2400250303203	0.25	0.25	0.25	0.25	0	0.0
G2400250303204	0.25	0.25	0.25	0.25	0	0.0
G2400250303205	0.25	0.25	0.25	0.25	0	0.0
G2400250303206	0.25	0.25	0.25	0.25	0	0.0
G2400250303300	0.25	0.25	0.25	0.25	0	0.0
G2400250303400	0.25	0.25	0.25	0.25	0	0.0
G2400250303501	0.25	0.25	0.25	0.25	0	0.0
G2400250303502	0.25	0.25	0.25	0.25	0	0.0
G2400250303602	0.25	0.25	0.25	0.25	0	0.0
G2400250303603	0.25	0.25	0.25	0.25	0	0.0
G2400250303605	0.25	0.25	0.25	0.25	0	0.0
G2400250303606	0.25	0.25	0.25	0.25	0	0.0
G2400250303700	0.25	0.25	0.25	0.25	0	0.0
G2400250303801	0.25	0.25	0.25	0.25	0	0.0
G2400250303802	0.25	0.25	0.25	0.25	0	0.0
G2400250303803	0.25	0.25	0.25	0.25	0	0.0
G2400250303900	0.25	0.25	0.25	0.25	0	0.0
G2400250304101	0.25	0.25	0.25	0.25	0	0.0
G2400250304102	0.25	0.25	0.25	0.25	0	0.0
G2400250304201	0.25	0.25	0.25	0.25	0	0.0
G2400250304202	0.25	0.25	0.25	0.25	0	0.0
G2400250305100	0.25	0.25	0.25	0.25	0	0.0
G2400250305200	0.25	0.25	0.25	0.25	0	0.0
G2400250305300	0.25	0.25	0.25	0.25	0	0.0
G2400250306100	0.25	0.25	0.25	0.25	0	0.0
G2400250306200	0.25	0.25	0.25	0.25	0	0.0
G2400250306300	0.25	0.25	0.25	0.25	0	0.0
G2400250306400	0.25	0.25	0.25	0.25	0	0.0
G2400250306500	0.25	0.25	0.25	0.25	0	0.0
G2400270601103	0.25	0.25	0.25	0.25	0	0.0
G2400270601104	0.25	0.25	0.25	0.25	0	0.0
G2400270601105	0.25	0.25	0.25	0.25	0	0.0
G2400270601107	0.25	0.25	0.25	0.25	0	0.0
G2400270601108	0.25	0.25	0.25	0.25	0	0.0
G2400270601201	0.25	0.25	0.25	0.25	0	0.0
G2400270601203	0.25	0.25	0.25	0.25	0	0.0
G2400270601204	0.25	0.25	0.25	0.25	0	0.0
G2400270602100	0.25	0.25	0.25	0.25	0	0.0
G2400270602201	0.25	0.25	0.25	0.25	0	0.0
G2400270602202	0.25	0.25	0.25	0.25	0	0.0
G2400270602302	0.25	0.25	0.25	0.25	0	0.0
G2400270602303	0.25	0.25	0.25	0.25	0	0.0
G2400270602304	0.25	0.25	0.25	0.25	0	0.0
G2400270602305	0.25	0.25	0.25	0.25	0	0.0
G2400270602306	0.25	0.25	0.25	0.25	0	0.0
G2400270602600	0.25	0.25	0.25	0.25	0	0.0
G2400270602700	0.25	0.25	0.25	0.25	0	0.0
G2400270602800	0.25	0.25	0.25	0.25	0	0.0
G2400270602900	0.25	0.25	0.25	0.25	0	0.0
G2400270603001	0.25	0.25	0.25	0.25	0	0.0
G2400270603003	0.25	0.25	0.25	0.25	0	0.0
G2400270603004	0.25	0.25	0.25	0.25	0	0.0
G2400270604001	0.25	0.25	0.25	0.25	0	0.0
G2400270604002	0.25	0.25	0.25	0.25	0	0.0
G2400270605102	0.25	0.25	0.25	0.25	0	0.0
G2400270605103	0.25	0.25	0.25	0.25	0	0.0
G2400270605104	0.25	0.25	0.25	0.25	0	0.0
G2400270605401	0.25	0.25	0.25	0.25	0	0.0
G2400270605402	0.25	0.25	0.25	0.25	0	0.0
G2400270605502	0.25	0.25	0.25	0.25	0	0.0
G2400270605503	0.25	0.25	0.25	0.25	0	0.0
G2400270605504	0.25	0.25	0.25	0.25	0	0.0
G2400270605505	0.25	0.25	0.25	0.25	0	0.0
G2400270605601	0.25	0.25	0.25	0.25	0	0.0
G2400270605602	0.25	0.25	0.25	0.25	0	0.0
G2400270606601	0.25	0.25	0.25	0.25	0	0.0
G2400270606603	0.25	0.25	0.25	0.25	0	0.0
G2400270606604	0.25	0.25	0.25	0.25	0	0.0
G2400270606606	0.25	0.25	0.25	0.25	0	0.0
G2400270606607	0.25	0.25	0.25	0.25	0	0.0
G2400270606701	0.25	0.25	0.25	0.25	0	0.0
G2400270606704	0.25	0.25	0.25	0.25	0	0.0
G2400270606705	0.25	0.25	0.25	0.25	0	0.0
G2400270606706	0.25	0.25	0.25	0.25	0	0.0
G2400270606707	0.25	0.25	0.25	0.25	0	0.0
G2400270606803	0.25	0.25	0.25	0.25	0	0.0
G2400270606804	0.25	0.25	0.25	0.25	0	0.0
G2400270606805	0.25	0.25	0.25	0.25	0	0.0
G2400270606806	0.25	0.25	0.25	0.25	0	0.0
G2400270606901	0.25	0.25	0.25	0.25	0	0.0
G2400270606904	0.25	0.25	0.25	0.25	0	0.0
G2400270606905	0.25	0.25	0.25	0.25	0	0.0
G2400270606906	0.25	0.25	0.25	0.25	0	0.0
G2400270606907	0.25	0.25	0.25	0.25	0	0.0
G2400290950100	0.25	0.25	0.25	0.25	0	0.0
G2400290950200	0.25	0.25	0.25	0.25	0	0.0
G2400290950300	0.25	0.25	0.25	0.25	0	0.0
G2400290950400	0.25	0.25	0.25	0.25	0	0.0
G2400290950500	0.25	0.25	0.25	0.25	0	0.0
G2400290990000	0.25	0.25	0.25	0.25	0	0.0
G2400310700101	0.25	0.25	0.25	0.25	0	0.0
G2400310700103	0.25	0.25	0.25	0.25	0	0.0
G2400310700104	0.25	0.25	0.25	0.25	0	0.0
G2400310700105	0.25	0.25	0.25	0.25	0	0.0
G2400310700204	0.25	0.25	0.25	0.25	0	0.0
G2400310700205	0.25	0.25	0.25	0.25	0	0.0
G2400310700206	0.25	0.25	0.25	0.25	0	0.0
G2400310700207	0.25	0.25	0.25	0.25	0	0.0
G2400310700208	0.25	0.25	0.25	0.25	0	0.0
G2400310700304	0.25	0.25	0.25	0.25	0	0.0
G2400310700306	0.25	0.25	0.25	0.25	0	0.0
G2400310700308	0.25	0.25	0.25	0.25	0	0.0
G2400310700309	0.25	0.25	0.25	0.25	0	0.0
G2400310700310	0.25	0.25	0.25	0.25	0	0.0
G2400310700311	0.25	0.25	0.25	0.25	0	0.0
G2400310700312	0.25	0.25	0.25	0.25	0	0.0
G2400310700400	0.25	0.25	0.25	0.25	0	0.0
G2400310700500	0.25	0.25	0.25	0.25	0	0.0
G2400310700604	0.25	0.25	0.25	0.25	0	0.0
G2400310700606	0.25	0.25	0.25	0.25	0	0.0
G2400310700607	0.25	0.25	0.25	0.25	0	0.0
G2400310700608	0.25	0.25	0.25	0.25	0	0.0
G2400310700610	0.25	0.25	0.25	0.25	0	0.0
G2400310700611	0.25	0.25	0.25	0.25	0	0.0
G2400310700613	0.25	0.25	0.25	0.25	0	0.0
G2400310700614	0.25	0.25	0.25	0.25	0	0.0
G2400310700615	0.25	0.25	0.25	0.25	0	0.0
G2400310700616	0.25	0.25	0.25	0.25	0	0.0
G2400310700704	0.25	0.25	0.25	0.25	0	0.0
G2400310700706	0.25	0.25	0.25	0.25	0	0.0
G2400310700710	0.25	0.25	0.25	0.25	0	0.0
G2400310700711	0.25	0.25	0.25	0.25	0	0.0
G2400310700713	0.25	0.25	0.25	0.25	0	0.0
G2400310700715	0.25	0.25	0.25	0.25	0	0.0
G2400310700716	0.25	0.25	0.25	0.25	0	0.0
G2400310700717	0.25	0.25	0.25	0.25	0	0.0
G2400310700718	0.25	0.25	0.25	0.25	0	0.0
G2400310700719	0.25	0.25	0.25	0.25	0	0.0
G2400310700720	0.25	0.25	0.25	0.25	0	0.0
G2400310700721	0.25	0.25	0.25	0.25	0	0.0
G2400310700722	0.25	0.25	0.25	0.25	0	0.0
G2400310700723	0.25	0.25	0.25	0.25	0	0.0
G2400310700724	0.25	0.25	0.25	0.25	0	0.0
G2400310700810	0.25	0.25	0.25	0.25	0	0.0
G2400310700811	0.25	0.25	0.25	0.25	0	0.0
G2400310700812	0.25	0.25	0.25	0.25	0	0.0
G2400310700813	0.25	0.25	0.25	0.25	0	0.0
G2400310700815	0.25	0.25	0.25	0.25	0	0.0
G2400310700816	0.25	0.25	0.25	0.25	0	0.0
G2400310700817	0.25	0.25	0.25	0.25	0	0.0
G2400310700818	0.25	0.25	0.25	0.25	0	0.0
G2400310700819	0.25	0.25	0.25	0.25	0	0.0
G2400310700820	0.25	0.25	0.25	0.25	0	0.0
G2400310700822	0.25	0.25	0.25	0.25	0	0.0
G2400310700823	0.25	0.25	0.25	0.25	0	0.0
G2400310700824	0.25	0.25	0.25	0.25	0	0.0
G2400310700826	0.25	0.25	0.25	0.25	0	0.0
G2400310700828	0.25	0.25	0.25	0.25	0	0.0
G2400310700829	0.25	0.25	0.25	0.25	0	0.0
G2400310700830	0.25	0.25	0.25	0.25	0	0.0
G2400310700832	0.25	0.25	0.25	0.25	0	0.0
G2400310700833	0.25	0.25	0.25	0.25	0	0.0
G2400310700834	0.25	0.25	0.25	0.25	0	0.0
G2400310700835	0.25	0.25	0.25	0.25	0	0.0
G2400310700901	0.25	0.25	0.25	0.25	0	0.0
G2400310700902	0.25	0.25	0.25	0.25	0	0.0
G2400310700903	0.25	0.25	0.25	0.25	0	0.0
G2400310700904	0.25	0.25	0.25	0.25	0	0.0
G2400310700905	0.25	0.25	0.25	0.25	0	0.0
G2400310701001	0.25	0.25	0.25	0.25	0	0.0
G2400310701002	0.25	0.25	0.25	0.25	0	0.0
G2400310701004	0.25	0.25	0.25	0.25	0	0.0
G2400310701005	0.25	0.25	0.25	0.25	0	0.0
G2400310701006	0.25	0.25	0.25	0.25	0	0.0
G2400310701007	0.25	0.25	0.25	0.25	0	0.0
G2400310701101	0.25	0.25	0.25	0.25	0	0.0
G2400310701102	0.25	0.25	0.25	0.25	0	0.0
G2400310701201	0.25	0.25	0.25	0.25	0	0.0
G2400310701202	0.25	0.25	0.25	0.25	0	0.0
G2400310701205	0.25	0.25	0.25	0.25	0	0.0
G2400310701206	0.25	0.25	0.25	0.25	0	0.0
G2400310701210	0.25	0.25	0.25	0.25	0	0.0
G2400310701211	0.25	0.25	0.25	0.25	0	0.0
G2400310701212	0.25	0.25	0.25	0.25	0	0.0
G2400310701213	0.25	0.25	0.25	0.25	0	0.0
G2400310701214	0.25	0.25	0.25	0.25	0	0.0
G2400310701215	0.25	0.25	0.25	0.25	0	0.0
G2400310701216	0.25	0.25	0.25	0.25	0	0.0
G2400310701218	0.25	0.25	0.25	0.25	0	0.0
G2400310701219	0.25	0.25	0.25	0.25	0	0.0
G2400310701220	0.25	0.25	0.25	0.25	0	0.0
G2400310701221	0.25	0.25	0.25	0.25	0	0.0
G2400310701303	0.25	0.25	0.25	0.25	0	0.0
G2400310701304	0.25	0.25	0.25	0.25	0	0.0
G2400310701306	0.25	0.25	0.25	0.25	0	0.0
G2400310701307	0.25	0.25	0.25	0.25	0	0.0
G2400310701308	0.25	0.25	0.25	0.25	0	0.0
G2400310701312	0.25	0.25	0.25	0.25	0	0.0
G2400310701313	0.25	0.25	0.25	0.25	0	0.0
G2400310701314	0.25	0.25	0.25	0.25	0	0.0
G2400310701315	0.25	0.25	0.25	0.25	0	0.0
G2400310701316	0.25	0.25	0.25	0.25	0	0.0
G2400310701317	0.25	0.25	0.25	0.25	0	0.0
G2400310701407	0.25	0.25	0.25	0.25	0	0.0
G2400310701408	0.25	0.25	0.25	0.25	0	0.0
G2400310701409	0.25	0.25	0.25	0.25	0	0.0
G2400310701410	0.25	0.25	0.25	0.25	0	0.0
G2400310701414	0.25	0.25	0.25	0.25	0	0.0
G2400310701415	0.25	0.25	0.25	0.25	0	0.0
G2400310701417	0.25	0.25	0.25	0.25	0	0.0
G2400310701418	0.25	0.25	0.25	0.25	0	0.0
G2400310701420	0.25	0.25	0.25	0.25	0	0.0
G2400310701421	0.25	0.25	0.25	0.25	0	0.0
G2400310701422	0.25	0.25	0.25	0.25	0	0.0
G2400310701423	0.25	0.25	0.25	0.25	0	0.0
G2400310701503	0.25	0.25	0.25	0.25	0	0.0
G2400310701505	0.25	0.25	0.25	0.25	0	0.0
G2400310701506	0.25	0.25	0.25	0.25	0	0.0
G2400310701507	0.25	0.25	0.25	0.25	0	0.0
G2400310701508	0.25	0.25	0.25	0.25	0	0.0
G2400310701509	0.25	0.25	0.25	0.25	0	0.0
G2400310701601	0.25	0.25	0.25	0.25	0	0.0
G2400310701602	0.25	0.25	0.25	0.25	0	0.0
G2400310701701	0.25	0.25	0.25	0.25	0	0.0
G2400310701702	0.25	0.25	0.25	0.25	0	0.0
G2400310701703	0.25	0.25	0.25	0.25	0	0.0
G2400310701704	0.25	0.25	0.25	0.25	0	0.0
G2400310701800	0.25	0.25	0.25	0.25	0	0.0
G2400310701900	0.25	0.25	0.25	0.25	0	0.0
G2400310702000	0.25	0.25	0.25	0.25	0	0.0
G2400310702101	0.25	0.25	0.25	0.25	0	0.0
G2400310702102	0.25	0.25	0.25	0.25	0	0.0
G2400310702200	0.25	0.25	0.25	0.25	0	0.0
G2400310702301	0.25	0.25	0.25	0.25	0	0.0
G2400310702302	0.25	0.25	0.25	0.25	0	0.0
G2400310702401	0.25	0.25	0.25	0.25	0	0.0
G2400310702402	0.25	0.25	0.25	0.25	0	0.0
G2400310702500	0.25	0.25	0.25	0.25	0	0.0
G2400310702601	0.25	0.25	0.25	0.25	0	0.0
G2400310702602	0.25	0.25	0.25	0.25	0	0.0
G2400310702700	0.25	0.25	0.25	0.25	0	0.0
G2400310702800	0.25	0.25	0.25	0.25	0	0.0
G2400310702900	0.25	0.25	0.25	0.25	0	0.0
G2400310703000	0.25	0.25	0.25	0.25	0	0.0
G2400310703100	0.25	0.25	0.25	0.25	0	0.0
G2400310703201	0.25	0.25	0.25	0.25	0	0.0
G2400310703202	0.25	0.25	0.25	0.25	0	0.0
G2400310703206	0.25	0.25	0.25	0.25	0	0.0
G2400310703207	0.25	0.25	0.25	0.25	0	0.0
G2400310703208	0.25	0.25	0.25	0.25	0	0.0
G2400310703209	0.25	0.25	0.25	0.25	0	0.0
G2400310703210	0.25	0.25	0.25	0.25	0	0.0
G2400310703212	0.25	0.25	0.25	0.25	0	0.0
G2400310703213	0.25	0.25	0.25	0.25	0	0.0
G2400310703214	0.25	0.25	0.25	0.25	0	0.0
G2400310703215	0.25	0.25	0.25	0.25	0	0.0
G2400310703216	0.25	0.25	0.25	0.25	0	0.0
G2400310703218	0.25	0.25	0.25	0.25	0	0.0
G2400310703219	0.25	0.25	0.25	0.25	0	0.0
G2400310703220	0.25	0.25	0.25	0.25	0	0.0
G2400310703221	0.25	0.25	0.25	0.25	0	0.0
G2400310703301	0.25	0.25	0.25	0.25	0	0.0
G2400310703302	0.25	0.25	0.25	0.25	0	0.0
G2400310703401	0.25	0.25	0.25	0.25	0	0.0
G2400310703402	0.25	0.25	0.25	0.25	0	0.0
G2400310703403	0.25	0.25	0.25	0.25	0	0.0
G2400310703404	0.25	0.25	0.25	0.25	0	0.0
G2400310703501	0.25	0.25	0.25	0.25	0	0.0
G2400310703502	0.25	0.25	0.25	0.25	0	0.0
G2400310703601	0.25	0.25	0.25	0.25	0	0.0
G2400310703602	0.25	0.25	0.25	0.25	0	0.0
G2400310703701	0.25	0.25	0.25	0.25	0	0.0
G2400310703702	0.25	0.25	0.25	0.25	0	0.0
G2400310703800	0.25	0.25	0.25	0.25	0	0.0
G2400310703901	0.25	0.25	0.25	0.25	0	0.0
G2400310703902	0.25	0.25	0.25	0.25	0	0.0
G2400310704000	0.25	0.25	0.25	0.25	0	0.0
G2400310704100	0.25	0.25	0.25	0.25	0	0.0
G2400310704200	0.25	0.25	0.25	0.25	0	0.0
G2400310704300	0.25	0.25	0.25	0.25	0	0.0
G2400310704401	0.25	0.25	0.25	0.25	0	0.0
G2400310704403	0.25	0.25	0.25	0.25	0	0.0
G2400310704404	0.25	0.25	0.25	0.25	0	0.0
G2400310704501	0.25	0.25	0.25	0.25	0	0.0
G2400310704502	0.25	0.25	0.25	0.25	0	0.0
G2400310704503	0.25	0.25	0.25	0.25	0	0.0
G2400310704600	0.25	0.25	0.25	0.25	0	0.0
G2400310704700	0.25	0.25	0.25	0.25	0	0.0
G2400310704803	0.25	0.25	0.25	0.25	0	0.0
G2400310704804	0.25	0.25	0.25	0.25	0	0.0
G2400310704805	0.25	0.25	0.25	0.25	0	0.0
G2400310704806	0.25	0.25	0.25	0.25	0	0.0
G2400310705000	0.25	0.25	0.25	0.25	0	0.0
G2400310705100	0.25	0.25	0.25	0.25	0	0.0
G2400310705200	0.25	0.25	0.25	0.25	0	0.0
G2400310705300	0.25	0.25	0.25	0.25	0	0.0
G2400310705400	0.25	0.25	0.25	0.25	0	0.0
G2400310705501	0.25	0.25	0.25	0.25	0	0.0
G2400310705502	0.25	0.25	0.25	0.25	0	0.0
G2400310705601	0.25	0.25	0.25	0.25	0	0.0
G2400310705602	0.25	0.25	0.25	0.25	0	0.0
G2400310705701	0.25	0.25	0.25	0.25	0	0.0
G2400310705702	0.25	0.25	0.25	0.25	0	0.0
G2400310705800	0.25	0.25	0.25	0.25	0	0.0
G2400310705901	0.25	0.25	0.25	0.25	0	0.0
G2400310705902	0.25	0.25	0.25	0.25	0	0.0
G2400310705903	0.25	0.25	0.25	0.25	0	0.0
G2400310706005	0.25	0.25	0.25	0.25	0	0.0
G2400310706007	0.25	0.25	0.25	0.25	0	0.0
G2400310706008	0.25	0.25	0.25	0.25	0	0.0
G2400310706009	0.25	0.25	0.25	0.25	0	0.0
G2400310706010	0.25	0.25	0.25	0.25	0	0.0
G2400310706011	0.25	0.25	0.25	0.25	0	0.0
G2400310706012	0.25	0.25	0.25	0.25	0	0.0
G2400310706013	0.25	0.25	0.25	0.25	0	0.0
G2400330800102	0.25	0.25	0.25	0.25	0	0.0
G2400330800103	0.25	0.25	0.25	0.25	0	0.0
G2400330800105	0.25	0.25	0.25	0.25	0	0.0
G2400330800106	0.25	0.25	0.25	0.25	0	0.0
G2400330800108	0.25	0.25	0.25	0.25	0	0.0
G2400330800109	0.25	0.25	0.25	0.25	0	0.0
G2400330800203	0.25	0.25	0.25	0.25	0	0.0
