Dependency=Location EPW	Option=72F	Option=73F	Option=74F	Option=75F	Option=76F	Option=77F
0209523_US_CA_San_Diego_6073_0-20000-0-72290_32.73_-117.18_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0187962_US_CA_Los_Angeles_6037_0-20000-0-72295_33.93_-118.42_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0192307_US_CA_Los_Angeles_6037_0-20000-0-72297_33.85_-118.18_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1104848_US_NC_New_Hanover_37129_0-20000-0-72302_34.25_-77.9_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
1182412_US_NC_Dare_37055_0-20000-0-72304_35.25_-75.54_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
1080453_US_NC_Wake_37183_0-20000-0-72306_35.85_-78.78_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1159308_US_VA_Norfolk_51710_0-20000-0-72308_36.89_-76.22_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
1026416_US_SC_Lexington_45063_0-20000-0-72310_33.97_-81.1_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0979938_US_GA_Clarke_13059_0-20000-0-72311_33.97_-83.34_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
1002341_US_SC_Spartanburg_45083_0-20000-0-72312_34.89_-82.22_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1029976_US_NC_Mecklenburg_37119_0-20000-0-72314_35.21_-80.94_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0996216_US_NC_Buncombe_37021_0-20000-0-72315_35.45_-82.54_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1053331_US_NC_Guilford_37081_0-20000-0-72317_36.09_-79.94_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0998813_US_TN_Sullivan_47163_0-20000-0-72335_36.45_-82.42_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0908125_US_AL_Madison_1089_0-20000-0-72323_34.65_-86.78_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0939546_US_TN_Hamilton_47065_0-20000-0-72324_35.05_-85.22_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0965848_US_TN_Blount_47009_0-20000-0-72326_35.81_-83.98_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0909238_US_TN_Davidson_47037_0-20001-0-72327_36.13_-86.7_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0836851_US_TN_Shelby_47157_0-20000-0-72334_35.05_-89.98_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0786725_US_AR_Pulaski_5119_0-20000-0-72340_34.77_-92.22_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0742491_US_AR_Sebastian_5131_0-20000-0-72344_35.33_-94.38_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0643670_US_TX_Wichita_48485_0-20000-0-72351_33.97_-98.5_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0669326_US_OK_Cleveland_40027_0-20000-0-72353_35.37_-97.58_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0709953_US_OK_Tulsa_40143_0-20000-0-72356_36.21_-95.9_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0552253_US_TX_Randall_48381_0-20000-0-72363_35.01_-101.9_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0431499_US_NM_Bernalillo_35001_0-20000-0-72365_35.05_-106.62_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0507311_US_NM_Quay_35037_0-20000-0-74731_35.17_-103.58_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0303097_US_AZ_Yavapai_4025_0-20000-0-72376_34.65_-112.42_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0319428_US_AZ_Coconino_4005_0-20000-0-72376_35.13_-111.66_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0215768_US_CA_San_Bernardino_6071_0-20000-0-74611_34.85_-116.82_NSRDB_2.0.1_AMY.epw	0	0	0	1	0	0
0176998_US_CA_Kern_6029_0-20000-0-72384_35.45_-119.06_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0247402_US_NV_Clark_32003_0-20000-0-72386_36.09_-115.14_NSRDB_2.0.1_AMY.epw	0	0	0	0	1	0
0166725_US_CA_Fresno_6019_0-20000-0-72389_36.77_-119.7_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0154150_US_CA_Santa_Barbara_6083_0-20000-0-72394_34.93_-120.46_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1123808_US_VA_Henrico_51087_0-20000-0-72401_37.53_-77.3_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1118396_US_VA_Loudoun_51107_0-20000-0-72403_38.97_-77.46_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1142439_US_MD_Anne_Arundel_24003_0-20000-0-72406_39.17_-76.7_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1212830_US_NJ_Atlantic_34001_0-20000-0-72407_39.45_-74.58_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1192839_US_NJ_Gloucester_34015_0-20000-0-72408_39.85_-75.22_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1180747_US_DE_New_Castle_10003_0-20000-0-72418_39.65_-75.58_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1070553_US_VA_Campbell_51031_0-20000-0-72410_37.33_-79.18_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1052460_US_VA_Roanoke_51770_0-20000-0-72411_37.33_-79.98_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1015813_US_WV_Kanawha_54039_0-20000-0-72414_38.37_-81.58_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1055168_US_WV_Randolph_54083_0-20000-0-72417_38.89_-79.86_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0951484_US_KY_Boone_21015_0-20000-0-72421_39.05_-84.66_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0952710_US_KY_Fayette_21067_0-20000-0-72422_38.05_-84.58_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0928593_US_KY_Jefferson_21111_0-20000-0-72423_38.17_-85.74_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0996055_US_WV_Wayne_54099_0-20000-0-72425_38.37_-82.54_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0988702_US_OH_Franklin_39049_0-20000-0-72428_39.97_-82.9_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0960702_US_OH_Montgomery_39113_0-20001-0-72429_39.89_-84.22_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0891926_US_IN_Vanderburgh_18163_0-20000-0-72432_38.05_-87.54_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0827825_US_MO_St._Louis_29189_0-20000-0-72434_38.77_-90.38_NSRDB_2.0.1_AMY.epw	0	0	1	0	0	0
0918490_US_IN_Marion_18097_0-20000-0-72438_39.73_-86.26_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0843767_US_IL_Sangamon_17167_0-20000-0-72439_39.85_-89.7_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0762564_US_MO_Greene_29077_0-20000-0-72440_37.25_-93.38_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0786796_US_MO_Boone_29019_0-20000-0-72445_38.81_-92.22_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0735452_US_MO_Platte_29165_0-20000-0-72446_39.29_-94.7_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0674071_US_KS_Sedgwick_20173_0-20000-0-72450_37.65_-97.42_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0603294_US_KS_Ford_20057_0-20000-0-72451_37.77_-99.98_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0716134_US_KS_Shawnee_20177_0-20000-0-72456_39.05_-95.62_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0449343_US_CO_Alamosa_8003_0-20000-0-72462_37.45_-105.86_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0483733_US_CO_Pueblo_8101_0-20000-0-72464_38.29_-104.5_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0557418_US_KS_Sherman_20181_0-20000-0-72465_39.37_-101.7_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0478381_US_CO_El_Paso_8041_0-20000-0-72466_38.81_-104.7_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0424575_US_CO_Eagle_8037_0-20000-0-74421_39.65_-106.9_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0465925_US_CO_Boulder_8013_0-20000-0-72469_40.13_-105.22_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0288222_US_UT_Iron_49021_0-20000-0-72475_37.69_-113.1_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0388443_US_CO_Mesa_8077_0-20000-0-72476_39.13_-108.54_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0138102_US_CA_Sacramento_6067_0-20000-0-72483_38.49_-121.5_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0210592_US_NV_Nye_32023_0-20000-0-72480_38.05_-117.1_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0252977_US_NV_White_Pine_32033_0-20000-0-72486_39.29_-114.86_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0165368_US_NV_Washoe_32031_0-20000-0-72488_39.49_-119.78_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0123959_US_CA_San_Mateo_6081_0-20000-0-72494_37.61_-122.42_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1225556_US_NJ_Essex_34013_0-20000-0-72502_40.73_-74.18_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1259614_US_CT_Fairfield_9001_0-20000-0-72504_41.17_-73.14_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1314625_US_RI_Kent_44003_0-20000-0-72507_41.73_-71.42_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1272835_US_CT_Hartford_9003_0-20000-0-72508_41.93_-72.7_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1327892_US_MA_Suffolk_25025_0-20000-0-72509_42.37_-71.02_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1299055_US_MA_Worcester_25027_0-20000-0-72510_42.25_-71.9_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1137624_US_PA_York_42133_0-20000-0-72399_40.21_-76.86_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1175460_US_PA_Luzerne_42079_0-20000-0-72513_41.33_-75.74_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1136992_US_PA_Lycoming_42081_0-20000-0-72514_41.25_-76.9_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1166820_US_NY_Broome_36007_0-20000-0-72515_42.21_-75.98_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1185049_US_PA_Lehigh_42077_0-20000-0-72517_40.65_-75.46_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1239413_US_NY_Albany_36001_0-20000-0-72518_42.77_-73.78_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1163069_US_NY_Onondaga_36067_0-20000-0-72519_43.13_-76.1_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1046536_US_PA_Allegheny_42003_0-20000-0-72520_40.49_-80.22_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1019172_US_OH_Summit_39153_0-20000-0-72521_40.93_-81.42_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1009747_US_OH_Cuyahoga_39035_0-20000-0-72524_41.41_-81.86_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0997215_US_OH_Richland_39139_0-20000-0-72420_40.81_-82.5_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1036547_US_OH_Trumbull_39155_0-20000-0-72525_41.25_-80.66_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1047213_US_PA_Erie_42049_0-20000-0-72526_42.09_-80.18_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1084878_US_PA_McKean_42083_0-20000-0-72528_41.81_-78.62_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1081164_US_NY_Erie_36029_0-20000-0-72528_42.93_-78.74_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1110426_US_NY_Monroe_36055_0-20000-0-72529_43.13_-77.7_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0884454_US_IL_Cook_17031_0-20000-0-72530_41.97_-87.9_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0843663_US_IL_Peoria_17143_0-20000-0-72532_40.65_-89.7_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0939310_US_IN_Allen_18003_0-20000-0-72533_41.01_-85.22_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0916470_US_IN_St._Joseph_18141_0-20000-0-72535_41.69_-86.34_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0969777_US_OH_Lucas_39095_0-20000-0-72536_41.57_-83.78_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0979529_US_MI_Wayne_26163_0-20000-0-72537_42.21_-83.34_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0953005_US_MI_Clinton_26037_0-20000-0-72539_42.77_-84.58_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0857218_US_IL_Winnebago_17201_0-20000-0-72543_42.21_-89.1_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0824582_US_IL_Rock_Island_17161_0-20000-0-72544_41.45_-90.5_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0756995_US_IA_Polk_19153_0-20000-0-72546_41.53_-93.66_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0782661_US_IA_Black_Hawk_19013_0-20000-0-72548_42.53_-92.42_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0763587_US_IA_Cerro_Gordo_19033_0-20000-0-72549_43.17_-93.34_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0709364_US_IA_Pottawattamie_19155_0-20000-0-72550_41.33_-95.9_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0649310_US_NE_Hall_31079_0-20000-0-72552_40.97_-98.3_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0673600_US_NE_Madison_31119_0-20000-0-72556_41.97_-97.42_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0699147_US_IA_Woodbury_19193_0-20000-0-72557_42.37_-96.38_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0585417_US_NE_Lincoln_31111_0-20000-0-72562_41.13_-100.66_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0476524_US_WY_Laramie_56021_0-20000-0-72564_41.13_-104.78_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0508156_US_NE_Scotts_Bluff_31157_0-20000-0-72566_41.85_-103.58_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0435469_US_WY_Natrona_56025_0-20000-0-72569_42.89_-106.46_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0312288_US_UT_Salt_Lake_49035_0-20000-0-72572_40.77_-111.98_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0368181_US_WY_Sweetwater_56037_0-20000-0-74420_41.45_-109.46_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0383503_US_WY_Fremont_56013_0-20000-0-72576_42.81_-108.74_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0299006_US_ID_Power_16077_0-20000-0-72578_42.93_-112.58_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0233741_US_NV_Elko_32007_0-20000-0-72582_40.85_-115.82_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0198571_US_NV_Humboldt_32013_0-20000-0-72583_40.89_-117.82_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0101017_US_CA_Humboldt_6023_0-20000-0-72594_40.97_-124.1_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0120110_US_OR_Jackson_41029_0-20000-0-72597_42.21_-122.7_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1311916_US_NH_Merrimack_33013_0-20000-0-72605_43.21_-71.5_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1351103_US_ME_Cumberland_23005_0-20000-0-72606_43.65_-70.3_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1259256_US_VT_Chittenden_50007_0-20000-0-72617_44.45_-73.14_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1204297_US_NY_St._Lawrence_36089_0-20000-0-71712_44.93_-74.86_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0933680_US_MI_Kent_26081_0-20000-0-72635_42.89_-85.5_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0918749_US_MI_Muskegon_26121_0-20000-0-72636_43.17_-86.22_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0971255_US_MI_Genesee_26049_0-20000-0-72637_42.97_-83.74_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0950549_US_MI_Roscommon_26143_0-20000-0-72638_44.37_-84.7_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0932184_US_MI_Grand_Traverse_26055_0-20000-0-72634_44.73_-85.58_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0974142_US_MI_Alpena_26007_0-20000-0-72639_45.05_-83.58_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0884256_US_WI_Milwaukee_55079_0-20000-0-72640_42.97_-87.9_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0851867_US_WI_Dane_55025_0-20000-0-72641_43.13_-89.34_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0807619_US_WI_La_Crosse_55063_0-20000-0-72643_43.85_-91.26_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0801512_US_WI_Eau_Claire_55035_0-20000-0-72643_44.85_-91.5_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0780666_US_MN_Olmsted_27109_0-20000-0-72644_43.89_-92.5_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0879387_US_WI_Brown_55009_0-20000-0-72645_44.49_-88.14_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0690509_US_SD_Minnehaha_46099_0-20000-0-72651_43.57_-96.74_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0651451_US_SD_Beadle_46005_0-20000-0-72654_44.41_-98.22_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0748653_US_MN_Sherburne_27141_0-20000-0-72655_45.53_-94.06_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0766157_US_MN_Hennepin_27053_0-20000-0-72658_44.89_-93.22_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0521881_US_SD_Pennington_46103_0-20000-0-72662_44.05_-103.06_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0422628_US_WY_Sheridan_56033_0-20000-0-72666_44.77_-106.98_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0594658_US_SD_Hughes_46065_0-20000-0-72656_44.37_-100.3_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0387816_US_MT_Yellowstone_30111_0-20000-0-72677_45.81_-108.54_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0367624_US_MT_Fergus_30027_0-20000-0-72777_47.05_-109.46_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0226465_US_ID_Ada_16001_0-20000-0-72681_43.61_-116.22_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
0178096_US_OR_Harney_41025_0-20000-0-72683_43.53_-119.02_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0142626_US_OR_Deschutes_41017_0-20000-0-72692_44.25_-121.18_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0181247_US_OR_Umatilla_41059_0-20000-0-72688_45.69_-118.82_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0098927_US_OR_Coos_41011_0-20000-0-72693_43.41_-124.26_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0114831_US_OR_Lane_41039_0-20000-0-72693_44.05_-123.06_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0115653_US_OR_Marion_41047_0-20000-0-72694_44.89_-123.02_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0121187_US_WA_Clark_53011_0-20000-0-72698_45.61_-122.62_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
1423380_US_ME_Aroostook_23003_0-20000-0-72712_46.85_-68.02_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0957764_US_MI_Chippewa_26033_0-20000-0-71260_46.45_-84.34_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0786774_US_MN_St._Louis_27137_0-20000-0-72745_46.85_-92.22_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0762035_US_MN_Koochiching_27071_0-20000-0-72747_48.57_-93.42_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0688666_US_ND_Cass_38017_0-20000-0-72753_46.93_-96.82_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0582358_US_ND_Burleigh_38015_0-20000-0-72764_46.77_-100.78_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0568167_US_ND_Ward_38101_0-20000-0-72765_48.25_-101.3_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0431562_US_MT_Valley_30105_0-20000-0-72768_48.21_-106.62_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0311954_US_MT_Lewis_and_Clark_30049_0-20000-0-72772_46.61_-111.98_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0268333_US_MT_Missoula_30063_0-20000-0-72773_46.93_-114.1_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
