Dependency=Census Tract	Option=<1950	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Count	Weight
G0100150981902	2.0	1.0	1.0	1.0	1.0	0.505617977528	1.0	1	89.0
G0100490960300	5.1320754717	13.358490566	5.7358490566	5.75471698113	3.22641509434	10.0	12.0377358491	1	53.0
G0100210060200	0.629213483146	2.97752808989	1.42696629213	1.49438202247	1.94382022472	3.95505617978	2.60674157303	1	89.0
G0100490960900	1.59433962264	5.77358490566	1.06603773585	2.12264150943	1.22641509434	3.02830188679	3.66037735849	1	106.0
G0100510030500	1.37078651685	4.57303370787	1.96629213483	1.68539325843	1.49438202247	5.79775280899	4.67415730337	1	89.0
G0600770005132	3.93548387097	16.0	4.51612903226	6.0	6.51612903226	14.2903225806	9.35483870968	1	31.0
G0100250958002	0.674157303371	1.3595505618	1.12359550562	1.21348314607	1.0	3.83146067416	2.5393258427	1	89.0
G0100150981901	2.0	1.0	1.0	1.0	1.0	0.224719101124	0.224719101124	1	89.0
G0100710950300	4.39622641509	13.358490566	4.0	4.07547169811	4.01886792453	8.69811320755	10.4905660377	1	53.0
G0100690040700	1.68421052632	27.4210526316	3.26315789474	3.78947368421	9.26315789474	15.1578947368	6.89473684211	1	19.0
G0100310010600	0.786516853933	1.5393258427	1.07865168539	0.730337078652	0.573033707865	1.66292134831	2.02247191011	1	89.0
G0100710950600	7.76470588235	22.7941176471	5.82352941176	7.58823529412	7.05882352941	12.7058823529	19.4411764706	1	34.0
G0600770005501	1.05263157895	1.56842105263	0.842105263158	1.86315789474	1.41052631579	4.30526315789	2.14736842105	1	95.0
G0600790010204	2.6393442623	5.77595628415	0.502732240437	0.48087431694	0.207650273224	1.72677595628	1.26775956284	1	183.0
G0100890002722	0.723076923077	2.46923076923	0.576923076923	0.853846153846	0.407692307692	3.25384615385	3.03846153846	1	130.0
G0100330020400	0.674157303371	1.67415730337	1.15730337079	0.921348314607	1.41573033708	3.34831460674	1.78651685393	1	89.0
G0100390961600	1.43820224719	3.69662921348	1.20224719101	2.41573033708	1.77528089888	4.89887640449	5.44943820225	1	89.0
G0100430964200	3.41573033708	8.23595505618	2.74157303371	3.13483146067	2.61797752809	7.4606741573	7.01123595506	1	89.0
G0100550010401	2.12903225806	7.20967741935	0.685483870968	1.29838709677	0.653225806452	3.37096774194	2.60483870968	1	124.0
G4804530002201	1.68421052632	3.02105263158	0.557894736842	1.16842105263	1.0	2.14736842105	2.94736842105	1	95.0
G4804530002207	2.57894736842	4.54736842105	1.24210526316	0.821052631579	0.778947368421	6.4	2.65263157895	1	95.0
G0100450021200	4.875	34.0	7.0	14.125	2.625	30.875	26.0	1	8.0
G0100470956500	3.66666666667	26.8571428571	4.61904761905	3.28571428571	1.33333333333	7.02380952381	5.78571428571	1	42.0
G0100490960100	11.125	29.625	14.75	15.125	16.1875	39.875	40.875	1	16.0
G0100510030902	2.94382022472	3.37078651685	1.25842696629	1.58426966292	0.595505617978	3.78651685393	3.87640449438	1	89.0
G0101010003100	2.03225806452	16.8064516129	4.03225806452	4.74193548387	2.87096774194	27.4838709677	12.0967741935	1	31.0
G0100550000500	2.07865168539	3.5393258427	2.42696629213	1.60674157303	1.32584269663	2.58426966292	0.820224719101	1	89.0
G4804530002314	3.04487179487	14.3076923077	0.141025641026	0.807692307692	0.455128205128	2.78205128205	1.35897435897	1	156.0
G0100590973200	1.5632183908	7.85057471264	1.18390804598	1.88505747126	0.988505747126	4.48275862069	5.11494252874	1	87.0
G0100550000800	2.10112359551	2.24719101124	0.831460674157	1.60674157303	1.58426966292	2.01123595506	0.460674157303	1	89.0
G0100550010601	2.575	4.25	2.0875	3.4375	3.0	7.6625	6.7625	1	80.0
G0100730011001	2.20689655172	10.6781609195	2.2183908046	1.77011494253	4.4367816092	5.95402298851	4.55172413793	1	87.0
G0101030005101	1.8202247191	4.26966292135	1.0	1.23595505618	1.02247191011	4.51685393258	2.74157303371	1	89.0
G0100730005500	4.54545454545	9.30303030303	5.84848484848	4.66666666667	6.54545454545	8.75757575758	3.72727272727	1	33.0
G0100010020100	3.10526315789	6.68421052632	6.10526315789	4.36842105263	2.52631578947	12.2105263158	9.26315789474	1	19.0
G0100730003100	2.56565656566	7.60606060606	2.29292929293	2.07070707071	2.26262626263	3.50505050505	1.31313131313	1	99.0
G0100690041700	0.85393258427	1.80898876404	1.1797752809	0.988764044944	0.741573033708	2.29213483146	1.2808988764	1	89.0
G0100770010700	1.85393258427	7.2808988764	2.51685393258	1.21348314607	1.56179775281	2.55056179775	0.393258426966	1	89.0
G0100210060102	1.58955223881	7.09701492537	2.07462686567	2.08208955224	2.08208955224	4.67164179104	2.98507462687	1	134.0
G4804550950400	1.2	2.72631578947	0.694736842105	1.83157894737	1.25263157895	3.0	5.2	1	95.0
G2601050990000	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1	78.0
G0600790011102	2.64661654135	14.0	2.57894736842	1.25563909774	0.669172932331	3.36842105263	1.33834586466	1	133.0
G0100210060402	8.93103448276	29.0344827586	5.41379310345	8.1724137931	7.0	24.5862068966	18.4137931034	1	29.0
G0100850781000	1.21348314607	3.12359550562	1.62921348315	1.02247191011	1.0	3.33707865169	2.6404494382	1	89.0
G0100890010702	2.74074074074	7.75925925926	3.0	2.83333333333	2.57407407407	10.1666666667	9.07407407407	1	54.0
G0600790012401	4.66666666667	16.6153846154	2.35897435897	5.15384615385	3.97435897436	14.2820512821	7.69230769231	1	39.0
G2601070960300	1.33333333333	2.55128205128	2.19230769231	1.39743589744	1.53846153846	2.98717948718	3.55128205128	1	78.0
G2601070960500	3.02542372881	7.46610169492	3.45762711864	1.16101694915	0.923728813559	2.39830508475	1.37288135593	1	118.0
G0600810600300	4.27272727273	8.39393939394	2.78787878788	1.27272727273	5.45454545455	22.1212121212	3.81818181818	1	33.0
G0600810602500	1.38947368421	2.95789473684	1.61052631579	0.821052631579	1.52631578947	10.8842105263	3.10526315789	1	95.0
G2601070960600	3.83333333333	13.9880952381	3.15476190476	1.77380952381	1.45238095238	4.92857142857	0.940476190476	1	84.0
G0600810602600	1.56770833333	4.31770833333	0.510416666667	0.994791666667	0.380208333333	2.55729166667	6.94270833333	1	192.0
G4804730680500	3.53521126761	7.28873239437	0.887323943662	1.95774647887	1.17605633803	4.20422535211	4.00704225352	1	142.0
G0100010020400	1.03703703704	13.6296296296	3.7037037037	3.0	7.62962962963	30.0740740741	13.8148148148	1	27.0
G0101010001800	2.825	14.575	1.7	3.0	18.525	8.175	2.025	1	40.0
G0100010020500	6.896	11.44	0.952	0.864	1.0	4.328	4.032	1	125.0
G0101010002800	0.583756345178	5.8730964467	0.802030456853	0.944162436548	0.878172588832	3.17258883249	3.18274111675	1	197.0
G0600810602700	1.85074626866	14.8656716418	1.61194029851	2.10447761194	6.5671641791	9.22388059701	1.59701492537	1	67.0
G0100730001600	2.5	7.11627906977	4.38372093023	1.22093023256	1.45348837209	4.83720930233	1.31395348837	1	86.0
G0100730003700	2.01587301587	9.77777777778	2.0	2.6746031746	3.84920634921	4.15079365079	0.603174603175	1	126.0
G4804770170100	2.3064516129	9.41935483871	1.22580645161	2.33870967742	2.32258064516	6.12903225806	4.11290322581	1	62.0
G0100770010400	2.26666666667	10.4933333333	2.72	2.74666666667	2.42666666667	4.37333333333	2.16	1	75.0
G0100310010300	1.04494382022	4.52808988764	1.88764044944	1.33707865169	0.898876404494	4.48314606742	3.08988764045	1	89.0
G0100730010802	12.375	8.25	25.0625	18.375	21.1875	16.375	2.4375	1	16.0
G0100730011205	0.561797752809	2.03370786517	1.12359550562	1.26966292135	2.1797752809	3.91011235955	2.56179775281	1	89.0
G4200270011000	3.53658536585	8.40650406504	4.21138211382	1.48780487805	2.30081300813	2.9837398374	3.60975609756	1	123.0
G0100170954400	1.01123595506	1.91011235955	0.775280898876	1.31460674157	1.31460674157	1.08988764045	1.33707865169	1	89.0
G4200290304300	1.50617283951	2.0	2.0	2.0	1.91358024691	5.04938271605	10.962962963	1	81.0
G0100730011706	0.887640449438	2.15730337079	0.887640449438	0.831460674157	1.07865168539	3.13483146067	2.29213483146	1	89.0
G0600810605200	2.984375	5.421875	12.0	2.328125	1.546875	2.625	0.203125	1	64.0
G0100330020600	4.0625	9.53125	2.66666666667	1.76041666667	3.52083333333	4.94791666667	2.69791666667	1	96.0
G0100010020900	2.16853932584	3.87640449438	1.55056179775	1.66292134831	1.75280898876	5.83146067416	4.42696629213	1	89.0
G0100330020200	3.81395348837	9.97674418605	4.76744186047	2.81395348837	3.20930232558	4.67441860465	0.906976744186	1	43.0
G0101010005902	0.688172043011	4.67741935484	1.52688172043	1.55913978495	1.41935483871	7.01075268817	8.0	1	93.0
