Parameter Name	Option Name	Measure Dir	Measure Arg 1	Measure Arg 2	...									
Location EPW	USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw										
Location EPW	USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw										
Location EPW	USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw										
Location EPW	USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw										
Location EPW	USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw										
Location EPW	USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw										
Location EPW	USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw										
Location EPW	USA_OH_Toledo.Express.AP.725360_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_OH_Toledo.Express.AP.725360_TMY3.epw										
Location EPW	USA_MI_Detroit.Metro.AP.725370_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MI_Detroit.Metro.AP.725370_TMY3.epw										
Location EPW	USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw										
Location EPW	USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw										
Location EPW	USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw										
Location EPW	USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw										
Location EPW	USA_IA_Waterloo.Muni.AP.725480_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_IA_Waterloo.Muni.AP.725480_TMY3.epw										
Location EPW	USA_IA_Mason.City.Muni.AP.725485_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_IA_Mason.City.Muni.AP.725485_TMY3.epw										
Location EPW	USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw										
Location EPW	USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw										
Location EPW	USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw										
Location EPW	USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw										
Location EPW	USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw										
Location EPW	USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw										
Location EPW	USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw										
Location EPW	USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw										
Location EPW	USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw										
Location EPW	USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw										
Location EPW	USA_WY_Lander-Hunt.Field.725760_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WY_Lander-Hunt.Field.725760_TMY3.epw										
Location EPW	USA_ID_Pocatello.Muni.AP.725780_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_ID_Pocatello.Muni.AP.725780_TMY3.epw										
Location EPW	USA_NV_Elko.Muni.AP.725825_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NV_Elko.Muni.AP.725825_TMY3.epw										
Location EPW	USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw										
Location EPW	USA_CA_Arcata.AP.725945_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_CA_Arcata.AP.725945_TMY3.epw										
Location EPW	USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw										
Location EPW	USA_NH_Concord.Muni.AP.726050_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NH_Concord.Muni.AP.726050_TMY3.epw										
Location EPW	USA_ME_Portland.Intl.Jetport.726060_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_ME_Portland.Intl.Jetport.726060_TMY3.epw										
Location EPW	USA_VT_Burlington.Intl.AP.726170_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_VT_Burlington.Intl.AP.726170_TMY3.epw										
Location EPW	USA_NY_Massena.AP.726223_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NY_Massena.AP.726223_TMY3.epw										
Location EPW	USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw										
Location EPW	USA_MI_Muskegon.County.AP.726360_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MI_Muskegon.County.AP.726360_TMY3.epw										
Location EPW	USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw										
Location EPW	USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw										
Location EPW	USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw										
Location EPW	USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw										
Location EPW	USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw										
Location EPW	USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw										
Location EPW	USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw										
Location EPW	USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WI_Eau.Claire.County.AP.726435_TMY3.epw										
Location EPW	USA_MN_Rochester.Intl.AP.726440_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MN_Rochester.Intl.AP.726440_TMY3.epw										
Location EPW	USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw										
Location EPW	USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw										
Location EPW	USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_SD_Huron.Rgnl.AP.726540_TMY3.epw										
Location EPW	USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw										
Location EPW	USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw										
Location EPW	USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw										
Location EPW	USA_WY_Sheridan.County.AP.726660_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WY_Sheridan.County.AP.726660_TMY3.epw										
Location EPW	USA_SD_Pierre.Muni.AP.726686_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_SD_Pierre.Muni.AP.726686_TMY3.epw										
Location EPW	USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw										
Location EPW	USA_MT_Lewistown.Muni.AP.726776_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MT_Lewistown.Muni.AP.726776_TMY3.epw										
Location EPW	USA_ID_Boise.Air.Terminal.726810_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_ID_Boise.Air.Terminal.726810_TMY3.epw										
Location EPW	USA_OR_Burns.Muni.AP.726830_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_OR_Burns.Muni.AP.726830_TMY3.epw										
Location EPW	USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_OR_Redmond-Roberts.Field.726835_TMY3.epw										
Location EPW	USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw										
Location EPW	USA_OR_North.Bend.Muni.AP.726917_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_OR_North.Bend.Muni.AP.726917_TMY3.epw										
Location EPW	USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw										
Location EPW	USA_OR_Salem-McNary.Field.726940_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_OR_Salem-McNary.Field.726940_TMY3.epw										
Location EPW	USA_OR_Portland.Intl.AP.726980_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_OR_Portland.Intl.AP.726980_TMY3.epw										
Location EPW	USA_ME_Caribou.Muni.AP.727120_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_ME_Caribou.Muni.AP.727120_TMY3.epw										
Location EPW	USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw										
Location EPW	USA_MN_Duluth.Intl.AP.727450_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MN_Duluth.Intl.AP.727450_TMY3.epw										
Location EPW	USA_MN_International.Falls.Intl.AP.727470_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MN_International.Falls.Intl.AP.727470_TMY3.epw										
Location EPW	USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw										
Location EPW	USA_ND_Bismarck.Muni.AP.727640_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_ND_Bismarck.Muni.AP.727640_TMY3.epw										
Location EPW	USA_ND_Minot.Intl.AP.727676_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_ND_Minot.Intl.AP.727676_TMY3.epw										
Location EPW	USA_MT_Glasgow.Intl.AP.727680_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MT_Glasgow.Intl.AP.727680_TMY3.epw										
Location EPW	USA_MT_Helena.Rgnl.AP.727720_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MT_Helena.Rgnl.AP.727720_TMY3.epw										
Location EPW	USA_MT_Missoula.Intl.AP.727730_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MT_Missoula.Intl.AP.727730_TMY3.epw										
Location EPW	USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw										
Location EPW	USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw										
Location EPW	USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw										
Location EPW	USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw										
Location EPW	USA_WA_Spokane.Intl.AP.727850_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WA_Spokane.Intl.AP.727850_TMY3.epw										
Location EPW	USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw										
Location EPW	USA_WA_Olympia.AP.727920_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WA_Olympia.AP.727920_TMY3.epw										
Location EPW	USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw										
Location EPW	USA_WA_Quillayute.State.AP.727970_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_WA_Quillayute.State.AP.727970_TMY3.epw										
Location EPW	USA_MT_Miles.City.Muni.AP.742300_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_MT_Miles.City.Muni.AP.742300_TMY3.epw										
Location EPW	USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw	SetResidentialEPWFile	weather_directory=../../../../../weather	weather_file_name=USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw										
Vintage	pre-1950													
Vintage	1950s													
Vintage	1960s													
Vintage	1970s													
Vintage	1980s													
Vintage	1990s													
Vintage	2000s													
Foundation Type	Pier & Beam													
Foundation Type	Unheated Basement													
Foundation Type	Heated Basement													
Foundation Type	Crawl													
Foundation Type	Slab													
House Size	0-1499													
House Size	1500-2499													
House Size	2500-3499													
House Size	3500-4499													
House Size	4500+													
Stories	1													
Stories	2													
Stories	3+													
Garage	No													
Garage	Yes													
Geometry	0-1499 sqft; 1 Story; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 1 Story; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 1 Story; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 1 Story; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 1 Story; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 1 Story; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 1 Story; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 1 Story; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 1 Story; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 1 Story; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=1	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 2 Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 2 Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 2 Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 2 Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 2 Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 2 Stories; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 2 Stories; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 2 Stories; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 2 Stories; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 2 Stories; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=2	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 3+ Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 3+ Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 3+ Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 3+ Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 3+ Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 3+ Stories; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 3+ Stories; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 3+ Stories; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 3+ Stories; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	0-1499 sqft; 3+ Stories; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=1000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=12	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
