Parameter Name	Option Name	Measure Dir	Measure Arg 1	Measure Arg 2	...									
Geometry	3500-4499 sqft; 3+ Stories; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 3+ Stories; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	3500-4499 sqft; 3+ Stories; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=4000	living_height=8	num_floors=3	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 1 Story; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 1 Story; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 1 Story; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 1 Story; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 1 Story; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=1	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 1 Story; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=1	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 1 Story; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=1	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 1 Story; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=1	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 1 Story; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=1	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 1 Story; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=1	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 2 Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 2 Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 2 Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 2 Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 2 Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 2 Stories; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 2 Stories; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 2 Stories; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 2 Stories; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 2 Stories; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=2	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 3+ Stories; Pier & Beam Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 3+ Stories; Unheated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 3+ Stories; Heated Basement Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 3+ Stories; Crawl Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 3+ Stories; Slab Foundation; No Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=0	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 3+ Stories; Pier & Beam Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=pier and beam space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 3+ Stories; Unheated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=unfinished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 3+ Stories; Heated Basement Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=finished basement space	foundation_height=8	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 3+ Stories; Crawl Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=crawl space	foundation_height=4	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Geometry	4500+ sqft; 3+ Stories; Slab Foundation; Garage	CreateResidentialGeometry	total_bldg_area=5860	living_height=8	num_floors=3	aspect_ratio=1	garage_width=36	garage_depth=24	garage_pos=Right	foundation_type=slab space	foundation_height=0	attic_type=unfinished attic space	roof_type=gable	roof_pitch=6:12
Insulation Unfinished Attic	Uninsulated, Vented	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=0	ceil_grade=I	ceil_ins_thick_in=2.95	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25		
Insulation Unfinished Attic	Ceiling R-7 Fiberglass, Gr-1, Vented	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=7	ceil_grade=I	ceil_ins_thick_in=2.95	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25		
Insulation Unfinished Attic	Ceiling R-13 Fiberglass, Gr-1, Vented	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=13	ceil_grade=I	ceil_ins_thick_in=5.47	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25		
Insulation Unfinished Attic	Ceiling R-19 Fiberglass, Gr-1, Vented	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=19	ceil_grade=I	ceil_ins_thick_in=7.41	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25		
Insulation Unfinished Attic	Ceiling R-30 Fiberglass, Gr-1, Vented	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=30	ceil_grade=I	ceil_ins_thick_in=11.23	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25		
Insulation Unfinished Attic	Ceiling R-38 Fiberglass, Gr-1, Vented	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=38	ceil_grade=I	ceil_ins_thick_in=14.01	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25		
Insulation Unfinished Attic	Ceiling R-49 Fiberglass, Gr-1, Vented	ProcessConstructionsCeilingsRoofsUnfinishedAttic	ceil_r=49	ceil_grade=I	ceil_ins_thick_in=17.84	ceil_ff=0.07	ceil_joist_height=3.5	roof_cavity_r=0	roof_cavity_grade=I	roof_cavity_ins_thick_in=0	roof_ff=0.07	roof_fram_thick_in=7.25		
Insulation Walls	Uninsulated, 2x4, 16 in o.c.	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=0	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=false	selectedffactor=0.25							
Insulation Walls	R-7 Fiberglass Batt, 2x4, 16 in o.c.	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=7	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=false	selectedffactor=0.25							
Insulation Walls	R-11 Fiberglass Batt, 2x4, 16 in o.c.	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=11	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=true	selectedffactor=0.25							
Insulation Walls	R-15 Fiberglass Batt, 2x4, 16 in o.c.	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=15	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=true	selectedffactor=0.25							
Insulation Walls	R-19 Fiberglass Batt, 2x6, 24 in o.c.	ProcessConstructionsWallsExteriorWoodStud	userdefinedinstcavr=19	selectedinstallgrade=1	selectedcavitydepth=5.5	selectedinsfills=true	selectedffactor=0.22							
Insulation Walls Interzonal	Uninsulated, 2x4, 16 in o.c.	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=0	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=false	selectedffactor=0.25							
Insulation Walls Interzonal	R-7 Fiberglass Batt, 2x4, 16 in o.c.	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=7	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=false	selectedffactor=0.25							
Insulation Walls Interzonal	R-11 Fiberglass Batt, 2x4, 16 in o.c.	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=11	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=true	selectedffactor=0.25							
Insulation Walls Interzonal	R-15 Fiberglass Batt, 2x4, 16 in o.c.	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=15	selectedinstallgrade=1	selectedcavitydepth=3.5	selectedinsfills=true	selectedffactor=0.25							
Insulation Walls Interzonal	R-19 Fiberglass Batt, 2x6, 24 in o.c.	ProcessConstructionsWallsInterzonal	userdefinedinstcavr=19	selectedinstallgrade=1	selectedcavitydepth=5.5	selectedinsfills=true	selectedffactor=0.22							
Insulation Slab	Uninsulated	ProcessConstructionsFoundationsFloorsSlab	perim_r=0	perim_width=0	whole_r=0	gap_r=0	ext_r=0	ext_depth=0	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2		
Insulation Slab	2ft R5 Perimeter, R5 Gap XPS	ProcessConstructionsFoundationsFloorsSlab	perim_r=5	perim_width=2	whole_r=0	gap_r=5	ext_r=0	ext_depth=0	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2		
Insulation Slab	2ft R10 Perimeter, R10 Gap XPS	ProcessConstructionsFoundationsFloorsSlab	perim_r=10	perim_width=2	whole_r=0	gap_r=10	ext_r=0	ext_depth=0	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2		
Insulation Slab	2ft R5 Exterior XPS	ProcessConstructionsFoundationsFloorsSlab	perim_r=0	perim_width=0	whole_r=0	gap_r=0	ext_r=5	ext_depth=2	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2		
Insulation Slab	2ft R10 Exterior XPS	ProcessConstructionsFoundationsFloorsSlab	perim_r=0	perim_width=0	whole_r=0	gap_r=0	ext_r=10	ext_depth=2	mass_thick_in=4.0	mass_cond=9.1	mass_dens=140.0	mass_specheat=0.2		
Insulation Crawl	Uninsulated, Vented	ProcessConstructionsFoundationsFloorsCrawlspace	wall_rigid_r=0	wall_rigid_thick_in=0	ceil_cavity_r=0	ceil_cavity_grade=I	ceil_ff=0.13	ceil_joist_height=9.25						
Insulation Crawl	Wall R-5 XPS, Unvented	ProcessConstructionsFoundationsFloorsCrawlspace	wall_rigid_r=5	wall_rigid_thick_in=1	ceil_cavity_r=0	ceil_cavity_grade=I	ceil_ff=0.13	ceil_joist_height=9.25						
Insulation Crawl	Wall R-10 XPS, Unvented	ProcessConstructionsFoundationsFloorsCrawlspace	wall_rigid_r=10	wall_rigid_thick_in=2	ceil_cavity_r=0	ceil_cavity_grade=I	ceil_ff=0.13	ceil_joist_height=9.25						
Insulation Crawl	Ceiling R-13 Fiberglass Batt, Gr-1, Vented	ProcessConstructionsFoundationsFloorsCrawlspace	wall_rigid_r=0	wall_rigid_thick_in=0	ceil_cavity_r=13	ceil_cavity_grade=I	ceil_ff=0.13	ceil_joist_height=9.25						
Insulation Crawl	Ceiling R-19 Fiberglass Batt, Gr-1, Vented	ProcessConstructionsFoundationsFloorsCrawlspace	wall_rigid_r=0	wall_rigid_thick_in=0	ceil_cavity_r=19	ceil_cavity_grade=I	ceil_ff=0.13	ceil_joist_height=9.25						
Insulation Unfinished Basement	Uninsulated	ProcessConstructionsFoundationsFloorsBasementUnfinished	wall_ins_height=0	wall_cavity_r=0	wall_cavity_grade=I	wall_cavity_depth=0	wall_cavity_insfills=true	wall_ff=0	wall_rigid_r=0	wall_rigid_thick_in=0	ceil_cavity_r=0	ceil_cavity_grade=I	ceil_ff=0.13	ceil_joist_height=9.25
Insulation Unfinished Basement	Ceiling R-13 Fiberglass Batt, Gr-1	ProcessConstructionsFoundationsFloorsBasementUnfinished	wall_ins_height=0	wall_cavity_r=0	wall_cavity_grade=I	wall_cavity_depth=0	wall_cavity_insfills=true	wall_ff=0	wall_rigid_r=0	wall_rigid_thick_in=0	ceil_cavity_r=13	ceil_cavity_grade=I	ceil_ff=0.13	ceil_joist_height=9.25
Insulation Unfinished Basement	Ceiling R-19 Fiberglass Batt, Gr-1	ProcessConstructionsFoundationsFloorsBasementUnfinished	wall_ins_height=0	wall_cavity_r=0	wall_cavity_grade=I	wall_cavity_depth=0	wall_cavity_insfills=true	wall_ff=0	wall_rigid_r=0	wall_rigid_thick_in=0	ceil_cavity_r=19	ceil_cavity_grade=I	ceil_ff=0.13	ceil_joist_height=9.25
Insulation Finished Basement	Uninsulated	ProcessConstructionsFoundationsFloorsBasementFinished	wall_ins_height=0	wall_cavity_r=0	wall_cavity_grade=I	wall_cavity_depth=0	wall_cavity_insfills=true	wall_ff=0	wall_rigid_r=0	wall_rigid_thick_in=0	ceil_ff=0.13	ceil_joist_height=9.25		
Insulation Finished Basement	Whole Wall R-5 XPS	ProcessConstructionsFoundationsFloorsBasementFinished	wall_ins_height=8	wall_cavity_r=0	wall_cavity_grade=I	wall_cavity_depth=0	wall_cavity_insfills=true	wall_ff=0	wall_rigid_r=5	wall_rigid_thick_in=1	ceil_ff=0.13	ceil_joist_height=9.25		
Insulation Finished Basement	Whole Wall R-10 XPS	ProcessConstructionsFoundationsFloorsBasementFinished	wall_ins_height=8	wall_cavity_r=0	wall_cavity_grade=I	wall_cavity_depth=0	wall_cavity_insfills=true	wall_ff=0	wall_rigid_r=10	wall_rigid_thick_in=2	ceil_ff=0.13	ceil_joist_height=9.25		
Insulation Finished Basement	Whole Wall R-15 XPS	ProcessConstructionsFoundationsFloorsBasementFinished	wall_ins_height=8	wall_cavity_r=0	wall_cavity_grade=I	wall_cavity_depth=0	wall_cavity_insfills=true	wall_ff=0	wall_rigid_r=15	wall_rigid_thick_in=3	ceil_ff=0.13	ceil_joist_height=9.25		
Insulation Pier & Beam	Uninsulated	FIXME												
Insulation Pier & Beam	R-13 Fiberglass Batt, Gr-1	FIXME												
Insulation Pier & Beam	R-19 Fiberglass Batt, Gr-1	FIXME												
Insulation Pier & Beam	R-30 Fiberglass Batt, Gr-1	FIXME												
Insulation Pier & Beam	R-38 Fiberglass Batt, Gr-1	FIXME												
Insulation Floors Interzonal	Uninsulated	ProcessConstructionsFoundationsFloorsInterzonalFloors	userdefinedinstcavr=0	selectedinstallgrade=I	userdefinedfloorff=0.13									
Insulation Floors Interzonal	R-13 Fiberglass Batt, Gr-1	ProcessConstructionsFoundationsFloorsInterzonalFloors	userdefinedinstcavr=13	selectedinstallgrade=I	userdefinedfloorff=0.13									
Insulation Floors Interzonal	R-19 Fiberglass Batt, Gr-1	ProcessConstructionsFoundationsFloorsInterzonalFloors	userdefinedinstcavr=19	selectedinstallgrade=I	userdefinedfloorff=0.13									
Insulation Floors Interzonal	R-30 Fiberglass Batt, Gr-1	ProcessConstructionsFoundationsFloorsInterzonalFloors	userdefinedinstcavr=30	selectedinstallgrade=I	userdefinedfloorff=0.13									
Insulation Floors Interzonal	R-38 Fiberglass Batt, Gr-1	ProcessConstructionsFoundationsFloorsInterzonalFloors	userdefinedinstcavr=38	selectedinstallgrade=I	userdefinedfloorff=0.13									
Uninsulated Floor	Nothing	ProcessConstructionsUninsulatedFloor
Uninsulated Roof	Nothing	ProcessConstructionsUninsulatedRoof
Uninsulated Slab	Nothing	ProcessConstructionsUninsulatedSlab
Uninsulated Walls	Nothing	ProcessConstructionsUninsulatedWalls
