"","Estimate","Std. Error","t value","Pr(>|t|)"
"educationKindergarten to Grade 12",-22510.0687195737,2187.81400157389,-10.2888402320216,1.14084423655818e-24
"educationMaster's Degree",17392.9644996811,2019.98551616978,8.6104402038788,8.72550298644234e-18
"educationNo Schooling Completed",-21713.745697723,4012.07082542241,-5.41210428293894,6.41560576361865e-08
"educationProfessional Degree",28360.8673370039,3544.16424599601,8.00213121303404,1.40095788087716e-15
"educationSome College, No Degree",-7061.39076881683,1647.44971894326,-4.28625571246344,1.83915160484881e-05
"fuelh2oFuel Oil",7221.93496338469,3193.43836244806,2.26149189172025,0.0237564805941017
"fuelh2oNatural Gas",2602.25073871095,1361.55901840516,1.91122874846737,0.0560121353524597
"fuelh2oNone",-12803.4356609992,11514.8788238929,-1.11190363848489,0.266214163994489
"fuelh2oOther Fuel",-5622.40275271623,7419.60333596271,-0.757776729850844,0.448607755041278
"fuelh2oPropane/LPG",7079.76334477121,2560.08339968674,2.76544246395938,0.00569805081485983
