Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane	Region
AL, 00800	Single-Family Detached	2050s	0.873943	0.000000	0.091782	0.012651	0.014851	0.006772	South
AL, 00900	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 00900	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 00900	Multi-Family with 5+ Units	2050s	0.970872	0.000000	0.021795	0.003938	0.002626	0.000770	South
AL, 00900	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 00900	Single-Family Detached	2050s	0.939082	0.000000	0.040835	0.000000	0.000000	0.020082	South
AL, 01000	Mobile Home	2050s	0.927409	0.000000	0.000000	0.043478	0.000000	0.029113	South
AL, 01000	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01000	Multi-Family with 5+ Units	2050s	0.970872	0.000000	0.021795	0.003938	0.002626	0.000770	South
AL, 01000	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01000	Single-Family Detached	2050s	0.910337	0.000000	0.011899	0.000000	0.020986	0.056776	South
AL, 01100	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 01100	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01100	Multi-Family with 5+ Units	2050s	0.970872	0.000000	0.021795	0.003938	0.002626	0.000770	South
AL, 01100	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01100	Single-Family Detached	2050s	0.902307	0.000000	0.043916	0.000000	0.021084	0.032693	South
AL, 01200	Mobile Home	2050s	0.812588	0.000000	0.000000	0.175510	0.000000	0.011902	South
AL, 01200	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01200	Multi-Family with 5+ Units	2050s	0.940591	0.000000	0.035239	0.024169	0.000000	0.000000	South
AL, 01200	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01200	Single-Family Detached	2050s	0.844186	0.000000	0.154061	0.000000	0.000000	0.001752	South
AL, 01301	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 01301	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01301	Multi-Family with 5+ Units	2050s	0.803286	0.000000	0.196714	0.000000	0.000000	0.000000	South
AL, 01301	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01301	Single-Family Detached	2050s	0.908520	0.000000	0.070756	0.005423	0.007789	0.007513	South
AL, 01302	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 01302	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01302	Multi-Family with 5+ Units	2050s	0.892603	0.000000	0.107397	0.000000	0.000000	0.000000	South
AL, 01302	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01302	Single-Family Detached	2050s	0.908520	0.000000	0.070756	0.005423	0.007789	0.007513	South
AL, 01303	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 01303	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01303	Multi-Family with 5+ Units	2050s	0.964450	0.000000	0.035550	0.000000	0.000000	0.000000	South
AL, 01303	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01303	Single-Family Detached	2050s	0.767334	0.000000	0.232666	0.000000	0.000000	0.000000	South
AL, 01304	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 01304	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01304	Multi-Family with 5+ Units	2050s	0.970872	0.000000	0.021795	0.003938	0.002626	0.000770	South
AL, 01304	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01304	Single-Family Detached	2050s	0.861452	0.000000	0.117420	0.015038	0.000000	0.006090	South
AL, 01305	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 01305	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01305	Multi-Family with 5+ Units	2050s	0.973061	0.000000	0.026939	0.000000	0.000000	0.000000	South
AL, 01305	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01305	Single-Family Detached	2050s	0.748484	0.000000	0.246961	0.000000	0.000000	0.004555	South
AL, 01400	Mobile Home	2050s	0.982601	0.000000	0.000000	0.000000	0.000000	0.017399	South
AL, 01400	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01400	Multi-Family with 5+ Units	2050s	0.970872	0.000000	0.021795	0.003938	0.002626	0.000770	South
AL, 01400	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01400	Single-Family Detached	2050s	0.923536	0.000000	0.038016	0.000000	0.000000	0.038448	South
AL, 01500	Mobile Home	2050s	0.965036	0.000000	0.034964	0.000000	0.000000	0.000000	South
AL, 01500	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01500	Multi-Family with 5+ Units	2050s	0.970872	0.000000	0.021795	0.003938	0.002626	0.000770	South
AL, 01500	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01500	Single-Family Detached	2050s	0.860471	0.000000	0.102541	0.000000	0.012034	0.024953	South
AL, 01600	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 01600	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01600	Multi-Family with 5+ Units	2050s	0.976841	0.000000	0.018344	0.000000	0.000000	0.004815	South
AL, 01600	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01600	Single-Family Detached	2050s	0.894990	0.000000	0.105010	0.000000	0.000000	0.000000	South
AL, 01700	Mobile Home	2050s	0.947900	0.000000	0.034191	0.000000	0.000000	0.017909	South
AL, 01700	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01700	Multi-Family with 5+ Units	2050s	0.970872	0.000000	0.021795	0.003938	0.002626	0.000770	South
AL, 01700	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01700	Single-Family Detached	2050s	0.932059	0.000000	0.000000	0.000000	0.067941	0.000000	South
AL, 01800	Mobile Home	2050s	0.992908	0.000000	0.000000	0.007092	0.000000	0.000000	South
AL, 01800	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 01800	Multi-Family with 5+ Units	2050s	0.970872	0.000000	0.021795	0.003938	0.002626	0.000770	South
AL, 01800	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01800	Single-Family Detached	2050s	0.929664	0.000000	0.005184	0.043200	0.006400	0.015552	South
AL, 01900	Mobile Home	2050s	0.981575	0.000000	0.000000	0.003899	0.000000	0.014526	South
AL, 01900	Multi-Family with 2 - 4 Units	2050s	0.993301	0.000000	0.006699	0.000000	0.000000	0.000000	South
AL, 01900	Multi-Family with 5+ Units	2050s	0.988558	0.000000	0.011442	0.000000	0.000000	0.000000	South
AL, 01900	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 01900	Single-Family Detached	2050s	0.960648	0.000000	0.034968	0.004384	0.000000	0.000000	South
AL, 02000	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 02000	Multi-Family with 2 - 4 Units	2050s	0.882731	0.000000	0.117269	0.000000	0.000000	0.000000	South
AL, 02000	Multi-Family with 5+ Units	2050s	0.962820	0.000000	0.025893	0.000000	0.000000	0.011287	South
AL, 02000	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 02000	Single-Family Detached	2050s	0.873353	0.000000	0.126647	0.000000	0.000000	0.000000	South
AL, 02100	Mobile Home	2050s	0.998593	0.000000	0.000000	0.000000	0.000000	0.001407	South
AL, 02100	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 02100	Multi-Family with 5+ Units	2050s	0.937500	0.000000	0.000000	0.000000	0.062500	0.000000	South
AL, 02100	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 02100	Single-Family Detached	2050s	0.886098	0.000000	0.090981	0.005134	0.000000	0.017787	South
AL, 02200	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02200	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 02200	Multi-Family with 5+ Units	2050s	0.970872	0.000000	0.021795	0.003938	0.002626	0.000770	South
AL, 02200	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 02200	Single-Family Detached	2050s	0.900391	0.000000	0.015389	0.000000	0.066752	0.017468	South
AL, 02300	Mobile Home	2050s	0.951077	0.000000	0.000000	0.000000	0.000000	0.048923	South
AL, 02300	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 02300	Multi-Family with 5+ Units	2050s	0.970872	0.000000	0.021795	0.003938	0.002626	0.000770	South
AL, 02300	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 02300	Single-Family Detached	2050s	0.915441	0.000000	0.050029	0.010110	0.000000	0.024419	South
AL, 02400	Mobile Home	2050s	0.923206	0.000000	0.000000	0.041391	0.000000	0.035404	South
AL, 02400	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 02400	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02400	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 02400	Single-Family Detached	2050s	0.946690	0.000000	0.029580	0.000000	0.013225	0.010505	South
AL, 02500	Mobile Home	2050s	0.964185	0.000000	0.000000	0.000000	0.012165	0.023650	South
AL, 02500	Multi-Family with 2 - 4 Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02500	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02500	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 02500	Single-Family Detached	2050s	0.968936	0.000000	0.029598	0.001466	0.000000	0.000000	South
AL, 02600	Mobile Home	2050s	0.994721	0.000000	0.000000	0.000000	0.000000	0.005279	South
AL, 02600	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 02600	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02600	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 02600	Single-Family Detached	2050s	0.959130	0.000000	0.026713	0.012831	0.000000	0.001327	South
AL, 02701	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 02701	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 02701	Multi-Family with 5+ Units	2050s	0.979553	0.000000	0.020447	0.000000	0.000000	0.000000	South
AL, 02701	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 02701	Single-Family Detached	2050s	0.908520	0.000000	0.070756	0.005423	0.007789	0.007513	South
AL, 02702	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 02702	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 02702	Multi-Family with 5+ Units	2050s	0.977275	0.000000	0.022725	0.000000	0.000000	0.000000	South
AL, 02702	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 02702	Single-Family Detached	2050s	0.935200	0.000000	0.064800	0.000000	0.000000	0.000000	South
AL, 02703	Mobile Home	2050s	0.961572	0.000000	0.003610	0.014440	0.005458	0.014920	South
AL, 02703	Multi-Family with 2 - 4 Units	2050s	0.952507	0.000000	0.039782	0.000000	0.000000	0.007710	South
AL, 02703	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AL, 02703	Single-Family Attached	2050s	0.945720	0.000000	0.051638	0.000000	0.000000	0.002642	South
AL, 02703	Single-Family Detached	2050s	0.945566	0.000000	0.048164	0.000000	0.006271	0.000000	South
AR, 00100	Mobile Home	2050s	0.947996	0.000000	0.013540	0.000000	0.024440	0.014024	South
AR, 00100	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 00100	Multi-Family with 5+ Units	2050s	0.966875	0.000000	0.007431	0.015291	0.000000	0.010404	South
AR, 00100	Single-Family Attached	2050s	0.941379	0.000000	0.058621	0.000000	0.000000	0.000000	South
AR, 00100	Single-Family Detached	2050s	0.769982	0.000000	0.202319	0.000000	0.019082	0.008616	South
AR, 00200	Mobile Home	2050s	0.947996	0.000000	0.013540	0.000000	0.024440	0.014024	South
AR, 00200	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 00200	Multi-Family with 5+ Units	2050s	0.993354	0.000000	0.006646	0.000000	0.000000	0.000000	South
AR, 00200	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 00200	Single-Family Detached	2050s	0.756126	0.000000	0.179871	0.000000	0.051934	0.012069	South
AR, 00300	Mobile Home	2050s	0.884399	0.000000	0.020166	0.000000	0.095436	0.000000	South
AR, 00300	Multi-Family with 2 - 4 Units	2050s	0.970545	0.000000	0.029455	0.000000	0.000000	0.000000	South
AR, 00300	Multi-Family with 5+ Units	2050s	0.987140	0.000000	0.008928	0.003242	0.000000	0.000689	South
AR, 00300	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 00300	Single-Family Detached	2050s	0.823694	0.000000	0.034830	0.036667	0.050000	0.054810	South
AR, 00400	Mobile Home	2050s	0.986540	0.000000	0.007691	0.000000	0.000000	0.005768	South
AR, 00400	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 00400	Multi-Family with 5+ Units	2050s	0.987140	0.000000	0.008928	0.003242	0.000000	0.000689	South
AR, 00400	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 00400	Single-Family Detached	2050s	0.824092	0.000000	0.060110	0.000000	0.092346	0.023451	South
AR, 00500	Mobile Home	2050s	0.947996	0.000000	0.013540	0.000000	0.024440	0.014024	South
AR, 00500	Multi-Family with 2 - 4 Units	2050s	0.972273	0.000000	0.023962	0.000000	0.000000	0.003766	South
AR, 00500	Multi-Family with 5+ Units	2050s	0.986818	0.000000	0.013182	0.000000	0.000000	0.000000	South
AR, 00500	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 00500	Single-Family Detached	2050s	0.941262	0.000000	0.040100	0.000000	0.006819	0.011820	South
AR, 00600	Mobile Home	2050s	0.947996	0.000000	0.013540	0.000000	0.024440	0.014024	South
AR, 00600	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 00600	Multi-Family with 5+ Units	2050s	0.987140	0.000000	0.008928	0.003242	0.000000	0.000689	South
AR, 00600	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 00600	Single-Family Detached	2050s	0.841396	0.000000	0.093405	0.009009	0.000000	0.056189	South
AR, 00700	Mobile Home	2050s	0.984291	0.000000	0.015709	0.000000	0.000000	0.000000	South
AR, 00700	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 00700	Multi-Family with 5+ Units	2050s	0.987140	0.000000	0.008928	0.003242	0.000000	0.000689	South
AR, 00700	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 00700	Single-Family Detached	2050s	0.890277	0.000000	0.086745	0.000000	0.000000	0.022979	South
AR, 00800	Mobile Home	2050s	0.945905	0.000000	0.017457	0.000000	0.036638	0.000000	South
AR, 00800	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 00800	Multi-Family with 5+ Units	2050s	0.987140	0.000000	0.008928	0.003242	0.000000	0.000689	South
AR, 00800	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 00800	Single-Family Detached	2050s	0.923539	0.000000	0.065992	0.000000	0.005658	0.004812	South
AR, 00900	Mobile Home	2050s	0.974849	0.000000	0.025151	0.000000	0.000000	0.000000	South
AR, 00900	Multi-Family with 2 - 4 Units	2050s	0.959605	0.000000	0.040395	0.000000	0.000000	0.000000	South
AR, 00900	Multi-Family with 5+ Units	2050s	0.989997	0.000000	0.010003	0.000000	0.000000	0.000000	South
AR, 00900	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 00900	Single-Family Detached	2050s	0.835608	0.000000	0.143794	0.004848	0.006611	0.009139	South
AR, 01000	Mobile Home	2050s	0.947996	0.000000	0.013540	0.000000	0.024440	0.014024	South
AR, 01000	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 01000	Multi-Family with 5+ Units	2050s	0.986850	0.000000	0.013150	0.000000	0.000000	0.000000	South
AR, 01000	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 01000	Single-Family Detached	2050s	0.797922	0.000000	0.202078	0.000000	0.000000	0.000000	South
AR, 01100	Mobile Home	2050s	0.936675	0.000000	0.013463	0.000000	0.049861	0.000000	South
AR, 01100	Multi-Family with 2 - 4 Units	2050s	0.968710	0.000000	0.031290	0.000000	0.000000	0.000000	South
AR, 01100	Multi-Family with 5+ Units	2050s	0.983405	0.000000	0.016595	0.000000	0.000000	0.000000	South
AR, 01100	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 01100	Single-Family Detached	2050s	0.900205	0.000000	0.086737	0.000000	0.007664	0.005394	South
AR, 01200	Mobile Home	2050s	0.948976	0.000000	0.031890	0.000000	0.000000	0.019134	South
AR, 01200	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 01200	Multi-Family with 5+ Units	2050s	0.987140	0.000000	0.008928	0.003242	0.000000	0.000689	South
AR, 01200	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 01200	Single-Family Detached	2050s	0.923003	0.000000	0.059320	0.000000	0.009619	0.008060	South
AR, 01300	Mobile Home	2050s	0.895781	0.000000	0.000000	0.000000	0.083039	0.021180	South
AR, 01300	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 01300	Multi-Family with 5+ Units	2050s	0.987140	0.000000	0.008928	0.003242	0.000000	0.000689	South
AR, 01300	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 01300	Single-Family Detached	2050s	0.945809	0.000000	0.019761	0.000000	0.027480	0.006949	South
AR, 01400	Mobile Home	2050s	0.947996	0.000000	0.013540	0.000000	0.024440	0.014024	South
AR, 01400	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 01400	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01400	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 01400	Single-Family Detached	2050s	0.842547	0.000000	0.095637	0.030274	0.020814	0.010729	South
AR, 01500	Mobile Home	2050s	0.958798	0.000000	0.000000	0.000000	0.007905	0.033297	South
AR, 01500	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 01500	Multi-Family with 5+ Units	2050s	0.987140	0.000000	0.008928	0.003242	0.000000	0.000689	South
AR, 01500	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 01500	Single-Family Detached	2050s	0.822571	0.000000	0.008160	0.000000	0.148148	0.021120	South
AR, 01600	Mobile Home	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01600	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 01600	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01600	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
AR, 01600	Single-Family Detached	2050s	0.895880	0.000000	0.036088	0.034959	0.014634	0.018439	South
AR, 01700	Mobile Home	2050s	0.976375	0.000000	0.003375	0.000000	0.000000	0.020250	South
AR, 01700	Multi-Family with 2 - 4 Units	2050s	0.962007	0.000000	0.033182	0.003262	0.000000	0.001550	South
AR, 01700	Multi-Family with 5+ Units	2050s	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	South
AR, 01700	Single-Family Attached	2050s	0.867328	0.000000	0.070243	0.036322	0.026107	0.000000	South
