Index,Parameter,Option,Saturation
103,cooling_setpoint,65F,0.05629139072847683
103,cooling_setpoint,67F,0.013245033112582785
103,cooling_setpoint,68F,0.1655629139072848
103,cooling_setpoint,70F,0.21523178807947027
103,cooling_setpoint,72F,0.2649006622516557
103,cooling_setpoint,75F,0.0927152317880795
103,cooling_setpoint,76F,0.0927152317880795
103,cooling_setpoint,78F,0.05960264900662253
103,cooling_setpoint,80F,0.009933774834437088
104,doors,Fiberglass,1.0000000000000002
105,radiant_barrier,No,0.5463576158940399
105,radiant_barrier,None,0.4536423841059604
106,roof_material,"Asphalt Shingles, Medium",0.4569536423841061
106,roof_material,Composition Shingles,0.45033112582781465
106,roof_material,"Metal, Dark",0.02649006622516557
106,roof_material,Slate,0.013245033112582785
106,roof_material,"Tile, Concrete",0.0066225165562913925
106,roof_material,Wood Shingles,0.04635761589403975
107,hvac_heating_type_and_fuel,Electricity ASHP,0.01655629139072848
107,hvac_heating_type_and_fuel,Electricity Baseboard,0.03973509933774835
107,hvac_heating_type_and_fuel,Electricity Electric Furnace,0.029801324503311265
107,hvac_heating_type_and_fuel,Electricity Shared Heating,0.0894039735099338
107,hvac_heating_type_and_fuel,Natural Gas Fuel Boiler,0.12582781456953646
107,hvac_heating_type_and_fuel,Natural Gas Fuel Furnace,0.37417218543046366
107,hvac_heating_type_and_fuel,Natural Gas Fuel Wall/Floor Furnace,0.13907284768211922
107,hvac_heating_type_and_fuel,Natural Gas Shared Heating,0.17218543046357618
107,hvac_heating_type_and_fuel,Propane Fuel Boiler,0.0033112582781456962
107,hvac_heating_type_and_fuel,Propane Fuel Furnace,0.0033112582781456962
107,hvac_heating_type_and_fuel,Propane Fuel Wall/Floor Furnace,0.0033112582781456962
107,hvac_heating_type_and_fuel,Propane Shared Heating,0.0033112582781456962
108,puma_metro_status,"In metro area, principal city",1.0000000000000002
109,geometry_wall_exterior_finish,None,0.9735099337748347
109,geometry_wall_exterior_finish,"Stucco, Light",0.0033112582781456962
109,geometry_wall_exterior_finish,"Vinyl, Light",0.019867549668874177
109,geometry_wall_exterior_finish,"Wood, Medium/Dark",0.0033112582781456962
110,heating_setpoint_offset_magnitude,0F,0.52317880794702
110,heating_setpoint_offset_magnitude,12F,0.05298013245033114
110,heating_setpoint_offset_magnitude,3F,0.2814569536423842
110,heating_setpoint_offset_magnitude,6F,0.14238410596026493
111,solar_hot_water,None,1.0000000000000002
112,iso_rto_region,PJM,1.0000000000000002
113,misc_pool,Has Pool,0.04635761589403975
113,misc_pool,None,0.9536423841059605
114,misc_freezer,"EF 12, National Average",0.19536423841059608
114,misc_freezer,None,0.8046357615894042
115,windows,"Double, Clear, Metal, Air",0.11589403973509937
115,windows,"Double, Clear, Metal, Air, Exterior Clear Storm",0.0066225165562913925
115,windows,"Double, Clear, Non-metal, Air",0.1986754966887418
115,windows,"Double, Clear, Non-metal, Air, Exterior Clear Storm",0.036423841059602655
115,windows,"Double, Low-E, Non-metal, Air, M-Gain",0.21192052980132456
115,windows,"Single, Clear, Metal",0.11258278145695366
115,windows,"Single, Clear, Metal, Exterior Clear Storm",0.009933774834437088
115,windows,"Single, Clear, Non-metal",0.27152317880794713
115,windows,"Single, Clear, Non-metal, Exterior Clear Storm",0.03311258278145696
115,windows,"Triple, Low-E, Non-metal, Air, L-Gain",0.0033112582781456962
116,census_region,Northeast,1.0000000000000002
117,misc_hot_tub_spa,Electric,0.013245033112582785
117,misc_hot_tub_spa,Gas,0.019867549668874177
117,misc_hot_tub_spa,None,0.9668874172185433
118,vacancy_status,Occupied,0.894039735099338
118,vacancy_status,Vacant,0.10596026490066228
119,geometry_building_type_recs,Multi-Family with 2 - 4 Units,0.16225165562913912
119,geometry_building_type_recs,Multi-Family with 5+ Units,0.29139072847682124
119,geometry_building_type_recs,Single-Family Attached,0.30794701986754974
119,geometry_building_type_recs,Single-Family Detached,0.23841059602649012
120,hvac_system_single_speed_ac_airflow,None,1.0000000000000002
121,geometry_building_type_height,Multifamily with 2-4 Units,0.16225165562913912
121,geometry_building_type_height,"Multifamily with 5+ units, 1-3 stories",0.14900662251655633
121,geometry_building_type_height,"Multifamily with 5+ units, 4-7 stories",0.14238410596026493
121,geometry_building_type_height,Single-Family Attached,0.30794701986754974
121,geometry_building_type_height,Single-Family Detached,0.23841059602649012
122,misc_gas_grill,Gas Grill,0.05960264900662253
122,misc_gas_grill,None,0.9403973509933777
123,hot_water_distribution,Uninsulated,1.0000000000000002
124,misc_gas_lighting,Gas Lighting,0.01655629139072848
124,misc_gas_lighting,None,0.9834437086092718
125,cooling_setpoint_has_offset,No,0.7119205298013247
125,cooling_setpoint_has_offset,Yes,0.2880794701986756
126,water_heater_efficiency,Electric Premium,0.01655629139072848
126,water_heater_efficiency,Electric Standard,0.1556291390728477
126,water_heater_efficiency,Electric Tankless,0.0066225165562913925
126,water_heater_efficiency,FIXME Fuel Oil Indirect,0.009933774834437088
126,water_heater_efficiency,Fuel Oil Premium,0.0066225165562913925
126,water_heater_efficiency,Fuel Oil Standard,0.013245033112582785
126,water_heater_efficiency,Natural Gas Premium,0.07284768211920531
126,water_heater_efficiency,Natural Gas Standard,0.6953642384105962
126,water_heater_efficiency,Natural Gas Tankless,0.01655629139072848
126,water_heater_efficiency,Propane Standard,0.0066225165562913925
127,hvac_system_single_speed_ashp_airflow,None,1.0000000000000002
128,hvac_system_single_speed_ashp_charge,None,1.0000000000000002
129,location_region,CR07,1.0000000000000002
130,income,10000-14999,0.11258278145695366
130,income,15000-19999,0.0927152317880795
130,income,20000-24999,0.12913907284768214
130,income,25000-29999,0.07615894039735102
130,income,30000-34999,0.12251655629139076
130,income,35000-39999,0.10596026490066228
130,income,40000-44999,0.06953642384105961
130,income,45000-49999,0.03311258278145696
130,income,50000-59999,0.036423841059602655
130,income,60000-69999,0.01655629139072848
130,income,<10000,0.20529801324503316
131,geometry_floor_area,0-499,0.11258278145695366
131,geometry_floor_area,1000-1499,0.21523178807947027
131,geometry_floor_area,1500-1999,0.13907284768211922
131,geometry_floor_area,2000-2499,0.05298013245033114
131,geometry_floor_area,2500-2999,0.03311258278145696
131,geometry_floor_area,3000-3999,0.023178807947019875
131,geometry_floor_area,4000+,0.023178807947019875
131,geometry_floor_area,500-749,0.17218543046357618
131,geometry_floor_area,750-999,0.22847682119205304
132,geometry_floor_area_bin,0-1499,0.7284768211920531
132,geometry_floor_area_bin,1500-2499,0.19205298013245037
132,geometry_floor_area_bin,2500-3999,0.05629139072847683
132,geometry_floor_area_bin,4000+,0.023178807947019875
133,insulation_floor,None,0.0827814569536424
133,insulation_floor,Uninsulated,0.9172185430463579
134,misc_pool_heater,None,0.9966887417218545
134,misc_pool_heater,Solar,0.0033112582781456962
