occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,plug_loads_tv,plug_loads_other,hot_water_fixtures,ceiling_fan,outage,heating_season,cooling_season,natural_ventilation,water_heater_setpoint
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.465,0.0857,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.465,0.0641,0.258,0,1,1,0,125
1,0.222,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0631,0.459,0.0698,0.35,0,1,1,0,125
1,0.39,0.432,0.432,0,0,0.8,0,0,0,0,0,0.087,0.518,0.33,0.432,0,1,1,0,125
0.667,0.274,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.508,0.201,0.294,0,1,1,0,125
0.667,0.263,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.508,0.166,0.227,0,1,1,0,125
0.667,0.256,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.508,0.0857,0.233,0,1,1,0,125
0.333,0.147,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.491,0,0.248,0,1,1,0,125
0.333,0.143,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.495,0.0857,0.245,0,1,1,0,125
0.333,0.142,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.495,0.0857,0.258,0,1,1,0,125
0.333,0.142,0.285,0.285,0,0,0.84,0,0,0,0,0,0.198,0.491,0.0428,0.267,0,1,1,0,125
0.333,0.143,0.294,0.294,0,0,0.82,0,0,0,0,0,0.222,0.499,0.128,0.27,0,1,1,0,125
0.333,0.144,0.359,0.359,0,0,0.88,0,0,0,0,0,0.276,0.507,0.0857,0.291,0,1,1,0,125
0.333,0.151,0.488,0.488,0,0,0.96,0,0,0,0,0,0.339,0.524,0.0428,0.334,0,1,1,0,125
0.333,0.169,0.58,0.58,0,0,1,0,0,0,0,0,0.457,0.528,0.128,0.365,0,1,1,0,125
0.333,0.206,0.616,0.616,0,0,0.96,0,0,0,0,0,0.64,0.516,0.551,0.377,0,1,1,0,125
0.333,0.256,0.653,0.653,0,0,0.94,0,0,0,0,0,0.79,0.503,0.199,0.39,0,1,1,0,125
0.667,0.542,0.635,0.635,0,0,0.92,0,0,0,0,0,0.749,0.525,0.0132,0.509,0,1,1,0,125
1,0.571,0.543,0.543,0,0,0.88,0,0,0,0,0,0.453,0.493,0.166,0.543,0,1,1,0,125
1,0.116,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.458,0.216,0.325,0,1,1,0,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.465,0.0428,0.258,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.465,0.0428,0.258,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0.217,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,1,125
1,0.05,0.304,0.304,0,0.25,0.72,0,0,0,0,0,0.0239,0.442,0.147,0.273,0,1,1,1,125
1,0.104,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.426,0.0412,0.307,0,1,1,1,125
1,0.308,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0631,0.456,0.196,0.396,0,1,1,1,125
1,0.39,0.432,0.432,0,0,0.8,0,0,0,0,0,0.087,0.518,0.181,0.432,0,1,1,1,125
0.667,0.274,0.313,0.313,0,0.717,0.82,0.516,0.667,0,0,0,0.107,0.508,0.171,0.294,0,1,1,1,125
0.667,0.263,0.212,0.212,0,0.483,0.82,0,0.0167,0,0,0,0.126,0.508,0,0.227,0,1,1,1,125
0,0.0495,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.465,0.214,0.258,0,1,1,1,125
0.333,0.147,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.491,0,0.248,0,1,1,1,125
0.333,0.143,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.495,0.0857,0.245,0,1,1,1,125
0.333,0.142,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.495,0,0.258,0,1,1,1,125
0.333,0.142,0.285,0.285,0,0,0.84,0,0,0,0,0,0.198,0.491,0.0428,0.267,0,1,1,1,125
0.333,0.143,0.294,0.294,0,0,0.82,0,0,0,0,0,0.222,0.499,0.0857,0.27,0,1,1,1,125
0,0.0495,0.359,0.359,0,0.217,0.88,0,0,0,0,0,0.276,0.465,0.128,0.258,0,1,1,1,125
0.667,0.252,0.488,0.488,0,0.25,0.96,0,0,0,0,0,0.339,0.582,0.128,0.411,0,1,1,1,125
1,0.408,0.58,0.58,0,0,1,0,0,0,0,0,0.457,0.653,0.171,0.58,0,1,1,1,125
1,0.518,0.616,0.616,0,0,0.96,0.813,0.683,0,0,0,0.64,0.616,0,0.616,0,1,1,1,125
1,0.668,0.653,0.653,0,0,0.94,0.294,0,0,0,0,0.79,0.579,0.0857,0.653,0,1,1,1,125
1,0.788,0.635,0.635,0,0,0.92,0,0,0,0,0,0.749,0.555,0,0.635,0,1,1,1,125
1,0.397,0.543,0.543,0,0,0.88,0,0,0,0,0,0.453,0.484,0.0857,0.448,0,1,1,1,125
1,0.0495,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.465,0.0428,0.258,0,1,1,1,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0957,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0479,0.465,0.0857,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0261,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0174,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0305,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0522,0.465,0,0.258,0,1,1,0,125
1,0.163,0.432,0.432,0,0,0.8,0,0,0,0,0,0.0936,0.483,0,0.316,0,1,1,0,125
1,0.162,0.313,0.313,0,0,0.82,0,0,0,0,0,0.155,0.487,0.0856,0.276,0,1,1,0,125
0.667,0.0495,0.212,0.212,0,0,0.82,0,0,0,0,0,0.205,0.465,0,0.258,0,1,1,0,125
0.333,0.0495,0.221,0.221,0,0,0.8,0,0,0,0,0,0.244,0.465,0.128,0.258,0,1,1,0,125
0.667,0.245,0.23,0.23,0,0,0.8,0,0,0,0,0,0.268,0.517,0.172,0.239,0,1,1,0,125
0.333,0.143,0.221,0.221,0,0,0.84,0,0,0,0,0,0.287,0.495,0.214,0.245,0,1,1,0,125
0.333,0.142,0.258,0.258,0,0,0.84,0,0,0,0,0,0.339,0.495,0,0.258,0,1,1,0,125
0.333,0.142,0.285,0.285,0,0,0.84,0,0,0,0,0,0.387,0.491,0.0428,0.267,0,1,1,0,125
0.667,0.236,0.294,0.294,0,0,0.82,0,0,0,0,0,0.427,0.533,0.171,0.282,0,1,1,0,125
0.667,0.239,0.359,0.359,0,0,0.88,0,0,0,0,0,0.448,0.549,0.0428,0.325,0,1,1,0,125
0.333,0.151,0.488,0.488,0,0,0.96,0,0,0,0,0,0.464,0.524,0.171,0.334,0,1,1,0,125
1,0.408,0.58,0.58,0,0,1,0,0,0.518,0.957,0.133,0.546,0.653,0.0428,0.58,0,1,1,0,125
1,0.518,0.616,0.616,0,0.717,0.96,0,0,0.823,0,0.533,0.718,0.616,0.128,0.616,0,1,1,0,125
1,0.668,0.653,0.653,0,1,0.94,0,0,0.693,0,0,0.844,0.579,0.214,0.653,0,1,1,0,125
1,0.788,0.635,0.635,0,1,0.92,0,0,0.375,0,0,0.779,0.555,0.104,0.635,0,1,1,0,125
1,0.571,0.543,0.543,0,0.65,0.88,0,0,0,0,0,0.492,0.493,0.25,0.543,0,1,1,0,125
1,0.183,0.46,0.46,0,0,0.82,0,0,0,0,0,0.224,0.451,0.293,0.393,0,1,1,0,125
1,0.0743,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0957,0.454,0.0877,0.294,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0479,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0261,0.465,0.0428,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0174,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0305,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0522,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.432,0.432,0,0,0.8,0,0,0,0,0,0.0936,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.313,0.313,0,0,0.82,0,0,0,0,0,0.155,0.465,0,0.258,0,1,1,0,125
1,0.156,0.212,0.212,0,0,0.82,0,0,0,0,0,0.205,0.487,0.0717,0.242,0,1,1,0,125
1,0.256,0.221,0.221,0,0,0.8,0,0,0,0,0,0.244,0.508,0.0512,0.233,0,1,1,0,125
1,0.245,0.23,0.23,0,0,0.8,0,0,0,0,0,0.268,0.517,0.276,0.239,0,1,1,0,125
0.667,0.237,0.221,0.221,0,0.467,0.84,0.579,0.667,0,0,0,0.287,0.525,0.395,0.233,0,1,1,0,125
0.667,0.235,0.258,0.258,0,1,0.84,0.664,0.25,0,0,0,0.339,0.525,0.0857,0.258,0,1,1,0,125
0.667,0.235,0.285,0.285,0,1,0.84,0.55,0,0,0,0,0.387,0.517,0,0.276,0,1,1,0,125
0.667,0.236,0.294,0.294,0,0.183,0.82,0.703,0,0,0,0,0.427,0.533,0.128,0.282,0,1,1,0,125
0.667,0.239,0.359,0.359,0,0,0.88,0.728,0,0,0,0,0.448,0.549,0.128,0.325,0,1,1,0,125
1,0.353,0.488,0.488,0,0,0.96,0.688,0,0,0,0,0.464,0.641,0.128,0.488,0,1,1,0,125
0.667,0.289,0.58,0.58,0,0,1,0.62,0,0,0,0,0.546,0.591,0.257,0.472,0,1,1,0,125
0.667,0.362,0.616,0.616,0,0,0.96,0.628,0,0,0,0,0.718,0.566,0,0.497,0,1,1,0,125
0.667,0.462,0.653,0.653,0,0,0.94,0.499,0,0,0,0,0.844,0.541,0.257,0.521,0,1,1,0,125
1,0.788,0.635,0.635,0,0,0.92,0,0,0,0,0,0.779,0.555,0,0.635,0,1,1,0,125
1,0.397,0.543,0.543,0,0,0.88,0,0,0,0,0,0.492,0.484,0.129,0.448,0,1,1,0,125
1,0.183,0.46,0.46,0,0,0.82,0,0,0,0,0,0.224,0.451,0.252,0.393,0,1,1,0,125
1,0.099,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.443,0.0428,0.331,0,1,1,1,125
1,0.0578,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.446,0,0.285,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0.0428,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.465,0.157,0.258,0,1,1,1,125
1,0.136,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0631,0.462,0.12,0.304,0,1,1,1,125
0.667,0.277,0.432,0.432,0,0,0.8,0,0,0,0,0,0.087,0.5,0,0.374,0,1,1,1,125
0.333,0.162,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.487,0,0.276,0,1,1,1,125
0.333,0.156,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.487,0.214,0.242,0,1,1,1,125
0.333,0.153,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.487,0.0428,0.245,0,1,1,1,125
0.333,0.147,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.491,0.0857,0.248,0,1,1,1,125
0.333,0.143,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.495,0.0428,0.245,0,1,1,1,125
0.333,0.142,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.495,0.214,0.258,0,1,1,1,125
0.333,0.142,0.285,0.285,0,0.217,0.84,0,0,0,0,0,0.198,0.491,0,0.267,0,1,1,1,125
0.667,0.236,0.294,0.294,0,0.25,0.82,0,0,0,0,0,0.222,0.533,0.0857,0.282,0,1,1,1,125
1,0.334,0.359,0.359,0,0,0.88,0,0,0,0,0,0.276,0.592,0.0428,0.359,0,1,1,1,125
1,0.353,0.488,0.488,0,0,0.96,0,0,0,0,0,0.339,0.641,0,0.488,0,1,1,1,125
1,0.408,0.58,0.58,0,0,1,0.401,0.417,0,0,0,0.457,0.653,0.0428,0.58,0,1,1,1,125
1,0.518,0.616,0.616,0,0,0.96,0.696,0.267,0,0,0,0.64,0.616,0.128,0.616,0,1,1,1,125
1,0.668,0.653,0.653,0,0,0.94,0.54,0,0,0,0,0.79,0.579,0.0857,0.653,0,1,1,1,125
1,0.788,0.635,0.635,0,0,0.92,0.535,0,0,0,0,0.749,0.555,0.171,0.635,0,1,1,1,125
1,0.571,0.543,0.543,0,0,0.88,0.542,0,0,0,0,0.453,0.493,0,0.543,0,1,1,1,125
1,0.116,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.458,0,0.325,0,1,1,1,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0.128,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,0,125
0.667,0.05,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.442,0.0982,0.273,0,1,1,0,125
0.667,0.104,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.426,0.291,0.307,0,1,1,0,125
0.667,0.222,0.396,0.396,0,0,0.76,0,0,0.135,0.638,0.133,0.0631,0.459,0.281,0.35,0,1,1,0,125
0,0.0495,0.432,0.432,0,0,0.8,0,0,0,0,0.317,0.087,0.465,0,0.258,0,1,1,0,125
0,0.0495,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.465,0.171,0.258,0,1,1,0,125
0,0.0495,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.465,0.0428,0.258,0,1,1,0,125
0,0.0495,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.465,0,0.258,0,1,1,0,125
0.333,0.147,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.491,0,0.248,0,1,1,0,125
0.333,0.143,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.495,0,0.245,0,1,1,0,125
0.333,0.142,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.495,0,0.258,0,1,1,0,125
0.333,0.142,0.285,0.285,0,0,0.84,0,0,0,0,0,0.198,0.491,0,0.267,0,1,1,0,125
0.333,0.143,0.294,0.294,0,0,0.82,0,0,0,0,0,0.222,0.499,0.128,0.27,0,1,1,0,125
0.333,0.144,0.359,0.359,0,0,0.88,0,0,0,0,0,0.276,0.507,0.3,0.291,0,1,1,0,125
0.667,0.252,0.488,0.488,0,0.217,0.96,0.243,0.167,0,0,0,0.339,0.582,0,0.411,0,1,1,0,125
1,0.289,0.58,0.58,0,0.733,1,0.411,0.517,0,0,0,0.457,0.591,0.257,0.472,0,1,1,0,125
1,0.518,0.616,0.616,0,0,0.96,0.494,0,0,0,0,0.64,0.616,0.0857,0.616,0,1,1,0,125
1,0.668,0.653,0.653,0,0,0.94,0,0,0,0,0,0.79,0.579,0.0857,0.653,0,1,1,0,125
1,0.542,0.635,0.635,0,0,0.92,0,0,0,0,0,0.749,0.525,0.0428,0.509,0,1,1,0,125
1,0.397,0.543,0.543,0,0,0.88,0,0,0,0,0,0.453,0.484,0.324,0.448,0,1,1,0,125
1,0.116,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.458,0.0428,0.325,0,1,1,0,125
1,0.0743,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.454,0.0428,0.294,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,1,125
0.667,0.0495,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0631,0.465,0,0.258,0,1,1,1,125
0.333,0.163,0.432,0.432,0,0.717,0.8,0,0,0,0,0,0.087,0.483,0,0.316,0,1,1,1,125
0.667,0.274,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.508,0,0.294,0,1,1,1,125
0.667,0.263,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.508,0,0.227,0,1,1,1,125
0.333,0.153,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.487,0.0428,0.245,0,1,1,1,125
0,0.0495,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.465,0.214,0.258,0,1,1,1,125
0,0.0495,0.221,0.221,0,0.233,0.84,0,0,0,0,0,0.165,0.465,0.0857,0.258,0,1,1,1,125
0.333,0.142,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.495,0.214,0.258,0,1,1,1,125
0.333,0.142,0.285,0.285,0,0,0.84,0.895,0.683,0,0,0,0.198,0.491,0.128,0.267,0,1,1,1,125
0.333,0.143,0.294,0.294,0,0,0.82,0.672,0,0,0,0,0.222,0.499,0,0.27,0,1,1,1,125
0.333,0.144,0.359,0.359,0,0,0.88,0.204,0,0,0,0,0.276,0.507,0.128,0.291,0,1,1,1,125
0.667,0.252,0.488,0.488,0,0,0.96,0.306,0.167,0,0,0,0.339,0.582,0.3,0.411,0,1,1,1,125
1,0.408,0.58,0.58,0,0,1,0.457,0.75,0,0,0,0.457,0.653,0.214,0.58,0,1,1,1,125
1,0.518,0.616,0.616,0,0,0.96,0.718,0,0,0,0,0.64,0.616,0.182,0.616,0,1,1,1,125
1,0.668,0.653,0.653,0,0,0.94,0.548,0,0,0,0,0.79,0.579,0.0428,0.653,0,1,1,1,125
1,0.542,0.635,0.635,0,0,0.92,0.784,0,0,0,0,0.749,0.525,0.2,0.509,0,1,1,1,125
1,0.223,0.543,0.543,0,0,0.88,0.353,0,0,0,0,0.453,0.475,0.0992,0.353,0,1,1,1,125
1,0.116,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.458,0.0686,0.325,0,1,1,1,125
1,0.0743,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.454,0.0813,0.294,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,0,125
1,0.136,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0631,0.462,0.149,0.304,0,1,1,0,125
1,0.277,0.432,0.432,0,0,0.8,0,0,0,0,0,0.087,0.5,0.316,0.374,0,1,1,0,125
1,0.274,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.508,0.0846,0.294,0,1,1,0,125
0.667,0.156,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.487,0,0.242,0,1,1,0,125
0.667,0.153,0.221,0.221,0,0,0.8,0,0,0,0,0,0.141,0.487,0.244,0.245,0,1,1,0,125
0.667,0.147,0.23,0.23,0,0,0.8,0,0,0,0,0,0.157,0.491,0.124,0.248,0,1,1,0,125
0.333,0.0495,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.465,0.0857,0.258,0,1,1,0,125
0.333,0.142,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.495,0.128,0.258,0,1,1,0,125
0.667,0.235,0.285,0.285,0,0,0.84,0,0,0,0,0,0.198,0.517,0,0.276,0,1,1,0,125
1,0.329,0.294,0.294,0,0,0.82,0,0,0,0,0,0.222,0.567,0.204,0.294,0,1,1,0,125
1,0.334,0.359,0.359,0,0,0.88,0,0,0,0,0,0.276,0.592,0,0.359,0,1,1,0,125
0.667,0.252,0.488,0.488,0,0.217,0.96,0,0,0,0,0,0.339,0.582,0.214,0.411,0,1,1,0,125
0.667,0.289,0.58,0.58,0,0.983,1,0,0,0,0,0,0.457,0.591,0.171,0.472,0,1,1,0,125
0.667,0.362,0.616,0.616,0,0,0.96,0,0,0,0,0,0.64,0.566,0.214,0.497,0,1,1,0,125
0.667,0.462,0.653,0.653,0,0,0.94,0,0,0,0,0,0.79,0.541,0.128,0.521,0,1,1,0,125
0.333,0.296,0.635,0.635,0,0,0.92,0,0,0,0,0,0.749,0.495,0,0.383,0,1,1,0,125
1,0.571,0.543,0.543,0,0,0.88,0,0,0,0,0,0.453,0.493,0.3,0.543,0,1,1,0,125
1,0.116,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.458,0.206,0.325,0,1,1,0,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0805,0.465,0.171,0.258,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0392,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0196,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0152,0.465,0,0.258,0,1,1,1,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,1,125
1,0.0768,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0392,0.446,0.234,0.282,0,1,1,1,125
1,0.222,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0631,0.459,0.262,0.35,0,1,1,1,125
1,0.277,0.432,0.432,0,0,0.8,0,0,0,0,0,0.087,0.5,0.101,0.374,0,1,1,1,125
1,0.274,0.313,0.313,0,0,0.82,0,0,0,0,0,0.107,0.508,0.279,0.294,0,1,1,1,125
0.333,0.156,0.212,0.212,0,0,0.82,0,0,0,0,0,0.126,0.487,0.296,0.242,0,1,1,1,125
0.667,0.256,0.221,0.221,0,0.217,0.8,0,0,0,0,0,0.141,0.508,0.13,0.233,0,1,1,1,125
0.333,0.147,0.23,0.23,0,0.733,0.8,0,0,0,0,0,0.157,0.491,0.0857,0.248,0,1,1,1,125
0.333,0.143,0.221,0.221,0,0,0.84,0,0,0,0,0,0.165,0.495,0.413,0.245,0,1,1,1,125
0.667,0.235,0.258,0.258,0,0,0.84,0,0,0,0,0,0.187,0.525,0.458,0.258,0,1,1,1,125
0.667,0.235,0.285,0.285,0,0,0.84,0,0,0,0,0,0.198,0.517,0.318,0.276,0,1,1,1,125
0.667,0.236,0.294,0.294,0,0,0.82,0,0,0,0,0,0.222,0.533,0,0.282,0,1,1,1,125
0.667,0.239,0.359,0.359,0,0,0.88,0,0,0,0,0,0.276,0.549,0.0428,0.325,0,1,1,1,125
1,0.353,0.488,0.488,0,0.467,0.96,0.516,0.667,0.357,0.638,0.383,0.339,0.641,0.0857,0.488,0,1,1,1,125
1,0.408,0.58,0.58,0,0,1,0.486,0.683,0.51,0,0.283,0.457,0.653,0,0.58,0,1,1,1,125
1,0.518,0.616,0.616,0,0,0.96,0.185,0.0167,0,0,0,0.64,0.616,0,0.616,0,1,1,1,125
1,0.668,0.653,0.653,0,0,0.94,0.61,0.667,0,0,0,0.79,0.579,0.0428,0.653,0,1,1,1,125
1,0.788,0.635,0.635,0,0,0.92,0,0.0167,0,0,0,0.749,0.555,0.0428,0.635,0,1,1,1,125
1,0.223,0.543,0.543,0,0,0.88,0,0,0,0,0,0.453,0.475,0.171,0.353,0,1,1,1,125
1,0.0495,0.46,0.46,0,0,0.82,0,0,0,0,0,0.196,0.465,0.128,0.258,0,1,1,1,125
1,0.0495,0.368,0.368,0,0,0.8,0,0,0,0,0,0.0957,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.78,0,0,0,0,0,0.0479,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.34,0.34,0,0,0.76,0,0,0,0,0,0.0261,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.74,0,0,0,0,0,0.0174,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.304,0.304,0,0,0.72,0,0,0,0,0,0.0239,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.331,0.331,0,0,0.72,0,0,0,0,0,0.0305,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.396,0.396,0,0,0.76,0,0,0,0,0,0.0522,0.465,0,0.258,0,1,1,0,125
1,0.0495,0.432,0.432,0,0,0.8,0,0,0,0,0,0.0936,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.313,0.313,0,0,0.82,0,0,0,0,0,0.155,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.212,0.212,0,0,0.82,0,0,0,0,0,0.205,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.221,0.221,0,0,0.8,0,0,0,0,0,0.244,0.465,0,0.258,0,1,1,0,125
0.667,0.0495,0.23,0.23,0,0,0.8,0,0,0,0,0,0.268,0.465,0,0.258,0,1,1,0,125
0.667,0.237,0.221,0.221,0,0,0.84,0,0,0,0,0,0.287,0.525,0,0.233,0,1,1,0,125
0.667,0.235,0.258,0.258,0,0,0.84,0.703,0.917,0,0,0,0.339,0.525,0,0.258,0,1,1,0,125
0.667,0.235,0.285,0.285,0,0,0.84,0,0,0,0,0,0.387,0.517,0,0.276,0,1,1,0,125
0.667,0.236,0.294,0.294,0,0,0.82,0,0,0,0,0,0.427,0.533,0.214,0.282,0,1,1,0,125
