occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,heating_setpoint,cooling_setpoint
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0513,0.0513,0,0,0,0,0.281,0.608,0.02,0,0,0.0682,0,0
1,0.117,0.117,0.117,0,0,0,0.14,0.654,0.0362,0,0,0.172,0,0
1,0.253,0.253,0.65,0.0833,0,0,0.14,0.68,0.0551,0.65,0,0.103,0,0
0.667,0.183,0.183,0,0.583,0,0,0.281,0.64,0.0449,0,0,0.0463,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.278,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.185,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0664,0,0,0.278,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.647,0.0724,0,0,0,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.0759,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.66,0.0982,0,0,0.139,0,0
0.333,0.234,0.234,0.25,0,0,0,0.281,0.679,0.12,0,0,0.0926,0,0
1,0.798,0.798,0,0,0.298,0,0,0.973,0.402,0,0,0,0,0
1,0.979,0.979,0,0,0,0.567,0,0.993,0.541,0,0.224,0.0463,0,0
1,0.991,0.991,0,0,0,0.517,0,0.973,0.758,0,0.0816,0,0,0
1,0.565,0.565,0.367,0,0,0,0.14,0.81,0.629,0,0,0,0,0
1,0.43,0.43,0.4,0,0,0,0.14,0.758,0.596,0,0,0.24,0,0
1,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0.25,0,0,0,0.421,0.562,0.0181,0,0,0.172,0,0
1,0.343,0.343,0.0333,0,0,0,0.14,0.732,0.168,0,0,0.162,-1,1
0.667,0.334,0.334,0.217,0,0,0,0.14,0.732,0.198,0,0,0.0349,-1,1
0.667,0.322,0.322,0.25,0,0,0,0.14,0.732,0.217,0,0,0,-1,1
0.667,0.313,0.313,0,0,0,0,0.14,0.732,0.233,0,0,0,-1,1
1,0.441,0.441,0,0,0,0,0,0.818,0.402,0,0,0.231,-1,1
1,0.315,0.315,0,0,0.277,0,0.14,0.732,0.312,0,0,0,-1,1
1,0.343,0.343,0,0,0.0213,0.267,0.14,0.758,0.343,0,0.359,0.139,-1,1
1,0.418,0.418,0.25,0,0,0,0.14,0.797,0.36,0,0.111,0.278,-1,1
1,0.548,0.548,0,0,0,0,0.14,0.836,0.372,0,0,0.278,0,0
1,0.669,0.669,0,0,0,0,0.14,0.849,0.437,0,0,0.185,0,0
1,0.991,0.991,0,0.292,0,0,0,0.973,0.851,0.774,0,0.0926,0,0
1,0.823,0.823,0,0.375,0,0,0,0.934,1,0,0,0.231,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.923,0,0,0.231,0,0
1,0.374,0.374,0,0,0,0,0.14,0.706,0.394,0,0,0.139,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.101,0,0,0,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0499,0,0,0,0,0
1,0.0578,0.0578,0,0,0,0,0.281,0.608,0.031,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.281,0.608,0.0224,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0513,0.0513,0,0,0,0,0.281,0.608,0.0215,0,0,0,0,0
1,0.0833,0.0833,0,0,0,0,0.281,0.608,0.0241,0,0,0.0463,0,0
1,0.151,0.151,0,0,0,0,0.281,0.621,0.0327,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.433,0,0
1,0.192,0.192,0,0,0,0,0.281,0.647,0.0731,0,0,0.508,0,0
1,0.343,0.343,0,0,0,0,0.14,0.732,0.168,0,0,0.236,-1,1
0.667,0.334,0.334,0,0,0,0,0.14,0.732,0.198,0,0,0.481,-1,1
0.667,0.322,0.322,0,0,0,0,0.14,0.732,0.217,0,0,0.424,-1,1
0.667,0.313,0.313,0,0,0,0,0.14,0.732,0.233,0,0,0,-1,1
0.667,0.311,0.311,0,0,0,0,0.14,0.732,0.274,0,0,0,-1,1
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.165,0,0,0.0463,-1,1
0.333,0.196,0.196,0,0,0,0,0.281,0.66,0.18,0,0,0.338,-1,1
0.667,0.418,0.418,0.25,0,0,0,0.14,0.797,0.36,0,0,0.139,-1,1
0.667,0.548,0.548,0,0,0,0,0.14,0.836,0.372,0,0,0.139,0,0
0.667,0.669,0.669,0,0,0,0,0.14,0.849,0.437,0,0,0.0463,0,0
0.667,0.677,0.677,0,0,0,0,0.14,0.836,0.573,0.156,0,0.0926,0,0
0.667,0.565,0.565,0,0.604,0,0,0.14,0.81,0.673,0.826,0,0.0463,0,0
1,0.621,0.621,0,0.0625,0,0,0,0.857,0.923,0.0808,0,0.373,0,0
1,0.536,0.536,0,0,0,0,0,0.779,0.582,0,0,0.287,0,0
1,0.183,0.183,0,0,0,0,0.14,0.667,0.183,0,0,0,0,0
1,0.099,0.099,0,0,0,0,0.14,0.654,0.0689,0,0,0,0,0
1,0.0578,0.0578,0,0,0,0,0.281,0.608,0.026,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0902,0,0
1,0.0495,0.0495,0,0,0,0,0.281,0.608,0.0166,0,0,0.117,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0463,0,0
1,0.0833,0.0833,0,0,0,0,0.281,0.608,0.026,0,0,0.247,0,0
1,0.355,0.355,0.25,0,0,0,0,0.74,0.0747,0.465,0,0.13,0,0
1,0.449,0.449,0,1,0,0,0,0.798,0.103,0.542,0,0.509,0,0
1,0.477,0.477,0,0,0.298,0,0,0.818,0.126,0.474,0,0.427,0,0
1,0.49,0.49,0,0,0,0.817,0,0.818,0.149,0,0.521,0.333,0,0
0.667,0.334,0.334,0,0,0,0.267,0.14,0.732,0.117,0,0.352,0.272,0,0
0.667,0.322,0.322,0,0,0,0,0.14,0.732,0.129,0,0,0.495,0,0
0.333,0.0495,0.0495,0,0,0.617,0,0.421,0.562,0.0159,0,0.116,0.0463,0,0
0.333,0.18,0.18,0,0,0,0.817,0.281,0.647,0.0845,0,0.521,0.0463,0,0
0.667,0.315,0.315,0,0,0,0,0.14,0.732,0.162,0,0.393,0,0,0
1,0.49,0.49,0,0,0,0,0,0.857,0.263,0,0.641,0.324,0,0
1,0.602,0.602,0,0,0,0,0,0.915,0.327,0,0.513,0,0,0
1,0.798,0.798,0.25,0,0,0,0,0.973,0.402,0,0.145,0.0926,0,0
1,0.979,0.979,0,0,0,0,0,0.993,0.541,0,0,0.0463,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0.185,0,0
1,0.565,0.565,0,0,0,0,0.14,0.81,0.629,0,0,0.0926,0,0
1,0.43,0.43,0,0,0,0,0.14,0.758,0.596,0,0,0.185,0,0
1,0.374,0.374,0,0,0,0,0.14,0.706,0.363,0,0,0,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0912,0,0
1,0.0833,0.0833,0,0,0,0,0.281,0.608,0.026,0,0,0.124,0,0
0.667,0.151,0.151,0,0,0,0,0.281,0.621,0.0355,0,0,0.19,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0527,0,0,0,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.278,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0664,0,0,0,0,0
0.333,0.186,0.186,0,0,0,0,0.281,0.647,0.0724,0,0,0,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.0759,0,0,0.185,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.0845,0,0,0,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0,0,0,0
0.333,0.196,0.196,0.617,0,0,0,0.281,0.66,0.0982,0,0,0.0463,0,0
0.333,0.234,0.234,0.15,0,0,0,0.281,0.679,0.12,0,0,0.185,0,0
1,0.798,0.798,0.117,0,0,0,0,0.973,0.402,0,0,0.0926,0,0
1,0.979,0.979,0.4,0,0,0,0,0.993,0.541,0,0,0.231,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0.185,0,0
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0.0926,0,0
1,0.43,0.43,0,0,0,0,0.14,0.758,0.596,0,0,0.158,0,0
1,0.374,0.374,0,0,0,0,0.14,0.706,0.363,0,0,0,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0424,0,0,0.0926,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.163,0,0
1,0.0833,0.0833,0,0,0,0,0.281,0.608,0.026,0,0,0.243,0,0
1,0.253,0.253,0,0,0,0,0.14,0.68,0.0551,0,0,0.0899,0,0
0.333,0.183,0.183,0,0,0,0,0.281,0.64,0.0449,0,0,0.123,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0527,0,0,0.272,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.479,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0664,0,0,0.251,0,0
0,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0463,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.0759,0,0,0.0463,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.0845,0,0,0,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0,0.185,0,0
0.667,0.343,0.343,0,0,0,0,0.14,0.758,0.181,0,0,0.185,0,0
0.667,0.418,0.418,0,0,0,0,0.14,0.797,0.224,0,0,0.306,0,0
1,0.798,0.798,0,0,0,0,0,0.973,0.402,0,0,0.503,0,0
1,0.979,0.979,0,0,0,0,0,0.993,0.541,0,0,0.0644,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0.139,0,0
1,0.823,0.823,0.25,0.0833,0,0,0,0.934,0.936,0.512,0,0.231,0,0
1,0.24,0.24,0,0.583,0,0,0.281,0.66,0.306,0.596,0,0,0,0
1,0.212,0.212,0,0,0,0,0.281,0.634,0.189,0.754,0,0.0926,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0.355,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0926,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.185,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.441,0,0
1,0.0833,0.0833,0,0,0,0,0.281,0.608,0.026,0,0,0.74,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0527,0,0,0,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.647,0.0604,0,0,0.0463,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0664,0,0,0,0,0
0.667,0.322,0.322,0,0,0,0,0.14,0.732,0.129,0,0,0.139,0,0
0.333,0.181,0.181,0,0,0.0638,0,0.281,0.647,0.0759,0,0,0,0,0
0.667,0.311,0.311,0,0,0.553,0.0667,0.14,0.732,0.153,0,0.378,0.0463,0,0
0.667,0.315,0.315,0,0,0,1,0.14,0.732,0.162,0,0.861,0,0,0
0.333,0.196,0.196,0,0,0,0.0167,0.281,0.66,0.0982,0,0.598,0.0926,0,0
0.333,0.234,0.234,0,0,0,0,0.281,0.679,0.12,0,0.154,0,0,0
0.333,0.299,0.299,0.25,0,0,0,0.281,0.699,0.145,0,0,0.0463,0,0
0.333,0.359,0.359,0,0,0,0,0.281,0.705,0.191,0,0,0.239,0,0
0.667,0.677,0.677,0,0,0,0,0.14,0.836,0.51,0,0,0.37,0,0
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0.0926,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.887,0,0,0,0,0
1,0.374,0.374,0,0,0,0,0.14,0.706,0.363,0,0,0.231,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0.0463,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0424,0,0,0.0926,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.0463,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0,0,0
0.667,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0159,0,0,0.484,0,0
0.667,0.316,0.316,0,0,0,0,0.14,0.719,0.074,0,0,0.111,0,0
0.333,0.192,0.192,0,0,0,0,0.281,0.647,0.0527,0,0,0,0,0
0.333,0.196,0.196,0,0,0.702,0,0.281,0.647,0.0604,0,0,0,0,0
0.333,0.192,0.192,0,0,0.213,0.333,0.281,0.647,0.0664,0,0.607,0.185,0,0
0.333,0.186,0.186,0,0,0,0.75,0.281,0.647,0.0724,0,0.619,0.417,0,0
0.333,0.181,0.181,0,0,0,0,0.281,0.647,0.0759,0,0.711,0.231,0,0
0.333,0.18,0.18,0,0,0,0,0.281,0.647,0.0845,0,0.543,0.0463,0,0
0.333,0.182,0.182,0,0,0,0,0.281,0.647,0.0888,0,0.381,0.0463,0,0
0.333,0.196,0.196,0,0,0,0,0.281,0.66,0.0982,0,0,0,0,0
0.333,0.234,0.234,0.767,0,0,0,0.281,0.679,0.12,0,0,0.0463,0,0
0.333,0.299,0.299,0,0,0,0,0.281,0.699,0.145,0,0,0.185,0,0
1,0.979,0.979,0,0,0,0,0,0.993,0.541,0,0,0,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.758,0,0,0.231,0,0
1,0.823,0.823,0,0,0,0,0,0.934,0.936,0,0,0.0463,0,0
1,0.621,0.621,0,0,0,0,0,0.857,0.887,0,0,0.268,0,0
1,0.374,0.374,0,0,0,0,0.14,0.706,0.363,0,0,0.131,0,0
1,0.116,0.116,0,0,0,0,0.281,0.614,0.0879,0,0,0.0463,0,0
1,0.0743,0.0743,0,0,0,0,0.281,0.608,0.0499,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.0463,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0,0,0
1,0.0495,0.0495,0,0,0,0,0.421,0.562,0.0181,0,0,0.336,-1,1
1,0.334,0.334,0,0,0,0,0.14,0.732,0.198,0,0,0,-1,1
0.667,0.322,0.322,0,0.292,0.617,0,0.14,0.732,0.217,0.715,0.102,0,-1,1
0.667,0.313,0.313,0,0.0417,0,0.733,0.14,0.732,0.233,0,0.78,0,-1,1
0.667,0.311,0.311,0,0,0,0.0833,0.14,0.732,0.274,0,0.325,0,-1,1
0.667,0.315,0.315,0,0,0,0,0.14,0.732,0.312,0,0.402,0.0463,-1,1
0.667,0.343,0.343,0,0,0,0,0.14,0.758,0.343,0,0.45,0,-1,1
0.667,0.418,0.418,0,0,0,0,0.14,0.797,0.36,0,0.494,0.278,-1,1
1,0.798,0.798,0.25,0,0,0,0,0.973,0.549,0,0.68,0.231,0,0
1,0.979,0.979,0,0,0,0,0,0.993,0.647,0,0.436,0.0463,0,0
1,0.991,0.991,0,0,0,0,0,0.973,0.851,0,0.291,0.231,0,0
1,0.823,0.823,0,0,0,0,0,0.934,1,0,0.436,0.535,0,0
0.667,0.43,0.43,0,0,0,0,0.14,0.758,0.621,0,0,0.466,0,0
1,0.536,0.536,0,0,0,0,0,0.779,0.582,0,0,0.286,0,0
