Dependency=AHS Region	Dependency=Clothes Washer Presence	Dependency=Geometry Building Type RECS	Dependency=Heating Fuel	Dependency=Usage Level	Option=Electric, 80% Usage	Option=Electric, 100% Usage	Option=Electric, 120% Usage	Option=Gas, 80% Usage	Option=Gas, 100% Usage	Option=Gas, 120% Usage	Option=None	Option=Propane, 80% Usage	Option=Propane, 100% Usage	Option=Propane, 120% Usage	source_count	source_weight	sampling_probability
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	None	High	0	0	0.546556	0	0	0.453444	0	0	0	0	0.5	860.973	0.000586838
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Other Fuel	High	0	0	0.25	0	0	0.25	0.25	0	0	0.25	0	0	2.46578e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 2 - 4 Units	Propane	High	0	0	0.25	0	0	0.25	0.25	0	0	0.25	0	0	0.000144513
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Electricity	High	0	0	0.582704	0	0	0.390301	0.019212	0	0	0.007783	33.25	57264.1	0.0167167
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Fuel Oil	High	0	0	0.25	0	0	0.25	0.25	0	0	0.25	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Natural Gas	High	0	0	0.308859	0	0	0.652298	0.038843	0	0	0	25.75	42741.1	0.0150728
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	None	High	0	0	0.858775	0	0	0.141225	0	0	0	0	0.75	1072.16	0.00172099
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Other Fuel	High	0	0	1	0	0	0	0	0	0	0	0.25	488.154	3.40715e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Multi-Family with 5+ Units	Propane	High	0	0	1	0	0	0	0	0	0	0	0.25	455.973	0.000182607
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Electricity	High	0	0	0.278878	0	0	0.658079	0.063043	0	0	0	13.75	24143.4	0.0027852
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Fuel Oil	High	0	0	0.25	0	0	0.25	0.25	0	0	0.25	0	0	1.63714e-06
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Natural Gas	High	0	0	0.181532	0	0	0.789902	0.028566	0	0	0	28	47464.6	0.00709341
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	None	High	0	0	0	0	0	0.665611	0.334389	0	0	0	0.75	1420.71	0.000607817
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Other Fuel	High	0	0	0.25	0	0	0.25	0.25	0	0	0.25	0	0	1.75309e-05
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Attached	Propane	High	0	0	0	0	0	0	0	0	0	1	0.5	928.954	0.000194596
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Electricity	High	0	0	0.326645	0	0	0.646866	0.023017	0	0	0.003472	76.75	136810	0.0156682
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Fuel Oil	High	0	0	0.25	0	0	0.25	0.25	0	0	0.25	0	0	0
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Natural Gas	High	0	0	0.163272	0	0	0.821355	0.015374	0	0	0	205.75	369936	0.0680371
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	None	High	0	0	0.208031	0	0	0.666386	0.125583	0	0	0	3.5	6193.56	0.00286177
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Other Fuel	High	0	0	0.333956	0	0	0.666044	0	0	0	0	2.25	4161.82	0.000796868
CBSA Los Angeles-Long Beach-Anaheim, CA	Yes	Single-Family Detached	Propane	High	0	0	0.170401	0	0	0	0	0	0	0.829599	2	3220.78	0.000930116
# Created by: sources\ahs\2017\tsv_maker.py
# Source: Constructed using 2017 American Housing Survey (AHS) microdata.
# Source: Core Based Statistical Area (CBSA) data based on the Feb 2013 CBSA delineation file.
# Downselected: This characteristic was downselected from project_national.
