"DOEID","REPORTABLE_DOMAIN","DIVISION","HDD30YR","CDD30YR","TMY3_ID","ProvState","Station","HDD65_Annual","CDD65_Annual"
6478,21,7,2505,2391,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
6479,23,8,4828,1427,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
6480,1,1,5771,730,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
6481,5,2,5176,984,"725118","PA","HARRISBURG/CAPITAL","5108.4","1056.6"
6482,26,10,2488,1518,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6483,26,10,1055,882,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6484,17,5,1191,2656,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
6485,26,10,2306,444,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6486,16,5,2322,1980,"723013","NC","WILMINGTON","2444.4","2030.4"
6487,7,3,4528,1409,"724320","IN","EVANSVILLE REGIONAL","4424.4","1436.4"
6488,7,3,5765,820,"725240","OH","CLEVELAND","5850","774"
6489,4,2,6510,411,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
6490,17,5,108,4449,"722020","FL","MIAMI","126","4537.8"
6491,5,2,5295,1008,"725118","PA","HARRISBURG/CAPITAL","5108.4","1056.6"
6492,2,1,6172,688,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
6493,10,4,8821,436,"727530","ND","FARGO/HECTOR FIELD","8728.2","554.4"
6494,26,10,2178,1694,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
6495,3,2,7102,416,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
6496,22,8,5467,859,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
6497,26,10,2741,152,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
6498,11,4,5041,1350,"724560","KS","TOPEKA/BILLARD MUNI","4901.4","1445.4"
6499,26,10,2339,1443,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6500,26,10,1417,1229,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6501,12,4,4815,1439,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
6502,13,5,3798,1525,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
6503,5,2,5773,695,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
6504,2,1,5627,761,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
6505,15,5,2943,1759,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
6506,26,10,2408,1567,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6507,13,5,4842,797,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
6508,6,3,6117,906,"725300","IL","CHICAGO/O'HARE ARPT","6208.2","864"
6509,16,5,3615,1440,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
6510,2,1,6953,373,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
6511,17,5,164,4286,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
6512,14,5,4440,1362,"724250","WV","HUNTINGTON/TRI STAT","4426.2","1155.6"
6513,3,2,4586,1187,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
6514,27,10,4413,349,"726940","OR","SALEM/MCNARY","4532.4","313.2"
6515,6,3,6617,814,"725430","IL","GREATER ROCKFORD","6607.8","775.8"
6516,7,3,5251,1086,"724280","OH","COLUMBUS/PORT COLUM","5254.2","1015.2"
6517,2,1,5898,750,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
6518,7,3,5641,929,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
6519,15,5,3584,1361,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
6520,15,5,2770,1740,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
6521,26,10,1084,1287,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6522,21,7,2165,2904,"722560","TX","WACO RGNL","2010.6","2856.6"
6523,17,5,589,3354,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6524,21,7,1360,3171,"722430","TX","HOUSTON/INTERCONTIN","1371.6","3058.2"
6525,26,10,1287,733,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6526,3,2,5153,1103,"725118","PA","HARRISBURG/CAPITAL","5108.4","1056.6"
6527,11,4,5384,1291,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
6528,10,4,7286,667,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
6529,20,7,3970,1692,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
6530,23,8,5704,1089,"726810","ID","BOISE MUNICIPAL","5452.2","957.6"
6531,10,4,6838,756,"725480","IA","WATERLOO MUNICIPAL","6987.6","775.8"
6532,2,1,6371,603,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6533,18,6,4212,1189,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
6534,16,5,3077,1810,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
6535,26,10,1526,593,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
6536,3,2,6605,547,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
6537,17,5,1332,2696,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
6538,21,7,1371,3026,"722430","TX","HOUSTON/INTERCONTIN","1371.6","3058.2"
6539,26,10,1383,2038,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
6540,10,4,5507,1169,"725720","UT","SALT LAKE CITY INTL","5506.2","1218.6"
6541,14,5,4184,1311,"724250","WV","HUNTINGTON/TRI STAT","4426.2","1155.6"
6542,10,4,8494,473,"726550","MN","ST. CLOUD MUNICIPAL","8424","477"
6543,12,4,5540,1131,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
6544,12,4,4969,1210,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6545,18,6,2942,1886,"723230","AL","HUNTSVILLE/MADISON","3092.4","1819.8"
6546,5,2,5890,705,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
6547,22,8,6628,435,"727850","WA","SPOKANE INTL ARPT","6627.6","433.8"
6548,11,4,4670,1471,"724560","KS","TOPEKA/BILLARD MUNI","4901.4","1445.4"
6549,2,1,5696,743,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
6550,5,2,5781,682,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
6551,16,5,3293,1652,"723060","NC","RALEIGH/RALEIGH-DUR","3274.2","1666.8"
6552,26,10,2192,1684,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
6553,26,10,1571,817,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6554,27,10,5150,749,"726880","OR","PENDLETON MUNICIPAL","5193","657"
6555,18,6,4316,1152,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
6556,17,5,193,3957,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
6557,18,6,4371,1319,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
6558,2,1,6498,638,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6559,27,10,4763,117,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
6560,10,4,7627,589,"725485","IA","MASON CITY MUNI","7536.6","626.4"
6561,26,10,1708,880,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6562,26,10,1618,960,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6563,8,3,7105,481,"726387","MI","CHERRY CAPITAL","7255.8","469.8"
6564,14,5,4171,1545,"724250","WV","HUNTINGTON/TRI STAT","4426.2","1155.6"
6565,23,8,5569,1098,"726810","ID","BOISE MUNICIPAL","5452.2","957.6"
6566,17,5,2007,2135,"722255","GA","COLUMBUS METROPOLIT","2082.6","2338.2"
6567,3,2,4573,1161,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6568,14,5,4722,1176,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
6569,3,2,6155,798,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
6570,2,1,6192,614,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6571,3,2,4672,1160,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
6572,20,7,1484,2821,"722400","LA","LAKE CHARLES MUNI","1452.6","2806.2"
6573,3,2,8297,137,"726223","NY","MASSENA INTL RICHAR","7930.8","417.6"
6574,26,10,1334,1369,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6575,1,1,5508,774,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
6576,21,7,2843,2253,"723510","TX","WICHITA FALLS/SHEPS","2811.6","2455.2"
6577,23,8,5939,969,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
6578,26,10,1311,1392,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6579,26,10,3526,35,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
6580,5,2,5372,905,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
6581,25,9,4344,1096,"723676","NM","TUCUMCARI AP","4167","1411.2"
6582,3,2,7820,354,"726223","NY","MASSENA INTL RICHAR","7930.8","417.6"
6583,12,4,4838,1196,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6584,19,6,3241,1857,"723240","TN","CHATTANOOGA/LOVELL","3144.6","1762.2"
6585,19,6,3247,1740,"723240","TN","CHATTANOOGA/LOVELL","3144.6","1762.2"
6586,8,3,6330,765,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
6587,8,3,6225,792,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
6588,26,10,2268,628,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6589,12,4,5069,1307,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
6590,3,2,5542,869,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
6591,11,4,6336,989,"725560","NE","NORFOLK/KARL STEFAN","6458.4","955.8"
6592,26,10,2100,2982,"723815","CA","BARSTOW DAGGETT","2005.2","3106.8"
6593,26,10,1591,797,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6594,21,7,992,3350,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
6595,9,3,7520,397,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
6596,6,3,7017,623,"726410","WI","MADISON/DANE COUNTY","7104.6","619.2"
6597,21,7,1491,3138,"722530","TX","SAN ANTONIO INTL","1418.4","3157.2"
6598,19,6,3487,1884,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
6599,17,5,527,3639,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6600,12,4,4677,1422,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
6601,10,4,6294,950,"725460","IA","DES MOINES INTL","6172.2","1033.2"
6602,17,5,533,3557,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6603,26,10,2370,1401,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6604,3,2,4846,1152,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6605,6,3,6627,774,"725430","IL","GREATER ROCKFORD","6607.8","775.8"
6606,21,7,2187,2742,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
6607,17,5,189,4152,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
6608,11,4,6692,768,"725620","NE","NORTH PLATTE/LEE BI","6460.2","817.2"
6609,18,6,4431,1298,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
6610,6,3,6214,933,"725300","IL","CHICAGO/O'HARE ARPT","6208.2","864"
6611,19,6,3817,1661,"723260","TN","KNOXVILLE MUNICIPAL","3594.6","1513.8"
6612,26,10,1089,848,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6613,2,1,6399,595,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6614,15,5,3089,1680,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
6615,3,2,4588,1187,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
6616,26,10,1450,1949,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
6617,26,10,2126,507,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6618,17,5,1575,2613,"722140","FL","TALLAHASSEE MUNICIP","1553.4","2599.2"
6619,26,10,1210,1267,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6620,27,10,4491,236,"726940","OR","SALEM/MCNARY","4532.4","313.2"
6621,27,10,4736,939,"725970","OR","MEDFORD-JACKSON COU","4264.2","833.4"
6622,26,10,2486,1519,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6623,14,5,4280,1416,"724250","WV","HUNTINGTON/TRI STAT","4426.2","1155.6"
6624,7,3,5368,968,"724280","OH","COLUMBUS/PORT COLUM","5254.2","1015.2"
6625,26,10,2223,440,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6626,3,2,5675,593,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
6627,22,8,6589,443,"727850","WA","SPOKANE INTL ARPT","6627.6","433.8"
6628,12,4,4599,1507,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
6629,3,2,6046,712,"725210","OH","AKRON_AKRON-CANTON","6053.4","687.6"
6630,26,10,2284,618,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6631,26,10,1110,827,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6632,26,10,1494,1538,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6633,22,8,6345,548,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
6634,10,4,7550,697,"725485","IA","MASON CITY MUNI","7536.6","626.4"
6635,15,5,3680,1321,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
6636,8,3,7095,501,"726387","MI","CHERRY CAPITAL","7255.8","469.8"
6637,7,3,5374,1019,"724280","OH","COLUMBUS/PORT COLUM","5254.2","1015.2"
6638,17,5,199,4373,"722020","FL","MIAMI","126","4537.8"
6639,26,10,864,1719,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6640,7,3,5962,872,"725330","IN","FORT WAYNE/BAER FLD","5990.4","824.4"
6641,11,4,5082,1455,"724560","KS","TOPEKA/BILLARD MUNI","4901.4","1445.4"
6642,8,3,7154,488,"726387","MI","CHERRY CAPITAL","7255.8","469.8"
6643,14,5,5189,798,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
6644,2,1,6505,583,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
6645,8,3,6492,696,"726350","MI","GRAND RAPIDS/KENT C","6615","639"
6646,20,7,1492,2805,"722400","LA","LAKE CHARLES MUNI","1452.6","2806.2"
6647,2,1,6462,536,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6648,26,10,2891,1800,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6649,17,5,1454,2639,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
6650,5,2,5442,886,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
6651,21,7,1566,2783,"722317","LA","BATON ROUGE METRO R","1573.2","2709"
6652,27,10,7045,123,"726830","OR","BURNS MUNI (AMOS)","7533","235.8"
6653,15,5,3004,1776,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
6654,9,3,7868,439,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
6655,17,5,300,3948,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
6656,12,4,5068,1379,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
6657,11,4,5046,1358,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
6658,26,10,1650,932,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6659,3,2,4847,1074,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6660,3,2,4783,1124,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6661,26,10,2552,1596,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6662,26,10,1612,409,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
6663,3,2,4645,1168,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6664,3,2,6817,425,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
6665,8,3,5893,924,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
6666,2,1,6272,691,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6667,9,3,6945,547,"726410","WI","MADISON/DANE COUNTY","7104.6","619.2"
6668,27,10,0,3761,"725970","OR","MEDFORD-JACKSON COU","4264.2","833.4"
6669,26,10,2441,1547,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6670,21,7,838,3937,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
6671,1,1,5251,856,"725040","CT","BRIDGEPORT/IGOR I.","5274","829.8"
6672,1,1,5714,836,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
6673,20,7,3675,1923,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
6674,3,2,6475,576,"725190","NY","SYRACUSE/HANCOCK","6577.2","594"
6675,3,2,5724,774,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
6676,21,7,2191,2665,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
6677,27,10,2,4422,"725970","OR","MEDFORD-JACKSON COU","4264.2","833.4"
6678,4,2,4844,1027,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
6679,15,5,3155,1690,"723080","VA","NORFOLK INTL ARPT","3229.2","1699.2"
6680,13,5,4734,855,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
6681,22,8,5506,596,"724699","CO","BOULDER-BROOMFIELD-JEFFERSON COUNTY AP","5749.2","689.4"
6682,21,7,2833,2261,"723510","TX","WICHITA FALLS/SHEPS","2811.6","2455.2"
6683,17,5,983,2705,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
6684,27,10,4810,152,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
6685,14,5,4171,1536,"724060","MD","BALTIMORE-WASHINGTO","4552.2","1261.8"
6686,6,3,5470,1131,"724390","IL","SPRINGFIELD/CAPITAL","5360.4","1137.6"
6687,11,4,4727,1658,"724500","KS","WICHITA/MID-CONTINE","4464","1681.2"
6688,7,3,5775,925,"725240","OH","CLEVELAND","5850","774"
6689,7,3,6376,766,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
6690,5,2,5626,774,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
6691,12,4,4968,1339,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6692,8,3,6678,580,"725390","MI","LANSING/CAPITAL CIT","6814.8","574.2"
6693,3,2,6568,589,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
6694,22,8,5511,847,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
6695,16,5,3213,1710,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
6696,17,5,564,3555,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6697,21,7,2544,2541,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
6698,11,4,4956,1463,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
6699,26,10,1254,744,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
6700,18,6,1658,2569,"722230","AL","MOBILE/BATES FIELD","1652.4","2498.4"
6701,7,3,4557,1400,"724320","IN","EVANSVILLE REGIONAL","4424.4","1436.4"
6702,17,5,977,2716,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
6703,17,5,1244,2594,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
6704,7,3,4901,1084,"724380","IN","INDIANAPOLIS/I.-MUN","5272.2","1087.2"
6705,26,10,2495,1210,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
6706,26,10,1201,1142,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6707,13,5,3903,1599,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
6708,13,5,4716,1178,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
6709,1,1,7655,417,"726170","VT","BURLINGTON INTL","7351.2","505.8"
6710,26,10,2493,509,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
6711,10,4,7698,689,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
6712,2,1,6076,705,"725260","PA","ERIE INTL AIRPORT","6080.4","658.8"
6713,16,5,3118,1786,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
6714,26,10,1404,568,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
6715,7,3,6297,608,"725250","OH","YOUNGSTOWN MUNI","6197.4","583.2"
6716,26,10,1463,1738,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6717,9,3,8194,417,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
6718,12,4,4617,1376,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
6719,17,5,820,3103,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
6720,5,2,5699,837,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
6721,15,5,3521,1322,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
6722,3,2,4824,980,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6723,17,5,140,4260,"722020","FL","MIAMI","126","4537.8"
6724,17,5,465,3397,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6725,10,4,7308,828,"726686","SD","PIERRE RGNL","7108.2","898.2"
6726,1,1,7062,369,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
6727,10,4,8840,506,"727530","ND","FARGO/HECTOR FIELD","8728.2","554.4"
6728,12,4,5096,1223,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
6729,12,4,4890,1360,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
6730,1,1,6544,548,"725290","NY","ROCHESTER-MONROE CO","6557.4","554.4"
6731,17,5,560,3493,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6732,16,5,3540,1459,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
6733,12,4,5062,1238,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
6734,4,2,5014,976,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
6735,12,4,4763,1646,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
6736,22,8,5887,628,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
6737,2,1,5809,625,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
6738,25,9,2828,1884,"723650","NM","ALBUQUERQUE INTL","3994.2","1369.8"
6739,19,6,3478,1730,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
6740,6,3,5732,1039,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
6741,7,3,5535,862,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
6742,21,7,2148,2834,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
6743,3,2,5861,873,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
6744,13,5,3725,1406,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
6745,2,1,6028,717,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
6746,18,6,3069,1806,"723230","AL","HUNTSVILLE/MADISON","3092.4","1819.8"
6747,3,2,5302,762,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6748,16,5,3395,1460,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
6749,18,6,3325,1782,"723230","AL","HUNTSVILLE/MADISON","3092.4","1819.8"
6750,26,10,1282,738,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
6751,21,7,2243,2575,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
6752,7,3,5421,994,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
6753,10,4,8860,429,"727676","ND","MINOT INTL","8695.8","444.6"
6754,7,3,5621,789,"725240","OH","CLEVELAND","5850","774"
6755,3,2,5702,827,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
6756,12,4,5015,1340,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
6757,26,10,1277,1412,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6758,27,10,9607,0,"726830","OR","BURNS MUNI (AMOS)","7533","235.8"
6759,17,5,1595,2517,"722140","FL","TALLAHASSEE MUNICIP","1553.4","2599.2"
6760,26,10,1179,1269,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6761,14,5,5056,838,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
6762,6,3,6131,884,"725300","IL","CHICAGO/O'HARE ARPT","6208.2","864"
6763,18,6,4282,1164,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
6764,3,2,5820,749,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
6765,19,6,3799,1683,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
6766,1,1,5361,822,"725040","CT","BRIDGEPORT/IGOR I.","5274","829.8"
6767,23,8,6072,936,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
6768,16,5,3041,1831,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
6769,1,1,5389,776,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
6770,1,1,6957,460,"726050","NH","CONCORD MUNICIPAL","7140.6","469.8"
6771,7,3,6386,587,"725250","OH","YOUNGSTOWN MUNI","6197.4","583.2"
6772,11,4,4420,1749,"724500","KS","WICHITA/MID-CONTINE","4464","1681.2"
6773,26,10,1515,1516,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6774,3,2,5836,879,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
6775,16,5,4198,1279,"724100","VA","LYNCHBURG/MUN. P. G","4228.2","1132.2"
6776,17,5,527,3601,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6777,21,7,2347,2430,"722700","TX","EL PASO INTL ARPT","2383.2","2379.6"
6778,15,5,2324,2114,"722170","GA","MACON/LEWIS B.WILSO","2262.6","2179.8"
6779,10,4,7521,922,"726580","MN","MINNEAPOLIS/ST.PAUL","7471.8","765"
6780,2,1,6365,605,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
6781,10,4,7123,779,"726686","SD","PIERRE RGNL","7108.2","898.2"
6782,26,10,1061,1269,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
6783,17,5,556,3503,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
6784,1,1,5807,812,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
6785,3,2,4873,1066,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
6786,8,3,6956,514,"725390","MI","LANSING/CAPITAL CIT","6814.8","574.2"
6787,26,10,2966,84,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
6788,21,7,2392,2576,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
6789,10,4,7488,785,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
6790,17,5,1329,2664,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
