Dependency=Vintage,Dependency=Geometry House Size,Dependency=Geometry Foundation Type,Option=1,Option=2,Option=3+
1980s,0-1499,slab,0.910148935479,0.0898510645211,0.0
1980s,0-1499,heated basement,0.0,1.0,0.0
1980s,1500-2499,crawl,0.625984098741,0.368180757949,0.00583514330976
1980s,1500-2499,slab,0.625984098741,0.368180757949,0.00583514330976
1980s,1500-2499,unheated basement,0.625984098741,0.368180757949,0.00583514330976
1980s,1500-2499,heated basement,0.625387100279,0.219027256512,0.155585643208
1980s,2500-3499,crawl,0.0,0.945952709034,0.0540472909655
1980s,2500-3499,slab,0.0,0.945952709034,0.0540472909655
1980s,2500-3499,unheated basement,0.0,0.945952709034,0.0540472909655
1980s,2500-3499,heated basement,0.168447017314,0.814578286721,0.0169746959648
1980s,3500-4499,crawl,0.0,1.0,0.0
1980s,3500-4499,slab,0.0,1.0,0.0
1980s,3500-4499,heated basement,0.127560727094,0.649937019793,0.222502253114
1990s,0-1499,crawl,0.952897395493,0.0306216340512,0.0164809704555
1990s,0-1499,slab,0.952897395493,0.0306216340512,0.0164809704555
1990s,0-1499,heated basement,0.0,0.0,1.0
1990s,1500-2499,crawl,0.527548714021,0.472451285979,0.0
1990s,1500-2499,slab,0.527548714021,0.472451285979,0.0
1990s,1500-2499,heated basement,0.256081497529,0.743918502471,0.0
1990s,2500-3499,crawl,0.212875839075,0.735251462286,0.0518726986389
1990s,2500-3499,slab,0.212875839075,0.735251462286,0.0518726986389
1990s,2500-3499,heated basement,0.383953875944,0.547578084399,0.0684680396571
1990s,3500-4499,crawl,0.189141005863,0.810858994137,0.0
1990s,3500-4499,slab,0.189141005863,0.810858994137,0.0
1990s,3500-4499,heated basement,0.0675276714672,0.70913847901,0.223333849523
1990s,4500+,crawl,0.0,1.0,0.0
1990s,4500+,heated basement,0.511890849162,0.488109150838,0.0
2000s,0-1499,crawl,0.867155981166,0.132844018834,0.0
2000s,0-1499,slab,0.867155981166,0.132844018834,0.0
2000s,0-1499,unheated basement,0.867155981166,0.132844018834,0.0
2000s,1500-2499,crawl,0.51749302886,0.45413539972,0.0283715714197
2000s,1500-2499,slab,0.51749302886,0.45413539972,0.0283715714197
2000s,1500-2499,heated basement,0.229134695377,0.561062124194,0.209803180429
2000s,2500-3499,crawl,0.131656149717,0.84101517009,0.0273286801931
2000s,2500-3499,slab,0.131656149717,0.84101517009,0.0273286801931
2000s,2500-3499,unheated basement,0.131656149717,0.84101517009,0.0273286801931
2000s,2500-3499,heated basement,0.401407968439,0.496236242585,0.102355788976
2000s,3500-4499,crawl,0.326082288985,0.59533955901,0.0785781520042
2000s,3500-4499,slab,0.326082288985,0.59533955901,0.0785781520042
2000s,3500-4499,heated basement,0.131856855386,0.868143144614,0.0
2000s,4500+,slab,0.0,1.0,0.0
2000s,4500+,heated basement,0.0,0.48977592175,0.51022407825
pre-1950,0-1499,crawl,0.791256030457,0.208743969543,0.0
pre-1950,0-1499,slab,0.791256030457,0.208743969543,0.0
pre-1950,0-1499,unheated basement,0.791256030457,0.208743969543,0.0
pre-1950,0-1499,heated basement,0.747601815135,0.252398184865,0.0
pre-1950,1500-2499,crawl,0.23510470715,0.728226192044,0.0366691008066
pre-1950,1500-2499,slab,0.23510470715,0.728226192044,0.0366691008066
pre-1950,1500-2499,unheated basement,0.23510470715,0.728226192044,0.0366691008066
pre-1950,1500-2499,heated basement,0.396574026662,0.594639676908,0.00878629642934
pre-1950,2500-3499,crawl,0.047959448247,0.888261326756,0.063779224997
pre-1950,2500-3499,slab,0.047959448247,0.888261326756,0.063779224997
pre-1950,2500-3499,unheated basement,0.047959448247,0.888261326756,0.063779224997
pre-1950,2500-3499,heated basement,0.0381113057773,0.836444743689,0.125443950534
pre-1950,3500-4499,crawl,0.0835224990033,0.916477500997,0.0
pre-1950,3500-4499,slab,0.0835224990033,0.916477500997,0.0
pre-1950,3500-4499,heated basement,0.0784522255547,0.921547774445,0.0
pre-1950,0-1499,Crawl,0.333333333333,0.333333333333,0.333333333333
pre-1950,0-1499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
pre-1950,0-1499,Slab,0.333333333333,0.333333333333,0.333333333333
pre-1950,0-1499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
pre-1950,1500-2499,Crawl,0.333333333333,0.333333333333,0.333333333333
pre-1950,1500-2499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
pre-1950,1500-2499,Slab,0.333333333333,0.333333333333,0.333333333333
pre-1950,1500-2499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
pre-1950,2500-3499,Crawl,0.333333333333,0.333333333333,0.333333333333
pre-1950,2500-3499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
pre-1950,2500-3499,Slab,0.333333333333,0.333333333333,0.333333333333
pre-1950,2500-3499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
pre-1950,3500-4499,Crawl,0.333333333333,0.333333333333,0.333333333333
pre-1950,3500-4499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
pre-1950,3500-4499,Slab,0.333333333333,0.333333333333,0.333333333333
pre-1950,3500-4499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
pre-1950,4500+,Crawl,0.333333333333,0.333333333333,0.333333333333
pre-1950,4500+,Heated Basement,0.333333333333,0.333333333333,0.333333333333
pre-1950,4500+,Slab,0.333333333333,0.333333333333,0.333333333333
pre-1950,4500+,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1950s,0-1499,Crawl,0.333333333333,0.333333333333,0.333333333333
1950s,0-1499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1950s,0-1499,Slab,0.333333333333,0.333333333333,0.333333333333
1950s,0-1499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1950s,1500-2499,Crawl,0.333333333333,0.333333333333,0.333333333333
1950s,1500-2499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1950s,1500-2499,Slab,0.333333333333,0.333333333333,0.333333333333
1950s,1500-2499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1950s,2500-3499,Crawl,0.333333333333,0.333333333333,0.333333333333
1950s,2500-3499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1950s,2500-3499,Slab,0.333333333333,0.333333333333,0.333333333333
1950s,2500-3499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1950s,3500-4499,Crawl,0.333333333333,0.333333333333,0.333333333333
1950s,3500-4499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1950s,3500-4499,Slab,0.333333333333,0.333333333333,0.333333333333
1950s,3500-4499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1950s,4500+,Crawl,0.333333333333,0.333333333333,0.333333333333
1950s,4500+,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1950s,4500+,Slab,0.333333333333,0.333333333333,0.333333333333
1950s,4500+,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1960s,0-1499,Crawl,0.333333333333,0.333333333333,0.333333333333
1960s,0-1499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1960s,0-1499,Slab,0.333333333333,0.333333333333,0.333333333333
1960s,0-1499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1960s,1500-2499,Crawl,0.333333333333,0.333333333333,0.333333333333
1960s,1500-2499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1960s,1500-2499,Slab,0.333333333333,0.333333333333,0.333333333333
1960s,1500-2499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1960s,2500-3499,Crawl,0.333333333333,0.333333333333,0.333333333333
1960s,2500-3499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1960s,2500-3499,Slab,0.333333333333,0.333333333333,0.333333333333
1960s,2500-3499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1960s,3500-4499,Crawl,0.333333333333,0.333333333333,0.333333333333
1960s,3500-4499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1960s,3500-4499,Slab,0.333333333333,0.333333333333,0.333333333333
1960s,3500-4499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1960s,4500+,Crawl,0.333333333333,0.333333333333,0.333333333333
1960s,4500+,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1960s,4500+,Slab,0.333333333333,0.333333333333,0.333333333333
1960s,4500+,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1970s,0-1499,Crawl,0.333333333333,0.333333333333,0.333333333333
1970s,0-1499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1970s,0-1499,Slab,0.333333333333,0.333333333333,0.333333333333
1970s,0-1499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1970s,1500-2499,Crawl,0.333333333333,0.333333333333,0.333333333333
1970s,1500-2499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1970s,1500-2499,Slab,0.333333333333,0.333333333333,0.333333333333
1970s,1500-2499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1970s,2500-3499,Crawl,0.333333333333,0.333333333333,0.333333333333
1970s,2500-3499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1970s,2500-3499,Slab,0.333333333333,0.333333333333,0.333333333333
1970s,2500-3499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1970s,3500-4499,Crawl,0.333333333333,0.333333333333,0.333333333333
1970s,3500-4499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1970s,3500-4499,Slab,0.333333333333,0.333333333333,0.333333333333
1970s,3500-4499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1970s,4500+,Crawl,0.333333333333,0.333333333333,0.333333333333
1970s,4500+,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1970s,4500+,Slab,0.333333333333,0.333333333333,0.333333333333
1970s,4500+,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1980s,0-1499,Crawl,0.333333333333,0.333333333333,0.333333333333
1980s,0-1499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1980s,0-1499,Slab,0.333333333333,0.333333333333,0.333333333333
1980s,0-1499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1980s,1500-2499,Crawl,0.333333333333,0.333333333333,0.333333333333
1980s,1500-2499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1980s,1500-2499,Slab,0.333333333333,0.333333333333,0.333333333333
1980s,1500-2499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1980s,2500-3499,Crawl,0.333333333333,0.333333333333,0.333333333333
1980s,2500-3499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1980s,2500-3499,Slab,0.333333333333,0.333333333333,0.333333333333
1980s,2500-3499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1980s,3500-4499,Crawl,0.333333333333,0.333333333333,0.333333333333
1980s,3500-4499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1980s,3500-4499,Slab,0.333333333333,0.333333333333,0.333333333333
1980s,3500-4499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1980s,4500+,Crawl,0.333333333333,0.333333333333,0.333333333333
1980s,4500+,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1980s,4500+,Slab,0.333333333333,0.333333333333,0.333333333333
1980s,4500+,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1990s,0-1499,Crawl,0.333333333333,0.333333333333,0.333333333333
1990s,0-1499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1990s,0-1499,Slab,0.333333333333,0.333333333333,0.333333333333
1990s,0-1499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1990s,1500-2499,Crawl,0.333333333333,0.333333333333,0.333333333333
1990s,1500-2499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1990s,1500-2499,Slab,0.333333333333,0.333333333333,0.333333333333
1990s,1500-2499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1990s,2500-3499,Crawl,0.333333333333,0.333333333333,0.333333333333
1990s,2500-3499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1990s,2500-3499,Slab,0.333333333333,0.333333333333,0.333333333333
1990s,2500-3499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1990s,3500-4499,Crawl,0.333333333333,0.333333333333,0.333333333333
1990s,3500-4499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1990s,3500-4499,Slab,0.333333333333,0.333333333333,0.333333333333
1990s,3500-4499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
1990s,4500+,Crawl,0.333333333333,0.333333333333,0.333333333333
1990s,4500+,Heated Basement,0.333333333333,0.333333333333,0.333333333333
1990s,4500+,Slab,0.333333333333,0.333333333333,0.333333333333
1990s,4500+,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
2000s,0-1499,Crawl,0.333333333333,0.333333333333,0.333333333333
2000s,0-1499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
2000s,0-1499,Slab,0.333333333333,0.333333333333,0.333333333333
2000s,0-1499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
2000s,1500-2499,Crawl,0.333333333333,0.333333333333,0.333333333333
2000s,1500-2499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
2000s,1500-2499,Slab,0.333333333333,0.333333333333,0.333333333333
2000s,1500-2499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
2000s,2500-3499,Crawl,0.333333333333,0.333333333333,0.333333333333
2000s,2500-3499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
2000s,2500-3499,Slab,0.333333333333,0.333333333333,0.333333333333
2000s,2500-3499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
2000s,3500-4499,Crawl,0.333333333333,0.333333333333,0.333333333333
2000s,3500-4499,Heated Basement,0.333333333333,0.333333333333,0.333333333333
2000s,3500-4499,Slab,0.333333333333,0.333333333333,0.333333333333
2000s,3500-4499,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
2000s,4500+,Crawl,0.333333333333,0.333333333333,0.333333333333
2000s,4500+,Heated Basement,0.333333333333,0.333333333333,0.333333333333
2000s,4500+,Slab,0.333333333333,0.333333333333,0.333333333333
2000s,4500+,Unheated Basement,0.333333333333,0.333333333333,0.333333333333
