Dependency=Location Region,Dependency=Vintage,Dependency=Heating Fuel,Option=No,Option=Yes
H3,2000s,Other Fuel,1.0,0.0
H3,pre-1950,Electricity,1.0,0.0
H3,pre-1950,Fuel Oil,1.0,0.0
H3,pre-1950,Natural Gas,1.0,0.0
H3,pre-1950,Other Fuel,1.0,0.0
H1C1 OR,pre-1950,None,1.0,0.0
H1C1 OR,pre-1950,Propane/LPG,1.0,0.0
H1C1 OR,1950s,None,1.0,0.0
H1C1 OR,1950s,Propane/LPG,1.0,0.0
H1C1 OR,1960s,None,1.0,0.0
H1C1 OR,1960s,Propane/LPG,1.0,0.0
H1C1 OR,1970s,Fuel Oil,1.0,0.0
H1C1 OR,1970s,None,1.0,0.0
H1C1 OR,1970s,Propane/LPG,1.0,0.0
H1C1 OR,1980s,Fuel Oil,1.0,0.0
H1C1 OR,1980s,None,1.0,0.0
H1C1 OR,1980s,Propane/LPG,1.0,0.0
H1C1 OR,1990s,None,1.0,0.0
H1C1 OR,1990s,Propane/LPG,1.0,0.0
H1C1 OR,2000s,Fuel Oil,1.0,0.0
H1C1 OR,2000s,None,1.0,0.0
H1C1 OR,2000s,Propane/LPG,1.0,0.0
H1C1 WA,pre-1950,None,1.0,0.0
H1C1 WA,1950s,None,1.0,0.0
H1C1 WA,1960s,Propane/LPG,1.0,0.0
H1C1 WA,1970s,None,1.0,0.0
H1C1 WA,1980s,Fuel Oil,1.0,0.0
H1C1 WA,1980s,None,1.0,0.0
H1C1 WA,1990s,Fuel Oil,1.0,0.0
H1C1 WA,1990s,Propane/LPG,1.0,0.0
H1C1 WA,2000s,Fuel Oil,1.0,0.0
H1C1 WA,2000s,None,1.0,0.0
H1C2,pre-1950,None,1.0,0.0
H1C2,pre-1950,Propane/LPG,1.0,0.0
H1C2,1950s,Fuel Oil,1.0,0.0
H1C2,1950s,None,1.0,0.0
H1C2,1950s,Other Fuel,1.0,0.0
H1C2,1960s,None,1.0,0.0
H1C2,1960s,Propane/LPG,1.0,0.0
H1C2,1970s,Fuel Oil,1.0,0.0
H1C2,1970s,None,1.0,0.0
H1C2,1970s,Propane/LPG,1.0,0.0
H1C2,1980s,Fuel Oil,1.0,0.0
H1C2,1980s,None,1.0,0.0
H1C2,1980s,Propane/LPG,1.0,0.0
H1C2,1990s,Fuel Oil,1.0,0.0
H1C2,1990s,Propane/LPG,1.0,0.0
H1C2,2000s,Fuel Oil,1.0,0.0
H1C2,2000s,None,1.0,0.0
H1C2,2000s,Other Fuel,1.0,0.0
H1C2,2000s,Propane/LPG,1.0,0.0
H1C3,pre-1950,None,1.0,0.0
H1C3,pre-1950,Other Fuel,1.0,0.0
H1C3,pre-1950,Propane/LPG,1.0,0.0
H1C3,1950s,Fuel Oil,1.0,0.0
H1C3,1950s,None,1.0,0.0
H1C3,1950s,Propane/LPG,1.0,0.0
H1C3,1960s,Fuel Oil,1.0,0.0
H1C3,1960s,None,1.0,0.0
H1C3,1960s,Other Fuel,1.0,0.0
H1C3,1960s,Propane/LPG,1.0,0.0
H1C3,1970s,Fuel Oil,1.0,0.0
H1C3,1970s,Propane/LPG,1.0,0.0
H1C3,1980s,Fuel Oil,1.0,0.0
H1C3,1980s,None,1.0,0.0
H1C3,1980s,Propane/LPG,1.0,0.0
H1C3,1990s,Fuel Oil,1.0,0.0
H1C3,1990s,None,1.0,0.0
H1C3,1990s,Propane/LPG,1.0,0.0
H1C3,2000s,Fuel Oil,1.0,0.0
H1C3,2000s,None,1.0,0.0
H1C3,2000s,Propane/LPG,1.0,0.0
H2,pre-1950,None,1.0,0.0
H2,pre-1950,Propane/LPG,1.0,0.0
H2,1950s,None,1.0,0.0
H2,1950s,Propane/LPG,1.0,0.0
H2,1960s,Fuel Oil,1.0,0.0
H2,1960s,None,1.0,0.0
H2,1960s,Propane/LPG,1.0,0.0
H2,1970s,Fuel Oil,1.0,0.0
H2,1970s,None,1.0,0.0
H2,1980s,None,1.0,0.0
H2,1980s,Propane/LPG,1.0,0.0
H2,1990s,Fuel Oil,1.0,0.0
H2,1990s,Propane/LPG,1.0,0.0
H2,2000s,Fuel Oil,1.0,0.0
H2,2000s,None,1.0,0.0
H3,pre-1950,None,1.0,0.0
H3,pre-1950,Propane/LPG,1.0,0.0
H3,1950s,None,1.0,0.0
H3,1950s,Propane/LPG,1.0,0.0
H3,1960s,None,1.0,0.0
H3,1970s,Fuel Oil,1.0,0.0
H3,1970s,None,1.0,0.0
H3,1980s,Fuel Oil,1.0,0.0
H3,1980s,None,1.0,0.0
H3,1990s,Fuel Oil,1.0,0.0
H3,1990s,None,1.0,0.0
H3,2000s,None,1.0,0.0
H3,2000s,Propane/LPG,1.0,0.0
