Dependency=Location Region,Dependency=Vintage,Dependency=Geometry Foundation Type,"Option=Ceiling R-13, Vented","Option=Ceiling R-19, Vented","Option=Ceiling R-30, Vented",Option=None,"Option=Uninsulated, Unvented","Option=Uninsulated, Vented","Option=Wall R-13, Unvented",# Samples
H1C1 WA,1950s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69
H1C1 WA,1950s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47
H1C1 WA,1950s,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H1C1 WA,1960s,Crawl,0.30793650793650795,0.30158730158730157,0.031746031746031744,0.0,0.18095238095238095,0.17777777777777778,0.0,315
H1C1 WA,1960s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,167
H1C1 WA,1960s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,65
H1C1 WA,1970s,Crawl,0.22195121951219512,0.4560975609756098,0.08048780487804878,0.0,0.036585365853658534,0.2048780487804878,0.0,410
H1C1 WA,1970s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,113
H1C1 WA,1970s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52
H1C1 WA,1980s,Crawl,0.19021739130434784,0.7119565217391305,0.010869565217391304,0.0,0.0625,0.024456521739130436,0.0,368
H1C1 WA,1980s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82
H1C1 WA,1980s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45
H1C1 WA,1990s,Crawl,0.02406417112299465,0.5828877005347594,0.3342245989304813,0.0,0.0,0.058823529411764705,0.0,374
H1C1 WA,1990s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39
H1C1 WA,1990s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23
H1C1 WA,2000s,Crawl,0.0,0.4628712871287129,0.4752475247524752,0.0,0.012376237623762377,0.04950495049504951,0.0,404
H1C1 WA,2000s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
H1C1 WA,pre-1950,Crawl,0.2611111111111111,0.3907407407407407,0.05555555555555555,0.0,0.1259259259259259,0.16666666666666666,0.0,540
H1C1 WA,pre-1950,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,387
H1C1 WA,pre-1950,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54
H1C1 WA,pre-1950,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39
H1C2,1950s,Crawl,0.0,0.6461538461538462,0.0,0.0,0.35384615384615387,0.0,0.0,65
H1C2,1950s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
H1C2,1950s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11
H1C2,1960s,Crawl,0.0,0.31343283582089554,0.17412935323383086,0.0,0.14427860696517414,0.3681592039800995,0.0,201
H1C2,1960s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,71
H1C2,1960s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15
H1C2,1970s,Crawl,0.14035087719298245,0.06140350877192982,0.6140350877192983,0.0,0.18421052631578946,0.0,0.0,114
H1C2,1970s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15
H1C2,1980s,Crawl,0.0,0.4697986577181208,0.0,0.0,0.42953020134228187,0.0,0.10067114093959731,149
H1C2,1990s,Crawl,0.0,0.425531914893617,0.574468085106383,0.0,0.0,0.0,0.0,94
H1C2,1990s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12
H1C2,1990s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11
H1C2,2000s,Crawl,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32
H1C2,pre-1950,Crawl,0.0,0.49242424242424243,0.0,0.0,0.25757575757575757,0.25,0.0,132
H1C2,pre-1950,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,217
H1C2,pre-1950,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,43
H1C3,1950s,Crawl,0.09615384615384616,0.6730769230769231,0.0,0.0,0.23076923076923078,0.0,0.0,52
H1C3,1950s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15
H1C3,1960s,Crawl,0.0,0.16923076923076924,0.3230769230769231,0.0,0.46153846153846156,0.046153846153846156,0.0,65
H1C3,1960s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H1C3,1970s,Crawl,0.0,0.5,0.13043478260869565,0.0,0.0,0.34782608695652173,0.021739130434782608,92
H1C3,1970s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,82
H1C3,1980s,Crawl,0.0,0.2647058823529412,0.0,0.0,0.7352941176470589,0.0,0.0,34
H1C3,1980s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H1C3,1990s,Crawl,0.0,0.4845360824742268,0.061855670103092786,0.0,0.36082474226804123,0.0,0.09278350515463918,97
H1C3,1990s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11
H1C3,2000s,Crawl,0.17894736842105263,0.37894736842105264,0.38421052631578945,0.0,0.05789473684210526,0.0,0.0,190
H1C3,2000s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44
H1C3,pre-1950,Crawl,0.16666666666666666,0.14814814814814814,0.0,0.0,0.3888888888888889,0.2962962962962963,0.0,54
H1C3,pre-1950,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40
H1C3,pre-1950,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
H2,1950s,Crawl,0.0,0.17857142857142858,0.017857142857142856,0.0,0.7857142857142857,0.017857142857142856,0.0,56
H2,1950s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,140
H2,1950s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19
H2,1950s,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6
H2,1960s,Crawl,0.5147058823529411,0.3382352941176471,0.0,0.0,0.058823529411764705,0.029411764705882353,0.058823529411764705,68
H2,1960s,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
H2,1970s,Crawl,0.058823529411764705,0.23529411764705882,0.049019607843137254,0.0,0.5098039215686274,0.058823529411764705,0.08823529411764706,102
H2,1970s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,148
H2,1970s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16
H2,1980s,Crawl,0.1,0.16,0.0,0.0,0.56,0.1,0.08,50
H2,1980s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
H2,1990s,Crawl,0.04794520547945205,0.2671232876712329,0.4657534246575342,0.0,0.04794520547945205,0.02054794520547945,0.1506849315068493,146
H2,1990s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,151
H2,1990s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32
H2,2000s,Crawl,0.0,0.2235294117647059,0.4823529411764706,0.0,0.14705882352941177,0.0058823529411764705,0.1411764705882353,170
H2,2000s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64
H2,2000s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38
H2,2000s,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H2,pre-1950,Crawl,0.10256410256410256,0.13846153846153847,0.08717948717948718,0.0,0.1641025641025641,0.4564102564102564,0.05128205128205128,195
H2,pre-1950,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,103
H2,pre-1950,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11
H2,pre-1950,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10
H3,1950s,Crawl,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15
H3,1950s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53
H3,1950s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7
H3,1960s,Crawl,0.04,0.4,0.0,0.0,0.56,0.0,0.0,25
H3,1960s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39
H3,1960s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3
H3,1960s,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10
H3,1970s,Crawl,0.7586206896551724,0.1724137931034483,0.0,0.0,0.06896551724137931,0.0,0.0,29
H3,1970s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95
H3,1970s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27
H3,1980s,Crawl,0.0,0.0,0.05,0.0,0.5,0.0,0.45,40
H3,1980s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38
H3,1980s,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
H3,1990s,Crawl,0.0,0.25,0.075,0.0,0.55,0.0,0.125,40
H3,1990s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,32
H3,1990s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31
H3,2000s,Crawl,0.0,0.045454545454545456,0.0,0.0,0.5454545454545454,0.022727272727272728,0.38636363636363635,44
H3,2000s,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H3,pre-1950,Crawl,0.0,0.09859154929577464,0.014084507042253521,0.0,0.8450704225352113,0.04225352112676056,0.0,71
H3,pre-1950,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,115
H1C1 OR,1950s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H1C1 OR,1960s,Unheated Basement,0,0,0,0,0,0,0,0
H1C1 OR,1970s,Unheated Basement,0,0,0,0,0,0,0,0
H1C1 OR,1980s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29
H1C1 OR,1980s,Unheated Basement,0,0,0,0,0,0,0,0
H1C1 OR,1990s,Unheated Basement,0,0,0,0,0,0,0,0
H1C1 OR,2000s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30
H1C1 OR,2000s,Unheated Basement,0,0,0,0,0,0,0,0
H1C1 WA,1960s,Unheated Basement,0,0,0,0,0,0,0,0
H1C1 WA,1970s,Unheated Basement,0,0,0,0,0,0,0,0
H1C1 WA,1980s,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11
H1C1 WA,1990s,Unheated Basement,0,0,0,0,0,0,0,0
H1C1 WA,2000s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8
H1C1 WA,2000s,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15
H1C2,pre-1950,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26
H1C2,1950s,Unheated Basement,0,0,0,0,0,0,0,0
H1C2,1960s,Unheated Basement,0,0,0,0,0,0,0,0
H1C2,1970s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,47
H1C2,1970s,Unheated Basement,0,0,0,0,0,0,0,0
H1C2,1980s,Heated Basement,0,0,0,0,0,0,0,0
H1C2,1980s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18
H1C2,1980s,Unheated Basement,0,0,0,0,0,0,0,0
H1C2,1990s,Unheated Basement,0,0,0,0,0,0,0,0
H1C2,2000s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12
H1C2,2000s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
H1C2,2000s,Unheated Basement,0,0,0,0,0,0,0,0
H1C3,pre-1950,Unheated Basement,0,0,0,0,0,0,0,0
H1C3,1950s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44
H1C3,1950s,Unheated Basement,0,0,0,0,0,0,0,0
H1C3,1960s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
H1C3,1960s,Unheated Basement,0,0,0,0,0,0,0,0
H1C3,1970s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30
H1C3,1970s,Unheated Basement,0,0,0,0,0,0,0,0
H1C3,1980s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36
H1C3,1980s,Unheated Basement,0,0,0,0,0,0,0,0
H1C3,1990s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17
H1C3,1990s,Unheated Basement,0,0,0,0,0,0,0,0
H1C3,2000s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12
H1C3,2000s,Unheated Basement,0,0,0,0,0,0,0,0
H2,1960s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14
H2,1960s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31
H2,1970s,Unheated Basement,0,0,0,0,0,0,0,0
H2,1980s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14
H2,1980s,Unheated Basement,0,0,0,0,0,0,0,0
H2,1990s,Unheated Basement,0,0,0,0,0,0,0,0
H3,pre-1950,Slab,0,0,0,0,0,0,0,0
H3,pre-1950,Unheated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4
H3,1950s,Unheated Basement,0,0,0,0,0,0,0,0
H3,1970s,Unheated Basement,0,0,0,0,0,0,0,0
H3,1980s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5
H3,1990s,Unheated Basement,0,0,0,0,0,0,0,0
H3,2000s,Heated Basement,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35
H3,2000s,Slab,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26
