Dependency=Geometry Building Number Units MF	Dependency=Geometry Stories	Option=Left	Option=Middle	Option=None	Option=Not Applicable	Option=Right	sampling_probability
67	7	0.208955	0.58209	0	0	0.208955	0.00118346
116	7	0.12069	0.758621	0	0	0.12069	0.00118346
183	7	0.0765027	0.846995	0	0	0.0765027	0.00118346
323	7	0.0433437	0.913313	0	0	0.0433437	0.00118346
None	7	0	0	1	0	0	0
2	8	0	0	0	1	0	0.00118346
3	8	0	0	0	1	0	0.00118346
4	8	0	0	0	1	0	0.00118346
5	8	0	0	0	1	0	0.00118346
6	8	0	0	0	1	0	0.00118346
7	8	0	0	0	1	0	0.00118346
8	8	0	0	0	1	0	0.00118346
9	8	0.5	0	0	0	0.5	0.00118346
10	8	0.5	0	0	0	0.5	0.00118346
11	8	0.5	0	0	0	0.5	0.00118346
12	8	0.5	0	0	0	0.5	0.00118346
13	8	0.5	0	0	0	0.5	0.00118346
14	8	0.5	0	0	0	0.5	0.00118346
15	8	0.5	0	0	0	0.5	0.00118346
16	8	0.5	0	0	0	0.5	0.00118346
17	8	0.470588	0.0588235	0	0	0.470588	0.00118346
18	8	0.444444	0.111111	0	0	0.444444	0.00118346
19	8	0.421053	0.157895	0	0	0.421053	0.00118346
20	8	0.4	0.2	0	0	0.4	0.00118346
24	8	0.333333	0.333333	0	0	0.333333	0.00118346
30	8	0.266667	0.466667	0	0	0.266667	0.00118346
36	8	0.444444	0.111111	0	0	0.444444	0.00118346
43	8	0.372093	0.255814	0	0	0.372093	0.00118346
67	8	0.238806	0.522388	0	0	0.238806	0.00118346
116	8	0.137931	0.724138	0	0	0.137931	0.00118346
183	8	0.0874317	0.825137	0	0	0.0874317	0.00118346
323	8	0.0495356	0.900929	0	0	0.0495356	0.00118346
None	8	0	0	1	0	0	0
2	9	0	0	0	1	0	0.00118346
3	9	0	0	0	1	0	0.00118346
4	9	0	0	0	1	0	0.00118346
5	9	0	0	0	1	0	0.00118346
6	9	0	0	0	1	0	0.00118346
7	9	0	0	0	1	0	0.00118346
8	9	0	0	0	1	0	0.00118346
9	9	0	0	0	1	0	0.00118346
10	9	0.5	0	0	0	0.5	0.00118346
11	9	0.5	0	0	0	0.5	0.00118346
12	9	0.5	0	0	0	0.5	0.00118346
13	9	0.5	0	0	0	0.5	0.00118346
14	9	0.5	0	0	0	0.5	0.00118346
15	9	0.5	0	0	0	0.5	0.00118346
16	9	0.5	0	0	0	0.5	0.00118346
17	9	0.5	0	0	0	0.5	0.00118346
18	9	0.5	0	0	0	0.5	0.00118346
19	9	0.473684	0.0526316	0	0	0.473684	0.00118346
20	9	0.45	0.1	0	0	0.45	0.00118346
24	9	0.375	0.25	0	0	0.375	0.00118346
30	9	0.3	0.4	0	0	0.3	0.00118346
36	9	0.5	0	0	0	0.5	0.00118346
43	9	0.418605	0.162791	0	0	0.418605	0.00118346
67	9	0.268657	0.462687	0	0	0.268657	0.00118346
116	9	0.155172	0.689655	0	0	0.155172	0.00118346
183	9	0.0983607	0.803279	0	0	0.0983607	0.00118346
323	9	0.0557276	0.888545	0	0	0.0557276	0.00118346
None	9	0	0	1	0	0	0
2	10	0	0	0	1	0	0.000726216
3	10	0	0	0	1	0	0.000726216
4	10	0	0	0	1	0	0.000726216
5	10	0	0	0	1	0	0.000726216
6	10	0	0	0	1	0	0.000726216
7	10	0	0	0	1	0	0.000726216
8	10	0	0	0	1	0	0.000726216
9	10	0	0	0	1	0	0.000726216
10	10	0	0	0	1	0	0.000726216
11	10	0.5	0	0	0	0.5	0.000726216
12	10	0.5	0	0	0	0.5	0.000726216
13	10	0.5	0	0	0	0.5	0.000726216
14	10	0.5	0	0	0	0.5	0.000726216
15	10	0.5	0	0	0	0.5	0.000726216
16	10	0.5	0	0	0	0.5	0.000726216
17	10	0.5	0	0	0	0.5	0.000726216
18	10	0.5	0	0	0	0.5	0.000726216
19	10	0.5	0	0	0	0.5	0.000726216
20	10	0.5	0	0	0	0.5	0.000726216
24	10	0.416667	0.166667	0	0	0.416667	0.000726216
30	10	0.333333	0.333333	0	0	0.333333	0.000726216
36	10	0.277778	0.444444	0	0	0.277778	0.000726216
43	10	0.465116	0.0697674	0	0	0.465116	0.000726216
67	10	0.298507	0.402985	0	0	0.298507	0.000726216
116	10	0.172414	0.655172	0	0	0.172414	0.000726216
183	10	0.10929	0.781421	0	0	0.10929	0.000726216
323	10	0.0619195	0.876161	0	0	0.0619195	0.000726216
None	10	0	0	1	0	0	0
2	11	0	0	0	1	0	0.000726216
3	11	0	0	0	1	0	0.000726216
4	11	0	0	0	1	0	0.000726216
5	11	0	0	0	1	0	0.000726216
6	11	0	0	0	1	0	0.000726216
7	11	0	0	0	1	0	0.000726216
8	11	0	0	0	1	0	0.000726216
9	11	0	0	0	1	0	0.000726216
10	11	0	0	0	1	0	0.000726216
11	11	0	0	0	1	0	0.000726216
12	11	0.5	0	0	0	0.5	0.000726216
13	11	0.5	0	0	0	0.5	0.000726216
14	11	0.5	0	0	0	0.5	0.000726216
15	11	0.5	0	0	0	0.5	0.000726216
16	11	0.5	0	0	0	0.5	0.000726216
17	11	0.5	0	0	0	0.5	0.000726216
18	11	0.5	0	0	0	0.5	0.000726216
19	11	0.5	0	0	0	0.5	0.000726216
20	11	0.5	0	0	0	0.5	0.000726216
24	11	0.458333	0.0833333	0	0	0.458333	0.000726216
30	11	0.366667	0.266667	0	0	0.366667	0.000726216
36	11	0.305556	0.388889	0	0	0.305556	0.000726216
43	11	0.255814	0.488372	0	0	0.255814	0.000726216
67	11	0.328358	0.343284	0	0	0.328358	0.000726216
116	11	0.189655	0.62069	0	0	0.189655	0.000726216
183	11	0.120219	0.759563	0	0	0.120219	0.000726216
323	11	0.0681115	0.863777	0	0	0.0681115	0.000726216
None	11	0	0	1	0	0	0
2	12	0	0	0	1	0	0.000726216
3	12	0	0	0	1	0	0.000726216
4	12	0	0	0	1	0	0.000726216
5	12	0	0	0	1	0	0.000726216
6	12	0	0	0	1	0	0.000726216
7	12	0	0	0	1	0	0.000726216
8	12	0	0	0	1	0	0.000726216
9	12	0	0	0	1	0	0.000726216
10	12	0	0	0	1	0	0.000726216
11	12	0	0	0	1	0	0.000726216
12	12	0	0	0	1	0	0.000726216
13	12	0.5	0	0	0	0.5	0.000726216
14	12	0.5	0	0	0	0.5	0.000726216
15	12	0.5	0	0	0	0.5	0.000726216
16	12	0.5	0	0	0	0.5	0.000726216
17	12	0.5	0	0	0	0.5	0.000726216
18	12	0.5	0	0	0	0.5	0.000726216
19	12	0.5	0	0	0	0.5	0.000726216
20	12	0.5	0	0	0	0.5	0.000726216
24	12	0.5	0	0	0	0.5	0.000726216
30	12	0.4	0.2	0	0	0.4	0.000726216
36	12	0.333333	0.333333	0	0	0.333333	0.000726216
43	12	0.27907	0.44186	0	0	0.27907	0.000726216
67	12	0.358209	0.283582	0	0	0.358209	0.000726216
116	12	0.206897	0.586207	0	0	0.206897	0.000726216
183	12	0.131148	0.737705	0	0	0.131148	0.000726216
323	12	0.0743034	0.851393	0	0	0.0743034	0.000726216
None	12	0	0	1	0	0	0
2	13	0	0	0	1	0	0.000726216
3	13	0	0	0	1	0	0.000726216
4	13	0	0	0	1	0	0.000726216
5	13	0	0	0	1	0	0.000726216
6	13	0	0	0	1	0	0.000726216
7	13	0	0	0	1	0	0.000726216
8	13	0	0	0	1	0	0.000726216
9	13	0	0	0	1	0	0.000726216
10	13	0	0	0	1	0	0.000726216
11	13	0	0	0	1	0	0.000726216
12	13	0	0	0	1	0	0.000726216
13	13	0	0	0	1	0	0.000726216
14	13	0.5	0	0	0	0.5	0.000726216
15	13	0.5	0	0	0	0.5	0.000726216
16	13	0.5	0	0	0	0.5	0.000726216
17	13	0.5	0	0	0	0.5	0.000726216
18	13	0.5	0	0	0	0.5	0.000726216
19	13	0.5	0	0	0	0.5	0.000726216
20	13	0.5	0	0	0	0.5	0.000726216
24	13	0.5	0	0	0	0.5	0.000726216
30	13	0.433333	0.133333	0	0	0.433333	0.000726216
36	13	0.361111	0.277778	0	0	0.361111	0.000726216
43	13	0.302326	0.395349	0	0	0.302326	0.000726216
67	13	0.38806	0.223881	0	0	0.38806	0.000726216
116	13	0.224138	0.551724	0	0	0.224138	0.000726216
183	13	0.142077	0.715847	0	0	0.142077	0.000726216
323	13	0.0804954	0.839009	0	0	0.0804954	0.000726216
None	13	0	0	1	0	0	0
2	14	0	0	0	1	0	0.000726216
3	14	0	0	0	1	0	0.000726216
4	14	0	0	0	1	0	0.000726216
5	14	0	0	0	1	0	0.000726216
6	14	0	0	0	1	0	0.000726216
7	14	0	0	0	1	0	0.000726216
8	14	0	0	0	1	0	0.000726216
9	14	0	0	0	1	0	0.000726216
10	14	0	0	0	1	0	0.000726216
11	14	0	0	0	1	0	0.000726216
12	14	0	0	0	1	0	0.000726216
13	14	0	0	0	1	0	0.000726216
14	14	0	0	0	1	0	0.000726216
15	14	0.5	0	0	0	0.5	0.000726216
16	14	0.5	0	0	0	0.5	0.000726216
17	14	0.5	0	0	0	0.5	0.000726216
18	14	0.5	0	0	0	0.5	0.000726216
19	14	0.5	0	0	0	0.5	0.000726216
20	14	0.5	0	0	0	0.5	0.000726216
24	14	0.5	0	0	0	0.5	0.000726216
30	14	0.466667	0.0666667	0	0	0.466667	0.000726216
36	14	0.388889	0.222222	0	0	0.388889	0.000726216
43	14	0.325581	0.348837	0	0	0.325581	0.000726216
67	14	0.41791	0.164179	0	0	0.41791	0.000726216
116	14	0.241379	0.517241	0	0	0.241379	0.000726216
183	14	0.153005	0.693989	0	0	0.153005	0.000726216
323	14	0.0866873	0.826625	0	0	0.0866873	0.000726216
None	14	0	0	1	0	0	0
2	15	0	0	0	1	0	0.000726216
3	15	0	0	0	1	0	0.000726216
4	15	0	0	0	1	0	0.000726216
5	15	0	0	0	1	0	0.000726216
6	15	0	0	0	1	0	0.000726216
7	15	0	0	0	1	0	0.000726216
8	15	0	0	0	1	0	0.000726216
9	15	0	0	0	1	0	0.000726216
10	15	0	0	0	1	0	0.000726216
11	15	0	0	0	1	0	0.000726216
12	15	0	0	0	1	0	0.000726216
13	15	0	0	0	1	0	0.000726216
14	15	0	0	0	1	0	0.000726216
15	15	0	0	0	1	0	0.000726216
16	15	0.5	0	0	0	0.5	0.000726216
17	15	0.5	0	0	0	0.5	0.000726216
18	15	0.5	0	0	0	0.5	0.000726216
19	15	0.5	0	0	0	0.5	0.000726216
20	15	0.5	0	0	0	0.5	0.000726216
24	15	0.5	0	0	0	0.5	0.000726216
30	15	0.5	0	0	0	0.5	0.000726216
36	15	0.416667	0.166667	0	0	0.416667	0.000726216
43	15	0.348837	0.302326	0	0	0.348837	0.000726216
67	15	0.447761	0.104478	0	0	0.447761	0.000726216
116	15	0.258621	0.482759	0	0	0.258621	0.000726216
183	15	0.163934	0.672131	0	0	0.163934	0.000726216
323	15	0.0928793	0.814241	0	0	0.0928793	0.000726216
None	15	0	0	1	0	0	0
2	20	0	0	0	1	0	0.000726216
3	20	0	0	0	1	0	0.000726216
4	20	0	0	0	1	0	0.000726216
5	20	0	0	0	1	0	0.000726216
6	20	0	0	0	1	0	0.000726216
7	20	0	0	0	1	0	0.000726216
8	20	0	0	0	1	0	0.000726216
9	20	0	0	0	1	0	0.000726216
10	20	0	0	0	1	0	0.000726216
11	20	0	0	0	1	0	0.000726216
12	20	0	0	0	1	0	0.000726216
13	20	0	0	0	1	0	0.000726216
14	20	0	0	0	1	0	0.000726216
15	20	0	0	0	1	0	0.000726216
16	20	0	0	0	1	0	0.000726216
17	20	0	0	0	1	0	0.000726216
18	20	0	0	0	1	0	0.000726216
19	20	0	0	0	1	0	0.000726216
20	20	0	0	0	1	0	0.000726216
24	20	0.5	0	0	0	0.5	0.000726216
30	20	0.5	0	0	0	0.5	0.000726216
36	20	0.5	0	0	0	0.5	0.000726216
43	20	0.465116	0.0697674	0	0	0.465116	0.000726216
67	20	0.298507	0.402985	0	0	0.298507	0.000726216
116	20	0.344828	0.310345	0	0	0.344828	0.000726216
183	20	0.218579	0.562842	0	0	0.218579	0.000726216
323	20	0.123839	0.752322	0	0	0.123839	0.000726216
None	20	0	0	1	0	0	0
2	21	0	0	0	1	0	0.000726216
3	21	0	0	0	1	0	0.000726216
4	21	0	0	0	1	0	0.000726216
5	21	0	0	0	1	0	0.000726216
6	21	0	0	0	1	0	0.000726216
7	21	0	0	0	1	0	0.000726216
8	21	0	0	0	1	0	0.000726216
9	21	0	0	0	1	0	0.000726216
10	21	0	0	0	1	0	0.000726216
11	21	0	0	0	1	0	0.000726216
12	21	0	0	0	1	0	0.000726216
13	21	0	0	0	1	0	0.000726216
14	21	0	0	0	1	0	0.000726216
15	21	0	0	0	1	0	0.000726216
16	21	0	0	0	1	0	0.000726216
17	21	0	0	0	1	0	0.000726216
18	21	0	0	0	1	0	0.000726216
19	21	0	0	0	1	0	0.000726216
20	21	0	0	0	1	0	0.000726216
24	21	0.5	0	0	0	0.5	0.000726216
30	21	0.5	0	0	0	0.5	0.000726216
36	21	0.5	0	0	0	0.5	0.000726216
43	21	0.488372	0.0232558	0	0	0.488372	0.000726216
67	21	0.313433	0.373134	0	0	0.313433	0.000726216
116	21	0.362069	0.275862	0	0	0.362069	0.000726216
183	21	0.229508	0.540984	0	0	0.229508	0.000726216
323	21	0.130031	0.739938	0	0	0.130031	0.000726216
None	21	0	0	1	0	0	0
# Created by: sources\recs\recs2009\tsv_maker.py
# Description: Location of the single-family attached unit horizontally within the building (left, middle, right).
