Location,TotalSFD,,,,,
USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw,766799.437824475,,,,,
USA_VA_Norfolk.Intl.AP.723080_TMY3.epw,524404.34408588,,,,,
USA_SC_Columbia.Metro.AP.723100_TMY3.epw,363811.158344612,,,,,
USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw,306034.041724846,,,,,
USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw,393414.63321863,,,,,
USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw,787994.225441522,,,,,
USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw,259619.978478858,,,,,
USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw,531877.229780167,,,,,
USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw,408471.271420525,,,,,
USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,405125.509262597,,,,,
USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw,415274.336390888,,,,,
USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw,459999.713377329,,,,,
USA_TN_Nashville.Intl.AP.723270_TMY3.epw,760956.369201427,,,,,
USA_TN_Memphis.Intl.AP.723340_TMY3.epw,818576.85194276,,,,,
USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw,444018.733926421,,,,,
USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw,251796.091548616,,,,,
USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw,178950.128452904,,,,,
USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw,542263.468338857,,,,,
USA_OK_Tulsa.Intl.AP.723560_TMY3.epw,456096.995666588,,,,,
USA_TX_Amarillo.Intl.AP.723630_TMY3.epw,125267.440342782,,,,,
USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw,375043.513255923,,,,,
USA_NM_Tucumcari.AP.723676_TMY3.epw,53069.3026795616,,,,,
USA_AZ_Prescott-Love.Field.723723_TMY3.epw,105809.703977946,,,,,
USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw,104470.294437415,,,,,
USA_CA_Barstow.Daggett.AP.723815_TMY3.epw,457051.624573804,,,,,
USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw,230011.126175397,,,,,
USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw,549231.124172874,,,,,
USA_CA_Fresno.Air.Terminal.723890_TMY3.epw,451045.418027699,,,,,
USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw,166393.909312704,,,,,
USA_VA_Richmond.Intl.AP.724010_TMY3.epw,498772.101671184,,,,,
USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw,908427.592045021,,,,,
USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw,846772.412128951,,,,,
USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw,366014.936067248,,,,,
USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw,801426.785265494,,,,,
USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw,352069.653977482,,,,,
USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw,175216.047222486,,,,,
USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw,259466.579187946,,,,,
USA_WV_Charleston-Yeager.AP.724140_TMY3.epw,259811.872392632,,,,,
USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw,230456.498412992,,,,,
USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw,620089.088888442,,,,,
USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw,348942.977103749,,,,,
USA_KY_Louisville-Standiford.Field.724230_TMY3.epw,508454.104403089,,,,,
USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw,237633.142759894,,,,,
USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw,627299.432184119,,,,,
USA_OH_Dayton.Intl.AP.724290_TMY3.epw,535940.513363643,,,,,
USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw,456379.242561935,,,,,
USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw,1003408.89549585,,,,,
USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw,880923.493778617,,,,,
USA_IL_Springfield-Capital.AP.724390_TMY3.epw,264179.267000544,,,,,
USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw,494294.61140283,,,,,
USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw,307275.856922655,,,,,
USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw,692695.080255538,,,,,
USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw,324111.269572459,,,,,
USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw,97168.2861415828,,,,,
USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw,209634.718170335,,,,,
USA_CO_Alamosa.Muni.AP.724620_TMY3.epw,89471.5556338343,,,,,
USA_CO_Pueblo.Mem.AP.724640_TMY3.epw,71594.3653880849,,,,,
USA_KS_Goodland-Renner.Field.724650_TMY3.epw,31419.4516746308,,,,,
USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw,304080.64574684,,,,,
USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw,75561.1347858204,,,,,
USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,767919.155646599,,,,,
USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw,82674.6939048177,,,,,
USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw,93518.9035325221,,,,,
USA_CA_Sacramento.Exec.AP.724830_TMY3.epw,1257715.50700536,,,,,
USA_NV_Tonopah.AP.724855_TMY3.epw,5000.64410624958,,,,,
USA_NV_Ely-Yelland.Field.724860_TMY3.epw,4685.90673428252,,,,,
USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw,246022.815989985,,,,,
USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,1495638.77545372,,,,,
USA_NJ_Newark.Intl.AP.725020_TMY3.epw,1229388.86596558,,,,,
USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw,893251.228417796,,,,,
USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw,575250.177172801,,,,,
USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw,585406.416880746,,,,,
USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw,806019.042896258,,,,,
USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw,277317.279347412,,,,,
USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw,518731.172977162,,,,,
USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw,343052.000228655,,,,,
USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw,186648.250790445,,,,,
USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw,247246.075976005,,,,,
USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw,499803.005044883,,,,,
USA_NY_Albany.County.AP.725180_TMY3.epw,469523.400463729,,,,,
USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw,349999.531958945,,,,,
USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw,1036217.89573294,,,,,
USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw,403628.488296414,,,,,
USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw,650015.297408872,,,,,
USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw,144940.998082906,,,,,
USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw,304419.149704465,,,,,
USA_PA_Erie.Intl.AP.725260_TMY3.epw,139704.018845867,,,,,
USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw,203953.137782882,,,,,
USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw,345289.495547602,,,,,
USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw,321048.893372414,,,,,
USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,1860815.30477467,,,,,
USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw,322250.968790375,,,,,
USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw,371367.398879195,,,,,
USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw,419643.507709422,,,,,
USA_OH_Toledo.Express.AP.725360_TMY3.epw,371242.655365433,,,,,
USA_MI_Detroit.Metro.AP.725370_TMY3.epw,1189574.82920821,,,,,
USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw,267194.404372024,,,,,
USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw,274972.700681463,,,,,
USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw,299990.186844095,,,,,
USA_IA_Des.Moines.Intl.AP.725460_TMY3.epw,297862.232181871,,,,,
USA_IA_Waterloo.Muni.AP.725480_TMY3.epw,217039.869635429,,,,,
USA_IA_Mason.City.Muni.AP.725485_TMY3.epw,125887.297123118,,,,,
USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw,423023.301913894,,,,,
USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw,109183.20313097,,,,,
USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw,62690.875308733,,,,,
USA_IA_Sioux.City-Sioux.Gateway.AP.725570_TMY3.epw,87237.1826434571,,,,,
USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw,49981.9877600461,,,,,
USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw,46830.2750058802,,,,,
USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw,47772.5612566308,,,,,
USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw,30419.2937262473,,,,,
USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw,572052.011841624,,,,,
USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw,32872.3718295022,,,,,
USA_WY_Lander-Hunt.Field.725760_TMY3.epw,30551.8739995697,,,,,
USA_ID_Pocatello.Muni.AP.725780_TMY3.epw,158617.516935097,,,,,
USA_NV_Elko.Muni.AP.725825_TMY3.epw,13016.2613264512,,,,,
USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw,7443.90578889506,,,,,
USA_CA_Arcata.AP.725945_TMY3.epw,123960.668712354,,,,,
USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw,142166.173300106,,,,,
USA_NH_Concord.Muni.AP.726050_TMY3.epw,356240.677528692,,,,,
USA_ME_Portland.Intl.Jetport.726060_TMY3.epw,453119.553221401,,,,,
USA_VT_Burlington.Intl.AP.726170_TMY3.epw,221994.129671444,,,,,
USA_NY_Massena.AP.726223_TMY3.epw,59114.3590578035,,,,,
USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw,362176.41832714,,,,,
USA_MI_Muskegon.County.AP.726360_TMY3.epw,159033.917110023,,,,,
USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw,569447.185413496,,,,,
USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw,169292.726242395,,,,,
USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw,146452.147335936,,,,,
USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw,74098.01612746,,,,,
USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw,546151.262547826,,,,,
USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw,335722.823113965,,,,,
USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw,119552.120924392,,,,,
USA_WI_Eau.Claire.County.AP.726435_TMY3.epw,237565.020232572,,,,,
USA_MN_Rochester.Intl.AP.726440_TMY3.epw,102039.127109037,,,,,
USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw,467914.398164094,,,,,
USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw,163385.380675612,,,,,
USA_SD_Huron.Rgnl.AP.726540_TMY3.epw,62269.1278657975,,,,,
USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw,320425.278523893,,,,,
USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw,829437.764464235,,,,,
USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw,61759.740434233,,,,,
USA_WY_Sheridan.County.AP.726660_TMY3.epw,33041.0877313166,,,,,
USA_SD_Pierre.Muni.AP.726686_TMY3.epw,26729.386950582,,,,,
USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw,64912.9135544325,,,,,
USA_MT_Lewistown.Muni.AP.726776_TMY3.epw,16766.5960449089,,,,,
USA_ID_Boise.Air.Terminal.726810_TMY3.epw,232676.118811188,,,,,
USA_OR_Burns.Muni.AP.726830_TMY3.epw,11073.0950776879,,,,,
USA_OR_Redmond-Roberts.Field.726835_TMY3.epw,75720.8434851149,,,,,
USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,119778.680919636,,,,,
USA_OR_North.Bend.Muni.AP.726917_TMY3.epw,48864.702158617,,,,,
USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw,117621.875648324,,,,,
USA_OR_Salem-McNary.Field.726940_TMY3.epw,191075.30145527,,,,,
USA_OR_Portland.Intl.AP.726980_TMY3.epw,573386.054676703,,,,,
USA_ME_Caribou.Muni.AP.727120_TMY3.epw,53957.796879541,,,,,
USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw,45672.2347172892,,,,,
USA_MN_Duluth.Intl.AP.727450_TMY3.epw,243592.958097732,,,,,
USA_MN_International.Falls.Intl.AP.727470_TMY3.epw,41846.608030914,,,,,
USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw,168366.57077742,,,,,
USA_ND_Bismarck.Muni.AP.727640_TMY3.epw,64118.2527239159,,,,,
USA_ND_Minot.Intl.AP.727676_TMY3.epw,57640.7317115226,,,,,
USA_MT_Glasgow.Intl.AP.727680_TMY3.epw,16996.9517073466,,,,,
USA_MT_Helena.Rgnl.AP.727720_TMY3.epw,80992.3264473296,,,,,
USA_MT_Missoula.Intl.AP.727730_TMY3.epw,67035.6521248272,,,,,
USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw,29380.4962514959,,,,,
USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw,50934.252859401,,,,,
USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw,8802.94462996055,,,,,
USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,145975.325722314,,,,,
USA_WA_Spokane.Intl.AP.727850_TMY3.epw,279041.042772366,,,,,
USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw,46220.5864769931,,,,,
USA_WA_Olympia.AP.727920_TMY3.epw,172974.943748788,,,,,
USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,1031090.47721976,,,,,
USA_WA_Quillayute.State.AP.727970_TMY3.epw,58820.2324004907,,,,,
USA_MT_Miles.City.Muni.AP.742300_TMY3.epw,17099.1730773169,,,,,
USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw,916871.388523736,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
