Location,None,Unheated Basement,Heated Basement,Crawl,Slab,Total,,,
USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw,0,5.90610997980698E-02,0.168661672479158,0.722772277227723,4.95049504950495E-02,1,,,
USA_OR_Salem-McNary.Field.726940_TMY3.epw,0,5.90610997980698E-02,0.168661672479158,0.722772277227723,4.95049504950495E-02,1,,,
USA_OR_Portland.Intl.AP.726980_TMY3.epw,0,5.90610997980698E-02,0.168661672479158,0.722772277227723,4.95049504950495E-02,1,,,
USA_ME_Caribou.Muni.AP.727120_TMY3.epw,0,0.58109326077538,0.34890673922462,0.02,0.05,1,,,
USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw,0,0.395474574135962,0.564921465467998,2.97029702970297E-02,9.9009900990099E-03,1,,,
USA_MN_Duluth.Intl.AP.727450_TMY3.epw,0,0.21846545674929,0.76173256305269,9.9009900990099E-03,9.9009900990099E-03,1,,,
USA_MN_International.Falls.Intl.AP.727470_TMY3.epw,0,0.21846545674929,0.76173256305269,9.9009900990099E-03,9.9009900990099E-03,1,,,
USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw,0,0.209638569607905,0.730955489798036,2.97029702970297E-02,2.97029702970297E-02,1,,,
USA_ND_Bismarck.Muni.AP.727640_TMY3.epw,0,0.209638569607905,0.730955489798036,2.97029702970297E-02,2.97029702970297E-02,1,,,
USA_ND_Minot.Intl.AP.727676_TMY3.epw,0,0.209638569607905,0.730955489798036,2.97029702970297E-02,2.97029702970297E-02,1,,,
USA_MT_Glasgow.Intl.AP.727680_TMY3.epw,0,0.243258779395223,0.736939240406757,1.98019801980198E-02,0,1,,,
USA_MT_Helena.Rgnl.AP.727720_TMY3.epw,0,0.243258779395223,0.736939240406757,1.98019801980198E-02,0,1,,,
USA_MT_Missoula.Intl.AP.727730_TMY3.epw,0,0.243258779395223,0.736939240406757,1.98019801980198E-02,0,1,,,
USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw,0,0.243258779395223,0.736939240406757,1.98019801980198E-02,0,1,,,
USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw,0,0.243258779395223,0.736939240406757,1.98019801980198E-02,0,1,,,
USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw,0,0.243258779395223,0.736939240406757,1.98019801980198E-02,0,1,,,
USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,0,0.161776055968626,0.461986320268998,0.346534653465347,2.97029702970297E-02,1,,,
USA_WA_Spokane.Intl.AP.727850_TMY3.epw,0,0.161776055968626,0.461986320268998,0.346534653465347,2.97029702970297E-02,1,,,
USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw,0,5.90610997980698E-02,0.168661672479158,0.722772277227723,4.95049504950495E-02,1,,,
USA_WA_Olympia.AP.727920_TMY3.epw,0,0.161776055968626,0.461986320268998,0.346534653465347,2.97029702970297E-02,1,,,
USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,0,0.161776055968626,0.461986320268998,0.346534653465347,2.97029702970297E-02,1,,,
USA_WA_Quillayute.State.AP.727970_TMY3.epw,0,0.161776055968626,0.461986320268998,0.346534653465347,2.97029702970297E-02,1,,,
USA_MT_Miles.City.Muni.AP.742300_TMY3.epw,0,0.243258779395223,0.736939240406757,1.98019801980198E-02,0,1,,,
USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw,0,0.484922543288496,0.326958644830316,3.96039603960396E-02,0.148514851485149,1,,,
