Meta Category,,,,Meta Option,,,,,,,,,
Name,Units,DisplayOrder,AffectsGeometry,Name,Selected,DisplayOrder,GroupBy,GeometryValue,GeometryValue2,GeometryValue3,EPWfile,Lat,Long
,,,,USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw,x,16,CR02,,,,USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw,43.583,-96.75
,,,,USA_WI_Eau.Claire.County.AP.726435_TMY3.epw,x,17,CR02,,,,USA_WI_Eau.Claire.County.AP.726435_TMY3.epw,44.867,-91.4829999999999
,,,,USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw,x,18,CR02,,,,USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw,44.483,-88.133
,,,,USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw,x,19,CR02,,,,USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw,43.867,-91.25
,,,,USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw,x,20,CR02,,,,USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw,43.13,-89.33
,,,,USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw,x,21,CR02,,,,USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw,42.95,-87.9
,,,,USA_CO_Alamosa.Muni.AP.724620_TMY3.epw,x,22,CR03,,,,USA_CO_Alamosa.Muni.AP.724620_TMY3.epw,37.433,-105.867
,,,,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,x,23,CR03,,,,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,40.13,-105.24
,,,,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw,x,24,CR03,,,,USA_CO_Colorado.Springs-Peterson.Field.724660_TMY3.epw,38.817,-104.717
,,,,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw,x,25,CR03,,,,USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw,39.65,-106.917
,,,,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw,x,26,CR03,,,,USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw,39.133,-108.532999999999
,,,,USA_CO_Pueblo.Mem.AP.724640_TMY3.epw,x,27,CR03,,,,USA_CO_Pueblo.Mem.AP.724640_TMY3.epw,38.283,-104.5
,,,,USA_ID_Boise.Air.Terminal.726810_TMY3.epw,x,28,CR03,,,,USA_ID_Boise.Air.Terminal.726810_TMY3.epw,43.62,-116.21
,,,,USA_ID_Pocatello.Muni.AP.725780_TMY3.epw,x,29,CR03,,,,USA_ID_Pocatello.Muni.AP.725780_TMY3.epw,42.917,-112.567
,,,,USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw,x,30,CR03,,,,USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw,45.8,-108.55
,,,,USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw,x,31,CR03,,,,USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw,48.6,-112.367
,,,,USA_MT_Glasgow.Intl.AP.727680_TMY3.epw,x,32,CR03,,,,USA_MT_Glasgow.Intl.AP.727680_TMY3.epw,48.217,-106.617
,,,,USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw,x,33,CR03,,,,USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw,47.467,-111.383
,,,,USA_MT_Helena.Rgnl.AP.727720_TMY3.epw,x,34,CR03,,,,USA_MT_Helena.Rgnl.AP.727720_TMY3.epw,46.6,-111.967
,,,,USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw,x,35,CR03,,,,USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw,48.317,-114.25
,,,,USA_MT_Lewistown.Muni.AP.726776_TMY3.epw,x,36,CR03,,,,USA_MT_Lewistown.Muni.AP.726776_TMY3.epw,47.05,-109.45
,,,,USA_MT_Miles.City.Muni.AP.742300_TMY3.epw,x,37,CR03,,,,USA_MT_Miles.City.Muni.AP.742300_TMY3.epw,46.433,-105.883
,,,,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,x,38,CR03,,,,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,46.917,-114.1
,,,,USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw,x,39,CR03,,,,USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw,37.7,-113.1
,,,,USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw,x,40,CR03,,,,USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw,40.77,-111.97
,,,,USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw,x,41,CR03,,,,USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw,42.9,-106.467
,,,,USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw,x,42,CR03,,,,USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw,41.15,-104.8
,,,,USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw,x,43,CR03,,,,USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw,41.46,-109.44
,,,,USA_WY_Lander-Hunt.Field.725760_TMY3.epw,x,44,CR03,,,,USA_WY_Lander-Hunt.Field.725760_TMY3.epw,42.817,-108.732999999999
,,,,USA_WY_Sheridan.County.AP.726660_TMY3.epw,x,45,CR03,,,,USA_WY_Sheridan.County.AP.726660_TMY3.epw,44.7669999999999,-106.967
,,,,USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw,x,46,CR04,,,,USA_CT_Bridgeport-Sikorsky.Mem.AP.725040_TMY3.epw,41.183,-73.15
,,,,USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw,x,47,CR04,,,,USA_CT_Hartford-Bradley.Intl.AP.725080_TMY3.epw,41.933,-72.683
,,,,USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw,x,48,CR04,,,,USA_MA_Boston-Logan.Intl.AP.725090_TMY3.epw,42.367,-71.017
,,,,USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw,x,49,CR04,,,,USA_MA_Worcester.Rgnl.AP.725095_TMY3.epw,42.2669999999999,-71.883
,,,,USA_ME_Caribou.Muni.AP.727120_TMY3.epw,x,50,CR04,,,,USA_ME_Caribou.Muni.AP.727120_TMY3.epw,46.867,-68.033
,,,,USA_ME_Portland.Intl.Jetport.726060_TMY3.epw,x,51,CR04,,,,USA_ME_Portland.Intl.Jetport.726060_TMY3.epw,43.65,-70.3
,,,,USA_NH_Concord.Muni.AP.726050_TMY3.epw,x,52,CR04,,,,USA_NH_Concord.Muni.AP.726050_TMY3.epw,43.2,-71.5
,,,,USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw,x,53,CR04,,,,USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw,41.717,-71.433
,,,,USA_VT_Burlington.Intl.AP.726170_TMY3.epw,x,54,CR04,,,,USA_VT_Burlington.Intl.AP.726170_TMY3.epw,44.467,-73.15
,,,,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,x,55,CR05,,,,USA_IL_Chicago-OHare.Intl.AP.725300_TMY3.epw,41.983,-87.917
,,,,USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw,x,56,CR05,,,,USA_IL_Moline-Quad.City.Intl.AP.725440_TMY3.epw,41.467,-90.517
,,,,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw,x,57,CR05,,,,USA_IL_Peoria-Greater.Peoria.AP.725320_TMY3.epw,40.667,-89.6829999999999
,,,,USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw,x,58,CR05,,,,USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw,42.2,-89.1
,,,,USA_IL_Springfield-Capital.AP.724390_TMY3.epw,x,59,CR05,,,,USA_IL_Springfield-Capital.AP.724390_TMY3.epw,39.85,-89.6829999999999
,,,,USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw,x,60,CR05,,,,USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw,38.05,-87.5329999999999
,,,,USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw,x,61,CR05,,,,USA_IN_Fort.Wayne.Intl.AP.725330_TMY3.epw,41,-85.2
,,,,USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw,x,62,CR05,,,,USA_IN_Indianapolis.Intl.AP.724380_TMY3.epw,39.717,-86.267
,,,,USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw,x,63,CR05,,,,USA_IN_South.Bend-Michiana.Rgnl.AP.725350_TMY3.epw,41.7,-86.333
,,,,USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw,x,64,CR05,,,,USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw,45.067,-83.583
,,,,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,x,65,CR05,,,,USA_MI_Detroit.Metro.AP.725370_TMY3.epw,42.217,-83.35
,,,,USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw,x,66,CR05,,,,USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw,42.967,-83.75
,,,,USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw,x,67,CR05,,,,USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw,42.883,-85.517
,,,,USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw,x,68,CR05,,,,USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw,44.367,-84.6829999999999
,,,,USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw,x,69,CR05,,,,USA_MI_Lansing-Capital.City.AP.725390_TMY3.epw,42.783,-84.583
,,,,USA_MI_Muskegon.County.AP.726360_TMY3.epw,x,70,CR05,,,,USA_MI_Muskegon.County.AP.726360_TMY3.epw,43.167,-86.2329999999999
,,,,USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw,x,71,CR05,,,,USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw,46.467,-84.35
,,,,USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw,x,72,CR05,,,,USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw,44.733,-85.583
,,,,USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw,x,73,CR05,,,,USA_OH_Akron.Canton.Rgnl.AP.725210_TMY3.epw,40.917,-81.433
,,,,USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw,x,74,CR05,,,,USA_OH_Cleveland-Hopkins.Intl.AP.725240_TMY3.epw,41.4,-81.85
,,,,USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw,x,75,CR05,,,,USA_OH_Columbus-Port.Columbus.Intl.AP.724280_TMY3.epw,39.983,-82.883
,,,,USA_OH_Dayton.Intl.AP.724290_TMY3.epw,x,76,CR05,,,,USA_OH_Dayton.Intl.AP.724290_TMY3.epw,39.9,-84.217
,,,,USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw,x,77,CR05,,,,USA_OH_Mansfield-Lahm.Muni.AP.725246_TMY3.epw,40.817,-82.517
,,,,USA_OH_Toledo.Express.AP.725360_TMY3.epw,x,78,CR05,,,,USA_OH_Toledo.Express.AP.725360_TMY3.epw,41.583,-83.8
,,,,USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw,x,79,CR05,,,,USA_OH_Youngstown.Rgnl.AP.725250_TMY3.epw,41.25,-80.667
,,,,USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw,x,80,CR06,,,,USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw,46.15,-123.883
,,,,USA_OR_Burns.Muni.AP.726830_TMY3.epw,x,81,CR06,,,,USA_OR_Burns.Muni.AP.726830_TMY3.epw,43.52,-119.02
,,,,USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw,x,82,CR06,,,,USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw,44.05,-123.07
,,,,USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw,x,83,CR06,,,,USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw,42.19,-122.7
,,,,USA_OR_North.Bend.Muni.AP.726917_TMY3.epw,x,84,CR06,,,,USA_OR_North.Bend.Muni.AP.726917_TMY3.epw,43.417,-124.25
,,,,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,x,85,CR06,,,,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,45.7,-118.833
,,,,USA_OR_Portland.Intl.AP.726980_TMY3.epw,x,86,CR06,,,,USA_OR_Portland.Intl.AP.726980_TMY3.epw,45.6,-122.617
,,,,USA_OR_Redmond-Roberts.Field.726835_TMY3.epw,x,87,CR06,,,,USA_OR_Redmond-Roberts.Field.726835_TMY3.epw,44.25,-121.167
,,,,USA_OR_Salem-McNary.Field.726940_TMY3.epw,x,88,CR06,,,,USA_OR_Salem-McNary.Field.726940_TMY3.epw,44.9,-123
,,,,USA_WA_Olympia.AP.727920_TMY3.epw,x,89,CR06,,,,USA_WA_Olympia.AP.727920_TMY3.epw,46.967,-122.9
,,,,USA_WA_Quillayute.State.AP.727970_TMY3.epw,x,90,CR06,,,,USA_WA_Quillayute.State.AP.727970_TMY3.epw,47.933,-124.567
,,,,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,x,91,CR06,,,,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,47.467,-122.317
,,,,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,x,92,CR06,,,,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,47.49,-117.589
,,,,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,x,93,CR06,,,,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,46.567,-120.55
,,,,USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw,x,94,CR07,,,,USA_NJ_Atlantic.City.Intl.AP.724070_TMY3.epw,39.45,-74.567
,,,,USA_NJ_Newark.Intl.AP.725020_TMY3.epw,x,95,CR07,,,,USA_NJ_Newark.Intl.AP.725020_TMY3.epw,40.717,-74.183
,,,,USA_NY_Albany.County.AP.725180_TMY3.epw,x,96,CR07,,,,USA_NY_Albany.County.AP.725180_TMY3.epw,42.75,-73.8
,,,,USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw,x,97,CR07,,,,USA_NY_Binghamton-Edwin.A.Link.Field.725150_TMY3.epw,42.2,-75.983
,,,,USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw,x,98,CR07,,,,USA_NY_Buffalo-Greater.Buffalo.Intl.AP.725280_TMY3.epw,42.933,-78.733
,,,,USA_NY_Massena.AP.726223_TMY3.epw,x,99,CR07,,,,USA_NY_Massena.AP.726223_TMY3.epw,44.933,-74.85
,,,,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw,x,100,CR07,,,,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw,40.65,-73.8
,,,,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw,x,101,CR07,,,,USA_NY_Rochester-Greater.Rochester.Intl.AP.725290_TMY3.epw,43.117,-77.683
,,,,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw,x,102,CR07,,,,USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw,43.117,-76.1
,,,,USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw,x,103,CR07,,,,USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw,40.65,-75.45
,,,,USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw,x,104,CR07,,,,USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw,41.8,-78.633
,,,,USA_PA_Erie.Intl.AP.725260_TMY3.epw,x,105,CR07,,,,USA_PA_Erie.Intl.AP.725260_TMY3.epw,42.083,-80.183
,,,,USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw,x,106,CR07,,,,USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw,40.217,-76.85
,,,,USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw,x,107,CR07,,,,USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw,39.867,-75.233
,,,,USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw,x,108,CR07,,,,USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw,40.5,-80.233
,,,,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw,x,109,CR07,,,,USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw,41.333,-75.733
,,,,USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw,x,110,CR07,,,,USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw,41.25,-76.917
,,,,USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw,x,111,CR08,,,,USA_DE_Wilmington-New.Castle.County.AP.724089_TMY3.epw,39.667,-75.6
,,,,USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw,x,112,CR08,,,,USA_KS_Dodge.City.Rgnl.AP.724510_TMY3.epw,37.7669999999999,-99.967
,,,,USA_KS_Goodland-Renner.Field.724650_TMY3.epw,x,113,CR08,,,,USA_KS_Goodland-Renner.Field.724650_TMY3.epw,39.367,-101.7
,,,,USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw,x,114,CR08,,,,USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw,39.067,-95.633
,,,,USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw,x,115,CR08,,,,USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw,37.65,-97.4329999999999
,,,,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw,x,116,CR08,,,,USA_MD_Baltimore-Washington.Intl.AP.724060_TMY3.epw,39.167,-76.683
,,,,USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw,x,117,CR08,,,,USA_MO_Columbia.Rgnl.AP.724450_TMY3.epw,38.817,-92.217
,,,,USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw,x,118,CR08,,,,USA_MO_Kansas.City.Intl.AP.724460_TMY3.epw,39.3,-94.717
,,,,USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw,x,119,CR08,,,,USA_MO_Springfield.Rgnl.AP.724400_TMY3.epw,37.233,-93.383
,,,,USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw,x,120,CR08,,,,USA_MO_St.Louis-Lambert.Intl.AP.724340_TMY3.epw,38.75,-90.367
,,,,USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw,x,121,CR08,,,,USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw,40.967,-98.317
,,,,USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw,x,122,CR08,,,,USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw,41.983,-97.4329999999999
,,,,USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw,x,123,CR08,,,,USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw,41.117,-100.667
,,,,USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw,x,124,CR08,,,,USA_NE_Omaha-Eppley.Airfield.725500_TMY3.epw,41.317,-95.9
,,,,USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw,x,125,CR08,,,,USA_NE_Scottsbluff-W.B.Heilig.Field.725660_TMY3.epw,41.867,-103.6
,,,,USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw,x,126,CR08,,,,USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw,36.467,-82.4
,,,,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw,x,127,CR08,,,,USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw,35.033,-85.2
,,,,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw,x,128,CR08,,,,USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw,35.817,-83.9829999999999
,,,,USA_TN_Memphis.Intl.AP.723340_TMY3.epw,x,129,CR08,,,,USA_TN_Memphis.Intl.AP.723340_TMY3.epw,35.067,-89.9829999999999
,,,,USA_TN_Nashville.Intl.AP.723270_TMY3.epw,x,130,CR08,,,,USA_TN_Nashville.Intl.AP.723270_TMY3.epw,36.117,-86.6829999999999
,,,,USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw,x,131,CR08,,,,USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw,37.333,-79.2
,,,,USA_VA_Norfolk.Intl.AP.723080_TMY3.epw,x,132,CR08,,,,USA_VA_Norfolk.Intl.AP.723080_TMY3.epw,36.9,-76.2
,,,,USA_VA_Richmond.Intl.AP.724010_TMY3.epw,x,133,CR08,,,,USA_VA_Richmond.Intl.AP.724010_TMY3.epw,37.5169999999999,-77.317
,,,,USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw,x,134,CR08,,,,USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw,37.317,-79.967
,,,,USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw,x,135,CR08,,,,USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw,38.98,-77.47
,,,,USA_WV_Charleston-Yeager.AP.724140_TMY3.epw,x,136,CR08,,,,USA_WV_Charleston-Yeager.AP.724140_TMY3.epw,38.383,-81.583
,,,,USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw,x,137,CR08,,,,USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw,38.883,-79.85
,,,,USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw,x,138,CR08,,,,USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw,38.383,-82.55
,,,,USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,x,139,CR09,,,,USA_AL_Birmingham.Muni.AP.722280_TMY3.epw,33.567,-86.75
,,,,USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,x,140,CR09,,,,USA_AL_Huntsville.Intl.AP-Jones.Field.723230_TMY3.epw,34.65,-86.7829999999999
,,,,USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,x,141,CR09,,,,USA_AL_Mobile-Rgnl.AP.722230_TMY3.epw,30.683,-88.25
,,,,USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw,x,142,CR09,,,,USA_AL_Montgomery-Dannelly.Field.722260_TMY3.epw,32.3,-86.4
,,,,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw,x,143,CR09,,,,USA_AR_Fort.Smith.Rgnl.AP.723440_TMY3.epw,35.333,-94.367
,,,,USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw,x,144,CR09,,,,USA_AR_Little.Rock-Adams.Field.723403_TMY3.epw,34.75,-92.2329999999999
,,,,USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw,x,145,CR09,,,,USA_FL_Daytona.Beach.Intl.AP.722056_TMY3.epw,29.183,-81.067
,,,,USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw,x,146,CR09,,,,USA_FL_Jacksonville.Intl.AP.722060_TMY3.epw,30.5,-81.7
,,,,USA_FL_Key.West.Intl.AP.722010_TMY3.epw,x,147,CR09,,,,USA_FL_Key.West.Intl.AP.722010_TMY3.epw,24.55,-81.75
,,,,USA_FL_Miami.Intl.AP.722020_TMY3.epw,x,148,CR09,,,,USA_FL_Miami.Intl.AP.722020_TMY3.epw,25.8169999999999,-80.3
,,,,USA_FL_Orlando.Intl.AP.722050_TMY3.epw,x,149,CR09,,,,USA_FL_Orlando.Intl.AP.722050_TMY3.epw,28.433,-81.333
,,,,USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw,x,150,CR09,,,,USA_FL_Tallahassee.Rgnl.AP.722140_TMY3.epw,30.38,-84.37
,,,,USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw,x,151,CR09,,,,USA_FL_West.Palm.Beach.Intl.AP.722030_TMY3.epw,26.683,-80.1
,,,,USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw,x,152,CR09,,,,USA_GA_Athens-Ben.Epps.AP.723110_TMY3.epw,33.95,-83.333
