Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Heating Fuel	Dependency=Vintage	Option=Ducted Heat Pump	Option=Ducted Heating	Option=Non-Ducted Heat Pump	Option=Non-Ducted Heating	Option=None
2A	Propane	1940s	0.000000	0.507708	0.000000	0.492292	0.000000
2A	Electricity	1950s	0.235570	0.483905	0.000000	0.280526	0.000000
2A	Fuel Oil	1950s	0.000000	0.503623	0.000000	0.496377	0.000000
2A	Natural Gas	1950s	0.000000	0.503623	0.000000	0.496377	0.000000
2A	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
2A	Other Fuel	1950s	0.000000	0.503623	0.000000	0.496377	0.000000
2A	Propane	1950s	0.000000	0.503623	0.000000	0.496377	0.000000
2A	Electricity	1960s	0.203422	0.594405	0.000000	0.202173	0.000000
2A	Fuel Oil	1960s	0.000000	0.853206	0.000000	0.146794	0.000000
2A	Natural Gas	1960s	0.000000	0.853206	0.000000	0.146794	0.000000
2A	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
2A	Other Fuel	1960s	0.000000	0.853206	0.000000	0.146794	0.000000
2A	Propane	1960s	0.000000	0.853206	0.000000	0.146794	0.000000
2A	Electricity	1970s	0.298932	0.612458	0.000000	0.088609	0.000000
2A	Fuel Oil	1970s	0.000000	0.713736	0.000000	0.286264	0.000000
2A	Natural Gas	1970s	0.000000	0.713736	0.000000	0.286264	0.000000
2A	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
2A	Other Fuel	1970s	0.000000	0.713736	0.000000	0.286264	0.000000
2A	Propane	1970s	0.000000	0.713736	0.000000	0.286264	0.000000
2A	Electricity	1980s	0.249737	0.631509	0.000000	0.118754	0.000000
2A	Fuel Oil	1980s	0.000000	0.845411	0.000000	0.154589	0.000000
2A	Natural Gas	1980s	0.000000	0.845411	0.000000	0.154589	0.000000
2A	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
2A	Other Fuel	1980s	0.000000	0.845411	0.000000	0.154589	0.000000
2A	Propane	1980s	0.000000	0.845411	0.000000	0.154589	0.000000
2A	Electricity	1990s	0.333071	0.572607	0.000000	0.094323	0.000000
2A	Fuel Oil	1990s	0.000000	0.884798	0.000000	0.115202	0.000000
2A	Natural Gas	1990s	0.000000	0.884798	0.000000	0.115202	0.000000
2A	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
2A	Other Fuel	1990s	0.000000	0.884798	0.000000	0.115202	0.000000
2A	Propane	1990s	0.000000	0.884798	0.000000	0.115202	0.000000
2A	Electricity	2000s	0.280958	0.691421	0.000000	0.027620	0.000000
2A	Fuel Oil	2000s	0.000000	0.866243	0.000000	0.133757	0.000000
2A	Natural Gas	2000s	0.000000	0.866243	0.000000	0.133757	0.000000
2A	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
2A	Other Fuel	2000s	0.000000	0.866243	0.000000	0.133757	0.000000
2A	Propane	2000s	0.000000	0.866243	0.000000	0.133757	0.000000
2A	Electricity	2010s	0.280958	0.691421	0.000000	0.027620	0.000000
2A	Fuel Oil	2010s	0.000000	0.866243	0.000000	0.133757	0.000000
2A	Natural Gas	2010s	0.000000	0.866243	0.000000	0.133757	0.000000
2A	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
2A	Other Fuel	2010s	0.000000	0.866243	0.000000	0.133757	0.000000
2A	Propane	2010s	0.000000	0.866243	0.000000	0.133757	0.000000
2A	Electricity	<1940	0.323347	0.557419	0.000000	0.119235	0.000000
2A	Fuel Oil	<1940	0.000000	0.612611	0.000000	0.387389	0.000000
2A	Natural Gas	<1940	0.000000	0.612611	0.000000	0.387389	0.000000
2A	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
2A	Other Fuel	<1940	0.000000	0.612611	0.000000	0.387389	0.000000
2A	Propane	<1940	0.000000	0.612611	0.000000	0.387389	0.000000
2B	Electricity	1940s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Fuel Oil	1940s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Natural Gas	1940s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
2B	Other Fuel	1940s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Propane	1940s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Electricity	1950s	0.000000	0.000000	0.000000	1.000000	0.000000
2B	Fuel Oil	1950s	0.000000	0.830347	0.000000	0.169653	0.000000
2B	Natural Gas	1950s	0.000000	0.830347	0.000000	0.169653	0.000000
2B	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
2B	Other Fuel	1950s	0.000000	0.830347	0.000000	0.169653	0.000000
2B	Propane	1950s	0.000000	0.830347	0.000000	0.169653	0.000000
2B	Electricity	1960s	0.000000	0.638928	0.000000	0.361072	0.000000
2B	Fuel Oil	1960s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Natural Gas	1960s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
2B	Other Fuel	1960s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Propane	1960s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Electricity	1970s	0.440150	0.524936	0.000000	0.034913	0.000000
2B	Fuel Oil	1970s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Natural Gas	1970s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
2B	Other Fuel	1970s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Propane	1970s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Electricity	1980s	0.411203	0.426150	0.000000	0.162646	0.000000
2B	Fuel Oil	1980s	0.000000	0.650053	0.000000	0.349947	0.000000
2B	Natural Gas	1980s	0.000000	0.650053	0.000000	0.349947	0.000000
2B	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
2B	Other Fuel	1980s	0.000000	0.650053	0.000000	0.349947	0.000000
2B	Propane	1980s	0.000000	0.650053	0.000000	0.349947	0.000000
2B	Electricity	1990s	0.524753	0.425592	0.000000	0.049655	0.000000
2B	Fuel Oil	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Natural Gas	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
2B	Other Fuel	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Propane	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Electricity	2000s	0.461236	0.461697	0.000000	0.077066	0.000000
2B	Fuel Oil	2000s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Natural Gas	2000s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
2B	Other Fuel	2000s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Propane	2000s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Electricity	2010s	0.461236	0.461697	0.000000	0.077066	0.000000
2B	Fuel Oil	2010s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Natural Gas	2010s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
2B	Other Fuel	2010s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Propane	2010s	0.000000	1.000000	0.000000	0.000000	0.000000
2B	Electricity	<1940	1.000000	0.000000	0.000000	0.000000	0.000000
2B	Fuel Oil	<1940	0.000000	0.000000	0.000000	1.000000	0.000000
2B	Natural Gas	<1940	0.000000	0.000000	0.000000	1.000000	0.000000
2B	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
2B	Other Fuel	<1940	0.000000	0.000000	0.000000	1.000000	0.000000
2B	Propane	<1940	0.000000	0.000000	0.000000	1.000000	0.000000
3A	Electricity	1940s	0.325169	0.501879	0.000000	0.172952	0.000000
3A	Fuel Oil	1940s	0.000000	0.663367	0.000000	0.336633	0.000000
3A	Natural Gas	1940s	0.000000	0.663367	0.000000	0.336633	0.000000
3A	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
3A	Other Fuel	1940s	0.000000	0.663367	0.000000	0.336633	0.000000
3A	Propane	1940s	0.000000	0.663367	0.000000	0.336633	0.000000
3A	Electricity	1950s	0.262228	0.387956	0.000000	0.349816	0.000000
3A	Fuel Oil	1950s	0.000000	0.833376	0.000000	0.166624	0.000000
3A	Natural Gas	1950s	0.000000	0.833376	0.000000	0.166624	0.000000
3A	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
3A	Other Fuel	1950s	0.000000	0.833376	0.000000	0.166624	0.000000
3A	Propane	1950s	0.000000	0.833376	0.000000	0.166624	0.000000
3A	Electricity	1960s	0.276639	0.573609	0.000000	0.149752	0.000000
3A	Fuel Oil	1960s	0.000000	0.770584	0.000000	0.229416	0.000000
3A	Natural Gas	1960s	0.000000	0.770584	0.000000	0.229416	0.000000
3A	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
3A	Other Fuel	1960s	0.000000	0.770584	0.000000	0.229416	0.000000
3A	Propane	1960s	0.000000	0.770584	0.000000	0.229416	0.000000
3A	Electricity	1970s	0.362799	0.495553	0.000000	0.141648	0.000000
3A	Fuel Oil	1970s	0.000000	0.812640	0.000000	0.187360	0.000000
3A	Natural Gas	1970s	0.000000	0.812640	0.000000	0.187360	0.000000
3A	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
3A	Other Fuel	1970s	0.000000	0.812640	0.000000	0.187360	0.000000
3A	Propane	1970s	0.000000	0.812640	0.000000	0.187360	0.000000
3A	Electricity	1980s	0.279489	0.643765	0.000000	0.076745	0.000000
3A	Fuel Oil	1980s	0.000000	0.875420	0.000000	0.124580	0.000000
3A	Natural Gas	1980s	0.000000	0.875420	0.000000	0.124580	0.000000
3A	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
3A	Other Fuel	1980s	0.000000	0.875420	0.000000	0.124580	0.000000
3A	Propane	1980s	0.000000	0.875420	0.000000	0.124580	0.000000
3A	Electricity	1990s	0.400148	0.560452	0.000000	0.039400	0.000000
3A	Fuel Oil	1990s	0.000000	0.929465	0.000000	0.070535	0.000000
3A	Natural Gas	1990s	0.000000	0.929465	0.000000	0.070535	0.000000
3A	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
3A	Other Fuel	1990s	0.000000	0.929465	0.000000	0.070535	0.000000
3A	Propane	1990s	0.000000	0.929465	0.000000	0.070535	0.000000
3A	Electricity	2000s	0.362921	0.614220	0.000000	0.022858	0.000000
3A	Fuel Oil	2000s	0.000000	0.927433	0.000000	0.072567	0.000000
3A	Natural Gas	2000s	0.000000	0.927433	0.000000	0.072567	0.000000
3A	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
3A	Other Fuel	2000s	0.000000	0.927433	0.000000	0.072567	0.000000
3A	Propane	2000s	0.000000	0.927433	0.000000	0.072567	0.000000
3A	Electricity	2010s	0.362921	0.614220	0.000000	0.022858	0.000000
3A	Fuel Oil	2010s	0.000000	0.927433	0.000000	0.072567	0.000000
3A	Natural Gas	2010s	0.000000	0.927433	0.000000	0.072567	0.000000
3A	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
3A	Other Fuel	2010s	0.000000	0.927433	0.000000	0.072567	0.000000
3A	Propane	2010s	0.000000	0.927433	0.000000	0.072567	0.000000
3A	Electricity	<1940	0.351763	0.378375	0.000000	0.269862	0.000000
3A	Fuel Oil	<1940	0.000000	0.299183	0.000000	0.700817	0.000000
3A	Natural Gas	<1940	0.000000	0.299183	0.000000	0.700817	0.000000
3A	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
3A	Other Fuel	<1940	0.000000	0.299183	0.000000	0.700817	0.000000
3A	Propane	<1940	0.000000	0.299183	0.000000	0.700817	0.000000
3B	Electricity	1940s	0.056210	0.345846	0.000000	0.597944	0.000000
3B	Fuel Oil	1940s	0.000000	0.217452	0.000000	0.782548	0.000000
3B	Natural Gas	1940s	0.000000	0.217452	0.000000	0.782548	0.000000
3B	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
3B	Other Fuel	1940s	0.000000	0.217452	0.000000	0.782548	0.000000
3B	Propane	1940s	0.000000	0.217452	0.000000	0.782548	0.000000
3B	Electricity	1950s	0.120104	0.440323	0.000000	0.439573	0.000000
3B	Fuel Oil	1950s	0.000000	0.656274	0.000000	0.343726	0.000000
3B	Natural Gas	1950s	0.000000	0.656274	0.000000	0.343726	0.000000
3B	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
3B	Other Fuel	1950s	0.000000	0.656274	0.000000	0.343726	0.000000
3B	Propane	1950s	0.000000	0.656274	0.000000	0.343726	0.000000
3B	Electricity	1960s	0.218908	0.401581	0.000000	0.379511	0.000000
3B	Fuel Oil	1960s	0.000000	0.668161	0.000000	0.331839	0.000000
3B	Natural Gas	1960s	0.000000	0.668161	0.000000	0.331839	0.000000
3B	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
3B	Other Fuel	1960s	0.000000	0.668161	0.000000	0.331839	0.000000
3B	Propane	1960s	0.000000	0.668161	0.000000	0.331839	0.000000
3B	Electricity	1970s	0.126135	0.533927	0.000000	0.339938	0.000000
3B	Fuel Oil	1970s	0.000000	0.759506	0.000000	0.240494	0.000000
3B	Natural Gas	1970s	0.000000	0.759506	0.000000	0.240494	0.000000
3B	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
3B	Other Fuel	1970s	0.000000	0.759506	0.000000	0.240494	0.000000
3B	Propane	1970s	0.000000	0.759506	0.000000	0.240494	0.000000
3B	Electricity	1980s	0.176103	0.537051	0.000000	0.286847	0.000000
3B	Fuel Oil	1980s	0.000000	0.822357	0.000000	0.177643	0.000000
3B	Natural Gas	1980s	0.000000	0.822357	0.000000	0.177643	0.000000
3B	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
3B	Other Fuel	1980s	0.000000	0.822357	0.000000	0.177643	0.000000
3B	Propane	1980s	0.000000	0.822357	0.000000	0.177643	0.000000
3B	Electricity	1990s	0.166785	0.565717	0.000000	0.267499	0.000000
3B	Fuel Oil	1990s	0.000000	0.934671	0.000000	0.065329	0.000000
3B	Natural Gas	1990s	0.000000	0.934671	0.000000	0.065329	0.000000
3B	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
3B	Other Fuel	1990s	0.000000	0.934671	0.000000	0.065329	0.000000
3B	Propane	1990s	0.000000	0.934671	0.000000	0.065329	0.000000
3B	Electricity	2000s	0.324575	0.603666	0.000000	0.071758	0.000000
3B	Fuel Oil	2000s	0.000000	0.960798	0.000000	0.039202	0.000000
3B	Natural Gas	2000s	0.000000	0.960798	0.000000	0.039202	0.000000
3B	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
3B	Other Fuel	2000s	0.000000	0.960798	0.000000	0.039202	0.000000
3B	Propane	2000s	0.000000	0.960798	0.000000	0.039202	0.000000
3B	Electricity	2010s	0.324575	0.603666	0.000000	0.071758	0.000000
3B	Fuel Oil	2010s	0.000000	0.960798	0.000000	0.039202	0.000000
3B	Natural Gas	2010s	0.000000	0.960798	0.000000	0.039202	0.000000
3B	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
3B	Other Fuel	2010s	0.000000	0.960798	0.000000	0.039202	0.000000
3B	Propane	2010s	0.000000	0.960798	0.000000	0.039202	0.000000
3B	Electricity	<1940	0.068475	0.351521	0.000000	0.580004	0.000000
3B	Fuel Oil	<1940	0.000000	0.544092	0.000000	0.455908	0.000000
3B	Natural Gas	<1940	0.000000	0.544092	0.000000	0.455908	0.000000
3B	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
3B	Other Fuel	<1940	0.000000	0.544092	0.000000	0.455908	0.000000
3B	Propane	<1940	0.000000	0.544092	0.000000	0.455908	0.000000
3C	Electricity	1940s	0.000000	0.000000	0.000000	1.000000	0.000000
3C	Fuel Oil	1940s	0.000000	0.516801	0.000000	0.483199	0.000000
3C	Natural Gas	1940s	0.000000	0.516801	0.000000	0.483199	0.000000
3C	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
3C	Other Fuel	1940s	0.000000	0.516801	0.000000	0.483199	0.000000
3C	Propane	1940s	0.000000	0.516801	0.000000	0.483199	0.000000
3C	Electricity	1950s	0.000000	0.317808	0.000000	0.682192	0.000000
3C	Fuel Oil	1950s	0.000000	0.709671	0.000000	0.290329	0.000000
3C	Natural Gas	1950s	0.000000	0.709671	0.000000	0.290329	0.000000
3C	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
3C	Other Fuel	1950s	0.000000	0.709671	0.000000	0.290329	0.000000
3C	Propane	1950s	0.000000	0.709671	0.000000	0.290329	0.000000
3C	Electricity	1960s	0.000000	0.338987	0.000000	0.661013	0.000000
3C	Fuel Oil	1960s	0.000000	0.651731	0.000000	0.348269	0.000000
3C	Natural Gas	1960s	0.000000	0.651731	0.000000	0.348269	0.000000
3C	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
3C	Other Fuel	1960s	0.000000	0.651731	0.000000	0.348269	0.000000
3C	Propane	1960s	0.000000	0.651731	0.000000	0.348269	0.000000
3C	Electricity	1970s	0.000000	0.284605	0.000000	0.715395	0.000000
3C	Fuel Oil	1970s	0.000000	0.749903	0.000000	0.250097	0.000000
3C	Natural Gas	1970s	0.000000	0.749903	0.000000	0.250097	0.000000
3C	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
3C	Other Fuel	1970s	0.000000	0.749903	0.000000	0.250097	0.000000
3C	Propane	1970s	0.000000	0.749903	0.000000	0.250097	0.000000
3C	Electricity	1980s	0.000000	0.626239	0.000000	0.373761	0.000000
3C	Fuel Oil	1980s	0.000000	0.739553	0.000000	0.260447	0.000000
3C	Natural Gas	1980s	0.000000	0.739553	0.000000	0.260447	0.000000
3C	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
3C	Other Fuel	1980s	0.000000	0.739553	0.000000	0.260447	0.000000
3C	Propane	1980s	0.000000	0.739553	0.000000	0.260447	0.000000
3C	Electricity	1990s	0.000000	0.340522	0.000000	0.659478	0.000000
3C	Fuel Oil	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	Natural Gas	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
3C	Other Fuel	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	Propane	1990s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	Electricity	2000s	0.000000	0.756834	0.000000	0.243166	0.000000
3C	Fuel Oil	2000s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	Natural Gas	2000s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
3C	Other Fuel	2000s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	Propane	2000s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	Electricity	2010s	0.000000	0.756834	0.000000	0.243166	0.000000
3C	Fuel Oil	2010s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	Natural Gas	2010s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	None	2010s	0.000000	0.000000	0.000000	0.000000	1.000000
3C	Other Fuel	2010s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	Propane	2010s	0.000000	1.000000	0.000000	0.000000	0.000000
3C	Electricity	<1940	0.000000	0.358365	0.000000	0.641635	0.000000
3C	Fuel Oil	<1940	0.000000	0.661193	0.000000	0.338807	0.000000
3C	Natural Gas	<1940	0.000000	0.661193	0.000000	0.338807	0.000000
3C	None	<1940	0.000000	0.000000	0.000000	0.000000	1.000000
3C	Other Fuel	<1940	0.000000	0.661193	0.000000	0.338807	0.000000
3C	Propane	<1940	0.000000	0.661193	0.000000	0.338807	0.000000
4A	Electricity	1940s	0.273165	0.179891	0.000000	0.546944	0.000000
4A	Fuel Oil	1940s	0.000000	0.446865	0.000000	0.553135	0.000000
4A	Natural Gas	1940s	0.000000	0.446865	0.000000	0.553135	0.000000
4A	None	1940s	0.000000	0.000000	0.000000	0.000000	1.000000
4A	Other Fuel	1940s	0.000000	0.446865	0.000000	0.553135	0.000000
4A	Propane	1940s	0.000000	0.446865	0.000000	0.553135	0.000000
4A	Electricity	1950s	0.359859	0.247092	0.000000	0.393049	0.000000
4A	Fuel Oil	1950s	0.000000	0.577183	0.000000	0.422817	0.000000
4A	Natural Gas	1950s	0.000000	0.577183	0.000000	0.422817	0.000000
4A	None	1950s	0.000000	0.000000	0.000000	0.000000	1.000000
4A	Other Fuel	1950s	0.000000	0.577183	0.000000	0.422817	0.000000
4A	Propane	1950s	0.000000	0.577183	0.000000	0.422817	0.000000
4A	Electricity	1960s	0.399770	0.259226	0.000000	0.341004	0.000000
4A	Fuel Oil	1960s	0.000000	0.539818	0.000000	0.460182	0.000000
4A	Natural Gas	1960s	0.000000	0.539818	0.000000	0.460182	0.000000
4A	None	1960s	0.000000	0.000000	0.000000	0.000000	1.000000
4A	Other Fuel	1960s	0.000000	0.539818	0.000000	0.460182	0.000000
4A	Propane	1960s	0.000000	0.539818	0.000000	0.460182	0.000000
4A	Electricity	1970s	0.279910	0.465363	0.000000	0.254727	0.000000
4A	Fuel Oil	1970s	0.000000	0.773642	0.000000	0.226358	0.000000
4A	Natural Gas	1970s	0.000000	0.773642	0.000000	0.226358	0.000000
4A	None	1970s	0.000000	0.000000	0.000000	0.000000	1.000000
4A	Other Fuel	1970s	0.000000	0.773642	0.000000	0.226358	0.000000
4A	Propane	1970s	0.000000	0.773642	0.000000	0.226358	0.000000
4A	Electricity	1980s	0.533326	0.293896	0.000000	0.172778	0.000000
4A	Fuel Oil	1980s	0.000000	0.788936	0.000000	0.211064	0.000000
4A	Natural Gas	1980s	0.000000	0.788936	0.000000	0.211064	0.000000
4A	None	1980s	0.000000	0.000000	0.000000	0.000000	1.000000
4A	Other Fuel	1980s	0.000000	0.788936	0.000000	0.211064	0.000000
4A	Propane	1980s	0.000000	0.788936	0.000000	0.211064	0.000000
4A	Electricity	1990s	0.469008	0.414180	0.000000	0.116811	0.000000
4A	Fuel Oil	1990s	0.000000	0.896072	0.000000	0.103928	0.000000
4A	Natural Gas	1990s	0.000000	0.896072	0.000000	0.103928	0.000000
4A	None	1990s	0.000000	0.000000	0.000000	0.000000	1.000000
4A	Other Fuel	1990s	0.000000	0.896072	0.000000	0.103928	0.000000
4A	Propane	1990s	0.000000	0.896072	0.000000	0.103928	0.000000
4A	Electricity	2000s	0.445816	0.513986	0.000000	0.040197	0.000000
4A	Fuel Oil	2000s	0.000000	0.915595	0.000000	0.084405	0.000000
4A	Natural Gas	2000s	0.000000	0.915595	0.000000	0.084405	0.000000
4A	None	2000s	0.000000	0.000000	0.000000	0.000000	1.000000
4A	Other Fuel	2000s	0.000000	0.915595	0.000000	0.084405	0.000000
4A	Propane	2000s	0.000000	0.915595	0.000000	0.084405	0.000000
4A	Electricity	2010s	0.445816	0.513986	0.000000	0.040197	0.000000
