Dependency=Geometry Building Type RECS	Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Shared	Option=None	resstock_probability
Multi-Family with 2 - 4 Units	<1940	Other Fuel	Only Heating Shared	1.000000	0.000321
Multi-Family with 2 - 4 Units	<1940	Propane	Only Heating Shared	1.000000	0.000111
Multi-Family with 2 - 4 Units	1940s	Electricity	Both Shared	1.000000	0.000017
Multi-Family with 2 - 4 Units	1940s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Natural Gas	Both Shared	1.000000	0.000888
Multi-Family with 2 - 4 Units	1940s	None	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Electricity	Neither Shared	1.000000	0.000999
Multi-Family with 2 - 4 Units	1940s	Fuel Oil	Neither Shared	1.000000	0.000010
Multi-Family with 2 - 4 Units	1940s	Natural Gas	Neither Shared	1.000000	0.007678
Multi-Family with 2 - 4 Units	1940s	None	Neither Shared	1.000000	0.000074
Multi-Family with 2 - 4 Units	1940s	Other Fuel	Neither Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Propane	Neither Shared	1.000000	0.000187
Multi-Family with 2 - 4 Units	1940s	Electricity	Only Cooling Shared	1.000000	0.000032
Multi-Family with 2 - 4 Units	1940s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Electricity	Only Heating Shared	1.000000	0.000111
Multi-Family with 2 - 4 Units	1940s	Fuel Oil	Only Heating Shared	1.000000	0.000014
Multi-Family with 2 - 4 Units	1940s	Natural Gas	Only Heating Shared	1.000000	0.004609
Multi-Family with 2 - 4 Units	1940s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1940s	Other Fuel	Only Heating Shared	1.000000	0.000129
Multi-Family with 2 - 4 Units	1940s	Propane	Only Heating Shared	1.000000	0.000043
Multi-Family with 2 - 4 Units	1950s	Electricity	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Natural Gas	Both Shared	1.000000	0.000716
Multi-Family with 2 - 4 Units	1950s	None	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Electricity	Neither Shared	1.000000	0.002693
Multi-Family with 2 - 4 Units	1950s	Fuel Oil	Neither Shared	1.000000	0.000003
Multi-Family with 2 - 4 Units	1950s	Natural Gas	Neither Shared	1.000000	0.017919
Multi-Family with 2 - 4 Units	1950s	None	Neither Shared	1.000000	0.000519
Multi-Family with 2 - 4 Units	1950s	Other Fuel	Neither Shared	1.000000	0.000114
Multi-Family with 2 - 4 Units	1950s	Propane	Neither Shared	1.000000	0.000322
Multi-Family with 2 - 4 Units	1950s	Electricity	Only Cooling Shared	1.000000	0.000078
Multi-Family with 2 - 4 Units	1950s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Electricity	Only Heating Shared	1.000000	0.000075
Multi-Family with 2 - 4 Units	1950s	Fuel Oil	Only Heating Shared	1.000000	0.000022
Multi-Family with 2 - 4 Units	1950s	Natural Gas	Only Heating Shared	1.000000	0.008016
Multi-Family with 2 - 4 Units	1950s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Other Fuel	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1950s	Propane	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Electricity	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Natural Gas	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	None	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Electricity	Neither Shared	1.000000	0.002621
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	Neither Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Natural Gas	Neither Shared	1.000000	0.013880
Multi-Family with 2 - 4 Units	1960s	None	Neither Shared	1.000000	0.000213
Multi-Family with 2 - 4 Units	1960s	Other Fuel	Neither Shared	1.000000	0.000059
Multi-Family with 2 - 4 Units	1960s	Propane	Neither Shared	1.000000	0.000562
Multi-Family with 2 - 4 Units	1960s	Electricity	Only Cooling Shared	1.000000	0.000051
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Electricity	Only Heating Shared	1.000000	0.000341
Multi-Family with 2 - 4 Units	1960s	Fuel Oil	Only Heating Shared	1.000000	0.000004
Multi-Family with 2 - 4 Units	1960s	Natural Gas	Only Heating Shared	1.000000	0.007447
Multi-Family with 2 - 4 Units	1960s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Other Fuel	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1960s	Propane	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Electricity	Both Shared	1.000000	0.000124
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Both Shared	1.000000	0.000001
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	None	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Electricity	Neither Shared	1.000000	0.003442
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Neither Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Neither Shared	1.000000	0.015550
Multi-Family with 2 - 4 Units	1970s	None	Neither Shared	1.000000	0.000109
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Neither Shared	1.000000	0.000114
Multi-Family with 2 - 4 Units	1970s	Propane	Neither Shared	1.000000	0.000260
Multi-Family with 2 - 4 Units	1970s	Electricity	Only Cooling Shared	1.000000	0.000031
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Propane	Only Cooling Shared	1.000000	0.000130
Multi-Family with 2 - 4 Units	1970s	Electricity	Only Heating Shared	1.000000	0.000308
Multi-Family with 2 - 4 Units	1970s	Fuel Oil	Only Heating Shared	1.000000	0.000005
Multi-Family with 2 - 4 Units	1970s	Natural Gas	Only Heating Shared	1.000000	0.003955
Multi-Family with 2 - 4 Units	1970s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Other Fuel	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1970s	Propane	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Electricity	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Both Shared	1.000000	0.000622
Multi-Family with 2 - 4 Units	1980s	None	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Propane	Both Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Electricity	Neither Shared	1.000000	0.002278
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Neither Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Neither Shared	1.000000	0.009092
Multi-Family with 2 - 4 Units	1980s	None	Neither Shared	1.000000	0.000134
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Neither Shared	1.000000	0.000041
Multi-Family with 2 - 4 Units	1980s	Propane	Neither Shared	1.000000	0.000323
Multi-Family with 2 - 4 Units	1980s	Electricity	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	None	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Propane	Only Cooling Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Electricity	Only Heating Shared	1.000000	0.000176
Multi-Family with 2 - 4 Units	1980s	Fuel Oil	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Natural Gas	Only Heating Shared	1.000000	0.001101
Multi-Family with 2 - 4 Units	1980s	None	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Other Fuel	Only Heating Shared	1.000000	0.000000
Multi-Family with 2 - 4 Units	1980s	Propane	Only Heating Shared	1.000000	0.000000
