Dependency=Vintage	Dependency=Heating Fuel	Dependency=HVAC System Is Shared	Option=No	Option=Yes	Count	Weight	resstock_probability
1940s	Electricity	Neither Shared	0.8191229999999999	0.180877	20.0	310943.8199	0.006068064607404304
1940s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	6.203835178159156e-05
1940s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.0011269733875180579
1940s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	3.0974819623309383e-07
1940s	Fuel Oil	Neither Shared	1.0	0.0	4.0	57881.80925	0.00015888836672538027
1940s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1940s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	9.631749524624071e-05
1940s	Natural Gas	Both Shared	1.0	0.0	1.0	95779.14457	0.0017519542040749336
1940s	Natural Gas	Neither Shared	0.9893850000000001	0.010615000000000001	175.0	2766093.821	0.04608084368572367
1940s	Natural Gas	Only Cooling Shared	1.0	0.0	1.0	17888.36445	3.1283082937623476e-05
1940s	Natural Gas	Only Heating Shared	1.0	0.0	18.0	373330.0754	0.01828351284169003
1940s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
1940s	None	Neither Shared	1.0	0.0	2.0	34488.78435	0.0010011668787156783
1940s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	1.9615276435517083e-05
1940s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
1940s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
1940s	Other Fuel	Neither Shared	1.0	0.0	7.0	123333.7762	0.0003017998869735528
1940s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1940s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005226585687983297
1940s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
1940s	Propane	Neither Shared	1.0	0.0	7.0	160540.166	0.0006443493366701026
1940s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1940s	Propane	Only Heating Shared	1.0	0.0	1.0	14639.67274	0.00027861281101137613
1950s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.0005157946821632107
1950s	Electricity	Neither Shared	0.800157	0.199843	6.0	86409.40319	0.01592015163947499
1950s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	7.760361780751819e-05
1950s	Electricity	Only Heating Shared	1.0	0.0	2.0	39000.17502	0.002174775120441477
1950s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	1.8657025878210531e-06
1950s	Fuel Oil	Neither Shared	1.0	0.0	5.0	100655.9521	0.00013322036611264717
1950s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1950s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	5.135009250802553e-05
1950s	Natural Gas	Both Shared	1.0	0.0	1.0	13789.308980000002	0.003861530189612686
1950s	Natural Gas	Neither Shared	1.0	0.0	113.0	1852186.105	0.10317763679618855
1950s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1950s	Natural Gas	Only Heating Shared	1.0	0.0	7.0	133766.8939	0.027386627184873193
1950s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
1950s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0017100000196820196
1950s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1950s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
1950s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
1950s	Other Fuel	Neither Shared	1.0	0.0	3.0	57792.68087999999	0.0012673373173228435
1950s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1950s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
1950s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
1950s	Propane	Neither Shared	1.0	0.0	2.0	43093.26238	0.001794544959112805
1950s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1950s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
1960s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.0010485110317339234
1960s	Electricity	Neither Shared	0.9651069999999999	0.034893	24.0	402875.9439	0.01810862016998086
1960s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	0.000462660250413726
1960s	Electricity	Only Heating Shared	1.0	0.0	1.0	31063.28278	0.001547967218431769
1960s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
1960s	Fuel Oil	Neither Shared	1.0	0.0	1.0	12581.55885	6.705881024575374e-05
1960s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1960s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	8.792338094056961e-05
1960s	Natural Gas	Both Shared	1.0	0.0	0.0	0.0	0.003615120153586712
1960s	Natural Gas	Neither Shared	0.955393	0.044607	83.0	1386303.84	0.0806924125460971
1960s	Natural Gas	Only Cooling Shared	1.0	0.0	2.0	35979.96124	0.0010229872684771955
1960s	Natural Gas	Only Heating Shared	1.0	0.0	10.0	189266.2563	0.019734528127792174
1960s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
1960s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0013461566988635558
1960s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1960s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
1960s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
1960s	Other Fuel	Neither Shared	1.0	0.0	1.0	13948.802080000001	0.0006745602453269535
1960s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1960s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.000397091694038483
1960s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
1960s	Propane	Neither Shared	1.0	0.0	1.0	21668.2812	0.001076880360477179
1960s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1960s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.0007073240599250231
1970s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.0011195860436330012
1970s	Electricity	Neither Shared	0.8622340000000001	0.137766	38.0	638112.3274	0.01989276924655255
1970s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0005386929209490062
1970s	Electricity	Only Heating Shared	1.0	0.0	2.0	35375.0412	0.0012317158313430708
1970s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	6.705632678685948e-07
1970s	Fuel Oil	Neither Shared	0.675148	0.324852	3.0	41245.16742	4.5189840367845804e-05
1970s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1970s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	5.311453156508758e-05
1970s	Natural Gas	Both Shared	1.0	0.0	4.0	72167.31881	0.001927701566240911
1970s	Natural Gas	Neither Shared	0.990399	0.009601	69.0	1129581.497	0.08502836572052877
1970s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.00036744871831534816
1970s	Natural Gas	Only Heating Shared	1.0	0.0	9.0	197830.0548	0.010919219406461221
1970s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
1970s	None	Neither Shared	1.0	0.0	0.0	0.0	0.000987178505148528
1970s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.00010308511127960533
1970s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
1970s	Other Fuel	Both Shared	1.0	0.0	1.0	20120.8937	0.00032696176048448036
1970s	Other Fuel	Neither Shared	1.0	0.0	2.0	31919.632410000002	0.00045086771032916363
1970s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1970s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.00017560549213880888
1970s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
1970s	Propane	Neither Shared	1.0	0.0	5.0	122357.5167	0.0008557295892647817
1970s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.00012987594569729017
1970s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	0.00048037940624114344
1980s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00029994288266808184
1980s	Electricity	Neither Shared	0.731395	0.26860500000000004	25.0	479833.5181	0.013460013647634312
1980s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	0.00022327301629681263
1980s	Electricity	Only Heating Shared	1.0	0.0	1.0	19823.3603	0.0008001639326294055
1980s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	0.0
1980s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	5.115115104390381e-05
1980s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1980s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	2.1929598084206753e-05
1980s	Natural Gas	Both Shared	1.0	0.0	2.0	31842.427539999997	0.0020982882251782977
1980s	Natural Gas	Neither Shared	0.981967	0.018033	54.0	897588.7019	0.04711478946188326
1980s	Natural Gas	Only Cooling Shared	1.0	0.0	1.0	18749.3332	0.00024986646034678864
1980s	Natural Gas	Only Heating Shared	1.0	0.0	1.0	18391.502119999997	0.00526338790996579
1980s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
1980s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0006326891632413262
1980s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	1.1967991475533226e-05
1980s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
1980s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
1980s	Other Fuel	Neither Shared	1.0	0.0	3.0	53865.21342000001	0.0002643980469886745
1980s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1980s	Other Fuel	Only Heating Shared	1.0	0.0	1.0	12810.12451	0.00011304965438417258
1980s	Propane	Both Shared	1.0	0.0	0.0	0.0	0.0
1980s	Propane	Neither Shared	1.0	0.0	8.0	218206.4463	0.0007614300773447324
1980s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1980s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	4.26175152224071e-05
1990s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00024046512612911077
1990s	Electricity	Neither Shared	0.908049	0.091951	12.0	217740.3432	0.010299655678397477
1990s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	3.3460261885331e-05
1990s	Electricity	Only Heating Shared	1.0	0.0	0.0	0.0	0.00028617156703234756
1990s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	1.351275422541419e-06
1990s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	3.957773790932027e-05
1990s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1990s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	1.4080243630125003e-05
1990s	Natural Gas	Both Shared	1.0	0.0	2.0	38987.66467	0.0008239902815888994
1990s	Natural Gas	Neither Shared	0.9735450000000001	0.026455000000000003	77.0	1305003.801	0.04923103507588653
1990s	Natural Gas	Only Cooling Shared	1.0	0.0	1.0	20518.26372	0.0008301491310160731
1990s	Natural Gas	Only Heating Shared	1.0	0.0	2.0	37605.56205	0.002479355589664984
1990s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
1990s	None	Neither Shared	1.0	0.0	0.0	0.0	0.0008149771957473214
1990s	None	Only Cooling Shared	1.0	0.0	1.0	18145.63241	6.717938304477049e-05
1990s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
1990s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
1990s	Other Fuel	Neither Shared	1.0	0.0	3.0	51029.11255	0.00026850555866024224
1990s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1990s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.00012749400225567495
1990s	Propane	Both Shared	1.0	0.0	1.0	15760.3342	0.0001639027194047824
1990s	Propane	Neither Shared	1.0	0.0	5.0	107819.896	0.0004563543263662463
1990s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
1990s	Propane	Only Heating Shared	1.0	0.0	1.0	14639.670909999999	0.0002566852520313033
2000s	Electricity	Both Shared	1.0	0.0	0.0	0.0	0.00017781074236964667
2000s	Electricity	Neither Shared	0.5039680000000001	0.496032	10.0	204605.4734	0.010561865244887796
2000s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0002825164955298578
2000s	Electricity	Only Heating Shared	1.0	0.0	1.0	21304.45869	0.0006208723790968865
2000s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	3.4413458866863324e-06
2000s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	7.326123027663386e-05
2000s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
2000s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	2.053297460742576e-05
2000s	Natural Gas	Both Shared	1.0	0.0	1.0	24081.276380000003	0.0005922125807691241
2000s	Natural Gas	Neither Shared	1.0	0.0	52.0	855303.6662	0.05806679482267439
2000s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
2000s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	0.00404689253081856
2000s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
2000s	None	Neither Shared	1.0	0.0	1.0	19500.089069999998	0.00041115166006242687
2000s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
2000s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
2000s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
2000s	Other Fuel	Neither Shared	1.0	0.0	0.0	0.0	0.00014480453199633073
2000s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
2000s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	0.00022610079346823257
2000s	Propane	Both Shared	1.0	0.0	1.0	15974.94285	0.0002371166364942094
2000s	Propane	Neither Shared	0.812336	0.187664	10.0	197998.5942	0.0005338068083070415
2000s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
2000s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	3.622313428260089e-05
2010s	Electricity	Both Shared	1.0	0.0	0.0	0.0	3.576731301608868e-05
2010s	Electricity	Neither Shared	0.5039680000000001	0.496032	10.0	204605.4734	0.0028715455317162063
2010s	Electricity	Only Cooling Shared	1.0	0.0	0.0	0.0	5.612973960316977e-05
2010s	Electricity	Only Heating Shared	1.0	0.0	1.0	21304.45869	0.00012335352277448056
2010s	Fuel Oil	Both Shared	1.0	0.0	0.0	0.0	9.819118954578481e-07
2010s	Fuel Oil	Neither Shared	1.0	0.0	0.0	0.0	0.00031356007447735126
2010s	Fuel Oil	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
2010s	Fuel Oil	Only Heating Shared	1.0	0.0	0.0	0.0	5.858629931436171e-06
2010s	Natural Gas	Both Shared	1.0	0.0	1.0	24081.276380000003	7.946951962433699e-05
2010s	Natural Gas	Neither Shared	1.0	0.0	52.0	855303.6662	0.006803927924763729
2010s	Natural Gas	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
2010s	Natural Gas	Only Heating Shared	1.0	0.0	0.0	0.0	0.0005190245952499308
2010s	None	Both Shared	1.0	0.0	0.0	0.0	0.0
2010s	None	Neither Shared	1.0	0.0	1.0	19500.089069999998	0.00037777642720891063
2010s	None	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
2010s	None	Only Heating Shared	1.0	0.0	0.0	0.0	0.0
2010s	Other Fuel	Both Shared	1.0	0.0	0.0	0.0	0.0
2010s	Other Fuel	Neither Shared	1.0	0.0	0.0	0.0	0.0003285606064855657
2010s	Other Fuel	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
2010s	Other Fuel	Only Heating Shared	1.0	0.0	0.0	0.0	1.743050634236913e-05
2010s	Propane	Both Shared	1.0	0.0	1.0	15974.94285	5.950665780898986e-05
2010s	Propane	Neither Shared	0.812336	0.187664	10.0	197998.5942	0.0003781158279304311
2010s	Propane	Only Cooling Shared	1.0	0.0	0.0	0.0	0.0
2010s	Propane	Only Heating Shared	1.0	0.0	0.0	0.0	1.0393523077279169e-05
