occupants,lighting_interior,lighting_exterior,lighting_garage,lighting_exterior_holiday,cooking_range,refrigerator,extra_refrigerator,freezer,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,plug_loads_vehicle,plug_loads_well_pump,fuel_loads_grill,fuel_loads_lighting,fuel_loads_fireplace,pool_pump,pool_heater,hot_tub_pump,hot_tub_heater,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures,vacancy
1,0.405,0.656,0.656,0,0,0.87,0.87,0.87,0,0,0,0.524,0.553,0.492,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0,0,0.334,1
1,0.183,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.457,0.513,0.224,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0743,0.445,0.445,0,0,0.791,0.791,0.791,0,0,0,0.32,0.484,0.0806,1,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0578,0.412,0.412,0,0,0.771,0.771,0.771,0,0,0,0.309,0.474,0.0392,1,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0196,1,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0152,1,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,0,0,0.0428,1
1,0.0495,0.367,0.367,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.024,1,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0392,1,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,0,0,0.156,1
1,0.139,0.478,0.478,0,0,0.752,0.752,0.752,0,0,0,0.331,0.494,0.0632,1,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,0,0,0.081,1
0.667,0.167,0.523,0.523,0,0,0.791,0.791,0.791,0.717,0,0,0.346,0.519,0.0871,1,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,0.747,0,0.197,1
0.667,0.286,0.378,0.378,0,0,0.811,0.811,0.811,0,0.319,0.633,0.338,0.582,0.107,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0.124,0.841,0,1
0.333,0.164,0.256,0.256,0,0,0.811,0.811,0.811,0,0,0.35,0.257,0.524,0.126,1,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,0,0.596,0.171,1
0.333,0.16,0.267,0.267,0,0,0.791,0.791,0.791,0,0,0,0.261,0.524,0.142,1,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,0,0.441,0.0428,1
0.333,0.154,0.278,0.278,0,0,0.791,0.791,0.791,0,0,0,0.265,0.529,0.157,1,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,0,0.302,0,1
0.333,0.15,0.267,0.267,0,0,0.831,0.831,0.831,0,0,0,0.261,0.534,0.166,1,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,0,0.46,0.0428,1
0.333,0.149,0.312,0.312,0,0,0.831,0.831,0.831,0,0,0,0.276,0.534,0.187,1,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,0,0.779,0.171,1
0.333,0.149,0.345,0.345,0,0,0.831,0.831,0.831,0,0,0,0.287,0.529,0.198,1,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,0,0.602,0.128,1
0.333,0.149,0.356,0.356,0,0,0.811,0.811,0.811,0,0,0,0.29,0.539,0.222,1,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,0,0.441,0,1
0,0.0495,0.434,0.434,0,0,0.87,0.87,0.87,0,0,0,0.258,0.465,0.277,1,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,0,0,0.0428,1
0.667,0.264,0.59,0.59,0,0.967,0.949,0.949,0.949,0,0,0,0.479,0.672,0.34,1,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,0,0,0.0428,1
1,0.42,0.701,0.701,0,1,0.989,0.989,0.989,0,0,0,0.701,0.79,0.457,1,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,0,0,0.257,1
1,0.523,0.745,0.745,0,0.683,0.949,0.949,0.949,0,0,0,0.745,0.745,0.64,1,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,0,0,0,1
1,0.671,0.79,0.79,0,0,0.93,0.93,0.93,0,0,0,0.79,0.701,0.791,1,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,0,0,0.128,1
1,0.799,0.768,0.768,0,0,0.91,0.91,0.91,0,0,0,0.768,0.671,0.749,1,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,0,0,0.152,1
1,0.0495,0.656,0.656,0,0,0.87,0.87,0.87,0,0,0,0.258,0.465,0.453,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0,0,0.0857,1
1,0.0495,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.196,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.445,0.445,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0806,1,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0392,1,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,0,0,0.128,1
1,0.0495,0.412,0.412,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0196,1,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0152,1,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,0,0,0,1
1,0.0495,0.367,0.367,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.024,1,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0392,1,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,0,0,0,1
1,0.228,0.478,0.478,0,0,0.752,0.752,0.752,0,0,0,0.405,0.523,0.0632,1,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,0,0,0.511,1
0.667,0.167,0.523,0.523,0,0,0.791,0.791,0.791,0,0,0,0.346,0.519,0.0871,1,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,0,0,0,1
0.333,0.0495,0.378,0.378,0,0,0.811,0.811,0.811,0,0,0,0.258,0.465,0.107,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0,0,0,1
0.333,0.164,0.256,0.256,0,0,0.811,0.811,0.811,0,0.319,0,0.257,0.524,0.126,1,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,0,0.272,0.128,1
0.333,0.16,0.267,0.267,0,0,0.791,0.791,0.791,0,0.319,0.633,0.261,0.524,0.142,1,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,0,0.523,0.214,1
0.667,0.259,0.278,0.278,0,0,0.791,0.791,0.791,0,0,0.1,0.271,0.592,0.157,1,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,0,0.376,0.0428,1
0.667,0.251,0.267,0.267,0,0,0.831,0.831,0.831,0,0,0,0.264,0.602,0.166,1,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,0,0.574,0,1
0.333,0.149,0.312,0.312,0,0,0.831,0.831,0.831,0,0,0,0.276,0.534,0.187,1,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,0,0.568,0.0428,1
0.333,0.149,0.345,0.345,0,0,0.831,0.831,0.831,0,0,0,0.287,0.529,0.198,1,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,0,0.305,0.0857,1
0.333,0.149,0.356,0.356,0,0,0.811,0.811,0.811,0,0.319,0,0.29,0.539,0.222,1,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,0,0.116,0.0428,1
0.667,0.252,0.434,0.434,0,0.467,0.87,0.87,0.87,0,0.319,0.633,0.375,0.632,0.277,1,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,0,0,0,1
0.667,0.264,0.59,0.59,0,0.733,0.949,0.949,0.949,0,0,0.35,0.479,0.672,0.34,1,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,0,0,0.334,1
1,0.42,0.701,0.701,0,0,0.989,0.989,0.989,0,0.638,0,0.701,0.79,0.457,1,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,0,0.435,0.429,1
1,0.523,0.745,0.745,0,0,0.949,0.949,0.949,0,0.319,0.633,0.745,0.745,0.64,1,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,0,0.253,0.128,1
1,0.671,0.79,0.79,0,0,0.93,0.93,0.93,0,0,0.1,0.79,0.701,0.791,1,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,0,0,0.0428,1
1,0.549,0.768,0.768,0,0,0.91,0.91,0.91,0,0,0,0.598,0.602,0.749,1,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,0,0,0.214,1
1,0.405,0.656,0.656,0,0,0.87,0.87,0.87,0,0,0,0.524,0.553,0.453,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0,0,0.257,1
1,0.116,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.357,0.489,0.196,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.445,0.445,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0806,1,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0392,1,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0196,1,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0152,1,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,0,0,0,1
1,0.0495,0.367,0.367,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.024,1,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.0392,1,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,0,0,0.102,1
1,0.228,0.478,0.478,0,0,0.752,0.752,0.752,0,0,0,0.405,0.523,0.0632,1,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,0,0,0.0715,1
0.667,0.284,0.523,0.523,0,0,0.791,0.791,0.791,0,0,0,0.435,0.572,0.0871,1,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,0,0,0.282,1
0.667,0.286,0.378,0.378,0,0,0.811,0.811,0.811,0,0,0,0.338,0.582,0.107,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0,0,0.162,1
0.333,0.164,0.256,0.256,0,0,0.811,0.811,0.811,0,0,0,0.257,0.524,0.126,1,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,0,0,0,1
0.333,0.16,0.267,0.267,0,0,0.791,0.791,0.791,0,0,0,0.261,0.524,0.142,1,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,0,0,0.214,1
0,0.0495,0.278,0.278,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.157,1,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,0,0,0,1
0,0.0495,0.267,0.267,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.166,1,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,0,0,0,1
0.333,0.149,0.312,0.312,0,0,0.831,0.831,0.831,0,0,0,0.276,0.534,0.187,1,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,0,0,0.257,1
0.333,0.149,0.345,0.345,0,0,0.831,0.831,0.831,0,0,0,0.287,0.529,0.198,1,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,0,0,0,1
0.333,0.149,0.356,0.356,0,0,0.811,0.811,0.811,0,0,0,0.29,0.539,0.222,1,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,0,0,0,1
0.333,0.151,0.434,0.434,0,0,0.87,0.87,0.87,0,0,0,0.316,0.549,0.277,1,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,0,0,0.0428,1
0.333,0.157,0.59,0.59,0,0.233,0.949,0.949,0.949,0,0,0,0.368,0.569,0.34,1,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,0,0,0.0428,1
1,0.42,0.701,0.701,0,0,0.989,0.989,0.989,0,0,0,0.701,0.79,0.457,1,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,0,0,0,1
1,0.523,0.745,0.745,0,0,0.949,0.949,0.949,0,0,0,0.745,0.745,0.64,1,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,0,0,0.0857,1
1,0.671,0.79,0.79,0,0.467,0.93,0.93,0.93,0,0,0,0.79,0.701,0.791,1,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,0,0,0.248,1
1,0.799,0.768,0.768,0,0.25,0.91,0.91,0.91,0.417,0,0,0.768,0.671,0.749,1,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,0.407,0,0.427,1
1,0.582,0.656,0.656,0,0,0.87,0.87,0.87,0.3,0,0,0.656,0.596,0.453,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0.467,0,0.0857,1
0.667,0.116,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.357,0.489,0.196,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0.0977,1
0.667,0.0495,0.445,0.445,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0806,1,0.446,0.0224,0.446,0.446,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.771,0.771,0.771,0,0,0,0.258,0.465,0.0392,1,0.233,0.00561,0.233,0.233,0.0206,0.0206,0.183,0.228,0,0,0,1
1,0.0495,0.412,0.412,0,0,0.752,0.752,0.752,0,0,0,0.258,0.465,0.0196,1,0.193,0.00561,0.193,0.193,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.0495,0.401,0.401,0,0,0.732,0.732,0.732,0,0,0,0.258,0.465,0.0152,1,0.152,0.0112,0.152,0.152,0.0275,0.0275,0.183,0.228,0,0,0,1
1,0.0495,0.367,0.367,0,0,0.712,0.712,0.712,0,0,0,0.258,0.465,0.024,1,0.162,0.0393,0.162,0.162,0.055,0.055,0.296,0.369,0,0,0.136,1
0.667,0.0781,0.401,0.401,0,0,0.712,0.712,0.712,0,0,0,0.305,0.474,0.0392,1,0.183,0.0673,0.183,0.183,0.103,0.103,0.422,0.526,0,0,0.0806,1
0.667,0.139,0.478,0.478,0,0,0.752,0.752,0.752,0,0,0,0.331,0.494,0.0632,1,0.264,0.163,0.264,0.264,0.179,0.179,0.359,0.447,0,0,0.24,1
0.333,0.0495,0.523,0.523,0,0,0.791,0.791,0.791,0,0,0,0.258,0.465,0.0871,1,0.335,0.258,0.335,0.335,0.302,0.302,0.151,0.188,0,0,0,1
0.667,0.168,0.378,0.378,0,0,0.811,0.811,0.811,0,0,0,0.298,0.524,0.107,1,0.335,0.247,0.335,0.335,0.577,0.577,0.151,0.188,0,0,0.229,1
0.667,0.278,0.256,0.256,0,0,0.811,0.811,0.811,0,0,0,0.257,0.582,0.126,1,0.325,0.23,0.325,0.325,0.831,0.831,0.12,0.149,0,0,0.243,1
0.333,0.16,0.267,0.267,0,0,0.791,0.791,0.791,0,0,0,0.261,0.524,0.142,1,0.335,0.247,0.335,0.335,0.873,0.873,0.0945,0.118,0,0,0,1
0.333,0.154,0.278,0.278,0,0,0.791,0.791,0.791,0,0,0,0.265,0.529,0.157,1,0.335,0.258,0.335,0.335,0.831,0.831,0.0882,0.11,0,0,0,1
0,0.0495,0.267,0.267,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.166,1,0.325,0.236,0.325,0.325,0.824,0.824,0.0882,0.11,0,0,0,1
0,0.0495,0.312,0.312,0,0,0.831,0.831,0.831,0,0,0,0.258,0.465,0.187,1,0.325,0.213,0.325,0.325,0.618,0.618,0.0882,0.11,0,0,0.128,1
0.333,0.149,0.345,0.345,0,0,0.831,0.831,0.831,0,0,0,0.287,0.529,0.198,1,0.325,0.275,0.325,0.325,0.515,0.515,0.151,0.188,0,0,0.128,1
0.333,0.149,0.356,0.356,0,0,0.811,0.811,0.811,0,0,0,0.29,0.539,0.222,1,0.335,0.331,0.335,0.335,0.419,0.419,0.365,0.455,0,0,0,1
0.667,0.252,0.434,0.434,0,0,0.87,0.87,0.87,0,0,0,0.375,0.632,0.277,1,0.457,0.617,0.457,0.457,0.254,0.254,0.794,0.989,0,0,0.144,1
0.667,0.264,0.59,0.59,0,0.467,0.949,0.949,0.949,0,0,0,0.479,0.672,0.34,1,0.578,0.903,0.578,0.578,0.158,0.158,0.769,0.958,0,0,0.22,1
1,0.42,0.701,0.701,0,0,0.989,0.989,0.989,0,0,0,0.701,0.79,0.457,1,0.67,0.645,0.67,0.67,0.0893,0.0893,0.428,0.534,0,0,0.0572,1
1,0.523,0.745,0.745,0,0,0.949,0.949,0.949,0,0,0,0.745,0.745,0.64,1,0.771,0.393,0.771,0.771,0.055,0.055,0.384,0.479,0,0,0.581,1
1,0.671,0.79,0.79,0,0,0.93,0.93,0.93,0,0,0,0.79,0.701,0.791,1,0.822,0.247,0.822,0.822,0.0275,0.0275,0.321,0.4,0,0,0.293,1
1,0.799,0.768,0.768,0,0,0.91,0.91,0.91,0,0,0,0.768,0.671,0.749,1,0.873,0.107,0.873,0.873,0.0206,0.0206,0.271,0.338,0,0,0.226,1
1,0.405,0.656,0.656,0,0,0.87,0.87,0.87,0,0,0,0.524,0.553,0.453,1,0.761,0.0729,0.761,0.761,0.0206,0.0206,0.151,0.188,0,0,0,1
1,0.116,0.556,0.556,0,0,0.811,0.811,0.811,0,0,0,0.357,0.489,0.196,1,0.659,0.0393,0.659,0.659,0.0206,0.0206,0.151,0.188,0,0,0.0857,1
1,0.0743,0.371,0.371,0,0,0.8,0.8,0.8,0,0,0,0.295,0.455,0.0833,1,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,0,0,0,1
1,0.0495,0.343,0.343,0,0,0.78,0.78,0.78,0,0,0,0.258,0.465,0.0405,1,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,0,0,0,1
1,0.0495,0.343,0.343,0,0,0.76,0.76,0.76,0,0,0,0.258,0.465,0.0203,1,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,0,0,0,1
1,0.0495,0.334,0.334,0,0,0.74,0.74,0.74,0,0,0,0.258,0.465,0.0158,1,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,0,0,0,1
0.667,0.0495,0.306,0.306,0,0,0.72,0.72,0.72,0,0,0,0.258,0.465,0.0248,1,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,0,0,0,1
0.667,0.0495,0.334,0.334,0,0,0.72,0.72,0.72,0,0,0,0.258,0.465,0.0405,1,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,0,0,0,1
0.667,0.136,0.398,0.398,0,0,0.76,0.76,0.76,0,0,0,0.305,0.463,0.0653,1,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,0,0,0.315,1
1,0.277,0.436,0.436,0,0,0.8,0.8,0.8,0,0,0,0.376,0.503,0.09,1,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,0,0,0.104,1
0.667,0.274,0.315,0.315,0,0,0.82,0.82,0.82,0,0,0,0.296,0.511,0.11,1,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,0,0,0.357,1
0.333,0.156,0.213,0.213,0,0,0.82,0.82,0.82,0,0,0,0.243,0.488,0.131,1,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,0,0,0.112,1
0,0.0495,0.222,0.222,0,0,0.8,0.8,0.8,0,0,0,0.258,0.465,0.146,1,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,0,0,0,1
0,0.0495,0.232,0.232,0,0,0.8,0.8,0.8,0,0,0,0.258,0.465,0.162,1,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,0,0,0.0428,1
0,0.0495,0.222,0.222,0,0,0.84,0.84,0.84,0,0,0,0.258,0.465,0.171,1,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,0,0,0.0428,1
0,0.0495,0.259,0.259,0,0,0.84,0.84,0.84,0,0,0,0.258,0.465,0.194,1,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,0,0,0.0428,1
0.333,0.142,0.287,0.287,0,0,0.84,0.84,0.84,0,0,0,0.268,0.492,0.205,1,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,0,0,0,1
0.333,0.142,0.297,0.297,0,0,0.82,0.82,0.82,0,0,0,0.271,0.501,0.23,1,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,0,0,0,1
0.333,0.144,0.361,0.361,0,0,0.88,0.88,0.88,0,0,0,0.292,0.509,0.286,1,0.4,0.554,0.4,0.4,0.223,0.223,1,1,0,0,0,1
0.333,0.148,0.491,0.491,0,0,0.96,0.96,0.96,0,0,0,0.336,0.525,0.351,1,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,0,0,0.0857,1
1,0.384,0.584,0.584,0,0,1,1,1,0,0,0,0.584,0.658,0.473,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,0,0,0,1
1,0.467,0.621,0.621,0,0,0.96,0.96,0.96,0,0,0,0.621,0.621,0.662,1,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,0,0,0,1
1,0.413,0.658,0.658,0,0,0.94,0.94,0.94,0,0,0,0.525,0.544,0.817,1,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,0,0,0.171,1
1,0.275,0.639,0.639,0,0,0.92,0.92,0.92,0,0,0,0.385,0.496,0.774,1,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,0,0,0.128,1
1,0.0495,0.547,0.547,0,0,0.88,0.88,0.88,0,0,0,0.258,0.465,0.468,1,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,0,0,0.171,1
1,0.0495,0.463,0.463,0,0,0.82,0.82,0.82,0,0,0,0.258,0.465,0.203,1,0.578,0.0353,0.578,0.578,0.0181,0.0181,0.19,0.19,0,0,0.343,1
1,0.0495,0.371,0.371,0,0,0.8,0.8,0.8,0,0,0,0.258,0.465,0.099,1,0.391,0.0202,0.391,0.391,0.0181,0.0181,0.19,0.19,0,0,0,1
1,0.0495,0.343,0.343,0,0,0.78,0.78,0.78,0,0,0,0.258,0.465,0.0495,1,0.205,0.00504,0.205,0.205,0.0181,0.0181,0.23,0.23,0,0,0,1
1,0.0495,0.343,0.343,0,0,0.76,0.76,0.76,0,0,0,0.258,0.465,0.027,1,0.169,0.00504,0.169,0.169,0.0181,0.0181,0.19,0.19,0,0,0,1
1,0.0495,0.334,0.334,0,0,0.74,0.74,0.74,0,0,0,0.258,0.465,0.018,1,0.133,0.0101,0.133,0.133,0.0241,0.0241,0.23,0.23,0,0,0,1
1,0.0495,0.306,0.306,0,0,0.72,0.72,0.72,0,0,0,0.258,0.465,0.0248,1,0.142,0.0353,0.142,0.142,0.0482,0.0482,0.373,0.373,0,0,0,1
1,0.0495,0.334,0.334,0,0,0.72,0.72,0.72,0,0,0,0.258,0.465,0.0315,1,0.16,0.0605,0.16,0.16,0.0903,0.0903,0.532,0.532,0,0,0,1
1,0.136,0.398,0.398,0,0,0.76,0.76,0.76,0,0,0,0.305,0.463,0.054,1,0.231,0.146,0.231,0.231,0.157,0.157,0.452,0.452,0,0,0,1
1,0.277,0.436,0.436,0,0,0.8,0.8,0.8,0,0,0,0.376,0.503,0.0968,1,0.293,0.232,0.293,0.293,0.265,0.265,0.19,0.19,0,0,0,1
0.667,0.274,0.315,0.315,0,0,0.82,0.82,0.82,0,0,0,0.296,0.511,0.16,1,0.293,0.222,0.293,0.293,0.506,0.506,0.19,0.19,0,0,0.171,1
0.667,0.263,0.213,0.213,0,0.467,0.82,0.82,0.82,0,0,0,0.228,0.511,0.212,1,0.285,0.207,0.285,0.285,0.729,0.729,0.151,0.151,0,0,0.0428,1
0.667,0.256,0.222,0.222,0,0,0.8,0.8,0.8,0,0,0,0.234,0.511,0.252,1,0.293,0.222,0.293,0.293,0.765,0.765,0.119,0.119,0,0,0.0857,1
0.667,0.245,0.232,0.232,0,0,0.8,0.8,0.8,0,0,0,0.24,0.519,0.277,1,0.293,0.232,0.293,0.293,0.729,0.729,0.111,0.111,0,0,0.0857,1
0.667,0.237,0.222,0.222,0,0,0.84,0.84,0.84,0,0,0,0.234,0.528,0.297,1,0.285,0.212,0.285,0.285,0.723,0.723,0.111,0.111,0,0,0,1
0.667,0.235,0.259,0.259,0,0,0.84,0.84,0.84,0,0,0,0.259,0.528,0.351,1,0.285,0.191,0.285,0.285,0.542,0.542,0.111,0.111,0,0,0,1
0.667,0.235,0.287,0.287,0,0.717,0.84,0.84,0.84,0,0,0,0.277,0.519,0.401,1,0.285,0.247,0.285,0.285,0.452,0.452,0.19,0.19,0,0,0,1
0.667,0.235,0.297,0.297,0,1,0.82,0.82,0.82,0,0,0,0.284,0.536,0.441,1,0.293,0.297,0.293,0.293,0.367,0.367,0.46,0.46,0,0,0,1
0.667,0.238,0.361,0.361,0,0.883,0.88,0.88,0.88,0,0.319,0,0.327,0.552,0.464,1,0.4,0.554,0.4,0.4,0.223,0.223,1,1,0,0.0932,0.0428,1
1,0.247,0.491,0.491,0,0,0.96,0.96,0.96,0,0.638,0.383,0.413,0.585,0.479,1,0.507,0.811,0.507,0.507,0.139,0.139,0.968,0.968,0,0.879,0.0428,1
1,0.384,0.584,0.584,0,0,1,1,1,0,0,0.333,0.584,0.658,0.565,1,0.587,0.58,0.587,0.587,0.0783,0.0783,0.54,0.54,0,0,0.32,1
1,0.467,0.621,0.621,0,0,0.96,0.96,0.96,0,0,0,0.621,0.621,0.743,1,0.676,0.353,0.676,0.676,0.0482,0.0482,0.484,0.484,0,0,0.214,1
0.667,0.413,0.658,0.658,0,0,0.94,0.94,0.94,0,0,0,0.525,0.544,0.873,1,0.72,0.222,0.72,0.72,0.0241,0.0241,0.405,0.405,0,0,0.171,1
1,0.726,0.639,0.639,0,0,0.92,0.92,0.92,0,0,0,0.639,0.559,0.806,1,0.765,0.0957,0.765,0.765,0.0181,0.0181,0.341,0.341,0,0,0.245,1
0.667,0.388,0.547,0.547,0,0,0.88,0.88,0.88,0,0,0,0.45,0.486,0.509,1,0.667,0.0655,0.667,0.667,0.0181,0.0181,0.19,0.19,0,0,0.128,1
